"PlatformPortfolio","Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Electronics, Comms, & Sensors","TACTICAL CONTROL SYSTEM",1027,-782583,32991,346086,15951322,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","TBMCS",1971,,,,,,,,174578,192581,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","TCAIMS II",1957,,,,,69459,65055,,450,,,18696,2111.0701,93500,,,,,,,,,,,
"Electronics, Comms, & Sensors","TDC",2005,,,,,,,,,37608,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","TOWED SONAR ARRAY",1124,15502015,2809084,10591509,3455675,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","VAN ELECTRONIC 6 TON M373",234,,,28790,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","WAM (WWMCCS/WIS)",1323,,,,,,,74182.5601,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","WCS",2195,,,,,,,,,,,,,,,,,,,20402.6299,102041.6895,174299.5195,61561,4095.1401,3799.1801
"Electronics, Comms, & Sensors","WIN-T",700,,,,,,,,-25594,,184320.7969,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","XM23 RANGE FINDER LASER",947,15213967,34380,,,,,,,,,,,,,,,,,,,,,,
"Electronics, Comms, & Sensors","ZBL",2015,,3111422,4025373,817398,10749591,16793559,53322912.125,,15037095,21601674,7079928,218354328,448943133.125,103316344.77,393868360.08,82462840.4507,17807286.75,-59137758.125,0,0,,,,
"Electronics, Comms, & Sensors",,,5657146088.7397,5217301163.4297,6254111395.8233,7190873387.7131,9111362321.8683,9094204146.6831,11074273581.6656,13168794053.8375,13256209140.046,13054762881.2232,13715937564.2107,14149116852.9863,12559205350.8046,11394700623.9959,10832331528.6332,11098312784.5321,11411547791.2752,11956600383.1898,12139135816.0703,13787799266.2851,14481729834.6666,13015932547.7755,14750000742.7662,8698204349.1836
"Facilities and Construction","AIR CONDITIONERS",586,,,37476,,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","AN/FRT-84 TRANSMITTER",1069,,257223,134499,662832,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","ATM",1851,,,,,,,,,,,4195.1802,,,,,,,,,,,,,
"Facilities and Construction","BARRACKS SHIP SELF-PROP-A",1253,304531,302194,1455736,785773,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","BASE REALIGN & CLOS (BRAC",610,71030694,63855177,13392474,20935816,,105470,0,,-218155,-284723.8471,66771,-580941.875,,,,,,,-13189.7695,,,,,
"Facilities and Construction","BRAC ACTIVITIES",2014,4725689,10175958,416521,2975263,29732373,93200003,127766953.2031,46223237.9492,63504300.6817,42964426.8731,31049947.0366,14819838.9689,30691796.2766,25633643.6901,16580837,31574237.1857,69755778.2669,15970612.8425,15821390.9419,7594417.6009,10916504.4731,6607249.106,4171373.9642,1660188.6572
"Facilities and Construction","BSM",1972,,,,,,209100,23733,92986,,,,,,,,,,,,,,,,
"Facilities and Construction","CARGO SHIP-AK",1255,89734769,60583413,38983040,63388,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","CHCS II",1958,,,,,3289316,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","CHEM DEMIL-CMA",690,,,134000,,64495,2050411,6200,0,,0,,,,13649.1,-200,,,,,,,,,
"Facilities and Construction","DADS",1994,,,,,,,,,71712,2000,,,,0,0,,,,,,,,,
"Facilities and Construction","DEF ENVIR & RESTORA PRG (",611,100863086,151614766,117841386,54928564,8592,,1202268.0898,,24671,-643771.2608,,-47906.7934,,,,,,-27284.9297,,,,,,
"Facilities and Construction","DERP",2016,7668777,25466069,12883451,16854998,134148513,60350431,40773256.7691,40376362.3594,45405874.2227,42623612.4111,76673744.8136,51225937.8016,77554596.6179,39459435.8353,58709373.0603,57749358.0939,31122824.7654,52515210.804,55817926.0452,59024727.6346,60852660.1011,79880317.9775,103745666.5507,7727697.0329
"Facilities and Construction","DIMHRS",1967,,,,,2635393,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","DMLSS",1959,,,,,,,154603,,,,,,,,,,,,,,,,,
"Facilities and Construction","DPPS",1950,,,,,188350,,,353393,5163,595100,,,,,,,,,,,,,,
"Facilities and Construction","DRAGON",1799,,,,,,,,,,,10000,,,,,,,,,,,,,
"Facilities and Construction","Defense Enterprise Office Solution (DEOS)",2251,,,,,,,,,,,,,,,,,,,,47970,,,,
"Facilities and Construction","EASTERN TEST RANGE",1733,,55000,,,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","ENVIR PROTECT AGENCY SUPE",613,,,,650000,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","EPA SUPERFUND",2021,,,,,932948,5415152,11902794,151060.3828,128963.1798,18447,21.6,0,133912.9219,,,,,,,,,,,
"Facilities and Construction","FCA",79,,,,,,,,,,,,,,,,,,,6660,,,,,
"Facilities and Construction","FORKLIFT 6000 LB",1577,,,,135653,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","HURRICANE KATRINA",2017,,,,,,421745042,181076818.9003,-56946446.6172,1582388.8143,-816668.3376,-4706772.1419,-2308115.467,130308.9499,25607.94,,-3043.38,-16950,,,,,,,
"Facilities and Construction","HURRICANE RITA",2018,,,,,,,115373,42503,,,3550,,26723,,,,,,,,,,,
"Facilities and Construction","IMDS",1974,,,,,,,,,7175,0,,,,,,0,,,,,,,,
"Facilities and Construction","JMPS",1988,,,,,,,,,,,1329100,,,,,,,,,,,,,
"Facilities and Construction","MISSION DISTRIBUTION SYS",1028,,,,0,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","MK-27",1159,,,5478890,,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","NAVY EPS",2194,,,,,,,,,,,,,,,,,,,30950.4004,559603.625,0,,,
"Facilities and Construction","NSIPS",1965,,,,,26695,2851,29388,,,,,,,,,,,,,,,,,
"Facilities and Construction","NTCSS",1966,,,,,,,,125752.6291,,19044,,,,,,,,,,,,,,
"Facilities and Construction","OTHER ENVIRONMENTAL PROGR",2115,43738375,97606932,92795773,130518322,74587496,88024049,76834203.4601,204727164.6453,182245115.5165,203331755.5841,252797516.8544,239897391.4846,175002428.3668,98882115.5168,66807455.2045,58938970.3096,82547299.8793,59946799.5121,54766692.8043,54418651.4757,55940991.4669,47347239.7003,65484249.6748,52106222.3287
"Facilities and Construction","PCTE",2193,,,,,,,,,,,,,,,,,,,92618,35228.3008,,,,
"Facilities and Construction","PKI",1979,,,,,284430,,,9027,,,,,,,,,,,,,,,,
"Facilities and Construction","PKI INC 2",2201,,,,,,,,,,,,,,,,,,15750.2803,,0,,1850000,623117,
"Facilities and Construction","PRV",1328,,,,,,,,,10259,13860.3597,14439.0797,,,,,,,,,,,,,
"Facilities and Construction","PUMP, ASSY LIQ GAS WHL 35",597,,76388,,,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","RCAS",1956,,,,,,,,,,,,3116,,,,,,,,,,,,
"Facilities and Construction","RESCH SHP OCEANOGRAPHIC-A",1276,1894573,,1691910,,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","RSA DINING FACILITY",2020,,,,,,,,,,,2529238.25,,1165769.375,387210.64,3044168.37,2996658.84,3072846.9688,3046928.0781,1748828.8555,,3591935.5625,3682953.8847,2377974.75,
"Facilities and Construction","SPS",1961,,,,,,,,,4895,43977.54,,,44637,,,,,,,,,,,11317.3799
"Facilities and Construction","TMIP",1952,,,,,,,,,19180,,,,,,,,,,,,,,,
"Facilities and Construction","TYPE 15 PERISCOPE",1151,,27456,31700,,,,,,,,,,,,,,,,,,,,,
"Facilities and Construction","ZBL",2015,,,,,,,,,,4584249,474290.9941,0,,,134086.78,0,,101551.1875,0,,,,,
"Facilities and Construction",,,4952088434.8593,5801151287.2888,5877691402.8984,7532918578.4941,5964480629.3181,6515449790.2721,7438799850.2669,8470911006.7185,10689169919.5372,11589364728.2741,11368186161.3778,11250383304.412,10232904260.1811,8423321045.6451,9192745527.6597,8390804356.5478,9000598967.6086,8821308219.4859,10116491803.4147,11490283440.6645,15160754233.6495,12912110220.5264,13621801316.8464,7396894261.7788
"Land Vehicles","443",2043,,,,,,,,,,,,,,,,,,,51507104,42465343.1875,62977253.4063,68520604.125,50699046.1406,19536530.8125
"Land Vehicles","ABRAMS SERIES (M1/M1A1/M1",250,1905000,1268625,,,,,,,,,,,,,,,,,,,,,,
"Land Vehicles","ABRAMS UPGRADE",1839,,,,,6225754,3892400,43178192,36640675,35685005.76,12466301.7523,5602454.8919,2066157.2539,133223.125,-2558575.87,-522618.3769,-306169.8581,-16155.2002,0,,,,,,
"Land Vehicles","BRADLEY FVS",27,,,,,,,,,,,,,,,,,,,,,,,24248.8398,
"Land Vehicles","BRADLEY UPGRADE",1849,,,,,,,13656088,40000,279759.1875,545341,111390.3281,55695.1602,,,-12665.08,,,,,,,,,
"Land Vehicles","CARGO 5 TON M54A2C",891,,,41300,,,,,,,,,,,,,,,,,,,,,
"Land Vehicles","CRANE HYDRAULIC 25 TON (C",221,,,,31524,,,,,,,,,,,,,,,,,,,,
"Land Vehicles","DPPS",1950,,,,,,,,,2737.21,,,,,,,,,,,,,,,
"Land Vehicles","EFV (AAAV)",1812,,,,450915,106114229,42750829,41389879.5601,11153905.7686,75414391.8828,164997529.5911,252358277.6526,147286285.5659,60233504.962,45249846,65984381.94,50070987.5719,14256326.5468,64078544.5725,16579789.1938,1489736.48,,,,
"Land Vehicles","FCS",1310,,,,,1631200,404602,127226,7831498,2107372,15849408.2422,35541567.8125,25327878.6483,17407659.2656,13749051,14029509.2,10534769,3310386,561904,,,-191869.375,0,,
"Land Vehicles","FIV",678,,,,,35574,,,,,,,,,,,,,,,,,,,
"Land Vehicles","FORK LIFT 6000 LB GE PT",278,,,,71918,,,,,,,,,,,,,,,,,,,,
"Land Vehicles","FSCS",684,,,,,,,,,,,,,,,,,221078,,,,,3493587.2188,3543808.1094,3594828
"Land Vehicles","HMMLTV",656,,,,,9433140,36095,8024612,,42820.9609,59057.7402,190375,18211.1992,,,,,,,,,,,,
"Land Vehicles","LAV (ARMY)",71,,,,,,,,,,,,,,481361.8,781802.34,313684.66,0,,,,,,,
"Land Vehicles","LVTC-7",883,39133727,27026755,22807967,22517284,,,,,,,,,,,,,,,,,,,,
"Land Vehicles","LVTP-7",882,86805706,91379439,18512364,2957448,,,,,,-842.23,,,,,,,,,,,,,,
"Land Vehicles","MK-56 ROCKET MOTOR",1156,100459,,,,,,,,,,,,,,,,,,,,,,,
"Land Vehicles","SHOP EQUIPMENT MAINT TRK",600,,,,62287,,,,,,,,,,,,,,,,,,,,
"Land Vehicles","SPS",1961,,,,,,,,,19273.4102,15287.7598,,,,,,,,,,,,,,
"Land Vehicles","STRYKER (IAV)",703,,,,,,,,15385969,2081889.2742,36221677.125,16174134.2813,8536029.6641,8100307.9765,23757444.48,428684.19,3890.62019999998,,-1098208.375,-37.78,-143852.4375,,,,
"Land Vehicles","TRUCKS 2 1/2T",181,,,,36604,,,,,,,,,,,,,,,,,,,,
"Land Vehicles","TRUCKS <1T",180,1356941,,,,,,,,,,,,,,,,,,,,,,,
"Land Vehicles","TRUCKS >10T",184,,,,30060,,,,,,,,,,,,,,,,,,,,
"Land Vehicles",,,144188653,260455965,697388898,467787738.7969,854668525.2809,1128541966.1925,1219170677.1449,4756806148.7967,9544878675.6406,3035155157.0469,3514501992.0116,3524350839.7892,2026894434.1569,453675325.4797,424889103.6445,325369560.4943,563429842.075,277928701.4913,532915639.5836,611461612.2314,768270805.8349,943936413.1741,989636638.6562,737054083.1695
"Missile Defense","AEGIS",11,,,,,,,21121886,330665588,77225598.4375,210808501,545464519.5,576682260.7169,441403377.6718,288813458.8,240015997.25,213083537.2113,191149315.1523,148251845.0615,186288046.1417,235335427.5909,296881229.8465,303985645.8126,260616762.75,84103853.3125
"Missile Defense","AGM-84 HARPOON",863,19200215,38124493,4687525,25386308,,,,,,,,,,,,,,,,,,,,
"Missile Defense","AIM-7 SPARROW",831,-94222,392295,-31073,15899879,,,,,,,,0,,,,,,,,,,,,
"Missile Defense","AMDR",2033,,,,,,,,,,,,,,,,17545851.5544,112702662,256860863.5,7564015,81224624,36881106,215029697,65552872,
"Missile Defense","AN/APG-59 RADAR",1053,84564,280836,,,,,,,,,,,,,,,,,,,,,,
"Missile Defense","AN/APQ-109 RADAR",1055,,,,5788000,,,,,,,,,,,,,,,,,,,,
"Missile Defense","AN/BPS-15 RADAR",1077,,,267053,1492073,,,,,,,,,,,,,,,,,,,,
"Missile Defense","AN/SPG-55 RADAR ANTENNA",1076,3819970,,279206,1108485,,,,,,,,,,,,,,,,,,,,
"Missile Defense","AN/SPS-48 AIR SEARCH RADA",1050,936237,4888736,3651896,3525959,,,,,,,,,,,,,,,,,,,,
"Missile Defense","AN/SPS-52 RADAR",1034,,,,3962505,,,,,,,,,,,,,,,,,,,,
"Missile Defense","AN/SWG-1A HSCLLS",877,7652904,757946,-3334430,17413,,,,,,,,,,,,,,,,,,,,
"Missile Defense","AN/TPS-59 RADAR SYS",1078,7632772,17372983,941208,537514,,,,,,,,,,,,,,,,0,,,,
"Missile Defense","AN/TPS-63 RADAR SET",1046,1818685,,,3180974,,,,,,,,,,,,,,,,,,,,
"Missile Defense","AN/USP-1 RADAR",1037,-544324,96270,,,,,,,,,,,,,,,,,,,,,,
"Missile Defense","APS",20,,,,,,,,,,,,,,,,,,,,,,112109.2969,7935.2998,
"Missile Defense","BMDS",1357,,,,,606101,615582,13529022.4219,56928317.125,44088131.6299,53697501.3679,62164488.207,34196888.7977,3368336.3418,3889053.4701,1322595.31,-1405194.5297,-556737.8634,-2017964.1373,1207555.6504,1172213.2891,1171200.3457,126232,13548.8405,
"Missile Defense","BQM-74E SSAT",871,4580133,25909374,5008533,27408149,,,,,,,,,,,,,,,,,,,,
"Missile Defense","CG-47 AEGIS",866,90579885,42261652,33333530,20208796,50000,,,,,,,,,,,,,,,,,,,
"Missile Defense","COBRA JUDY REPLACEMENT",1359,,,,,226013434,191239107,258784310.7002,276345994.0469,203721031,255975774.589,98002335,61030578,93346371.3438,60172242,12418816,8239280.74,0,,0,0,,,,
"Missile Defense","CORPS SAM",165,,2293048,2418953,3746950,,,,,,,,,,,,,,,,,,,,
"Missile Defense","GPALS (SDS)",1,,,,,,,4000,,,,,,,,,,,,,,,,,221261.4531
"Missile Defense","IAMD",2032,,,,,,,,,,,,,,,,16143.0098,229369,,,63413,,,,
"Missile Defense","JLENS",1366,,,,,826194,1510000,324548,113000,250000,142000,0,420028,610690,1660025,204601,,,,,,,,,
"Missile Defense","MISSILE DEFENSE AGENCY SU",1912,,,21236974,82303506,383460315,508596301,334299172.3399,508533437,48739300.7813,21101145.7071,13434061.8281,13795814.0938,3395278.5058,539458.32,0,-145776.2036,,-90119.293,-4604.3198,-216.7,0,,0,237908.625
"Missile Defense","MK-23 TAS",1079,,50800,,,,,,,,,,,,,,,,,,,,,,
"Missile Defense","MK-56 MOD 2 ROCKET MTR",879,947784,,,,,,,,,,,,,,,,,,,,,,,
"Missile Defense","NAVY AREA TBMD",1840,,,,,,0,876859,8436238,4347571.9688,1038064.2344,876196,1256294.8906,0,,,,,,,,,,,
"Missile Defense","NMD",1877,,,,,157409,,25000,,4139218,4066396,0,976758,,,,,,-2680.72,,,,,,
"Missile Defense","NTW",674,,,,,58871298,44468292,37279663.4688,32092507.2031,,,,,,,,,,,,,,,,
"Missile Defense","PATRIOT",7,,,,,,,,,,,,1926540,1452352.5996,2264944.35,195000,,,,,,,,,
"Missile Defense","PATRIOT PAC-3",44,,,,,4796042,2533951,410818,0,7751810,510000,,,,,,,,,,,,,,
"Missile Defense","RIM 7-H-2 NATO SEA SPARRO",848,38269403,8392967,25868981,44883147,,,,,,,,,,,,,,,,,,,,
"Missile Defense","RIM-85",856,,22244,,225090,,,,,,-43.42,,,,,,,,,,,,,,
"Missile Defense","SM-6",1383,,,,,6335577,62659367,83244737,99160152,22298320,467660181,122162742,214476046,2382212,1246564,1650873,1650872,0,36475737,67346290,51690082,533720335,221907350,229226198,200785361
"Missile Defense","STINGER (RMP)  MANPORTABL",152,,,,856934,,,,,,,,,,,,,,,,,,,,
"Missile Defense","THAAD",1830,,,,,,84101,,,,779800,,0,0,,,,,,,,,,,
"Missile Defense","THAAD-THEATER HIGH ALT AI",1922,,64948,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","105MM ART AMMUNITION ALL",370,37759,,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","105MM GUN M-60 COMBAT",897,,,,121691,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","20MM AMMUNITION ALL TYPES",349,,150000,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","442",2042,,,,,,,,,,,,,,,,238452307.65,347271886.6563,270995631.1275,34361995.1301,896004322.8716,442781644,330421870,222830285,430437869.25
"Ordnance and Missiles","443",2043,,,,,,,,,,,,,,,,,12664727,0,-53642,,,,,
"Ordnance and Missiles","5""/38 CAL CARTRIDGE",910,,64260,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","5-INCH GUIDED PROJ",10,,,,,,,,37454288,200859,,,,,,,,,,,,,,,
"Ordnance and Missiles","5.56MM AMMUNITION ALL TYP",360,,,1941408,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","5.56MM CARBINE",313,,,,1812699,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","5.56MM M249 SQD AUTOMATIC",318,,,28800,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","50CAL M2 MACHINE GUN",307,,,,195700,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","9MM AMMUNITION ALL TYPES",361,,,,205125,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","A6",1878,,,,,,,,1000,,,,,,,,,,,,,,,,
"Ordnance and Missiles","ADM-141C ITALD",872,,,8381625,61442,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AGM-154A",874,474232,546248,135529402,27833102,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AGM-154C",876,,,,11858021,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AGM-88 HARM",859,19648647,84974723,64677302,3610222,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AGM-88E AARGM",1362,,,,,81191,,,,,53478144.5,51892939.9219,1049921,155438745,110059824.98,102626337.84,130359359.0391,138524212.3555,173422395.1797,267210625.9689,199371116.6568,177947657.0862,109454573.1113,62246061.8281,33609890.1226
"Ordnance and Missiles","AIM-9 SIDEWINDER",1913,5541831,2805851,2011679,583831,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AIM-95 AGILE",864,1e+07,1044705,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AIM-9X",1842,,,,,457651649,6907431,57939823,201421474,176043145.5,227639994.8438,194109468.8908,127167624.875,295883021.7188,279082373.86,343361432.4,39505810.6023,-4843146.8437,-113486.1094,0,,0,7468929,,462675
"Ordnance and Missiles","AIR TRAFFIC CNTL COMM CON",487,,,,603000,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","ALAM",1330,,,,,21669,,118602,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","ALCM",12,,,,,,,313443.9617,31201.5,,,,,250054.39,,,,,,,,,,,
"Ordnance and Missiles","AMMO COMPONENTS ALL TYPES",399,,103720,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AMMUNITION SIMULATORS, AL",1935,33162242,15150728,10094967,18780024,9888450,15485637,14227117,11469109,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AMRAAM",81,,,,,383312,372806,,4399298,2879429,2344543,2592053.6719,2981583.9062,2052162.1562,720320,577148.56,539171.04,663448.9688,1101196.0938,847581.125,853246.1875,892492.125,,,
"Ordnance and Missiles","AMRAAM (NAVY)",80,,,,,,,,20000,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AN/PVS-4 SIGHT",1141,,,39700,137428,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AN/SLQ-13",939,18025371,11979313,6528735,7957050,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","ATACMS-APAM",623,,,,,,,,,,,,,,,,,,,,,,,,6534
"Ordnance and Missiles","BGM-109 TOMAHAWK",865,68836857,101108418,354855177,124613995,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","C-3",715,,,12856824,200670,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","CALIBER .50 AMMO ALL TYPE",363,4350000,,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","CNA",1915,,,19013378,101896522,257539970,157649702,25835485,12687647,182750,,,-355888.8125,,,,,,,,,,,,
"Ordnance and Missiles","CNG",1917,,-6e+05,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","CNU",2070,,,1332086,89964,49940,1663562,,,,-25000,,,,-57723.14,,,-822.24,,,,,,,
"Ordnance and Missiles","CNZ",2072,-2700000,,-950000,,,-125207,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","DPPS",1950,,,,,,61952,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","EBE",1933,1745147,123766,-147434,-111658,44567,,,,,,,,,,,,,-1034248.875,,,,,,
"Ordnance and Missiles","EBJ",2077,93074196,50235711,20725549,73204434,52513089,47781910,-58090.1406,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","EXCALIBUR",1360,,,,,,,,,383606,,,,,,,,,,,,,,,
"Ordnance and Missiles","GAU-5 MACHINE GUN",1587,,,,813225,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","GMLRS",667,,,,,3035819,5e+05,,,,9144812,3451935.9375,-1e+06,,,,484138,0,428881.5,568220,,0,,-1631.2,
"Ordnance and Missiles","GUIDED MSL LAUNCH MK-13",828,,,1803475,2198481,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","GUIDED MSL LAUNCH MK-41",822,22985897,52272958,182727897,27161385,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","GUIDED MSL LAUNCH MK-73",829,3786716,9448949,3999137,60281859,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","HARM (AIR FORCE)",30,,,,,,,,,,,1892776.9375,927856,2285124.5,0,,-135933.4531,,,,,,,,
"Ordnance and Missiles","HARM (NAVY)",29,,,,,,,,,,1041732,2064905,309000,27202,0,,,,,,,,,,
"Ordnance and Missiles","HARPOON",31,,,,,,,17587208,73163.8984,1690832.106,6136036.0157,70688972.0371,133150811.086,9627912.75,-202199.59,0,0,,,,0,,,,
"Ordnance and Missiles","HAWK IMPROVED",1312,,,,,,,,,2896877,0,0,,,,,,,,,,,,,
"Ordnance and Missiles","HIMARS",1361,,,,,,1326523,643765,240000,0,1518466,0,,-538626.375,,-28542.52,,,,,,,,,
"Ordnance and Missiles","ILS-S",1973,,,,,,,,,,,,,4837089,25097099,42835552,9677945.4,14681314.75,10615056.7266,-2281677.2656,0,,-275320.1875,,-226141.3438
"Ordnance and Missiles","JASSM",1832,,,,,1405292,,,3924735,5655862.3999,5839393,6882126,6934027.1387,1754399,,,,,,,-23000.0098,,,,
"Ordnance and Missiles","JAVELIN",685,,,,,155775,687601,14885812,,,545356,0,0,383601320.4375,306968496.76,13863543.2,775292.6099,-99625,,,,,,-4454.4902,
"Ordnance and Missiles","JDAM",1808,,,,,42750812,136964702,74714013,-20109485,-1558724.6094,-1219982.5312,-556490.8906,0,-208548,-34096.31,-304000,34528.3984,,,,,,,,
"Ordnance and Missiles","JOINT COMMON MISSILE",1364,,,,,12982061,38451422,30580922,7398607,22227138,15201376.625,28559112.2109,18197836.0312,7578082.6562,0,,-48538.0195,0,,,,,,,
"Ordnance and Missiles","JSOW",1862,,919724,481691,,11858254,22720484.5,22444432.4317,173635148.7618,168802631.1563,193234616.627,137859917.7736,139633225.0987,119074138.2439,116785332.58,116400881.17,211314991.7359,58392221.0069,31560062.4387,247860495.8554,24265872.51,177402560,1192460.4063,-166381.5156,-1175651.8125
"Ordnance and Missiles","JSOW-AGM-154",873,5842768,12267112,24141537,20597056,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","LONGBOW HELLFIRE",1824,,,,,2762446,1572417,17317433,,2387157,6019876,,,-2997.3501,,1049975,649992.89,0,,,,,,,
"Ordnance and Missiles","M16 5.56 MM RIFLE",338,,,154131,380000,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","MGM-71 TOW",149,817860,642000,,35000,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","MINUTEMAN III GRP",1311,,,,,-891500,,,,,,,,236700328,0,1841000,1e+06,-40000,,0,0,,0,0,
"Ordnance and Missiles","MINUTEMAN III PRP",657,,,,,26145,,175662,72276,,,,,,,,0,,,,,,,,
"Ordnance and Missiles","MISSION DISTRIBUTION SYS",1028,,821858,0,393000,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","MK 48 ADCAP",36,,,,,,,,,,,19000,50681256,22463630,39380693,36428807,21621682,740901,5646923,1601636,0,0,0,,
"Ordnance and Missiles","MK 48 TORPEDO",37,,,,,,0,295365.48,203084.4063,58448,84680,,,,7944401,12846874.77,13705459.53,14045194.5938,15727569.5,3539500.9375,218558.3759,-75293.7188,,,
"Ordnance and Missiles","MK-104 PRACTICE",906,,,5821644,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","MK15 CLOSE IN WPN SYS",894,39266871,2222243,58116455,203615491,346000,,,,,,,,,,,,,,,0,,,,
"Ordnance and Missiles","MK45 MOD-O 5.54 GUN MOUNT",895,37877891,-9488077,16171333,10883167,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","MK46 TORPEDO LT WT ASW",922,882600,2756430,1921721,22158622,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","MK48 TORPEDO (ADCAP)",923,32394613,6549302,36095216,56204266,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","MK50 TORPEDO",924,,,26678,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","MK75 76MM GUN MOUNT",903,1205400,,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","MK75 MOD3 RANGE FINDER",948,179280,,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","MLRS",28,,,,,,,,,,,,,,483045,0,,,,,,,,,
"Ordnance and Missiles","MX-MISSILE",1538,27500,,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","NAVY ERP",1987,,,,,,,,,,531153.9375,2429662.7969,2052533,2452490,2368850,1762400,,,,,,,,,
"Ordnance and Missiles","NSIPS",1965,,,,,970606,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","Other UAS",2258,,,,,,,544361,38551843,10940170,3025000,2819670,40000,,-6885.54,-459058.87,,,,,,,,,
"Ordnance and Missiles","PEACEKEEPER MISSILE",1547,26380045,,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","RIM-24 TARTER",845,845645,119177,140862,48231,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","RIM-66 STANDARD MISSILE (",1914,52151234,125043465,53999915,35871761,55900554,29170698,27963599,-1950785,850449,,,,,0,,,,,,,,,,
"Ordnance and Missiles","RIM-66 STANDARD MISSILE(M",841,302438980,231560635,91975233,21188923,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","RIM-67 STANDARD MISSILE(E",842,50138186,3902047,105966103,70860725,,,,,,,,,,,,,,,,,,,,
