assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation.x,total_obligated_amount.x,total_outlayed_amount_for_overall_award,indirect_cost_federal_share_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_from_COVID.19_supplementals_for_overall_award,obligated_amount_from_COVID.19_supplementals_for_overall_award,outlayed_amount_from_IIJA_supplemental_for_overall_award,obligated_amount_from_IIJA_supplemental_for_overall_award,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,prime_award_transaction_recipient_county_fips_code,recipient_county_name,prime_award_transaction_recipient_state_fips_code,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,prime_award_transaction_recipient_cd_original,prime_award_transaction_recipient_cd_current,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,primary_place_of_performance_county_name,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,prime_award_transaction_place_of_performance_cd_original,prime_award_transaction_place_of_performance_cd_current,primary_place_of_performance_foreign_location,cfda_number,cfda_title,funding_opportunity_number,funding_opportunity_goals_text,assistance_type_code,assistance_type_description,transaction_description,prime_award_base_transaction_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,last_modified_date,USAspending_file_name,federal_action_obligation.y,total_obligated_amount.y,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech
8900_DELP0000020_-NONE-_81.126_0004,ASST_NON_DELP0000020_8900,DELP0000020,0004,NA,"SAI NOT AVAILABLE, S",0,0,NA,NA,0,0,93761327,7219622,93761327,7219622,NA,NA,NA,NA,NA,2018-08-30,2018,2011-01-12,2041-01-11,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MVLCPMN44LK9,832892736,USG OREGON LLC,USG OREGON LLC,RNUAHLGRBK64,106716058,U.S. GEOTHERMAL INC.,U.S. GEOTHERMAL INC.,USA,UNITED STATES,1505 TYRELL LN,NA,08700,BOISE,16001,ADA,16,ID,IDAHO,83706,4046,ID-02,ID-02,NA,NA,NA,Single ZIP Code,USA,UNITED STATES,ID08830,BOISE,16001,ADA,16,IDAHO,83706-4046,ID-02,ID-02,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),"TAS::89 0209::TAS
USG OREGON LLC LOAN NUMBER 1052. MOD 002-CORRECTION OF ISSUING, ADMINISTRATION AND SPONSORING OFFICES.",USG OREGON LLC LOAN NUMBER 1052,NON,NOT RECOVERY ACT,X,OTHER,NA,NA,C,REVISION,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000020_8900/,2018-09-14,FY2018_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DECF0000060_-NONE-_81.126_0004,ASST_NON_DECF0000060_8900,DECF0000060,0004,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,1447500000,45017250,1447500000,45017250,NA,NA,NA,NA,NA,2018-03-28,2018,NA,NA,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDHJNMFAJGS5,009602533,"NISSAN NORTH AMERICA, INC.","NISSAN NORTH AMERICA, INC.",PMMZY68MNTL3,690542212,"NISSAN MOTOR CO.,LTD.","NISSAN MOTOR CO.,LTD.",USA,UNITED STATES,P.O. BOX 685001,NA,27740,FRANKLIN,47187,WILLIAMSON,47,TN,TENNESSEE,37068,5001,TN-07,TN-07,NA,NA,NA,City-wide,USA,UNITED STATES,TN69420,SMYRNA,47149,RUTHERFORD,47,TENNESSEE,CITY-WIDE,TN-04,TN-04,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,NA,"NISSAN NORTH AMERICA INC.,  ADVANCED TECHNOLOGY VEHICLE MANUFACTURING DIRECT LOAN AUTHORITY. ''MOD 002-CORRECTION OF ISSUING, ADMINISTRATION AND SPONSORING OFFICES.''","NISSAN NORTH AMERICA INC.,  ADVANCED TECHNOLOGY VEHICLE MANUFACTURING DIRECT LOAN AUTHORITY",NON,NA,X,NA,NA,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DECF0000060_8900/,2018-04-05,FY2018_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000131_-NONE-_81.126_-NONE-,ASST_NON_DELP0000131_8900,DELP0000131,NA,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,129684000,3207893,129684000,3207893,NA,NA,NA,NA,NA,2019-03-21,2019,2019-03-21,2049-03-21,089,Department of Energy,8900.0,Department of Energy,893030.0,HEADQUARTERS PROCUREMENT SERVICES,089,Department of Energy,8900.0,Department of Energy,894009.0,LOAN PROGRAMS OFFICE,NA,NA,NA,NA,D4R1KEJW4SL8,079803317,"MEAG POWER SPVM, LLC","MEAG WER SPVM, LLC",NA,NA,NA,NA,USA,UNITED STATES,7821 RIVER ROAD,ATLANTA,04000,ATLANTA,13121,FULTON,13,GA,GEORGIA,30328,4641,GA-12,GA-05,NA,NA,NA,Single ZIP Code,USA,UNITED STATES,GA04000,ATLANTA,13121,FULTON,13,GEORGIA,30328-4641,GA-06,GA-05,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),"MEAG POWER SPVM, LLC LOAN 1351","MEAG POWER SPVM, LLC LOAN 1351",NON,NOT RECOVERY ACT,X,OTHER,NA,NA,A,NEW,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000131_8900/,2019-06-19,FY2019_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000101_-NONE-_81.126_0001,ASST_NON_DELP0000101_8900,DELP0000101,0001,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,3462409117,172774214,6924818234,-1,NA,NA,NA,NA,NA,2019-03-20,2019,2014-01-15,2044-01-14,089,Department of Energy,8900.0,Department of Energy,893030.0,HEADQUARTERS PROCUREMENT SERVICES,089,Department of Energy,8900.0,Department of Energy,894009.0,LOAN PROGRAMS OFFICE,NA,NA,NA,NA,JKC9LGLDQDV4,006924989,GEORGIA POWER COMPANY,GEORGIA POWER COMPANY,SXU3LDF7K6Z5,006925341,SOUTHERN CO SERVICES INC,SOUTHERN COMPANY GAS,USA,UNITED STATES,241 RALPH MCGILL BLVD,BIN 10106,04000,ATLANTA,13121,FULTON,13,GA,GEORGIA,30308,3374,GA-12,GA-05,NA,NA,NA,Single ZIP Code,USA,UNITED STATES,GA04000,ATLANTA,13121,FULTON,13,GEORGIA,30308-3374,GA-05,GA-05,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),"TAS::89 4455::TAS
GEORGIA POWER COMPANY
GEORGIA POWER LOAN NUMBER 1021",TAS::89 4455::TAS  GEORGIA POWER COMPANY  GEORGIA POWER LOAN NUMBER 1021,NON,NOT RECOVERY ACT,X,OTHER,NA,NA,C,REVISION,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000101_8900/,2019-04-05,FY2019_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000128_-NONE-_81.126_-NONE-,ASST_NON_DELP0000128_8900,DELP0000128,NA,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,1668223779,66278531,1668223779,66278531,NA,NA,NA,NA,NA,2019-03-21,2019,2019-03-21,2049-03-21,089,Department of Energy,8900.0,Department of Energy,893030.0,HEADQUARTERS PROCUREMENT SERVICES,089,Department of Energy,8900.0,Department of Energy,894009.0,LOAN PROGRAMS OFFICE,NA,NA,NA,NA,JKC9LGLDQDV4,006924989,GEORGIA POWER COMPANY,GEORGIA POWER COMPANY,SXU3LDF7K6Z5,006925341,SOUTHERN CO SERVICES INC,SOUTHERN COMPANY GAS,USA,UNITED STATES,241 RALPH MCGILL BLVD,BIN 10106,04000,ATLANTA,13121,FULTON,13,GA,GEORGIA,30308,3374,GA-12,GA-05,NA,NA,NA,Single ZIP Code,USA,UNITED STATES,GA04000,ATLANTA,13121,FULTON,13,GEORGIA,30308-3374,GA-05,GA-05,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),GEORGIA POWER COMPANY LOAN 1349 NOTE 2,GEORGIA POWER COMPANY LOAN 1349 NOTE 2,NON,NOT RECOVERY ACT,X,OTHER,NA,NA,A,NEW,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000128_8900/,2019-06-19,FY2019_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000124_-NONE-_81.126_-NONE-,ASST_NON_DELP0000124_8900,DELP0000124,NA,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,1619679706,29753516,3239359412,59507032,NA,NA,NA,NA,NA,2019-03-21,2019,2019-03-21,2049-03-21,089,Department of Energy,8900.0,Department of Energy,893030.0,HEADQUARTERS PROCUREMENT SERVICES,089,Department of Energy,8900.0,Department of Energy,894009.0,LOAN PROGRAMS OFFICE,NA,NA,NA,NA,KY6SESB2JY94,073460305,OGLETHORPE POWER CORPORATION,OGLETHORPE POWER COMPANY,KY6SESB2JY94,073460305,OGLETHORPE POWER CORPORATION,OGLETHORPE POWER CORPORATION,USA,UNITED STATES,241 RALPH MCGILL BLVD,ATLANTA,04000,ATLANTA,13121,FULTON,13,GA,GEORGIA,30308,0001,GA-12,GA-05,NA,NA,NA,Single ZIP Code,USA,UNITED STATES,GA04000,ATLANTA,13121,FULTON,13,GEORGIA,30308-0001,GA-05,GA-05,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),OGLETHORPE POWER CORPORATION LOAN 1347 NOTE 3,OGLETHORPE POWER CORPORATION LOAN 1347 NOTE 3,NON,NOT RECOVERY ACT,X,OTHER,NA,NA,A,NEW,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000124_8900/,2019-06-19,FY2019_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000019_-NONE-_81.126_0003,ASST_NON_DELP0000019_8900,DELP0000019,0003,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,324239000,5025704,324239000,5025704,NA,NA,NA,NA,NA,2018-11-09,2019,2011-01-28,2045-01-27,089,Department of Energy,8900.0,Department of Energy,893030.0,HEADQUARTERS PROCUREMENT SERVICES,089,Department of Energy,8900.0,Department of Energy,894009.0,LOAN PROGRAMS OFFICE,NA,NA,NA,NA,X9JASVE9FEA3,965966182,GREAT BASIN TRANSMISSION SOUTH LLC,"GREAT BASIN TRANSMISSION SOUTH, LLC",NA,NA,NA,NA,USA,UNITED STATES,400 CHESTERFIELD CENTER,SUITE 110,13600,CHESTERFIELD,29189,ST. LOUIS,29,MO,MISSOURI,63017,4880,MO-02,MO-02,NA,NA,NA,Single ZIP Code,USA,UNITED STATES,MO13600,CHESTERFIELD,29189,ST. LOUIS,29,MISSOURI,63017-4880,MO-02,MO-02,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),"TAS::89 0209::TAS
GREAT BASIN TRANSMISSION SOUTH, LLC LOAN NUMBER 1113. MOD 002-CORRECTION OF ISSUING, ADMINISTRATION AND SPONSORING OFFICES.","GREAT BASIN TRANSMISSION SOUTH, LLC LOAN NUMBER 1113",NON,NOT RECOVERY ACT,X,OTHER,NA,NA,C,REVISION,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000019_8900/,2019-02-19,FY2019_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000132_-NONE-_81.126_-NONE-,ASST_NON_DELP0000132_8900,DELP0000132,NA,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,172490900,3764313,172490900,3764313,NA,NA,NA,NA,NA,2019-03-21,2019,2019-03-21,2049-03-21,089,Department of Energy,8900.0,Department of Energy,893030.0,HEADQUARTERS PROCUREMENT SERVICES,089,Department of Energy,8900.0,Department of Energy,894009.0,LOAN PROGRAMS OFFICE,NA,NA,NA,NA,XCALPX1W3FE7,079803324,"MEAG POWER SPVP, LLC","MEAG POWER SPVP, LLC",NA,NA,NA,NA,USA,UNITED STATES,1470 RIVEREDGE PARKWAY,ATLANTA,04000,ATLANTA,13121,FULTON,13,GA,GEORGIA,30328,4641,GA-12,GA-05,NA,NA,NA,Single ZIP Code,USA,UNITED STATES,GA04000,ATLANTA,13121,FULTON,13,GEORGIA,30328-4641,GA-06,GA-05,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),"MEAG POWER SPVP, LLC SPVP LOAN 1352","MEAG POWER SPVP, LLC SPVP LOAN 1352",NON,NOT RECOVERY ACT,X,OTHER,NA,NA,A,NEW,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000132_8900/,2019-06-19,FY2019_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000130_-NONE-_81.126_-NONE-,ASST_NON_DELP0000130_8900,DELP0000130,NA,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,111541000,2338192,111541000,2338192,NA,NA,NA,NA,NA,2019-03-21,2019,2019-03-21,2049-03-21,089,Department of Energy,8900.0,Department of Energy,893030.0,HEADQUARTERS PROCUREMENT SERVICES,089,Department of Energy,8900.0,Department of Energy,894009.0,LOAN PROGRAMS OFFICE,NA,NA,NA,NA,H3J2YK8GDPU8,079803314,MEAG POWER SPVJ LLC,"MEAG POWER SPVJ, LLC",NA,NA,NA,NA,USA,UNITED STATES,1470 RIVEREDGE PARKWAY,NA,04000,ATLANTA,13121,FULTON,13,GA,GEORGIA,30328,4641,GA-12,GA-05,NA,NA,NA,Single ZIP Code,USA,UNITED STATES,GA04000,ATLANTA,13121,FULTON,13,GEORGIA,30328-4641,GA-06,GA-05,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),"MEAG POWER SPVJ, LLC LOAN 1350","MEAG POWER SPVJ, LLC LOAN 1350",NON,NOT RECOVERY ACT,X,OTHER,NA,NA,A,NEW,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000130_8900/,2019-06-19,FY2019_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000013_-NONE-_81.126_0004,ASST_NON_DELP0000013_8900,DELP0000013,0004,NA,NO SAI AVAILABLE,0,0,NA,NA,0,0,1314205000,38662668,1314205000,38662668,NA,NA,NA,NA,NA,2019-01-31,2019,2010-12-16,2040-12-15,089,Department of Energy,8900.0,Department of Energy,893030.0,HEADQUARTERS PROCUREMENT SERVICES,089,Department of Energy,8900.0,Department of Energy,894009.0,LOAN PROGRAMS OFFICE,NA,NA,NA,NA,DBQCBJALZ9B5,781099986,"CAITHNESS SHEPHERDS FLAT, LLC",CAITHNESS SHEPHERDS FLAT,NA,NA,NA,NA,USA,UNITED STATES,C/O CAITHNESS CORPORATION,"565 5TH AVE., 29TH FLOOR",51000,NEW YORK,36061,NEW YORK,36,NY,NEW YORK,10017,2413,NY-14,NY-12,NA,NA,NA,County-wide,USA,UNITED STATES,OR**021,NA,41021,GILLIAM,41,OREGON,NA,OR-02,OR-02,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),CHANGING POP OF STRIPES DOCUMENT,"CAITHNESS SHEPHERDS FLAT, LLC LOAN",NON,NOT RECOVERY ACT,X,OTHER,NA,NA,C,REVISION,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000013_8900/,2019-02-04,FY2019_089_Assistance_Full_20230909_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000128_-NONE-_81.126_0001,ASST_NON_DELP0000128_8900,DELP0000128,0001,NA,NA,0,0,NA,NA,0,0,0,0,1668223779,66278531,NA,NA,NA,NA,NA,2021-07-21,2021,2019-03-21,2049-03-21,089,Department of Energy,8900.0,Department of Energy,893030.0,HEADQUARTERS PROCUREMENT SERVICES,089,Department of Energy,8900.0,Department of Energy,894009.0,LOAN PROGRAMS OFFICE,NA,NA,NA,NA,JKC9LGLDQDV4,006924989,GEORGIA POWER COMPANY,GEORGIA POWER COMPANY,SXU3LDF7K6Z5,006925341,SOUTHERN CO SERVICES INC,THE SOUTHERN COMPANY,USA,UNITED STATES,241 RALPH MCGILL BLVD,BIN 10106,04000,ATLANTA,13121,FULTON,13,GA,GEORGIA,30308,NA,GA-12,GA-05,NA,NA,NA,STATE-WIDE,USA,UNITED STATES,GA*****,NA,NA,NA,13,GEORGIA,NA,GA-90,NA,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),UPDATING INVOICE APPROVING OFFICIAL NAME,GEORGIA POWER COMPANY LOAN 1349 NOTE 2,NON,NOT RECOVERY ACT,X,OTHER,NA,NA,C,REVISION,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000128_8900/,2021-07-27,FY2021_089_Assistance_Full_20230910_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000124_-NONE-_81.126_0001,ASST_NON_DELP0000124_8900,DELP0000124,0001,NA,NA,0,0,NA,NA,0,0,1619679706,29753516,3239359412,59507032,NA,NA,NA,NA,NA,2021-01-12,2021,2019-03-21,2049-03-21,089,Department of Energy,8900.0,Department of Energy,893030.0,HEADQUARTERS PROCUREMENT SERVICES,089,Department of Energy,8900.0,Department of Energy,894009.0,LOAN PROGRAMS OFFICE,NA,NA,NA,NA,KY6SESB2JY94,073460305,OGLETHORPE POWER CORPORATION,OGLETHORPE POWER CORPORATION,KY6SESB2JY94,073460305,OGLETHORPE POWER CORPORATION,OGLETHORPE POWER CORPORATION,USA,UNITED STATES,2100 EAST EXCHANGE PLACE,NA,77652,TUCKER,13135,GWINNETT,13,GA,GEORGIA,30084,NA,GA-06,GA-04,NA,NA,NA,CITY-WIDE,USA,UNITED STATES,GA77652,TUCKER,13089,DEKALB,13,GEORGIA,CITY-WIDE,GA-06,GA-04,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),ADMIN ACTION TO CHANGE INVOICE APPROVING OFFICIAL ONLY.,OGLETHORPE POWER CORPORATION LOAN 1347 NOTE 3,NON,NOT RECOVERY ACT,X,OTHER,C,CORRECT AN EXISTING RECORD,C,REVISION,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000124_8900/,2021-01-26,FY2021_089_Assistance_Full_20230910_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000137_-NONE-_81.126_-NONE-,ASST_NON_DELP0000137_8900,DELP0000137,NA,NA,NA,0,0,NA,NA,0,0,103600000,12352228,201600000,24036768,NA,NA,NA,NA,NA,2022-04-08,2022,2022-04-08,2052-04-08,089,Department of Energy,8900.0,Department of Energy,893030.0,HEADQUARTERS PROCUREMENT SERVICES,089,Department of Energy,8900.0,Department of Energy,894009.0,LOAN PROGRAMS OFFICE,NA,NA,NA,NA,MTVGPRKRPVP4,NA,SYRAH TECHNOLOGIES LLC,SYRAH TECHNOLOGIES LLC,NA,NA,NA,NA,USA,UNITED STATES,2001 D A BIGLANE RD,NA,78470,VIDALIA,22029,CONCORDIA,22,LA,LOUISIANA,71373,6377,LA-05,LA-05,NA,NA,NA,CITY-WIDE,USA,UNITED STATES,LA78470,VIDALIA,22029,CONCORDIA,22,LOUISIANA,CITY-WIDE,LA-05,LA-05,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),LOAN A1015 SYRAH TECHNOLOGIES LLC,LOAN A1015 SYRAH TECHNOLOGIES LLC,NON,NOT RECOVERY ACT,X,OTHER,NA,NA,A,NEW,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000137_8900/,2022-04-18,FY2022_089_Assistance_Full_20230910_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000137_-NONE-_81.126_0001,ASST_NON_DELP0000137_8900,DELP0000137,0001,NA,NA,0,0,NA,0,0,0,98000000,11684540,201600000,24036768,NA,NA,NA,NA,NA,2022-07-27,2022,2022-04-08,2052-04-08,089,Department of Energy,8900.0,Department of Energy,893030.0,HEADQUARTERS PROCUREMENT SERVICES,089,Department of Energy,8900.0,Department of Energy,894009.0,LOAN PROGRAMS OFFICE,NA,NA,NA,NA,MTVGPRKRPVP4,NA,SYRAH TECHNOLOGIES LLC,SYRAH TECHNOLOGIES LLC,NA,NA,NA,NA,USA,UNITED STATES,2001 D A BIGLANE RD,NA,78470,VIDALIA,22029,CONCORDIA,22,LA,LOUISIANA,71373,6377,LA-05,LA-05,NA,NA,NA,CITY-WIDE,USA,UNITED STATES,LA78470,VIDALIA,22029,CONCORDIA,22,LOUISIANA,CITY-WIDE,LA-05,LA-05,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),LOAN A1015 SYRAH TECHNOLOGIES LLC,LOAN A1015 SYRAH TECHNOLOGIES LLC,NON,NOT RECOVERY ACT,X,OTHER,NA,NA,C,REVISION,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000137_8900/,2022-08-08,FY2022_089_Assistance_Full_20230910_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900_DELP0000138_-NONE-_81.126_-NONE-,ASST_NON_DELP0000138_8900,DELP0000138,NA,NA,NA,0,0,NA,NA,0,0,480102957.57,17634181.63,1920411830.28,70536726.52,NA,NA,NA,NA,NA,2022-06-03,2022,2022-06-03,2052-06-02,089,Department of Energy,8900.0,Department of Energy,893030.0,HEADQUARTERS PROCUREMENT SERVICES,089,Department of Energy,8900.0,Department of Energy,894009.0,LOAN PROGRAMS OFFICE,NA,NA,NA,NA,MQ1MBY9W4757,NA,"ADVANCED CLEAN ENERGY STORAGE I, LLC","ADVANCED CLEAN ENERGY STORAGE I, LLC",NA,NA,NA,NA,USA,UNITED STATES,3165 E MILLROCK DR STE 330,NA,67000,SALT LAKE CITY,49035,SALT LAKE,49,UT,UTAH,84121,4770,UT-03,UT-03,NA,NA,NA,CITY-WIDE,USA,UNITED STATES,UT36070,HOLLADAY,49035,SALT LAKE,49,UTAH,CITY-WIDE,UT-02,UT-03,NA,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,DIRECT LOAN (E),"ADVANCED CLEAN ENERGY STORAGE I, LLC","ADVANCED CLEAN ENERGY STORAGE I, LLC",NON,NOT RECOVERY ACT,X,OTHER,NA,NA,A,NEW,2.0,NON-AGGREGATE RECORD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DELP0000138_8900/,2022-06-06,FY2022_089_Assistance_Full_20230910_1.csv,0,0,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
