Fiscal.Year,Unique.Identifier,Deal.Number,Decision,Decision.Date,Effective.Date,Expiration.Date,Brokered,Deal.Cancelled,Country,Program,Policy.Type,Decision.Authority,Primary.Export.Product.NAICS.SIC.code,Product.Description,Term,Primary.Applicant,Primary.Lender,Primary.Exporter,Primary.Exporter.City,Primary.Exporter.State.Code,Primary.Exporter.State.Name,Primary.Borrower,Primary.Source.of.Repayment.(PSOR),Working.Capital.Delegated.Authority,Approved.Declined.Amount,Disbursed.Shipped.Amount,Undisbursed.Exposure.Amount,Outstanding.Exposure.Amount,Small.Business.Authorized.Amount,Woman.Owned.Authorized.Amount,Minority.Owned.Authorized.Amount,Loan.Interest.Rate,Multiyear.Working.Capital.Extension,Primary.Export.Product.NAICS,Primary.Export.Product.SIC,Primary.Export.Product.SIC.code,principalnaicscodeText,SIC.Titles.and.Part.Descriptions,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,CriticalTech
2013,08083055XF0001,AP083055XF,Approved,01/29/2013 12:00:00 AM,1/29/2013,12/27/2013 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,Datacore Software Corporation,Fort Lauderdale,FL,Florida,Datacore Software Corporation,Datacore Software Corporation,Yes,1800000,1800000,0,0,0,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08083282XE0001,AP083282XE,Approved,04/11/2013 12:00:00 AM,4/11/2013,03/22/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,"Bridge Bank, N.A.","Bridge Bank, N.A.","Verimatrix, Inc.",San Diego,CA,California,"Verimatrix, Inc.","Verimatrix, Inc.",Yes,2430000,2430000,0,0,0,0,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08083659XE0001,AP083659XE,Approved,07/08/2013 12:00:00 AM,7/8/2013,03/30/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Jpmorgan Chase Bank, National Association","Jpmorgan Chase Bank, National Association","Rsi Global, Inc",Harvey,LA,Louisiana,"Rsi Global, Inc","Rsi Global, Inc",Yes,1800000,1800000,0,0,1800000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08083701XC0001,AP083701XC,Approved,04/09/2013 12:00:00 AM,4/9/2013,03/26/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Short Term,"Bridge Bank, N.A.","Bridge Bank, N.A.","Vapotherm, Inc.",Stevensville,MD,Maryland,"Vapotherm, Inc.","Vapotherm, Inc.",Yes,900000,900000,0,0,900000,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08083713XC0001,AP083713XC,Approved,01/14/2013 12:00:00 AM,1/14/2013,11/15/2013 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,East West Bank,East West Bank,"Applied Optoelectronics, Inc.",Sugar Land,TX,Texas,"Applied Optoelectronics, Inc.","Applied Optoelectronics, Inc.",Yes,3150000,3150000,0,0,3150000,0,0,,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2013,08083858XE0001,AP083858XE,Approved,04/18/2013 12:00:00 AM,4/18/2013,06/28/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Comerica Incorporated,Comerica Bank,"Telarix, Inc.",Vienna,VA,Virginia,"Telarix, Inc.","Telarix, Inc.",Yes,4500000,4500000,0,0,4500000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08084108XD0001,AP084108XD,Approved,07/18/2013 12:00:00 AM,7/18/2013,06/30/2014 12:00:00 AM,No,Yes,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,M&T Bank,M&T Bank,"Ultisat, Inc.",Gaithersburg,MD,Maryland,"Ultisat, Inc.","Ultisat, Inc.",Yes,0,0,0,0,0,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2013,08084108XE0001,AP084108XE,Approved,09/30/2013 12:00:00 AM,9/30/2013,05/28/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,M&T Bank,M&T Bank,"Ultisat, Inc.",Gaithersburg,MD,Maryland,"Ultisat, Inc.","Ultisat, Inc.",Yes,1350000,1350000,0,0,1350000,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2013,08084514XD0001,AP084514XD,Approved,07/12/2013 12:00:00 AM,7/12/2013,06/17/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Coventor, Inc.",Cary,NC,North Carolina,"Coventor, Inc.","Coventor, Inc.",Yes,450000,450000,0,0,450000,0,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08084676XC0001,AP084676XC,Approved,01/09/2013 12:00:00 AM,1/9/2013,12/24/2013 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334111,Electronic Computer Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Azul Systems, Inc.",Sunnyvale,CA,California,"Azul Systems, Inc.","Azul Systems, Inc.",Yes,805950,805950,0,0,805950,0,0,,,334111,,,Electronic Computer Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08085007XB0001,AP085007XB,Approved,02/12/2013 12:00:00 AM,2/12/2013,12/31/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Kentrox, Inc.",Dublin,OH,Ohio,"Kentrox, Inc.","Kentrox, Inc.",Yes,2700000,2700000,0,0,2700000,0,0,,,334210,,,Telephone Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2013,08085154XB0001,AP085154XB,Approved,06/18/2013 12:00:00 AM,6/18/2013,06/15/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,"Citizens Bank, N.a.","Citizens Bank, N.a.",Universal Software Corporation,Nashua,NH,New Hampshire,Universal Software Corporation,Universal Software Corporation,Yes,900000,900000,0,0,900000,0,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08085303XC0001,AP085303XC,Approved,08/16/2013 12:00:00 AM,8/16/2013,06/29/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Ineoquest Technologies, Inc.",Mansfield,MA,Massachusetts,"Ineoquest Technologies, Inc.","Ineoquest Technologies, Inc.",Yes,2250000,2250000,0,0,2250000,0,0,,,334515,,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08085561XB0001,AP085561XB,Approved,08/26/2013 12:00:00 AM,8/26/2013,07/01/2015 12:00:00 AM,No,Yes,United States,Working Capital,,Individual Delegated Authority,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System",Short Term,Silicon Valley Bank,Silicon Valley Bank,"Inthinc Technology Solutions, Inc.",West Valley City,UT,Utah,"Inthinc Technology Solutions, Inc.","Inthinc Technology Solutions, Inc.",Yes,0,0,0,0,0,0,0,,,334511,,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,TRUE,,,,,,,,,,,,,,,,,,SensorCyber
2013,08085719XB0001,AP085719XB,Approved,06/27/2013 12:00:00 AM,6/27/2013,05/30/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Amegy Bank National Association,Amegy Bank National Association,Daily Instruments Corporation,Houston,TX,Texas,Daily Instruments Corporation,Daily Instruments Corporation,Yes,1350000,1350000,0,0,1350000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08086356XB0001,AP086356XB,Approved,07/30/2013 12:00:00 AM,7/30/2013,07/09/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Citibank, N.A.","Citibank, N.A.",Bio-Pharm Inc.,Levittown,PA,Pennsylvania,Bio-Pharm Inc.,Bio-Pharm Inc.,Yes,427500,427500,0,0,427500,0,427500,,,325412,,,Pharmaceutical Preparation Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2013,08086540XB0001,AP086540XB,Approved,09/18/2013 12:00:00 AM,9/18/2013,09/13/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Silicon Valley Bank,Silicon Valley Bank,Aehr Test Systems,Fremont,CA,California,Aehr Test Systems,Aehr Test Systems,Yes,1800000,1800000,0,0,1800000,0,0,,,334515,,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08086720XA0001,AP086720XA,Approved,12/20/2012 12:00:00 AM,12/20/2012,12/15/2013 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,M&T Bank,M&T Bank,"Pharmaceutics International, Inc.",Hunt Valley,MD,Maryland,"Pharmaceutics International, Inc.","Pharmaceutics International, Inc.",Yes,1800000,1800000,0,0,1800000,0,0,,,325412,,,Pharmaceutical Preparation Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2013,08086764XA0001,AP086764XA,Approved,01/14/2013 12:00:00 AM,1/14/2013,12/31/2013 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Citizens Bank N.A.,"Rbs Citizens, N.A.","Ecochlor, Inc.",Acton,MA,Massachusetts,"Ecochlor, Inc.","Ecochlor, Inc.",Yes,900000,900000,0,0,900000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08087055XA0001,AP087055XA,Approved,03/05/2013 12:00:00 AM,3/5/2013,02/24/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Netboss Technologies, Inc.",Sebastian,FL,Florida,"Netboss Technologies, Inc.","Netboss Technologies, Inc.",Yes,2250000,2250000,0,0,2250000,0,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08087123XA0001,AP087123XA,Approved,04/01/2013 12:00:00 AM,4/1/2013,03/15/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,Regions Bank,Regions Bank,Xante Corporation,Mobile,AL,Alabama,Xante Corporation,Xante Corporation,Yes,2250000,2250000,0,0,2250000,0,0,,,334118,,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08087186XA0001,AP087186XA,Approved,05/13/2013 12:00:00 AM,5/13/2013,04/22/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Attask, Inc.",Lehi,UT,Utah,"Attask, Inc.","Attask, Inc.",Yes,810000,810000,0,0,0,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08087406XA0001,AP087406XA,Approved,08/14/2013 12:00:00 AM,8/14/2013,07/22/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334111,Electronic Computer Manufacturing,Short Term,Frost Bank,Frost Bank,"Laversab, Inc.",Sugar Land,TX,Texas,"Laversab, Inc.","Laversab, Inc.",Yes,1755000,1755000,0,0,1755000,0,1755000,,,334111,,,Electronic Computer Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08087591XX0001,AP087591XX,Approved,12/11/2012 12:00:00 AM,12/11/2012,10/23/2013 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,Pacific Mercantile Bank,Pacific Mercantile Bank,Emission Methods Inc,Ontario,CA,California,Emission Methods Inc,Emission Methods Inc,Yes,225000,225000,0,0,225000,0,0,,,334516,,,Analytical Laboratory Instrument Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08087859XX0001,AP087859XX,Approved,03/28/2013 12:00:00 AM,3/28/2013,02/14/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,"Bank Of America, National Association","Bank Of America, National Association",Qualitau Incorporated,Mountain View,CA,California,Qualitau Incorporated,Qualitau Incorporated,Yes,3150000,3150000,0,0,3150000,0,0,,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2013,08087866XX0001,AP087866XX,Approved,03/11/2013 12:00:00 AM,3/11/2013,02/22/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541519,Other Computer Related Services,Short Term,Regions Bank,Regions Bank,"Integrity International, Inc.",Houston,TX,Texas,"Integrity International, Inc.","Integrity International, Inc.",Yes,2265300,2265300,0,0,2265300,2265300,0,,,541519,,,Other Computer Related Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08087910XX0001,AP087910XX,Approved,03/26/2013 12:00:00 AM,3/26/2013,02/28/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334417,Electronic Connector Manufacturing,Short Term,Comerica Incorporated,Comerica Bank,Airborn Inc.,Georgetown,TX,Texas,Airborn Inc.,Airborn Inc.,Yes,3600000,3600000,0,0,0,0,0,,,334417,,,Electronic Connector Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2013,08088057XX0001,AP088057XX,Approved,05/15/2013 12:00:00 AM,5/15/2013,04/30/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541519,Other Computer Related Services,Short Term,Comerica Incorporated,Comerica Bank,"Adaptive Spectrum & Signal Alignment,Inc",Redwood City,CA,California,"Adaptive Spectrum & Signal Alignment,Inc","Adaptive Spectrum & Signal Alignment,Inc",Yes,4500000,4500000,0,0,4500000,0,0,,,541519,,,Other Computer Related Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08088087XX0001,AP088087XX,Approved,06/06/2013 12:00:00 AM,6/6/2013,05/28/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541380,Testing Laboratories,Short Term,Amegy Bank National Association,Amegy Bank National Association,Ingrain Inc.,Houston,TX,Texas,Ingrain Inc.,Ingrain Inc.,Yes,6300000,6300000,0,0,0,0,0,,,541380,,,Testing Laboratories,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08088153XX0001,AP088153XX,Approved,07/08/2013 12:00:00 AM,7/8/2013,06/18/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,Comerica Incorporated,Comerica Bank,Skybox Security Inc,San Jose,CA,California,Skybox Security Inc,Skybox Security Inc,Yes,1350000,1350000,0,0,1350000,0,0,,,541511,,,Custom Computer Programming Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08088253XX0001,AP088253XX,Approved,08/09/2013 12:00:00 AM,8/9/2013,07/01/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334412,Bare Printed Circuit Board Manufacturing,Short Term,Unionbancal Corporation,"Union Bank, N.a.",Sierra Circuits Inc.,Sunnyvale,CA,California,Sierra Circuits Inc.,Sierra Circuits Inc.,Yes,1350000,1350000,0,0,1350000,0,1350000,,,334412,,,Bare Printed Circuit Board Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2013,08088295XX0001,AP088295XX,Approved,08/27/2013 12:00:00 AM,8/27/2013,07/01/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System",Short Term,Silicon Valley Bank,Silicon Valley Bank,"Inthinc Technology Solutions, Inc.",West Valley City,UT,Utah,"Inthinc Technology Solutions, Inc.","Inthinc Technology Solutions, Inc.",Yes,2700000,2700000,0,0,2700000,0,0,,,334511,,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,TRUE,,,,,,,,,,,,,,,,,,SensorCyber
2013,08088354XX0001,AP088354XX,Approved,09/25/2013 12:00:00 AM,9/25/2013,09/04/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,Silicon Valley Bank,Silicon Valley Bank,Tvu Networks Corporation,Mountain View,CA,California,Tvu Networks Corporation,Tvu Networks Corporation,Yes,675000,675000,0,0,675000,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2013,08088356XX0001,AP088356XX,Approved,09/24/2013 12:00:00 AM,9/24/2013,09/16/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,Western Alliance Bank,Western Alliance Bank,"Live Gamer, Inc.",New York,NY,New York,"Live Gamer, Inc.","Live Gamer, Inc.",Yes,810000,810000,0,0,810000,0,0,,,541511,,,Custom Computer Programming Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08088370XX0001,AP088370XX,Approved,09/27/2013 12:00:00 AM,9/27/2013,03/31/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334410,Semiconductor And Other Electronic Component Manu,Short Term,Comerica Bank,Comerica Bank,"Asi/Silica Machinery, Llc",Los Angeles,CA,California,"Asi/Silica Machinery, Llc","Asi/Silica Machinery, Llc",Yes,6777000,6777000,0,0,6777000,0,0,,,334410,,,Semiconductor and Other Electronic Component Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2013,08088371XX0001,AP088371XX,Approved,09/27/2013 12:00:00 AM,9/27/2013,09/23/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Koolspan, Inc",Bethesda,MD,Maryland,"Koolspan, Inc","Koolspan, Inc",Yes,5153400,5153400,0,0,5153400,0,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2013,08088381XX0001,AP088381XX,Approved,09/30/2013 12:00:00 AM,9/30/2013,05/28/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,M&T Bank,M&T Bank,"Ultisat, Inc.",Gaithersburg,MD,Maryland,"Ultisat, Inc.","Ultisat, Inc.",Yes,3150000,3150000,0,0,3150000,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2013,08543314XX0001,543314,Approved,10/09/2012 12:00:00 AM,10/22/2012,06/25/2013 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"Hencorp Becstone, L.C.","Hencorp Becstone, L.C.","Siemens Medical Solutions Usa, Inc.",Hoffman Estates,IL,Illinois,Irmandade De Santa Casa De Misericordia De Porto Alegre,Irmandade De Santa Casa De Misericordia De Porto Alegre,,918910,918910,0,0,918910,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08546187XX0001,546187,Approved,12/06/2012 12:00:00 AM,2/6/2013,12/01/2013 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,"General Electric International Operations Company, Inc.",Cincinnati,OH,Ohio,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,1629393,1629393,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08547695XX0001,547695,Approved,12/06/2012 12:00:00 AM,3/21/2013,01/10/2014 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,EKPAC China Inc.,Washington,DC,District of Columbia,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,2523750,2523750,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08555665XX0001,555665,Approved,02/11/2013 12:00:00 AM,3/5/2013,10/30/2013 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"GE Capital EFS Financing, Inc.","GE Capital EFS Financing, Inc.","General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Ultra-Som Diagnosticos Ltda,Ultra-Som Diagnosticos Ltda,,921707.78,921707.7,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08555665XX0002,555665,Approved,02/11/2013 12:00:00 AM,3/5/2013,10/30/2013 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"GE Capital EFS Financing, Inc.","GE Capital EFS Financing, Inc.","General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Ultra-Som Diagnosticos Ltda,Ultra-Som Diagnosticos Ltda,,234273.22,234273,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08556733XX0001,556733,Approved,06/26/2013 12:00:00 AM,11/27/2013,10/15/2014 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,"Chindex International, Inc.",Bethesda,MD,Maryland,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,4234988,4108751.21,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08556733XX0002,556733,Approved,06/26/2013 12:00:00 AM,11/27/2013,10/15/2014 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,"Chindex International, Inc.",Bethesda,MD,Maryland,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,17758,0,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08560734XX0001,560734,Approved,04/18/2013 12:00:00 AM,3/27/2014,12/14/2015 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,EKPAC China Inc.,Washington,DC,District of Columbia,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,1485800,1119281,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08560734XXAB02,560734,Approved,04/18/2013 12:00:00 AM,3/27/2014,04/15/2015 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,EKPAC China Inc.,Washington,DC,District of Columbia,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,0,55819,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08560734XXAC02,560734,Approved,04/18/2013 12:00:00 AM,3/27/2014,04/15/2015 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,EKPAC China Inc.,Washington,DC,District of Columbia,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,0,98000,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08560734XXAD02,560734,Approved,04/18/2013 12:00:00 AM,3/27/2014,12/14/2015 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,EKPAC China Inc.,Washington,DC,District of Columbia,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,0,177000,0,0,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2013,08563280XX0001,563280,Approved,07/16/2013 12:00:00 AM,8/15/2013,12/15/2014 12:00:00 AM,No,No,Brazil,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"Hencorp Becstone, L.C.","Hencorp Becstone, L.C.","General Electric International Operations Company, Inc.",Waukesha,WI,Wisconsin,Associacao Hospitalar Moinhos De Vento,Associacao Hospitalar Moinhos De Vento,,1242235,1242235,0,0,26795.00895,0,26795.00895,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
