Contract_FYear_Agency_2017_2020

"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency ID","Contracting Agency Name","Dollars Obligated","Number of Actions","Number of Records","Base and All Options Value (Total Contract Value)","Base and Exercised Options Value"
"2019","8900","ENERGY, DEPARTMENT OF","8900","ENERGY, DEPARTMENT OF","$33,231,934,074.63","9,923","9,923","$25,740,048,425.87","$19,957,695,626.82"
"2019","8900","ENERGY, DEPARTMENT OF","8960","FEDERAL ENERGY REGULATORY COMMISSION","$79,641,900.18","380","380","$158,728,524.47","$85,472,893.33"
"2019","9000","SELECTIVE SERVICE SYSTEM","9000","SELECTIVE SERVICE SYSTEM","$5,792,447.49","169","169","$5,792,447.49","$5,792,447.49"
"2019","9100","EDUCATION, DEPARTMENT OF","9100","EDUCATION, DEPARTMENT OF","$2,889,858,735.82","2,727","2,727","$5,035,992,818.18","$3,407,989,516.69"
"2019","9300","FEDERAL MEDIATION AND CONCILIATION SERVICE","9300","FEDERAL MEDIATION AND CONCILIATION SERVICE","$3,681,980.20","142","142","$1,952,923.83","$3,681,980.20"
"2019","9502","NATIONAL CAPITAL PLANNING COMMISSION","9502","NATIONAL CAPITAL PLANNING COMMISSION","$50,004.00","7","7","$105,424.61","$105,424.61"
"2019","9504","FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION","9504","FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION","$2,435,368.43","182","182","$2,435,368.43","$2,435,368.43"
"2019","9506","FEDERAL ELECTION COMMISSION","9506","FEDERAL ELECTION COMMISSION","$15,556,000.99","167","167","$12,637,317.35","$13,639,201.97"
"2019","9507","COMMODITY FUTURES TRADING COMMISSION","9507","COMMODITY FUTURES TRADING COMMISSION","$66,342,762.90","584","584","$104,960,125.59","$66,677,618.91"
"2019","9508","NATIONAL TRANSPORTATION SAFETY BOARD","9508","NATIONAL TRANSPORTATION SAFETY BOARD","$11,675,406.21","218","218","$18,927,348.57","$11,720,445.65"
"2019","9511","THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY","9511","THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY","$824,966.03","26","26","$824,966.03","$824,966.03"
"2019","9513","MARINE MAMMAL COMMISSION","9513","MARINE MAMMAL COMMISSION","$451,806.84","26","26","$472,631.84","$472,631.84"
"2019","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","$1,531,817.34","64","64","$1,531,817.34","$1,531,817.34"
"2019","9515","ADMINISTRATIVE CONFERENCE OF THE U. S.","9515","ADMINISTRATIVE CONFERENCE OF THE U. S.","$217,547.36","9","9","$217,547.36","$217,547.36"
"2019","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","$5,744,618.94","39","39","$13,725,791.03","$5,983,859.76"
"2019","9518","COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED","9518","COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED","$2,249,167.38","31","31","$2,405,193.38","$2,141,334.92"
"2019","9542","FEDERAL HOUSING FINANCE AGENCY","9542","FEDERAL HOUSING FINANCE AGENCY","$188,900.00","3","3","$673,934.83","$188,900.00"
"2019","9543","MILLENNIUM CHALLENGE CORPORATION","9543","MILLENNIUM CHALLENGE CORPORATION","$127,113,683.34","645","645","$350,457,222.87","$157,218,375.16"
"2019","955F","CONSUMER FINANCIAL PROTECTION BUREAU","955F","CONSUMER FINANCIAL PROTECTION BUREAU","$61,075,558.03","667","667","$129,401,577.86","$67,637,224.46"
"2019","9565","CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD","9565","CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD","($154,688.57)","42","42","($464,210.75)","($154,688.57)"
"2019","9568","UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG","9568","UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG","$182,408,805.61","5,169","5,168","$330,303,269.18","$194,997,835.46"
"2019","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","$88,037,137.14","476","475","$115,291,532.17","$112,633,014.29"
"2019","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","$33,239,625.43","343","323","$55,397,543.53","$33,268,134.43"
"2019","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","959P","PRETRIAL SERVICES AGENCY","$5,169,079.41","16","16","$7,746,381.28","$4,286,366.88"
"2019","959P","PRETRIAL SERVICES AGENCY","959P","PRETRIAL SERVICES AGENCY","$5,757,820.86","151","146","$14,403,173.96","$5,481,968.06"
"2019","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$122,019,031,156.32","258,330","228,345","$8,763,110,745,501.62","$680,496,286,687.54"
"2019","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$94,852,874,096.15","221,825","189,157","$8,555,089,549,100.12","$102,732,785,595.88"
"2019","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$75,871,996,501.17","110,326","103,340","$778,342,420,230.66","$78,684,964,628.44"
"2019","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$195,591,662.54","692","692","$1,074,950,578.97","$215,159,735.85"
"2019","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$910,183,280.30","1,582","1,582","$4,309,218,288.08","$1,036,466,721.49"
"2019","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($80,313,253.67)","22,907","22,902","$168,630,153,754.08","$886,138,049.84"
"2019","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$1,841,611,609.14","798","798","$2,133,798,039.62","$1,996,546,871.95"
"2019","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$4,761,408,838.68","66,414,270","6,836","$39,655,096,677.48","$4,756,376,110.94"
"2019","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$874,270,670.00","1,120","1,120","$1,028,895,017.97","$942,774,638.38"
"2019","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$6,686,251,761.95","53,028","50,663","$16,758,749,739.96","$7,551,875,513.47"
"2019","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$44,193,727,999.69","3,707,277","3,707,143","$219,788,543,298.19","$47,643,306,537.23"
"2019","9700","DEPT OF DEFENSE","97AT","DEFENSE SECURITY COOPERATION AGENCY","$12,202,962.88","79","79","$17,963,562.62","$12,753,199.16"
"2019","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$638,819,589.37","470","470","$6,569,015,941.03","$2,076,816,411.13"
"2019","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$245,945,132.79","3,399","3,399","$2,217,112,558.72","$263,271,042.12"
"2019","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$319,777,319.13","767","767","$147,491,774.78","$320,710,592.45"
"2019","9700","DEPT OF DEFENSE","97CY","U.S. CYBER COMMAND","$62,231,372.01","99","99","$115,370,519.01","$62,231,372.01"
"2019","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$14,776,046,459.88","4,943","4,279","$4,910,580,806.65","$15,335,138,245.11"
"2019","9700","DEPT OF DEFENSE","97EX","INSPECTOR GENERAL, OFFICE OF","$17,895.26","1","1","$17,895.26","$17,895.26"
"2019","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$123,671,256.46","503","503","$216,635,014.12","$123,859,749.23"
"2019","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$303,892,359.76","1,847","1,847","$925,936,630.91","$305,764,069.29"
"2019","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$1,838,366,034.54","3,969","3,865","$13,237,065,376.95","$1,987,589,990.34"
"2019","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$40,317,319.01","515","407","$80,543,924.11","$40,584,877.95"
"2019","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$8,812,739,659.22","4,081","4,077","$12,786,695,633.24","$10,804,054,910.84"
"2019","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$4,557,573,336.89","7,417","7,417","$8,398,184,462.95","$4,616,894,938.24"
"2020","0300","LIBRARY OF CONGRESS","0300","LIBRARY OF CONGRESS","$0.00","1","1","$50,000,000.00","$0.00"
"2020","0500","GOVERNMENT ACCOUNTABILITY OFFICE","0559","GAO, EXCEPT COMPTROLLER GENERAL","$83,636,816.82","517","517","$101,213,803.45","$78,507,206.55"
"2020","1100","EXECUTIVE OFFICE OF THE PRESIDENT","1100","EXECUTIVE OFFICE OF THE PRESIDENT","$45,440,221.65","618","618","$95,872,634.06","$47,697,444.24"
"2020","1145","PEACE CORPS","1145","PEACE CORPS","$126,526,132.94","19,589","547","$131,721,464.87","$126,543,431.76"
"2020","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","$25,717,456.87","272","272","$22,330,317.30","$25,719,550.11"
"2020","1200","AGRICULTURE, DEPARTMENT OF","1204","OFFICE OF INSPECTOR GENERAL","$7,872,611.58","198","198","$7,954,935.58","$7,872,611.58"
"2020","1200","AGRICULTURE, DEPARTMENT OF","1205","USDA, DEPARTMENTAL ADMINISTRATION","$1,076,966,600.33","2,925","2,919","$3,002,083,676.20","$1,138,082,775.89"
"2020","1200","AGRICULTURE, DEPARTMENT OF","12C2","FOREST SERVICE","$1,857,718,458.74","39,428","34,722","$6,238,709,905.76","$1,505,499,589.48"
"2020","1200","AGRICULTURE, DEPARTMENT OF","12C3","NATURAL RESOURCES CONSERVATION SERVICE","$4,344,865.83","522","522","($487,136.98)","$3,951,044.24"
"2020","1200","AGRICULTURE, DEPARTMENT OF","12D0","FARM PRODUCTION AND CONSERVATION BUSINESS CENTER","$223,045,778.31","2,764","2,763","$322,878,383.14","$227,533,418.41"
"2020","1200","AGRICULTURE, DEPARTMENT OF","12D2","FARM SERVICE AGENCY","($1,627,442.19)","561","561","($8,299,599.96)","($1,756,809.03)"
"2020","1200","AGRICULTURE, DEPARTMENT OF","12E3","RURAL HOUSING SERVICE","$169,742,864.40","2,294","2,293","$446,813,577.29","$169,787,835.29"
"2020","1200","AGRICULTURE, DEPARTMENT OF","12F2","FOOD AND NUTRITION SERVICE","$136,088,535.10","474","474","$386,290,984.11","$134,304,911.88"
"2020","1200","AGRICULTURE, DEPARTMENT OF","12G2","FOOD SAFETY AND INSPECTION SERVICE","$70,900,184.59","575","575","$127,594,402.99","$71,091,258.08"
"2020","1200","AGRICULTURE, DEPARTMENT OF","12H2","AGRICULTURAL RESEARCH SERVICE","$443,872,899.58","5,574","5,569","$507,956,333.79","$430,341,428.33"
"2020","1200","AGRICULTURE, DEPARTMENT OF","12K2","AGRICULTURAL MARKETING SERVICE","$7,922,130,775.74","5,845","5,845","$8,921,522,155.42","$8,171,838,008.02"
"2020","1200","AGRICULTURE, DEPARTMENT OF","12K3","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","$285,667,880.69","4,291","4,291","$2,657,366,263.25","$293,060,215.18"
"2020","1300","COMMERCE, DEPARTMENT OF","1301","OFFICE OF THE SECRETARY","$515,518,863.89","4,052","4,052","$1,623,553,198.82","$536,862,267.57"
"2020","1300","COMMERCE, DEPARTMENT OF","1323","US CENSUS BUREAU","$2,502,919,715.16","2,473","2,470","$2,148,851,354.76","$2,471,007,910.86"
"2020","1300","COMMERCE, DEPARTMENT OF","1330","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","$1,620,619,389.53","10,336","10,328","$71,443,038,776.13","$1,799,668,858.02"
"2020","1300","COMMERCE, DEPARTMENT OF","1341","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","$310,168,334.30","3,073","3,073","$504,281,479.97","$306,094,426.99"
"2020","1300","COMMERCE, DEPARTMENT OF","1344","US PATENT AND TRADEMARK OFFICE","$864,762,222.98","1,839","1,838","$3,891,158,346.16","$837,987,408.13"
"2020","1400","INTERIOR, DEPARTMENT OF THE","1404","OFFICE OF THE INSPECTOR GENERAL","$1,749,454.86","73","73","$1,531,071.62","$1,531,071.62"
"2020","1400","INTERIOR, DEPARTMENT OF THE","1406","DEPARTMENTAL OFFICES","$1,521,779,429.62","8,804","8,796","$3,490,242,601.44","$1,648,383,400.58"
"2020","1400","INTERIOR, DEPARTMENT OF THE","1422","BUREAU OF LAND MANAGEMENT","$501,965,811.31","8,384","8,372","$2,333,377,006.98","$501,587,646.81"
"2020","1400","INTERIOR, DEPARTMENT OF THE","1425","BUREAU OF RECLAMATION","$439,123,655.43","4,268","4,268","$679,332,833.89","$460,769,719.28"
"2020","1400","INTERIOR, DEPARTMENT OF THE","1434","US GEOLOGICAL SURVEY","$406,314,562.29","5,310","5,310","$800,221,372.85","$405,172,468.75"
"2020","1400","INTERIOR, DEPARTMENT OF THE","1435","BUREAU OF OCEAN ENERGY MANAGEMENT","$24,265,542.92","324","324","$61,224,083.14","$24,265,542.92"
"2020","1400","INTERIOR, DEPARTMENT OF THE","1436","BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT","$48,127,257.60","448","448","$149,573,304.34","$48,148,660.93"
"2020","1400","INTERIOR, DEPARTMENT OF THE","1438","OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT","$3,388,229.50","136","136","$4,801,504.81","$3,509,167.22"
"2020","1400","INTERIOR, DEPARTMENT OF THE","1443","NATIONAL PARK SERVICE","$894,446,008.97","12,659","12,659","$1,716,252,713.37","$902,460,888.30"
"2020","1400","INTERIOR, DEPARTMENT OF THE","1448","U.S. FISH AND WILDLIFE SERVICE","$351,122,514.06","6,463","6,452","$337,581,893.88","$349,760,474.53"
"2020","1400","INTERIOR, DEPARTMENT OF THE","1450","BUREAU OF INDIAN AFFAIRS","$247,856,243.52","3,351","3,351","$670,872,060.98","$251,359,346.40"
"2020","1400","INTERIOR, DEPARTMENT OF THE","1450","BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","$71,411,214.89","2,742","2,742","$1,039,561,386.42","$76,095,251.88"
"2020","1500","JUSTICE, DEPARTMENT OF","1501","OFFICES, BOARDS AND DIVISIONS","$1,756,432,973.14","15,600","15,589","$14,609,584,698.99","$1,769,351,539.58"
"2020","1500","JUSTICE, DEPARTMENT OF","1504","OFFICE OF THE INSPECTOR GENERAL","$3,422,078.28","167","166","$8,023,127.20","$3,744,763.05"
"2020","1500","JUSTICE, DEPARTMENT OF","1524","DRUG ENFORCEMENT ADMINISTRATION","$790,863,622.76","17,617","17,617","$2,479,719,945.80","$990,917,528.64"
"2020","1500","JUSTICE, DEPARTMENT OF","1540","FEDERAL PRISON SYSTEM / BUREAU OF PRISONS","$2,191,602,190.40","37,402","37,379","$9,493,373,582.43","$2,477,367,055.61"
"2020","1500","JUSTICE, DEPARTMENT OF","1542","FEDERAL PRISON INDUSTRIES / UNICOR","$534,944,066.98","3,155","3,121","$827,974,688.70","$452,405,574.21"
"2020","1500","JUSTICE, DEPARTMENT OF","1542","FEDERAL PRISON INDUSTRIES, INC.","$1,292,257.57","5","5","$1,292,257.57","$1,292,257.57"
"2020","1500","JUSTICE, DEPARTMENT OF","1544","U.S. MARSHALS SERVICE","$1,163,053,999.91","13,217","13,217","$4,080,426,846.81","$637,219,028.02"
"2020","1500","JUSTICE, DEPARTMENT OF","1549","FEDERAL BUREAU OF INVESTIGATION","$1,908,117,518.05","6,619","6,567","$4,933,218,458.77","$2,212,449,346.64"
"2020","1500","JUSTICE, DEPARTMENT OF","1550","OFFICE OF JUSTICE PROGRAMS","$144,889,020.40","665","661","$269,141,502.75","$181,422,539.15"
"2020","1500","JUSTICE, DEPARTMENT OF","1560","ATF ACQUISITION AND PROPERTY MGMT DIV","$369,892,106.71","3,768","3,767","$1,007,301,766.67","$625,892,946.19"
"2020","1600","LABOR, DEPARTMENT OF","1604","OFFICE OF INSPECTOR GENERAL","$12,188,403.30","168","168","$81,655,637.02","$12,188,403.30"
"2020","1600","LABOR, DEPARTMENT OF","1605","OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT","$1,449,163,041.09","4,455","4,454","$5,092,674,559.82","$1,600,876,625.83"
"2020","1600","LABOR, DEPARTMENT OF","1625","BUREAU OF LABOR STATISTICS","$21,603,450.99","238","238","$29,475,760.59","$25,918,966.72"
"2020","1600","LABOR, DEPARTMENT OF","1630","EMPLOYMENT AND TRAINING ADMINISTRATION","$693,335,599.22","977","977","$538,480,402.00","$656,017,414.98"
"2020","1600","LABOR, DEPARTMENT OF","1645","MINE SAFETY AND HEALTH ADMINISTRATION","$10,455,802.18","443","443","$9,595,672.58","$19,253,242.57"
"2020","1665","PENSION BENEFIT GUARANTY CORPORATION","1665","PENSION BENEFIT GUARANTY CORPORATION","$359,226,653.43","968","968","$982,618,175.19","$375,643,044.58"
"2020","1900","STATE, DEPARTMENT OF","1900","STATE, DEPARTMENT OF","$9,238,329,954.47","64,689","64,465","$25,297,485,749.87","$10,637,316,605.31"
"2020","19BM","INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO","19BM","INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO","$31,260,462.43","600","600","$72,065,964.43","$32,364,401.35"
"2020","2000","TREASURY, DEPARTMENT OF THE","2001","DEPARTMENTAL OFFICES","$131,656,250.98","1,426","1,420","$142,773,232.69","$123,037,274.16"
"2020","2000","TREASURY, DEPARTMENT OF THE","2004","INSPECTOR GENERAL","$9,466,381.36","73","73","$6,722,721.89","$9,597,241.36"
"2020","2000","TREASURY, DEPARTMENT OF THE","2036","BUREAU OF THE FISCAL SERVICE","$521,022,690.02","3,828","3,819","$9,242,241,618.60","$518,423,905.82"
"2020","2000","TREASURY, DEPARTMENT OF THE","2041","BUREAU OF ENGRAVING AND PRINTING","$394,211,802.42","2,016","2,016","$856,697,025.39","$394,610,223.02"
"2020","2000","TREASURY, DEPARTMENT OF THE","2044","UNITED STATES MINT","$3,050,233,232.11","2,831","2,830","$23,654,501,502.10","$3,102,404,476.73"
"2020","2000","TREASURY, DEPARTMENT OF THE","2046","OFFICE OF THE COMPTROLLER OF THE CURRENCY","$144,669,254.60","721","667","$136,122,299.12","$153,541,269.29"
"2020","2000","TREASURY, DEPARTMENT OF THE","2050","INTERNAL REVENUE SERVICE","$2,318,822,431.57","9,558","9,557","$63,157,408,940.06","$35,115,274,906.68"
"2020","2400","OFFICE OF PERSONNEL MANAGEMENT","2400","OFFICE OF PERSONNEL MANAGEMENT","$357,952,508.61","1,712","1,690","$1,035,603,829.46","$357,895,194.86"
"2020","2700","FEDERAL COMMUNICATIONS COMMISSION","2700","FEDERAL COMMUNICATIONS COMMISSION","$200,397,128.17","820","818","$294,579,783.76","$220,443,185.20"
"2020","2800","SOCIAL SECURITY ADMINISTRATION","2800","SOCIAL SECURITY ADMINISTRATION","$2,127,490,812.07","12,590","9,225","$3,617,046,170.11","$2,023,641,160.53"
"2020","2900","FEDERAL TRADE COMMISSION","2900","FEDERAL TRADE COMMISSION","$83,748,675.81","651","651","$72,226,741.12","$103,649,476.58"
"2020","3100","NUCLEAR REGULATORY COMMISSION","3100","NUCLEAR REGULATORY COMMISSION","$176,379,290.52","1,763","1,763","$485,557,941.13","$210,956,204.62"
"2020","3300","SMITHSONIAN INSTITUTION","3300","SMITHSONIAN INSTITUTION","$407,564,262.53","3,634","3,632","$438,616,538.48","$420,040,321.46"
"2020","3352","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","3352","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","$8,692,562.76","74","74","$12,207,909.60","$12,207,909.60"
"2020","3355","NATIONAL GALLERY OF ART","3355","NATIONAL GALLERY OF ART","$48,299,588.30","526","526","$85,353,778.36","$48,925,152.48"
"2020","3400","INTERNATIONAL TRADE COMMISSION","3400","INTERNATIONAL TRADE COMMISSION","$10,405,557.92","214","214","$7,386,418.26","$10,425,557.92"
"2020","3400","INTERNATIONAL TRADE COMMISSION, UNITED STATES (DUNS # 02-1877998)","3400","INTERNATIONAL TRADE COMMISSION","$0.00","1","1","$0.00","$0.00"
"2020","3600","VETERANS AFFAIRS, DEPARTMENT OF","3600","VETERANS AFFAIRS, DEPARTMENT OF","$36,995,799,156.66","4,693,869","132,867","$226,551,018,981.33","$38,857,704,452.94"
"2020","4100","MERIT SYSTEMS PROTECTION BOARD","4100","MERIT SYSTEMS PROTECTION BOARD","$3,111,703.67","234","234","$4,530,840.09","$3,655,038.71"
"2020","4340","NATIONAL ENDOWMENT FOR THE HUMANITIES","4340","NATIONAL ENDOWMENT FOR THE HUMANITIES","$2,147,457.51","48","48","$3,171,080.91","$2,147,457.51"
"2020","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","$64,237,221.56","899","890","$72,870,713.10","$62,822,387.86"
"2020","4700","GENERAL SERVICES ADMINISTRATION","4704","OFFICE OF INSPECTOR GENERAL","$3,935,007.83","55","55","$4,861,842.91","$3,935,007.83"
"2020","4700","GENERAL SERVICES ADMINISTRATION","4705","OFFICE OF THE ADMINISTRATOR(ACMD)","$2,873,137.09","3","3","$657,200.20","$2,873,137.09"
"2020","4700","GENERAL SERVICES ADMINISTRATION","4732","FEDERAL ACQUISITION SERVICE","$14,462,985,861.63","1,484,297","1,484,281","$661,586,822,243,979.00","$20,256,427,407.80"
"2020","4700","GENERAL SERVICES ADMINISTRATION","4740","PUBLIC BUILDINGS SERVICE","$2,956,990,522.30","34,105","34,089","$18,155,684,162.27","$2,353,704,799.81"
"2020","4700","GENERAL SERVICES ADMINISTRATION","4773","OFFICE OF ADMINISTRATIVE SERVICES","$214,825,066.79","1,446","1,446","$380,580,271.74","$213,711,039.59"
"2020","4700","GENERAL SERVICES ADMINISTRATION","4775","TECHNOLOGY TRANSFORMATION SERVICE","$1,685,488.80","9","9","$0.00","$1,685,488.80"
"2020","4900","NATIONAL SCIENCE FOUNDATION","4900","NATIONAL SCIENCE FOUNDATION","$503,338,621.37","774","774","$664,423,029.69","$660,333,010.83"
"2020","5000","SECURITIES AND EXCHANGE COMMISSION","5000","SECURITIES AND EXCHANGE COMMISSION","$521,530,602.09","1,852","1,852","$24,238,651,305.33","$561,743,728.66"
"2020","5300","THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES","5300","THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES","$5,533,312.32","53","53","$4,652,326.05","$5,533,312.32"
"2020","5400","FEDERAL LABOR RELATIONS AUTHORITY","5400","FEDERAL LABOR RELATIONS AUTHORITY","$2,321,839.14","64","64","$2,527,911.21","$2,527,911.21"
"2020","5920","NATIONAL ENDOWMENT FOR THE ARTS","5920","NATIONAL ENDOWMENT FOR THE ARTS","$3,554,767.76","71","71","$1,817,150.29","$3,759,757.00"
"2020","6000","RAILROAD RETIREMENT BOARD","6000","RAILROAD RETIREMENT BOARD","$42,158,805.69","532","532","$44,381,946.59","$38,736,460.28"
"2020","6100","CONSUMER PRODUCT SAFETY COMMISSION","6100","CONSUMER PRODUCT SAFETY COMMISSION","$34,205,300.17","648","643","$54,174,729.18","$34,668,109.05"
"2020","6300","NATIONAL LABOR RELATIONS BOARD","6300","NATIONAL LABOR RELATIONS BOARD","$28,250,715.74","230","230","$66,814,057.34","$26,010,811.74"
"2020","6500","FEDERAL MARITIME COMMISSION","6500","FEDERAL MARITIME COMMISSION","$2,409,637.29","71","71","$4,257,076.82","$2,326,522.01"
"2020","6800","ENVIRONMENTAL PROTECTION AGENCY","6800","ENVIRONMENTAL PROTECTION AGENCY","$1,161,759,673.14","13,516","13,514","($50,611,206,462.84)","($52,462,810,337.68)"
"2020","6900","TRANSPORTATION, DEPARTMENT OF","6901","OFFICE OF THE SECRETARY","$220,952,245.26","1,944","1,944","$1,000,247,227.19","$254,996,985.09"
"2020","6900","TRANSPORTATION, DEPARTMENT OF","6920","FEDERAL AVIATION ADMINISTRATION","$4,933,216,293.38","17,645","17,643","($68,254,597,690.02)","$3,997,021,140.24"
"2020","6900","TRANSPORTATION, DEPARTMENT OF","6925","FEDERAL HIGHWAY ADMINISTRATION","$926,422,851.04","4,523","4,523","$4,519,004,690.61","$987,973,185.79"
"2020","6900","TRANSPORTATION, DEPARTMENT OF","6930","FEDERAL RAILROAD ADMINISTRATION","$75,082,348.46","589","589","$120,676,695.54","$81,195,170.19"
"2020","6900","TRANSPORTATION, DEPARTMENT OF","6938","MARITIME ADMINISTRATION","$1,165,560,395.88","3,203","3,203","$3,409,794,926.52","$1,173,833,756.33"
"2020","6900","TRANSPORTATION, DEPARTMENT OF","6940","NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","$241,580,838.84","777","777","$329,358,729.03","$266,519,523.20"
"2020","6900","TRANSPORTATION, DEPARTMENT OF","6947","SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","$16,956,822.38","187","187","$17,071,010.12","$16,862,122.38"
"2020","6900","TRANSPORTATION, DEPARTMENT OF","6953","FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION","$50,873,245.36","210","210","$225,439,464.28","$49,069,900.38"
"2020","6900","TRANSPORTATION, DEPARTMENT OF","6955","FEDERAL TRANSIT ADMINISTRATION","$102,860,694.29","1,064","1,064","$203,281,266.97","$128,385,408.53"
"2020","6900","TRANSPORTATION, DEPARTMENT OF","6957","PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","$47,752,977.25","349","349","$126,462,069.21","$47,444,540.66"
"2020","7000","HOMELAND SECURITY, DEPARTMENT OF","7001","OFFICE OF PROCUREMENT OPERATIONS","$3,337,071,341.00","8,047","8,047","$6,283,849,254.27","$3,431,623,855.84"
"2020","7000","HOMELAND SECURITY, DEPARTMENT OF","7003","U.S. CITIZENSHIP AND IMMIGRATION SERVICES","$771,449,930.22","2,124","2,124","$611,369,455.93","$749,589,441.73"
"2020","7000","HOMELAND SECURITY, DEPARTMENT OF","7004","OFFICE OF THE INSPECTOR GENERAL","$49,942,206.60","300","300","$129,280,614.10","$62,762,354.58"
"2020","7000","HOMELAND SECURITY, DEPARTMENT OF","7008","U.S. COAST GUARD","$3,265,506,504.59","26,422","26,400","$4,324,036,903.05","$3,281,547,811.36"
"2020","7000","HOMELAND SECURITY, DEPARTMENT OF","7009","U.S. SECRET SERVICE","$350,703,694.03","1,734","1,734","$787,760,298.60","$353,929,627.23"
"2020","7000","HOMELAND SECURITY, DEPARTMENT OF","7012","U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","$2,297,674,994.27","5,716","5,716","$14,074,819,867.07","$2,431,719,705.34"
"2020","7000","HOMELAND SECURITY, DEPARTMENT OF","7013","TRANSPORTATION SECURITY ADMINISTRATION","$1,878,149,714.35","2,945","2,635","$2,440,065,963.97","$1,864,994,185.08"
