fiscal_year,parentid,ObligatedAmount,NumberOfActions,FreqCount
2011,ALL CITIES CONSTR & FENCE,9694623.9924,2388,118
2011,ALL POINTS LOGISTICS,2812985.7728,3123,10
2011,ALLEN VANGUARD,32007694.439600002,6209,89
2011,Alliance Contracting,1399685365.7805,14,1022
2011,ALLIED TECHNOLOGY GROUP,10425506.493999999,6205,70
2011,ALLIED WASTE SYSTEMS,632835.4412,7753,15
2011,ALLMOND & COMPANY,24268.4004,2,1
2011,ALLTEL,19747.6504,1136,2
2011,ALON USA,56052514,1134,6
2011,ALPHATRAC,799629,2239,4
2011,ALPHAVAX,3615353,3512,9
2011,ALSTOM HOLDINGS USA,103987.6,3318,8
2011,"ALTUS CAPITAL PARTNERS [GICHNER SYSTEMS GROUP, INC ]",30628538.830700003,6588,249
2011,ALUMINUM SPECIALTIES,10315,1134,2
2011,ALVAREZ & ASSOCIATES LLC,18500303.6875,12358,88
2011,AM CASTLE,17869.5701,1438,24
2011,AM GENERAL,1170699577.7244,7392,1031
2011,AMEC PLC,70107679.36309999,8282,289
2011,AMERESCO,3825687,3373,6
2011,AMERICAN APPAREL,85359909.57450001,7590,97
2011,AMERICAN BUREAU OF SHIPPING,39131.7501,2600,5
2011,AMERICAN CHEMICAL SOCIETY,506419.4804,7628,15
2011,AMERICAN ECOLOGY,7055319.75,1684,28
2011,AMERICAN HOSPITAL SERVICE GROUP,73329743.1413,4911,511
2011,AMERICAN INDUSTRIAL PARTNERS,31628.4004,2932,5
2011,AMERICAN INSTITUTE FOR RESEARCH,1337096.39,2706,19
2011,AMERICAN INSTITUTE IN TAIWAN,2340399.9883,3121,7
2011,AMERICAN INTERNATIONAL CONTRACTORS,7878739.0596,770,20
2011,AMERICAN IRAQI SOLUTIONS GROUP,6035936.375,2885,9
2011,AMERICAN MANAGEMENT SYSTEMS,-21888.03,2239,4
2011,AMERICAN MEDICA,1984321.9130000002,3321,25
2011,AMERICAN MFG,3696012.275,4699,99
2011,AMERICAN ORDINANCE LLC A JOINT,19774286.7693,3889,60
2011,AMERICAN PRESIDENT LINES,421275675.4375,5152,129
2011,American Red Cross,3753531.4344,3891,96
2011,American Science & Engineering,38363407.488,8322,96
2011,AMERICAN STANDARD,19970668.9662,9171,155
2011,AMERICAN SYSTEMS,38598355.4717,8312,221
2011,AMERICAN WATER WORKS COMPANY,134402589.918,3943,59
2011,AMERIDATA TECHNOLOGIES,5514623.063800001,12453,108
2011,AMERIQUAL GROUP,219540661.5195,4453,272
2011,AMERISOURCEBERGEN,1370316953.2541,2986,63926
2011,AMETEK,28353561.2375,9576,687
2011,AMF MECHANICAL,1218428.4797,1567,27
2011,AMR,1002148.4884,955,18
2011,AMRON,-12247,2,1
2011,AMS,1e5,1134,2
2011,AMTEC,112204131.2893,7938,70
2011,ANACOMP,21961.9508,1134,2
2011,ANALOGIC,14809.5606,1134,2
2011,ANAMI COMMUNICATIONS,493038.7325,3596,6
2011,ANAREN,-500,2,1
2011,ANCORE [OSI],893377,4839,9
2011,ANDREW,9468.439900000001,4,2
2011,ANHAM,742168239.8163,1925,11701
2011,ANIXTER,7374861.4297,6406,349
2011,ANTEON [GENERAL DYNAMICS],3364289.2492,1144,36
2011,ANVICOM,8596406.1406,1801,18
2011,AP Moller MAERSK,800445378.8793,4644,361
2011,APAC FLORIDA,-30.86,2,1
2011,APEX,73725.4394,4037,7
2011,API TECHNOLOGIES,396014.1518,2195,45
2011,APOGEE ENTERPRISES,177064.5781,3736,8
2011,APPLANIXCORP,211443.8784,5310,12
2011,APPLE COMPUTER,352745.0798,8459,77
2011,APPLIED INDUSTRIAL TECHNOLOGIES,3919315.3799,4218,337
2011,APPLIED MATERIALS,0,2,1
2011,APPLIED MICROSYSTEMS,17955.2402,3512,12
2011,APPLIED RESEARCH ASSOCIATES,109356527.205,9668,533
2011,APPLIED SIGNAL TECHNOLOGY,3715950.2678,6448,18
2011,APPROVED TRANSPORTATION & WARE,3277.5,2,4
2011,APPTIS,481784679.9609,12436,2519
2011,AQUA PRO,343606.39749999996,1904,20
2011,ARAMARK,2548028.0808,7308,277
2011,ARCADIS,9129090.126,3106,80
2011,ARCH WIRELESS,191939.75569999998,2242,14
2011,ARCHER WESTERN/ALBERICI JOINT VENTURE,-24496867.5,768,16
2011,ARCHITECTURE TECHNOLOGY,2128522.9376,4957,30
2011,ARCTIC SLOPE REGIONAL,218348986.7396,7767,26
2011,ARETE ASSOCIATES,25551581.009800002,13287,78
2011,ARINC [Carlyle Group],245249817.89229998,8857,1104
2011,"ARLINGTON CAPITAL PARTNERS [TSI GROUP, INC ]",655789.9487000001,2471,20
2011,ARMATEC SURVIVABILITY,1249600.7327,5481,57
2011,ARMSTRONG SERVICES,3381.97,2,1
2011,ARROW ELECTRIC,295574,3512,11
2011,ARTEL,381505244.5535,8793,202
2011,ARTIC SLOPE REGIONAL,47821173.1066,11362,273
2011,ASCOM HOLDING,75154.7296,1960,15
2011,ASHBRITT,0,1,3
2011,ASIAN EUROPEAN ELECTRONIC APPLIANCES,31894.3706,2600,5
2011,ASK ASSOICAT,520019.4364,2600,5
2011,ASL Aviation Group,367691951.9492,977,138
2011,ASM RESEARCH,20933954.1244,7862,106
2011,ASSOCIATED UNIVERSITIES,0,2,1
2011,ASSOCIATION OF AM RAILROADS,5060,2,1
2011,ASSURANCE TECHNOLOGY TRUST,58884413.7501,3479,78
2011,ASTARIS,2855515.3498,4037,7
2011,ASTRONAUTICS OF AMERICA,14715558.1931,7814,77
2011,ASTRONICS,6909899.8651,9814,329
2011,AT&T,478507259.7672,20322,6682
2011,ATK,1561380506.0110998,14190,1255
2011,ATLANTIC DIVING SUPPLY,1174104494.9011002,12776,4348
2011,ATLANTIC MANAGEMENT CENTER,371234,6258,12
2011,ATLANTIC MARINE HOLDING,2511479.4411,5918,15
2011,ATLANTIS,180446.17,1801,33
2011,ATLAS COPCO NORTH AMERICA,358579.9322,6974,43
2011,ATMOS ENERGY,0,4,13
2011,AURORA FLIGHT SCIENCES,10635698.9531,4859,56
2011,AUSTAL,1375639838.1797,3454,44
2011,AUTOMATIC COATING,1177080,1798,6
2011,AVALON SYSTEMS PTY,11917.32,301,12
2011,AVAYA,17163927.9455,13345,157
2011,AVIALL,818209.1307999999,5666,44
2011,AVID TECHNOLOGY,3526154.5991,4068,88
2011,AVISTA,81721.7915,3373,6
2011,AVNET,4089685.2213000003,4735,335
2011,AVOCENT HUNTSVILLE,664354.6195,9322,29
2011,AVTRON MANUFACTURING,1309550.9120999998,9784,65
2011,AZIMA HOLDINGS,89180,3121,7
2011,B & H PHOTO VIDEO,10982173.1863,14086,593
2011,B & K RENTALS AN,77968,4019,8
2011,B BRAUN OF AME,8837,4066,7
2011,BABIES N'BUSINESS,10080,2,1
2011,BAE SYSTEMS,7691892530.929,23282,15080
2011,BAHRAIN PETROLEUM COMPANY,279984648,1798,9
2011,BALFOUR BEATTY,111062990.4314,5137,111
2011,"BALFOUR BEATTY/DPR/BIG-D, A JOINT VENTURE",354570143.9988,2200,39
2011,BALFOUR BEATTY/MCCARTHY A JOINT VENTURE,1e6,2239,4
2011,BALFOUR WALTON A JOINT VENTURE,-44461148,2125,37
2011,BALL CORP,179225639.53309998,11223,531
2011,BALLARD ASSO,778657.3389,865,18
2011,BART & ASSOCIATES,289416.5938,2239,4
2011,BASIC COMMERCE & INDUSTRIES,10811564,2964,64
2011,BASIC MARINE,1127083,436,13
2011,BATTELLE,384669428.3433,15076,1729
2011,BATTLESPACE FLIGHT SERVICES,98974851.9375,1209,21
2011,BAX GLOBAL,83785189.668,2209,32
2011,BAXTER INTERNATIONAL,1187684.209,8251,73
2011,BAY STATE GAS,296668.6899,3121,7
2011,BAYER,12687679.4082,4055,7
2011,BBA AVIATION PLC,46695334.3991,6908,524
2011,BBDO WORLDWIDE,5254.1001,1798,3
2011,BC Partners,116250392.151,1543,148
2011,BCP INTERNATIONAL,6010037.055699999,2202,47
2011,BEACON AUTO PARTS,748273.7766,2854,60
2011,BEARINGPOINT [NORTH AMERICAN PUBLIC SERVICES],105005379.5431,5372,234
2011,BECHTEL,2600001093.442,8152,168
2011,"BEHRMAN CAPITAL [PELICAN PRODUCTS, INC ]",7758294.0804,8458,261
2011,BELL BOEING JOINT PROJECT OFFICE [BELL/BOEING],2697027190.5681,7541,1616
2011,BELLSOUTH,7067019.0111,6709,236
2011,BERGER GROUP,31868273.096699998,5855,148
2011,BERGER/CUMMINS [Joint Venture - Louis Berger/Cummins],156946055.2422,301,15
2011,BERING STRAIT,1054523.4744,7024,18
2011,BERKSHIRE HATHAWAY,167943855.63050002,5256,307
2011,BERWIND,8919.5,1134,3
2011,BFM AEROSPACE,4046847.4097,9726,85
2011,BINSWANGER GLASS COMPANY,23138.8809,2,1
2011,BITWISE DESIGNS,5443576.0551,10282,95
2011,BL HARBERT INTERNATIONAL,9756695.4278,542,148
2011,BLACK & DECKER,61526.4497,2239,4
2011,BLACK & VEATCH HOLDING,119780327.7959,4242,239
2011,BLACK BOX,7467702.3537,13663,133
2011,BLACK EEL,0,1798,3
2011,BLACKWATER WORLDWIDE,78697911.0158,4894,114
2011,BLUE HACKLE MIDDLE EAST WLL,563670,2239,4
2011,BLUE OCEAN SOFTWARE,9434.3799,2,1
2011,BLUE RIDGE NETWORKS,414373.6196,4400,9
2011,BLUE TEE,1881913,1134,2
2011,BMC SOFTWARE,25417621.043500002,9560,114
2011,BMT GROUP,12444178.7364,3374,42
2011,BNF TECHNOLOGIES,18529.5,2,1
2011,BOB CROWE,3191354.1018000003,11944,143
2011,BOEING,22304969706.5522,22154,16386
2011,BONNEVILLE INTERNATIONAL,44900,1798,3
2011,BOOZ ALLEN HAMILTON,2698157091.3883,21455,5969
2011,BP GLOBAL,1449347597.9244,5490,175
2011,BRANCH GROUP1049 PG BLVD,8164.3501,3375,7
2011,BRASFIELD & GORRIE,5795203.4766,928,28
2011,BRIGHTON MARINE HEALTH CENTER,144070824.75,2078,36
2011,BRISTOL BAY NATIVE,48789957.607700005,7937,100
2011,BRITISH TELECOMMUNICATIONS,22670708.5091,2127,42
2011,BRIX,408148.1061,1361,24
2011,BROADMOOR,-45755,1134,2
2011,BROOKS RANGE CONTRACT SERVICES,2001199.2187,2885,7
2011,BROWNING FERRIS,35688.31,3121,7
2011,BRTRC,21428917.703399997,11190,119
2011,BRUTON STREET,73383105.1778,6490,254
2011,BURLINGTON ENV,2763359.3458,6141,431
2011,BURLINGTON INDUSTRIES,40206788.25,1999,20
2011,BURNS & MCDONNELL,53626138.951900005,2829,262
2011,Business Development Center (BDC),5250,2,1
2011,BUSINESS PLUS,-15217.9102,4,2
2011,BUTLER MANUFACTURING,109797.7266,2241,5
2011,C & D,1790241.4063,3318,8
2011,C & D TECHNOLOGIES,972239.0459,1139,13
2011,C3I SYSTEMS GROUP,-14602.0306,2602,6
2011,CA state government,7677.3999,2,1
2011,CACI,2272034232.01,31313,3750
2011,CADDELL CONSTRUCTION CO,86811454.1584,5697,119
2011,CADDELL YATES JOINT VENTURE,1866679.0195,1055,19
2011,CAE,214498325.805,7866,179
2011,CAJUN INDUSTRIES,142770262.7339,1907,35
2011,CALIAN,1571388.6602,160,11
2011,CALIBRE SYSTEMS,87943552.169,7735,217
2011,CALIFORNIA INSTITUTE OF TECHNOLOGY,3642478,3734,7
2011,CALISTA,9212527.0088,3318,8
2011,CALUMET SPECIALTY PRODUCTS PARTNERS,37659805,1134,4
2011,"CAMBER COPORATION/DYNETICS, INC. (JV)",100815886.87359999,3557,344
2011,CAMECA USA,247540,3734,7
2011,CAMP DRESSER & MCKEE,17971889.5898,4992,130
2011,CANADIAN COMMERCIAL CORPORATION,956554210.9047999,16284,1484
2011,CANDO,124176,2,1
2011,CANGENE,0,2,1
2011,CANON,13921918.678299999,12831,655
2011,CAPE ENVIRONME,84294333.6758,9355,132
2011,CARAHSOFT TECHNOLOGY,212685202.2467,31128,1276
2011,CARDINAL HEALTH,899636912.5146,10226,49870
2011,CARGILL,12122982.75,1373,12
2011,CARGOTEC,77051956.4781,1941,272
2011,CARLISLE,3195,2,1
2011,CARLYLE GROUP,6190138.8160999995,7444,74
2011,CARMEL MARINA,1384229.6722000001,3320,9
2011,CARNEGIE MELLON UNIVERSITY,154067179.6855,6340,65
2011,CAROTHERS CONSTRUCTION,92117361.8796,1058,199
2011,CARRIER,306382.4596,4361,41
2011,CARSON ALEXIOU,1212511.1797,6399,16
2011,CASELLA WASTE MANAGEMENT,37121.7398,2600,5
2011,CASEPRO,100219857.0971,5959,622
2011,CATAPULT TECHNOLOGY,45286952.0963,6293,37
2011,CATERPILLAR,413333588.4408,3600,1450
2011,CB & I,15242046.0547,1057,20
2011,CBY DESIGN BUILDERS,674998528,2,1
2011,CCI,-1002639.8925,6494,13
2011,CDI,0,2,1
2011,CDI MARINE,81717228.07100001,6699,534
2011,CDW,423397941.48020005,21037,4054
2011,CENDANT MOBILITY SERVICES,914874.2503,1314,226
2011,CENTECH GROUP,64671682.297800004,7561,473
2011,CENTENNIAL CONTRACTORS ENT,38270870.7465,1954,343
2011,CENTERRA GROUP,42740151.377799995,10280,106
2011,CENTRA TECHNOLOGY,5527656.0391999995,8874,35
2011,CENTRAL ASIA DEVELOPMENT GROUP,10990919.2134,2601,52
2011,CENTRAL HUDSON,271839.9837,436,3
2011,CENTRAL PARKING,23597.36,2602,6
2011,CENTRAL TEXAS,24677885.6788,1367,197
2011,CENTURION GROUP,5752736.568299999,6659,58
2011,CENTURYTEL,493157.9223,2853,34
2011,CERADYNE,342954584.303,4458,95
2011,CERES ENVIRONMENTAL,7253085.9907,3202,79
2011,CESPA,162158804.0313,1798,6
2011,CFM INTERNATIONAL,109491391.35260001,3539,575
2011,CGI GROUP,301943317.2498,15297,669
2011,CH2M HILL,405545501.8677,9713,1739
2011,CHALMETTE LEVEE CONSTRUCTORS JV,-59721473.3437,3121,7
2011,CHANNEL TECHNOLOGIES,943313.11,6341,55
2011,CHARLES BESELER,50400,3,5
2011,CHARLES RIVER LABORATORIES,214992.3888,5487,15
2011,CHARLES STARK DRAPER LABORATORY,414073474.3252,15255,145
2011,CHELTON AVIONICS,130373.3198,5116,9
2011,CHEMONICS INTERNATIONAL,0,1,1
2011,CHEMRING GROUP PLC,276717293.29039997,10803,170
2011,CHENEGA,103464321.3372,8160,477
2011,CHEVRON,554877229.3471,4193,110
2011,CHL BUSINESS INTERIORS,7740,2,1
2011,CHOCTAW MANAGEMENT,-878442.6455,2932,5
2011,CHOICEPOINT,178952,1798,3
2011,CHRISTUS HEALTH,175080723,3835,38
2011,CHUCK FUNKE,520986.6599,2885,7
2011,CHUGACH ALASKA,363029929.74469995,11508,1397
2011,CINCINNATI BELL,-7512.869700000001,2932,4
2011,"CIRCOR INTERNATIONAL, INC [AEROSPACE]",13738897.3641,5758,37
2011,CIS SECURITY SYSTEMSORATI,1161.08,2,1
2011,CISCO SYSTEMS,534245.6756000001,4616,23
2011,CITIZENS COMMUNICATIONS,388840.3799,1137,6
2011,CITIZENS UTILITIES COMPANY,3218.27,2239,1
2011,CITRIX SYSTEMS,381687.84150000004,4305,39
2011,CITY OF LAWRENCE,3600,2,1
2011,CITYSIDE MANAGEMENT CORPORATION,13010.7998,2,1
2011,CK ENVIRONMENTAL,5680,2,1
2011,CLARCOR,7180,2,1
2011,CLARK,77060203.3028,3711,142
2011,"CLARK-MCCARTHY HEALTHCARE PARTNERS, A JOINT VENTURE",457266.0001,3318,8
2011,CLARK / HUNT JV,118994795,1056,190
2011,CLARK CADDELL JV,11461656.125,768,17
2011,Clark Construction & Balfour Beatty,112317013.961,2985,112
2011,Classified Domestic Contractor,108914579.766,8650,181
2011,CLEAN HARBORS,6875335.431700001,7530,855
2011,CLEAN VENTURE,1990361.6713,3240,369
2011,CLEARBROOK,114294.8438,2,1
2011,CLIENT NETWORK SERVICES,2501,2,13
2011,CLIENT SOLUTION ARCHITECTS,24895561.0284,3975,109
2011,CMI INDUSTRIES,82072.5786,160,14
2011,CMP DEVELOPMENT,15453.75,2,1
2011,CNA,88878532.8713,3242,765
2011,COBHAM PLC,1982887.5781,7434,26
2011,COLAS,10900,2,1
2011,COLLAZO ENTERPRISES,112392280.74,7179,444
2011,COLONNA SHIPYARD,67394212.6909,2538,163
2011,COLT DEFENSE,31701197.575,5250,127
2011,COLT INDUSTRIES,9611951.2409,5756,121
2011,COLTEC INDUSTRIES,360342.09010000003,1435,14
2011,COMBAT SUPPORT ASSOCIATES,17e7,561,14
2011,COMCAST CABLE COMMUNICATIONS,1880716.5012,13668,176
2011,COMCEL S.A.,365538.1681,3261,78
2011,CommScope,104495.28719999999,1136,3
2011,COMPUNETICS I,481026.8124,8417,16
2011,COMPUTER ASSOCIATES,38322851.6631,11858,122
2011,COMPUTER EQUITY,142353.8288,2241,5
2011,COMPUTER OF AMERICA,1871725,1134,2
2011,COMPUTER SCIENCES,2195268541.2855997,30545,3269
2011,COMPUTER TEMPORARIES,2657132.6787,6118,25
2011,COMPUWARE,981718.6378,6666,12
2011,COMTECH,96269622.3458,11275,85
2011,COMTEQ FEDERAL,10489873.153,19171,273
2011,CON-WAY,352008193.2305,2202,36
2011,CONCERRO,15070,1134,2
2011,CONCORD PERSONNEL SERVICES,452810.7656,4560,23
2011,CONCURRENT COMPUTER,734300.5413,4171,38
2011,CONCURRENT TECHNOLOGIES CORPORATION,205594678.7805,9229,439
2011,CONFEDERATED SALISH & KOOTENAI,5433401.9357,5013,32
2011,CONOCOPHILIPPS,138352781,3121,17
2011,CONSOLIDATED ENGINEERING SERVI,17794,1798,3
2011,CONSOLIDATED RIGGING & MARINE,-1221905.7148,8274,17
2011,CONSTELLATION ENERGY,3269921.3127,3319,18
2011,CONSTRUCTION COST SERVICES,1014568.7207,1361,26
2011,CONSTRUCTION PARTNERS,1525945.4863,438,16
2011,CONTINENTAL WASTE,26966.1806,1134,2
2011,CONTRACK INTERNATIONAL,175478719.4061,3189,74
2011,CONTRACT MANAGEMENT,5701982.4463,2561,52
2011,COOLEY DENNIS,64737,3318,11
2011,COPPER RIVER INFORMATION TECHNOLOGY,32208994.8947,8350,102
2011,CORE CONSTRUCTION,2887451.9607,2409,45
2011,CORNING,39739.28950000001,7246,16
2011,CORPORATE EXPRESS,20319176.6908,1976,124
2011,CORRPRO COMPANIES,7475483.3118,2428,17
2011,Cort Business Services,168281.64880000002,4733,18
2011,CORT FURNITURE,614118.7735,768,16
2011,COSMO OIL COMPANY,3289067.8321000002,2600,11
2011,COUNTERTRADE PRODUCTS,15374238.881000001,16870,237
2011,COX COMMUNICATIONS,-180430.483,3598,7
2011,CPI HOLDING COMPANY,5363761.2808,10287,127
2011,CR ASSOCIATES,59910833.085,4019,8
2011,CRANE COMPANY,19695680,6443,118
2011,CRITICAL SOLUTIONS INTERNATIONAL,285200905.7019,2434,181
2011,CROWLEY MARITIME,2177179.8322,485,51
2011,CSC GOVERNMENT SOLUTIONS,1443492677.8947,21993,1545
2011,CSI AVIATION SERVICES,115884,1136,3
2011,"CSP, INC [MODCOMP]",4461,1134,2
2011,CSRA,54013665.7175,1799,30
2011,CSX,47774,2,1
2011,CTA,13965743.7747,6096,129
2011,CTF HOTEL MANAGEMENT,12e3,2,1
2011,CUBIC,438588855.1649,10873,684
2011,CURTISS WRIGHT,21868759.6362,9903,373
2011,CUSTOM SOFTWARE SERVICES,2324.25,1134,2
2011,CUTLER INDUSTR,14650,2,1
2011,CW GROUP,6866448.5316,4104,90
2011,DAIMLER,47778756.3423,6313,84
2011,DALE CARNEGIE TRAINING,439032.1602,1800,4
2011,DAMES & MOORE,-235.69,2,1
2011,DANAHER,21573513.0842,7635,231
2011,DANKA HOLDING COMPANY,57438.18,5171,9
2011,DASSAULT SYSTÃˆMES,1869018.9591,4800,32
2011,DATALINE,6671905.151199999,5643,44
2011,DATASCOPE,17468,1134,2
2011,DAVIS BACON,2321715.8215,1958,16
2011,DAY & ZIMMERMANN,34202083.6801,1408,132
2011,DAYTON POWER & LIGHT,3537630.6699,5485,11
2011,DBA PESTMASTER SERVICES,97913.8438,2,1
2011,DCK-ECC JV,127965e3,2,1
2011,DCK/TTEC [Joint Venture - DCK/Tetra Tech],219530756.25,3,12
2011,DDL OMNI ENGINEERING,49535182.221599996,4908,262
2011,DEFENSE SUPPORT SERVICES,50564917.4204,6889,306
2011,DEL MONTE FOODS,69171068,559,12
2011,DELL,679121462.1389999,24001,6840
2011,DELOITTE,241910147.43289998,17635,465
2011,DEPARTMENT OF ENERGY,1026122920,160,11
2011,DEPARTMENT OF ONCOLOGY,4697.28,4,2
2011,DESIGN STAFFING,2601862.375,1134,2
2011,DEUTSCHE TELEKOM AG,4148474.7531,3878,40
2011,DEWBERRY,2739338.5569,4527,48
2011,DHL,41207412.7673,8479,84
2011,DICK ENTERPRISES,2571.203099999999,2268,4
2011,"DIEHL STIFTUNG & CO KG, THALES SA",3302673.108,1109,28
2011,DIGICON,82653.4424,4,2
2011,DIGITAL MANAGEMENT INC.,20683022.3591,6136,61
2011,DigitalGlobe,534692.8398,2270,6
2011,"Diltex, Inc",206422.9003,4297,22
2011,DIMCO,1178046.7725,2359,45
2011,DIVERSIFIED DISTRIBUTORS INTL,168149.2309,7140,15
2011,DIVERSITY SERVICES,193637.1314,1798,3
2011,DLT SOLUTIONS,109536075.7482,31425,1194
2011,DMD,47034659.6624,3043,193
2011,DOCUPAK,82574393.2838,2854,65
2011,DODSON STILSON,94278.9609,1798,3
2011,DONALD L MOONEY ENTERPRISES,15349750.495099999,2121,166
2011,DONALDSON COMPANY,92895.88,4067,25
2011,DOVER,-1977,1134,2
2011,DOVER ELEVATOR,-52769.1484,1134,2
2011,DOYON LIMITED,61741680.5333,2691,53
2011,DRS,81231489.6816,8747,403
2011,DSCI,173220116.09199998,286,124
2011,DTM,25089114.0993,6052,38
2011,DUCOMMUN,115813,6006,13
2011,DUKE ENERGY,126605,2,1
2011,DUKE UNIVERSITY,7688905.0317,8439,72
2011,DUN & BRADSTREET,988738.3433,15101,62
2011,DYNAMAC INTERNATIONAL,68911.0703,2,1
2011,DYNAMIC STRUCTURES & MATERIA,1029993.9375,2932,5
2011,DYNAMIC SYSTEMS,24528932.6365,13990,222
2011,DYNAMICS RESEARCH,95238424.3611,17757,345
2011,DYNAMICS TECHNOLOGY OF DE,2872835.3701,4452,10
2011,DYNASIL CORPORATION OF AMERICA,2015200.2656,9379,19
2011,DYNATECH,235406.8187,8247,18
2011,DYNCORP INTERNATIONAL,4741640464.5759,9056,878
2011,DYNETICS,49531961.5697,8944,309
2011,DZSP 21,105439936.6234,2359,43
2011,EADS NV,465990816.404,7601,260
2011,EAGLE CONSTRUCTION & ENVIRONME,67563.6001,2239,4
2011,EAGLE GROUP,20861,2,1
2011,EAGLE INDUSTRIES UNLIMITED,76442598.9294,8035,61
2011,EARL INDUSTRIES,124033350.2024,3710,494
2011,EARTH TECH,125722164.3047,4552,697
2011,EASTERN RESEARCH GROUP,4918432.6797,2283,42
2011,EASTMAN KODAK,-67327,1136,3
2011,EATONORAT,14106775.998,8455,332
2011,EBREX FOOD SERVICES SARL,27908897.9735,3521,837
2011,EBSCO INDUSTRIES,2925401.9452,6561,87
2011,EC AMERICA,42019384.2687,24080,722
2011,ECCI-C METAG JV,197452187.5,1960,39
2011,ECOLOGY & ENVIRONMENT,7927542.5444,4990,116
2011,EDAC TECHNOLOGIES,-2528.3101,1134,2
2011,EDAW,6612874.2597,3007,67
2011,EDO ACQUISITION II,11975150.5963,2120,50
2011,EDUCATION DEVELOPMENT CENTER,22625.2207,2600,5
2011,EG & G [URS],213654,3734,7
2011,EI KANE,2548653.3511,7232,113
2011,EITZEN MARATIME SERVICES ASA,78957209.66600001,6149,2277
2011,ELBIT SYSTEMS,97303459.92119999,6397,250
2011,ELECTRO SWITCH,143197.2374,2243,6
2011,ELECTRONIC CABLE SPECIALISTS,6132.5,4,2
2011,ELECTRONIC DATA SYSTEMS [HEWLETT PACKARD],16243.9799,4037,7
2011,ELECTROPHYSICS,394379.87509999995,2936,7
2011,ELLING HALVORSON,405987.2105,2239,6
2011,ELLIOTT AVIATION,374266,1134,2
2011,ELM CREEK PARTNERS,94848,2268,4
2011,ELMA ELECTRONIC,761911.3711,4372,30
2011,ELMHURST REASEARCH,5240050.5937,1802,8
2011,ELMHURST RESEARCH,584983.8985,3007,65
2011,EMC,31556790.574899998,9827,176
2011,EMCON,6082,1136,4
2011,EMCOR COMPANY,216392185.1811,7501,983
2011,EMERGENT BIOSOLUTIONS,-90.1,2,1
2011,EMERSON CONSTRUCTION,690473.9823,1570,15
2011,EMR,576296.635,4834,21
2011,EMS TECHNOLOGIES,357641.7813,6855,14
2011,ENERGY CONVERSION DEVICES,0,2,1
2011,ENERTEK INTERNATIONAL,2577615.1581,8475,43
2011,ENFIELD ENTERPRISES,591372.8,2887,10
2011,ENGINEERED SUPPORT SYSTEMS,40050562.9824,2862,37
2011,ENGINEERED SYSTEMS,77219,4022,11
2011,ENGINEERING SUPPORT PERSONNEL,18870792.461099997,5894,73
2011,ENMRSH,3373315.5889999997,4798,31
2011,ENSCO,22294165.73,5185,64
2011,ENSIGN BICKFORD INDUSTRIES,-500,4,2
2011,ENSR INTERNATIONAL,2486181.1229,2359,46
2011,ENTERGY,4681415.4745000005,5586,34
2011,ENTRUST,25483.9395,1134,2
2011,ENVIRONMENTAL CHEMICAL,458265668.0272,4413,397
2011,ENVIRONMENTAL SYSTEMS RESEARCH,38560108.2133,14564,388
2011,EOD TECHNOLOGY,61199112.0893,6554,115
2011,EOIR TECHNOLOGIES,186591600.7043,6311,248
2011,EQM,9927099.2052,6188,101
2011,EQUIFAX,153290.4399,8376,20
2011,EQUITABLE RESOURCES,15362823,1798,3
2011,ERAPSCO,89380064.8672,2779,52
2011,ERDAS,1569648.9832,4858,100
2011,ERINYS INTERNATIONAL / IRAQ,-1131283,2,1
2011,ESCGOV,9052671.7803,5175,11
2011,ESCO ELECTRONICS,148802652.1051,7792,235
2011,ESCO ENERGY,9821341.1437,2162,41
2011,ESCO TECH,3867097.6345,4889,54
2011,ESP,132594548.064,35,105
2011,ESSEX INDUSTRIES,18707614.908999998,6404,126
2011,EST GROUP,100901,6439,15
2011,ESTERLINE,40218275.4025,7936,92
2011,EVERETT SHIPYARD,1480906.375,3,15
2011,EVERGREEN INTERNATIONAL,189656560.1555,5428,96
2011,EWA,1663576.7048999998,3320,9
2011,EXECUTIVE CONSULTANTS' NETWORK,2475,2,1
2011,EXELIS,2930309.5,1798,6
2011,EXIDE ELECTRONICS,44302667.275,13399,1669
2011,EXODYNE,3960618,2600,5
2011,EXPAMENT,33705,1134,2
2011,EXPRESS SCRIPTS,424912066.6114,464,132
2011,EXXON MOBIL,321201884.228,1438,47
2011,EyakTek,220445457.9203,9308,959
2011,F5 NETWORKS,37566.5596,1136,3
2011,FAIRBANKS SCALES,23300.3613,3320,9
2011,FALCON SECURITY,25825,1136,3
2011,FATIGUE TECHNOLOGY,7635302.0968,9235,335
2011,FCN,10032887.4769,14655,70
2011,FED-CONSULTING,153036,1134,2
2011,FEDERAL RADIO SERIVCES,7956,1134,2
2011,FEDERAL REPUBLIC OF GERMANY,196637169.4022,2625,509
2011,FEDERAL SIGNAL,334677.25899999996,7770,19
2011,FEDERAL WAREHOUSE COMPANY,740.82,2,1
2011,FEDERATED SOFTWARE GROUP,1156375.34,1136,3
2011,FEDEX,1577675345.076,28540,2312
2011,FEMCO,0,1,1
2011,FERGUSON ENTERPRISES,8386087.3798,3740,490
2011,FIBER MATERIALS,14e5,1134,2
2011,FIBERTEK,84006356.5404,17421,639
2011,FIDELITY TECHNOLOGIES,115236513.2151,12198,149
2011,FIELD SUPPORT,779991.5041,3318,8
