Fiscal_Year,Customer,PlatformPortfolioRemote,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2005,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,1,0,0,1,1,12,13,16,263290,2005-01-01,Medium Vendor,Other Than Small,Medium,380099.84757705935
2017,Defense,Other Services,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,137,137,0,0,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2000,Defense,"Electronics, Comms, & Sensors",L,PID,1,1,0,1,1,1,2,2,16,826304,2000-01-01,Large Vendor,Other Than Small,Large,1335084.203044465
2007,Defense,Ordnance and Missiles,N,PDuns-1,1,1,0,0,1,1,8,8,18,139900,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,190378.29045400958
2020,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,0,0,0,1,1,13,14,26,219953.3589,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,243099.2320641821
2015,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,1,0,0,1,1,128,128,220,1936892.4275,2015-01-01,Medium Vendor,Other Than Small,Medium,2323200.909851987
2007,Defense,"Electronics, Comms, & Sensors",S,PDuns-2+,1,1,1,1,1,1,4,4,49,1991255.5204,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2709734.251828886
2018,Defense,Other Services,S,PID,1,0,1,1,1,1,6,6,156,300031937.3675,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,342609919.01336414
2014,Defense,Other Products,S,PDuns-1,1,0,0,0,0,0,254,254,422,-217462.5799,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-263825.2667868906
2006,Defense,Unlabeled,N,PDuns-1,1,0,1,1,1,1,23,23,39,5717492.61,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,7993825.29152421
2018,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,0,0,0,1,1,12,12,16,144583.729,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,165101.82255252803
2009,Defense,Space Systems,N,PID,1,0,1,1,1,1,45,45,324,114781645.5897,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,151466547.60561168
2019,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,2,2,NA,0,2019-01-01,Medium Vendor,Other Than Small,Medium,0
2011,Defense,Other Products,S,PID,1,0,1,1,1,1,13,13,68,189679040.9833,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,243241157.027476
2020,Defense,Other Services,S,PDuns-1,1,0,0,0,1,1,497,497,1122,7652999.4204,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,8458330.854282174
2012,Defense,Land Vehicles,S,PDuns-2+,1,0,0,0,1,1,30,33,71,756887.0199,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,953147.8239782093
2013,Defense,Land Vehicles,M,PDuns-1,1,1,0,0,0,0,16,16,38,-48587.69,2013-01-01,Medium Vendor,Other Than Small,Medium,-60086.887940487744
2005,Defense,Ships & Submarines,M,PID,1,0,1,1,1,1,10,10,1189,267645176,2005-01-01,Medium Vendor,Other Than Small,Medium,386387217.90548533
2006,Defense,Unlabeled,B,PID,1,1,1,1,1,1,4,4,16,2340590,2006-01-01,Big Five,Other Than Small,Large,3272460.292535236
2016,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,1,1,1,1,1,67,82,452,124185112.5629,2016-01-01,Medium Vendor,Other Than Small,Medium,147729371.18483016
2016,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,0,0,0,1,1,1339,1339,5682,34196853.7812,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,40680236.15179694
2018,Defense,Missile Defense,N,PDuns-2+,1,1,1,1,1,1,23,24,94,26911051.1745,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,30730038.7563963
2010,Defense,"Electronics, Comms, & Sensors",N,PDuns-2+,1,1,0,1,1,1,90,136,748,14378148.2119,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,18809891.99681451
2011,Defense,Ordnance and Missiles,S,PDuns-2+,1,0,1,1,1,1,44,48,275,93680540.1574,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,120134321.96154527
2013,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,1,0,0,1,0,55,55,120,401736.5,2013-01-01,Medium Vendor,Other Than Small,Medium,496815.0586517645
2004,Defense,Land Vehicles,N,PID,1,1,0,1,1,1,3,3,5,524593,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,780321.2434732197
2004,Defense,Other Products,S,PDuns-2+,1,0,0,1,1,1,166,188,759,28362970,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,42189331.57513277
2015,Defense,Facilities and Construction,S,PDuns-1,1,0,1,1,1,1,4337,4337,72990,8362302655.3152,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,10030143575.067469
2014,Defense,Remotely Operated,B,PID,1,1,1,1,1,1,5,5,248,772436914.61,2014-01-01,Big Five,Other Than Small,Large,937119274.344753
2019,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,0,1,1,1,1,3642,3642,19993,6082051222.2478,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,6811745913.834189
2018,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,0,1,1,1,1,2158,2158,15295,3749017385.7083,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4281046058.519865
2002,Defense,"Electronics, Comms, & Sensors",M,PID,1,1,1,1,1,1,11,11,105,62933360,2002-01-01,Medium Vendor,Other Than Small,Medium,97733358.30274636
2005,Defense,Other Products,M,PID,1,1,1,1,1,1,14,14,10035,1088624100.46,2005-01-01,Medium Vendor,Other Than Small,Medium,1571597305.835996
2005,Defense,"Electronics, Comms, & Sensors",M,PID,1,1,0,0,1,1,3,3,3,25667,2005-01-01,Medium Vendor,Other Than Small,Medium,37054.28534224765
2016,Defense,Missile Defense,J,PID,1,0,1,1,1,1,1,1,1,0,2016-01-01,Large: Big 5 JV,Other Than Small,Large,0
2002,Defense,Land Vehicles,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,2,2,1,16349,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,25389.43852499851
2013,Defense,Land Vehicles,S,PDuns-2+,1,0,0,0,0,0,2,2,1,55.7,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,68.88246093372966
2009,Defense,Facilities and Construction,M,PDuns-2+,Unlabeled,Unlabeled,0,0,1,1,1,1,0,0,2009-01-01,Medium Vendor,Other Than Small,Medium,0
2001,Defense,Other Products,M,PDuns-2+,1,1,0,0,1,1,3,3,3,76304,2001-01-01,Medium Vendor,Other Than Small,Medium,120367.815675355
2017,Defense,Ordnance and Missiles,M,PDuns-2+,1,1,0,0,1,1,1,1,1,22106.3301,2017-01-01,Medium Vendor,Other Than Small,Medium,25836.196295883405
2002,Defense,Ships & Submarines,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,1,1,1,6000,2002-01-01,Medium Vendor,Other Than Small,Medium,9317.795042509699
2013,Defense,Space Systems,L,PID,1,0,1,1,1,1,6,6,52,251260491.09,2013-01-01,Large Vendor,Other Than Small,Large,310726049.58162755
2006,Defense,Land Vehicles,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2006-01-01,Medium Vendor,Other Than Small,Medium,0
2014,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,1,0,0,0,0,5,5,11,-119310.19,2014-01-01,Medium Vendor,Other Than Small,Medium,-144746.93863017397
2006,Defense,Other Products,L,Duns,1,1,1,1,1,1,1,1,2,5143,2006-01-01,Large Vendor,Other Than Small,Large,7190.60719071205
2004,Defense,Space Systems,M,PID,1,1,1,1,1,1,2,2,2,457760,2004-01-01,Medium Vendor,Other Than Small,Medium,680908.537499168
2018,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,1,0,1,1,1,27,30,76,1917538.1391,2018-01-01,Medium Vendor,Other Than Small,Medium,2189658.848675794
2015,Defense,Land Vehicles,N,PDuns-1,1,1,0,0,1,1,14,14,47,234082.3217,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,280769.471258468
2013,Defense,Ships & Submarines,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,6,6,0,0,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2010,Defense,Other Products,M,PID,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2010-01-01,Medium Vendor,Other Than Small,Medium,0
2017,Defense,Other Products,S,PDuns-1,1,1,0,0,1,0,6,6,43,48799.8601,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,57033.56274206945
2013,Defense,Space Systems,J,PID,1,0,1,1,1,1,2,2,83,1294549422.51,2013-01-01,Large: Big 5 JV,Other Than Small,Large,1600929084.7904375
2016,Defense,Ordnance and Missiles,M,PDuns-2+,1,1,0,1,1,1,8,8,22,2099466.8417,2016-01-01,Medium Vendor,Other Than Small,Medium,2497504.813152618
2020,Defense,Missile Defense,S,PDuns-2+,1,0,1,1,1,1,10,11,52,18663905.608,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,20627923.77126632
2016,Defense,Other Products,N,PDuns-2+,1,0,0,0,1,1,47,60,1774,3468510.4066,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4126105.382040262
2000,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,0,0,0,1,1,43,43,44,1177796,2000-01-01,Medium Vendor,Other Than Small,Medium,1903000.3896979305
2008,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,1,0,0,1,0,14,14,24,52414.53,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,69869.39515373131
2014,Defense,Ships & Submarines,N,PDuns-1,1,0,0,0,1,1,97,97,554,3423588.82,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4153492.6800761083
2007,Defense,Other R&D and Knowledge Based,S,PID,1,1,1,1,1,1,7,7,92,11200674.5,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,15242067.642900774
2002,Defense,Other Services,M,PDuns-1,1,1,0,0,1,1,46,46,122,1455376,2002-01-01,Medium Vendor,Other Than Small,Medium,2260149.212964599
2019,Defense,Facilities and Construction,S,PDuns-2+,1,0,0,0,0,0,14,14,36,16853.0001,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,18874.940439024303
2016,Defense,Other Products,N,PDuns-1,1,1,0,1,1,1,202,202,6363,45254728.5969,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,53834573.732612215
2021,Defense,Ordnance and Missiles,S,PDuns-1,1,1,1,1,1,1,24,24,82,8799020.3624,2021-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,9408683.321000598
2005,Defense,Land Vehicles,M,PDuns-2+,1,1,1,1,1,1,14,15,163,66076420.5508,2005-01-01,Medium Vendor,Other Than Small,Medium,95391535.49241048
2011,Defense,Other Services,N,PDuns-2+,1,0,0,1,1,1,125,238,754,12255963.7268,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,15716838.201728782
2000,Defense,Unlabeled,L,PID,1,1,1,1,1,1,12,12,33,6112661.7051,2000-01-01,Large Vendor,Other Than Small,Large,9876411.20100333
2000,Defense,Space Systems,L,PID,1,1,1,1,1,1,20,20,196,270025993,2000-01-01,Large Vendor,Other Than Small,Large,436289111.10885984
2016,Defense,Other Products,M,Duns,1,0,0,0,1,0,3,3,47,60010.8599,2016-01-01,Medium Vendor,Other Than Small,Medium,71388.32034151931
2005,Defense,Aircraft,S,PDuns-2+,1,0,1,1,1,1,74,97,582,109489921.0469,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,158065639.79319745
2015,Defense,Facilities and Construction,M,PID,1,0,1,1,1,1,135,135,2527,2401537232.7588,2015-01-01,Medium Vendor,Other Than Small,Medium,2880517991.073961
2009,Defense,Aircraft,N,PID,1,1,1,1,1,1,114,114,3312,1213266623.55,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1601033909.6473668
2010,Defense,Aircraft,L,PID,1,0,1,1,1,1,16,16,2013,1333330759.9154,2010-01-01,Large Vendor,Other Than Small,Large,1744300254.8326857
2019,Defense,Aircraft,N,PDuns-2+,1,0,1,1,1,1,230,398,14680,899287749.1429,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1007179884.999613
2017,Defense,Missile Defense,N,PDuns-1,1,0,0,1,1,1,13,13,41,2817667.2901,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3293075.099946755
2014,Defense,Aircraft,N,PDuns-2+,1,0,1,1,1,1,202,377,8550,590742000.8573,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,716687285.0035508
2005,Defense,Land Vehicles,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,2,2,0,0,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2008,Defense,Ships & Submarines,L,PID,1,1,0,1,1,1,2,2,1,-1831,2008-01-01,Large Vendor,Other Than Small,Large,-2440.751877894966
2001,Defense,Space Systems,S,PID,1,0,0,1,1,1,2,2,3,849604,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1340230.8878832604
2014,Defense,Other Products,N,PDuns-1,1,1,0,0,1,0,5,5,6,17715.31,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,21492.186789615436
2009,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,1,0,1,1,1,1,1,1,6754,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,8912.618888434034
2013,Defense,Other Products,L,PID,1,0,0,0,1,1,1,1,2,-15980.88,2013-01-01,Large Vendor,Other Than Small,Large,-19763.058209813673
2005,Defense,Aircraft,S,PDuns-2+,1,1,0,1,1,1,1,1,3,101539,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,146587.2552057694
2000,Defense,Land Vehicles,L,PID,1,1,0,1,1,1,2,2,2,138543,2000-01-01,Large Vendor,Other Than Small,Large,223848.08828517026
2000,Defense,Other Products,M,PID,1,0,0,0,1,1,2,2,2,55987,2000-01-01,Medium Vendor,Other Than Small,Medium,90459.87829642658
2011,Defense,Land Vehicles,M,PDuns-2+,1,0,0,0,1,0,5,5,8,32856.6904,2011-01-01,Medium Vendor,Other Than Small,Medium,42134.85763929614
2010,Defense,Ordnance and Missiles,N,PDuns-1,1,1,0,0,1,1,4,4,5,35380.5,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,46285.750709016575
2014,Defense,Land Vehicles,M,PDuns-2+,1,0,0,1,1,1,17,18,52,4407805.43,2014-01-01,Medium Vendor,Other Than Small,Medium,5347542.754478537
2017,Defense,Other R&D and Knowledge Based,M,PID,1,1,0,0,1,1,2,2,2,6241.5996,2017-01-01,Medium Vendor,Other Than Small,Medium,7294.70661735515
2014,Defense,Other Services,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,2,2,0,0,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2002,Defense,Other Products,N,PDuns-1,1,0,0,0,0,0,1,1,4,506,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,785.8007152516512
2013,Defense,Aircraft,N,PDuns-2+,1,0,0,0,1,1,17,19,55,64613.13,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,79905.0521190484
2021,Defense,Aircraft,M,PDuns-1,1,0,0,0,1,0,6,6,11,34923.6198,2021-01-01,Medium Vendor,Other Than Small,Medium,37343.3934219925
2006,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,2,2,0,0,2006-01-01,Medium Vendor,Other Than Small,Medium,0
2002,Defense,Space Systems,S,PID,1,0,0,1,1,1,2,2,3,132374,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,205572.3001595298
2017,Defense,Land Vehicles,M,PDuns-2+,1,0,0,0,1,1,3,4,12,50621.2215,2017-01-01,Medium Vendor,Other Than Small,Medium,59162.231338045276
2004,Defense,Ships & Submarines,N,PDuns-1,1,0,0,0,1,1,43,43,94,890588,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1324731.240375544
2018,Defense,Land Vehicles,S,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,1,1,NA,0,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2008,Defense,Missile Defense,M,PID,1,0,1,1,1,1,6,6,82,34468598.2266,2008-01-01,Medium Vendor,Other Than Small,Medium,45947185.06279686
2015,Defense,Aircraft,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,6,6,12,4633828.8172,2015-01-01,Medium Vendor,Other Than Small,Medium,5558034.701035248
2015,Defense,Ordnance and Missiles,S,PID,1,1,1,1,1,1,4,4,8,104713,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,125597.75309118509
2014,Defense,Other Services,N,PID,1,0,0,1,1,1,14,14,30,484718.5631,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,588059.8137170163
2012,Defense,Land Vehicles,L,PID,1,0,1,1,1,1,8,8,892,1199999267.9221,2012-01-01,Large Vendor,Other Than Small,Large,1511159077.8059714
2005,Defense,Other Services,S,PDuns-2+,1,0,0,0,1,1,42,43,279,724502,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1045930.7219008495
2004,Defense,Missile Defense,N,PDuns-1,1,1,1,1,1,1,2,2,2,4031453,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5996703.002067968
2014,Defense,Ordnance and Missiles,N,PDuns-2+,1,1,0,1,1,1,9,9,19,474328.83,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,575455.0055324882
2004,Defense,Other Services,M,PID,1,0,1,1,1,1,28,28,1277,3328820849,2004-01-01,Medium Vendor,Other Than Small,Medium,4951552201.785496
2012,Defense,"Electronics, Comms, & Sensors",N,PID,1,0,1,1,1,1,211,211,8085,2249455208.4869,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2832738943.5070662
2000,Defense,Other Products,M,PDuns-2+,1,0,0,1,1,1,64,72,482,31705450,2000-01-01,Medium Vendor,Other Than Small,Medium,51227448.306453966
2020,Defense,Aircraft,N,PDuns-1,1,1,0,1,1,1,74,74,1634,20782681.3491,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,22969660.0291418
2018,Defense,Other R&D and Knowledge Based,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,48,48,NA,0,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2020,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,0,0,0,0,0,67,67,87,40970.1296,2020-01-01,Medium Vendor,Other Than Small,Medium,45281.450090781116
2015,Defense,Ships & Submarines,N,PID,1,0,1,1,1,1,52,52,1851,324059167.5125,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,388691980.0614056
2007,Defense,Land Vehicles,S,PDuns-1,1,0,0,0,1,1,893,893,1969,18064081.4796,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,24581908.1537397
2010,Defense,"Electronics, Comms, & Sensors",L,PID,1,1,1,1,1,1,107,107,90847,19400078016.9651,2010-01-01,Large Vendor,Other Than Small,Large,25379719756.04413
2010,Defense,Ships & Submarines,L,PID,1,1,1,1,1,1,72,72,8119,3180260282.4707,2010-01-01,Large Vendor,Other Than Small,Large,4160504645.898884
2010,Defense,Land Vehicles,L,PID,1,1,1,1,1,1,61,61,10133,13071537655.6972,2010-01-01,Large Vendor,Other Than Small,Large,17100547853.058142
2011,Defense,Other Products,M,PDuns-1,1,0,1,1,1,1,114,114,806,304678096.4496,2011-01-01,Medium Vendor,Other Than Small,Medium,390713978.2927021
2006,Defense,Ships & Submarines,S,PDuns-1,1,0,0,0,1,1,900,900,2736,17482909.8592,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,24443464.38812641
2005,Defense,Facilities and Construction,M,PID,1,0,1,1,1,1,118,118,3889,1737318585.125,2005-01-01,Medium Vendor,Other Than Small,Medium,2508088151.463424
2018,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,1,1,1,1,1,116,116,492,192990523.5678,2018-01-01,Medium Vendor,Other Than Small,Medium,220378097.84536952
2014,Defense,Facilities and Construction,M,PDuns-1,1,0,1,1,1,1,687,687,7691,3619105704.4778,2014-01-01,Medium Vendor,Other Than Small,Medium,4390693462.998933
2000,Defense,Ships & Submarines,N,PDuns-1,1,0,1,1,1,1,76,76,733,161532659,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,260993171.16541654
2011,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,1,0,0,1,0,2,2,7,1334.2103,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1710.9684623434437
2004,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,2,2,0,0,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2010,Defense,Missile Defense,M,PDuns-2+,1,1,1,1,1,1,1,1,2,345000,2010-01-01,Medium Vendor,Other Than Small,Medium,451338.5620500196
2020,Defense,Facilities and Construction,N,PDuns-2+,1,1,0,0,1,0,1,1,1,962.84,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1064.1604464294321
2021,Defense,Other Products,S,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,NA,0,2021-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2003,Defense,Aircraft,J,PID,1,0,0,1,1,1,1,1,5,85125,2003-01-01,Large: Big 5 JV,Other Than Small,Large,129716.73832425011
2017,Defense,Land Vehicles,M,Duns,1,1,0,0,1,1,1,1,1,26595.9805,2017-01-01,Medium Vendor,Other Than Small,Medium,31083.358014249836
2016,Defense,Land Vehicles,M,PDuns-2+,1,0,0,0,1,0,2,2,2,87815,2016-01-01,Medium Vendor,Other Than Small,Medium,104463.84806411543
2000,Defense,Aircraft,N,PDuns-1,1,0,0,0,1,1,3,3,3,-86897,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-140402.09413479167
2015,Defense,Missile Defense,M,PID,1,1,1,1,1,1,3,3,27,29049254.14,2015-01-01,Medium Vendor,Other Than Small,Medium,34843057.20358319
2012,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,1,0,0,1,1,10,10,11,144000.978,2012-01-01,Medium Vendor,Other Than Small,Medium,181340.43156080024
2013,Defense,Ships & Submarines,N,PDuns-1,1,0,0,0,0,0,13,13,56,55313.69,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,68404.72334875104
2016,Defense,Aircraft,N,PDuns-1,1,0,0,0,1,0,28,28,149,242760.2495,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,288785.17132351827
2009,Defense,Land Vehicles,M,PID,1,1,0,1,1,1,2,2,21,192797.5596,2009-01-01,Medium Vendor,Other Than Small,Medium,254416.81541826273
2008,Defense,Land Vehicles,M,PDuns-2+,1,1,0,0,1,1,14,14,20,254768.3788,2008-01-01,Medium Vendor,Other Than Small,Medium,339610.2670586325
2018,Defense,Space Systems,L,PID,1,0,1,1,1,1,5,5,66,354194859.5928,2018-01-01,Large Vendor,Other Than Small,Large,404459182.6616123
2018,Defense,Other Services,N,PDuns-1,1,1,0,0,1,1,3,3,6,12063,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,13774.878399015048
2015,Defense,Facilities and Construction,N,PDuns-1,1,1,0,0,1,0,17,17,30,53295.3101,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,63924.930035983525
2004,Defense,Ordnance and Missiles,M,PDuns-2+,1,0,1,1,1,1,7,8,57,78944382,2004-01-01,Medium Vendor,Other Than Small,Medium,117428136.34086779
2015,Defense,Other R&D and Knowledge Based,N,PDuns-2+,1,0,0,0,1,1,17,17,39,234746.3995,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,281565.9977600269
2005,Defense,Other Services,J,PID,1,1,1,1,1,1,1,1,3,25474,2005-01-01,Large: Big 5 JV,Other Than Small,Large,36775.65998396449
2008,Defense,Space Systems,M,PDuns-2+,1,1,0,0,1,1,1,1,35,56801.12,2008-01-01,Medium Vendor,Other Than Small,Medium,75716.78880750263
2015,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,0,1,1,1,1,99,113,599,83949026.1357,2015-01-01,Medium Vendor,Other Than Small,Medium,100692455.15682955
2008,Defense,Land Vehicles,N,Duns,1,1,1,1,1,1,3,2,1173,92465201.6197,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,123257572.08804993
2008,Defense,Other Services,N,PDuns-1,1,0,0,1,1,1,342,342,1254,21716317.8171,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,28948194.15240346
2014,Defense,Other Products,J,PID,1,1,1,1,1,1,2,2,242,9964237.52,2014-01-01,Large: Big 5 JV,Other Than Small,Large,12088597.602634922
2010,Defense,Facilities and Construction,M,PDuns-1,1,0,0,0,1,0,334,334,466,1702625.7181,2010-01-01,Medium Vendor,Other Than Small,Medium,2227422.154540974
2018,Defense,Other Services,L,PID,1,1,1,1,1,1,64,64,30876121,6494746682.936,2018-01-01,Large Vendor,Other Than Small,Large,7416425913.110316
2006,Defense,Other R&D and Knowledge Based,N,PDuns-2+,1,1,1,1,1,1,173,357,2722,558171810.6144,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,780399423.4992553
2003,Defense,Facilities and Construction,S,PDuns-1,1,1,0,1,1,1,17,17,324,14005627,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,21342311.33775098
2016,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,1,0,0,0,0,4,4,9,-57719.1,2016-01-01,Medium Vendor,Other Than Small,Medium,-68662.06562429522
2003,Defense,Ships & Submarines,S,PDuns-1,1,1,0,0,1,1,1,1,2,28214,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,42993.57480270652
2021,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,0,0,0,0,0,4,4,5,-9611.1701,2021-01-01,Medium Vendor,Other Than Small,Medium,-10277.104960637298
