Fiscal_Year,Customer,SubCustomer,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,SubCustomer.sum,SubCustomer.platform,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2016,Defense,Navy,M,PDuns-2,Unlabeled,Unlabeled,0,0,0,4,4,0,0,2016-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,0
2016,Defense,Navy,M,PDuns-2,1,0,1,1,1,87,101,799,174442958.0449,2016-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,207515602.8589341
2016,Defense,Navy,M,PDuns-2,1,1,1,1,1,82,85,1218,270419506.8683,2016-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,321688347.9936584
2016,Defense,Navy,M,PDuns-3+,1,0,0,1,1,28,37,103,3051388.7241,2016-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,3629901.5892380285
2016,Defense,Navy,M,PDuns-3+,1,1,0,0,0,1,2,2,991.01,2016-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,1178.8956108867396
2016,Defense,Navy,M,PDuns-3+,1,1,0,1,1,29,39,188,3950723.341,2016-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,4699741.0788313905
2016,Defense,Navy,M,PID,1,0,0,0,1,5,5,7,82642,2016-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,98310.09886368648
2016,Defense,Navy,N,Duns,Unlabeled,Unlabeled,0,1,1,1,1,0,0,2016-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2016,Defense,Navy,N,Duns,1,0,0,1,1,100,100,165,2513654.4966,2016-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2990218.315988191
2016,Defense,Navy,N,PDuns-1,Unlabeled,Unlabeled,0,0,1,2,2,0,0,2016-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2016,Defense,Navy,N,PDuns-1,1,0,0,0,1,396,396,1228,7954877.4453,2016-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,9463042.860723998
2016,Defense,Navy,N,PDuns-2,1,0,0,0,1,63,65,147,1164206.2182,2016-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1384928.1044621447
2016,Defense,Navy,N,PDuns-2,1,1,0,0,1,3,3,13,65562.0586,2016-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,77991.97094301695
2016,Defense,Navy,N,PDuns-3+,1,0,0,0,1,37,50,165,364918.9195,2016-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,434103.90664885467
2016,Defense,Navy,N,PDuns-3+,1,1,0,0,1,4,6,15,139630.6606,2016-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,166103.24106371883
2016,Defense,Navy,N,PID,1,0,0,0,1,3,3,8,72241.6399,2016-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,85937.93423009895
2016,Defense,Navy,S,Duns,Unlabeled,Unlabeled,0,0,0,3,3,1,-27435.5098,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,-32637.008794724705
2016,Defense,Navy,S,Duns,Unlabeled,Unlabeled,0,1,1,67,67,9,676728.1289,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,805029.0319207736
2016,Defense,Navy,S,Duns,1,0,0,0,0,196,196,13,1038087.2782,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,1234898.2714476562
2016,Defense,Navy,S,Duns,1,0,0,1,1,337,337,311,8039015.9408,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,9563133.175707262
2016,Defense,Navy,S,Duns,1,1,0,1,1,13,13,19,457353.277,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,544062.8963178649
2016,Defense,Navy,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,23,23,0,0,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,Navy,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,50,50,0,0,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,Navy,S,PDuns-1,1,1,0,0,1,48,48,127,832831.5705,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,990728.1289496174
2016,Defense,Navy,S,PDuns-2,Unlabeled,Unlabeled,0,0,0,1,1,0,0,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,Navy,S,PDuns-2,Unlabeled,Unlabeled,0,1,1,6,7,0,0,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,Navy,S,PDuns-2,1,0,0,0,1,148,151,239,1953115.4686,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,2323406.6795365717
2016,Defense,Navy,S,PDuns-2,1,1,0,0,1,3,4,10,85891.0801,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,102175.17214176587
2016,Defense,Navy,S,PDuns-3+,1,0,0,0,0,1,1,1,3480,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,4139.773287742661
2016,Defense,Navy,S,PDuns-3+,1,0,0,1,1,15,21,68,1314732.3351,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,1563992.471660492
2016,Defense,Navy,S,PDuns-3+,1,0,1,1,1,36,53,554,149224099.6552,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,177515500.4712775
2016,Defense,Navy,S,PDuns-3+,1,1,1,1,1,6,18,206,28190134.4748,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,33534702.7806467
2016,Defense,Navy,S,PID,1,0,1,1,1,37,37,552,365956364.5602,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,435338040.9441755
2016,Defense,Navy,S,PID,1,1,1,1,1,6,6,102,11679631.1978,2016-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,13893972.77107421
2016,Defense,Other DoD,NA,Duns,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,138,138,483,38746000.1169,2016-01-01,Other DoD,Other DoD,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,46091855.25598178
2016,Defense,Other DoD,NA,PID,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,22,22,887,358694133.34,2016-01-01,Other DoD,Other DoD,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,426698963.12383217
2016,Defense,Other DoD,B,PID,1,0,1,1,1,1,1,1,0,2016-01-01,Other DoD,Other DoD,Big Five,Other Than Small,Large,0
2016,Defense,Other DoD,L,PID,1,1,0,1,1,1,1,1,39313.0586,2016-01-01,Other DoD,Other DoD,Large Vendor,Other Than Small,Large,46766.42237119019
2016,Defense,Other DoD,M,PDuns-1,1,0,1,1,1,160,160,953,208702007.9175,2016-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,248269826.86066774
2016,Defense,Other DoD,M,PDuns-1,1,1,0,1,1,65,65,282,5057637.5699,2016-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,6016515.204297621
2016,Defense,Other DoD,M,PDuns-2,1,0,0,0,0,4,4,8,-17462.36,2016-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,-20773.04927268561
2016,Defense,Other DoD,M,PDuns-3+,1,0,0,1,1,9,9,13,213412.7656,2016-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,253873.6972109672
2016,Defense,Other DoD,M,PDuns-3+,1,0,1,1,1,50,61,77917,77049931.7138,2016-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,91657830.21011072
2016,Defense,Other DoD,M,PDuns-3+,1,1,0,1,1,3,2,105,0,2016-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,0
2016,Defense,Other DoD,M,PDuns-3+,1,1,1,1,1,36,48,753768,109542302.8768,2016-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,130310430.8411473
2016,Defense,Other DoD,M,PID,1,0,0,1,1,5,5,8,84960.4238,2016-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,101068.07269038385
2016,Defense,Other DoD,M,PID,1,0,1,1,1,80,80,1051,387678685.927,2016-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,461178697.76660085
2016,Defense,Other DoD,M,PID,1,1,1,1,1,40,40,3568,85671628.1295,2016-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,101914114.26664564
2016,Defense,Other DoD,N,Duns,1,0,0,1,1,9,9,40,2096638.5,2016-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2494140.2460784023
2016,Defense,Other DoD,N,Duns,1,1,0,1,1,4,4,5,53626.8105,2016-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,63793.91885480966
2016,Defense,Other DoD,N,PDuns-1,Unlabeled,Unlabeled,1,1,1,2,2,0,0,2016-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2016,Defense,Other DoD,N,PDuns-1,1,0,1,1,1,564,564,4568,691428723.6457,2016-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,822516712.7949629
2016,Defense,Other DoD,N,PDuns-2,1,1,0,1,1,9,9,32,773714.831,2016-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,920403.4453172778
2016,Defense,Other DoD,N,PDuns-3+,1,0,0,1,1,44,60,139,1833682.9461,2016-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2181330.9420844954
2016,Defense,Other DoD,N,PDuns-3+,1,1,0,1,1,11,14,23,337966.8682,2016-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,402042.0152633346
2016,Defense,Other DoD,N,PID,1,0,0,1,1,11,11,48,1227130.7205,2016-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1459782.4647397427
2016,Defense,Other DoD,N,PID,1,1,0,1,1,2,2,5,21350.3403,2016-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,25398.151855791843
2016,Defense,Other DoD,S,Duns,Unlabeled,Unlabeled,Unlabeled,0,0,1,1,0,0,2016-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,Other DoD,S,Duns,Unlabeled,Unlabeled,Unlabeled,1,1,21,21,0,0,2016-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,Other DoD,S,Duns,Unlabeled,Unlabeled,0,0,0,1,1,6,1363386.875,2016-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,1621871.4270068798
2016,Defense,Other DoD,S,Duns,Unlabeled,Unlabeled,0,1,1,7,7,11,5549148.2266,2016-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,6601211.378794033
2016,Defense,Other DoD,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,10,10,0,0,2016-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,Other DoD,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,7,7,0,0,2016-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,Other DoD,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,21,21,0,0,2016-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,Other DoD,S,PDuns-1,1,0,0,0,0,73,73,81,-212326.5204,2016-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,-252581.51075611124
2016,Defense,Other DoD,S,PDuns-1,1,0,0,1,1,683,683,1341,43807800.0705,2016-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,52113321.99041004
2016,Defense,Other DoD,S,PDuns-1,1,1,0,0,1,6,6,11,65568.3798,2016-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,77999.49057948432
2016,Defense,Other DoD,S,PDuns-2,1,0,0,0,1,12,12,15,76681.2099,2016-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,91219.20241833564
2017,Defense,Air Force,M,Duns,1,1,1,1,1,2,2,2,17030,2017-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,19903.367991365263
2017,Defense,Air Force,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,15,15,0,0,2017-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,0
2017,Defense,Air Force,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,17,17,0,0,2017-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,0
2017,Defense,Air Force,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,11,11,0,0,2017-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,0
2017,Defense,Air Force,M,PDuns-1,1,1,0,1,1,332,332,1227,33084442.5592,2017-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,38666578.68731321
2017,Defense,Air Force,M,PDuns-1,1,1,1,1,1,197,197,3109,411666811.7719,2017-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,481124841.1349514
2017,Defense,Air Force,M,PDuns-2,1,0,0,1,1,14,14,51,1119413.6862,2017-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,1308285.5273640212
2017,Defense,Air Force,M,PDuns-2,1,1,0,1,1,4,6,13,44696.5399,2017-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,52237.91436115328
2017,Defense,Air Force,M,PDuns-3+,1,0,0,1,1,5,6,24,551160.5283,2017-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,644154.4813311913
2017,Defense,Air Force,M,PDuns-3+,1,1,0,1,1,2,4,32,1648491.6499,2017-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,1926631.5877071386
2017,Defense,Air Force,N,Duns,1,0,0,1,1,2,2,3,21649,2017-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,25301.703678512422
2017,Defense,Air Force,N,PDuns-1,1,1,1,1,1,415,415,14847,1086597194.3679,2017-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1269932109.0950885
2017,Defense,Air Force,N,PDuns-2,1,0,1,1,1,109,128,1279,438495905.0203,2017-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,512480643.5893001
2017,Defense,Air Force,N,PDuns-2,1,1,0,1,1,10,12,105,1564876.1726,2017-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1828908.1811025848
2017,Defense,Air Force,N,PDuns-2,1,1,1,1,1,55,69,1649,246921793.5641,2017-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,288583401.197546
2017,Defense,Air Force,N,PDuns-3+,1,0,0,1,1,24,34,60,1295512.2453,2017-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1514096.1218746777
2017,Defense,Air Force,N,PDuns-3+,1,1,0,1,1,3,4,8,48550.2207,2017-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,56741.803209283564
2017,Defense,Air Force,N,PDuns-3+,1,1,1,1,1,111,567,17220,21940797804.4611,2017-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,25642734746.114403
2017,Defense,Air Force,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,17,17,0,0,2017-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2017,Defense,Air Force,S,PDuns-1,1,0,1,1,1,2410,2410,18569,3183752423.3456,2017-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,3720927544.054516
2017,Defense,Air Force,S,PDuns-1,1,1,0,1,1,110,110,406,9261157.8032,2017-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,10823736.4523308
2017,Defense,Air Force,S,PDuns-3+,1,1,1,1,1,1,2,19,4483207.9376,2017-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,5239632.258594393
2017,Defense,Army,M,Duns,1,1,0,0,1,1,1,6,51716.7198,2017-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,60442.56638201562
2017,Defense,Army,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,74,74,0,0,2017-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,0
2017,Defense,Army,M,PDuns-1,1,0,0,0,1,511,511,745,5330271.5084,2017-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,6229615.6973326355
2017,Defense,Army,M,PDuns-1,1,1,0,0,1,266,266,3815,2739365.7974,2017-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,3201562.2741404544
2017,Defense,Army,M,PDuns-2,1,0,0,0,1,2,2,2,19445.9707,2017-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,22726.970686518307
2017,Defense,Army,M,PDuns-3+,1,0,0,0,1,1,1,1,10861.5,2017-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,12694.094623500516
2017,Defense,Army,N,Duns,1,1,1,1,1,4,3,7537,269834930.098,2017-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,315362531.45418763
2017,Defense,Army,N,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,0,0,2017-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2017,Defense,Army,N,PDuns-1,1,1,0,0,1,30,30,70,605359.209,2017-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,707497.7747321664
2017,Defense,Army,N,PDuns-2,1,0,1,1,1,150,182,1334,341492062.6332,2017-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,399109934.7456802
2017,Defense,Army,S,Duns,1,0,0,0,1,1,1,1,9764.7598,2017-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,11412.308141320626
2017,Defense,Army,S,PDuns-1,1,0,1,1,1,4171,4171,26359,5486479713.4145,2017-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,6412179959.6740465
2017,Defense,Army,S,PDuns-1,1,1,1,1,1,164,164,1401,497727879.6233,2017-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,581706467.8628591
2017,Defense,Army,S,PDuns-2,Unlabeled,Unlabeled,1,1,1,3,4,0,0,2017-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2017,Defense,Army,S,PDuns-3+,1,0,1,1,1,16,31,170,13171051.2395,2017-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,15393322.351902293
2017,Defense,Army,S,PDuns-3+,1,1,1,1,1,1,1,25,4078754.596,2017-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,4766937.97244042
2017,Defense,DLA,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,3,3,0,0,2017-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,0
2017,Defense,DLA,M,PDuns-1,1,1,0,0,1,30,30,4133,2866378.3406,2017-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,3350004.868786889
2017,Defense,DLA,M,PDuns-2,1,0,0,0,1,1,1,61,62287.2001,2017-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,72796.53932719337
2017,Defense,DLA,N,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,1,0,0,2017-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2017,Defense,DLA,N,PDuns-1,1,0,1,1,1,614,614,174081,1631127538.9323,2017-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1906337736.2430732
2017,Defense,DLA,N,PDuns-1,1,1,1,1,1,258,258,88633,984255162.7281,2017-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1150322530.8971505
2017,Defense,DLA,N,PDuns-2,1,0,0,0,0,1,1,10,5724.9601,2017-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6690.897686798783
2017,Defense,DLA,N,PDuns-2,1,0,0,1,1,34,43,3250,40471150.5964,2017-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,47299600.90159195
2017,Defense,DLA,N,PDuns-2,1,0,1,1,1,70,88,110310,477706953.7395,2017-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,558307533.3124703
2017,Defense,DLA,N,PDuns-2,1,1,1,1,1,34,47,10761,359476663.1416,2017-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,420128967.1647278
2017,Defense,DLA,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,3,3,0,0,2017-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2017,Defense,DLA,S,PDuns-1,1,0,0,0,0,826,826,7505,-503206.1367,2017-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,-588109.0378304963
2017,Defense,DLA,S,PDuns-1,1,0,0,1,1,1882,1882,104125,620541329.3976,2017-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,725241481.6706659
2017,Defense,DLA,S,PDuns-1,1,1,0,0,0,6,6,23,-533.4401,2017-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,-623.4441932854189
2017,Defense,DLA,S,PDuns-1,1,1,0,1,1,59,59,3164,16627481.0097,2017-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,19432934.427803684
2017,Defense,DLA,S,PDuns-2,Unlabeled,Unlabeled,0,1,1,1,1,0,0,2017-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2017,Defense,DLA,S,PDuns-2,1,1,1,1,1,2,2,96,9544718.0912,2017-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,11155140.137580447
2017,Defense,DLA,S,PDuns-3+,1,0,0,1,1,3,8,79,656491.333,2017-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,767257.1100317624
2017,Defense,MDA,M,PDuns-1,1,0,1,1,1,4,4,18,3932557.4156,2017-01-01,Other DoD,MDA,Medium Vendor,Other Than Small,Medium,4596073.833814395
2017,Defense,MDA,M,PDuns-3+,1,1,1,1,1,1,2,156,126166233.3935,2017-01-01,Other DoD,MDA,Medium Vendor,Other Than Small,Medium,147453492.1500474
2017,Defense,MDA,N,PDuns-1,1,0,1,1,1,50,50,381,144046522.361,2017-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,168350613.1783563
2017,Defense,MDA,N,PDuns-1,1,1,0,1,1,2,2,2,24195,2017-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,28277.274724080005
2017,Defense,MDA,N,PDuns-1,1,1,1,1,1,17,17,22,269431.1518,2017-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,314890.62610762153
2017,Defense,MDA,N,PDuns-2,1,0,1,1,1,11,11,129,76122212.2694,2017-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,88965848.68553658
2017,Defense,MDA,N,PDuns-3+,1,0,1,1,1,5,6,27,18336651.4122,2017-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,21430482.72380529
2017,Defense,MDA,N,PDuns-3+,1,1,1,1,1,22,35,1107,3552869372.678,2017-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4152323344.07876
2017,Defense,MDA,S,PDuns-1,1,0,0,0,0,1,1,1,0,2017-01-01,Other DoD,MDA,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2017,Defense,MDA,S,PDuns-1,1,1,1,1,1,2,2,14,17651504.25,2017-01-01,Other DoD,MDA,Always Small Vendor,Always Small Vendor,Always Small Vendor,20629734.861356307
2017,Defense,MilitaryHealth,M,PDuns-1,1,0,0,0,1,8,8,9,158827.6524,2017-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,185625.67310169394
2017,Defense,MilitaryHealth,M,PDuns-1,1,1,0,1,1,1,1,8,134936.1197,2017-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,157703.06786353563
2017,Defense,MilitaryHealth,M,PDuns-2,1,1,1,1,1,1,1,3,750000,2017-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,876542.9238710479
2017,Defense,MilitaryHealth,N,PDuns-2,1,0,0,1,1,2,2,2,350900,2017-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,410105.215981801
2017,Defense,MilitaryHealth,N,PDuns-2,1,1,0,1,1,2,2,3,43169.8301,2017-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,50453.61213182716
2017,Defense,MilitaryHealth,N,PDuns-3+,1,0,0,1,1,2,2,2,207348,2017-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,242332.5629050854
2017,Defense,MilitaryHealth,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,4,4,0,0,2017-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2017,Defense,MilitaryHealth,S,PDuns-1,1,0,1,1,1,167,167,472,228093744.5579,2017-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,266578610.36197013
2017,Defense,Navy,M,Duns,1,1,0,1,1,3,3,3,244793.7715,2017-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,286096.3309547083
2017,Defense,Navy,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,0,0,2017-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,0
