Fiscal_Year,Customer,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2008,DHS,U,Name,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2008-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,0
2001,GSA,M,PID,1,1,1,1,1,1,12,12,535,62907282.1406,2001-01-01,Medium Vendor,Other Than Small,Medium,99234799.50379132
2000,HHS,S,PDuns-1,1,0,1,1,1,1,282,282,1566,389198189.33,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,628839209.8162322
2013,HHS,M,PDuns-1,1,1,0,0,1,0,18,18,28,25966.35,2013-01-01,Medium Vendor,Other Than Small,Medium,32111.77898503682
2004,DHS,N,PDuns-1,1,0,0,0,1,1,43,43,69,582784.2402,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,866879.5103813042
2015,VA,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,52,52,0,0,2015-01-01,Medium Vendor,Other Than Small,Medium,0
2004,Defense,M,PID,1,1,0,1,1,1,16,16,124,4830007,2004-01-01,Medium Vendor,Other Than Small,Medium,7184535.569907253
2017,NASA,M,PDuns-1,1,0,0,0,1,1,79,79,120,1469728.4233,2017-01-01,Medium Vendor,Other Than Small,Medium,1717706.7326076895
2001,VA,N,PDuns-1,1,0,0,0,1,1,59,59,251,3380914,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5333314.54663225
2005,VA,M,PID,1,0,0,0,1,0,1,1,2,7840,2005-01-01,Medium Vendor,Other Than Small,Medium,11318.25289606193
2004,Energy,N,PDuns-2+,1,1,0,1,1,1,5,6,8,99394,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,147846.52039538688
2005,Defense,M,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,4,4,0,0,2005-01-01,Medium Vendor,Other Than Small,Medium,0
2013,VA,N,PID,1,1,0,1,1,1,2,2,7,464335.52,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,574229.3234567872
2017,Defense,B,PID,1,1,1,1,1,1,5,5,208452,107206619526.9087,2017-01-01,Big Five,Other Than Small,Large,125294938317.93039
2002,Other Agencies,S,PDuns-2+,1,0,0,0,1,1,40,41,163,1338372,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2078445.9977722983
2000,NASA,S,PDuns-1,1,0,0,0,1,1,96,96,126,2499310,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4038210.270688587
2015,State and IAP,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,22,744,71514552.4633,2015-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,85777955.96260403
2012,State and IAP,N,PDuns-1,1,0,0,0,1,0,52,52,156,343074.7403,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,432034.0203773579
2001,NASA,M,PDuns-2+,1,0,0,0,1,0,1,1,2,4000,2001-01-01,Medium Vendor,Other Than Small,Medium,6309.908559202925
2005,DHS,S,Name,1,1,0,0,0,0,1,1,1,0,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2010,Energy,S,PDuns-2+,1,0,0,1,1,1,9,9,18,235617.8516,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,308241.80386799684
2016,Energy,M,PDuns-2+,1,0,1,1,1,1,39,43,154,132749287.9849,2016-01-01,Medium Vendor,Other Than Small,Medium,157917228.84101918
2019,DHS,M,PDuns-2+,1,0,0,1,1,1,75,83,297,5716801.5247,2019-01-01,Medium Vendor,Other Than Small,Medium,6402675.348019242
2017,Other Agencies,S,PDuns-2+,1,0,0,0,1,1,239,262,615,4954361.976,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5790281.243144777
2009,HHS,M,PDuns-2+,1,0,0,0,1,0,6,6,3,36032.1602,2009-01-01,Medium Vendor,Other Than Small,Medium,47548.25460313903
2001,DHS,N,PDuns-2+,1,0,1,1,1,1,7,7,40,4305532,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6791878.304680522
2006,State and IAP,M,PDuns-1,1,1,0,1,1,1,282,282,784,50258310.727,2006-01-01,Medium Vendor,Other Than Small,Medium,70267892.37927411
2004,Defense,N,PDuns-1,1,1,1,1,1,NA,1,1,6,243165.315,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,361703.37951584783
2002,HHS,S,PDuns-2+,1,1,0,1,1,1,1,1,1,48000,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,74542.36034007759
2018,State and IAP,M,PID,1,0,1,1,1,1,45,45,276,147890448.6562,2018-01-01,Medium Vendor,Other Than Small,Medium,168877803.7482329
2011,Defense,S,PDuns-1,1,1,1,1,1,1,353,353,10581,1444785427.0822,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1852768113.5358102
2012,VA,N,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,3,7,0,0,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2005,Other Agencies,N,PDuns-2+,1,0,0,0,0,0,9,13,19,14730.74,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,21266.102125782563
2002,Defense,N,PDuns-2+,1,0,0,0,1,0,11,16,44,89918,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,139639.5824387312
2015,DHS,M,Duns,1,0,0,0,0,0,2,2,2,3178.3201,2015-01-01,Medium Vendor,Other Than Small,Medium,3812.2283113324106
2014,GSA,N,PID,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2015,DHS,N,PID,1,0,1,1,1,1,138,138,1605,554755028.4547,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,665399569.2029334
2005,Other Agencies,S,Name,1,0,0,1,1,1,3,1,5,47416.1504,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,68452.54867154438
2017,NA,M,PID,1,0,1,1,1,1,1,1,1,12000,2017-01-01,Medium Vendor,Other Than Small,Medium,14024.686781936767
2018,VA,N,PID,1,0,0,1,1,1,20,20,126,1568260.1586,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1790814.3067839718
2016,DHS,M,PDuns-2+,1,1,0,1,1,1,12,14,25,110736.2808,2016-01-01,Medium Vendor,Other Than Small,Medium,131730.77506891103
2005,NASA,M,PDuns-1,1,0,0,0,1,1,123,123,203,1846576.8806,2005-01-01,Medium Vendor,Other Than Small,Medium,2665819.403909688
2011,Defense,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,7,7,0,0,2011-01-01,Medium Vendor,Other Than Small,Medium,0
2006,HHS,M,PDuns-1,1,1,0,0,0,0,3,3,3,3970.1,2006-01-01,Medium Vendor,Other Than Small,Medium,5550.734903333835
2017,Energy,S,Duns,1,0,0,0,1,0,1,1,1,7480,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,8742.054760740584
2016,DHS,N,PDuns-1,1,1,0,0,1,1,35,35,60,515311.2901,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,613009.1705828129
2018,Defense,S,PID,1,1,1,1,1,1,15,15,4876,853047348.8239,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,974104575.8643285
2019,HHS,S,Duns,1,0,0,0,1,1,1,1,1,29120,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,32613.674854507815
2009,Defense,S,PDuns-1,1,0,0,1,1,1,14842,14842,95049,2507780652.9539,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3309282383.116133
2015,State and IAP,M,Duns,1,1,1,1,1,1,21,21,237,17942828.6163,2015-01-01,Medium Vendor,Other Than Small,Medium,21521482.13027511
2011,DHS,N,PID,1,0,0,0,1,0,3,3,16,33519.6,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,42984.96156892755
2019,DHS,N,Duns,1,1,1,1,1,1,3,2,124,310273.9763,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,347499.12702141015
2007,GSA,S,Name,1,0,0,0,0,0,1,1,7,16433.5493,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,22363.05233613785
2018,Other Agencies,B,PID,1,1,1,1,1,1,5,5,2218,1249558193.946,2018-01-01,Big Five,Other Than Small,Large,1426884868.946283
2018,HHS,M,PID,1,0,0,0,1,1,1,1,1,-6130,2018-01-01,Medium Vendor,Other Than Small,Medium,-6999.917482049428
2001,NASA,M,PID,1,1,1,1,1,1,5,5,15,1129764,2001-01-01,Medium Vendor,Other Than Small,Medium,1782176.8833698332
2018,GSA,N,PDuns-2+,1,0,0,0,1,0,6,9,20,87356.9094,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,99753.85926376314
2017,GSA,M,PDuns-2+,1,1,1,1,1,1,43,53,338,802420.8498,2017-01-01,Medium Vendor,Other Than Small,Medium,937808.4238117106
2014,Other Agencies,S,Duns,1,0,0,0,1,0,56,56,65,168052.88,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,203881.49501718162
2012,NASA,M,PDuns-1,1,1,0,0,1,1,32,32,43,563956.0809,2012-01-01,Medium Vendor,Other Than Small,Medium,710189.8925418657
2010,State and IAP,M,PDuns-1,1,1,0,0,1,1,218,218,583,5290823.838,2010-01-01,Medium Vendor,Other Than Small,Medium,6921602.385805467
2017,Other Agencies,S,PDuns-1,1,0,0,1,1,1,9949,9949,37504,1006363128.4153,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1176160638.7428825
2012,VA,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,13,13,0,0,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2019,Defense,N,PDuns-2+,1,0,0,0,1,1,127,158,1232,4295355.8523,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4810691.591734873
2020,DHS,M,PDuns-1,1,1,1,1,1,1,15,15,78,64636348.7269,2020-01-01,Medium Vendor,Other Than Small,Medium,71438084.95366453
2005,Energy,S,PDuns-2+,1,0,0,0,0,0,1,1,1,2588.1299,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3736.365910211667
2010,NASA,N,PID,1,1,0,1,1,1,5,5,21,585190.93,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,765562.9938287354
2015,Other Agencies,L,PID,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2015-01-01,Large Vendor,Other Than Small,Large,0
2016,Energy,J,PID,1,0,1,1,1,1,3,3,136,2844366146.6255,2016-01-01,Large: Big 5 JV,Other Than Small,Large,3383629596.0803933
2009,NASA,M,PDuns-2+,1,1,1,1,1,1,9,10,60,13395670.8413,2009-01-01,Medium Vendor,Other Than Small,Medium,17677007.54566411
2010,HHS,M,PDuns-1,1,1,1,1,1,1,43,43,284,71823269.8218,2010-01-01,Medium Vendor,Other Than Small,Medium,93961192.24087472
2008,VA,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,189,189,0,3298527.3164,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4396988.935986424
2004,HHS,L,PID,1,0,0,0,1,1,1,1,1,360,2004-01-01,Large Vendor,Other Than Small,Large,535.4925583268536
2000,Defense,N,PDuns-1,1,1,0,0,1,1,1,1,1,29995,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,48463.82284282629
2013,HHS,M,PDuns-2+,1,1,0,1,1,1,13,19,41,2276744.3084,2013-01-01,Medium Vendor,Other Than Small,Medium,2815579.01040313
2018,HHS,S,Duns,1,0,0,0,0,0,1,1,1,-5475,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-6251.965450933217
2013,Other Agencies,S,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,4,4,0,4738153.5,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5859527.3494033115
2013,GSA,M,PID,1,1,1,1,1,1,55,55,623,119298992.9938,2013-01-01,Medium Vendor,Other Than Small,Medium,147533361.29854068
2018,Other Agencies,M,PDuns-1,1,0,0,0,1,0,1357,1357,2538,8502334.3991,2018-01-01,Medium Vendor,Other Than Small,Medium,9708913.409215385
2014,Energy,M,PDuns-1,1,1,1,1,1,1,8,8,288,2821047.7158,2014-01-01,Medium Vendor,Other Than Small,Medium,3422490.741081672
2012,DHS,S,PID,1,0,0,0,0,0,2,2,2,3878.1899,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4883.80454013817
2002,NASA,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,1,12200,2002-01-01,Medium Vendor,Other Than Small,Medium,18946.183253103052
2004,GSA,U,Name,Unlabeled,Unlabeled,0,1,1,1,1,1,226,654453.1391,2004-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,973485.5160047199
2001,Energy,N,PDuns-1,1,0,1,1,1,1,67,67,533,108430463.0288,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,171046576.68594036
2018,Other Agencies,M,Duns,1,1,0,0,0,0,2,2,2,3628.1299,2018-01-01,Medium Vendor,Other Than Small,Medium,4143.0032486388645
2015,State and IAP,S,Duns,1,1,0,0,1,1,3,3,11,73000.6208,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,87560.4170135669
2009,VA,N,PDuns-2+,1,1,0,0,1,1,4,5,23,113821.8006,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,150199.93040318807
2006,NASA,M,PDuns-1,1,1,1,1,1,1,12,12,44,54200131.5172,2006-01-01,Medium Vendor,Other Than Small,Medium,75779089.13574123
2016,GSA,S,PDuns-1,1,0,0,0,1,0,188,188,285,1015854.4114,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1208450.2748704778
2006,HHS,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,8,411,29501636.5969,2006-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,41247264.29155025
2008,GSA,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,90,90,0,679707.0165,2008-01-01,Medium Vendor,Other Than Small,Medium,906060.1730970835
2011,VA,N,PDuns-1,1,0,0,1,1,1,1245,1245,21973,305377345.3893,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,391610683.16985214
2004,DHS,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,12,12,9,5235.6001,2004-01-01,Medium Vendor,Other Than Small,Medium,7787.846922014805
2016,Defense,S,PDuns-2+,1,0,0,0,1,1,310,345,7217,16509606.023,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,19639662.645164005
2006,VA,N,PID,1,0,0,0,1,1,4,4,37,56553.8202,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,79069.86315231507
2007,DHS,N,PDuns-2+,1,1,0,0,1,1,10,11,17,149498.86,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,203440.58178429815
2014,Other Agencies,S,PDuns-1,1,0,0,1,1,1,11151,11151,43680,1057259926.8786,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1282666113.8670464
2000,Defense,N,PDuns-1,1,0,0,0,1,1,30,30,72,994392,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1606669.0356500656
2019,HHS,S,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,4,4,NA,0,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2010,VA,N,PDuns-2+,1,0,0,0,1,1,132,169,626,4358463.595,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5701862.874535243
2014,VA,S,PID,1,0,0,0,1,0,3,3,4,15148.66,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,18378.33096527104
2003,DHS,S,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2020,Energy,M,PDuns-1,1,1,1,1,1,1,5,5,8,-1363878.9092,2020-01-01,Medium Vendor,Other Than Small,Medium,-1507401.0104378287
2018,GSA,S,PDuns-1,1,1,1,1,1,1,95,95,527,78221496.0574,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,89322025.72989473
2008,DHS,M,PDuns-1,1,0,0,0,0,0,219,219,377,327141.6007,2008-01-01,Medium Vendor,Other Than Small,Medium,436084.9132966085
2014,State and IAP,N,PDuns-2+,1,1,0,0,1,1,21,34,247,1087532.12,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1319392.291907196
2005,Other Agencies,M,PDuns-1,1,1,0,0,1,1,112,112,278,1618362.6774,2005-01-01,Medium Vendor,Other Than Small,Medium,2336356.8954542205
2005,HHS,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,6,578,53632758.1871,2005-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,77427183.75955787
2003,HHS,S,PDuns-2+,1,0,0,1,1,1,19,19,27,1866979,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2844974.1720983274
2007,Energy,S,PDuns-1,1,1,0,1,1,1,6,6,32,735340.3131,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1000663.5576118238
2019,NA,N,PDuns-2+,1,1,1,1,1,1,1,1,2,18000,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,20159.55176446225
2010,State and IAP,N,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2017,DHS,M,PDuns-1,1,0,0,0,1,0,463,463,653,701319.9106,2017-01-01,Medium Vendor,Other Than Small,Medium,819649.3400084078
2012,NASA,S,PDuns-1,1,0,1,1,1,1,534,534,4181,718267866.3134,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,904514723.8758832
2014,DHS,M,PDuns-1,1,0,0,0,0,0,142,142,247,216918.49,2014-01-01,Medium Vendor,Other Than Small,Medium,263165.17775874806
2009,HHS,N,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,1,1,0,10900,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,14383.705342601565
2016,Energy,S,PDuns-1,1,0,0,0,1,0,116,116,160,458962.2415,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,545976.9044379874
2009,State and IAP,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,17,17,0,2139457.3951,2009-01-01,Medium Vendor,Other Than Small,Medium,2823240.8040521373
2014,DHS,S,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2015,VA,N,PDuns-1,1,0,0,0,1,0,106,106,558,2315928.8681,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2777835.2463626442
2005,Other Agencies,S,PID,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2017,Other Agencies,M,PDuns-2+,1,1,0,0,1,0,7,7,9,34717.9,2017-01-01,Medium Vendor,Other Than Small,Medium,40575.639435550205
2013,Energy,N,PID,1,1,0,1,1,1,1,1,2,0,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2006,HHS,N,PDuns-1,1,1,1,1,1,1,88,88,1071,105078441.5807,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,146913824.15302303
2015,VA,N,PDuns-1,1,1,0,0,1,0,4,4,26,82494.4305,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,98947.74396051043
2002,VA,N,PDuns-2+,1,0,1,1,1,1,151,292,1710,192622777.3541,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,299136593.3174137
2020,Energy,M,PDuns-2+,1,1,1,1,1,1,11,12,214,4666082.4451,2020-01-01,Medium Vendor,Other Than Small,Medium,5157098.144919355
2009,Defense,S,PDuns-2+,1,0,0,0,0,0,73,74,151,367357.8909,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,484767.67504451127
2003,VA,M,PDuns-1,1,0,0,1,1,1,1350,1350,4141,330962093.2687,2003-01-01,Medium Vendor,Other Than Small,Medium,504332725.37776226
2013,NASA,M,PDuns-2+,1,0,0,1,1,1,32,37,96,2189554.78,2013-01-01,Medium Vendor,Other Than Small,Medium,2707754.427210252
2007,DHS,M,PDuns-1,1,1,0,0,1,1,14,14,29,272183.95,2007-01-01,Medium Vendor,Other Than Small,Medium,370392.5310222989
2008,HHS,L,Name,1,1,1,1,1,1,1,2,4,30254.2998,2008-01-01,Large Vendor,Other Than Small,Large,40329.458793690494
2000,DHS,N,PDuns-1,1,1,0,1,1,1,1,1,1,500000,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,807865.0248845855
2008,Defense,B,PID,1,1,1,1,1,1,5,5,77685,100786817494.3176,2008-01-01,Big Five,Other Than Small,Large,134350417294.54608
2011,DHS,S,PDuns-2+,1,0,0,1,1,1,79,87,210,4162408.6473,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5337801.636605514
2017,GSA,N,PID,1,0,0,0,1,1,3,3,93,7045.2698,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8233.975186603191
2001,Energy,B,PID,1,1,1,1,1,1,5,5,127,1671786531.5,2001-01-01,Big Five,Other Than Small,Large,2637205036.068005
2009,Energy,S,PDuns-1,1,1,0,0,1,1,4,4,7,69962.8389,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,92323.38162105529
2014,DHS,S,PDuns-2+,1,0,1,1,1,1,83,92,625,53023376.5594,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,64327878.72358662
2007,Defense,S,PDuns-2+,1,0,0,1,1,1,545,672,6423,150909024.2175,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,205359557.14517784
2017,Defense,N,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,6,6,0,0,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2009,HHS,S,PDuns-1,1,1,0,0,1,1,18,18,77,562889.86,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,742792.8336310318
2006,Defense,M,PDuns-1,1,1,0,0,1,0,935,935,2581,7315541.3793,2006-01-01,Medium Vendor,Other Than Small,Medium,10228112.861354489
2018,Defense,S,PDuns-1,1,0,0,0,0,0,1823,1823,21294,6098267.014,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,6963681.22047373
2020,Other Agencies,U,Duns,1,1,1,1,1,1,4,3,9527,96646989.7649,2020-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,106817232.11985038
2016,Other Agencies,M,PID,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2016-01-01,Medium Vendor,Other Than Small,Medium,0
2019,HHS,M,PID,1,0,1,1,1,1,81,81,1672,821615252.3009,2019-01-01,Medium Vendor,Other Than Small,Medium,920188622.7350947
2015,VA,N,PDuns-1,1,0,1,1,1,1,700,700,65800,981687827.9409,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1177483076.8514218
2017,Defense,N,PDuns-1,1,0,0,0,0,0,45,45,446,-411157.9684,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-480530.1437256213
2008,VA,M,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,9,10,0,0,2008-01-01,Medium Vendor,Other Than Small,Medium,0
2008,VA,N,PDuns-2+,1,0,0,0,0,0,49,65,1348,438424.36,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,584426.5865564711
2002,Energy,M,PDuns-1,1,0,0,1,1,1,61,61,137,7271276,2002-01-01,Medium Vendor,Other Than Small,Medium,11292043.244253293
2004,HHS,S,Name,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2013,HHS,N,PDuns-2+,1,1,1,1,1,1,219,525,7520,375941130.5377,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,464914725.99004096
2006,VA,L,PID,1,0,0,1,1,1,3,3,73,515990.1805,2006-01-01,Large Vendor,Other Than Small,Large,721423.8192183763
2015,Defense,S,PID,1,0,0,0,1,0,6,6,14,66999.6604,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,80362.57966167
2009,State and IAP,M,PID,1,0,0,0,1,1,3,3,3,71341.5667,2009-01-01,Medium Vendor,Other Than Small,Medium,94142.75909104182
2016,Other Agencies,S,PDuns-2+,1,1,0,0,1,1,7,7,16,47554.51,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,56570.37074991127
2016,Defense,B,PID,1,0,1,1,1,1,1,1,1,0,2016-01-01,Big Five,Other Than Small,Large,0
2017,NASA,M,PDuns-1,1,1,0,0,1,1,21,21,28,326761.6602,2017-01-01,Medium Vendor,Other Than Small,Medium,381894.1613875544
2003,State and IAP,S,PDuns-1,1,0,1,1,1,1,100,100,498,134152554.0393,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,204426804.6736646
2007,Other Agencies,M,PID,1,1,0,1,1,1,2,2,5,273849.0781,2007-01-01,Medium Vendor,Other Than Small,Medium,372658.4655545715
2010,Defense,S,PDuns-2+,1,1,0,1,1,1,21,28,244,7967773.8922,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,10423662.641290538
2005,DHS,M,PID,Unlabeled,Unlabeled,0,0,1,1,1,1,0,12000,2005-01-01,Medium Vendor,Other Than Small,Medium,17323.856473564178
2014,Other Agencies,N,PID,1,1,0,0,1,0,1,1,11,3493.85,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4238.733435367368
2016,VA,L,PID,1,0,0,0,1,1,1,1,3,2160,2016-01-01,Large Vendor,Other Than Small,Large,2569.5144544609616
2007,HHS,M,PID,1,0,0,1,1,1,6,6,8,369618,2007-01-01,Medium Vendor,Other Than Small,Medium,502982.4371767699
2003,State and IAP,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,7,108,10296537.5392,2003-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,15690258.626939496
