"Fiscal_Year","Contracting_Agency_ID","ProductOrServiceCode","PlatformPortfolio","ProjectID","majorprogramcode...6","Vehicle","CompetitionClassification","ClassifyNumberOfOffers","informationtechnologycommercialitemcategory","commercialitemacquisitionprocedures","commercialitemtestprogram","PricingUCA","VendorSize","fundedbyforeignentity","PlaceISOalpha3","pop_state_code","placeofperformancezipcode","VendorISOalpha3","VendorStateCode","OriginISOalpha3","PlaceOfManufacture","IsSiliconValley","majorprogramcode...24","IsZipTraditionalSiliconValley","EntityText","EntityID","Action_Obligation_Then_Year","NumberOfActions","ContractingAgencyName","PricingUCA.sum","Action_Obligation_OMB23_GDP21","dFYear","ContractingAgencyName.1","ContractingAgencyName.2","Customer","SubCustomer","SubCustomer.sum","SubCustomer.platform","Competition.detail","Competition.sum","Competition.Graph","Competition.effective.only","Competition.multisum","No.Competition.sum","No.Competition.Offer","CompOffr","Vehicle.sum","Vehicle.sum7","Vehicle.AwardTask","informationtechnologycommercialitemcategoryText","Commercial","ITcategory","ProductOrServiceCodeText","SimpleArea","ProductOrServiceArea","ProductServiceOrRnDarea","CrisisProductOrServiceArea","ProjectName","IsUnknown","SubCustomer.JPO","Shiny.VendorSize","PlaceOfManufactureText","PlaceOfManufacture_Sum","PlaceIsForeign","VendorIsForeign"
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","","D","0","FFP","Small","X","USA","VA","201551967","USA","VA","USA","C",,"",,"080622114",1170896,0,1,"DEPT OF THE AIR FORCE","FFP",0,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","Unlabeled","Unlabeled","Unlabeled","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Small","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","","D","0","FFP","Small","X","USA","VA","222032142","USA","VA","USA","C",,"",,"969712186",672372,0,1,"DEPT OF THE AIR FORCE","FFP",0,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","Unlabeled","Unlabeled","Unlabeled","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Small","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","","D","0","FFP","Small","X","USA","WA","984243435","USA","WA","USA","C",,"",,"080709870",1194951,0,1,"DEPT OF THE AIR FORCE","FFP",0,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","Unlabeled","Unlabeled","Unlabeled","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Small","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large","X","USA","AZ","850343442","USA","AZ","USA","C",,"",,"HONEYWELL",653876,2800,1,"DEPT OF THE AIR FORCE","FFP",2873.87403270442,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large","X","USA","CA","921271874","USA","CA","USA","C",0,"",,"BAE SYSTEMS",683233,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large","X","USA","CO","803012734","USA","CO","USA","C",,"",,"BALL CORP",683268,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large","X","USA","IA","524980505","USA","IA","USA","C",,"",,"UNITED TECH",675069,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large","X","USA","MO","631463002","USA","MO","USA","C",,"",,"WORLD WIDE TECHNOLOGY",677067,1275,1,"DEPT OF THE AIR FORCE","FFP",1308.63906846362,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large","X","USA","TX","754023119","USA","TX","USA","C",0,"",,"L3 COMMUNICATIONS",658914,2475,1,"DEPT OF THE AIR FORCE","FFP",2540.29936819409,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large","X","USA","TX","786827000","USA","TX","USA","C",,"",,"DELL",685736,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large","X","USA","VA","201514206","USA","VA","USA","C",,"",,"CACI",684093,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large","X","USA","VA","201905660","USA","VA","USA","C",,"",,"LEIDOS",659358,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large","X","USA","VA","201905856","USA","VA","USA","C",,"",,"SAIC",669996,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large","X","USA","VA","221023830","USA","VA","USA","C",,"",,"BOOZ ALLEN HAMILTON",683783,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large","X","USA","VA","221242542","USA","VA","USA","C",,"",,"AT & T",683053,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large","X","USA","VA","222031807","USA","VA","USA","C",,"",,"UNITEDHEALTHCARE",1155422,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large: Big 6","X","USA","FL","329042322","USA","FL","USA","C",0,"",,"NORTHROP GRUMMAN",665531,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large: Big 6","X","USA","MN","554311908","USA","MN","USA","C",0,"",,"GENERAL DYNAMICS",649342,1550,1,"DEPT OF THE AIR FORCE","FFP",1590.89455381852,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large: Big 6","X","USA","MO","631341939","USA","MO","USA","C",,"",,"BOEING",683750,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large: Big 6","X","USA","TX","750711300","USA","TX","USA","C",0,"",,"RAYTHEON",668856,3800,2,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Large: Big 6","X","USA","TX","761083619","USA","TX","USA","C",0,"",,"LOCKHEED MARTIN",659846,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Medium <1B","X","USA","AL","358062969","USA","AL","USA","C",,"",,"008382293",141057,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Medium <1B","X","USA","AZ","857113334","USA","AZ","USA","C",,"",,"112803689",223806,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Medium <1B","X","USA","CA","900243957","USA","CA","USA","C",,"",,"159016877",351510,3000,1,"DEPT OF THE AIR FORCE","FFP",3079.15074932617,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Medium <1B","X","USA","CA","900561664","USA","CA","USA","C",,"",,"LINQUEST",1216957,3053,1,"DEPT OF THE AIR FORCE","FFP",3133.54907923093,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Medium <1B","X","USA","CA","902455062","USA","CA","USA","C",,"",,"117416688",1198707,2698,1,"DEPT OF THE AIR FORCE","FFP",2769.18290722733,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Medium <1B","X","USA","CA","921312487","USA","CA","USA","C",,"",,"884457813",579276,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Medium <1B","X","USA","CA","943012550","USA","CA","USA","C",,"",,"362130952",935462,2500,1,"DEPT OF THE AIR FORCE","FFP",2565.95895777181,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Medium <1B","X","USA","CA","945011171","USA","CA","USA","C",,"",,"WIND RIVER SYSTEMS",676888,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Medium <1B","X","USA","FL","336062837","USA","FL","USA","C",,"",,"117100499",1197422,1684,1,"DEPT OF THE AIR FORCE","FFP",1728.42995395509,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2020,"5700","AD93","Other R&D and Knowledge Based",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","25-99 Offers","Z","D","0","FFP","Medium <1B","X","USA","MA","018101008","USA","CA","USA","C",,"",,"106760549",256584,3800,1,"DEPT OF THE AIR FORCE","FFP",3900.25761581314,2020-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","OTHER DEFENSE (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
