"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency ID","Contracting Agency Name","Dollars Obligated","Number of Actions","Number of Records","Base and All Options Value (Total Contract Value)","Base and Exercised Options Value"
"2007","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7505","OFFICE OF ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT","$1,966,942,209.35","82","82","$7,368,163,998.52","$3,192,828,009.66"
"2007","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7505","OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE","$54,816,412.00","3","3","$54,813,052.00","$54,816,412.00"
"2007","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7522","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","$321,363,544.11","531","531","$187,672,049.11","$338,795,636.11"
"2007","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7523","CENTERS FOR DISEASE CONTROL AND PREVENTION","$4,101,158,293.85","8,799","8,799","$441,831,730,287.77","$36,050,068,899.21"
"2007","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7524","FOOD AND DRUG ADMINISTRATION","$383,196,799.02","7,097","7,015","$638,706,995.87","$408,949,847.15"
"2007","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7526","HEALTH RESOURCES AND SERVICES ADMINISTRATION","$184,550,546.74","1,760","1,754","$180,278,503.73","$159,251,642.51"
"2007","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7527","INDIAN HEALTH SERVICE","$437,777,941.54","18,050","17,650","$475,288,942.59","$442,217,181.37"
"2007","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7528","AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","$186,124,070.76","548","548","$134,438,117.54","$113,926,676.37"
"2007","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7529","NATIONAL INSTITUTES OF HEALTH","$4,069,952,545.27","24,986","24,779","$2,631,219,385,337.53","$82,752,097,634.28"
"2007","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7530","CENTERS FOR MEDICARE AND MEDICAID SERVICES","$1,782,283,143.53","2,291","2,131","$56,734,008,422.71","$1,761,579,120.01"
"2007","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7555","PROGRAM SUPPORT CENTER","$340,536.84","17","17","$15,884,800.00","$2,854,821.84"
"2007","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7570","OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)","$841,727,433.82","4,682","4,679","$908,431,014.38","$900,954,142.16"
"2007","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","$13,230,801,948.21","27,671","27,671","$299,444,546,600.21","$19,371,428,018.94"
"2007","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","$831,717,110.07","3,689","3,687","$978,227,542.34","$855,596,457.07"
"2007","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","8656","OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT","$17,771,237.25","133","133","$29,863,234.80","$20,049,479.15"
"2007","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","$163,477,482.43","1,479","1,479","$203,538,261.51","$174,441,908.28"
"2007","8900","ENERGY, DEPARTMENT OF","8900","ENERGY, DEPARTMENT OF","$23,359,667,122.95","12,425","12,420","$54,179,455,342.39","$22,139,460,153.52"
"2007","8900","ENERGY, DEPARTMENT OF","8960","FEDERAL ENERGY REGULATORY COMMISSION","$65,441,835.14","163","163","$114,769,986.35","$91,639,291.84"
"2007","9000","SELECTIVE SERVICE SYSTEM","9000","SELECTIVE SERVICE SYSTEM","$5,046,621.55","295","294","$5,046,732.55","$5,046,732.55"
"2007","9100","EDUCATION, DEPARTMENT OF","9100","EDUCATION, DEPARTMENT OF","$1,448,873,321.29","3,523","3,519","$3,072,808,912.29","$2,294,786,228.52"
"2007","9100","EDUCATION, DEPARTMENT OF","9121","OFFICE OF BILINGUAL EDUCATION AND MINORITY LANGUAGES AFFAIRS","$0.00","1","1","$0.00","$0.00"
"2007","9502","NATIONAL CAPITAL PLANNING COMMISSION","9502","NATIONAL CAPITAL PLANNING COMMISSION","$775,297.16","53","53","$775,306.16","$775,297.16"
"2007","9506","FEDERAL ELECTION COMMISSION","9506","FEDERAL ELECTION COMMISSION","$1,980,349.89","743","743","$10,983,545.26","$1,415,413.26"
"2007","9507","COMMODITY FUTURES TRADING COMMISSION","9507","COMMODITY FUTURES TRADING COMMISSION","$27,720,145.82","401","401","$31,038,126.75","$27,910,950.64"
"2007","9508","NATIONAL TRANSPORTATION SAFETY BOARD","9508","NATIONAL TRANSPORTATION SAFETY BOARD","$7,462,573.58","288","288","$28,172,838.77","$9,435,374.21"
"2007","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","$875,241.59","45","45","$875,241.59","$676,341.59"
"2007","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","$3,606,986.64","88","88","$2,951,286.02","$3,623,361.48"
"2007","9517","COMMISSION ON CIVIL RIGHTS","9517","COMMISSION ON CIVIL RIGHTS","$2,088,696.13","20","20","$2,088,696.13","$2,088,696.13"
"2007","9518","COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED","9518","COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED","$88,290.00","2","2","$88,290.00","$88,290.00"
"2007","9524","NATIONAL MEDIATION BOARD","9524","NATIONAL MEDIATION BOARD","$1,217,846.17","111","111","$1,218,028.17","$1,217,846.17"
"2007","9540","FEDERAL HOUSING FINANCE BOARD","9540","FEDERAL HOUSING FINANCE BOARD","$145,906.10","9","9","$145,906.10","$145,906.10"
"2007","9543","MILLENNIUM CHALLENGE CORPORATION","9543","MILLENNIUM CHALLENGE CORPORATION","$72,157,514.59","717","701","$292,859,520.30","$636,316,078.29"
"2007","9568","UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG","9568","UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG","$255,741,667.36","3,324","3,311","$289,557,408.32","$43,985,452.12"
"2007","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","$47,981,492.70","650","650","$63,313,066.38","$42,777,227.17"
"2007","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","$13,972,593.89","335","335","$15,691,777.02","$15,539,727.75"
"2007","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","959P","PRETRIAL SERVICES AGENCY","$8,374,357.99","216","181","$8,360,175.67","$8,368,357.99"
"2007","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$85,783,265,586.52","352,277","325,949","$302,628,866,268,131.00","$293,745,401,604.22"
"2007","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$118,189,017,956.58","496,731","426,527","$1,031,472,732,201.36","$388,859,074,855.16"
"2007","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$69,876,660,084.25","209,971","171,863","$253,124,323,509.92","$134,275,308,038.74"
"2007","9700","DEPT OF DEFENSE","9760","TRICARE MANAGEMENT ACTIVITY (TMA)","$9,069,776,562.34","1,007","1,005","$1,972,861,240.14","$310,649,052.63"
"2007","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$888,285,517.55","2,211","2,211","$1,098,663,497.06","$647,192,679.69"
"2007","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$415,931,490.78","1,919","1,895","$545,454,687.17","$430,500,981.40"
"2007","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$407,664,174.43","308","306","$432,042,727.85","$407,830,359.33"
"2007","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$119,562,394.48","764","764","$5,192,520,058.13","$55,473,097.82"
"2007","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$415,695,200.86","1,058","1,058","$743,234,540.00","$219,711,433.19"
"2007","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$3,946,294,491.67","37,061","18,315","$4,892,213,259.13","$3,592,876,699.58"
"2007","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$30,639,812,854.58","493,200","490,639","$207,147,514,950.50","$34,977,963,061.92"
"2007","9700","DEPT OF DEFENSE","97AT","DEFENSE SECURITY COOPERATION AGENCY","$29,485,557.01","339","339","$39,820,087.98","$23,093,652.98"
"2007","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$5,743,784,233.66","1,916,760","11,225","$112,772,456,722.81","$10,424,759,389.54"
"2007","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$346,275,480.11","2,181","2,181","$2,432,839,940.89","$240,363,256.61"
"2007","9700","DEPT OF DEFENSE","97DL","DEFENSE INTELLIGENCE AGENCY","$3,685,918.00","3","3","$10,702,397.00","$3,685,918.00"
"2007","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$17,305,913.48","310","310","$26,913,039.49","$13,303,357.48"
"2007","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA CENTER (DMC)","$79,661,335.00","919","919","$96,960,368.52","$73,370,797.00"
"2007","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$176,297,915.18","2,226","2,226","$910,071,383.46","$500,862,759.59"
"2007","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$706,855,904.37","2,335","2,335","$3,570,711,012.25","$255,402,149.33"
"2007","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$32,297,956.27","1,017","1,014","$32,643,150.61","$25,407,348.61"
"2007","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$4,929,029,620.75","2,222","2,182","$3,024,202,738.67","$1,490,138,861.50"
"2007","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$1,902,122,159.09","8,516","8,511","$4,620,725,564.81","$3,989,530,904.47"
"2008","0300","LIBRARY OF CONGRESS","0300","LIBRARY OF CONGRESS","$1,712,900.00","113","113","$365,250,000.00","$0.00"
"2008","0500","GOVERNMENT ACCOUNTABILITY OFFICE","0559","GAO, EXCEPT COMPTROLLER GENERAL","$25,122,785.85","58","58","$26,860,768.43","$26,751,368.43"
"2008","1100","EXECUTIVE OFFICE OF THE PRESIDENT","1100","EXECUTIVE OFFICE OF THE PRESIDENT","$52,237,149.90","947","947","$89,755,876.48","$50,164,324.76"
"2008","1100","EXECUTIVE OFFICE OF THE PRESIDENT","1141","AFRICAN DEVELOPMENT FOUNDATION","$326,624.78","3","3","$326,624.78","$326,624.78"
"2008","1145","PEACE CORPS","1145","PEACE CORPS","$113,069,470.77","788","786","$110,331,718.51","$15,121,282.54"
"2008","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","$5,986,239.21","135","135","$5,986,239.21","$5,986,239.21"
"2008","1200","AGRICULTURE, DEPARTMENT OF","1204","OFFICE OF INSPECTOR GENERAL","$2,793,531.15","129","129","$2,854,446.15","$2,793,716.15"
"2008","1200","AGRICULTURE, DEPARTMENT OF","1205","USDA, DEPARTMENTAL ADMINISTRATION","$357,373,596.89","3,246","3,234","$336,372,011.72","$331,285,027.36"
"2008","1200","AGRICULTURE, DEPARTMENT OF","12B0","USDA, ASSISTANT SECRETARY FOR ADMINISTRATION","$16,777.07","4","4","$16,777.07","$16,777.07"
"2008","1200","AGRICULTURE, DEPARTMENT OF","12C2","FOREST SERVICE","$1,362,666,034.72","34,998","33,613","$1,572,906,105.20","$1,272,182,461.21"
"2008","1200","AGRICULTURE, DEPARTMENT OF","12C3","NATURAL RESOURCES CONSERVATION SERVICE","$92,267,109.37","2,226","2,220","$317,981,181.03","$278,837,442.44"
"2008","1200","AGRICULTURE, DEPARTMENT OF","12D2","FARM SERVICE AGENCY","$2,012,669,640.87","3,154","2,976","$3,971,245,962.69","$1,996,677,182.42"
"2008","1200","AGRICULTURE, DEPARTMENT OF","12D4","RISK MANAGEMENT AGENCY","$8,003.00","1","1","$8,003.00","$8,003.00"
"2008","1200","AGRICULTURE, DEPARTMENT OF","12E2","RURAL UTILITIES SERVICE","$59,791.46","2","2","$59,791.46","$59,791.46"
"2008","1200","AGRICULTURE, DEPARTMENT OF","12E3","RURAL HOUSING SERVICE","$51,521,421.86","7,510","7,502","$58,722,520.18","$52,765,896.24"
"2008","1200","AGRICULTURE, DEPARTMENT OF","12F2","FOOD AND NUTRITION SERVICE","$61,777,860.14","495","495","$48,836,360.40","$61,406,255.00"
"2008","1200","AGRICULTURE, DEPARTMENT OF","12G2","FOOD SAFETY AND INSPECTION SERVICE","$75,342,652.16","873","873","$254,182,048.57","$73,449,185.59"
"2008","1200","AGRICULTURE, DEPARTMENT OF","12H2","AGRICULTURAL RESEARCH SERVICE","$166,902,684.38","6,407","6,361","$331,974,509.63","$163,785,982.42"
"2008","1200","AGRICULTURE, DEPARTMENT OF","12K2","AGRICULTURAL MARKETING SERVICE","$990,972,029.64","1,803","1,803","$994,113,910.26","$991,009,495.94"
"2008","1200","AGRICULTURE, DEPARTMENT OF","12K3","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","$163,203,421.41","4,991","4,987","$254,190,173.72","$155,121,318.75"
"2008","1300","COMMERCE, DEPARTMENT OF","1301","OFFICE OF THE SECRETARY","$81,415,587.47","915","915","$34,063,172,650.45","$198,438,848.18"
"2008","1300","COMMERCE, DEPARTMENT OF","1323","US CENSUS BUREAU","$691,156,892.43","2,277","2,275","$849,787,121.37","$763,148,310.01"
"2008","1300","COMMERCE, DEPARTMENT OF","1330","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","$1,008,055,636.95","16,389","16,357","$3,305,232,851.24","$1,240,211,258.40"
"2008","1300","COMMERCE, DEPARTMENT OF","1341","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","$233,226,270.90","4,474","4,473","$296,849,651.95","$252,492,375.41"
"2008","1300","COMMERCE, DEPARTMENT OF","1344","PATENT AND TRADEMARK OFFICE","$460,825,482.83","1,695","1,693","$632,250,299.19","$371,403,991.62"
"2008","1300","COMMERCE, DEPARTMENT OF","1344","US PATENT AND TRADEMARK OFFICE","$28,015,715.82","97","97","$224,417,143.17","$20,186,421.66"
"2008","1400","INTERIOR, DEPARTMENT OF THE","1404","OFFICE OF THE INSPECTOR GENERAL","$684,920.47","47","47","$684,920.47","$671,608.27"
"2008","1400","INTERIOR, DEPARTMENT OF THE","1406","DEPARTMENTAL OFFICES","$392,749,879.00","2,676","2,676","$846,579,167.05","$428,362,737.43"
"2008","1400","INTERIOR, DEPARTMENT OF THE","1406","OFFICE OF POLICY, BUDGET AND ADMINISTRATION","$912,211,412.43","5,541","5,398","$1,393,241,393.73","$1,110,769,533.40"
"2008","1400","INTERIOR, DEPARTMENT OF THE","1406","OFFICE OF POLICY, MANAGEMENT, AND BUDGET","$132,946,158.02","878","878","$702,296,785.33","$140,848,991.31"
"2008","1400","INTERIOR, DEPARTMENT OF THE","1422","BUREAU OF LAND MANAGEMENT","$378,523,690.66","13,674","13,661","$1,143,169,990.69","$390,118,305.77"
"2008","1400","INTERIOR, DEPARTMENT OF THE","1425","BUREAU OF RECLAMATION","$382,564,903.83","7,545","7,536","$561,329,414.75","$471,637,564.67"
"2008","1400","INTERIOR, DEPARTMENT OF THE","1434","GEOLOGICAL SURVEY","$223,606,703.13","9,191","7,900","$7,386,264,586.97","$569,766,991.71"
"2008","1400","INTERIOR, DEPARTMENT OF THE","1434","US GEOLOGICAL SURVEY","$30,497,489.32","679","679","$42,403,122.79","$36,499,294.09"
"2008","1400","INTERIOR, DEPARTMENT OF THE","1435","BUREAU OF OCEAN ENERGY MANAGEMENT","$98,599,153.12","1,103","1,097","$117,532,146.01","$94,449,193.12"
"2008","1400","INTERIOR, DEPARTMENT OF THE","1438","OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT","$13,728,069.61","1,054","1,054","$13,939,090.46","$13,628,446.76"
"2008","1400","INTERIOR, DEPARTMENT OF THE","1443","NATIONAL PARK SERVICE","$657,073,533.54","18,193","18,164","$1,115,096,824.27","$746,854,656.62"
"2008","1400","INTERIOR, DEPARTMENT OF THE","1448","U.S. FISH AND WILDLIFE SERVICE","$276,622,367.13","16,816","16,772","$3,510,465,503.27","$280,256,167.81"
"2008","1400","INTERIOR, DEPARTMENT OF THE","1450","BUREAU OF INDIAN AFFAIRS","$301,697,670.73","7,951","7,772","$349,131,141.24","$307,550,385.93"
"2008","1400","INTERIOR, DEPARTMENT OF THE","1450","BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","$947,014.32","41","41","$28,961,617.32","$947,014.32"
"2008","1500","JUSTICE, DEPARTMENT OF","1501","OFFICES, BOARDS AND DIVISIONS","$1,556,334,949.07","7,858","7,858","$90,203,652,283,239.30","$1,393,629,049.80"
"2008","1500","JUSTICE, DEPARTMENT OF","1524","DRUG ENFORCEMENT ADMINISTRATION","$447,642,792.05","19,434","19,405","$705,159,937.72","$515,933,117.71"
"2008","1500","JUSTICE, DEPARTMENT OF","1540","FEDERAL PRISON SYSTEM","$1,899,519,719.77","73,381","72,157","$4,155,523,779.47","$2,628,533,005.12"
"2008","1500","JUSTICE, DEPARTMENT OF","1540","FEDERAL PRISON SYSTEM / BUREAU OF PRISONS","$68,125,330.78","1,081","1,077","$18,657,840.92","$74,837,483.29"
"2008","1500","JUSTICE, DEPARTMENT OF","1544","U.S. MARSHALS SERVICE","$429,803,073.90","2,795","2,757","$2,373,593,428.54","$1,871,624,209.63"
"2008","1500","JUSTICE, DEPARTMENT OF","1549","FEDERAL BUREAU OF INVESTIGATION","$1,200,039,087.37","4,152","4,077","$118,808,596,232.16","$2,120,013,173.71"
"2008","1500","JUSTICE, DEPARTMENT OF","1550","OFFICE OF JUSTICE PROGRAMS","$69,752,165.69","942","942","$128,706,420.03","$93,576,405.18"
"2008","1500","JUSTICE, DEPARTMENT OF","1560","ATF ACQUISITION AND PROPERTY MGMT DIV","$217,425,608.31","2,523","2,519","$213,514,351.19","$214,195,896.46"
"2008","1600","LABOR, DEPARTMENT OF","1604","OFFICE OF INSPECTOR GENERAL","$5,144,353.79","217","217","$5,513,495.76","$5,126,836.35"
"2008","1600","LABOR, DEPARTMENT OF","1605","OFFICE OF THE ASSISTANT SECRETARY FOR ADMIN AND MANAGEMENT","$373,504,628.55","4,419","4,417","$760,132,545.30","$752,513,578.22"
"2008","1600","LABOR, DEPARTMENT OF","1605","OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT","$203,685,867.70","1,153","1,153","$938,116,383.64","$360,763,468.59"
"2008","1600","LABOR, DEPARTMENT OF","1625","BUREAU OF LABOR STATISTICS","$59,356,709.11","1,279","1,260","$23,312,308.16","$67,629,524.62"
"2008","1600","LABOR, DEPARTMENT OF","1630","EMPLOYMENT AND TRAINING ADMINISTRATION","$1,174,327,964.08","1,417","1,417","$1,397,095,124.73","$1,060,066,847.30"
"2008","1600","LABOR, DEPARTMENT OF","1645","MINE SAFETY AND HEALTH ADMINISTRATION","$23,786,718.21","985","985","$32,834,371.22","$42,319,441.43"
"2008","1665","PENSION BENEFIT GUARANTY CORPORATION","1665","PENSION BENEFIT GUARANTY CORPORATION","$266,458,121.40","1,186","1,186","$566,325,260.72","$373,829,488.36"
"2008","1900","STATE, DEPARTMENT OF","1900","STATE, DEPARTMENT OF","$6,307,754,437.30","201,900","58,813","$17,392,713,555.70","$6,314,218,463.79"
"2008","1900","STATE, DEPARTMENT OF","19BM","INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO","$270,672.02","2","2","$270,672.02","$270,672.02"
"2008","2000","TREASURY, DEPARTMENT OF THE","2001","DEPARTMENTAL OFFICES","$182,919,109.94","1,041","1,041","$178,287,681.07","$185,458,565.02"
"2008","2000","TREASURY, DEPARTMENT OF THE","2022","ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","$6,170,973.89","8","8","$422,444.02","$6,170,973.89"
"2008","2000","TREASURY, DEPARTMENT OF THE","2033","FINANCIAL MANAGEMENT SERVICE","$124,335,591.45","1,325","1,317","$113,598,512.69","$114,513,682.94"
"2008","2000","TREASURY, DEPARTMENT OF THE","2036","BUREAU OF THE FISCAL SERVICE","$238,271,008.68","13,057","13,051","$243,519,312.86","$237,869,200.13"
"2008","2000","TREASURY, DEPARTMENT OF THE","2041","BUREAU OF ENGRAVING AND PRINTING","$381,118,198.49","1,943","1,817","$387,405,296.59","$338,365,784.35"
"2008","2000","TREASURY, DEPARTMENT OF THE","2044","UNITED STATES MINT","$1,833,261,567.96","3,292","3,288","$2,172,434,168.91","$1,791,552,413.07"
"2008","2000","TREASURY, DEPARTMENT OF THE","2046","OFFICE OF THE COMPTROLLER OF THE CURRENCY","$124,882,156.87","928","928","$556,134,674.52","$127,017,470.21"
"2008","2000","TREASURY, DEPARTMENT OF THE","2047","OFFICE OF THRIFT SUPERVISION","$19,205,914.47","666","666","$39,515,814.83","$20,177,461.82"
"2008","2000","TREASURY, DEPARTMENT OF THE","2050","INTERNAL REVENUE SERVICE","$1,652,831,870.35","18,983","18,942","$1,159,553,602.95","$842,866,344.35"
"2008","2400","OFFICE OF PERSONNEL MANAGEMENT","2400","OFFICE OF PERSONNEL MANAGEMENT","$1,113,339,883.06","11,379","11,373","$1,123,142,333.44","$819,966,859.71"
"2008","2700","FEDERAL COMMUNICATIONS COMMISSION","2700","FEDERAL COMMUNICATIONS COMMISSION","$73,961,619.59","946","944","$146,654,383.47","$116,720,135.47"
"2008","2800","SOCIAL SECURITY ADMINISTRATION","2800","SOCIAL SECURITY ADMINISTRATION","$993,571,884.78","9,528","9,522","$963,788,413.38","$788,853,556.82"
"2008","2900","FEDERAL TRADE COMMISSION","2900","FEDERAL TRADE COMMISSION","$53,858,253.57","959","959","$85,924,281.88","$47,680,478.04"
"2008","3100","NUCLEAR REGULATORY COMMISSION","3100","NUCLEAR REGULATORY COMMISSION","$172,102,897.31","2,425","2,425","$411,924,607.41","$333,048,245.72"
"2008","3300","SMITHSONIAN INSTITUTION","3300","SMITHSONIAN INSTITUTION","$236,247,300.97","3,103","3,085","$237,703,242.18","$215,902,375.38"
"2008","3352","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","3352","J. F. KENNEDY CENTER FOR THE PERFORMING ARTS","$22,298,344.11","338","338","$18,639,300.12","$22,077,945.03"
"2008","3355","NATIONAL GALLERY OF ART","3355","NATIONAL GALLERY OF ART","$15,622,698.74","290","290","$34,168,852.34","$13,521,151.80"
"2008","3400","INTERNATIONAL TRADE COMMISSION","3400","INTERNATIONAL TRADE COMMISSION","$2,881,292.32","69","69","$3,900,768.32","$1,817,940.32"
"2008","3400","INTERNATIONAL TRADE COMMISSION, UNITED STATES (DUNS # 02-1877998)","3400","INTERNATIONAL TRADE COMMISSION","$88,650.00","5","5","$88,650.00","$88,650.00"
"2008","3600","VETERANS AFFAIRS, DEPARTMENT OF","3600","VETERANS AFFAIRS, DEPARTMENT OF","$14,919,739,449.95","2,984,409","1,295,821","$27,820,480,971.52","$15,571,549,393.84"
"2008","4100","MERIT SYSTEMS PROTECTION BOARD","4100","MERIT SYSTEMS PROTECTION BOARD","$3,738,137.57","121","118","$3,738,137.57","$3,738,137.57"
"2008","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","4500","EQUAL EMPLOYMENT OPPORTUNITY COMMISSION","$45,034,387.03","1,437","1,437","$48,016,607.65","$44,423,767.15"
"2008","4700","GENERAL SERVICES ADMINISTRATION","4700","GENERAL SERVICES ADMINISTRATION","$5,121,267.83","11","11","$9,349,183.37","$9,349,668.37"
"2008","4700","GENERAL SERVICES ADMINISTRATION","4704","OFFICE OF INSPECTOR GENERAL","$3,954,287.59","133","133","$5,891,270.76","$3,954,287.59"
"2008","4700","GENERAL SERVICES ADMINISTRATION","4705","OFFICE OF THE ADMINISTRATOR(ACMD)","$8,417,255.43","107","107","$29,194,070.03","$8,417,275.43"
"2008","4700","GENERAL SERVICES ADMINISTRATION","4708","OFFICE OF PUBLIC AFFAIRS","$417,643.84","15","15","$474,903.84","$459,631.04"
"2008","4700","GENERAL SERVICES ADMINISTRATION","4730","FEDERAL ACQUISITION SERVICE","$2,404,688,903.90","752,037","752,037","$47,339,544,777.66","$2,404,680,118.89"
"2008","4700","GENERAL SERVICES ADMINISTRATION","4732","FEDERAL ACQUISITION SERVICE","$139,287.58","3","3","$7,685.15","$139,287.58"
"2008","4700","GENERAL SERVICES ADMINISTRATION","4735","FEDERAL ACQUISITION SERVICE","$3,658,408,411.82","10,785","10,749","$9,832,451,373.37","$4,299,683,928.45"
"2008","4700","GENERAL SERVICES ADMINISTRATION","4740","PUBLIC BUILDINGS SERVICE","$7,140,094,666.61","148,852","148,797","$285,550,951,406.45","$7,119,693,959.93"
"2008","4700","GENERAL SERVICES ADMINISTRATION","4745","OFFICE OF GOVERNMENT WIDE POLICY","$143,762,707.07","791","780","$131,966,769.36","$135,946,052.48"
"2008","4900","NATIONAL SCIENCE FOUNDATION","4900","NATIONAL SCIENCE FOUNDATION","$373,850,854.13","1,101","1,101","$378,897,160.10","$397,284,251.38"
"2008","5000","SECURITIES AND EXCHANGE COMMISSION","5000","SECURITIES AND EXCHANGE COMMISSION","$125,639,230.32","971","970","$346,116,052.35","$136,071,551.36"
"2008","5300","THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES","5300","THE INSTITUTE OF MUSEUM AND LIBRARY SERVICES","$1,295,726.00","63","63","$1,333,178.00","$1,295,726.00"
"2008","5800","FEDERAL EMERGENCY MANAGEMENT AGENCY","5800","FEDERAL EMERGENCY MANAGEMENT AGENCY","$0.00","7","7","$0.00","$0.00"
"2008","5920","NATIONAL ENDOWMENT FOR THE ARTS","5920","NATIONAL ENDOWMENT FOR THE ARTS","$1,210,757.40","31","31","$1,212,757.40","$1,212,757.40"
"2008","5940","NATIONAL ENDOWMENT FOR THE HUMANITIES","5940","NATIONAL ENDOWMENT FOR THE HUMANITIES","$10,017,973.79","169","169","$10,451,751.79","$10,362,163.79"
"2008","6000","RAILROAD RETIREMENT BOARD","6000","RAILROAD RETIREMENT BOARD","$9,549,826.11","428","428","$9,716,578.11","$9,549,826.11"
"2008","6100","CONSUMER PRODUCT SAFETY COMMISSION","6100","CONSUMER PRODUCT SAFETY COMMISSION","$14,760,178.00","892","892","$25,466,145.79","$15,030,336.73"
"2008","6201","OFFICE OF SPECIAL COUNSEL","6201","OFFICE OF SPECIAL COUNSEL","$765,378.11","45","45","$765,378.11","$765,378.11"
