fiscal_year	Customer	SubCustomer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2010	Defense	Other DoD	M	Medium Vendor	PDuns-1	1	0	0	0	1	102	102	147	938581.4398
2010	Defense	Other DoD	M	Medium Vendor	PDuns-2	1	0	0	0	0	1	1	1	14950.0000
2010	Defense	Other DoD	M	Medium Vendor	PDuns-2	1	0	0	1	1	21	21	44	4421737.7019
2010	Defense	Other DoD	M	Medium Vendor	PDuns-2	1	1	0	1	1	16	16	61	3185895.2173
2010	Defense	Other DoD	M	Medium Vendor	PID	1	0	1	1	1	56	56	386	353034118.1820
2010	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	274	274	800	19713559.9487
2010	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	523	523	3234	628435435.9347
2010	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	0	1	1	1	146010.0000
2010	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	171	245	1453	274384338.6189
2010	Defense	Other DoD	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	1	12	79386.0000
2010	Defense	Other DoD	N	Sometimes Small Vendor	PID	1	1	0	1	1	4	4	35	251052.3009
2010	Defense	Other DoD	S	Always Small Vendor	Duns	1	0	0	1	1	1	1	1	99928.0000
2010	Defense	Other DoD	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	6	6	0	0.0000
2010	Defense	Other DoD	S	Always Small Vendor	PDuns-1	1	0	0	0	1	540	540	834	7137353.4362
2010	Defense	Other DoD	S	Always Small Vendor	PDuns-1	1	1	0	0	1	24	24	52	272082.1498
2010	Defense	Other DoD	S	Always Small Vendor	PDuns-2	1	0	1	1	1	36	38	180	49179555.1621
2010	Defense	Other DoD	S	Always Small Vendor	PDuns-2	1	1	1	1	1	4	4	9	31449.2219
2010	Defense	Other DoD	S	Always Small Vendor	PDuns-3+	1	0	1	1	1	11	14	58	5087393.3093
2010	Defense	Other DoD	S	Always Small Vendor	PDuns-3+	1	1	1	1	1	1	1	2	2056990.1602
2011	Defense	Air Force	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	0	0.0000
2011	Defense	Air Force	M	Medium Vendor	PDuns-1	1	0	0	0	1	351	351	524	4108464.6555
2011	Defense	Air Force	M	Medium Vendor	PDuns-1	1	0	1	1	1	246	246	2141	496954225.5973
2011	Defense	Air Force	M	Medium Vendor	PDuns-1	1	1	1	1	1	209	209	5791	372765554.1114
2011	Defense	Air Force	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	0	1	1	0	0.0000
2011	Defense	Air Force	M	Medium Vendor	PDuns-2	NULL	NULL	0	1	1	4	4	0	0.0000
2011	Defense	Air Force	M	Medium Vendor	PDuns-2	1	0	0	0	0	4	4	5	2882.0000
2011	Defense	Air Force	M	Medium Vendor	PDuns-2	1	0	1	1	1	63	64	303	45101062.5525
2011	Defense	Air Force	M	Medium Vendor	PDuns-3+	1	1	1	1	1	63	86	614	66923843.8119
2011	Defense	Air Force	M	Medium Vendor	PID	1	1	0	0	1	2	2	4	39321.5996
2011	Defense	Air Force	N	Sometimes Small Vendor	Duns	1	1	0	1	1	1	1	2	58229.5000
2011	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	328	328	651	5201998.6266
2011	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	66	66	146	1194092.4398
2011	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	0	1	1	1	3143.0200
2011	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	126	136	430	11855863.5762
2011	Defense	Air Force	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	47	71	272	5000444.6764
2011	Defense	Air Force	N	Sometimes Small Vendor	PID	1	0	0	1	1	22	22	90	1859602.4140
2011	Defense	Air Force	N	Sometimes Small Vendor	PID	1	1	0	1	1	6	6	22	716704.3129
2011	Defense	Air Force	S	Always Small Vendor	Duns	1	0	0	1	1	12	12	25	1960659.9563
2011	Defense	Air Force	S	Always Small Vendor	PDuns-1	1	0	0	1	1	3176	3176	7935	314064242.5039
2011	Defense	Air Force	S	Always Small Vendor	PDuns-1	1	1	0	0	0	5	5	6	-34538.7201
2011	Defense	Air Force	S	Always Small Vendor	PDuns-1	1	1	0	1	1	140	140	382	13511140.7142
2011	Defense	Air Force	S	Always Small Vendor	PDuns-2	1	0	0	0	0	7	7	12	53204.3000
2011	Defense	Air Force	S	Always Small Vendor	PDuns-2	1	0	0	1	1	81	85	170	6128300.9768
2011	Defense	Air Force	S	Always Small Vendor	PDuns-2	1	0	1	1	1	134	154	1045	207817297.9613
2011	Defense	Air Force	S	Always Small Vendor	PDuns-3+	1	0	0	0	1	6	6	10	33901.8400
2011	Defense	Air Force	S	Always Small Vendor	PID	1	1	1	1	1	5	5	44	14456467.6349
2011	Defense	Army	L	Large Vendor	PID	1	0	0	0	1	1	1	1	0.0000
2011	Defense	Army	M	Medium Vendor	Duns	1	0	1	1	1	39	39	272	29403505.1181
2011	Defense	Army	M	Medium Vendor	Duns	1	1	0	1	1	5	5	14	166030.0508
2011	Defense	Army	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	16	16	0	0.0000
2011	Defense	Army	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	63	63	7	577258.7500
2011	Defense	Army	M	Medium Vendor	PDuns-1	1	0	0	0	1	1313	1313	2298	15051889.1622
2011	Defense	Army	M	Medium Vendor	PDuns-1	1	1	0	0	0	198	198	395	541259.2844
2011	Defense	Army	M	Medium Vendor	PDuns-1	1	1	0	1	1	1126	1126	8423	247767601.5147
2011	Defense	Army	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	1	1	1	0	0.0000
2011	Defense	Army	M	Medium Vendor	PDuns-2	1	0	0	0	1	193	194	377	2357980.3388
2011	Defense	Army	M	Medium Vendor	PDuns-3+	1	0	0	1	1	69	107	229	3748258.6465
2011	Defense	Army	M	Medium Vendor	PDuns-3+	1	1	0	1	1	30	48	217	4003052.9476
2011	Defense	Army	M	Medium Vendor	PID	1	0	0	0	1	12	12	25	137541.6395
2011	Defense	Army	M	Medium Vendor	PID	1	1	0	0	1	3	3	11	61417.0000
2011	Defense	Army	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	0	1	1	0	0.0000
2011	Defense	Army	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1645	1645	7601	184660416.2638
2011	Defense	Army	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	165	165	525	2816851.4064
2011	Defense	Army	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	734	734	17312	1657701132.6930
2011	Defense	Army	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	276	332	4281	719130377.1791
2011	Defense	Army	N	Sometimes Small Vendor	PDuns-2	1	1	0	0	1	16	18	38	260758.2521
2011	Defense	Army	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	1	75	104	176	1106053.9906
2011	Defense	Army	N	Sometimes Small Vendor	PDuns-3+	1	1	0	0	1	7	13	52	199784.3395
2011	Defense	Army	S	Always Small Vendor	Duns	1	0	1	1	1	74	74	333	77760580.1086
2011	Defense	Army	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	138	138	0	0.0000
2011	Defense	Army	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	186	186	0	0.0000
2011	Defense	Army	S	Always Small Vendor	PDuns-1	1	1	0	1	1	184	184	969	28219769.3002
2011	Defense	Army	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	1	5	5	0	0.0000
2011	Defense	Army	S	Always Small Vendor	PDuns-2	1	1	0	0	1	3	3	9	9178.0101
2011	Defense	Army	S	Always Small Vendor	PID	1	0	0	0	0	2	2	2	-3385.5000
2011	Defense	DLA	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	4	4	0	0.0000
2011	Defense	DLA	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	12	12	0	0.0000
2011	Defense	DLA	M	Medium Vendor	PDuns-1	1	0	0	0	1	96	96	185	1612144.6289
2011	Defense	DLA	M	Medium Vendor	PDuns-1	1	1	0	0	1	51	51	348	2191300.3058
2011	Defense	DLA	M	Medium Vendor	PDuns-2	1	1	0	1	1	19	19	84	3459039.5214
2011	Defense	DLA	M	Medium Vendor	PDuns-3+	1	0	0	0	1	4	4	13	64333.6608
2011	Defense	DLA	M	Medium Vendor	PDuns-3+	1	1	0	0	1	1	2	3	26264.7202
2011	Defense	DLA	N	Sometimes Small Vendor	Duns	1	0	0	0	1	1	1	1	20199.8594
2011	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	313	313	14420	622792467.1987
2011	Defense	DLA	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	1	36	38	177	762730.9759
2011	Defense	DLA	N	Sometimes Small Vendor	PDuns-2	1	1	0	0	1	4	4	17	129618.0504
2011	Defense	DLA	N	Sometimes Small Vendor	PDuns-3+	1	1	0	0	1	3	6	12	39245.9301
2011	Defense	DLA	N	Sometimes Small Vendor	PID	1	0	0	0	1	2	2	4	23406.0000
2011	Defense	DLA	N	Sometimes Small Vendor	PID	1	1	0	0	1	1	1	1	4400.0000
2011	Defense	DLA	S	Always Small Vendor	Duns	1	0	1	1	1	8	8	31	1393451.2692
2011	Defense	DLA	S	Always Small Vendor	PDuns-1	1	0	0	0	0	252	252	537	517510.6694
2011	Defense	DLA	S	Always Small Vendor	PDuns-1	1	0	0	1	1	2233	2233	43374	816652707.1161
2011	Defense	DLA	S	Always Small Vendor	PDuns-1	1	0	1	1	1	964	964	31352	1731207413.5658
2011	Defense	DLA	S	Always Small Vendor	PDuns-1	1	1	0	1	1	51	51	722	15586426.9887
2011	Defense	DLA	S	Always Small Vendor	PDuns-1	1	1	1	1	1	71	71	1386	116724189.9086
2011	Defense	DLA	S	Always Small Vendor	PDuns-2	1	0	0	0	0	13	13	20	-49120.3311
2011	Defense	DLA	S	Always Small Vendor	PDuns-2	1	0	0	1	1	127	138	2257	50001936.8945
2011	Defense	DLA	S	Always Small Vendor	PDuns-2	1	1	0	1	1	2	2	12	159233.0000
2011	Defense	DLA	S	Always Small Vendor	PDuns-3+	1	0	0	0	1	21	29	108	786926.3991
2011	Defense	DLA	S	Always Small Vendor	PID	1	0	0	1	1	4	4	71	1845700.1594
2011	Defense	MDA	B	Big Five	PID	1	1	1	1	1	5	5	1326	4444653302.5525
2011	Defense	MDA	M	Medium Vendor	Duns	1	1	1	1	1	1	1	1	22229.5996
2011	Defense	MDA	M	Medium Vendor	PDuns-1	1	1	1	1	1	3	3	6	2324839.5776
2011	Defense	MDA	M	Medium Vendor	PDuns-2	1	0	0	0	1	1	1	2	24900.0000
2011	Defense	MDA	M	Medium Vendor	PDuns-3+	1	0	1	1	1	4	5	18	1322363.7188
2011	Defense	MDA	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	10	10	17	412285.3391
2011	Defense	MDA	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	2	2	3	35860.0000
2011	Defense	MDA	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	2	2	2	78612.0000
2011	Defense	MDA	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	7	7	24	8227246.3262
2011	Defense	MDA	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	10	10	86	32531998.3527
2011	Defense	MDA	N	Sometimes Small Vendor	PID	1	1	1	1	1	14	14	208	101998879.7564
2011	Defense	MDA	S	Always Small Vendor	PDuns-3+	1	0	1	1	1	1	2	18	2964933.0000
2011	Defense	MDA	S	Always Small Vendor	PID	1	0	1	1	1	4	4	8	1399437.0000
2011	Defense	MilitaryHealth	M	Medium Vendor	PDuns-1	1	0	0	0	0	5	5	6	8712.4100
2011	Defense	MilitaryHealth	M	Medium Vendor	PDuns-1	1	0	0	1	1	2	2	2	1373.5000
2011	Defense	MilitaryHealth	M	Medium Vendor	PDuns-1	1	0	1	1	1	4	4	13	-2956893.1080
2011	Defense	MilitaryHealth	M	Medium Vendor	PDuns-2	1	0	1	1	1	2	2	83	2126844.0000
2011	Defense	MilitaryHealth	M	Medium Vendor	PID	1	0	1	1	1	10	10	421	1057810894.4583
2011	Defense	MilitaryHealth	M	Medium Vendor	PID	1	1	1	1	1	1	1	4	-0.0100
2011	Defense	MilitaryHealth	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	20	20	53	6358399.6993
2011	Defense	MilitaryHealth	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	3	3	3	10808.6095
2011	Defense	MilitaryHealth	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	1	1	2	0.0000
2011	Defense	MilitaryHealth	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	5	5	8	67245.6912
2011	Defense	MilitaryHealth	S	Always Small Vendor	PDuns-1	1	0	0	0	0	4	4	4	4253.3600
2011	Defense	MilitaryHealth	S	Always Small Vendor	PDuns-1	1	0	0	1	1	7	7	11	36367.4004
2011	Defense	MilitaryHealth	S	Always Small Vendor	PDuns-1	1	0	1	1	1	11	11	24	6614765.8018
2011	Defense	MilitaryHealth	S	Always Small Vendor	PID	1	0	1	1	1	1	1	2	386000.0000
2011	Defense	Navy	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	33	33	2478	908615069.7795
2011	Defense	Navy	J	Large: Big 5 JV	PID	1	0	1	1	1	3	3	1050	2809932844.2177
2011	Defense	Navy	L	Large Vendor	Duns	1	1	1	1	1	1	1	2	-35749.4913
2011	Defense	Navy	L	Large Vendor	PID	1	0	1	1	1	49	49	2635	2222235819.6696
2011	Defense	Navy	L	Large Vendor	PID	1	1	1	1	1	116	116	67802	23822291122.4233
2011	Defense	Navy	M	Medium Vendor	Duns	NULL	NULL	0	0	1	1	1	0	0.0000
2011	Defense	Navy	M	Medium Vendor	Duns	1	0	1	1	1	27	27	159	35282183.6405
2011	Defense	Navy	M	Medium Vendor	Duns	1	1	1	1	1	16	16	136	22671738.9555
2011	Defense	Navy	M	Medium Vendor	PDuns-1	1	0	0	0	0	119	119	181	2686.1096
2011	Defense	Navy	M	Medium Vendor	PDuns-2	1	0	0	0	0	17	17	25	1941.2701
2011	Defense	Navy	M	Medium Vendor	PDuns-3+	1	0	1	1	1	121	184	1220	199220327.8916
2011	Defense	Navy	M	Medium Vendor	PDuns-3+	1	1	1	1	1	79	138	1710	275867595.5191
2011	Defense	Navy	M	Medium Vendor	PID	1	0	0	0	0	3	3	5	13383.0000
2011	Defense	Navy	M	Medium Vendor	PID	1	0	0	1	1	23	23	103	1475199.8663
2011	Defense	Navy	N	Sometimes Small Vendor	Duns	1	1	0	1	1	2	2	8	153118.1597
2011	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1347	1347	20391	3177937639.9701
2011	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	652	652	12042	1000462058.6177
2011	Defense	Navy	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	229	285	4751	561989668.9709
2011	Defense	Navy	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	56	64	759	11377937.9975
2011	Defense	Navy	N	Sometimes Small Vendor	PID	1	0	0	0	0	1	1	24	17869.5701
2011	Defense	Navy	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	1	1	0	0.0000
2011	Defense	Navy	S	Always Small Vendor	Duns	1	0	0	1	1	14	14	27	576621.7835
2011	Defense	Navy	S	Always Small Vendor	Duns	1	1	0	1	1	1	1	2	212104.1250
2011	Defense	Navy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	52	52	0	0.0000
2011	Defense	Navy	S	Always Small Vendor	PDuns-1	1	1	1	1	1	193	193	1954	275979089.9716
2011	Defense	Navy	S	Always Small Vendor	PDuns-3+	1	1	1	1	1	2	7	31	4954446.0508
2011	Defense	Navy	S	Always Small Vendor	PID	1	0	0	0	1	11	11	20	250884.1504
2011	Defense	Other DoD	L	Large Vendor	PID	1	0	1	1	1	29	29	390860	446769427.0278
2011	Defense	Other DoD	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	2	2	0	0.0000
2011	Defense	Other DoD	M	Medium Vendor	PDuns-1	1	0	0	0	0	8	8	9	-45394.1299
2011	Defense	Other DoD	M	Medium Vendor	PDuns-1	1	1	1	1	1	91	91	2144	186409474.0878
2011	Defense	Other DoD	M	Medium Vendor	PDuns-2	1	0	0	1	1	22	22	48	1562247.8261
2011	Defense	Other DoD	M	Medium Vendor	PDuns-2	1	0	1	1	1	44	45	1952	28465229.3587
2011	Defense	Other DoD	M	Medium Vendor	PDuns-3+	1	0	1	1	1	45	49	409	32187915.3512
2011	Defense	Other DoD	M	Medium Vendor	PDuns-3+	1	1	0	0	1	2	2	2	9645.3596
2011	Defense	Other DoD	M	Medium Vendor	PID	1	0	0	0	1	2	2	53	83660.4111
2011	Defense	Other DoD	M	Medium Vendor	PID	1	0	1	1	1	69	69	1968	137679046.3782
2011	Defense	Other DoD	M	Medium Vendor	PID	1	1	1	1	1	25	25	1027	250123368.4115
2011	Defense	Other DoD	N	Sometimes Small Vendor	Duns	1	0	0	1	1	1	1	1	130920.0000
2011	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	0	0.0000
2011	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	557	557	8801	546955461.9844
2011	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	353	353	4731	414462017.4111
2011	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	1	12	13	22	141971.7090
2011	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-2	1	1	0	0	1	2	2	2	35946.0000
2011	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	22	25	97	318898.7004
2011	Defense	Other DoD	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	0	0.0000
2011	Defense	Other DoD	S	Always Small Vendor	PDuns-1	1	0	0	0	0	39	39	81	-909461.2698
2011	Defense	Other DoD	S	Always Small Vendor	PDuns-1	1	0	0	1	1	722	722	1932	45355790.2680
2011	Defense	Other DoD	S	Always Small Vendor	PDuns-1	1	1	0	0	0	2	2	2	3788.8800
2011	Defense	Other DoD	S	Always Small Vendor	PDuns-1	1	1	0	1	1	38	38	77	1897300.9792
2011	Defense	Other DoD	S	Always Small Vendor	PDuns-2	1	1	1	1	1	6	8	13	250165.1060
2011	Defense	Other DoD	S	Always Small Vendor	PID	1	0	1	1	1	33	33	130	45430660.3784
2011	Defense	Other DoD	S	Always Small Vendor	PID	1	1	1	1	1	2	2	412	89584253.5587
2012	Defense	Air Force	J	Large: Big 5 JV	PID	1	0	1	1	1	1	1	79	2383506402.5830
2012	Defense	Air Force	J	Large: Big 5 JV	PID	1	1	1	1	1	1	1	32	26262345.7149
2012	Defense	Air Force	M	Medium Vendor	Duns	1	0	0	0	1	3	3	3	23779.0000
2012	Defense	Air Force	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	8	8	0	0.0000
2012	Defense	Air Force	M	Medium Vendor	PDuns-1	1	1	0	0	0	27	27	82	31374.0294
2012	Defense	Air Force	M	Medium Vendor	PDuns-1	1	1	0	1	1	449	449	1597	65069285.0559
2012	Defense	Air Force	M	Medium Vendor	PDuns-2	NULL	NULL	1	1	1	8	8	0	0.0000
2012	Defense	Air Force	M	Medium Vendor	PDuns-3+	1	0	1	1	1	75	109	433	108015754.9538
2012	Defense	Air Force	M	Medium Vendor	PID	1	0	0	1	1	16	16	51	1525810.8060
2012	Defense	Air Force	M	Medium Vendor	PID	1	0	1	1	1	88	88	1391	3765107499.7962
2012	Defense	Air Force	M	Medium Vendor	PID	1	1	0	0	1	1	1	2	25850.0000
2012	Defense	Air Force	N	Sometimes Small Vendor	Duns	1	0	0	0	1	1	1	1	0.0000
2012	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	0	0.0000
2012	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	7	7	8	6283.0000
2012	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	165	191	924	134992776.0234
2012	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	33	34	114	2755559.6322
2012	Defense	Air Force	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	1	21	24	31	260326.9409
2012	Defense	Air Force	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	44	68	227	3874713.6139
2012	Defense	Air Force	N	Sometimes Small Vendor	PID	1	0	0	0	1	3	3	11	83236.1196
2012	Defense	Air Force	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	1	1	0	0.0000
2012	Defense	Air Force	S	Always Small Vendor	Duns	1	0	0	1	1	9	9	14	625884.3403
2012	Defense	Air Force	S	Always Small Vendor	Duns	1	0	1	1	1	64	64	405	114057082.2025
2012	Defense	Air Force	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	53	53	0	0.0000
2012	Defense	Air Force	S	Always Small Vendor	PDuns-1	1	0	1	1	1	2547	2547	21956	3407825721.3517
2012	Defense	Air Force	S	Always Small Vendor	PDuns-1	1	1	1	1	1	155	155	1475	185354163.4641
2012	Defense	Air Force	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	1	1	1	0	0.0000
2012	Defense	Air Force	S	Always Small Vendor	PDuns-3+	1	0	1	1	1	34	61	546	75213299.0116
2012	Defense	Air Force	S	Always Small Vendor	PDuns-3+	1	1	1	1	1	5	12	272	25344886.9877
2012	Defense	Air Force	S	Always Small Vendor	PID	1	0	0	0	1	2	2	2	11653.5000
2012	Defense	Air Force	S	Always Small Vendor	PID	1	1	1	1	1	2	2	11	1553224.9989
2012	Defense	Army	B	Big Five	PID	1	1	1	1	1	5	5	12674	20626098875.3089
2012	Defense	Army	M	Medium Vendor	Duns	NULL	NULL	0	0	0	1	1	0	0.0000
2012	Defense	Army	M	Medium Vendor	Duns	1	0	0	1	1	7	7	15	204914.3760
2012	Defense	Army	M	Medium Vendor	Duns	1	0	1	1	1	36	36	307	75236145.3807
2012	Defense	Army	M	Medium Vendor	Duns	1	1	0	0	1	2	2	3	17620.2197
2012	Defense	Army	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	11	11	1	23900.0000
2012	Defense	Army	M	Medium Vendor	PDuns-1	1	0	1	1	1	791	791	8166	2462569605.8059
2012	Defense	Army	M	Medium Vendor	PDuns-1	1	1	1	1	1	768	768	24941	2815848947.8456
2012	Defense	Army	M	Medium Vendor	PDuns-2	NULL	NULL	1	1	1	6	6	0	0.0000
2012	Defense	Army	M	Medium Vendor	PDuns-2	1	0	1	1	1	149	163	1549	307657711.8461
2012	Defense	Army	M	Medium Vendor	PDuns-2	1	1	1	1	1	95	103	6526	330941513.6944
2012	Defense	Army	M	Medium Vendor	PDuns-3+	1	0	1	1	1	178	379	2799	494950051.4934
2012	Defense	Army	M	Medium Vendor	PDuns-3+	1	1	0	1	1	28	46	173	3976486.9352
2012	Defense	Army	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	1	0	0.0000
2012	Defense	Army	M	Medium Vendor	PID	1	0	0	0	1	6	6	7	38706.0796
2012	Defense	Army	M	Medium Vendor	PID	1	1	0	0	1	2	2	2	59023.2402
2012	Defense	Army	N	Sometimes Small Vendor	Duns	1	0	0	0	1	1	1	1	4789.3999
2012	Defense	Army	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	0	1	1	0	0.0000
2012	Defense	Army	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	4	4	0	0.0000
2012	Defense	Army	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1486	1486	7062	165266709.7214
2012	Defense	Army	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	0	1	1	2	0.0000
2012	Defense	Army	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	425	425	3857	85431578.2871
2012	Defense	Army	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	46	52	279	8081274.4054
2012	Defense	Army	N	Sometimes Small Vendor	PDuns-3+	1	0	0	1	1	218	423	1150	21475618.0845
2012	Defense	Army	N	Sometimes Small Vendor	PDuns-3+	1	1	0	0	1	8	12	28	209842.5195
2012	Defense	Army	N	Sometimes Small Vendor	PID	1	0	1	1	1	286	286	9608	3655410838.7686
2012	Defense	Army	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	192	192	3	483700.0000
2012	Defense	Army	S	Always Small Vendor	PDuns-1	1	0	1	1	1	5682	5682	57888	10252357496.1433
2012	Defense	Army	S	Always Small Vendor	PDuns-1	1	1	0	0	1	61	61	197	963764.6376
2012	Defense	Army	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	0	4	4	0	0.0000
2012	Defense	Army	S	Always Small Vendor	PDuns-2	NULL	NULL	0	1	1	8	8	0	0.0000
2012	Defense	Army	S	Always Small Vendor	PDuns-2	1	0	0	0	1	265	273	480	3517454.7685
2012	Defense	Army	S	Always Small Vendor	PDuns-2	1	1	0	1	1	5	5	452	1449366.2141
2012	Defense	Army	S	Always Small Vendor	PDuns-2	1	1	1	1	1	10	11	201	87839488.8533
2012	Defense	Army	S	Always Small Vendor	PID	1	0	0	0	1	7	7	20	179856.8496
2012	Defense	DLA	B	Big Five	PID	1	1	1	1	1	5	5	13922	1096124664.6667
2012	Defense	DLA	J	Large: Big 5 JV	PID	1	0	1	1	1	1	1	604	91108671.7459
2012	Defense	DLA	J	Large: Big 5 JV	PID	1	1	1	1	1	1	1	4	171818.0000
2012	Defense	DLA	M	Medium Vendor	Duns	1	0	0	0	1	1	1	4	26143.5000
2012	Defense	DLA	M	Medium Vendor	PDuns-1	1	0	0	0	0	17	17	28	9125.1796
2012	Defense	DLA	M	Medium Vendor	PDuns-1	1	0	0	1	1	89	89	776	21346109.0346
2012	Defense	DLA	M	Medium Vendor	PDuns-1	1	1	0	0	1	62	62	188	1510826.3053
2012	Defense	DLA	M	Medium Vendor	PDuns-3+	1	0	0	1	1	15	17	68	2142169.7510
2012	Defense	DLA	M	Medium Vendor	PDuns-3+	1	1	0	1	1	3	3	109	3720443.6797
2012	Defense	DLA	M	Medium Vendor	PID	1	0	0	1	1	5	5	12	378659.3316
2012	Defense	DLA	M	Medium Vendor	PID	1	1	0	1	1	1	1	3	3650.0000
2012	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	2	2	4	31879.0000
2012	Defense	DLA	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	111	128	6155	238668704.2236
2012	Defense	DLA	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	213	427	14748	662268423.7141
2012	Defense	DLA	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	230	656	19734	903024739.5883
2012	Defense	DLA	N	Sometimes Small Vendor	PID	1	0	1	1	1	108	108	7961	1335425058.8423
2012	Defense	DLA	N	Sometimes Small Vendor	PID	1	1	1	1	1	131	131	16563	1778651338.5287
2012	Defense	DLA	S	Always Small Vendor	Duns	1	0	0	0	0	1	1	1	-98900.0000
2012	Defense	DLA	S	Always Small Vendor	Duns	1	0	0	1	1	8	8	44	3065119.1430
