fiscal_year,Customer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2006,NASA,U,Unlabeled Vendor,Duns,1,0,1,1,1,1,4,88000.0000
2006,NASA,U,Unlabeled Vendor,Name,1,0,0,1,1,1,2,2400.0000
2006,NASA,U,Unlabeled Vendor,Name,1,0,1,1,1,1,2,165360.0000
2006,Other Agencies,NULL,NULL,PID,NULL,NULL,NULL,NULL,21,21,25844,353164801.9053
2006,Other Agencies,B,Big Five,PID,1,1,1,1,5,5,3521,1602000254.1314
2006,Other Agencies,L,Large Vendor,Duns,1,1,1,1,1,1,18,251880.0000
2006,Other Agencies,L,Large Vendor,PID,1,0,0,0,1,1,1,-10191.7402
2006,Other Agencies,L,Large Vendor,PID,1,0,0,1,4,4,11,40567.9997
2006,Other Agencies,L,Large Vendor,PID,1,0,1,1,8,8,164,934502.0017
2006,Other Agencies,L,Large Vendor,PID,1,1,1,1,170,170,216382,7699658519.9734
2006,Other Agencies,M,Medium Vendor,Duns,NULL,0,0,0,2,2,0,0.0000
2006,Other Agencies,M,Medium Vendor,Duns,NULL,1,1,1,1,1,0,33986420.4063
2006,Other Agencies,M,Medium Vendor,Duns,1,0,0,0,2,2,2,400.0000
2006,Other Agencies,M,Medium Vendor,Duns,1,0,0,1,22,22,28,76121.2498
2006,Other Agencies,M,Medium Vendor,Duns,1,0,1,1,12,12,16,983821.1735
2006,Other Agencies,M,Medium Vendor,Duns,1,1,1,1,20,20,157,21535875.4559
2006,Other Agencies,M,Medium Vendor,PDuns,NULL,0,0,0,197,198,160,347070.2163
2006,Other Agencies,M,Medium Vendor,PDuns,NULL,0,0,1,198,198,264,1501827.9112
2006,Other Agencies,M,Medium Vendor,PDuns,NULL,0,1,1,83,83,32,5945593.2191
2006,Other Agencies,M,Medium Vendor,PDuns,NULL,1,1,1,51,51,8,28528464.0640
2006,Other Agencies,M,Medium Vendor,PDuns,1,0,0,0,1147,1150,2249,1983209.8613
2006,Other Agencies,M,Medium Vendor,PDuns,1,0,0,1,3290,3324,12100,68467836.1369
2006,Other Agencies,M,Medium Vendor,PDuns,1,0,1,1,1928,2039,120549,383338274.5870
2006,Other Agencies,M,Medium Vendor,PDuns,1,1,1,1,1068,1295,456936,4361402309.7387
2006,Other Agencies,M,Medium Vendor,PID,NULL,0,0,1,1,1,2,0.0000
2006,Other Agencies,M,Medium Vendor,PID,NULL,1,1,1,2,2,0,950100.0000
2006,Other Agencies,M,Medium Vendor,PID,1,0,0,1,21,21,43,212645.0913
2006,Other Agencies,M,Medium Vendor,PID,1,0,1,1,38,38,1424,6761312.1365
2006,Other Agencies,M,Medium Vendor,PID,1,1,1,1,141,141,3572,1957504851.3899
2006,Other Agencies,N,Sometimes Small Vendor,Duns,1,0,1,1,4,4,9,449254.5836
2006,Other Agencies,N,Sometimes Small Vendor,Duns,1,1,1,1,9,7,6039,103309703.9020
2006,Other Agencies,N,Sometimes Small Vendor,Name,1,0,0,0,1,1,16,273.4800
2006,Other Agencies,N,Sometimes Small Vendor,Name,1,0,0,1,1,2,12,-470.2700
2006,Other Agencies,N,Sometimes Small Vendor,Name,1,1,1,1,1,1,2,-9.2800
2006,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,0,0,0,10,10,23,26372.2700
2006,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,8,8,47,192035.4399
2006,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,4,4,4,329032.2969
2006,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,1,0,2700000.0000
2006,Other Agencies,N,Sometimes Small Vendor,PDuns,1,0,0,0,285,291,1311,893953.9493
2006,Other Agencies,N,Sometimes Small Vendor,PDuns,1,0,0,1,2803,2971,15638,78853362.6581
2006,Other Agencies,N,Sometimes Small Vendor,PDuns,1,0,1,1,3098,3699,91176,645608521.7331
2006,Other Agencies,N,Sometimes Small Vendor,PDuns,1,1,1,1,2632,5012,610570,6557468758.5831
2006,Other Agencies,N,Sometimes Small Vendor,PID,NULL,1,1,1,1,1,0,1118754.0000
2006,Other Agencies,N,Sometimes Small Vendor,PID,1,0,0,0,1,1,4,3675.0000
2006,Other Agencies,N,Sometimes Small Vendor,PID,1,0,0,1,25,25,182,569614.9775
2006,Other Agencies,N,Sometimes Small Vendor,PID,1,0,1,1,147,147,1722,32423425.9523
2006,Other Agencies,N,Sometimes Small Vendor,PID,1,1,1,1,620,620,51973,6281072098.4161
2006,Other Agencies,S,Always Small Vendor,Duns,NULL,0,0,1,1,1,1,11979.0000
2006,Other Agencies,S,Always Small Vendor,Duns,1,0,0,0,8,8,21,9955.6700
2006,Other Agencies,S,Always Small Vendor,Duns,1,0,0,1,66,66,84,84652.1499
2006,Other Agencies,S,Always Small Vendor,Duns,1,0,1,1,55,55,177,3927910.3789
2006,Other Agencies,S,Always Small Vendor,Duns,1,1,1,1,42,42,230,31005543.7019
2006,Other Agencies,S,Always Small Vendor,Name,1,0,0,0,2,2,6,3680.0000
2006,Other Agencies,S,Always Small Vendor,Name,1,0,0,1,1,1,2,705.6000
2006,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,0,0,2248,2249,791,5871122.1565
2006,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,0,1,1078,1079,1581,9255905.0927
2006,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,1,1,539,539,269,29175792.2371
2006,Other Agencies,S,Always Small Vendor,PDuns,NULL,1,1,1,80,80,15,39550761.5552
2006,Other Agencies,S,Always Small Vendor,PDuns,1,0,0,0,7163,7170,18633,13961990.6243
2006,Other Agencies,S,Always Small Vendor,PDuns,1,0,0,1,20432,20485,80965,317426919.8259
2006,Other Agencies,S,Always Small Vendor,PDuns,1,0,1,1,9390,9446,241798,1299290951.6382
2006,Other Agencies,S,Always Small Vendor,PDuns,1,1,1,1,3651,3682,334032,5030052465.8941
2006,Other Agencies,S,Always Small Vendor,PID,NULL,0,0,0,1,1,0,0.0000
2006,Other Agencies,S,Always Small Vendor,PID,NULL,0,0,1,1,1,3,3766.6299
2006,Other Agencies,S,Always Small Vendor,PID,NULL,1,1,1,1,1,0,2653015.5000
2006,Other Agencies,S,Always Small Vendor,PID,1,0,0,0,5,5,6,3940.0000
2006,Other Agencies,S,Always Small Vendor,PID,1,0,0,1,25,25,78,540930.4182
2006,Other Agencies,S,Always Small Vendor,PID,1,0,1,1,53,53,202,7885633.7760
2006,Other Agencies,S,Always Small Vendor,PID,1,1,1,1,92,92,6515,283075164.1700
2006,Other Agencies,U,Unlabeled Vendor,Duns,1,0,0,0,1,1,2,-264.0000
2006,Other Agencies,U,Unlabeled Vendor,Duns,1,0,0,1,4,1,8,48122.1796
2006,Other Agencies,U,Unlabeled Vendor,Duns,1,0,1,1,1,1,6,249915.7792
2006,Other Agencies,U,Unlabeled Vendor,Duns,1,1,1,1,2,1,4,1183834.3437
2006,Other Agencies,U,Unlabeled Vendor,Name,1,0,0,0,2,3,14,1842.0700
2006,Other Agencies,U,Unlabeled Vendor,Name,1,0,0,1,3,1,6,7997.4000
2006,Other Agencies,U,Unlabeled Vendor,Name,1,0,1,1,2,2,6,40892.0000
2006,Other Agencies,U,Unlabeled Vendor,Name,1,1,1,1,2,1,2,0.0000
2006,State and IAP,NULL,NULL,PID,NULL,NULL,NULL,NULL,9,9,111,13483039.5852
2006,State and IAP,B,Big Five,PID,1,1,1,1,4,4,158,257475056.2924
2006,State and IAP,L,Large Vendor,PID,1,0,1,1,2,2,6,44683.3804
2006,State and IAP,L,Large Vendor,PID,1,1,1,1,102,102,4097,2230664628.4324
2006,State and IAP,M,Medium Vendor,Duns,1,0,1,1,1,1,1,14460.0000
2006,State and IAP,M,Medium Vendor,Duns,1,1,1,1,2,2,6,3127246.0703
2006,State and IAP,M,Medium Vendor,PDuns,NULL,0,0,0,65,65,82,27500.2298
2006,State and IAP,M,Medium Vendor,PDuns,NULL,0,0,1,63,63,120,624223.1681
2006,State and IAP,M,Medium Vendor,PDuns,NULL,0,1,1,18,18,3,870435.5745
2006,State and IAP,M,Medium Vendor,PDuns,NULL,1,1,1,12,12,14,3364842.9611
2006,State and IAP,M,Medium Vendor,PDuns,1,0,0,0,92,92,147,297082.8979
2006,State and IAP,M,Medium Vendor,PDuns,1,0,0,1,475,475,1262,11051312.4191
2006,State and IAP,M,Medium Vendor,PDuns,1,0,1,1,378,379,1131,69866298.2512
2006,State and IAP,M,Medium Vendor,PDuns,1,1,1,1,238,238,1662,470298951.4452
2006,State and IAP,M,Medium Vendor,PID,NULL,0,1,1,1,1,0,752621.3789
2006,State and IAP,M,Medium Vendor,PID,1,0,0,0,1,1,1,1950.0000
2006,State and IAP,M,Medium Vendor,PID,1,0,0,1,2,2,6,36184.1899
2006,State and IAP,M,Medium Vendor,PID,1,0,1,1,7,7,12,178119.1101
2006,State and IAP,M,Medium Vendor,PID,1,1,1,1,61,61,910,1097067029.5423
2006,State and IAP,N,Sometimes Small Vendor,Duns,1,1,1,1,5,4,162225,1000935765.2847
2006,State and IAP,N,Sometimes Small Vendor,PDuns,NULL,0,0,0,3,3,0,0.0000
2006,State and IAP,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,1,0,0.0000
2006,State and IAP,N,Sometimes Small Vendor,PDuns,1,0,0,0,25,27,187,333143.1904
2006,State and IAP,N,Sometimes Small Vendor,PDuns,1,0,0,1,490,493,1576,8459872.1484
2006,State and IAP,N,Sometimes Small Vendor,PDuns,1,0,1,1,563,607,3482,52384486.2500
2006,State and IAP,N,Sometimes Small Vendor,PDuns,1,1,1,1,614,730,4435,484317080.9494
2006,State and IAP,N,Sometimes Small Vendor,PID,1,0,0,1,6,6,12,82304.0987
2006,State and IAP,N,Sometimes Small Vendor,PID,1,0,1,1,27,27,154,4398168.4436
2006,State and IAP,N,Sometimes Small Vendor,PID,1,1,1,1,240,240,5751,2596964826.0309
2006,State and IAP,S,Always Small Vendor,Duns,1,0,1,1,1,1,1,330.0600
2006,State and IAP,S,Always Small Vendor,Duns,1,1,1,1,1,1,1,99953.1563
2006,State and IAP,S,Always Small Vendor,PDuns,NULL,0,0,0,672,672,27,40248.2300
2006,State and IAP,S,Always Small Vendor,PDuns,NULL,0,0,1,44,44,33,361040.3502
2006,State and IAP,S,Always Small Vendor,PDuns,NULL,0,1,1,37,37,5,2566466.9278
2006,State and IAP,S,Always Small Vendor,PDuns,NULL,1,1,1,8,8,3,6671162.0000
2006,State and IAP,S,Always Small Vendor,PDuns,1,0,0,0,192,192,359,413626.6510
2006,State and IAP,S,Always Small Vendor,PDuns,1,0,0,1,963,966,2292,17253963.0651
2006,State and IAP,S,Always Small Vendor,PDuns,1,0,1,1,489,490,1268,42080427.5808
2006,State and IAP,S,Always Small Vendor,PDuns,1,1,1,1,250,251,1581,300025639.5535
2006,State and IAP,S,Always Small Vendor,PID,NULL,0,0,0,2,2,0,0.0000
2006,State and IAP,S,Always Small Vendor,PID,NULL,0,0,1,1,1,0,0.0000
2006,State and IAP,S,Always Small Vendor,PID,1,0,0,1,1,1,4,43329.2408
2006,State and IAP,S,Always Small Vendor,PID,1,0,1,1,2,2,5,788459.3876
2006,State and IAP,S,Always Small Vendor,PID,1,1,1,1,14,14,287,36728566.2787
2006,State and IAP,U,Unlabeled Vendor,Duns,1,0,0,0,11,1,34,86238.2194
2006,State and IAP,U,Unlabeled Vendor,Duns,1,0,0,1,41,1,206,1730910.7576
2006,State and IAP,U,Unlabeled Vendor,Duns,1,0,1,1,3,2,24,1492653.0000
2006,State and IAP,U,Unlabeled Vendor,Name,1,0,0,0,7,1,22,33516.9400
2006,State and IAP,U,Unlabeled Vendor,Name,1,0,0,1,45,1,300,2387778.3966
2006,State and IAP,U,Unlabeled Vendor,Name,1,0,1,1,5,2,32,1296428.9698
2006,State and IAP,U,Unlabeled Vendor,Name,1,1,1,1,2,1,8,82952.0000
2006,VA,NULL,NULL,PID,NULL,NULL,NULL,NULL,12,12,22348,192253345.8437
2006,VA,B,Big Five,PID,1,1,1,1,5,5,418,64026980.8665
2006,VA,L,Large Vendor,PID,1,0,1,1,6,6,86,536010.3905
2006,VA,L,Large Vendor,PID,1,1,1,1,120,120,55845,4555627013.5598
2006,VA,M,Medium Vendor,Duns,1,0,1,1,5,5,9,166275.6691
2006,VA,M,Medium Vendor,Duns,1,1,1,1,4,4,41,3310815.8283
2006,VA,M,Medium Vendor,PDuns,NULL,0,0,0,51,51,0,712.0000
2006,VA,M,Medium Vendor,PDuns,NULL,0,0,1,10,10,0,27993.4296
2006,VA,M,Medium Vendor,PDuns,NULL,0,1,1,75,76,0,2725790.4396
2006,VA,M,Medium Vendor,PDuns,NULL,1,1,1,28,28,0,3374646.8242
2006,VA,M,Medium Vendor,PDuns,1,0,0,0,526,532,3110,1410922.3855
2006,VA,M,Medium Vendor,PDuns,1,0,0,1,780,793,6104,26437751.7535
2006,VA,M,Medium Vendor,PDuns,1,0,1,1,982,1089,6353,199165867.5258
2006,VA,M,Medium Vendor,PDuns,1,1,1,1,387,417,2385,671120391.2894
2006,VA,M,Medium Vendor,PID,NULL,0,0,1,1,1,0,0.0000
2006,VA,M,Medium Vendor,PID,1,0,0,0,1,1,2,734.4200
2006,VA,M,Medium Vendor,PID,1,0,0,1,9,9,20,170330.6394
2006,VA,M,Medium Vendor,PID,1,0,1,1,24,24,68,3854396.1833
2006,VA,M,Medium Vendor,PID,1,1,1,1,40,40,380,64060453.9024
2006,VA,N,Sometimes Small Vendor,Duns,1,1,1,1,3,2,322654,320681139.0397
2006,VA,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,3,3,0,156454.5938
2006,VA,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,4,4,0,0.0000
2006,VA,N,Sometimes Small Vendor,PDuns,1,0,0,0,352,359,8387,2202462.7703
2006,VA,N,Sometimes Small Vendor,PDuns,1,0,0,1,1491,1601,167346,41817772.5264
2006,VA,N,Sometimes Small Vendor,PDuns,1,0,1,1,1646,2024,443569,314953000.0313
2006,VA,N,Sometimes Small Vendor,PDuns,1,1,1,1,1271,2415,909580,1450777708.3565
2006,VA,N,Sometimes Small Vendor,PID,1,0,0,1,7,7,53,82840.5508
2006,VA,N,Sometimes Small Vendor,PID,1,0,1,1,57,57,2108,11032740.0991
2006,VA,N,Sometimes Small Vendor,PID,1,1,1,1,322,322,363890,1085180105.5496
2006,VA,S,Always Small Vendor,Duns,1,0,0,0,1,1,3,498.7500
2006,VA,S,Always Small Vendor,Duns,1,0,0,1,2,2,265,51056.6800
2006,VA,S,Always Small Vendor,Duns,1,0,1,1,14,14,156,388699.7491
2006,VA,S,Always Small Vendor,Duns,1,1,1,1,4,4,14,434108.5669
2006,VA,S,Always Small Vendor,PDuns,NULL,0,0,0,43,43,0,0.0000
2006,VA,S,Always Small Vendor,PDuns,NULL,0,0,1,14,14,5,100410.7204
2006,VA,S,Always Small Vendor,PDuns,NULL,0,1,1,140,140,5,2595634.5293
2006,VA,S,Always Small Vendor,PDuns,NULL,1,1,1,44,44,0,3132540.7619
2006,VA,S,Always Small Vendor,PDuns,1,0,0,0,4805,4810,36913,12772214.4488
2006,VA,S,Always Small Vendor,PDuns,1,0,0,1,4536,4562,173613,90848544.5750
2006,VA,S,Always Small Vendor,PDuns,1,0,1,1,3263,3284,282494,501915541.6598
2006,VA,S,Always Small Vendor,PDuns,1,1,1,1,1182,1191,144094,948706694.0382
2006,VA,S,Always Small Vendor,PID,1,0,0,0,5,5,20,17591.8100
2006,VA,S,Always Small Vendor,PID,1,0,0,1,7,7,83,214031.8365
2006,VA,S,Always Small Vendor,PID,1,0,1,1,19,19,45,2502160.5056
2006,VA,S,Always Small Vendor,PID,1,1,1,1,25,25,277,47286063.3399
2007,NULL,NULL,NULL,PID,NULL,NULL,NULL,NULL,2,2,2,479189.0313
2007,NULL,B,Big Five,PID,1,1,1,1,3,3,23,54357494.0000
2007,NULL,L,Large Vendor,PID,1,1,1,1,7,7,7,493034.4399
2007,NULL,M,Medium Vendor,Duns,NULL,0,1,1,2,2,0,130621.4302
2007,NULL,M,Medium Vendor,Duns,1,0,0,0,1,1,1,0.0000
2007,NULL,M,Medium Vendor,Duns,1,0,1,1,9,9,15,170057.0000
2007,NULL,M,Medium Vendor,Duns,1,1,1,1,4,4,20,2599720.9942
2007,NULL,N,Sometimes Small Vendor,Duns,1,0,1,1,3,3,10,208588.0000
2007,NULL,N,Sometimes Small Vendor,Duns,1,1,1,1,1,1,4,285720.0000
2007,NULL,N,Sometimes Small Vendor,PID,1,1,1,1,8,8,18,5260564.2500
2007,NULL,S,Always Small Vendor,Duns,1,0,0,1,2,2,2,0.0000
2007,NULL,S,Always Small Vendor,Duns,1,0,1,1,10,10,22,521046.0000
2007,NULL,S,Always Small Vendor,Duns,1,1,1,1,4,4,21,935801.0000
2007,Defense,NULL,NULL,PID,NULL,NULL,NULL,NULL,40,40,6569,1862839398.5005
2007,Defense,B,Big Five,PID,1,1,1,1,5,5,70528,101108846987.4937
2007,Defense,J,Large: Big 5 JV,PID,1,1,1,1,7,7,782,2811764419.0851
2007,Defense,L,Large Vendor,Duns,1,1,1,1,1,1,7953,277650106.4179
2007,Defense,L,Large Vendor,PID,NULL,0,1,1,1,1,0,0.0000
2007,Defense,L,Large Vendor,PID,1,0,1,1,9,9,93,3488253.9973
2007,Defense,L,Large Vendor,PID,1,1,1,1,230,230,413306,104055563040.7619
2007,Defense,M,Medium Vendor,Duns,NULL,0,0,1,1,1,0,0.0000
2007,Defense,M,Medium Vendor,Duns,1,0,0,0,2,2,2,-60000.0000
2007,Defense,M,Medium Vendor,Duns,1,0,0,1,12,12,18,43511.5999
2007,Defense,M,Medium Vendor,Duns,1,0,1,1,30,30,138,4298445.5498
2007,Defense,M,Medium Vendor,Duns,1,1,1,1,92,92,1500,163711027.3359
2007,Defense,M,Medium Vendor,PDuns,NULL,0,0,0,145,145,17,10491362.0000
2007,Defense,M,Medium Vendor,PDuns,NULL,0,0,1,31,31,0,0.0000
2007,Defense,M,Medium Vendor,PDuns,NULL,0,1,1,144,144,0,0.0000
2007,Defense,M,Medium Vendor,PDuns,NULL,1,1,1,113,115,80,44045733.0000
2007,Defense,M,Medium Vendor,PDuns,1,0,0,0,884,884,1888,22020438.5176
2007,Defense,M,Medium Vendor,PDuns,1,0,0,1,4897,4921,12092,84750662.8860
2007,Defense,M,Medium Vendor,PDuns,1,0,1,1,3846,3948,25098,788105801.2535
2007,Defense,M,Medium Vendor,PDuns,1,1,1,1,2377,2552,38735,11040925998.6515
2007,Defense,M,Medium Vendor,PID,NULL,1,1,1,2,2,0,0.0000
2007,Defense,M,Medium Vendor,PID,1,0,0,0,1,1,1,-9491.6797
2007,Defense,M,Medium Vendor,PID,1,0,0,1,24,24,63,694279.0000
2007,Defense,M,Medium Vendor,PID,1,0,1,1,54,54,533,15822171.6250
2007,Defense,M,Medium Vendor,PID,1,1,1,1,273,273,15666,14307260899.4204
2007,Defense,N,Sometimes Small Vendor,Duns,1,1,1,1,12,10,76236,7204912733.6378
2007,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,0,3,3,0,0.0000
2007,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,4,4,0,0.0000
2007,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,9,9,0,0.0000
2007,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,15,15,0,0.0000
2007,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,0,181,183,792,357746.8701
2007,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,1,3450,3641,17952,109587418.8761
2007,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,1,4913,6027,104204,1892806439.4114
2007,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,1,4077,7904,263584,24474031038.2343
2007,Defense,N,Sometimes Small Vendor,PID,1,0,0,0,2,2,4,5427.0000
2007,Defense,N,Sometimes Small Vendor,PID,1,0,0,1,19,19,111,932366.0000
2007,Defense,N,Sometimes Small Vendor,PID,1,0,1,1,149,149,3493,95389915.7307
2007,Defense,N,Sometimes Small Vendor,PID,1,1,1,1,772,772,165701,37036295027.0536
2007,Defense,S,Always Small Vendor,Duns,NULL,0,0,0,3,3,0,0.0000
2007,Defense,S,Always Small Vendor,Duns,NULL,1,1,1,1,1,0,0.0000
2007,Defense,S,Always Small Vendor,Duns,1,0,0,0,9,9,15,1985.5200
2007,Defense,S,Always Small Vendor,Duns,1,0,0,1,31,31,122,554224.1692
2007,Defense,S,Always Small Vendor,Duns,1,0,1,1,88,88,471,18107557.2623
2007,Defense,S,Always Small Vendor,Duns,1,1,1,1,156,156,1656,286147744.9552
2007,Defense,S,Always Small Vendor,PDuns,NULL,0,0,0,290,290,112,18803734.7579
2007,Defense,S,Always Small Vendor,PDuns,NULL,0,0,1,84,84,3,15757.0000
2007,Defense,S,Always Small Vendor,PDuns,NULL,0,1,1,550,551,1765,55420354.8404
2007,Defense,S,Always Small Vendor,PDuns,NULL,1,1,1,306,306,131,26478915.2344
2007,Defense,S,Always Small Vendor,PDuns,1,0,0,0,2740,2740,5993,32927274.4963
2007,Defense,S,Always Small Vendor,PDuns,1,0,0,1,24296,24408,66711,517769548.7232
2007,Defense,S,Always Small Vendor,PDuns,1,0,1,1,16320,16457,128225,3553767016.0475
2007,Defense,S,Always Small Vendor,PDuns,1,1,1,1,8323,8538,135975,21808005655.7159
2007,Defense,S,Always Small Vendor,PID,NULL,0,0,0,1,1,0,0.0000
2007,Defense,S,Always Small Vendor,PID,NULL,0,1,1,1,1,0,0.0000
2007,Defense,S,Always Small Vendor,PID,NULL,1,1,1,1,1,0,0.0000
2007,Defense,S,Always Small Vendor,PID,1,0,0,0,7,7,12,13942.5000
2007,Defense,S,Always Small Vendor,PID,1,0,0,1,46,46,187,1129337.1795
2007,Defense,S,Always Small Vendor,PID,1,0,1,1,96,96,647,25055893.7036
2007,Defense,S,Always Small Vendor,PID,1,1,1,1,178,178,6275,1846421725.6398
2007,Defense,U,Unlabeled Vendor,Duns,1,0,0,0,3,1,6,6646.0000
2007,Defense,U,Unlabeled Vendor,Duns,1,0,1,1,2,1,4,203898.0000
2007,Defense,U,Unlabeled Vendor,Duns,1,1,1,1,5,2,40,4513286.0000
2007,Defense,U,Unlabeled Vendor,Name,1,0,0,0,1,1,2,-4158.0000
2007,Defense,U,Unlabeled Vendor,Name,1,0,0,1,1,1,4,-2280.0000
2007,Defense,U,Unlabeled Vendor,Name,1,0,1,1,1,1,4,248866.0000
2007,Defense,U,Unlabeled Vendor,Name,1,1,1,1,3,1,28,2454892.0000
2007,Defense,U,Unlabeled Vendor,PDuns,1,1,1,1,1,11,367,84118947.6245
2007,DHS,NULL,NULL,PID,NULL,NULL,NULL,NULL,14,14,255,31604139.7619
2007,DHS,B,Big Five,PID,1,1,1,1,5,5,1276,854311483.7306
2007,DHS,J,Large: Big 5 JV,PID,1,1,1,1,1,1,120,864422422.0625
2007,DHS,L,Large Vendor,PID,1,0,1,1,4,4,14,413030.0596
2007,DHS,L,Large Vendor,PID,1,1,1,1,137,137,12956,4086944121.8411
2007,DHS,M,Medium Vendor,Duns,NULL,0,0,0,1,1,0,0.0000
2007,DHS,M,Medium Vendor,Duns,NULL,1,1,1,1,1,0,0.0000
2007,DHS,M,Medium Vendor,Duns,1,0,0,1,1,1,1,0.0000
2007,DHS,M,Medium Vendor,Duns,1,0,1,1,8,8,12,433118.4469
2007,DHS,M,Medium Vendor,Duns,1,1,1,1,13,13,209,52260819.6867
2007,DHS,M,Medium Vendor,PDuns,NULL,0,0,0,19,19,6,708472.9125
2007,DHS,M,Medium Vendor,PDuns,NULL,0,0,1,11,11,7,22432.4200
2007,DHS,M,Medium Vendor,PDuns,NULL,0,1,1,13,13,10,1039177.4600
2007,DHS,M,Medium Vendor,PDuns,NULL,1,1,1,12,12,47,21106635.2562
2007,DHS,M,Medium Vendor,PDuns,1,0,0,0,245,246,381,350347.5480
2007,DHS,M,Medium Vendor,PDuns,1,0,0,1,562,569,953,7068229.1996
2007,DHS,M,Medium Vendor,PDuns,1,0,1,1,299,307,768,31534252.1591
2007,DHS,M,Medium Vendor,PDuns,1,1,1,1,221,229,1531,449865621.9037
2007,DHS,M,Medium Vendor,PID,1,0,0,0,2,2,2,4156.8601
2007,DHS,M,Medium Vendor,PID,1,0,0,1,3,3,6,45449.0108
2007,DHS,M,Medium Vendor,PID,1,0,1,1,4,4,11,187419.5203
2007,DHS,M,Medium Vendor,PID,1,1,1,1,49,49,718,572462812.8381
2007,DHS,N,Sometimes Small Vendor,Duns,1,0,0,1,5,1,34,186965.4200
2007,DHS,N,Sometimes Small Vendor,Duns,1,1,1,1,8,7,4636,41283261.7318
2007,DHS,N,Sometimes Small Vendor,Name,1,0,0,0,1,1,16,5983.2600
2007,DHS,N,Sometimes Small Vendor,Name,1,0,0,1,2,1,10,59115.3204
2007,DHS,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,2,2,1,718620.0000
2007,DHS,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,1,0,0.0000
2007,DHS,N,Sometimes Small Vendor,PDuns,1,0,0,0,108,108,407,313918.7695
2007,DHS,N,Sometimes Small Vendor,PDuns,1,0,0,1,736,751,2013,10950822.6778
2007,DHS,N,Sometimes Small Vendor,PDuns,1,0,1,1,1358,1487,6586,108465217.9194
2007,DHS,N,Sometimes Small Vendor,PDuns,1,1,1,1,1488,2045,13751,1072708875.9966
2007,DHS,N,Sometimes Small Vendor,PID,1,0,0,1,9,9,58,174971.3902
2007,DHS,N,Sometimes Small Vendor,PID,1,0,1,1,48,48,190,3053940.0434
2007,DHS,N,Sometimes Small Vendor,PID,1,1,1,1,407,407,9293,2619355795.9115
2007,DHS,S,Always Small Vendor,Duns,NULL,0,0,0,1,1,0,0.0000
2007,DHS,S,Always Small Vendor,Duns,NULL,1,1,1,2,2,0,0.0000
2007,DHS,S,Always Small Vendor,Duns,1,0,0,0,40,2,114,77729.4002
2007,DHS,S,Always Small Vendor,Duns,1,0,0,1,75,7,210,1335505.6699
2007,DHS,S,Always Small Vendor,Duns,1,0,1,1,18,16,77,1923034.5297
2007,DHS,S,Always Small Vendor,Duns,1,1,1,1,19,19,165,21544458.7798
2007,DHS,S,Always Small Vendor,Name,1,0,0,0,3,1,6,1612.5000
2007,DHS,S,Always Small Vendor,Name,1,0,0,1,10,2,26,63521.8200
2007,DHS,S,Always Small Vendor,Name,1,0,1,1,3,2,6,208585.9800
2007,DHS,S,Always Small Vendor,PDuns,NULL,0,0,0,68,68,19,1999.8300
2007,DHS,S,Always Small Vendor,PDuns,NULL,0,0,1,125,125,26,719374.5101
2007,DHS,S,Always Small Vendor,PDuns,NULL,0,1,1,114,114,38,3010846.8731
2007,DHS,S,Always Small Vendor,PDuns,NULL,1,1,1,21,21,10,15627756.8332
2007,DHS,S,Always Small Vendor,PDuns,1,0,0,0,1202,1202,2381,3462803.5470
2007,DHS,S,Always Small Vendor,PDuns,1,0,0,1,3311,3324,6476,40708534.8729
2007,DHS,S,Always Small Vendor,PDuns,1,0,1,1,2126,2131,6943,215547670.6924
2007,DHS,S,Always Small Vendor,PDuns,1,1,1,1,1233,1245,7522,1248355697.7697
2007,DHS,S,Always Small Vendor,PID,NULL,0,0,1,1,1,0,3000.0000
2007,DHS,S,Always Small Vendor,PID,1,0,0,0,4,4,8,10351.0000
2007,DHS,S,Always Small Vendor,PID,1,0,0,1,14,14,28,226936.5103
