fiscal_year	Customer	PlatformPortfolio	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2008	Defense	Facilities and Construction	M	Medium Vendor	PDuns-3+	1	1	0	0	1	7	9	38	271952.8597
2008	Defense	Facilities and Construction	M	Medium Vendor	PDuns-3+	1	1	0	1	1	12	20	145	2109692.3202
2008	Defense	Facilities and Construction	M	Medium Vendor	PDuns-3+	1	1	1	1	1	26	67	949	143746999.4421
2008	Defense	Facilities and Construction	M	Medium Vendor	PID	1	0	0	0	1	3	3	7	23434.0000
2008	Defense	Facilities and Construction	M	Medium Vendor	PID	1	0	0	1	1	31	31	111	7817892.2630
2008	Defense	Facilities and Construction	M	Medium Vendor	PID	1	0	1	1	1	95	95	2189	17174548295.1776
2008	Defense	Facilities and Construction	M	Medium Vendor	PID	1	1	0	0	0	1	1	1	0.0000
2008	Defense	Facilities and Construction	M	Medium Vendor	PID	1	1	0	1	1	4	4	21	171436.2714
2008	Defense	Facilities and Construction	M	Medium Vendor	PID	1	1	1	1	1	53	53	4355	3027616057.7851
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	Duns	1	0	0	0	1	3	3	50	2638629.1504
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	Duns	1	0	0	1	1	5	5	24	616692.6685
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	Duns	1	0	1	1	1	23	24	201	16314180.8663
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	Duns	1	1	0	0	1	1	1	79	521504.5938
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	Duns	1	1	0	1	1	9	9	100	1451491.5446
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	Duns	1	1	1	1	1	18	17	15865	1348622480.7685
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	0	0.0000
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	2	2	0	0.0000
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	36	36	76	45906.1301
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1044	1044	2892	19907983.5133
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1601	1601	11679	248940767.1685
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1298	1298	24743	3551201332.7183
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	0	7	7	30	23291.3100
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	239	239	887	6328262.4535
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	600	600	9299	185879490.2341
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	403	403	14652	1277575538.4360
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	0	4	4	8	4762.3600
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	1	139	146	389	2518965.3980
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	265	305	1632	32764290.5069
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	183	217	3547	464549580.6413
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2	1	1	0	0	0	1	1	1	1182.0000
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2	1	1	0	0	1	26	27	102	700548.9890
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	77	86	1010	20544183.2017
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2	1	1	1	1	1	89	112	3095	248018492.6274
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	1	88	149	300	1814391.6410
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-3+	1	0	0	1	1	237	446	1608	24790665.8099
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	409	891	9586	1418754129.8101
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-3+	1	1	0	0	1	17	31	82	457371.0201
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	110	231	2242	44600296.4737
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	329	1344	22202	2656996767.1669
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	1	0	0	0	1	11	11	21	110637.4600
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	1	0	0	1	1	59	59	617	11171194.9940
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	1	0	1	1	1	280	280	9679	1957422927.8494
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	1	1	0	0	1	2	2	2	31299.3604
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	1	1	0	1	1	20	20	847	12838291.5663
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	1	1	1	1	1	198	198	36034	3750769034.8453
2008	Defense	Facilities and Construction	S	Always Small Vendor	Duns	1	0	0	0	1	3	3	9	64428.2991
2008	Defense	Facilities and Construction	S	Always Small Vendor	Duns	1	0	0	1	1	19	19	122	1099845.7895
2008	Defense	Facilities and Construction	S	Always Small Vendor	Duns	1	0	1	1	1	29	29	213	27504711.6429
2008	Defense	Facilities and Construction	S	Always Small Vendor	Duns	1	1	0	1	1	10	10	36	1191428.9600
2008	Defense	Facilities and Construction	S	Always Small Vendor	Duns	1	1	1	1	1	1	1	1	7675.0000
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	120	120	0	0.0000
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	29	29	0	0.0000
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	146	146	0	0.0000
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	98	98	0	0.0000
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	0	0	0	0	740	740	1129	2302979.3965
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	0	0	0	1	9681	9681	18357	134721983.6182
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	0	0	1	1	6624	6624	29814	891403964.4616
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	0	1	1	1	3687	3687	52985	8413055970.0442
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	1	0	0	0	36	36	65	51087.1999
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	1	0	0	1	199	199	501	3522984.5918
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	1	0	1	1	268	268	1854	47711820.7276
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	1	1	1	1	141	141	2275	312211593.5356
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	0	1	1	0	0.0000
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	NULL	NULL	0	1	1	1	1	0	0.0000
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	0	0	0	0	18	18	36	292314.3700
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	0	0	0	1	281	294	572	4324514.1629
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	0	0	1	1	198	220	1007	31007117.8768
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	0	1	1	1	171	216	3294	551137761.7693
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	1	0	0	0	5	5	6	10474.3099
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	1	0	0	1	10	10	33	219666.2002
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	1	0	1	1	18	24	256	5079151.7427
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	1	1	1	1	10	13	416	24711242.5841
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-3+	1	0	0	0	1	28	37	66	442148.1193
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-3+	1	0	0	1	1	41	57	244	3795494.6664
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-3+	1	0	1	1	1	36	69	1716	473054165.9306
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-3+	1	1	0	1	1	1	1	12	158814.5198
2008	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-3+	1	1	1	1	1	4	6	229	80990523.1800
2008	Defense	Facilities and Construction	S	Always Small Vendor	PID	NULL	NULL	0	0	0	1	1	0	0.0000
2008	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	0	0	0	0	2	2	5	1650.0000
2008	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	0	0	0	1	14	14	23	128580.7500
2008	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	0	0	1	1	31	31	142	3935322.6964
2008	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	0	1	1	1	56	56	1644	359158762.2237
2008	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	1	0	1	1	1	1	1	3300.0000
2008	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	1	1	1	1	5	5	195	43064586.0229
2008	Defense	Facilities and Construction	U	Unlabeled Vendor	Duns	1	1	0	0	0	1	1	2	0.0000
2008	Defense	Facilities and Construction	U	Unlabeled Vendor	Duns	1	1	0	1	1	1	1	0	0.0000
2008	Defense	Facilities and Construction	U	Unlabeled Vendor	Duns	1	1	1	1	1	1	1	36	2132560.0000
2008	Defense	Land Vehicles	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	8	8	46	4270917.2182
2008	Defense	Land Vehicles	B	Big Five	PID	1	1	1	1	1	5	5	3506	10708351916.9414
2008	Defense	Land Vehicles	L	Large Vendor	PID	1	0	1	1	1	13	13	764	5099105894.0911
2008	Defense	Land Vehicles	L	Large Vendor	PID	1	1	0	1	1	2	2	2	17206.5605
2008	Defense	Land Vehicles	L	Large Vendor	PID	1	1	1	1	1	52	52	15372	15760427350.8059
2008	Defense	Land Vehicles	M	Medium Vendor	Duns	1	0	0	0	1	1	1	1	-275834.0000
2008	Defense	Land Vehicles	M	Medium Vendor	Duns	1	0	0	1	1	1	1	3	11158.6400
2008	Defense	Land Vehicles	M	Medium Vendor	Duns	1	0	1	1	1	2	2	2	1168822.0000
2008	Defense	Land Vehicles	M	Medium Vendor	Duns	1	1	1	1	1	2	2	2	7953.2600
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	4	4	0	0.0000
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	5	5	0	0.0000
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	4	4	0	0.0000
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	0	0	0	11	11	15	-7741.1000
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	0	0	1	77	77	104	852441.0591
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	0	1	1	59	59	251	10353031.6105
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	1	1	1	21	21	241	33998327.2877
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	0	0	0	22	22	48	16533.2700
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	0	0	1	97	97	292	1817553.6631
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	0	1	1	123	123	638	13992782.2953
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	1	1	1	69	69	742	138193308.5765
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	NULL	NULL	0	1	1	1	1	0	0.0000
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	1	0	0	0	1	11	11	25	-51013.2708
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	1	0	0	1	1	12	12	45	450548.2274
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	1	0	1	1	1	10	10	56	82843297.9248
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	1	1	0	0	0	1	1	1	2170.2400
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	1	1	0	0	1	12	12	15	208384.5889
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	1	1	0	1	1	26	27	71	4810973.0523
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	1	1	1	1	1	14	14	355	97976332.7383
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-3+	1	0	0	1	1	2	2	2	-320.1600
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-3+	1	0	1	1	1	2	2	2	335.7200
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-3+	1	1	0	0	1	3	3	7	86288.7899
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-3+	1	1	0	1	1	9	18	81	5378660.2970
2008	Defense	Land Vehicles	M	Medium Vendor	PDuns-3+	1	1	1	1	1	5	7	45	979786.7565
2008	Defense	Land Vehicles	M	Medium Vendor	PID	1	0	0	0	1	1	1	1	6751.5000
2008	Defense	Land Vehicles	M	Medium Vendor	PID	1	0	0	1	1	3	3	13	-29737.9900
2008	Defense	Land Vehicles	M	Medium Vendor	PID	1	0	1	1	1	5	5	10	3153032.0000
2008	Defense	Land Vehicles	M	Medium Vendor	PID	1	1	0	1	1	1	1	5	196503.0400
2008	Defense	Land Vehicles	M	Medium Vendor	PID	1	1	1	1	1	4	4	21	6158006.0000
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	Duns	1	0	0	1	1	1	1	8	824331.1475
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	Duns	1	1	0	1	1	1	1	1	195.2400
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	Duns	1	1	1	1	1	4	3	1166	93754158.2844
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	4	4	7	11487.3102
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	144	144	334	2848235.4602
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	408	408	3833	78494425.7519
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	276	276	6921	521685310.6586
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	0	2	2	13	7227.9400
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	23	23	53	487168.7090
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	113	113	924	23068311.9057
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	101	101	1462	109376652.2966
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	1	26	27	82	452392.8099
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	72	78	445	15052061.9636
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	66	73	874	267355819.7343
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2	1	1	0	0	1	1	1	4	21984.1300
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	23	25	231	4353263.6518
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2	1	1	1	1	1	23	26	525	31571836.7693
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	1	14	19	40	243070.2001
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-3+	1	0	0	1	1	62	90	492	10452577.6641
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	120	193	1953	272952950.0780
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-3+	1	1	0	0	1	2	2	2	5300.0000
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	30	50	304	6306449.5591
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	130	320	4120	396182632.4317
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	0	0	1	1	13	13	54	1976903.5068
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	0	1	1	1	71	71	1847	1998135131.6240
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	1	0	1	1	6	6	134	1548783.6799
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	1	1	1	1	55	55	3886	5464351171.0701
2008	Defense	Land Vehicles	S	Always Small Vendor	Duns	1	0	0	1	1	2	2	3	51509.2900
2008	Defense	Land Vehicles	S	Always Small Vendor	Duns	1	0	1	1	1	1	1	1	3939.0000
2008	Defense	Land Vehicles	S	Always Small Vendor	Duns	1	1	1	1	1	2	2	13	2326016.7813
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	8	8	0	0.0000
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	0	0.0000
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	8	8	0	0.0000
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	12	12	0	0.0000
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	0	0	0	0	96	96	154	1611688.9801
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1198	1198	2189	17385932.0970
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1238	1238	7054	190184909.3343
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	0	1	1	1	460	460	4483	627137910.2678
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	1	0	0	0	1	1	1	2482.1399
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	1	0	0	1	15	15	25	157229.5600
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	1	0	1	1	38	38	229	5520209.9746
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	1	1	1	1	21	21	143	22885915.8261
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2	1	0	0	0	0	1	1	1	2509.0000
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2	1	0	0	0	1	61	62	94	695417.3689
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2	1	0	0	1	1	54	58	257	8237714.6318
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2	1	0	1	1	1	26	30	274	67918945.9905
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2	1	1	0	0	1	1	1	1	12394.0000
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2	1	1	0	1	1	3	3	11	201172.0938
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2	1	1	1	1	1	4	4	31	7496233.3606
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-3+	1	0	0	0	1	7	9	17	141663.5703
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-3+	1	0	0	1	1	15	17	76	1255225.8634
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-3+	1	0	1	1	1	6	6	20	2599042.7617
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-3+	1	1	0	1	1	1	1	1	121839.4766
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-3+	1	1	1	1	1	1	1	3	91539.8232
2008	Defense	Land Vehicles	S	Always Small Vendor	PID	1	0	0	0	1	2	2	2	16849.0000
2008	Defense	Land Vehicles	S	Always Small Vendor	PID	1	0	0	1	1	3	3	3	20737.0000
2008	Defense	Land Vehicles	S	Always Small Vendor	PID	1	0	1	1	1	11	11	101	3824622.5856
2008	Defense	Land Vehicles	U	Unlabeled Vendor	Duns	1	1	0	1	1	1	1	0	0.0000
2008	Defense	Missile Defense	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	4	4	213	203336511.9219
2008	Defense	Missile Defense	B	Big Five	PID	1	1	1	1	1	5	5	1962	6842532090.0483
2008	Defense	Missile Defense	L	Large Vendor	PID	1	0	1	1	1	2	2	14	3648116.0000
2008	Defense	Missile Defense	L	Large Vendor	PID	1	1	1	1	1	30	30	1166	418779723.0260
2008	Defense	Missile Defense	M	Medium Vendor	Duns	1	0	1	1	1	1	1	5	4105072.0000
2008	Defense	Missile Defense	M	Medium Vendor	PDuns-1	1	0	0	1	1	4	4	11	776867.0000
2008	Defense	Missile Defense	M	Medium Vendor	PDuns-1	1	0	1	1	1	12	12	45	36476358.3750
2008	Defense	Missile Defense	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	1	2	0.0000
2008	Defense	Missile Defense	M	Medium Vendor	PDuns-1	1	1	1	1	1	3	3	13	3050812.0000
2008	Defense	Missile Defense	M	Medium Vendor	PDuns-2	1	0	0	0	1	1	1	1	0.0000
2008	Defense	Missile Defense	M	Medium Vendor	PDuns-3+	1	0	0	1	1	2	2	3	232838.1000
2008	Defense	Missile Defense	M	Medium Vendor	PDuns-3+	1	0	1	1	1	3	3	26	1643455.7200
2008	Defense	Missile Defense	M	Medium Vendor	PID	1	0	0	1	1	1	1	5	187500.0000
2008	Defense	Missile Defense	M	Medium Vendor	PID	1	0	1	1	1	6	6	82	34468598.2266
2008	Defense	Missile Defense	M	Medium Vendor	PID	1	1	1	1	1	2	2	9	2615621.9141
2008	Defense	Missile Defense	N	Sometimes Small Vendor	Duns	1	0	1	1	1	1	1	1	300000.0000
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	2	2	3	8850.0000
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	23	23	62	2780420.5885
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	62	62	307	104109341.9990
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	3	3	3	148000.5000
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	7	7	41	21188343.3532
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	2	2	2	269224.1875
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	10	10	35	10051459.9600
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-2	1	1	1	1	1	2	2	2	486000.0000
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	1	1	1	1	0.0000
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-3+	1	0	0	1	1	2	2	7	49485.0005
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	21	28	190	90540879.9553
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	3	3	4	89176.3301
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	25	27	96	25585383.2322
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	1	1	0.0000
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PID	1	0	1	1	1	39	39	889	338811322.0680
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PID	1	1	0	1	1	2	2	3	12786.0000
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PID	1	1	1	1	1	16	16	180	361694012.3763
2008	Defense	Missile Defense	S	Always Small Vendor	Duns	1	0	1	1	1	2	2	35	5465367.0000
2008	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	0	0	0	0	4	4	6	2467.0800
2008	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	0	0	0	1	25	25	56	274959.7199
2008	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	0	0	1	1	103	103	230	13261430.2964
2008	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	0	1	1	1	186	186	844	143758057.7956
2008	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	1	1	37218.0000
2008	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	1	1	1	1	3	3	4	-23546.0000
2008	Defense	Missile Defense	S	Always Small Vendor	PDuns-2	1	0	0	1	1	6	6	15	168996.4000
2008	Defense	Missile Defense	S	Always Small Vendor	PDuns-2	1	0	1	1	1	9	9	36	10171608.3150
2008	Defense	Missile Defense	S	Always Small Vendor	PDuns-3+	1	0	1	1	1	3	4	7	1268524.0000
2008	Defense	Missile Defense	S	Always Small Vendor	PID	1	0	0	1	1	2	2	3	71137.9900
2008	Defense	Missile Defense	S	Always Small Vendor	PID	1	0	1	1	1	14	14	184	85574215.2971
2008	Defense	Ordnance and Missiles	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	13	13	196	123647431.8663
2008	Defense	Ordnance and Missiles	B	Big Five	PID	1	1	1	1	1	5	5	4196	10044234789.4128
2008	Defense	Ordnance and Missiles	J	Large: Big 5 JV	PID	1	0	1	1	1	4	4	235	866619481.9011
2008	Defense	Ordnance and Missiles	L	Large Vendor	PID	1	0	1	1	1	9	9	65	98653775.8750
2008	Defense	Ordnance and Missiles	L	Large Vendor	PID	1	1	1	1	1	56	56	2943	3514148517.8494
2008	Defense	Ordnance and Missiles	M	Medium Vendor	Duns	1	1	0	1	1	1	1	2	16757.0000
2008	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	1	1	0	0.0000
2008	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	2	2	0	0.0000
2008	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	2	2	0	0.0000
2008	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	0	0	0	4	4	8	6973.0200
2008	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	0	0	1	21	21	40	460296.4804
2008	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	0	1	1	18	18	38	1842421.7004
2008	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	1	1	1	21	21	112	43782754.8691
2008	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	1	0	0	0	5	5	5	8679.5699
2008	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	1	0	0	1	15	15	28	203856.1793
2008	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	1	0	1	1	19	19	35	1344884.2875
2008	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	1	1	1	1	19	19	74	83376033.3465
2008	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2	1	0	0	0	1	1	1	1	4118.0000
