Fiscal.Year,Unique.Identifier,Deal.Number,Decision,Decision.Date,Effective.Date,Expiration.Date,Brokered,Deal.Cancelled,Country,Program,Policy.Type,Decision.Authority,Primary.Export.Product.NAICS.SIC.code,Product.Description,Term,Primary.Applicant,Primary.Lender,Primary.Exporter,Primary.Exporter.City,Primary.Exporter.State.Code,Primary.Exporter.State.Name,Primary.Borrower,Primary.Source.of.Repayment.(PSOR),Working.Capital.Delegated.Authority,Approved.Declined.Amount,Disbursed.Shipped.Amount,Undisbursed.Exposure.Amount,Outstanding.Exposure.Amount,Small.Business.Authorized.Amount,Woman.Owned.Authorized.Amount,Minority.Owned.Authorized.Amount,Loan.Interest.Rate,Multiyear.Working.Capital.Extension,Primary.Export.Product.NAICS,Primary.Export.Product.SIC,principalnaicscodeText,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,CriticalTech
2015,07088628XAAA06,AP088628XA,Approved,06/18/2015 12:00:00 AM,9/4/2015,04/21/2016 12:00:00 AM,No,No,United States,Working Capital,GCE,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,"Microxact, Inc.","Export-Import Bank Of The United States, The","Microxact, Inc.",Radford,VA,Virginia,"Microxact, Inc.","Microxact, Inc.",Yes,0,52000,0,0,0,0,0,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,07088805XX0001,AP088805XX,Approved,11/10/2014 12:00:00 AM,7/16/2014,06/30/2015 12:00:00 AM,No,No,United States,Working Capital,GCE,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Sabia, Incorporated","Export-Import Bank Of The United States, The","Sabia, Incorporated",San Diego,CA,California,"Sabia, Incorporated","Sabia, Incorporated",Yes,150000,0,0,0,150000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,07088805XXAA02,AP088805XX,Approved,11/10/2014 12:00:00 AM,11/10/2014,06/30/2015 12:00:00 AM,No,No,United States,Working Capital,GCE,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Sabia, Incorporated","Export-Import Bank Of The United States, The","Sabia, Incorporated",San Diego,CA,California,"Sabia, Incorporated","Sabia, Incorporated",Yes,0,100000,0,0,0,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,07088805XXAA03,AP088805XX,Approved,11/10/2014 12:00:00 AM,11/10/2014,06/30/2015 12:00:00 AM,No,No,United States,Working Capital,GCE,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Sabia, Incorporated","Export-Import Bank Of The United States, The","Sabia, Incorporated",San Diego,CA,California,"Sabia, Incorporated","Sabia, Incorporated",Yes,0,100000,0,0,0,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,07088805XXAA04,AP088805XX,Approved,11/10/2014 12:00:00 AM,11/10/2014,06/30/2015 12:00:00 AM,No,No,United States,Working Capital,GCE,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Sabia, Incorporated","Export-Import Bank Of The United States, The","Sabia, Incorporated",San Diego,CA,California,"Sabia, Incorporated","Sabia, Incorporated",Yes,0,75000,0,0,0,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,07088805XXAA05,AP088805XX,Approved,11/10/2014 12:00:00 AM,11/10/2014,06/30/2015 12:00:00 AM,No,No,United States,Working Capital,GCE,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Sabia, Incorporated","Export-Import Bank Of The United States, The","Sabia, Incorporated",San Diego,CA,California,"Sabia, Incorporated","Sabia, Incorporated",Yes,0,25000,0,0,0,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,07088805XXAA06,AP088805XX,Approved,11/10/2014 12:00:00 AM,11/10/2014,06/30/2015 12:00:00 AM,No,No,United States,Working Capital,GCE,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Sabia, Incorporated","Export-Import Bank Of The United States, The","Sabia, Incorporated",San Diego,CA,California,"Sabia, Incorporated","Sabia, Incorporated",Yes,0,100000,0,0,0,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08081100XFAA01,AP081100XF,Approved,05/12/2015 12:00:00 AM,5/12/2015,12/31/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334290,Other Communications Equipment Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,Movius Interactive Corporation,Johns Creek,GA,Georgia,Movius Interactive Corporation,Movius Interactive Corporation,Yes,5400000,5400000,0,0,5400000,0,0,,,334290,,Other Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2015,08082414XHAA01,AP082414XH,Approved,06/30/2015 12:00:00 AM,6/30/2015,06/29/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,M&T Bank,M&T Bank,Patton Electronics Co Inc,Gaithersburg,MD,Maryland,Patton Electronics Co Inc,Patton Electronics Co Inc,Yes,4050000,4050000,0,0,4050000,0,0,,,334210,,Telephone Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2015,08083282XFAA02,AP083282XF,Approved,12/29/2014 12:00:00 AM,12/29/2014,06/20/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,Western Alliance Bank,Western Alliance Bank,"Verimatrix, Inc.",San Diego,CA,California,"Verimatrix, Inc.","Verimatrix, Inc.",Yes,810000,810000,0,0,0,0,0,,,541512,,Computer Systems Design Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,08083763XDAA01,AP083763XD,Approved,11/20/2014 12:00:00 AM,11/20/2014,09/29/2017 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,"PNC Bank, N.A.","PNC Bank, N.A.",Asc Signal Corporation,Plano,TX,Texas,Asc Signal Corporation,Asc Signal Corporation,Yes,4500000,4500000,0,0,4500000,0,0,,,334419,,Other Electronic Component Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2015,08083858XGAA01,AP083858XG,Approved,06/30/2015 12:00:00 AM,6/30/2015,06/23/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Comerica Bank,Comerica Bank,"Telarix, Inc.",Vienna,VA,Virginia,"Telarix, Inc.","Telarix, Inc.",Yes,5400000,5400000,0,0,5400000,0,0,,,511210,,Software Publishers,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,08084108XFAA01,AP084108XF,Approved,06/18/2015 12:00:00 AM,6/18/2015,11/23/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,M&T Bank,M&T Bank,"Ultisat, Inc.",Gaithersburg,MD,Maryland,"Ultisat, Inc.","Ultisat, Inc.",Yes,1350000,1350000,0,0,1350000,0,0,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2015,08084414XEAA01,AP084414XE,Approved,04/28/2015 12:00:00 AM,4/28/2015,04/17/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Qualitylogic, Inc.",Simi Valley,CA,California,"Qualitylogic, Inc.","Qualitylogic, Inc.",Yes,540000,540000,0,0,540000,0,0,,,541511,,Custom Computer Programming Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,08084514XEAA02,AP084514XE,Approved,01/12/2015 12:00:00 AM,1/12/2015,12/22/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Coventor, Inc.",Cary,NC,North Carolina,"Coventor, Inc.","Coventor, Inc.",Yes,855000,855000,0,0,855000,0,0,,,541512,,Computer Systems Design Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,08085078XCAA01,AP085078XC,Approved,03/18/2015 12:00:00 AM,3/18/2015,11/30/2017 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Wells Fargo Bank, N.a.","Wells Fargo Bank, N.a.",Scientific Protein Laboratories Llc,Waunakee,WI,Wisconsin,Scientific Protein Laboratories Llc,Scientific Protein Laboratories Llc,Yes,22500000,22500000,0,0,0,0,0,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2015,08085193XDAA01,AP085193XD,Approved,05/29/2015 12:00:00 AM,5/29/2015,04/27/2017 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,Xirrus,Thousand Oaks,CA,California,Xirrus,Xirrus,Yes,2250000,2250000,0,0,2250000,0,0,,,334210,,Telephone Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2015,08085303XEAA01,AP085303XE,Approved,06/30/2015 12:00:00 AM,6/30/2015,06/26/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Ineoquest Technologies, Inc.",Mansfield,MA,Massachusetts,"Ineoquest Technologies, Inc.","Ineoquest Technologies, Inc.",Yes,2250000,2250000,0,0,2250000,0,0,,,334515,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08085719XDAA01,AP085719XD,Approved,06/29/2015 12:00:00 AM,6/29/2015,05/27/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"ZB, National Association","ZB, National Association",Daily Instruments Corporation,Houston,TX,Texas,Daily Instruments Corporation,Daily Instruments Corporation,Yes,886500,886500,0,0,886500,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08085868XBAA02,AP085868XB,Approved,12/30/2014 12:00:00 AM,12/30/2014,05/15/2017 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,Comerica Incorporated,Comerica Bank,Continental Electronics Corporation,Dallas,TX,Texas,Continental Electronics Corporation,Continental Electronics Corporation,Yes,9000000,9000000,0,0,9000000,0,0,,,334210,,Telephone Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2015,08086810XBAA01,AP086810XB,Approved,04/15/2015 12:00:00 AM,4/15/2015,03/29/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,Airbiquity Inc.,Seattle,WA,Washington,Airbiquity Inc.,Airbiquity Inc.,Yes,3600000,3600000,0,0,3600000,0,0,,,511210,,Software Publishers,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,08087055XCAA01,AP087055XC,Approved,01/26/2015 12:00:00 AM,1/26/2015,03/31/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,"NetBoss Technologies, Inc.",Sebastian,FL,Florida,"NetBoss Technologies, Inc.","NetBoss Technologies, Inc.",Yes,900000,900000,0,0,900000,0,0,,,511210,,Software Publishers,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,08087056XCAA01,AP087056XC,Approved,06/30/2015 12:00:00 AM,6/30/2015,08/10/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Western Alliance Bank,Western Alliance Bank,Lucas/Signatone Corporation,Gilroy,CA,California,Lucas/Signatone Corporation,Lucas/Signatone Corporation,Yes,720000,720000,0,0,720000,0,720000,,,334515,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08087123XCAA01,AP087123XC,Approved,04/02/2015 12:00:00 AM,4/2/2015,03/14/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,Regions Bank,Regions Bank,Xante Corporation,Mobile,AL,Alabama,Xante Corporation,Xante Corporation,Yes,2250000,2250000,0,0,2250000,0,0,,,334118,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,08087320XCAA01,AP087320XC,Approved,06/30/2015 12:00:00 AM,6/30/2015,06/29/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System",Short Term,M&T Bank,M&T Bank,"Seakeeper, Inc.",California,MD,Maryland,"Seakeeper, Inc.","Seakeeper, Inc.",Yes,1710000,1710000,0,0,1710000,0,0,,,334511,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",TRUE,,,,,,,,,,,,,,,,,,SensorCyber
2015,08087339XBAA01,AP087339XB,Approved,11/17/2014 12:00:00 AM,11/17/2014,04/01/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,Gbc International Bank,Gbc International Bank,Beecube Inc.,Fremont,CA,California,Beecube Inc.,Beecube Inc.,Yes,1350000,1350000,0,0,1350000,0,0,,,541511,,Custom Computer Programming Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,08087979XAAA01,AP087979XA,Approved,05/08/2015 12:00:00 AM,5/8/2015,03/28/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325411,Medicinal and Botanical Manufacturing,Short Term,"PNC Bank, N.A.","PNC Bank, N.A.","Pfanstiehl, Inc",Waukegan,IL,Illinois,"Pfanstiehl, Inc","Pfanstiehl, Inc",Yes,5400000,5400000,0,0,5400000,0,0,,,325411,,Medicinal and Botanical Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2015,08088152XAAA01,AP088152XA,Approved,06/24/2015 12:00:00 AM,6/24/2015,06/30/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Short Term,Comerica Bank,Comerica Bank,"Clarity Medical Systems, Inc.",Pleasanton,CA,California,"Clarity Medical Systems, Inc.","Clarity Medical Systems, Inc.",Yes,2700000,2700000,0,0,2700000,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08088153XBAA01,AP088153XB,Approved,06/29/2015 12:00:00 AM,6/29/2015,06/18/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,Comerica Bank,Comerica Bank,Skybox Security Inc,San Jose,CA,California,Skybox Security Inc,Skybox Security Inc,Yes,900000,900000,0,0,900000,0,0,,,541511,,Custom Computer Programming Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,08088381XAAA01,AP088381XA,Approved,06/18/2015 12:00:00 AM,6/18/2015,11/23/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,M&T Bank,M&T Bank,"Ultisat, Inc.",Gaithersburg,MD,Maryland,"Ultisat, Inc.","Ultisat, Inc.",Yes,3150000,3150000,0,0,3150000,0,0,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2015,08088541XAAA01,AP088541XA,Approved,04/01/2015 12:00:00 AM,4/1/2015,03/11/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541519,Other Computer Related Services,Short Term,Compass Bank,Compass Bank,"Lumina Geophysical, L.L.C.",Houston,TX,Texas,"Lumina Geophysical, L.L.C.","Lumina Geophysical, L.L.C.",Yes,675000,675000,0,0,675000,0,675000,,,541519,,Other Computer Related Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,08088662XXAA02,AP088662XX,Approved,10/08/2014 12:00:00 AM,10/8/2014,04/01/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Comerica Bank,Comerica Bank,"Etm Electromatic, Inc",Newark,CA,California,"Etm Electromatic, Inc","Etm Electromatic, Inc",Yes,2250000,2250000,0,0,2250000,0,0,,,334515,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08088757XXAA02,AP088757XX,Approved,04/01/2015 12:00:00 AM,4/1/2015,03/27/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334111,Electronic Computer Manufacturing,Short Term,Western Alliance Bank,Western Alliance Bank,"Socket Mobile, Inc.",Newark,CA,California,"Socket Mobile, Inc.","Socket Mobile, Inc.",Yes,900000,900000,0,0,900000,0,0,,,334111,,Electronic Computer Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,08088798XAAA01,AP088798XA,Approved,05/11/2015 12:00:00 AM,5/11/2015,11/30/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334517,Irradiation Apparatus Manufacturing,Short Term,"Citibank, N.A.","Citibank, N.A.",Astrophysics Inc,Walnut,CA,California,Astrophysics Inc,Astrophysics Inc,Yes,4500000,4500000,0,0,4500000,0,0,,,334517,,Irradiation Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08088820XAAA01,AP088820XA,Approved,04/22/2015 12:00:00 AM,4/22/2015,03/09/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Incontext Solutions, Inc.",Chicago,IL,Illinois,"Incontext Solutions, Inc.","Incontext Solutions, Inc.",Yes,450000,450000,0,0,450000,0,0,,,541511,,Custom Computer Programming Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,08088918XXAA01,AP088918XX,Approved,10/28/2014 12:00:00 AM,10/28/2014,07/31/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Zimbra, Inc.",Frisco,TX,Texas,"Zimbra, Inc.","Zimbra, Inc.",Yes,2700000,2700000,0,0,0,0,0,,,511210,,Software Publishers,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,08088953XXAA01,AP088953XX,Approved,04/20/2015 12:00:00 AM,4/20/2015,05/01/2016 12:00:00 AM,No,Yes,United States,Working Capital,,Board,541690,Other Scientific and Technical Consulting Services,Short Term,Key Bank National Association,Key Bank National Association,"Accelerant Technologies, Llc",Genoa,OH,Ohio,"Accelerant Technologies, Llc","Accelerant Technologies, Llc",,0,0,0,0,0,0,0,,,541690,,Other Scientific and Technical Consulting Services,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08088974XXAA01,AP088974XX,Approved,04/20/2015 12:00:00 AM,4/20/2015,05/31/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541690,Other Scientific and Technical Consulting Services,Short Term,"Provident Bank, The","Provident Bank, The","Boyle Energy Services & Technology, Inc.",Merrimack,NH,New Hampshire,"Boyle Energy Services & Technology, Inc.","Boyle Energy Services & Technology, Inc.",Yes,7200000,7200000,0,0,0,0,0,,,541690,,Other Scientific and Technical Consulting Services,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08088995XXAA01,AP088995XX,Approved,04/07/2015 12:00:00 AM,4/7/2015,03/30/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,Western Alliance Bank,Western Alliance Bank,"Promex Industries, Inc.",Santa Clara,CA,California,"Promex Industries, Inc.","Promex Industries, Inc.",Yes,450000,450000,0,0,450000,0,0,,,334413,,Semiconductor and Related Device Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2015,08089030XXAA01,AP089030XX,Approved,06/19/2015 12:00:00 AM,6/19/2015,06/09/2017 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Western Alliance Bank,Western Alliance Bank,Terrago Technologies Inc,Sterling,VA,Virginia,Terrago Technologies Inc,Terrago Technologies Inc,Yes,675000,675000,0,0,675000,0,0,,,511210,,Software Publishers,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,08089037XXAA01,AP089037XX,Approved,06/30/2015 12:00:00 AM,6/30/2015,04/24/2017 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,"Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A.","Hysitron, Inc.",Eden Prairie,MN,Minnesota,"Hysitron, Inc.","Hysitron, Inc.",Yes,1800000,1800000,0,0,1800000,0,0,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08089045XXAA01,AP089045XX,Approved,06/30/2015 12:00:00 AM,6/30/2015,06/25/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541712,"Research and Development in the Physical, Engineering, and Life Sciences (e",Short Term,"MB Financial Bank, N.A.","MB Financial Bank, N.A.","Bridge To Life, Ltd",Columbia,SC,South Carolina,"Bridge To Life, Ltd","Bridge To Life, Ltd",Yes,895500,895500,0,0,895500,0,0,,,541712,,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08575965XXAA02,575965,Approved,12/10/2014 12:00:00 AM,3/14/2014,06/15/2015 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,"General Electric International Operations Company, Inc.",Cincinnati,OH,Ohio,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,7805,7805,0,0,0,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08583475XXAA02,583475,Approved,02/03/2015 12:00:00 AM,7/16/2014,01/31/2016 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,EKPAC China Inc.,Washington,DC,District of Columbia,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,81832,81832,0,0,0,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08598576XXAA02,598576,Approved,02/06/2015 12:00:00 AM,2/6/2015,01/31/2016 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,Inter-finsmart Usa Inc.,Newport Beach,CA,California,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,379100,379100,0,0,0,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08610889XXAA01,610889,Approved,03/18/2015 12:00:00 AM,7/27/2015,08/31/2016 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System",Medium Term,"Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A.",Trimble Navigation Ltd,Sunnyvale,CA,California,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,4763351,4763351,0,176420.4,0,0,0,,,334511,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",TRUE,,,,,,,,,,,,,,,,,,SensorCyber
2015,08610889XXAA02,610889,Approved,03/18/2015 12:00:00 AM,7/27/2015,08/31/2016 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System",Medium Term,"Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A.",Trimble Navigation Ltd,Sunnyvale,CA,California,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,898993,898993,0,33296.03,0,0,0,,,334511,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",TRUE,,,,,,,,,,,,,,,,,,SensorCyber
2015,08610981XXAA01,610981,Approved,04/28/2015 12:00:00 AM,7/27/2015,12/31/2016 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,EKPAC China Inc.,Washington,DC,District of Columbia,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,4505833,4505833,0,346602.53,0,0,4505833,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08616249XXAA01,616249,Approved,04/08/2015 12:00:00 AM,5/27/2015,12/31/2016 12:00:00 AM,No,No,Jamaica,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"GE Capital EFS Financing, Inc.","GE Capital EFS Financing, Inc.",General Electric Healthcare,Waukesha,WI,Wisconsin,X-ray And Diagnostic Ultrasound Consultants Limited,X-ray And Diagnostic Ultrasound Consultants Limited,,1371283,1371283,0,123063.85,0,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08617637XXAA01,617637,Approved,04/16/2015 12:00:00 AM,6/23/2015,04/25/2016 12:00:00 AM,No,No,Mexico,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,Drake Finance Group,Drake Finance Group,Analogic Corporation,Peabody,MA,Massachusetts,"Ultramedixi, S.A. de C.V.","Ultramedixi, S.A. de C.V.",,786658,342265.7,0,0,786658,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
