"PlatformPortfolio","Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Missile Defense","BMDS",1357,,,,,19712653,64801277,75154192,51965181,28427392,20047800.6874,12694257,-161855.1602,-214481.3899,,54848,,,70000,773936.0626,721167.3027,821280.672,2489314.0381,4821245.9248,3755638.8681
"Missile Defense","BMTC",69,,,,,,,,,,,,8336,,,,,,,,,,,,
"Missile Defense","COBRA DANE",1737,5902229,2992526,1728594,,,,,,,,,,,,,,,,,,,,,
"Missile Defense","COBRA JUDY REPLACEMENT",1359,,,,,5133871,,,,,,,,,,,,,,,,,,,
"Missile Defense","DEFENSE SUPPORT PROGRAM",1735,18517753,25946887,-6019573,7908475,,,,,357765.25,,,,,,,,,,,,,,,
"Missile Defense","IAMD",2032,,,,,,,,,,,,,,,,6493234,169300742,16482295,51235762,11737295,72755206.5625,18420217,15347492.2188,3489607.6875
"Missile Defense","IMPROVED RADAR SIMULATOR",1681,-75414,,39851,,,,,,,,,,,,,,,,,,,,,
"Missile Defense","JLENS",1366,,,,,,,,4704180,1359874,0,,,,,,,,,,,,,,
"Missile Defense","MISSILE DEFENSE AGENCY SU",1912,19263806,4575963,3112575,9877928,71372126,80178356,90392310,25980729.8594,13771111.75,11608568.5296,10338635.1301,3131740.7734,11538777,6766636.23,2331087.4,5277562.4204,2610484.1944,20765.3496,2342964.0312,2711888.1016,2719584.9102,2505819,2592185,209067
"Missile Defense","NMD",1877,,,,,,,1227471,3680824.75,586352,1203392.875,2622684.9688,6048080.6875,2183671.75,696796.86,,,,,,,,,,
"Missile Defense","NTW",674,,,,,,,,,,,,11631574.8799,712515.0875,-568.97,,,,,,,,,,
"Missile Defense","OTH-B RADAR",638,,,,,,,,,646130.9199,6257.4302,,8825000,-69217,896699,2208844,415024,-61145.1602,0,,,,,,
"Missile Defense","PATRIOT",7,,,,,,,,,,,,,,866040,0,0,,,,,,,,
"Missile Defense","PATRIOT PAC-3",44,,,,,,,,,,,,153830.3984,477976.0156,160045.15,163246.05,166510.9688,42460.3008,,,,,,,
"Missile Defense","PATRIOT/MEADS",1819,,,,,,,,,,,,,,,,,488929.4688,,,,,,,
"Missile Defense","SM-6",1383,,,,,,,,,,,,,,,,,78755.6814,56528.4504,29650.4,,,,,
"Ordnance and Missiles","439",2041,,,,,,,,,,,,,,,,46911631.4299,67351159,94073479,234940046,306256966.8501,98946021.1075,605420071.3381,360968442.0235,413635490.9375
"Ordnance and Missiles","ADM-20 QUAIL",1527,,35470,2009770,-41400,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AGM-129/A ADV CRUISE MISS",1553,-693524,5785722,7519060,12919471,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AGM-65 MAVERICK",1530,50676,150000,415736,39811929,,,,,,,,151760,,,,,,,,,,,,
"Ordnance and Missiles","AGM-69 SRAM(SHT RG ATTK M",1531,43540947,,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AGM-88 HARM",859,,,,1231084,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AGM-88E AARGM",1362,,,,,,26492,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AIM-9 SIDEWINDER",1913,7198483,22982261,25872980,22254214,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","AIM-9X",1842,,,,,520672,,,,,,,0,0,,,,,,,,,,,
"Ordnance and Missiles","ALAM",1330,,,,,,,118253,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","ALCM",12,,,,,,,,3025522,1355607.6563,77692,0,794401,779492.8,3998926.03,8577391.02,-22533.1297,-40955,90824.75,,0,,,,
"Ordnance and Missiles","AMRAAM",81,227158719,265222633,371688688,188449669,186159216,255100461,347472459.2969,230606014.3621,581567515.0464,962381659.9123,748428572.9377,662723704.4264,654626478.19,625044233.64,243596966.58,1144772118.1946,875497924.5194,177770491.9688,1339765634.5811,252389239.457,1013621442.1734,1379120590.5593,1189113499.5687,86900526.8785
"Ordnance and Missiles","AMRAAM (NAVY)",80,,,,,731000,6447642,122490,279861910,0,,,60190,217768.4844,-24294,8940,9074,,,,,,,,
"Ordnance and Missiles","BGM-109 TOMAHAWK",865,,40000,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","CHCS II",1958,,,,,,,6820311,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","CMM",1980,,,,,,,,,,,,,80600,,3000,,,,,,,,,
"Ordnance and Missiles","CX-2",1408,,,,88000,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","DEF MET SAT PROGRAM (DMSP",1746,49054138,44848106,12317606,8034005,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","GAU-5 MACHINE GUN",1587,,162674,125322,350325,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","GBU-15",1597,1475272,,-267775,581194,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","GMLRS",667,,,,,-107683,,,,94084.6797,,,,,,,,278851,0,,,,,,
"Ordnance and Missiles","GPU-5A 3UMM POD",1586,,,304586,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","HARM (AIR FORCE)",30,,,,,,,,5421866.1226,,,674511.6181,214029.4045,,,,,,,,,,,,
"Ordnance and Missiles","IMPULSE ARD-863-1",1595,,,,1310383,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","JASSM",1832,,,,,110585151,145884790,197420097,157688136.5727,165634907.5578,50854899.9823,165637274.8906,251704226.4336,262577537.377,86460549.83,522560642.44,85471043.4325,835192646.3534,655325685.9922,162665275.9948,775660297.5598,1305711809.0403,1082183777.951,987109855.5704,100755073.3725
"Ordnance and Missiles","JDAM",1808,,,,,41684243,679759954,326440130,390699735.7399,249773364.0167,235890443.1249,373074909.2515,254757283.7775,311799436.4683,320754307.67,33443990.79,266839577.5035,879054166.5156,857339875.4366,1271545483.0066,971040739.8897,37152918.5418,436390085.3559,284115826.3865,391022049.3646
"Ordnance and Missiles","JOINT COMMON MISSILE",1364,,,,,32591967,66779608,55743474,5041500,438000,549946.1186,4782617.0403,2330250.1292,145307.0332,5281.52,5685.7,,-34329.5195,,,,,,,
"Ordnance and Missiles","JSOW",1862,,,,,,,,,87673,4460,,,,,,,,,,,,,,
"Ordnance and Missiles","LASER HELLFIRE",9,,,,,,,,,0,,,,,,,,,,,,,,,
"Ordnance and Missiles","LGM-30 MINUTEMAN",1532,71784319,70635274,70783366,89224607,,,,,,2962.0601,,-132233.9063,,,,,,,,,,,,
"Ordnance and Missiles","LOADER A/C 40K",1568,261866,,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","LONGBOW HELLFIRE",1824,,,,,39915,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","MAVERICK (IR)",35,,,,,,,,,993735,77439608,40669.5,,64344,1518981.13,288714,-4411.2202,,,,,,,,
"Ordnance and Missiles","MAVERICK (LASER)",1309,,,,,,,,11026982.7832,7248594.9942,,3199999.5,1555975.625,0,,,,,,,,,,,
"Ordnance and Missiles","MAVERICK (TV)",1321,,,,,,,,45599824,,,,,,,,,,,,,,,,
"Ordnance and Missiles","MINUTEMAN II",1355,,,,,,,,364771.6031,0,,,51578.5399,440586.7899,2960852.51,2944401.08,0,,,,,,,1522835.625,4500000
"Ordnance and Missiles","MINUTEMAN III",1795,,,,,,,0,71186168.1617,64591622.5176,81823639.1902,44783229.839,83630709.8862,107763392.7407,187226152.9917,303659359.9503,187161131.9263,160369675.8789,147654145.8146,177778184.3252,175695520.2709,201707172.3695,205234765.1719,209830156.1856,144754772.7969
"Ordnance and Missiles","MINUTEMAN III GRP",1311,,569969,35565762,3492574,37660870,-1960000,,2592662.0781,88512389.796,43059481.75,50015798.3146,90918366.0388,47091177.8172,7773652.87,7028983.11,420027.22,6314475,775500,0,-99416.7813,,,,
"Ordnance and Missiles","MINUTEMAN III PRP",657,,,,,11012342,445311325.7969,27293048,4937278.1094,11619632.7295,18619317.3379,7785913.3799,4425017.0698,1711825,316466,369705,99191,,,,,,,,
"Ordnance and Missiles","MK-82 500 LB",1592,,,,3897778,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","MLRS",28,,,,,,,,,,,64316.6406,2208.1899,,,,,,,,,,,,
"Ordnance and Missiles","MQ-9 Reaper",1805,,,,,,,,,,,,,,,,,,,8550480.75,20692390.4375,11429148.875,16549419.8125,4804787.3594,1232883.3672
"Ordnance and Missiles","MX-MISSILE",1538,-38490,,-152380,189814,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","Massive Ordnance Penetrator (MOP)",2243,,,,,,,,,,,,,,,,,,,,7901555.1563,25733235.1445,6898517,8007670,94340
"Ordnance and Missiles","PEACEKEEPER",636,,,,,,,,,,,,,7087.05,,,,,,,,,,,
"Ordnance and Missiles","PEACEKEEPER MISSILE",1547,-91423637,8907144,66255,-366495,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","PERSHING II",8,,,,,,,,799992,0,,,,,,,,,,,,,,,
"Ordnance and Missiles","RIM-66 STANDARD MISSILE (",1914,,,,184731,78202,,,,,,,114020.8194,64483.5586,234326.96,,,45377.9219,26651.1602,,,,,,
"Ordnance and Missiles","SDB",1351,,,,,1237285,22910490,76629652,208599808.0714,261017166.9238,249109764.982,218043975.4427,321928401.1688,178296122.1098,161504764.865,113245513.7819,45137966.6215,31545997.8735,18291827.875,22622531.3283,10371091.4414,2504064.875,3335935.6778,11510968,5e+06
"Ordnance and Missiles","SIDEWINDER (AIM-9L) (AF)",42,,,,,,,,,,4152,33000,54178.8398,0,,,,,,,,,,,
"Ordnance and Missiles","SIDWINGER (AIM-9M) (AF)",59,,,,,,,,201702,,,2516945.1984,0,,,,,,,,,,,,
"Ordnance and Missiles","SMALL ICBM",673,,,,,,,,,5526,0,,,110150.23,,,,,,,,,,,
"Ordnance and Missiles","SPARROW (AIM-7M) (N)",43,,,,,,,,50000,19282,,,,,,,,,,,,,,,
"Ordnance and Missiles","STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,,,4519079,0,3890053,-113978
"Ordnance and Missiles","TACIT RAINBOW (JGL)",1821,,,,,,,95625,,,-2798,,,,,,,,,,,,,,
"Ordnance and Missiles","TOW 2",647,,,,,,,,,100396,,,,,,,,,,,,,,,
"Ordnance and Missiles","TRIDENT II MISSILE",74,,,,,,,,,,,,,,,,156094,,,,,,,,
"Ordnance and Missiles","UGM-96 TRIDENT",1918,,-114784,,,,,,,,,,-73158,,,,,,,,,,,,
"Ordnance and Missiles","UUM-44 SUBROC",837,,,674590,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","ZAGM-86",1536,25890813,16301430,2446549,4002072,,,,,,0,,,,,,,,,,,,,,
"Ordnance and Missiles",,,1991790463,2006920485,3217813541,3067755687.1094,3097376903,1952645526.3985,2158036448.8438,3198303691.1847,1701656818.0881,1600869647.8784,1853016157.4596,1491111254.2453,1684720571.4184,1700535439.9125,1254021056.5599,1119893579.0545,1781228265.1135,1326729600.7416,2446666618.9735,2206356123.7125,2852762365.7344,1900137001.0133,1790090911.7393,1365707538.5132
"Other Products","AIR CARGO MATERIALS HAND",1757,,,,524550,,,,,,,,,,,,,,,,,,,,
"Other Products","ATS",2058,,,,,,,,,58366,,,,,,,,,,,,,,,
"Other Products","BSM ENERGY",1962,,,,,,,,6742,,,,,,,,,,,,,,,,
"Other Products","CHCS II",1958,,,,,3527,,,,,,,,,,,,,,,,,,,
"Other Products","DEAMS Inc 1",2101,,,,,,,,,,,,,,,,,,,,,,714345.625,,
"Other Products","Department of Defense Healthcare Management System Modernization (DHMSM)",2237,,,,,,,,,,,,,,,,,,,,,61639.3281,,-28217.1699,
"Other Products","ICBM FUZE MOD",2238,,,,,,,,,,,,,,,,,,,,,5556,,,
"Other Products","ILS-S",1973,,,,,,,,,,,8625,,,,,,,,,,,,,
"Other Products","MODERNIZATION",1778,43518,,,,,,,,,,,,,,,,,,,,,,,
"Other Products","SPS",1961,,,,,,,,,,,12500,14019,26037.9902,,,,,,,,,,,
"Other Products","STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,,,139759.4004,157400.1524,46356.5,
"Other Products","ZBL",2015,,,,,,,,,,,,,,,,,,,84461,,,,,
"Other Products",,,934318577,1229718881,1613606872,255731832.2,965000083.1391,491944855.9602,432108874.0595,341190644.9397,407460092.1065,479236674.7835,333319969.7275,379772044.4437,222538000.0738,210614199.3949,230213218.6151,222216341.3382,324146923.1634,289789774.7107,312794188.3838,318310661.2567,590787500.6527,1463283830.7949,748274123.0221,119969738.3699
"Other R&D and Knowledge Based","439",2041,,,,,,,,,,,,,,,,,,,237302,-63598,132838.0898,73586.1484,75491.6016,-101622.7969
"Other R&D and Knowledge Based","474",2047,,,,,,,,,,,,,,,,,,,90000,,,,,
"Other R&D and Knowledge Based","479",2048,,,,,,,,,,,,,,,,881472.8,,,,,,,,
"Other R&D and Knowledge Based","586",2249,,,,,,,,,,,,,,,,,,,,,,59702802.75,91090785.6719,271492142.375
"Other R&D and Knowledge Based","ABMS",2255,,,,,,,,,,,,,,,,,,,,2192734,2542872.8906,2207853,23402825,43064717.5
"Other R&D and Knowledge Based","AEC",1890,,,4e+05,279980,,,,,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","AF INT COM CTRL SYS",1728,,27528836,127260090,,20000,,,,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","ARE",1907,,,1345294,2063387,31659,,,,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","ATS",2058,,,,,,,,,0,,,276291,,,,,,,,,,,,
"Other R&D and Knowledge Based","AUJ",2059,,1999623,6930000,9540749,2214429,3384630,3625659,,5153691.5,0,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","Air Force Integrated Personnel and Pay System Increment 1 (AFIPPS Inc 1)",2253,,,,,,,,,,,,,,,,,,,,8914.3701,,,,
"Other R&D and Knowledge Based","BJL",2061,,,,2068257,1880975,2129505,3267404.1992,379189,,,,,0,,,,0,,,,,,,
"Other R&D and Knowledge Based","CBDP",1344,544497,1215433,,,,-51430,,,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","CMU",1814,,,,,,,,,,7272473.7334,9828182.8828,2130739.2695,10029796.5703,9300969.59,7098223.91,,,,,,,,,
"Other R&D and Knowledge Based","DEAMS",1996,,,,,,,,,,,,,1627784.875,1750567.2032,,,,,,,,,,
"Other R&D and Knowledge Based","DEAMS Inc 1",2101,,,,,,,,,,,,,,,,,,,,,932265,,,
"Other R&D and Knowledge Based","DMS",1960,,,,,-4849,,117260,6524.1502,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","DPPS",1950,,,,,,,,,,,,257414.4063,257414.4063,0,-42902.4,,,,,,,,,
"Other R&D and Knowledge Based","Department of Defense Healthcare Management System Modernization (DHMSM)",2237,,,,,,,,,,,,,,,,,,,,,,30009.5996,183915,
"Other R&D and Knowledge Based","FCA",79,,,,,,,,,,,0,,,,-28573.08,,,,,,,,,
"Other R&D and Knowledge Based","GBSD",2187,,,,,,,,,,,,,,,,,,,,,,1090125576.75,2028271250,2640754000
"Other R&D and Knowledge Based","GTN-21",1985,,,,,,,,,3202861,544643,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","GYZ",2096,,,60000,108888,175219,229300,242567,,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","JADC2",2254,,,,,,,,,,,,,,,,,,,,,0,0,0,0
"Other R&D and Knowledge Based","MQ-9 Reaper",1805,,,,,,,,,,,,,,,,,,8451981,237008,20074764,,0,,525995
"Other R&D and Knowledge Based","Mk21A Reentry Vehicle",2247,,,,,,,,,,,,,,,,,,,,,,71524469.625,81518233.375,51339084.5
"Other R&D and Knowledge Based","NCES",664,,,,,,,,,,584426.6103,854410.1875,0,0,0,,,0,,,,,,,
"Other R&D and Knowledge Based","Other UAS",2258,,,,,,,,,,3632495,11155659.5625,6864322.75,,,,,11239828,25465984,117564611,87557413.6953,89541580.6085,81171280.4864,,
"Other R&D and Knowledge Based","PKI",1979,,,,,,,,1007447.6875,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","SPS",1961,,,,,,,,3734659.9375,1155205,1761706.9689,31584,1103696,837210.8399,1054342.24,38023.95,-18045.7891,,,,,,,,
"Other R&D and Knowledge Based","STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,,,5558799.7188,1677168.875,,
"Other R&D and Knowledge Based",,,2686607283,2911113381.25,3094583055.4375,3919166295.3825,4048999158.0171,5451966282.3238,6524399928.3991,5703224459.6075,6895371925.9737,8943839274.9009,8204817902.4155,8014081026.1922,9076917849.7316,6643490624.4065,6885159305.7399,7113241973.9398,7679455693.3025,8263500995.4978,10314474798.8459,12444734041.5709,12801138165.8738,16824086648.4943,17967666486.1215,13696041835.9101
"Other Services","Department of Defense Healthcare Management System Modernization (DHMSM)",2237,,,,,,,,,,,,,,,,,,,,,11184238.9922,3482942.876,67001.7405,82391.6504
"Other Services","MQ-9 Reaper",1805,,,,,,,,11580875,36728737,33202997,0,,,6947821,22043782,,12326321,50934277,35178955,90961864,22883588,90547509.457,0,-198097.9063
"Other Services","NCES",664,,,,,,,,,,68098,0,,,,,,,,,,,,,
"Other Services","Other UAS",2258,,,,,,,,,,,,,219768216,,,13405694,,24415484,0,,,,,
"Other Services","STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,,,,,65472,67418.1094
"Other Services","TMIP",1952,,,,,,,,,,,,17480.5,,,,,,,,,,,,
"Other Services",,,1000021460,972021925,1690451082,2842159455.3125,2506793634.1719,3325521119.9208,3474823461.9976,3635361696.6578,994032205.943,1052558302.705,1139874459.0909,1410553575.9356,1136927041.0023,1064663443.8892,1269736015.6167,1358072418.6788,1733774512.5822,2092951257.5189,2325236617.0878,2237623726.4618,2501126382.3127,2286920088.0724,2330342100.1799,1388733571.6869
"Ships & Submarines","AN/BQS-13",6,,,,,,,,,,2190,-840,,,,,,,,,,,,,
"Ships & Submarines","CVN 68",57,,,,,,2300,,,,,,,,,13422,,,,,,,,,
"Ships & Submarines","DD(X)",86,,,,,,,,,,,,,,,,6172.25,,,,801642,4004236,5523374,3799325,709960.3198
"Ships & Submarines","DTS",1970,,,,,7007,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SAFEGUARD",1335,,,,,,,,,0,,,248976,,,,,,,,,,,,
"Ships & Submarines","TRIDENT SUB",51,,,,,,,,,,,,,,638492,71777,-13481,,,,,,,,
"Ships & Submarines",,,4027864,17858716,16735278,141113735,62479452,87198765,41866388.6328,7983287.8111,19071299.4794,16124344.987,12871763.2601,13609105.4879,15737768.1748,10503796.0172,12844092.4684,16956765.9996,27068447.0089,21365372.295,19979049.5988,21660839.7777,13988355.4095,11967474.1269,15499196.4379,12720365.1948
"Space Systems","470",2046,,,,,,,,,,,,,,,,8872876.4393,22705774.9483,10431455.5,16790483.2491,4078205.6094,4734922.9063,1579383.3242,-376444.9053,
"Space Systems","586",2249,,,,,,,,,,,,,,,,,,,,,60637232,,,
"Space Systems","AEHF",668,,,,,1241739,2036501,1300000,22669147.5,29821767.25,23002535.5625,17374060.9657,14388218.7422,257017479.9208,738288027.03,340571748.19,314915404.2618,297803302.4141,534122877.6797,135622660.2868,199157335.0385,186555846.2929,64300411.6663,32168599.5541,9820311.25
"Space Systems","ASMS ADV STRATEGIC MSL SY",1543,16568699,9588544,4609655,390539,,,,,,,,,,,,,,,,,,,,
"Space Systems","CNQ",1919,23173187,13994565,20665541,17646500,11108288,6321727,5214610,5020991,1874063,404359,961927.25,0,,-83612.03,,,,,,,,,,
"Space Systems","DEF METEOR SAT PROG",1517,60023094,41391101,44911918,13289353,,,,,,,,,,,,,,,,,,,,
"Space Systems","DMSP",617,,,,,21403281,34044927,16743250,33195352,32243863.0996,29114157.0996,31198491,27077769.6758,24027345.1387,33843567.34,6705349,12396833,11735348,2368305,0,,,,,
"Space Systems","DSCS-3 DEF STAT COMM SYS",1641,29311385,23742163,15163277,7335963,,,,,,,,,,,,,,,,,,,,
"Space Systems","DSP",618,,,,,,,,29800,91502,101132,93753,58122,-3750,,,,,,,,,,,
"Space Systems","EELV",72,,,,,205000,-702056,887496007,309223423.8501,1452836014.0667,1408366777.7144,1309035292.8859,1672255916.9974,2460310333.7666,1289441146.06,2568537219.7661,1781588556.2264,1633593931.9249,2095740465.1631,1559326196.2735,1276082839.2148,578538242.5391,401045342.0441,394313716.1172,133283990.6328
"Space Systems","EVOLVED EXPENDABLE LV PRO",1521,81279848,394871360,,,,,,,,,,,,,,,,,,,,,,
"Space Systems","GAJ",1937,115401731,165439852,232382663,212908276,151176967,380370738,466120161,273421685.9131,313082246.9923,240394074.9377,211272559.0703,189441371.086,106907926.3789,20970830.53,-2797879.69,8524,0,,,,,,,
"Space Systems","GBS",648,,,,,103894,,14607828,2838246.75,20872459.875,39681912.2188,40331584.5196,40075048.527,79806543.8906,44476140.1,21507403.22,25502946.8288,13315008.1921,5065004.375,8539433.9902,4450044.8711,-112254.3125,0,,
"Space Systems","GBSD",2187,,,,,,,,,,,,,,,,,,,,,1.1e+08,,,
"Space Systems","GEODSS",1607,-65214,,,1803993,,,,,,,,,,,,,,,,,,,,
"Space Systems","GPS III",696,,,,,,,,,49847.8203,,,,,,,9681039.5,59045485.5625,49291276,49379276.1584,94144021.9688,49100136.8574,49836605.5264,160581.9219,-66816.5938
"Space Systems","IUS FULL SCALE DEVELOP SY",1539,35278986,35739442,36725071,11387597,,,,,,,,,,,,,,,,,,,,
"Space Systems","MILSTAR",1869,352723493,358942381,137521314,58006794,156953983,236022787,228589758,370051876.4043,357654800.9502,257906420.9344,97106121.1456,106487331.6418,90261802.1016,109161882.42,80393819.9487,43232723.1919,-33686.6484,20078.2998,-16706.3105,-1269.08,-696607.0625,,,
"Space Systems","MUOS",1343,,,,,,,,,,,,,,,,,,,,221915.4531,,,,1750276.5501
"Space Systems","Mk21A Reentry Vehicle",2247,,,,,,,,,,,,,,,,,,,,,49727103,,,
"Space Systems","NAVSTAR",1613,19851320,73457444,73647684,252667774,,,,,,,,,,,,,,,,,,,,
"Space Systems","NAVSTAR GPS",62,,,,,223698309,225669353,244912375,353034773.6172,684796588.1691,908163623.345,1038331326.9633,973416448.2506,1229307238.9303,886457782.295,1355190930.8882,682637719.6502,1018981529.5893,627788830.3557,710493759.7697,554644985.5661,490498306.0013,370375199.0469,365583471.4249,179566379.6875
"Space Systems","NESP",1829,,,,,,,,-101681,,,,,,,,,,,,,,,,
"Space Systems","NPOESS",650,,,,,2706804,,,372891,,,,,,7575970,0,,,,,,,,,
"Space Systems","NPOESS (DOC/NOAA)",1731,23790481,64364245,130045004,2781770,,,,,,,,,,,,,,,,,,,,
"Space Systems","SBIRS HIGH",622,,,,,3120378,9283377,5423751,10234501.8515,189183855.5938,1503206472.7265,639960349.0183,421608702.9258,319789410.5705,752889013.07,1017966935.33,621060734.375,695684647.543,347246981.875,425522518.14,714436265.9922,422727885.713,318902108.3891,400824324.4951,221249557.375
"Space Systems","SBR",1354,,,,,61499920,42658032,64988067,151405531.4082,30370716,-391.71,,,45724.6016,,,,,,,,,,,
"Space Systems","SICBM SM INT BALL MSL",1545,946070,,,,,,,,,,,,,,,,,,,,,,,
"Space Systems","SPACE DEF SYSTEM 64406F",1541,,,71338,14782994,,,,,,,,,,,,,,,,,,,,
"Space Systems","SPACE SHUTTLE 64411F",1542,,,,385000,,,,,,,,,,,,,,,,,,,,
"Space Systems","SPS",1961,,,,,,,,278111,,,,,,,,,,,,,,,,
"Space Systems","TELEPORT",1978,,,,,-26277,-243479,-48538,,,,640787.125,721510.5,0,0,,,,,,-148342.9609,,,,
"Space Systems","TITAN IV",675,,,,-1530000,55262911,323516,70734,229574364,,,,,,,,,,,,,,,,
"Space Systems","TITAN IV LAUNCH VEH PROGR",1550,264915250,272968677,263552182,103756010,,,,,,,,,,,,,,,,,,,,
"Space Systems","UHF FOLLOW-ON",1809,,,,,,,,,,,,,13312,,63166.3,0,,,,,,,,
"Space Systems","WIDEBAND GAPFILLER",1325,,,,,,,114032342,395928219,286228523.5391,287435385.0938,220004849.42,532663168.3359,1147341875.6466,49513492.84,-36053619.02,10159151.4062,74035039.3125,55617160,28839690,327140759.4766,321677959,78433994.2109,10026730.625,46719363.75
"Space Systems","ZBL",2015,,,,,,,,,,,,,,18612611.5701,18878984,42032653,25142090.3739,24623082.2364,33384414.1875,28290021.1875,23563384.7227,23617114.5625,31203622.9963,30142281
"Space Systems",,,1924063150,2384285188,3066908258,3688683892,4414165713,4058063177,4327738456.375,3926529364.8279,4077356075.096,3727429179.4695,3867450907.5084,4247125914.2017,2868641198.7905,2150587956.6,1571028169.43,1716830429.8355,1543359945.9555,1593308447.193,1983233536.2817,2921797365.6624,3780526289.1359,2183892484.3308,3211579499.2138,1970102296.9158
"Unlabeled",,,0,0,25000,1008658.0938,-7400,,0,0,-8083,-4570.1802,,,,,,,,,,,,0,514330.9375,0
