PROGRAM,BUSINESS_STATE,BUSINESS_COUNTY,BUSINESS_CITY,BUSINESS_ZIP,RURAL,URBAN,SBA_DISTRICT_OFFICE,CONGRESSIONAL_DISTRICT,PROJECT_NAICS,BUSINESS_NAICS,BUSINESS_STARTED,QUICK_BOND,BUSINESS_8A,BUSINESS_HUBZONE,PRINCIPAL_1_VETERAN,PRINCIPAL_1_GENDER,PRINCIPAL_1_RACE,PRINCIPAL_1_HISPANIC,PRINCIPAL_2_VETERAN,PRINCIPAL_2_GENDER,PRINCIPAL_2_RACE,PRINCIPAL_2_HISPANIC,PRINCIPAL_3_VETERAN,PRINCIPAL_3_GENDER,PRINCIPAL_3_RACE,PRINCIPAL_3_HISPANIC,PRINCIPAL_4_VETERAN,PRINCIPAL_4_GENDER,PRINCIPAL_4_RACE,PRINCIPAL_4_HISPANIC,PRINCIPAL_5_VETERAN,PRINCIPAL_5_GENDER,PRINCIPAL_5_RACE,PRINCIPAL_5_HISPANIC,LARGEST_CONTRACT_Then_Year,PROJECT_START_DATE,PROJECT_END_DATE,PROJECT_NAICS_TEXT,PROJECT_STATE,PROJECT_COUNTY,PROJECT_ZIP,OBLIGEE_TYPE,APPLICANT_CATEGORY,PERCENT_SUBCONTRACT,CONTRACTOR_JOB_STARTED,GUARANTY_PERCENT,INSTANCE_NUMBER,INSTANCE_TYPE,INSTANCE_DATE,INSTANCE_CONTRACT_AMOUNT_Then_Year,BOND_STATUS,BOND_TYPE,JOB_RETAINED,JOB_CREATED,BOND_DECISION,BOND_LINE,ProjectStartYear,count,AnyTag,ProjectStartFiscalYear,LARGEST_CONTRACT_OMB24_GDP22,InstanceStartYear,InstanceFiscalYear,INSTANCE_CONTRACT_AMOUNT_OMB24_GDP22,CriticalTech
SBG,SD,LINCOLN,SIOUX FALLS,57108,No,Yes,876,0,541519,541519,1/30/2003,No,No,No,Non-Veteran,Male,White,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-15,3/13/2015,Other Computer Related Services,MN,ITASCA,55744,Local,Prime,0,No,80,0,Original,2014-02-07,500000,Cancelled,BID,NA,NA,Approve,No,2014,1,TRUE,2014,NA,2014,2014,606599.2294127349,Computing
SBG,SD,LINCOLN,SIOUX FALLS,57108,No,Yes,876,0,541519,541519,1/30/2003,No,No,No,Non-Veteran,Male,White,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000000,2014-04-01,1/30/2015,Other Computer Related Services,MN,WRIGHT,55313,Local,Prime,0,No,80,1,Original,2014-08-04,785731,Reinstate,FINAL,0,1,Approve,No,2014,1,TRUE,2014,2426396.9176509394,2014,2014,953247.6382513952,Computing
SBG,OH,LORAIN,NORTH RIDGEVILLE,44039,Yes,No,549,7,541512,541512,10/16/1997,No,No,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435030,2014-09-01,12/19/2014,Computer Systems Design Services,OH,LORAIN,44089,Local,Prime,10,No,80,0,Original,2014-08-18,825000,Cancelled,BID,NA,NA,Approve,No,2014,1,TRUE,2014,527777.7255428442,2014,2014,1000888.7285310125,Computing
SBG,OH,LORAIN,NORTH RIDGEVILLE,44039,Yes,No,549,7,541512,541512,10/16/1997,No,No,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-06,2/14/2015,Computer Systems Design Services,OH,LORAIN,44011,Local,Prime,0,No,80,0,Original,2014-09-16,800000,Cancelled,BID,NA,NA,Approve,No,2014,1,TRUE,2015,NA,2014,2014,970558.7670603759,Computing
SBG,OH,LORAIN,NORTH RIDGEVILLE,44039,Yes,No,549,7,541512,541512,10/16/1997,No,No,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-06,2/14/2015,Computer Systems Design Services,OH,LORAIN,44011,Local,Prime,0,No,80,1,Decrease,2014-09-22,175000,Cancelled,BID,NA,NA,Approve,No,2014,1,TRUE,2015,NA,2014,2014,212309.7302944572,Computing
SBG,OH,LORAIN,NORTH RIDGEVILLE,44039,Yes,No,549,7,541512,541512,10/16/1997,No,No,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464950,2014-12-01,12/31/2015,Computer Systems Design Services,OH,LORAIN,44011,Local,Prime,0,No,80,0,Original,2014-10-21,775000,Cancelled,BID,NA,NA,Approve,No,2014,1,TRUE,2015,557683.1463117904,2014,2015,929571.8644835736,Computing
SBG,SD,LINCOLN,SIOUX FALLS,57108,No,Yes,876,0,541519,541519,1/30/2003,No,No,No,Non-Veteran,Male,White,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,2014-11-15,8/11/2015,Other Computer Related Services,MN,ITASCA,55744,State,Prime,0,No,80,0,Original,2014-11-18,428927,Active,FINAL,0,1,Approve,No,2014,1,TRUE,2015,1439337.0804906946,2014,2015,514475.4466030268,Computing
SBG,CA,LOS ANGELES,GLENDALE,91203,No,Yes,914,28,541512,541512,5/13/2006,No,Yes,No,Non-Veteran,Male,White,No,Non-Veteran,Male,White,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,2609383,2015-07-01,7/1/2016,Computer Systems Design Services,CA,KERN,93250,Special Dist.,Prime,0,No,90,0,Original,2015-02-27,700000,Cancelled,BID,NA,NA,Approve,No,2015,1,TRUE,2015,3129818.090918375,2015,2015,839613.2969529052,Computing
SBG,VA,AUGUSTA,STAUNTON,24401,Yes,No,304,6,221114,238990,1/1/2006,No,Yes,No,Veteran,Male,White,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-01,10/1/2015,Solar Electric Power Generation,VA,PAGE,22835,Federal,Prime,15,No,90,0,Original,2015-03-04,200000,Cancelled,BID,NA,NA,Approve,No,2015,1,TRUE,2015,NA,2015,2015,239889.51341511577,Renewables
SBG,CA,ORANGE,IRVINE,92606,No,Yes,920,45,334290,236220,9/26/2011,No,Yes,No,Non-Veteran,Male,"White,Native Hawaiian",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-04-15,5/15/2015,Other Communications Equipment Manufacturing,CA,ORANGE,92821,State,Prime,10,No,90,0,Original,2015-03-05,350000,Cancelled,BID,NA,NA,Approve,No,2015,1,TRUE,2015,NA,2015,2015,419806.6484764526,Modern Telecom
SBG,SC,CHARLESTON,MOUNT PLEASANT,29466,No,Yes,464,1,334220,238210,8/1/1996,Yes,Yes,No,Non-Veteran,Female,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,SC,CHARLESTON,29413,State,Prime,0,No,90,0,Original,2015-03-06,142788,NA,FINAL,1,0,Withdraw,No,NA,1,TRUE,NA,NA,2015,2015,171266.71920758777,Modern Telecom
SBG,CA,ORANGE,IRVINE,92606,No,Yes,920,45,334290,236220,9/26/2011,No,No,No,Non-Veteran,Male,"White,Native Hawaiian",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other Communications Equipment Manufacturing,CA,SACRAMENTO,95816,State,Prime,10,No,90,0,Original,2015-04-17,390000,NA,BID,NA,NA,Decline,No,NA,1,TRUE,NA,NA,2015,2015,467784.55115947576,Modern Telecom
SBG,SC,CHARLESTON,MOUNT PLEASANT,29466,No,Yes,464,1,334220,238210,8/1/1996,Yes,No,No,Non-Veteran,Female,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-30,8/31/2015,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,SC,CHARLESTON,29401,State,Prime,0,No,80,0,Original,2015-07-08,147784.2,Active,FINAL,1,0,Approve,No,2015,1,TRUE,2015,NA,2015,2015,177259.39914221078,Modern Telecom
SBG,CO,JEFFERSON,GOLDEN,80401,No,Yes,811,2,221114,221114,8/9/2013,No,No,No,Veteran,Male,White,No,Unknown/NotStated,Female,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874526,2015-08-01,10/20/2015,Solar Electric Power Generation,NM,BERNALILLO,87101,Private,SubContractor,4,No,90,0,Original,2015-07-28,815943,Active,FINAL,0,1,Approve,No,2015,1,TRUE,2015,1048948.0830443376,2015,2015,978680.8462223491,Renewables
SBG,CO,JEFFERSON,GOLDEN,80401,No,Yes,811,2,221114,221114,8/9/2013,No,No,No,Veteran,Male,White,No,Unknown/NotStated,Female,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874526,2015-08-01,10/20/2015,Solar Electric Power Generation,NM,BERNALILLO,87101,Private,SubContractor,4,No,90,1,Increase,2015-08-17,815943,Active,FINAL,0,1,Approve,No,2015,1,TRUE,2015,1048948.0830443376,2015,2015,978680.8462223491,Renewables
SBG,WY,FREMONT,LANDER,82520,No,Yes,897,0,221114,238210,3/21/2001,Yes,No,No,Non-Veteran,Male,White,No,Non-Veteran,Male,White,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-20,2/10/2016,Solar Electric Power Generation,WY,TETON,83001,Local,Prime,0,No,90,0,Original,2015-11-16,81134,Closed,FINAL,0,1,Approve,No,2015,1,TRUE,2016,NA,2015,2016,96516.19710566466,Renewables
PSB,TX,BOWIE,NASH,75569,No,Yes,610,4,221111,237310,1/1/1980,No,No,No,Non-Veteran,Male,White,No,Non-Veteran,Female,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydroelectric Power Generation,AR,PIKE,71958,Private,SubContractor,NA,No,70,0,Original,2016-08-25,470000,Cancelled,BID,NA,NA,Approve,No,NA,1,TRUE,NA,NA,2016,2016,559107.3118503018,Renewables
SBG,OH,MONTGOMERY,DAYTON,45458,No,Yes,593,1,541519,541519,1/31/2015,No,No,No,Service Disabled Veteran,Male,Black,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350000,2017-04-01,12/31/2017,Other Computer Related Services,OH,MONTGOMERY,45428,Federal,Prime,40,No,90,0,Original,2017-02-09,1000000,Cancelled,BID,NA,NA,Approve,No,2017,1,TRUE,2017,409053.3644731557,2017,2017,1168723.8984947305,Computing
SBG,CA,LOS ANGELES,BURBANK,91505,No,Yes,914,28,541511,541511,1/1/2011,No,No,No,Non-Veteran,Male,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441206,2017-08-01,2/1/2018,Custom Computer Programming Services,CA,LOS ANGELES,90815,Local,Prime,33,No,80,0,Original,2017-06-07,750000,NA,BID,NA,NA,Decline,No,2017,1,TRUE,2017,515647.9963592661,2017,2017,876542.9238710479,Computing
SBG,TX,DENTON,ARGYLE,76226,Yes,No,610,26,517210,517210,9/4/2003,Yes,No,No,Veteran,Male,White,No,Unknown/NotStated,Female,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-15,2/15/2017,Wireless Telecommunications Carriers (except Satellite),TX,COLLIN,75074,Local,Prime,0,No,90,0,Original,2017-09-18,150000,Cancelled,BID,NA,NA,Approve,No,2017,1,TRUE,2017,NA,2017,2017,175308.5847742096,Modern Telecom
SBG,OH,MONTGOMERY,DAYTON,45458,No,Yes,593,1,541519,541519,1/31/2015,No,No,No,Service Disabled Veteran,Male,Black,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380000,2018-03-01,12/1/2018,Other Computer Related Services,OK,MUSKOGEE,74401,Federal,Prime,40,No,90,0,Original,2017-11-20,350000,Cancelled,BID,NA,NA,Approve,No,2018,1,TRUE,2018,433926.36919719126,2017,2018,399669.02426057094,Computing
SBG,OH,MONTGOMERY,DAYTON,45458,No,Yes,593,1,541519,541519,1/31/2015,No,No,No,Service Disabled Veteran,Male,Black,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380000,2018-03-01,12/1/2018,Other Computer Related Services,OK,MUSKOGEE,74401,Federal,Prime,40,No,90,1,Increase,2017-12-13,700000,Cancelled,BID,NA,NA,Approve,No,2018,1,TRUE,2018,433926.36919719126,2017,2018,799338.0485211419,Computing
SBG,CA,ORANGE,NEWPORT BEACH,92660,No,Yes,920,45,541519,541519,6/1/2011,Yes,No,No,Unknown/NotStated,Male,White,No,Unknown/NotStated,Female,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-01,6/30/2019,Other Computer Related Services,CA,SAN BERNARDINO,91730,Local,Prime,0,No,80,0,Original,2018-01-18,175000,Cancelled,BID,NA,NA,Approve,No,2018,1,TRUE,2018,NA,2018,2018,199834.51213028547,Computing
SBG,LA,JEFFERSON,HARVEY,70058,No,Yes,679,2,541512,541512,5/11/1984,No,No,No,Non-Veteran,Male,Black,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5300000,2018-01-31,12/31/2018,Computer Systems Design Services,LA,JEFFERSON,70062,Local,SubContractor,0,No,90,0,Original,2018-01-25,1112777,Closed,FINAL,15,0,Approve,No,2018,1,TRUE,2018,6052130.938802931,2018,2018,1270692.8508845866,Computing
SBG,CA,ORANGE,NEWPORT BEACH,92660,No,Yes,920,45,541519,541519,6/1/2011,Yes,No,No,Unknown/NotStated,Male,White,No,Unknown/NotStated,Female,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-01,6/30/2019,Other Computer Related Services,CA,IMPERIAL,92243,Local,Prime,37,No,80,0,Original,2018-02-16,173865,Cancelled,BID,NA,NA,Approve,No,2018,1,TRUE,2018,NA,2018,2018,198538.44258018333,Computing
SBG,NV,STOREY,RENO,89521,No,Yes,944,2,541512,541512,1/1/2018,Yes,No,No,Unknown/NotStated,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-01,7/1/2018,Computer Systems Design Services,NV,ELKO,89833,State,Prime,0,No,80,0,Original,2018-04-17,125000,Cancelled,BID,NA,NA,Approve,No,2018,1,TRUE,2018,NA,2018,2018,142738.9372359182,Computing
SBG,OH,LORAIN,NORTH RIDGEVILLE,44039,Yes,No,549,7,541512,541512,10/16/1997,Yes,No,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-01,8/3/2018,Computer Systems Design Services,OH,CUYAHOGA,44120,Local,Prime,0,No,80,0,Original,2018-04-27,175000,Active,BID,16,0,Approve,No,2018,1,TRUE,2018,NA,2018,2018,199834.51213028547,Computing
SBG,OH,LORAIN,NORTH RIDGEVILLE,44039,Yes,No,549,7,541512,541512,10/16/1997,Yes,No,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-01,8/15/2018,Computer Systems Design Services,OH,LORAIN,44011,Local,Prime,0,No,80,0,Original,2018-05-16,115000,Cancelled,BID,NA,NA,Approve,No,2018,1,TRUE,2018,NA,2018,2018,131319.82225704473,Computing
SBG,OH,LORAIN,NORTH RIDGEVILLE,44039,Yes,No,549,7,541512,541512,10/16/1997,Yes,No,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-01,8/3/2018,Computer Systems Design Services,OH,CUYAHOGA,44120,Local,Prime,0,No,80,1,Original,2018-05-25,173000,Active,FINAL,16,0,Approve,No,2018,1,TRUE,2018,NA,2018,2018,197550.68913451076,Computing
SBG,MI,KENT,GRANDVILLE,49468,Yes,No,515,2,541690,541990,1/1/2012,No,No,No,Non-Veteran,Male,NA,No,Non-Veteran,Male,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300000,2018-07-16,12/31/2019,Other Scientific and Technical Consulting Services,PA,CUMBERLAND,17013,Private,SubContractor,0,No,80,0,Original,2018-07-11,1500000,Active,FINAL,5,0,Approve,No,2018,1,TRUE,2018,1484484.9472535492,2018,2018,1712867.2468310182,High Technology
SBG,CA,ORANGE,HUNTINGTON BEACH,92649,No,Yes,920,48,334290,238210,7/1/1999,No,No,No,Non-Veteran,Male,White,No,Unknown/NotStated,Male,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5978000,2018-08-08,7/29/2019,Other Communications Equipment Manufacturing,KS,JOHNSON,66208,Local,Prime,0,No,80,0,Original,2018-08-06,1054155.82,Closed,FINAL,30,0,Approve,No,2018,1,TRUE,2018,6826346.934370551,2018,2018,1203752.6514228631,Modern Telecom
SBG,CA,ORANGE,HUNTINGTON BEACH,92649,No,Yes,920,48,334290,238210,7/1/1999,Yes,No,No,Non-Veteran,Male,White,No,Unknown/NotStated,Male,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-13,8/12/2019,Other Communications Equipment Manufacturing,CA,SAN BERNARDINO,92373,Local,Prime,0,No,90,0,Original,2018-08-13,69455.83,Closed,FINAL,30,0,Approve,No,2018,1,TRUE,2018,NA,2018,2018,79312.41087230883,Modern Telecom
SBG,FL,BREVARD,COCOA,32922,No,Yes,455,8,221114,236220,9/1/2015,No,No,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-23,11/9/2018,Solar Electric Power Generation,SC,CLARENDON,29148,Local,Prime,0,No,80,0,Original,2018-10-01,213120,Active,FINAL,10,0,Approve,No,2018,1,TRUE,2018,NA,2018,2019,238689.09289123304,Renewables
SBG,FL,BREVARD,COCOA,32922,No,Yes,455,8,221114,236220,9/1/2015,No,No,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-23,11/9/2018,Solar Electric Power Generation,SC,CLARENDON,29148,Local,Prime,0,No,80,1,Increase,2018-10-02,213120,Active,FINAL,10,0,Approve,No,2018,1,TRUE,2018,NA,2018,2019,238689.09289123304,Renewables
SBG,FL,BREVARD,COCOA,32922,No,Yes,455,8,221114,236220,9/1/2015,No,No,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-23,11/9/2018,Solar Electric Power Generation,SC,CLARENDON,29148,Local,Prime,0,No,80,2,Decrease,2018-10-22,213120,Active,FINAL,10,0,Approve,No,2018,1,TRUE,2018,NA,2018,2019,238689.09289123304,Renewables
SBG,AZ,MARICOPA,PHOENIX,85027,No,Yes,988,6,221114,238210,8/25/2008,No,No,No,Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348252,2018-11-01,4/21/2019,Solar Electric Power Generation,AZ,PINAL,85131,Private,Prime,25,No,80,0,Original,2018-10-25,829307,Active,FINAL,7,2,Approve,No,2018,1,TRUE,2019,390033.5678376393,2018,2019,928803.188618383,Renewables
SBG,CA,ORANGE,HUNTINGTON BEACH,92649,No,Yes,920,48,334290,238210,7/1/1999,Yes,No,No,Non-Veteran,Male,White,No,Unknown/NotStated,Male,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-05,2/28/2019,Other Communications Equipment Manufacturing,CA,ORANGE,92626,Local,Prime,0,No,80,0,Original,2018-11-01,145998.29,Closed,FINAL,30,0,Approve,No,2018,1,TRUE,2019,NA,2018,2019,163514.44915433173,Modern Telecom
SBG,AZ,MARICOPA,PHOENIX,85027,No,Yes,988,6,221114,238210,8/25/2008,No,No,No,Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348252,2018-11-01,4/21/2019,Solar Electric Power Generation,AZ,PINAL,85131,Private,Prime,25,No,80,1,Decrease,2018-11-09,829307,Active,FINAL,7,2,Approve,No,2018,1,TRUE,2019,390033.5678376393,2018,2019,928803.188618383,Renewables
SBG,CA,ORANGE,HUNTINGTON BEACH,92649,No,Yes,920,48,334290,238210,7/1/1999,Yes,No,No,Non-Veteran,Male,White,No,Unknown/NotStated,Male,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-19,12/31/2018,Other Communications Equipment Manufacturing,CA,SAN DIEGO,92071,Local,Prime,20,No,90,0,Original,2018-11-16,39245.45,Closed,FINAL,30,0,Approve,No,2018,1,TRUE,2019,NA,2018,2019,43953.92671081194,Modern Telecom
SBG,CA,ORANGE,HUNTINGTON BEACH,92649,No,Yes,920,48,334290,238210,7/1/1999,Yes,No,No,Non-Veteran,Male,White,No,Unknown/NotStated,Male,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-19,12/31/2018,Other Communications Equipment Manufacturing,CA,SAN DIEGO,92071,Local,Prime,30,No,90,0,Original,2018-11-16,39304.93,Closed,FINAL,30,0,Approve,No,2018,1,TRUE,2019,NA,2018,2019,44020.54282964251,Modern Telecom
SBG,TN,DAVIDSON,LA VERGNE,37086,No,Yes,474,4,221111,238210,7/1/2002,No,No,No,Non-Veteran,Male,White,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500000,2019-02-10,5/20/2020,Hydroelectric Power Generation,KY,LIVINGSTON,42045,Federal,SubContractor,25,No,80,0,Original,2019-02-08,1387600,Closed,FINAL,0,0,Approve,No,2019,1,TRUE,2019,559987.5490128403,2019,2019,1554077.4460204344,Renewables
SBG,AZ,MARICOPA,PHOENIX,85027,No,Yes,988,6,221114,238210,8/25/2008,No,No,No,Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-11,2/11/2020,Solar Electric Power Generation,AZ,MARICOPA,85072,Private,Prime,0,No,90,0,Original,2019-02-11,500000,NA,FINAL,12,0,Withdraw,No,2019,1,TRUE,2019,NA,2019,2019,559987.5490128403,Renewables
SBG,AZ,MARICOPA,PHOENIX,85027,No,Yes,988,6,221114,238210,8/25/2008,No,No,No,Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500000,2019-02-15,7/15/2019,Solar Electric Power Generation,AZ,COCHISE,85607,Private,Prime,25,No,90,0,Original,2019-02-12,333697,Active,FINAL,12,0,Approve,No,2019,1,TRUE,2019,559987.5490128403,2019,2019,373732.33028587553,Renewables
SBG,AZ,MARICOPA,PHOENIX,85027,No,Yes,988,6,221114,238210,8/25/2008,No,No,No,Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-15,2/15/2020,Solar Electric Power Generation,AZ,MARICOPA,85004,Private,Prime,0,No,90,0,Original,2019-02-13,500000,Active,FINAL,12,0,Approve,No,2019,1,TRUE,2019,NA,2019,2019,559987.5490128403,Renewables
SBG,CA,SAN JOAQUIN,MANTECA,95336,No,Yes,931,9,221114,238210,1/7/2016,Yes,No,No,Unknown/NotStated,Male,White,No,Unknown/NotStated,Male,White,No,Unknown/NotStated,Female,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-01,9/1/2019,Solar Electric Power Generation,CA,SAN JOAQUIN,95236,Local,Prime,0,No,80,0,Original,2019-03-06,109920,Active,FINAL,5,0,Approve,No,2019,1,TRUE,2019,NA,2019,2019,123107.6627749828,Renewables
SBG,NV,STOREY,RENO,89521,No,Yes,944,2,541512,541512,1/1/2018,Yes,No,No,Unknown/NotStated,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-01,7/1/2019,Computer Systems Design Services,NV,CARSON CITY,89701,State,Prime,0,No,90,0,Original,2019-03-25,19764,Closed,FINAL,0,1,Approve,No,2019,1,TRUE,2019,NA,2019,2019,22135.187837379548,Computing
SBG,AZ,MARICOPA,PHOENIX,85027,No,Yes,988,6,221114,238210,8/25/2008,No,No,No,Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-06,6/6/2020,Solar Electric Power Generation,AZ,MARICOPA,85072,Private,Prime,0,No,90,0,Original,2019-05-31,500000,Closed,FINAL,13,0,Approve,No,2019,1,TRUE,2019,NA,2019,2019,559987.5490128403,Renewables
SBG,AZ,MARICOPA,PHOENIX,85044,No,Yes,988,7,221114,238210,12/1/2010,No,No,No,Non-Veteran,Male,White,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-25,1/1/2020,Solar Electric Power Generation,AZ,MARICOPA,85072,Private,Prime,0,No,80,0,Original,2019-06-21,500000,Active,FINAL,18,0,Approve,No,2019,1,TRUE,2019,NA,2019,2019,559987.5490128403,Renewables
SBG,FL,PALM BEACH,BOCA RATON,33487,No,Yes,455,21,541519,541519,11/6/2003,No,No,No,Non-Veteran,Female,White,No,Non-Veteran,Male,Black,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3200000,2019-08-01,6/30/2020,Other Computer Related Services,TX,DALLAS,75261,State,Prime,20,No,80,0,Original,2019-08-01,1075556,Closed,FINAL,10,0,Approve,No,2019,1,TRUE,2019,3583920.3136821776,2019,2019,1204595.9365321088,Computing
SBG,FL,PALM BEACH,BOCA RATON,33487,No,Yes,455,21,541519,541519,11/6/2003,No,No,No,Non-Veteran,Female,White,No,Non-Veteran,Male,Black,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-10,12/10/2020,Other Computer Related Services,FL,BREVARD,32922,Local,Prime,0,No,80,0,Original,2019-08-06,1158934,Cancelled,BID,NA,NA,Approve,No,2019,1,TRUE,2020,NA,2019,2019,1297977.2202552941,Computing
SBG,FL,PALM BEACH,BOCA RATON,33487,No,Yes,455,21,541519,541519,11/6/2003,No,No,No,Non-Veteran,Female,White,No,Non-Veteran,Male,Black,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-22,1/1/2020,Other Computer Related Services,LA,OUACHITA,71201,Local,Prime,0,No,80,0,Original,2019-08-16,300568,Closed,FINAL,20,0,Approve,No,2019,1,TRUE,2019,NA,2019,2019,336628.6752633827,Computing
