AsOfDate,Program,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,CDC_Name,CDC_Street,CDC_City,CDC_State,CDC_Zip,ThirdPartyLender_Name,ThirdPartyLender_City,ThirdPartyLender_State,ThirdPartyDollars,GrossApproval_Then_Year,ApprovalDate,ApprovalFiscalYear,FirstDisbursementDate,DeliveryMethod,subpgmdesc,TermInMonths,NaicsCode,NaicsDescription,FranchiseCode,FranchiseName,ProjectCounty,ProjectState,SBADistrictOffice,CongressionalDistrict,BusinessType,BusinessAge,LoanStatus,PaidInFullDate,ChargeOffDate,GrossChargeOffAmount,JobsSupported,GrossApproval_OMB24_GDP22,AnyTag,CriticalTech
20230930,504,Future Link of Illinois Inc.,164-166 E. Chicago.,Elgin,IL,60120,Small Business Growth Corporat,2401 West White Oaks Drive,Springfield,IL,62704,"ST. CHARLES BANK & TRUST COMPANY, NATIONAL ASSOCIATION",SAINT CHARLES,IL,175000,144000,2010-07-02,2010,10/13/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,518210,"Data Processing, Hosting, and Related Services",NA,NA,KANE,IL,ILLINOIS DISTRICT OFFICE,06,CORPORATION,NA,PIF,03/31/2016,NA,0,6,188384.79111652993,TRUE,Computing
20230930,504,AOK Networking LLC,820 Clark Street.,Oviedo,FL,32765,Florida Business Development C,1715 North Westshore Blvd,Tampa,FL,33607,"ZIONS BANK, A DIVISION OF",SALT LAKE CITY,UT,302500,248000,2010-07-12,2010,02/16/2011,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,SEMINOLE,FL,NORTH FLORIDA DISTRICT OFFICE,07,CORPORATION,NA,EXEMPT,NA,NA,0,5,324440.47358957934,TRUE,Computing
20230930,504,Stowe Research International I,3235 Old Conejo Road.,Thousand oaks,CA,91320,California Statewide Certified,426 D Street,Davis,CA,95616,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",COLUMBUS,OH,637500,524000,2010-07-19,2010,03/16/2011,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,VENTURA,CA,LOS ANGELES DISTRICT OFFICE,26,CORPORATION,NA,EXEMPT,NA,NA,0,3,685511.323229595,TRUE,Computing
20230930,504,Sigma Space Corporation,4600 Forbes Boulevard.,Lanham,MD,20706,"Business Finance Group, Inc.",3930 Pender Drive,Fairfax,VA,22030,M&T BANK,LANHAM,MD,3439974,2814000,2010-07-27,2010,05/11/2011,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Sy",NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,04,CORPORATION,NA,PIF,04/30/2016,NA,0,40,3681352.7930688555,TRUE,SensorCyber
20230930,504,Square Root Solutions Inc.,4249 Lomac St.,Montgomery,AL,36106,Southern Development Council,200 Office Park Dr.,Mountain Brook,AL,35223,STERLING BANK,MONTGOMERY,AL,254461,213000,2010-07-28,2010,03/16/2011,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,MONTGOMERY,AL,ALABAMA DISTRICT OFFICE,02,CORPORATION,NA,CHGOFF,NA,02/24/2017,174799,4,278652.50352653384,TRUE,Computing
20230930,504,Sensoronix Inc.,16181 Scientific Way.,Irvine,CA,92618,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,"ZIONS BANK, A DIVISION OF",SALT LAKE CITY,UT,381550,314000,2010-07-28,2010,10/13/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334111,Electronic Computer Manufacturing,NA,NA,ORANGE,CA,SANTA ANA DISTRICT OFFICE,45,CORPORATION,NA,EXEMPT,NA,NA,0,5,410783.5028513222,TRUE,Computing
20230930,504,ProLink Solutions,98 Inverness Drive E.,Englewood,CO,80112,B:Side Capital,3550 Brighton Blvd,Denver,CO,80216,U.S. BANK NATIONAL ASSOCIATION,BOISE,ID,1052500,865000,2010-07-28,2010,04/13/2011,PCLP,Sec. 504 - Premier Certified Lender Program,240,541511,Custom Computer Programming Services,NA,NA,ARAPAHOE,CO,COLORADO DISTRICT OFFICE,04,CORPORATION,NA,PIF,09/30/2012,NA,0,25,1131616.9744152667,TRUE,Computing
20230930,504,A Networks,101 Longwater Dr Units 100 1,Norwell,MA,02061,South Eastern Economic Develop,80 Dean Street,Taunton,MA,02780,ROCKLAND TRUST COMPANY,ROCKLAND,MA,225000,188000,2010-07-28,2010,10/13/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,PLYMOUTH,MA,MASSACHUSETTS DISTRICT OFFICE,08,CORPORATION,NA,EXEMPT,NA,NA,0,4,245946.8106243585,TRUE,Computing
20230930,504,Bayspec Inc.,1101 McKay Drive.,San jose,CA,95131,Mortgage Capital Development C,1611 Telegraph Ave,Oakland,CA,94612,"HSBC BANK USA, NATIONAL ASSOCIATION",MCLEAN,VA,1788926,1465000,2010-07-28,2010,09/15/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,SANTA CLARA,CA,SAN FRANCISCO DISTRICT OFFICE,17,CORPORATION,NA,PIF,02/29/2012,NA,0,2,1916553.6040674746,TRUE,Computing
20230930,504,Angarai Management Services LL,733-C (Unit 1922) and 7331-D (,Greenbelt,MD,20770,Prince George's County Financi,1801 McCormick Drive,Largo,MD,20774,TRUIST BANK,CHARLOTTE,NC,160000,131000,2010-07-30,2010,09/14/2011,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541690,Other Scientific and Technical Consulting Services,NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,05,CORPORATION,NA,EXEMPT,NA,NA,0,15,171377.83080739874,TRUE,High Technology
20230930,504,"Morel Ventures, LLC",3701 Port Union Rd.,Fairfield,OH,45014,"Alloy Development Co., Inc.",1776 Mentor Avenue,Cincinnati,OH,45212,HUNTINGTON NATIONAL BANK,FAIRFIELD,OH,851740,702000,2010-08-02,2010,01/12/2011,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541380,Testing Laboratories,NA,NA,BUTLER,OH,COLUMBUS DISTRICT OFFICE,01,CORPORATION,NA,PIF,12/31/2014,NA,0,11,918375.8566930834,TRUE,High Technology
20230930,504,Messiahic Inc.,1903 State Street & 12 West Pe,Santa Barbara,CA,93101,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,"WELLS FARGO BANK, NATIONAL ASSOCIATION",SIOUX FALLS,SD,1477500,1210000,2010-08-02,2010,11/17/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,518210,"Data Processing, Hosting, and Related Services",NA,NA,SANTA BARBARA,CA,LOS ANGELES DISTRICT OFFICE,24,CORPORATION,NA,PIF,09/30/2020,NA,0,32,1582955.5364652863,TRUE,Computing
20230930,504,Gram Laboratories Inc.,1761 Kaiser.,Irvine,CA,92614,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,BANK OF AMERICA N.A.,IRVINE,CA,1025000,840000,2010-08-02,2010,11/16/2011,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541380,Testing Laboratories,NA,NA,ORANGE,CA,SANTA ANA DISTRICT OFFICE,45,CORPORATION,NA,EXEMPT,NA,NA,0,16,1098911.2815130912,TRUE,High Technology
20230930,504,California Technology Solution,12169 Kirkham Way.,Poway,CA,92064,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,WESTERN ALLIANCE BANK,PHOENIX,AZ,750000,615000,2010-08-04,2010,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,SAN DIEGO,CA,SAN DIEGO DISTRICT OFFICE,50,CORPORATION,NA,CANCLD,NA,NA,0,6,804560.0453935133,TRUE,Computing
20230930,504,S.K. Laboratories Inc.,5420 E. La Palma.,Anaheim,CA,92807,Southland Economic  Developmen,400 N. Tustin Ave,Santa Ana,CA,92705,"WELLS FARGO BANK, NATIONAL ASSOCIATION",SIOUX FALLS,SD,2732000,2236000,2010-08-04,2010,10/13/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,325412,Pharmaceutical Preparation Manufacturing,NA,NA,ORANGE,CA,SANTA ANA DISTRICT OFFICE,39,CORPORATION,NA,EXEMPT,NA,NA,0,24,2925197.173170562,TRUE,Biotechnology
20230930,504,Nexcess Net LLC,21700 Melrose Avenue.,Southfield,MI,48075,Michigan Certified Development,"3737 Coolidge Road, 2nd Floor",East Lansing,MI,48823,THE HUNTINGTON NATIONAL BANK,COLUMBUS,OH,375000,309000,2010-08-10,2010,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,518210,"Data Processing, Hosting, and Related Services",NA,NA,OAKLAND,MI,MICHIGAN DISTRICT OFFICE,14,CORPORATION,NA,CANCLD,NA,NA,0,17,404242.36427088716,TRUE,Computing
20230930,504,Altametrics Inc.,3191 Red Hill Avenue Units B6.,Costa mesa,CA,92626,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,ZIONS BANK,COSTA MESA,CA,1987120,1627000,2010-08-11,2010,11/17/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,518210,"Data Processing, Hosting, and Related Services",NA,NA,ORANGE,CA,SANTA ANA DISTRICT OFFICE,46,CORPORATION,NA,PIF,11/30/2016,NA,0,10,2128486.4940735707,TRUE,Computing
20230930,504,Smartbill LTD,1050 O'Neill Drive.,Hebron,OH,43025,Ohio Statewide Development Cor,1650 Lake Shore Dr.,Columbus,OH,43204,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",COLUMBUS,OH,680500,177000,2010-08-12,2010,07/13/2011,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,LICKING,OH,COLUMBUS DISTRICT OFFICE,12,CORPORATION,NA,PIF,06/30/2016,NA,0,8,231556.30574740138,TRUE,Computing
20230930,504,Hopper Systems Inc,9920 Prospect Avenue Suite 109,Santee,CA,92071,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,BANNER BANK,WALLA WALLA,WA,180000,150000,2010-08-13,2010,03/16/2011,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,SAN DIEGO,CA,SAN DIEGO DISTRICT OFFICE,50,CORPORATION,NA,PIF,08/31/2015,NA,0,1,196234.15741305202,TRUE,Computing
20230930,504,Cispharma Inc.,1212-1218 Cranbury S River Rd.,South Brunswick,NJ,08512,Empire State Certified Develop,50 Beaver Street,Albany,NY,12207,HABIB AMERICAN BANK,NEW YORK CITY,NY,1250000,820000,2010-08-18,2010,10/13/2010,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,325412,Pharmaceutical Preparation Manufacturing,NA,NA,MIDDLESEX,NJ,NEW JERSEY DISTRICT OFFICE,12,CORPORATION,NA,CHGOFF,NA,02/27/2017,210875,40,1072746.727191351,TRUE,Biotechnology
20230930,504,Consis International L.C.,10650 West State Road 84 Uni,Davie,FL,33324,Florida First Capital Finance,1351 N. Gadsden Street,Tallahassee,FL,32303,CENTENNIAL BANK,CONWAY,AR,468831,387000,2010-08-18,2010,07/13/2011,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,BROWARD,FL,SOUTH FLORIDA DISTRICT OFFICE,23,CORPORATION,NA,PIF,07/31/2021,NA,0,6,506284.12612567417,TRUE,Computing
20230930,504,CoreRx Inc.,6101 Johns Road Suite 8.,Tampa,FL,33634,Florida Business Development C,1715 North Westshore Blvd,Tampa,FL,33607,"PNC BANK, NATIONAL ASSOCIATION",WILMINGTON,DE,195000,160000,2010-08-18,2010,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,120,541712,"Research and Development in the Physical, Engineering, and Life Scienc",NA,NA,HILLSBOROUGH,FL,SOUTH FLORIDA DISTRICT OFFICE,14,CORPORATION,NA,CANCLD,NA,NA,0,13,209316.43457392213,TRUE,High Technology
20230930,504,NDT Systems Inc.,5542 Buckingham.,Huntington beach,CA,92647,Southland Economic  Developmen,400 N. Tustin Ave,Santa Ana,CA,92705,"WELLS FARGO BANK, NATIONAL ASSOCIATION",SIOUX FALLS,SD,779000,639000,2010-08-20,2010,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334513,"Instruments and Related Products Manufacturing for Measuring, Displayi",NA,NA,ORANGE,CA,SANTA ANA DISTRICT OFFICE,47,CORPORATION,NA,CANCLD,NA,NA,0,10,835957.5105796015,TRUE,High Technology
20230930,504,Genstor Systems Inc.,1501-1505 Space Park Drive.,Santa clara,CA,95054,"Capital Access Group, Inc.",150 California Street,San Francisco,CA,94111,BANK OF AMERICA N.A.,SANTA CLARA,CA,585750,481000,2010-08-24,2010,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334111,Electronic Computer Manufacturing,NA,NA,SANTA CLARA,CA,SAN FRANCISCO DISTRICT OFFICE,17,CORPORATION,NA,CANCLD,NA,NA,0,10,629257.5314378535,TRUE,Computing
20230930,504,Fortress Network Solutions Inc,124 Alfred Road.,Kennebunk (census name for ken,ME,04043,Granite State Economic Develop,One Cate Street,Portsmouth,NH,03802,PARTNERS BANK OF NEW ENGLAND,SANFORD,ME,187500,154000,2010-08-24,2010,11/17/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,YORK,ME,MAINE DISTRICT OFFICE,01,CORPORATION,NA,PIF,06/30/2020,NA,0,3,201467.06827740007,TRUE,Computing
20230930,504,Genstor Systems Inc.,1501-1505 Space Park Dr.,Santa clara,CA,95054,"Capital Access Group, Inc.",150 California Street,San Francisco,CA,94111,"BANK OF AMERICA, NATIONAL ASSOCIATION",CHARLOTTE,NC,585750,481000,2010-08-24,2010,11/17/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334111,Electronic Computer Manufacturing,NA,NA,SANTA CLARA,CA,SAN FRANCISCO DISTRICT OFFICE,17,CORPORATION,NA,EXEMPT,NA,NA,0,10,629257.5314378535,TRUE,Computing
20230930,504,Security Door Controls,801 Avenida Acaso.,Camarillo,CA,93012,California Statewide Certified,426 D Street,Davis,CA,95616,"BANK OF AMERICA, NATIONAL ASSOCIATION",CHARLOTTE,NC,1389860,1138000,2010-08-31,2010,06/15/2011,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334419,Other Electronic Component Manufacturing,NA,NA,VENTURA,CA,LOS ANGELES DISTRICT OFFICE,26,CORPORATION,NA,PIF,05/31/2015,NA,0,4,1488763.1409070212,TRUE,Microelectronics
20230930,504,BIOTRON LABORATORIES INC.,722 SOUTH 5300 WEST.,Salt lake city,UT,84104,Mountain West Small Business F,2595 East 3300 South,Salt Lake City,UT,84109,"BANK OF AMERICA, NATIONAL ASSOCIATION",CHARLOTTE,NC,412500,343000,2010-09-10,2010,11/17/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,325411,Medicinal and Botanical Manufacturing,NA,NA,SALT LAKE,UT,UTAH DISTRICT OFFICE,02,CORPORATION,NA,PIF,09/30/2020,NA,0,4,448722.1066178456,TRUE,Biotechnology
20230930,504,Infotech Solutions L.L.C.,204 Four Park Rd.,Lafayette,LA,70507,Louisiana Capital Certified De,307 LaRue France,Lafayette,LA,70508,RAYNE STATE BANK & TRUST COMPANY,RAYNE,LA,192900,162000,2010-09-14,2010,10/12/2011,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,LAFAYETTE,LA,LOUISIANA DISTRICT OFFICE,03,CORPORATION,NA,EXEMPT,NA,NA,0,3,211932.89000609616,TRUE,Computing
20230930,504,Spherexx LLC,9142 S. Sheridan Road.,TULSA,OK,74133,"Rural Enterprises of Oklahoma,",2912 Enterprise Blvd.,Durant,OK,74701,"BOKF, NATIONAL ASSOCIATION",TULSA,OK,641079,530000,2010-09-14,2010,04/13/2011,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,TULSA,OK,OKLAHOMA DISTRICT OFFICE,01,CORPORATION,NA,PIF,12/31/2020,NA,0,3,693360.689526117,TRUE,Computing
20230930,504,BizHelper Inc,1039 Sterling Road.,Herndon,VA,20170,"Business Finance Group, Inc.",3930 Pender Drive,Fairfax,VA,22030,CRESTAR BANK,RICHMOND,VA,159000,133000,2010-09-17,2010,02/16/2011,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,518210,"Data Processing, Hosting, and Related Services",NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,NA,EXEMPT,NA,NA,0,2,173994.28623957277,TRUE,Computing
20230930,504,Ikona Inc.,175 Washington Street.,Dedham (town of),MA,02026,Granite State Economic Develop,One Cate Street,Portsmouth,NH,03802,EASTERN BANK,BOSTON,MA,165000,137000,2010-09-20,2010,11/17/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541690,Other Scientific and Technical Consulting Services,NA,NA,NORFOLK,MA,MASSACHUSETTS DISTRICT OFFICE,07,CORPORATION,NA,PIF,12/31/2018,NA,0,3,179227.19710392083,TRUE,High Technology
20230930,504,Information Management Service,5047 Transamerica Drive.,Columbus,OH,43228,Ohio Statewide Development Cor,1650 Lake Shore Dr.,Columbus,OH,43204,THE HUNTINGTON NATIONAL BANK,COLUMBUS,OH,169250,141000,2010-09-23,2010,03/16/2011,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,FRANKLIN,OH,COLUMBUS DISTRICT OFFICE,03,CORPORATION,NA,PIF,02/28/2018,NA,0,3,184460.1079682689,TRUE,Computing
20230930,504,Stellar Services,70 West 36th Street Unit 7A.,New york,NY,10016,Empire State Certified Develop,50 Beaver Street,Albany,NY,12207,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",COLUMBUS,OH,3074070,1535000,2010-09-23,2010,11/17/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,NEW YORK,NY,NEW YORK DISTRICT OFFICE,12,CORPORATION,NA,PIF,10/31/2019,NA,0,20,2008129.5441935656,TRUE,Computing
20230930,504,CAPSHER TECHNOLOGY INC.,1604 Crescent Pointe Parkway,College station,TX,77845,Capital Certified Development,4330 Gaines Ranch Loop,Austin,TX,78735,PROSPERITY BANK,COLLEGE STATION,TX,842000,682000,2010-09-27,2010,05/16/2012,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,BRAZOS,TX,HOUSTON DISTRICT OFFICE,17,CORPORATION,NA,PIF,12/31/2020,NA,0,12,892211.3023713431,TRUE,Computing
20230930,504,Willick Engineering Co. Inc.,12516 Lakeland Road.,Santa fe springs,CA,90670,California Statewide Certified,426 D Street,Davis,CA,95616,"U.S. BANK, NATIONAL ASSOCIATION",CINCINNATI,OH,533650,439000,2010-09-29,2010,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541380,Testing Laboratories,NA,NA,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE,38,CORPORATION,NA,CANCLD,NA,NA,0,4,574311.9673621989,TRUE,High Technology
20230930,504,J&J TECHNOLOGIES INC.,"16 KENDRICK ROAD,UNITS 2 & 3",WAREHAM,MA,02571,New England Certified Developm,500 Edgewater Dr.,Wakefield,MA,01880,"FIRSTMERIT BANK, N.A.",CHELMSFORD,MA,125000,104000,2010-09-29,2010,12/15/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334419,Other Electronic Component Manufacturing,NA,NA,PLYMOUTH,MA,MASSACHUSETTS DISTRICT OFFICE,09,CORPORATION,NA,PIF,09/30/2020,NA,0,2,136055.68247304938,TRUE,Microelectronics
20230930,504,Marin IT Inc.,366 Bel Marin Keys Boulevard,Novato,CA,94949,Mortgage Capital Development C,1611 Telegraph Ave,Oakland,CA,94612,BANK OF MARIN,NOVATO,CA,537500,435000,2010-09-30,2010,12/15/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,MARIN,CA,SAN FRANCISCO DISTRICT OFFICE,02,CORPORATION,NA,PIF,11/30/2015,NA,0,5,569079.0564978508,TRUE,Computing
20230930,504,W.S. Badgar Co. Inc.,768 Route 10.,Gilsum,NH,03448,Granite State Economic Develop,One Cate Street,Portsmouth,NH,03802,CONNECTICUT RIVER BANK NA,GILSUM,NH,681000,686000,2010-09-30,2010,11/16/2011,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,325412,Pharmaceutical Preparation Manufacturing,NA,NA,CHESHIRE,NH,NEW HAMPSHIRE DISTRICT OFFICE,02,CORPORATION,NA,EXEMPT,NA,NA,0,12,897444.2132356912,TRUE,Biotechnology
20230930,504,Filing Source Inc.,11777 Central Parkway.,JACKSONVILLE,FL,32224,Florida First Capital Finance,1351 N. Gadsden Street,Tallahassee,FL,32303,"PNC BANK, NATIONAL ASSOCIATION",WILMINGTON,DE,1115000,902000,2010-09-30,2010,01/12/2011,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,518210,"Data Processing, Hosting, and Related Services",NA,NA,DUVAL,FL,NORTH FLORIDA DISTRICT OFFICE,04,CORPORATION,NA,PIF,12/31/2012,NA,0,5,1180021.399910486,TRUE,Computing
20230930,504,Star Engineering Inc.,1 Vaillancourt Drive.,North attleboro,MA,02763,New England Certified Developm,500 Edgewater Dr.,Wakefield,MA,01880,SALEM FIVE CENTS SAVINGS BANK,SALEM,MA,638000,517000,2010-09-30,2010,05/11/2011,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334419,Other Electronic Component Manufacturing,NA,NA,BRISTOL,MA,MASSACHUSETTS DISTRICT OFFICE,04,CORPORATION,NA,PIF,02/28/2021,NA,0,6,676353.7292169859,TRUE,Microelectronics
20230930,504,Hopper Systems Inc,9920 Prospect Avenue Suite 1,Santee,CA,92071,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,SECURITY BUSINESS BANK OF SAN DIEGO,SANTEE,CA,180000,147000,2010-09-30,2010,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,SAN DIEGO,CA,SAN DIEGO DISTRICT OFFICE,50,CORPORATION,NA,CANCLD,NA,NA,0,1,192309.47426479097,TRUE,Computing
20230930,504,Tactrix Inc.,124 Russ Street,SanFrancisco,CA,94103,Mortgage Capital Development C,1611 Telegraph Ave,Oakland,CA,94612,U.S. BANK,SAN FRANCISCO,CA,810000,664000,2010-09-30,2010,01/12/2011,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,SAN FRANCISCO,CA,SAN FRANCISCO DISTRICT OFFICE,12,CORPORATION,NA,EXEMPT,NA,NA,0,2,868663.2034817769,TRUE,Computing
20230930,504,Advance Pharmaceutical Inc.,895 Waverly Avenue.,Holtsville,NY,11742,Empire State Certified Develop,50 Beaver Street,Albany,NY,12207,"CITIBANK, N.A.",SIOUX FALLS,SD,3125000,2519000,2010-09-30,2010,09/12/2012,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,325411,Medicinal and Botanical Manufacturing,NA,NA,SUFFOLK,NY,MELVILLE BRANCH OFFICE,01,CORPORATION,NA,EXEMPT,NA,NA,0,26,3295425.6168231866,TRUE,Biotechnology
20230930,504,Advanced Solutions Inc.,7815 Shaffer Parkway.,Littleton,CO,80127,B:Side Capital,3550 Brighton Blvd,Denver,CO,80216,"WELLS FARGO BANK, NATIONAL ASSOCIATION",SIOUX FALLS,SD,932800,958000,2010-09-30,2010,01/12/2011,PCLP,Sec. 504 - Premier Certified Lender Program,240,511210,Software Publishers,NA,NA,JEFFERSON,CO,COLORADO DISTRICT OFFICE,01,CORPORATION,NA,PIF,06/30/2017,NA,0,30,1253282.1520113589,TRUE,Computing
20230930,504,TiNi Aerospace Inc.,2505 Kerner Boulevard.,San rafael,CA,94901,Mortgage Capital Development C,1611 Telegraph Ave,Oakland,CA,94612,CITY NATIONAL BANK,LOS ANGELES,CA,1500000,1210000,2010-09-30,2010,12/15/2010,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Sy",NA,NA,MARIN,CA,SAN FRANCISCO DISTRICT OFFICE,02,CORPORATION,NA,PIF,11/30/2017,NA,0,10,1582955.5364652863,TRUE,SensorCyber
20230930,504,Cory Paeth LLC,742 N Wells St.,Chicago,IL,60654,"SomerCor 504, Inc.",209 S. LaSalle Street,Chicago,IL,60604,"BANK OF AMERICA, NATIONAL ASSOCIATION",CHARLOTTE,NC,480000,487000,2010-09-30,2010,12/15/2010,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541690,Other Scientific and Technical Consulting Services,NA,NA,COOK,IL,ILLINOIS DISTRICT OFFICE,07,CORPORATION,NA,PIF,05/31/2015,NA,0,8,637106.8977343756,TRUE,High Technology
20230930,504,Phrontier Technologies LLC,26471 Rancho Parkway South.,Lake Forest,CA,92630,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",COLUMBUS,OH,250000,237000,2010-10-01,2011,01/12/2011,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334220,Radio and Television Broadcasting and Wireless Communications Equipmen,NA,NA,ORANGE,CA,SANTA ANA DISTRICT OFFICE,45,CORPORATION,NA,EXEMPT,NA,NA,0,9,303924.74527845887,TRUE,Modern Telecom
20230930,504,Eginuity Communications Corpor,1119 Lyon Road.,Batavia,IL,60510,Small Business Growth Corporat,2401 West White Oaks Drive,Springfield,IL,62704,FIFTH THIRD BANK,CINCINNATI,OH,925000,748000,2010-10-01,2011,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334210,Telephone Apparatus Manufacturing,NA,NA,KANE,IL,ILLINOIS DISTRICT OFFICE,14,CORPORATION,NA,CANCLD,NA,NA,0,6,959222.4028197774,TRUE,Modern Telecom
20230930,504,Hematogenix Laboratory Service,8150 W 185th St Stes A B C D.,Tinley park,IL,60477,"SomerCor 504, Inc.",209 S. LaSalle Street,Chicago,IL,60604,"OLD PLANK TRAIL COMMUNITY BANK, NATIONAL ASSOCIATION",MOKENA,IL,1336500,1080000,2010-10-01,2011,NA,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541380,Testing Laboratories,NA,NA,COOK,IL,ILLINOIS DISTRICT OFFICE,01,PARTNERSHIP,NA,CANCLD,NA,NA,0,20,1384973.522787914,TRUE,High Technology
20230930,504,"George T Besong MD, OB/GYN, LL",810 N. Spring Garden Avenue,DeLand,FL,32720,Florida First Capital Finance,1351 N. Gadsden Street,Tallahassee,FL,32303,MAINSTREET COMMUNITY BANK OF FLORIDA,DE LAND,FL,383550,274000,2010-10-01,2011,NA,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541712,"Research and Development in the Physical, Engineering, and Life Scienc",NA,NA,VOLUSIA,FL,NORTH FLORIDA DISTRICT OFFICE,06,CORPORATION,NA,CANCLD,NA,NA,0,3,351372.91226285964,TRUE,High Technology
