"","productorservicecode","ProductOrServiceCodeText","BioRelated","Action_Obligation_OMB20_GDP20"
"890","AS27","R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (COMMERCIALIZED)",NA,156665.390016596
"891","AS31","R&D- MODAL TRANSPORTATION: RAIL (BASIC RESEARCH)",NA,47895250.201392
"892","AS32","R&D- MODAL TRANSPORTATION: RAIL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,171832305.035057
"893","AS33","R&D- MODAL TRANSPORTATION: RAIL (ADVANCED DEVELOPMENT)",NA,4793846.57600141
"894","AS34","R&D- MODAL TRANSPORTATION: RAIL (ENGINEERING DEVELOPMENT)",NA,3938297.25716366
"895","AS35","R&D- MODAL TRANSPORTATION: RAIL (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,1469531.81721651
"896","AS36","R&D- MODAL TRANSPORTATION: RAIL (MANAGEMENT/SUPPORT)",NA,243468.604377695
"897","AS41","MARINE TRANSPORTATION (BASIC)",NA,522157.607812299
"898","AS42","R&D- MODAL TRANSPORTATION: MARINE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,3822261.36439609
"899","AS43","MARINE TRANSPORTATION (ADVANCED)",NA,10855001.183849
"900","AS45","MARINE TRANSPORTATION (OPERATIONAL)",NA,284997.333247169
"901","AS91","OTHER MODAL TRANSPORTATION (BASIC)",NA,2757104.6616737
"902","AS92","R&D- MODAL TRANSPORTATION: OTHER MODAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,3241951.66772132
"903","AS93","R&D- MODAL TRANSPORTATION: OTHER MODAL (ADVANCED DEVELOPMENT)",NA,399765.322673327
"904","AS96","R&D-OTHER MODAL TRANS-MGMT SUP",NA,963563.535731696
"905","AT11","R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (BASIC RESEARCH)",NA,273172586.428408
"906","AT12","R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,25798809.0094725
"907","AT13","R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (ADVANCED DEVELOPMENT)",NA,16698211.2172943
"908","AT14","R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (ENGINEERING DEVELOPMENT)",NA,3692671.06289172
"909","AT15","R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,1242939.54361778
"910","AT16","R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (MANAGEMENT/SUPPORT)",NA,7579924.32462888
"911","AT21","R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (BASIC RESEARCH)",NA,15569298.2565659
"912","AT22","R&D- OTHER TRANSPORTATION: HUMAN FACTORS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,1930925.65081725
"913","AT23","R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (ADVANCED DEVELOPMENT)",NA,29069720.4686783
"914","AT24","R&D-TRANS-HUMAN FACTORS-ENG DEV",NA,2449128.21206619
"915","AT27","R&D-TRANS-HUMAN FACTORS-COMERCLIZ",NA,139330.480172236
"916","AT31","R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (BASIC RESEARCH)",NA,7714527.06043639
"917","AT32","R&D-TRANS-NAVIGATION AIDS-A RES/EXP",NA,4411057.67585295
"918","AT33","R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (ADVANCED DEVELOPMENT)",NA,1763424.10922837
"919","AT34","R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (ENGINEERING DEVELOPMENT)",NA,10368539.1558101
"920","AT35","R&D-TRANS-NAVIGATION AIDS-OPSY DEV",NA,526880.067308012
"921","AT36","R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (MANAGEMENT/SUPPORT)",NA,0
"922","AT41","R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (BASIC RESEARCH)",NA,765076.586572799
"923","AT42","R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,39248558.3872728
"924","AT43","R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (ADVANCED DEVELOPMENT)",NA,858452.785649908
"925","AT44","R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (ENGINEERING DEVELOPMENT)",NA,427694.03829468
"926","AT46","R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (MANAGEMENT/SUPPORT)",NA,587933.289507471
"927","AT51","PIPELINE SAFETY (BASIC)",NA,-4246.88561721404
"928","AT52","R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,5552939.17640337
"929","AT53","PIPELINE SAFETY (ADVANCED)",NA,124023.056353883
"930","AT54","PIPELINE SAFETY (ENGINEERING)",NA,326487.125
"931","AT61","R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (BASIC RESEARCH)",NA,1946411.3480392
"932","AT62","R&D-TRANS-TRAFFIC MGT-A RES/EXPL DE",NA,298135.2031
"933","AT63","R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (ADVANCED DEVELOPMENT)",NA,1472854.75400969
"934","AT64","R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (ENGINEERING DEVELOPMENT)",NA,1818000.28545073
"935","AT81","R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (BASIC RESEARCH)",NA,3121766.29070528
"936","AT82","R&D-TRANS OF HAZARD MAT-A RES/EXPL",NA,438024.8125
"937","AT83","R&D-TRANS OF HAZARD MAT-ADV DEV",NA,153044.587287012
"938","AT91","R&D- OTHER TRANSPORTATION: OTHER GENERAL (BASIC RESEARCH)",NA,15606357.7949013
"939","AT92","R&D- OTHER TRANSPORTATION: OTHER GENERAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,11422880.8111261
"940","AT93","R&D-OTHER GENERAL TRANS-ADV DEV",NA,71911.4051488566
"941","AT94","R&D- OTHER TRANSPORTATION: OTHER GENERAL (ENGINEERING DEVELOPMENT)",NA,2355273.50844138
"942","AT95","R&D-OTHER GENERAL TRANS-OPSY DEV",NA,1055390.92832086
"943","AT96","R&D- OTHER TRANSPORTATION: OTHER GENERAL (MANAGEMENT/SUPPORT)",NA,1146280.5612916
"944","AU17","R&D-TRANS OF HAZARD MAT-COMERCLIZ",NA,-183.891391696092
"945","AV11","R&D- MINING: SUBSURFACE MINING EQUIPMENT (BASIC RESEARCH)",NA,2291708.91615796
"946","AV12","R&D- MINING: SUBSURFACE MINING EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,8198780.23677337
"947","AV13","R&D- MINING: SUBSURFACE MINING EQUIPMENT (ADVANCED DEVELOPMENT)",NA,418250.387874448
"948","AV14","R&D- MINING: SUBSURFACE MINING EQUIPMENT (ENGINEERING DEVELOPMENT)",NA,672557.040188141
"949","AV15","R&D- MINING: SUBSURFACE MINING EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,148809.147130735
"950","AV22","R&D: Surface Mining Equipment-Exploratory Development",NA,1726130.01211439
"951","AV31","SUBSURFACE MINING METHODS (BASIC)",NA,1301939.90673101
"952","AV32","R&D-SUBSURF MINING METHS-A RES/EXPL",NA,54345.8918392882
"953","AV44","R&D: Surface Mining Methods-Engineering Development",NA,16592.9203539823
"954","AV53","R&D-MINING RECLAM METHS-ADV DEV",NA,608567.38391846
"955","AV61","MINING SAFETY (BASIC)",NA,9045445.01634626
"956","AV62","MINING SAFETY (APPLIED/EXPLORATORY)",NA,5220079.21865522
"957","AV63","MINING SAFETY (ADVANCED)",NA,40341.989809867
"958","AV64","MINING SAFETY (ENGINEERING)",NA,12993854.0148553
"959","AV65","MINING SAFETY (OPERATIONAL)",NA,2264915.02229409
"960","AV66","MINING SAFETY (MANAGEMENT/SUPPORT)",NA,24470.9631993193
"961","AV67","R&D-MINING SAFETY-COMERCLIZ",NA,10410.1603164689
"962","AV72","METALLURGICAL (APPLIED/EXPLORATORY)",NA,219790.681714116
"963","AV91","OTHER MINING ACTIVITIES (BASIC)",NA,702403.796730352
"964","AV92","R&D- MINING: OTHER MINING ACTIVITIES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,25228704.3241563
"965","AV93","OTHER MINING ACTIVITIES (ADVANCED)",NA,1328674.93698033
"966","AV95","R&D- MINING: OTHER MINING ACTIVITIES (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,649101.086395643
"967","AV97","R&D- MINING: OTHER MINING ACTIVITIES (COMMERCIALIZED)",NA,4957176.0960203
"968","AZ11","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)",NA,37538382865.905
"969","AZ12","R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,26997893123.4995
"970","AZ13","R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT)",NA,2401747804.78451
"971","AZ14","R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT)",NA,9700702555.50971
"972","AZ15","R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,951270763.291089
"973","AZ16","R&D- OTHER RESEARCH AND DEVELOPMENT (MANAGEMENT/SUPPORT)",NA,1796283192.74753
"974","AZ17","R&D- OTHER RESEARCH AND DEVELOPMENT (COMMERCIALIZED)",NA,81191229.2975525
"975","B502","AIR QUALITY ANALYSES",NA,42508239.401185
"976","B503","SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL",NA,6806064.12528724
"977","B504","SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL","Life Sciences",901924025.120076
"978","B505","COST BENEFIT ANALYSES",NA,4846787.26912192
"979","B506","SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC)",NA,46528915.8175108
"980","B507","ECONOMIC STUDIES",NA,3198655.07014212
"981","B509","SPECIAL STUDIES/ANALYSIS- ENDANGERED SPECIES: PLANT/ANIMAL",NA,23309258.4369114
"982","B510","SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS",NA,410222329.04483
"983","B513","SPECIAL STUDIES/ANALYSIS- FEASIBILITY (NON-CONSTRUCTION)",NA,439568375.1527
"984","B516","ANIMAL AND FISHERIES STUDIES",NA,112953945.117087
"985","B517","GEOLOGICAL STUDIES",NA,10000831.338357
"986","B518","GEOPHYSICAL STUDIES",NA,13599528.6041651
"987","B519","GEOTECHNICAL STUDIES",NA,22838712.1848636
"988","B520","GRAZING/RANGE STUDIES",NA,183528.034577864
"989","B521","HISTORICAL STUDIES",NA,2498990.99596855
"990","B524","MATHEMATICAL/STATISTICAL ANALYSES",NA,5426274.09986786
"991","B525","NATURAL RESOURCE STUDIES",NA,13756181.7008768
"992","B526","OCEANOLOGICAL STUDIES",NA,75786036.797904
"993","B527","RECREATION STUDIES",NA,303754.909322543
"994","B528","REGULATORY STUDIES",NA,13758092.0589012
"995","B529","SCIENTIFIC DATA STUDIES",NA,863309064.334009
"996","B530","SEISMOLOGICAL STUDIES",NA,833249.908264453
"997","B532","SOIL STUDIES",NA,1837262.06908861
"998","B533","SPECIAL STUDIES/ANALYSIS- WATER QUALITY",NA,6112245.59396256
"999","B534","SPECIAL STUDIES/ANALYSIS- WILDLIFE",NA,19293603.9640314
"1000","B537","MEDICAL AND HEALTH STUDIES",NA,2069403725.1962
"1001","B538","INTELLIGENCE STUDIES",NA,894073759.620499
"1002","B539","AERONAUTIC/SPACE STUDIES",NA,1203868952.24937
"1003","B540","BUILDING TECHNOLOGY STUDIES",NA,416198.648489332
"1004","B541","DEFENSE STUDIES",NA,147798080.885943
"1005","B542","EDUCATIONAL STUDIES AND ANALYSES",NA,49038512.6264968
"1006","B543","ENERGY STUDIES",NA,12417122.1359546
"1007","B544","SPECIAL STUDIES/ANALYSIS- TECHNOLOGY",NA,203117873.176236
"1008","B545","SPECIAL STUDIES/ANALYSIS- HOUSING/COMMUNITY DEVELOPMENT",NA,5185289.42660324
"1009","B546","SPECIAL STUDIES/ANALYSIS- SECURITY (PHYSICAL/PERSONAL)",NA,52494.8691359282
"1010","B547","SPECIAL STUDIES/ANALYSIS- ACCOUNTING/FINANCIAL MANAGEMENT",NA,189037.118740818
"1011","B548","SPECIAL STUDIES/ANALYSIS- TRADE ISSUE",NA,333179.113761112
"1012","B549","SPECIAL STUDIES/ANALYSIS- FOREIGN/NATIONAL SECURITY POLICY",NA,508698.884534775
"1013","B550","SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL",NA,20676333.5825362
"1014","B551","MOBILIZATION/PREPAREDNESS STUDIES",NA,338373.083623656
"1015","B552","MANPOWER STUDIES",NA,5207.40268028079
"1016","B553","COMMUNICATIONS STUDIES",NA,56887780.3069582
"1017","B555","ELDERLY/HANDICAPPED STUDIES",NA,344371.35553049
"1018","B599","OTHER SPECIAL STUDIES AND ANALYSES",NA,1620260892.55908
"1019","C111","BLDGS & FAC / ADMIN & SVC BLDGS",NA,2435142.37143597
"1020","C113","EDUCATIONAL BUILDINGS",NA,16596.4509128048
"1021","C118","RESEARCH AND DEVELOPMENT FACILITIES",NA,1866044578.3121
"1022","C121","CONSERVATION AND DEVELOPMENT",NA,122591.319111118
"1023","C122","HIGHWAY, ROADS, STREETS, BRIDGES, A",NA,125990.93997735
"1024","C124","UTILITIES",NA,44754.7440028643
"1025","C130","RESTORATION",NA,93182.7590405455
"1026","C1AZ","ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER ADMINISTRATIVE FACILITIES/SERVICE BUILDINGS",NA,9447.98978940651
"1027","C1BG","ARCHITECT AND ENGINEERING- CONSTRUCTION: ELECTRONIC AND COMMUNICATIONS FACILITIES",NA,80824.043715847
"1028","C1FZ","ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER RESIDENTIAL BUILDINGS",NA,18080.8743169399
"1029","C1HA","ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACS",NA,36394892.1512363
"1030","C1PZ","ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER NON-BUILDING FACILITIES",NA,149778.594021018
"1031","C211","A/E SVCS. (INCL LANDSCAPING INTERIO",NA,54656069.3465448
"1032","C212","ARCHITECT AND ENGINEERING- GENERAL: ENGINEERING DRAFTING, NOT CAD/CAM",NA,882883.79029198
"1033","C213","A/E - INSPECT - NON CONTRUCT",NA,389296.378907252
"1034","C214","A&E MANAGEMENT ENGINEERING SERVICES",NA,14458740.0051963
"1035","C215","A/E PROD ENG SVCS (INCL DESIGN-CONT",NA,30112372.352315
"1036","C216","A/E - MARINE ENGINEERING",NA,1807021.22721567
"1037","C219","ARCHITECT AND ENGINEERING- GENERAL: OTHER",NA,44963414.3104933
"1038","D301","ADP FACILITY MANAGEMENT",NA,191207466.066175
"1039","D302","ADP SYSTEMS DEVELOPMENT SERVICES",NA,386638531.820793
"1040","D303","ADP DATA ENTRY SERVICES",NA,17823831.6599523
"1041","D304","ADP SVCS/TELECOMM & TRANSMISSION",NA,5716410.77791321
"1042","D306","ADP SYSTEMS ANALYSIS SERVICES",NA,75962633.7373537
"1043","D307","AUTOMATED INFORMATION SYSTEM SVCS",NA,70999981.0644527
"1044","D308","IT AND TELECOM- PROGRAMMING",NA,697997213.279335
"1045","D309","ADP INF, BROADCAST & DIST SVCS",NA,2634050.50305656
"1046","D310","ADP BACKUP AND SECURITY SERVICES",NA,72401752.7116574
"1047","D311","ADP DATA CONVERSION SERVICES",NA,1743610.86864449
"1048","D313","COMPUTER AIDED DESGN/MFG SVCS",NA,179188646.745038
"1049","D314","ADP ACQUISITION SUP SVCS",NA,12467716.7649124
"1050","D315","DIGITIZING SVCS",NA,268096.514745308
"1051","D316","IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT",NA,167056989.764593
"1052","D317","AUTO NEWS, DATA & OTHER SVCS",NA,4331156.09252376
"1053","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",NA,49948862.633655
"1054","D319","IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS",NA,10057752.2761779
"1055","D320","IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS",NA,1168696.83203716
"1056","D321","IT AND TELECOM- HELP DESK",NA,45846247.3616328
"1057","D325","IT AND TELECOM- DATA CENTERS AND STORAGE",NA,91040.5957341859
"1058","D399","IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS",NA,8429980166.07309
"1059","E112","PURCH OF GOVT CONF SPACE & FAC",NA,28645.5862977602
"1060","E127","PURCH OF GOVT ELCT & COMM SYS FAC",NA,196760.79283193
"1061","E1AB","PURCHASE OF CONFERENCE SPACE AND FACILITIES",NA,37899.2961559285
"1062","F001","AERIAL FERTILIZATION - SPRAYING",NA,42468.8561721404
"1063","F002","AERIAL SEEDING SERVICES",NA,631661.695443734
"1064","F005","FOREST TREE PLANTING SERVICES",NA,23634.0886973446
"1065","F006","LAND TREATMENT PRACTICES",NA,508850.507010643
"1066","F008","NATURAL RESOURCES/CONSERVATION- RECREATION SITE MAINTENANCE (NON-CONSTRUCTION)",NA,13125304.1813428
"1067","F009","NATURAL RESOURCES/CONSERVATION- SEED COLLECTION/PRODUCTION",NA,174034.636776599
"1068","F010","NATURAL RESOURCES/CONSERVATION- SEEDLING PRODUCTION/TRANSPLANTING",NA,28617.8193205945
"1069","F011","NATURAL RESOURCES/CONSERVATION- SURFACE MINING RECLAMATION (NON-CONSTRUCTION)",NA,152868.300161789
"1070","F012","NATURAL RESOURCES/CONSERVATION- SURVEY LINE CLEARING",NA,3393.97230518599
"1071","F014","NATURAL RESOURCES/CONSERVATION- TREE THINNING",NA,150635.940070981
"1072","F015","NATURAL RESOURCES/CONSERVATION- WELL DRILLING/EXPLORATORY",NA,3759744.31729695
"1073","F018","NATURAL RESOURCES/CONSERVATION- OTHER FOREST/RANGE IMPROVEMENTS (NON-CONSTRUCTION)",NA,67042837.8197236
"1074","F019","NATURAL RESOURCES/CONSERVATION- OTHER WILDLIFE MANAGEMENT",NA,1105896.24196048
"1075","F020","FISHERIES RES MGMT",NA,190988257.850659
"1076","F021","NATURAL RESOURCES/CONSERVATION- SITE PREPARATION",NA,24034.6010836645
"1077","F022","FISH HATCHERY SERVICES",NA,2085325.49739988
"1078","F099","NATURAL RESOURCES/CONSERVATION- OTHER",NA,286228513.962514
"1079","F101","AIR QUALITY SUPPORT SERVICES",NA,140594.208797715
"1080","F102","IND INVEST SURV/TCH SUP",NA,927737.200833673
"1081","F103","ENVIRONMENTAL SYSTEMS PROTECTION- WATER QUALITY SUPPORT",NA,384260.205533922
"1082","F105","ENVIRONMENTAL SYSTEMS PROTECTION- PESTICIDES SUPPORT",NA,-138069.897885805
"1083","F106","TOXIC SUBSTANCES SUPPORT SERVICES",NA,4900848.26325057
"1084","F107","ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS",NA,1043987.41485809
"1085","F108","ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION",NA,10235104.9239401
"1086","F109","ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT",NA,2853810.19263219
"1087","F110","DEV ENVIR IMPACT STMT/ASSESS",NA,6867685.79811323
"1088","F111","ENVIRONMENTAL SYSTEMS PROTECTION- MULTIPLE POLLUTANT SUPPORT",NA,718141.809290954
"1089","F112","ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE",NA,151645.228213936
"1090","F115","ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT",NA,222840.156631869
"1091","F999","OTHER ENVIR SVC/STUD/SUP",NA,312600912.457675
"1092","G001","CARE OF REMAINS AND/OR FUNERAL SVCS",NA,513868.206587615
"1093","G002","CHAPLAIN SERVICES",NA,4045.70407251372
"1094","G003","RECREATIONAL SERVICES",NA,573492.204057287
"1095","G007","GOVT HEALTH INS PROGRAMS",NA,91590.0887861153
"1096","G008","OTHER GOVERNMENT INSURANCE PROGRAMS",NA,18884.8899002356
"1097","G010","DIR AID TRIBAL GOVT-DI (PL93-638)",NA,47197.4048074878
"1098","G099","OTHER SOCIAL SERVICES",NA,24014.0637121725
"1099","H110","QUALITY CONTROL SERVICES: WEAPONS",NA,3806381.09524313
"1100","H118","QUALITY CONT SV/SPACE VEHICLES",NA,85098441.7838062
"1101","H120","QUALITY CONT SV/SHIP & MARINE EQ",NA,116376.694294915
"1102","H122","QUALITY CONT SV/RAILWAY EQ",NA,256735.373724755
"1103","H123","QUALITY CONT SV/VEHICLE-TRAILER-CYC",NA,87179.367506853
"1104","H146","QUALITY CONT SV/WATER PURIFYING EQ",NA,35803.7952022914
"1105","H159","QUALITY CONT SV/ELECT-ELCT EQ",NA,16634.4432509846
"1106","H162","QUALITY CONT SV/LIGHTING FIXTURES",NA,72099.1815117959
"1107","H163","QUALITY CONT SV/ALARM & SIGNAL SYS",NA,5164.04981050352
"1108","H166","QUALITY CONT SV/INSTRUMENT & LAB EQ",NA,47388.8562358424
"1109","H168","QUALITY CONT SV/CHEMICAL PRODUCTS",NA,61239.272812536
"1110","H169","QUALITY CONT SV/TRAINING AID-DEVICE",NA,84775.9479126771
"1111","H178","QUALITY CONT SV/RECREATIONAL EQ",NA,650548.659989172
"1112","H188","QUALITY CONT SV/LIVE ANIMALS",NA,41050.245805913
"1113","H193","QUALITY CONT SV/NONMETALIC FAB MAT",NA,11633.3216333216
"1114","H199","QUALITY CONT SV/MISC EQ",NA,77164.5737156707
"1115","H210","EQ TEST SVCS/WEAPONS",NA,5367969.63490523
"1116","H213","EQ TEST SVCS/AMMO & EXPLOSIVES",NA,421626.161181029
"1117","H215","EQ TEST SVCS/AIRCRAFT",NA,15873547.5811759
"1118","H216","EQ TEST SVCS/AIRCRAFT COMPONENTS",NA,128661.838974538
"1119","H217","EQ TEST SVCS/AIRCRAFT GROUND EQUIP",NA,32150.6487541624
"1120","H218","EQ TEST SVCS/SPACE VEHICLES",NA,154642249.299126
"1121","H219","EQ TEST SVCS/SHIPS-SML CRAFT-DOCKS",NA,104319.847950041
"1122","H220","EQ TEST SVCS/SHIP & MARINE EQUIP",NA,396227.473445519
"1123","H222","EQ TEST SVCS/RAILWAY EQUIP",NA,11375767.7970567
"1124","H223","EQ TEST SVCS/VEHICLES-TRAILERS-CYC",NA,0
"1125","H228","EQ TEST SVCS/ENGINES & TURBINES",NA,127825949.695727
"1126","H229","EQ TEST SVCS/ENGINE ACCESSORIES",NA,1581.02766798419
"1127","H234","EQ TEST SVCS/METALWORK MACHINE",NA,176134.890926138
"1128","H235","EQ TEST SVCS/SERVICE & TRADE EQUIP",NA,5068646.17566057
"1129","H239","EQ TEST SVCS/MATERIALS HANDLING EQ",NA,25261.2240211276
"1130","H241","EQ TEST SVCS/REFRIGERATION - AC EQ",NA,8000.76599004213
"1131","H245","EQ TEST SVCS/PLUMBING-HEATING EQ",NA,35550.579859915
"1132","H246","EQ TEST SVCS/WATER PURIFICATION EQ",NA,303908.377711555
"1133","H247","EQ TEST SVCS/PIPE-TUBING-HOSE",NA,4321.46048768033
"1134","H252","EQ TEST SVCS/MEASURING TOOLS",NA,23266535.7834151
"1135","H256","EQ TEST SVCS/CONTRUCT MATERIAL",NA,16033.7957330439
"1136","H258","EQ TEST SVCS/COMMUNICATION EQUIP",NA,616068.303758269
"1137","H259","EQ TEST SVCS/ELECT-ELCT EQUIP",NA,354220.917581842
"1138","H261","EQ TEST SVCS/POWER DISTRIBUTION EQ",NA,11707.0317070317
"1139","H263","EQ TEST SVCS/ALARM & SIGNAL SYSTEM",NA,4902234.35854675
"1140","H265","EQ TEST SVCS/MEDICAL-DENTAL-VET EQ",NA,614617.140731364
"1141","H266","EQ TEST SVCS/INSTRUMENTS & LAB EQ",NA,4906693.00284937
"1142","H268","EQ TEST SVCS/CHEMICAL PRODUCTS",NA,426949.02393454
"1143","H270","EQ TEST SVCS/ADP EQUIP & SUPPLIES",NA,54889604.0406617
"1144","H273","EQ TEST SVCS/FOOD PREP-SERVING EQ",NA,683201.28602595
"1145","H279","EQ TEST SVCS/CLEANING EQUIP",NA,269200.315354081
"1146","H284","EQ TEST SVCS/CLOTHING - INDIVID EQ",NA,449294.990985576
"1147","H287","EQ TEST SVCS/AGRICULTURAL SUPPLIES",NA,19172.6436928313
"1148","H288","EQ TEST SVCS/LIVE ANIMALS",NA,336030.571133367
"1149","H291","EQ TEST SVCS/FUELS-LUBRICANTS-OILS",NA,844863.556006974
"1150","H293","EQ TEST SVCS/NONMETALIC FAB MAT",NA,20861.9612742036
"1151","H294","EQ TEST SVCS/NONMETALIC CRUDE MAT",NA,12175.8188238159
"1152","H296","EQ TEST SVCS/ORES & MINERALS",NA,14428.4821986259
"1153","H299","EQ TEST SVCS/MISC EQUIP",NA,14031373.5914266
"1154","H313","INSPECT SVCS/AMMO & EXPLOSIVES",NA,92633.7225088243
"1155","H315","INSPECT SVCS/AIRCRAFT",NA,2729033.18588906
"1156","H316","INSPECT SVCS/AIRCRAFT COMPONENTS",NA,45673.6948923216
"1157","H318","INSPECT SVCS/SPACE VEHICLES",NA,85342871.1604699
"1158","H320","INSPECT SVCS/SHIP & MARINE EQ",NA,-44.4876963714723
"1159","H322","INSPECT SVCS/RAILWAY EQ",NA,3829.95021064726
"1160","H342","INSPECT SVCS/FIRE-RESCUE-SAFETY EQ",NA,71607.5904045829
"1161","H356","INSPECT SVCS/CONTRUCT MATERIAL",NA,799630.871532895
"1162","H365","INSPECT SVCS/MEDICAL-DENTAL-VET EQ",NA,134.048257372654
"1163","H366","INSPECT SVCS/INSTRUMENTS & LAB EQ",NA,135869.160638944
"1164","H368","INSPECT SVCS/CHEMICAL PRODUCTS",NA,410155.428765172
"1165","H387","INSPECT SVCS/AGRICULTURAL SUPPLIES",NA,37120.0074256894
"1166","H388","INSPECT SVCS/LIVE ANIMALS",NA,52544.6383022141
"1167","H389","INSPECT SVCS/SUBSISTENCE",NA,136044.081121277
"1168","H399","INSPECT SVCS/MISC EQ",NA,1236309.71901359
"1169","H910","OTHER QC SVCS/WEAPONS",NA,289748605.149616
"1170","H915","OTHER QC SVCS/AIRCRAFT",NA,4980367.57248819
"1171","H918","OTHER QC SVCS/SPACE VEHICLES",NA,409985220.123737
"1172","H923","OTHER QC SVCS/VEHICLES-TRAILERS-CYC",NA,505595.436429378
"1173","H935","OTHER QC SVCS/SERVICE & TRADE EQ",NA,22565
"1174","H936","OTHER QC SVCS/SP INDUSTRY MACHINERY",NA,13412.978550095
"1175","H946","OTHER QC SVCS/WATER PURIFICATION EQ",NA,6207.68970571654
"1176","H951","OTHER QC SVCS/HAND TOOLS",NA,23986.4901519037
"1177","H963","OTHER QC SVCS/ALARM & SIGNAL SYSTEM",NA,1362496.25
"1178","H965","OTHER QC SVCS/MEDICAL-DENTAL-VET EQ",NA,2732.24043715847
