"NAICS_Code","naics_text","mismatch","exclude","obl","US_rcp","US_pay","EMP","minyear","maxyear","NAICS.display.label"
"44413","Hardware Stores",NA,"No",808216674.8038,202754770000,31180485000,1388455,2007,2016,"Hardware stores"
"44419","Other Building Material Dealers",NA,"No",166450776.0212,982522590000,130253950000,3302375,2007,2016,"Other building material dealers"
"44421","Outdoor Power Equipment Stores",NA,"No",7281592.6297,57435505000,7330435000,248710,2007,2016,"Outdoor power equipment stores"
"44422","Nursery, Garden Center, and Farm Supply Stores",NA,"No",3668642.3894,318735810000,32970730000,1321560,2007,2016,"Nursery, garden center, and farm supply stores"
"44511","Supermarkets and Other Grocery (except Convenience) Stores",NA,"No",26856616.1115,5017740640000,506231820000,24448105,2007,2016,"Supermarkets and other grocery (except convenience) stores"
"44512","Convenience Stores",NA,"No",35136,128557328000,11047362000,703912,2008,2015,"Convenience stores"
"44521","Meat Markets",NA,"No",27424,17115819000,2169969000,116109,2007,2010,"Meat markets"
"44522","Fish and Seafood Markets",NA,"No",653171,1800369000,196921000,10012,2009,2009,"Fish and seafood markets"
"44523","Fruit and Vegetable Markets",NA,"No",965285.6301,20641956000,2302942000,117930,2007,2014,"Fruit and vegetable markets"
"44529","Other Specialty Food Stores",NA,"No",3760053.5135,54937190000,9757905000,704740,2007,2016,"Other specialty food stores"
"44531","Beer, Wine, and Liquor Stores",NA,"No",72917.6895,236819268000,16918140000,882105,2007,2014,"Beer, wine, and liquor stores"
"44611","Pharmacies and Drug Stores",NA,"No",3345041933.1341,2158405525000,231390390000,7653045,2007,2016,"Pharmacies and drug stores"
"44612","Cosmetics, Beauty Supplies, and Perfume Stores",NA,"No",-4282916.1742,95680601000,12682404000,762101,2007,2016,"Cosmetics, beauty supplies, and perfume stores"
"44613","Optical Goods Stores",NA,"No",49286941.8907,88883690000,19143805000,722145,2007,2016,"Optical goods stores"
"44619","Other Health and Personal Care Stores",NA,"No",23322477.3439,150050595000,30021350000,993990,2007,2016,"Other health and personal care stores"
"44711","Gasoline Stations with Convenience Stores",NA,"No",4245428.0453,3816827540000,118334370000,7169570,2007,2016,"Gasoline stations with convenience stores"
"44719","Other Gasoline Stations",NA,"No",12647478.7928,1206519135000,32881565000,1567265,2007,2016,"Other gasoline stations"
"44811","Men's Clothing Stores",NA,"No",41152634.0101,82892460000,13391385000,545790,2007,2016,"Men's clothing stores"
"44812","Women's Clothing Stores",NA,"No",54665.2002,118390047000,15302211000,1019394,2007,2011,"Women's clothing stores"
"44813","Children's and Infants' Clothing Stores",NA,"No",31769.73,28014558000,3147048000,296187,2007,2010,"Children's and infants' clothing stores"
"44814","Family Clothing Stores",NA,"No",759773.7951,604534958000,67181800000,4554851,2007,2013,"Family clothing stores"
"44815","Clothing Accessories Stores",NA,"No",7732561.4536,73679990000,8740505000,477455,2007,2016,"Clothing accessories stores"
"44819","Other Clothing Stores",NA,"No",25291585.6827,118881840000,16797760000,1019800,2007,2016,"Other clothing stores"
"44821","Shoe Stores",NA,"No",16349708.5073,286341190000,33480640000,2058785,2007,2016,"Shoe stores"
"44831","Jewelry Stores",NA,"No",187312.4593,230106624000,31858660000,1122064,2007,2016,"Jewelry stores"
"44832","Luggage and Leather Goods Stores",NA,"No",13122524.7017,21156670000,1820455000,65095,2007,2016,"Luggage and leather goods stores"
"45111","Sporting Goods Stores",NA,"No",621328531.2012,375737400000,42356150000,2245495,2007,2016,"Sporting goods stores"
"45112","Hobby, Toy, and Game Stores",NA,"No",1816820.6273,157605405000,18399355000,1304610,2007,2016,"Hobby, toy, and game stores"
"45113","Sewing, Needlework, and Piece Goods Stores",NA,"No",2435287.9594,39694195000,5458580000,444660,2007,2016,"Sewing, needlework, and piece goods stores"
"45114","Musical Instrument and Supplies Stores",NA,"No",32623325.6267,49900755000,7.461e+09,312710,2007,2016,"Musical instrument and supplies stores"
"45121","Book Stores and News Dealers",NA,"No",6144260.2585,153014915000,17160735000,1236950,2007,2016,"Book stores and news dealers"
"45122",NA,NA,"No",437514.4318,21218441000,2664612000,176974,2007,2013,"Prerecorded tape, compact disc, and record stores"
"45211","Department Stores",NA,"No",800569.351,1401582332000,149862752000,8217524,2007,2015,"Department stores"
"45291","Warehouse Clubs and Supercenters",NA,"No",1367827.7446,2031125274000,172556316000,7615537,2007,2014,"Warehouse clubs and supercenters"
"45299","All Other General Merchandise Stores",NA,"No",133533869.2634,498742805000,48572855000,3127080,2007,2016,"All other general merchandise stores"
"45311","Florists",NA,"No",4648816.4546,54943205000,12117135000,790115,2007,2016,"Florists"
"45321","Office Supplies and Stationery Stores",NA,"No",220920951.6533,199520710000,21034415000,1017060,2007,2016,"Office supplies and stationery stores"
"45322","Gift, Novelty, and Souvenir Stores",NA,"No",7228588.0399,153139540000,24424100000,1720705,2007,2016,"Gift, novelty, and souvenir stores"
"45331","Used Merchandise Stores",NA,"No",585415.1248,72811211000,16799468000,999011,2007,2016,"Used merchandise stores"
"45391","Pet and Pet Supplies Stores",NA,"No",2559692.388,130662920000,18413605000,1035190,2007,2016,"Pet and pet supplies stores"
"45392","Art Dealers",NA,"No",3477563.174,75594935000,9361370000,198315,2007,2016,"Art dealers"
"45393","Manufactured (Mobile) Home Dealers",NA,"No",1996981.3463,59642195000,5683105000,159485,2007,2016,"Manufactured (mobile) home dealers"
"45399","All Other Miscellaneous Store Retailers",NA,"No",301020507.0872,223099495000,26032415000,1097960,2007,2016,"All other miscellaneous store retailers"
"45411","Electronic Shopping and Mail-Order Houses",NA,"No",10759596.3532,2718071820000,172059640000,3713700,2007,2016,"Electronic shopping and mail-order houses"
"45421","Vending Machine Operators",NA,"No",60092.29,39745512000,7586724000,272196,2007,2015,"Vending machine operators"
"45431","Fuel Dealers",NA,"No",244540974.129,362323305000,30950685000,814305,2007,2016,"Fuel dealers"
"45439","Other Direct Selling Establishments",NA,"No",17705762.5178,231859455000,37170650000,1151160,2007,2016,"Other direct selling establishments"
"48111","Scheduled Air Transportation",NA,"No",3821728876.7205,1485224795000,235714200000,4232800,2007,2016,"Scheduled air transportation"
"48121","Nonscheduled Air Transportation",NA,"No",38610084803.7504,154200325000,26064145000,380860,2007,2016,"Nonscheduled air transportation"
"48211",NA,"Not tracked: Railroads","Not in stats",4691693.5353,NA,NA,NA,2007,2016,NA
"48311","Deep Sea, Coastal, and Great Lakes Water Transportation",NA,"No",17039629043.6223,309273420000,34560225000,516375,2007,2016,"Deep sea, coastal, and great lakes water transportation"
"48321","Inland Water Transportation",NA,"No",282614478.6985,71503850000,12171650000,200750,2007,2016,"Inland water transportation"
"48411","General Freight Trucking, Local",NA,"No",230646576.2908,222666615000,65006390000,1776250,2007,2016,"General freight trucking, local"
"48412","General Freight Trucking, Long-Distance",NA,"No",1399861757.2444,1255011410000,325037340000,7701295,2007,2016,"General freight trucking, long-distance"
"48421","Used Household and Office Goods Moving",NA,"No",299194841.0161,141002365000,30971615000,972615,2007,2016,"Used household and office goods moving"
"48422","Specialized Freight (except Used Goods) Trucking, Local",NA,"No",623525124.3369,338602525000,84419500000,2190980,2007,2016,"Specialized freight (except used goods) trucking, local"
"48423","Specialized Freight (except Used Goods) Trucking, Long-Distance",NA,"No",1032623213.2482,321900305000,7.5202e+10,1713985,2007,2016,"Specialized freight (except used goods) trucking, long-distance"
"48511","Urban Transit Systems",NA,"No",271537235.6717,32396705000,18867150000,484180,2007,2016,"Urban transit systems"
"48521","Interurban and Rural Bus Transportation",NA,"No",5216738.1526,14074835000,4515645000,172715,2007,2016,"Interurban and rural bus transportation"
"48531","Taxi Service",NA,"No",14162849.5621,21447410000,6537030000,326460,2007,2016,"Taxi service"
"48532","Limousine Service",NA,"No",19581882.0998,41193905000,10274360000,421590,2007,2016,"Limousine service"
"48541","School and Employee Bus Transportation",NA,"No",590140444.6378,97592275000,40449435000,2251700,2007,2016,"School and employee bus transportation"
"48551","Charter Bus Industry",NA,"No",58836033.4648,27827265000,8188400000,327955,2007,2016,"Charter bus industry"
"48599","Other Transit and Ground Passenger Transportation",NA,"No",186669462.4534,41226790000,16767850000,715550,2007,2016,"Other transit and ground passenger transportation"
"48611","Pipeline Transportation of Crude Oil",NA,"No",181208.0506,29436746000,4853284000,48802,2007,2014,"Pipeline transportation of crude oil"
"48621","Pipeline Transportation of Natural Gas",NA,"No",1738307.0128,200792365000,26799575000,268995,2007,2016,"Pipeline transportation of natural gas"
"48691","Pipeline Transportation of Refined Petroleum Products",NA,"No",1687481.8175,53000510000,5396445000,60055,2007,2016,"Pipeline transportation of refined petroleum products"
"48699","All Other Pipeline Transportation",NA,"No",822361.6284,2327041000,183862000,2331,2007,2016,"All other pipeline transportation"
"48711","Scenic and Sightseeing Transportation, Land",NA,"No",933330.0812,9089440000,2647380000,103225,2007,2016,"Scenic and sightseeing transportation, land"
"48721","Scenic and Sightseeing Transportation, Water",NA,"No",1766625.4797,14251990000,3893210000,135460,2007,2016,"Scenic and sightseeing transportation, water"
"48799","Scenic and Sightseeing Transportation, Other",NA,"No",254017.1703,4357865000,888280000,22870,2007,2016,"Scenic and sightseeing transportation, other"
"48811","Airport Operations",NA,"No",790586924.1779,67303140000,23184100000,867435,2007,2016,"Airport operations"
"48819","Other Support Activities for Air Transportation",NA,"No",38964974316.6846,137181120000,41957165000,820275,2007,2016,"Other support activities for air transportation"
"48821","Support Activities for Rail Transportation",NA,"No",66434513.1991,38362495000,12353235000,299090,2007,2016,"Support activities for rail transportation"
"48831","Port and Harbor Operations",NA,"No",548099995.6198,17908480000,3338905000,65415,2007,2016,"Port and harbor operations"
"48832","Marine Cargo Handling",NA,"No",988232325.1649,75750985000,24457910000,453355,2007,2016,"Marine cargo handling"
"48833","Navigational Services to Shipping",NA,"No",653148117.548,31318175000,8209435000,129800,2007,2016,"Navigational services to shipping"
"48839","Other Support Activities for Water Transportation",NA,"No",506225216.3658,18091105000,5931935000,117140,2007,2016,"Other support activities for water transportation"
"48841","Motor Vehicle Towing",NA,"No",35876089.6284,49524105000,15891350000,555925,2007,2016,"Motor vehicle towing"
"48849","Other Support Activities for Road Transportation",NA,"No",211491314.8502,20360030000,7561695000,263550,2007,2016,"Other support activities for road transportation"
"48851","Freight Transportation Arrangement",NA,"No",2372761190.3155,476195010000,117589415000,2399170,2007,2016,"Freight transportation arrangement"
"48899","Other Support Activities for Transportation",NA,"No",1210263330.9233,18180030000,4595840000,159085,2007,2016,"Other support activities for transportation"
"49111",NA,"Not tracked: Postal Service","Not in stats",328157285.1741,NA,NA,NA,2007,2016,NA
"49211","Couriers and Express Delivery Services",NA,"No",966502207.1944,700962350000,198947660000,5087770,2007,2016,"Couriers and express delivery services"
"49221","Local Messengers and Local Delivery",NA,"No",75108025.6661,35231105000,8988105000,345650,2007,2016,"Local messengers and local delivery"
"49311","General Warehousing and Storage",NA,"No",2433402890.204,164021755000,221290720000,5948995,2007,2016,"General warehousing and storage"
"49312","Refrigerated Warehousing and Storage",NA,"No",100891999.0869,37442075000,16217135000,416920,2007,2016,"Refrigerated warehousing and storage"
"49313","Farm Product Warehousing and Storage",NA,"No",61093209.7207,8008710000,2170990000,58225,2007,2016,"Farm product warehousing and storage"
"49319","Other Warehousing and Storage",NA,"No",2675903022.5542,42599165000,28737035000,742065,2007,2016,"Other warehousing and storage"
"51111","Newspaper Publishers",NA,"No",28306235.3214,386766070000,119225570000,2974390,2007,2016,"Newspaper publishers"
"51112","Periodical Publishers",NA,"No",280890070.607,376706060000,84853340000,1312415,2007,2016,"Periodical publishers"
"51113","Book Publishers",NA,"No",632895748.6474,272694705000,54240280000,884465,2007,2016,"Book publishers"
"51114","Directory and Mailing List Publishers",NA,"No",19784741.6086,143165820000,28872090000,471810,2007,2016,"Directory and mailing list publishers"
"51119","Other Publishers",NA,"No",374072359.5078,60162130000,10580145000,215060,2007,2016,"Other publishers"
"51121","Software Publishers",NA,"No",7722432002.0357,1532380980000,508694110000,3988525,2007,2016,"Software publishers"
"51211","Motion Picture and Video Production",NA,"No",375294836.8749,600406035000,112824625000,1317115,2007,2016,"Motion picture and video production"
"51212","Motion Picture and Video Distribution",NA,"No",101844198.3628,18579100000,3051065000,39630,2007,2016,"Motion picture and video distribution"
"51213","Motion Picture and Video Exhibition",NA,"No",2126660.5967,131246615000,13979965000,1327280,2007,2016,"Motion picture and video exhibition"
"51219","Postproduction Services and Other Motion Picture and Video Industries",NA,"No",222173484.1252,52565390000,19108845000,263070,2007,2016,"Postproduction services and other motion picture and video industries"
"51221","Record Production",NA,"No",2077515.7004,2760550000,577915000,9915,2007,2016,"Record production"
"51222","Integrated Record Production/Distribution",NA,"No",843289.211,72453530000,10839350000,89175,2007,2016,"Integrated record production/distribution"
"51223","Music Publishers",NA,"No",938598.0105,43209870000,4541995000,59490,2007,2016,"Music publishers"
"51224","Sound Recording Studios",NA,"No",7584248.266,8830450000,3029900000,64385,2007,2016,"Sound recording studios"
"51229","Other Sound Recording Industries",NA,"No",4643261.3552,4749275000,1483575000,31460,2007,2016,"Other sound recording industries"
"51321",NA,"Reassigned in 2002","Not in sample",507274.1802,NA,NA,NA,2007,2013,NA
"51331",NA,"Reassigned in 2002","Not in sample",374959816.8429,NA,NA,NA,2007,2016,NA
"51332",NA,"Reassigned in 2002","Not in sample",-142045.923,NA,NA,NA,2007,2013,NA
"51333",NA,"Reassigned in 2002","Not in sample",1634844108.4891,NA,NA,NA,2007,2016,NA
"51334",NA,"Reassigned in 2002","Not in sample",4381485.5834,NA,NA,NA,2007,2012,NA
"51339",NA,"Reassigned in 2002","Not in sample",12291390.3402,NA,NA,NA,2007,2015,NA
"51411",NA,"Reassigned in 2002","Not in sample",-17988,NA,NA,NA,2011,2011,NA
"51412",NA,"Reassigned in 2002","Not in sample",-24915.5508,NA,NA,NA,2011,2011,NA
"51419",NA,"Reassigned in 2002","Not in sample",153444101.9992,NA,NA,NA,2007,2016,NA
"51421",NA,"Reassigned in 2002","Not in sample",633077135.8098,NA,NA,NA,2007,2016,NA
"51511","Radio Broadcasting",NA,"No",64858578.4481,184977950000,55043940000,1137650,2007,2016,"Radio broadcasting"
"51512","Television Broadcasting",NA,"No",94124032.9676,405621455000,87159795000,1221765,2007,2016,"Television broadcasting"
"51521","Cable and Other Subscription Programming",NA,"No",91515640.184,542610565000,49838590000,505805,2007,2016,"Cable and other subscription programming"
"51611",NA,"Reassigned in 2007","Not in sample",11634868.9268,NA,NA,NA,2007,2016,NA
"51711","Wired Telecommunications Carriers",NA,"No",37478345834.8689,2882220025000,542119560000,8333090,2007,2016,"Wired telecommunications carriers"
"51721","Wireless Telecommunications Carriers (except Satellite)",NA,"No",2116751081.052,1979902785000,166211625000,2908595,2007,2016,"Wireless telecommunications carriers (except satellite)"
"51731",NA,"Reassigned in 2007","Not in sample",74203229.6105,NA,NA,NA,2007,2016,NA
"51741","Satellite Telecommunications",NA,"No",7390141670.5929,56257970000,8.257e+09,98695,2007,2016,"Satellite telecommunications"
"51751",NA,"Reassigned in 2007","Not in sample",20366287.6821,NA,NA,NA,2007,2015,NA
"51791","Other Telecommunications",NA,"No",3940381710.4748,265208460000,39893810000,586915,2007,2016,"Other telecommunications"
"51811",NA,"Reassigned in 2007","Not in sample",82543778.3722,NA,NA,NA,2007,2016,NA
"51821","Data Processing, Hosting, and Related Services",NA,"No",2508263424.5224,873230590000,337774345000,4455205,2007,2016,"Data processing, hosting, and related services"
"51911","News Syndicates",NA,"No",6753106.9527,20491745000,6536605000,83135,2007,2016,"News syndicates"
"51912","Libraries and Archives",NA,"No",113115808.6096,20168945000,7730630000,290390,2007,2016,"Libraries and archives"
"51913","Internet Publishing and Broadcasting and Web Search Portals",NA,"No",271046128.5109,595202090000,206961230000,1294710,2007,2016,"Internet publishing and broadcasting and web search portals"
"51919","All Other Information Services",NA,"No",1147711901.7568,21461375000,6101155000,125855,2007,2016,"All other information services"
"52111","Monetary Authorities-Central Bank",NA,"No",81562.5596,280039340000,7100674000,93705,2007,2014,"Monetary authorities - central bank"
"52211","Commercial Banking",NA,"No",54324263.2744,4967355120000,1016504740000,16447480,2007,2016,"Commercial banking"
"52212","Savings Institutions",NA,"No",28861.26,NA,NA,NA,2008,2012,"Savings institutions"
"52213","Credit Unions",NA,"No",292685.9102,NA,NA,NA,2007,2016,"Credit unions"
"52219","Other Depository Credit Intermediation",NA,"No",7299513.8356,NA,NA,NA,2007,2016,"Other depository credit intermediation"
"52221","Credit Card Issuing",NA,"No",32033.4004,138358311000,8431087000,146284,2010,2016,"Credit card issuing"
"52222","Sales Financing",NA,"No",24756354.2418,1043853375000,90307120000,1046705,2007,2016,"Sales financing"
"52229","Other Nondepository Credit Intermediation",NA,"No",343446.501,2066805706000,191187736000,3035030,2007,2016,"Other nondepository credit intermediation"
"52231","Mortgage and Nonmortgage Loan Brokers",NA,"No",1898020.3825,110695035000,38542695000,839635,2007,2016,"Mortgage and nonmortgage loan brokers"
"52232","Financial Transactions Processing, Reserve, and Clearinghouse Activities",NA,"No",7304973.4437,502520495000,88845885000,1351260,2007,2016,"Financial transactions processing, reserve, and clearinghouse activities"
"52239","Other Activities Related to Credit Intermediation",NA,"No",64760.4802,52494416000,12574006000,347482,2008,2016,"Other activities related to credit intermediation"
"52311","Investment Banking and Securities Dealing",NA,"No",-12696,203139021000,49383611000,130790,2007,2007,"Investment banking and securities dealing"
"52312","Securities Brokerage",NA,"No",25626.3708,828539823000,251353695000,1861161,2007,2015,"Securities brokerage"
"52313","Commodity Contracts Dealing",NA,"No",12334.92,20634606000,4515359000,23488,2007,2014,"Commodity contracts dealing"
"52314","Commodity Contracts Brokerage",NA,"No",1928175.1798,38667844000,11508409000,78509,2007,2014,"Commodity contracts brokerage"
"52321","Securities and Commodity Exchanges",NA,"No",68070.5,NA,NA,NA,2007,2010,"Securities and commodity exchanges"
"52391","Miscellaneous Intermediation",NA,"No",3712108486.391,179446625000,53044030000,361005,2007,2016,"Miscellaneous intermediation"
"52393","Investment Advice",NA,"No",8777896.27,275715650000,95844225000,941145,2007,2016,"Investment advice"
"52399","All Other Financial Investment Activities",NA,"No",76053985.1954,NA,NA,NA,2007,2016,"All other financial investment activities"
"52411","Direct Life, Health, and Medical Insurance Carriers",NA,"No",100773011470.792,10885782535000,637669910000,8286355,2007,2016,"Direct life, health, and medical insurance carriers"
"52412","Direct Insurance (except Life, Health, and Medical) Carriers",NA,"No",20408607.5283,4574972630000,450563735000,6304520,2007,2016,"Direct insurance (except life, health, and medical) carriers"
"52413","Reinsurance Carriers",NA,"No",7372244.0391,325109982000,15142330000,95366,2009,2016,"Reinsurance carriers"
"52421","Insurance Agencies and Brokerages",NA,"No",5579546.8785,1064844785000,374660650000,6677665,2007,2016,"Insurance agencies and brokerages"
"52429","Other Insurance Related Activities",NA,"No",1079440768.1849,988827405000,130925475000,2234325,2007,2016,"Other insurance related activities"
"52511",NA,"Not tracked: Pension and Other Funds","Not in stats",361148.938,NA,NA,NA,2009,2016,NA
"52512",NA,"Not tracked: Pension and Other Funds","Not in stats",57548.49,NA,NA,NA,2007,2016,NA
"52519",NA,"Not tracked: Pension and Other Funds","Not in stats",12645673.364,NA,NA,NA,2009,2015,NA
"52593",NA,"Not tracked: Pension and Other Funds","Not in stats",0,NA,NA,NA,2010,2011,NA
"52599","Other Financial Vehicles","Not tracked: Pension and Other Funds","Not in stats",65800,NA,NA,NA,2008,2008,NA
"53111","Lessors of Residential Buildings and Dwellings",NA,"No",241821516.4683,766796705000,90824780000,3005630,2007,2016,"Lessors of residential buildings and dwellings"
"53112","Lessors of Nonresidential Buildings (except Miniwarehouses)",NA,"No",279317080.6096,983734605000,90831195000,1754605,2007,2016,"Lessors of nonresidential buildings (except miniwarehouses)"
"53113","Lessors of Miniwarehouses and Self-Storage Units",NA,"No",8574162.8574,71760460000,8510965000,375620,2007,2016,"Lessors of miniwarehouses and self-storage units"
"53119","Lessors of Other Real Estate Property",NA,"No",54247175.6207,63756760000,8431540000,316010,2007,2016,"Lessors of other real estate property"
"53121","Offices of Real Estate Agents and Brokers",NA,"No",291095438.2887,747259035000,147604645000,2981300,2007,2016,"Offices of real estate agents and brokers"
"53131","Real Estate Property Managers",NA,"No",73429152.0709,457786465000,208124380000,5221040,2007,2016,"Real estate property managers"
"53132","Offices of Real Estate Appraisers",NA,"No",9269950.5859,53806120000,18612360000,409140,2007,2016,"Offices of real estate appraisers"
"53139","Other Activities Related to Real Estate",NA,"No",160399901.5997,133977510000,38521030000,594260,2007,2016,"Other activities related to real estate"
"53211","Passenger Car Rental and Leasing",NA,"No",881887147.1695,309843230000,4.2597e+10,1246975,2007,2016,"Passenger car rental and leasing"
"53212","Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",NA,"No",224360083.2815,157136875000,19711370000,473995,2007,2016,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing"
"53221","Consumer Electronics and Appliances Rental",NA,"No",93176151.0899,54366440000,10940515000,330975,2007,2016,"Consumer electronics and appliances rental"
"53222","Formal Wear and Costume Rental",NA,"No",605113.1598,7157480000,1633300000,84970,2007,2016,"Formal wear and costume rental"
"53223","Video Tape and Disc Rental",NA,"No",385011.1596,68743495000,11152830000,792465,2007,2016,"Video tape and disc rental"
"53229","Other Consumer Goods Rental",NA,"No",145921526.7388,102059125000,27121335000,805730,2007,2016,"Other consumer goods rental"
"53231","General Rental Centers",NA,"No",16759573.3223,32880600000,7292050000,233805,2007,2016,"General rental centers"
"53241","Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing",NA,"No",953665319.5617,283049140000,40505195000,620435,2007,2016,"Construction, transportation, mining, and forestry machinery and equipment rental and leasing"
"53242","Office Machinery and Equipment Rental and Leasing",NA,"No",1255018015.6568,21143250000,3758850000,58820,2007,2016,"Office machinery and equipment rental and leasing"
"53249","Other Commercial and Industrial Machinery and Equipment Rental and Leasing",NA,"No",958801072.7746,218723625000,47162365000,928740,2007,2016,"Other commercial and industrial machinery and equipment rental and leasing"
"53311","Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)",NA,"No",8758542.8414,329588310000,27118395000,326730,2007,2016,"Lessors of nonfinancial intangible assets (except copyrighted works)"
"54111","Offices of Lawyers",NA,"No",64107484.0829,2383266110000,872531070000,10864935,2007,2016,"Offices of lawyers"
"54112",NA,"Not Tracked: Offices of Notaries","Not in stats",291824.07,NA,NA,NA,2009,2016,NA
"54119","Other Legal Services",NA,"No",136153663.9988,122192815000,39884365000,897295,2007,2016,"Other legal services"
"54121","Accounting, Tax Preparation, Bookkeeping, and Payroll Services",NA,"No",3070781907.5294,1221852780000,569756235000,14095735,2007,2016,"Accounting, tax preparation, bookkeeping, and payroll services"
"54131","Architectural Services",NA,"No",5908780538.145,326393400000,120712760000,1779565,2007,2016,"Architectural services"
"54132","Landscape Architectural Services",NA,"No",91949571.2139,35806825000,13865510000,281100,2007,2016,"Landscape architectural services"
"54133","Engineering Services",NA,"No",286460318294.025,1978279520000,764861860000,9812100,2007,2016,"Engineering services"
"54134","Drafting Services",NA,"No",24142832.4653,9584370000,4163030000,92020,2007,2016,"Drafting services"
"54135","Building Inspection Services",NA,"No",207611370.977,19173860000,6441690000,167480,2007,2016,"Building inspection services"
"54136","Geophysical Surveying and Mapping Services",NA,"No",286891562.4945,31172850000,8197195000,115830,2007,2016,"Geophysical surveying and mapping services"
"54137","Surveying and Mapping (except Geophysical) Services",NA,"No",1422989122.0765,61772490000,25889845000,577785,2007,2016,"Surveying and mapping (except geophysical) services"
"54138","Testing Laboratories",NA,"No",1681722618.4301,138555800000,59440950000,1108180,2007,2016,"Testing laboratories"
"54141","Interior Design Services",NA,"No",36526385.5759,87351495000,18380185000,398635,2007,2016,"Interior design services"
"54142","Industrial Design Services",NA,"No",152484292.7491,15854040000,9653780000,117820,2007,2016,"Industrial design services"
"54143","Graphic Design Services",NA,"No",286672326.4934,79167170000,26940360000,533225,2007,2016,"Graphic design services"
"54149","Other Specialized Design Services",NA,"No",150691319.828,11438305000,3548670000,69580,2007,2016,"Other specialized design services"
"54151","Computer Systems Design and Related Services",NA,"No",123299438849.189,2852102085000,1102814980000,13627190,2007,2016,"Computer systems design and related services"
"54161","Management Consulting Services",NA,"No",64943810229.5863,1427919065000,552973365000,7251200,2007,2016,"Management consulting services"
"54162","Environmental Consulting Services",NA,"No",4183711734.4276,119499530000,42587295000,728210,2007,2016,"Environmental consulting services"
"54169","Other Scientific and Technical Consulting Services",NA,"No",7587324496.1041,188049360000,69495835000,978645,2007,2016,"Other scientific and technical consulting services"
"54171","Research and Development in the Physical, Engineering, and Life Sciences","Scientific R&D Manual Aggregation","No",233325119813.458,1000667615000,602770355000,6221575,2007,2016,"Research and development in the physical, engineering, and life sciences"
"54172","Research and Development in the Social Sciences and Humanities",NA,"No",7988420739.6912,54114020000,21055205000,346670,2007,2016,"Research and development in the social sciences and humanities"
"54181","Advertising Agencies",NA,"No",5853191692.9413,327490065000,124783610000,1655385,2007,2016,"Advertising agencies"
"54182","Public Relations Agencies",NA,"No",538872077.4746,97068945000,41649815000,495775,2007,2016,"Public relations agencies"
"54183","Media Buying Agencies",NA,"No",132696926.8397,56658270000,14968175000,185915,2007,2016,"Media buying agencies"
"54184","Media Representatives",NA,"No",7806726.5519,32564915000,9273520000,128570,2007,2016,"Media representatives"
"54185","Outdoor Advertising",NA,"No",35612775.5754,81341795000,12557775000,266640,2007,2016,"Display advertising"
"54186","Direct Mail Advertising",NA,"No",32429159.7352,112802655000,27118625000,622580,2007,2016,"Direct mail advertising"
"54187","Advertising Material Distribution Services",NA,"No",7905240.8209,34368020000,8340580000,130275,2007,2016,"Advertising material distribution services"
"54189","Other Services Related to Advertising",NA,"No",183608766.4571,131598985000,32864675000,993340,2007,2016,"Other services related to advertising"
"54191","Marketing Research and Public Opinion Polling",NA,"No",210843841.504,159351095000,55422745000,1099745,2007,2016,"Marketing research and public opinion polling"
"54192","Photographic Services",NA,"No",50231174.8788,61174075000,17518895000,783040,2007,2016,"Photographic services"
"54193","Translation and Interpretation Services",NA,"No",7823565678.5459,30405230000,9112165000,197360,2007,2016,"Translation and interpretation services"
"54194","Veterinary Services",NA,"No",90058838.5348,270505845000,93697530000,3073110,2007,2016,"Veterinary services"
"54199","All Other Professional, Scientific, and Technical Services",NA,"No",41170145311.3368,96859425000,34129640000,674235,2007,2016,"All other professional, scientific, and technical services"
"55111","Management of Companies and Enterprises",NA,"No",351004.3792,753242094000,1865082682000,19485599,2007,2014,"Management of companies and enterprises"
"56111","Office Administrative Services",NA,"No",6949485388.8567,413583915000,191267835000,3764615,2007,2016,"Office administrative services"
"56121","Facilities Support Services",NA,"No",104194772694.847,255884790000,109453045000,2611925,2007,2016,"Facilities support services"
"56131","Employment Placement Agencies and Executive Search Services",NA,"No",78070741.0971,175133365000,88267620000,2394820,2007,2016,"Employment placement agencies and executive search services"
"56132","Temporary Help Services",NA,"No",1841665688.4973,1128898540000,754819005000,29678285,2007,2016,"Temporary help services"
"56133","Professional Employer Organizations",NA,"No",181755465.6922,939105840000,767661645000,19091280,2007,2016,"Professional employer organizations"
"56141","Document Preparation Services",NA,"No",162533743.8642,34010195000,13796565000,453995,2007,2016,"Document preparation services"
"56142","Telephone Call Centers",NA,"No",332679983.8431,179103350000,97262920000,4095065,2007,2016,"Telephone call centers"
"56143","Business Service Centers",NA,"No",49704573.669,92353975000,25550680000,854420,2007,2016,"Business service centers"
"56144","Collection Agencies",NA,"No",1069313.0217,110742023000,42480734000,1239075,2007,2015,"Collection agencies"
"56145","Credit Bureaus",NA,"No",154800523.111,76265695000,18751955000,188590,2007,2016,"Credit bureaus"
"56149","Other Business Support Services",NA,"No",1802705710.9361,105100770000,33161050000,855775,2007,2016,"Other business support services"
"56151","Travel Agencies",NA,"No",98377055.1296,NA,51552780000,1081525,2007,2016,"Travel agencies"
