"SimpleArea","ProductServiceOrRnDarea","ProductOrServiceCode","ProductOrServiceCodeText","MDAcat","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Products","Other","9540","STRUCTURAL SHAPES NONFERROUS METAL","Other via Platform Portfolio",,149000,103965,135425,950531,,27026,104046,,131100,115504,168057,,88986,4945,,186791,,12110,-3287,,,,,,,,60697,,,
"Products","Other","9545","PLATE, SHEET, STRIP, FOIL, AND WIRE: PRECIOUS METAL","Other via Platform Portfolio",,,,,,,213865,,,,,,,,,115324,12523,14452,,,,1000,2717,,,,-1000,,,17171.25,
"Products","Other","9610","ORES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,3264860.5,3256600,0,,,,,,
"Products","Other","9620","MINERALS, NATURAL AND SYNTHETIC","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,38724,,
"Products","Other","9630","ADDITIVE METAL MATERIALS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,4260,,,,,,17721.5996,,,,,,,8877.5,
"Products","Other","9640","IRON & STEEL PRIMARY & SEMIFINISHED","Other via Platform Portfolio",,,2256194,121104,757310,455951,110467,208544,602696,,1481080,,784422,,326312,36300,35950,146480,16155,-43400,90878.31,,,,,,,7780,,,1680
"Products","Other","9650","NONFERROUS BASE METAL REFINERY","Other via Platform Portfolio",108000,,,56800,,,81155,,,60474,,,,,133875,5636,7185,,68052.3008,,65250,,106080,,,,,,,14230,
"Products","Other","9660","PRECIOUS METALS PRIMARY FORMS","Other via Platform Portfolio",,,,,,,,,,,,,,,,77670,86652,,,,,,,,,,,,,,
"Products","Other","9905","SIGNS, ADVERTISING DISPLAYS, AND IDENTIFICATION PLATES","Other via Platform Portfolio",,1343000,226032,743400,,,,31590,,,,65000,,3005,100988,22239,24230,49204,23810.5,3446.0901,21660.86,1099524.2927,91989.8194,,0,14236.91,16670,13247.3201,,13004.8202,36634.5203
"Products","Other","9930","MEMORIALS-CEMETERY & MORTUARY EQ","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,6500,,,,,,11278.32,,
"Products","Other","9998","NON-FOOD ITEMS FOR RESALE","Other via Platform Portfolio",,,,,,,,,,,,,,7500,,,,,,,,,,,,,,,,,
"Products","Other","9999","MISCELLANEOUS ITEMS","Other via Platform Portfolio",12801000,9936461,6264212,2315819,56962,4256089,969498,36749754,38259770,3871997,1431317,33742,1377985,467981,2642431,1896778,0,378943,138038,2160,0,89900,,,,,,,,,
"R&D","Advanced Technology Development (6.3)","AA23","AGRICULTURE MARKETING (ADVANCED)","Other via Platform Portfolio",,,,,,,,,,,,,3e+05,295609,,,,,,,,,,,,,,,4071946,5778126.5,916187.875
"R&D","Advanced Component Development & Prototypes (6.4)","AA24","AGRICULTURE MARKETING (ENGINEERING)","Other via Platform Portfolio",,,,,,,,2475940,,,,,,,,,,,,,,,,,,,,,,,
"R&D","System Development & Demonstration (6.5)","AA25","AGRICULTURE MARKETING (OPERATIONAL)","Other via Platform Portfolio",,,,,,,,,,,,,,,,425000,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AA31","AGRICULTURE PRODUCTION (BASIC)","Other via Platform Portfolio",,,,,,,,,,,,349022,458865,0,-118993,7500,,3687234,3263390,9251,0,0,,,-33663.7,,,,,,
"R&D","System Development & Demonstration (6.5)","AA35","R&D-AGRI PRODUCTION-OPSY DEV","Other via Platform Portfolio",,-166000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R&D","Operational Systems Development (6.7)","AA37","R&D- AGRICULTURE: PRODUCTION (COMMERCIALIZED)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,744000,,,,,,,,,,,,,,
"R&D","Applied Research (6.2)","AA92","R&D- AGRICULTURE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",,,,-42529,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AB21","FIRE PREVENTION AND CONTROL (BASIC)","Other via Platform Portfolio",,,,,,,,,,,,,33000,15540,,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AB31","R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (BASIC RESEARCH)","Other via Platform Portfolio",,,,,,,,,,,,,,,-6,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AB91","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (BASIC RESEARCH)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,1e+05,0,,,,-2874.54,,,,,,,,,
"R&D","Advanced Component Development & Prototypes (6.4)","AB94","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ENGINEERING DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,,,,,736211,2908174,4346866,1761289,4197676.6875,1571481.5596,1216800.625,0,,0,,0,,,-23000.0098,
"R&D","System Development & Demonstration (6.5)","AB95","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,758271,505103,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AC11","DEFENSE AIRCRAFT (BASIC)","Other via Platform Portfolio",,,,,,,,,,,,597000,1388901,218417,5706454,2564363,1809133,801294,2103644,99969,-6938.4502,-24136.6602,,,-8917.42,449262,0,,,,
"R&D","Applied Research (6.2)","AC12","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",4e+05,664000,185364,36000,,,-51432,,,-97838,-11214,555105,337648,,2224950,2185282,4007871,2738046,2651967,1007715,2278000,250000,207996.3008,,,0,299598,,748850,,0
"R&D","Advanced Technology Development (6.3)","AC13","DEFENSE AIRCRAFT (ADVANCED)","Other via Platform Portfolio",1932000,487000,1430781,297537,60000,1059430,1132229,189022,216314,,,,4173553,4e+05,,,15000,439180,796114,167000,1167921,838311,,,,,,,,,
"R&D","Advanced Component Development & Prototypes (6.4)","AC14","DEFENSE AIRCRAFT (ENGINEERING)","Other via Platform Portfolio",25988000,,717682,,-39333,,-91985,,435473,,,,,,,,4021491,,,,,,,,,,,,,,
"R&D","System Development & Demonstration (6.5)","AC15","DEFENSE AIRCRAFT (OPERATIONAL)","Other via Platform Portfolio",,,,2158892,,,,,,,,,,2.6e+07,47584152,20309615,153265,0,0,-8430.6797,-64560.9688,-502527.7266,,,,,229369,,,304807.5938,
"Services","PAMS","AC16","R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",,,,,3400000,,,,,,99965,833576,862073,853011,299910,,288000,466202,33133,,,,,,,,,,,,
"R&D","Operational Systems Development (6.7)","AC17","R&D- DEFENSE SYSTEM: AIRCRAFT (COMMERCIALIZED)","Other via Platform Portfolio",,,,,,,,,,,,,,,,1400000,,,-194520.0313,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AC21","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH)","Other via Platform Portfolio",91860000,88632000,102014857,87021567,38267311,120767573,43271689,32030356,31660129,25967459,16802926,22135998,66713818,167248627,225973740,256506166.5,324439592.2344,354912748.4707,643317822.9917,808519307.0894,1339452564.7036,1118512623.2702,1012115388.5986,914994356.1981,580060870.6581,533094426.6551,518511842.4322,365556796.2166,441220792.2932,569921603.8602,608113936.6057
"R&D","Applied Research (6.2)","AC22","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",50658000,73778771,84934331,92957285,97016443,104048044,55878643,49432634,32365619,88207877,256715162,321692413,282258428,356230524.0781,409342062.4219,377184944.7031,458288129.3691,773370394.1881,912053758.3718,735679624.78,737073186.9838,635625628.2335,567501789.045,636710029.7255,797453484.8188,742862277.3798,877100592.0313,977868638.0153,566208461.6444,813268629.9372,839097168.0963
"R&D","Advanced Technology Development (6.3)","AC23","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT)","Other via Platform Portfolio",511024000,1195364000,1543276609,1481787288,1860312199,1675298101,1642766427,1732538033,1756687529,1502261189,1466413399,1819500157.3999,2193015433.1914,2493124691,2600132964,2639667652,3056742762.8091,3706629169.3228,3823769422.7034,3111561330.5468,2763134814.4657,2339446864.2443,2512512210.5154,1469040881.8438,1145987310.8709,1126970235.3322,901815659.8028,947980847.9742,1026877412.8948,1706514688.6709,1383786642.9264
"R&D","Advanced Component Development & Prototypes (6.4)","AC24","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ENGINEERING DEVELOPMENT)","Other via Platform Portfolio",1385680000,1139008000,948802650,590459184,850720772,443530238,527529952,399057516,162831966,85149032,47518360,60453106,94983600,364938053,463475994,553839103,630292731.6797,1021253268.5645,1005828300.598,1540619463.7585,1611094662.2168,1258951564.0966,994384555.1181,601256520.6908,785336653.2904,448636020.7545,676553572.9511,982316060.3272,1282692645.8383,1705585899.6966,2392487010.2726
"R&D","System Development & Demonstration (6.5)","AC25","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (OPERATIONAL SYSTEMS DEVELOPMENT)","Other via Platform Portfolio",1709198000,1664340000,1348550803,1639812885,1695442223,1781646615,1121045945,979604052,1278035374,1333060899,836971324,839526841,776480502,333282721,494513027,707495638,670152983.1367,924353793.6455,609792657.875,569592027.7753,496075178.4708,714385112.8992,1310212648.5647,242606254.79,267092802.11,363053143.3861,402764123.845,305927883.8975,676945716.3893,1336399894.4872,1444159557.1748
"Services","PAMS","AC26","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",43066000,31917000,11433874,8969193,17811583,22489700,49074520,35340997,26156173,26438760,57972733,118881478,241404320,189860787,209653928,201673487,235723911.209,206365303.4791,242007901.8576,286379933.7879,430774313.0004,412337466.9781,386920275.3639,407507241.97,414180029.69,421450583.7105,456921021.1083,304853926.7405,304249592.957,233520729.9511,200792015.9765
"R&D","Operational Systems Development (6.7)","AC27","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (COMMERCIALIZED)","Other via Platform Portfolio",,,,,,52705236,41238361,94026735,52379435,79692804,130812704,90364027,87881378,47232209,46103540,47049806,59918823,41901076,54457524.6407,19777081.3024,187183229.7799,294799183.7671,304281072.6432,215125066.68,305331265.87,240703641.9524,334732647.2995,392956926.29,410282190.2656,387248215.4179,360961062.7539
"R&D","Basic Research (6.1)","AC31","DEFENSE SHIPS (BASIC)","Other via Platform Portfolio",80000,2200000,1e+06,,,,,550000,245162,,,192820,,,5113201,22344179,23484146,8546279,7147836,3219791,5034076,897526.26,131887.0888,5024094.45,2860022.79,102200,0,137112,-5135,0,0
"R&D","Applied Research (6.2)","AC32","DEFENSE SHIPS (APPLIED/EXPLORATORY)","Other via Platform Portfolio",4424000,,,,,,,,940000,,,,,,,1493063,2208573,25400145,46166398.5313,46062134,56658685.7402,73419777.16,103055791.662,56924553.88,85002361.39,84375157.4105,118972088.8595,84385984.566,85042614.1309,53066570.4957,7787932.6009
"R&D","Advanced Technology Development (6.3)","AC33","DEFENSE SHIPS (ADVANCED)","Other via Platform Portfolio",,,,,,2666309,1096276,207890,366860,,171770,,,258752,,,,,,,,,,,,,,,,,
"R&D","Advanced Component Development & Prototypes (6.4)","AC34","DEFENSE SHIPS (ENGINEERING)","Other via Platform Portfolio",4025000,355000,,,,,,,4159585,164000,,,,4768396,198504,1159023,2996203,,1389117,5980852,3192079.65,-2098255.34,297316.96,374208.29,73392.94,15000,-24045.4004,-122.42,955411,0,474281
"R&D","System Development & Demonstration (6.5)","AC35","DEFENSE SHIPS (OPERATIONAL)","Other via Platform Portfolio",,,,205984,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","AC36","DEFENSE SHIPS (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",,,,,4938776,,,,,,,,,,,,,,,,,,,,,,,,,,
"R&D","Operational Systems Development (6.7)","AC37","R&D- DEFENSE SYSTEM: SHIPS (COMMERCIALIZED)","Other via Platform Portfolio",,,,,,,,,,240000,,,,,,50000,1402000,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AC41","DEFENSE TANK - AUTOMOTIVE (BASIC)","Other via Platform Portfolio",,50000,,350000,158842,,,3823179,,,,2421400,-104809,30299,,,,,,0,,,,,,,,,,,
"R&D","Applied Research (6.2)","AC42","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",,,,69900,,199231,,,62273,,,,,,,,,,,,,,,,,,,,,,
"R&D","Advanced Technology Development (6.3)","AC43","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ADVANCED DEVELOPMENT)","Other via Platform Portfolio",,,,1e+06,499030,195057,838652,-270534,83467,71750,81837,809425,1500824,,,,,,,,-28549.25,-5679.8701,,,,,,,,,
"R&D","Advanced Component Development & Prototypes (6.4)","AC44","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ENGINEERING DEVELOPMENT)","Other via Platform Portfolio",826000,1083000,1366705,1251761,345292,171247,,,,,,,50101,,,,,,,,,,,,,,,,,,
"R&D","System Development & Demonstration (6.5)","AC45","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (OPERATIONAL SYSTEMS DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,592385,,,2e+05,,,,,,,,645856.6934,1451226,1398620.875,0,,,,,,,,,
"Services","PAMS","AC46","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",,205000,812352,1268142,733515,,,,,,,,,,,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AC51","R&D- DEFENSE SYSTEM: WEAPONS (BASIC RESEARCH)","Other via Platform Portfolio",11864000,9757000,11709568,16715507,16888314,25947368,3665863,6108058,4519733,16823245,20268499,17150833,22997569,65457631,59303299.0823,111092826.9446,87853285.0908,76662690.7336,51308711.9387,71010859.1896,43609135.5964,43510551.3117,51360540.551,52887447.27,43494205.99,32623561.7566,32965491.7217,21234927.2226,31072295.0013,48053346.7172,48590662.1368
"R&D","Applied Research (6.2)","AC52","R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",36645000,43466000,61077985,59476256,69683627,56623137,57657117,27734003,18421882,32151466,35909656,19464749,25212280,47874193,94844970.9916,110350881,129620447,105144918.3985,164050374.4035,131932442.7122,148127387.0079,140313936.4751,189754747.2305,174075185.22,180096608.92,136961465.2907,188174760.9245,164358786.703,202179679.8478,210750464.4667,202147695.2402
"R&D","Advanced Technology Development (6.3)","AC53","R&D- DEFENSE SYSTEM: WEAPONS (ADVANCED DEVELOPMENT)","Other via Platform Portfolio",235809000,109305000,110337123,103235299,63734582,77932680,100021568,92142112,45083362,64524485,57413060,43823267,88830443,299373423,94115733.5703,139340712.3927,92009520.918,73280111.2188,98583588.1601,75678665.7818,87033005.9244,162555862.5575,101782664.1455,142654708.65,55054812.64,113784967.4101,116818907.6126,79399653.1266,193338815.0949,166299198.3827,242241075.0334
"R&D","Advanced Component Development & Prototypes (6.4)","AC54","R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT)","Other via Platform Portfolio",576236000,232316869,292384371,284609997,476179227,467118378,435522810,459150765,719622126,622577851,639405836,607239401,861974875,608885137,514894070,565025291,472343619,516482700,407891435.375,277291159.4604,162018313.6646,13377124.1305,60356572.6362,46803499.24,78354679.16,68977535.4704,68646808.7426,58350860.5013,52837982.465,55506964.6825,67035241.5842
"R&D","System Development & Demonstration (6.5)","AC55","R&D- DEFENSE SYSTEM: WEAPONS (OPERATIONAL SYSTEMS DEVELOPMENT)","Other via Platform Portfolio",19807000,21901000,28083309,29124344,15745253,25766217,88993730,170399400,195151074,190143273,355836133,119496677,650858813,298649408,264242007.7197,170261639,184006937.3802,103624885.3575,35167634.6015,108837931.8979,55798139.9343,52628077.1934,31288508.2509,18179714.45,17797544.91,4982342.3032,39100220.8476,54425540.3242,30060984.5782,23388877.5469,29366488.7808
"Services","PAMS","AC56","R&D- DEFENSE SYSTEM: WEAPONS (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",8391000,12479000,11712581,20053535,41328404,51110868,43679952,37030831,28077865,17569034,18635399,125907536,242006655,190900787.1094,85547512,96692393,56253022.4844,53322145.2699,60899661.5742,213086848.4956,173031899.9497,131297113.3348,128549973.809,103543870.28,107784846.47,96852809.7766,106848840.241,103686254.505,109275969.0285,104735337.306,107810951.7025
"R&D","Operational Systems Development (6.7)","AC57","R&D- DEFENSE SYSTEM: WEAPONS (COMMERCIALIZED)","Other via Platform Portfolio",,,,,,352325,156365,,43324046,21907061,32749776,3288679,28756935.3984,5845844,15817129,43372212,51213320,46931119.375,90355470.9972,112564706.1619,53400561.4755,23319098.1345,11715395.2705,11591502.89,8566076.1363,9889415.8281,2692404.0233,4828775.7264,4192190.8867,-246339.9472,-229062.2625
"R&D","Basic Research (6.1)","AC61","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH)","Other via Platform Portfolio",331000,50000,809062,682383,152634,,139655,4613995,746120,10840983,5020194,571756,-152883,33574970,11505914,2951206,1112753,17247321,43513193,23338775.5625,15680752.786,13591548.4141,37101220.9754,9588861.99,10317894.93,2723249.7344,7256203.6876,4094577.2891,3984049,0,326436.0156
"R&D","Applied Research (6.2)","AC62","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",19011000,2551000,777647,343020,287409,3251184,2801100,8486950,5112563,5919760,9383923,2416316,9989639,3627303,,5891707,4113199.0938,4146401.541,2025103,1134622,5060387,7266729,4014486.7892,1535070.3,3196294.22,1830000,2129250.5391,79792,1100000,0,0
"R&D","Advanced Technology Development (6.3)","AC63","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT)","Other via Platform Portfolio",33375000,53324000,82598256,29961972,26959548,13781304,13166129,2393907,2102793,2171851,5817137,3852887,3863976,1564319,397654,18000,85000,880157,2429323,,-6961.9502,68826.3731,638142.4304,0,238619,335753,,,,2972376,0
"R&D","Advanced Component Development & Prototypes (6.4)","AC64","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT)","Other via Platform Portfolio",15057000,18827000,65930278,65371540,19937486,8074651,3097821,99082,1042316,4704961,589075,,,1544483,4552864,1671849,1775022,5248084,7827128.3751,2098706.6992,965696.3984,182000,1004206.0107,344320.59,-10747.47,-6053.8799,,2762449,13777669.75,217233268.8823,216823977.7773
"R&D","System Development & Demonstration (6.5)","AC65","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)","Other via Platform Portfolio",12230000,136923000,67085030,98981402,136413014,24080639,51811753,33145211,20818694,34503462,29522656,7097494,3645003,16674274,7031088,3949802,1641641,1159597.1606,0,-391.71,841000,0,7234526.39,1e+05,396500,466987,449976,,398366,100653,108893
"Services","PAMS","AC66","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",,285000,284986,259150,1664052,202890,1025140,181189,123126,350000,674685,3659174,1516092,749982,4049983,4e+06,,,,,,,,,,,,,,,
"R&D","Operational Systems Development (6.7)","AC67","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED)","Other via Platform Portfolio",,,,,,1262154,,,,3717082,5073431,-8471211,4199909,-508939,3043357,6668424,1460000,,,,,16290000,102255423,85879411.48,130817434.91,33133097.49,13012826.1875,-2800000,0,149099.8125,-500589.5469
"R&D","Basic Research (6.1)","AC91","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (BASIC RESEARCH)","Other via Platform Portfolio",,,,,,3318000,,,,,,37217,193549,391492,137135,36420,29691,,,,,,199997,0,,,,,,,
"R&D","Advanced Technology Development (6.3)","AC93","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ADVANCED DEVELOPMENT)","Other via Platform Portfolio",2293000,1934000,1534494,2752355,1216338,5368090,4248373,4387288,416069,,,,280000,6184778,8224894,12035829,9955974,9865073,8882420,2877000,538318,-0.02,,0,-254670.23,-530922.1875,,,1249284,,0
"R&D","Advanced Component Development & Prototypes (6.4)","AC94","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ENGINEERING DEVELOPMENT)","Other via Platform Portfolio",8821000,6352000,1990124,,,,,,,,,,,,,168761,,,,,,,,,,,,,,,
"R&D","System Development & Demonstration (6.5)","AC95","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (OPERATIONAL SYSTEMS DEVELOPMENT)","Other via Platform Portfolio",,,2119096,5067747,,142636,69583,,,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","AC96","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",,298000,46714,,,,,,,,,94387,388369,,,,,,,,,,,,,,,,,,
"R&D","Operational Systems Development (6.7)","AC97","R&D-MISC HARD GOODS-COMERCLIZ","Other via Platform Portfolio",,,,,,127103,,,,,,342956,,,,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AD11","AMMUNITION (BASIC)","Other via Platform Portfolio",1851000,3603000,2265108,6611450,1364879,551251,3308238,1152021,3572659,64980716,29051733,72928004.9395,240966233,172120443,84763880.5595,36960068.634,30162068.1303,16441926.111,8224480.5262,2397697.3413,6974999.9093,34834326.8859,6305114.5433,927136.22,12214084.12,13923428.0328,13885827.9778,4619882.0508,3205409.5388,831295.0842,945303.0568
"R&D","Applied Research (6.2)","AD12","AMMUNITION (APPLIED/EXPLORATORY)","Other via Platform Portfolio",4038000,6931000,5533329,14667434,13886640,10379757,8603124,7089175,7088181,11059537,23538415,22205529,19369367,10218925,16891051,14310174,26456018.5703,22943538.324,15213055.2896,10064282.0048,12513184.6099,6826939.9979,3791096.7115,1811761.49,1918982.65,5523776.2802,1238432.42,111125.5,-17306.7901,2469569.99,-12273.0596
"R&D","Advanced Technology Development (6.3)","AD13","AMMUNITION (ADVANCED)","Other via Platform Portfolio",2510000,90599000,132262759,122805191,77724700,56872955,76488461,71199488,61746141,25407157,44123237,84308180,52238605,71257509,64731167,68608926,57558839.2969,131018347.9004,78654429.1699,57427588.4063,43122831.82,11117327.5174,0,143453.77,177465,5298142,5825605.125,2080740.0375,196169,535018,4879260
"R&D","Advanced Component Development & Prototypes (6.4)","AD14","AMMUNITION (ENGINEERING)","Other via Platform Portfolio",16259000,102432791,160567214,95002389,83131703,88309825,89552640,136448589,80052608,69282844,48667281,39411527,36580804,57335977,26803733,45421730,27444264.2,60723489.3496,1898608,926370.6914,-49515.4785,-114596.5078,,17797.02,,14858208,23447884,39155000.1875,24280840.5732,16225457.6875,4816708.29
"R&D","System Development & Demonstration (6.5)","AD15","AMMUNITION (OPERATIONAL)","Other via Platform Portfolio",,2068000,18949847,761170,155334,26207972,55501775,16415108,20206107,46326170,88278103,119951886,80696970,52544654,28254128,39801931.8412,70501995.9399,25872081.5,3266555.375,1821516.085,-5324.7997,192933.9929,810261.6562,0,318325.7,,997820,0,-6253.9502,,
"Services","PAMS","AD16","AMMUNITION (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",2462000,3817000,2738864,5149192,8406106,11362596,6150250,10113017,7845527,6306750,5257724,5872856,8214795,2140620.375,1005227,2676932,530289,1423942.52,-10402.0625,32252.0295,55263,43316,19650,12380,6190,0,0,0,-9642.4805,,6125
"R&D","Operational Systems Development (6.7)","AD17","R&D- DEFENSE OTHER: AMMUNITION (COMMERCIALIZED)","Other via Platform Portfolio",,,,,,,,625000,,1279049,,,2775988,7120564,419530,264976,532935,,52051.77,626974.9375,2509930.7969,2052468,2452490,2368850,1762400,-316,1509907.855,652317.5195,749050.94,704955,0
"R&D","Basic Research (6.1)","AD21","R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH)","Other via Platform Portfolio",,291000,3e+05,199338,,,50000,9544248,9067947,6379186,6615496,16117206,45678665,56937869,18465734,14185114,49952492,120009164.5094,126636558.7512,93887615.6958,1908350.55,1907084.3133,5430953.61,-352256.76,-1579097.39,0,-882,-2787.8201,-246014.0625,149631,-289241.2188
"R&D","Applied Research (6.2)","AD22","R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",342000,2518000,226686,3529537,3169425,6483358,5830670,4880964,15006691,3271106,2112943,2562820,983683,520730,335987,1805388,-99869,959000,7726608,6055000,6248621.9299,5677597,649608,0,0,,,,,,
"R&D","Advanced Technology Development (6.3)","AD23","R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT)","Other via Platform Portfolio",817000,3722000,4530047,1639992,5e+05,225437,115000,2495666,5459576,2918383,961874,894652,210593,90625,850000,2059478,1261852,1603844,0,746719,,3540815,4155202,404830,,0,0,,-178167,,0
"R&D","Advanced Component Development & Prototypes (6.4)","AD24","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)","Other via Platform Portfolio",47441000,17426000,11172582,66668,10071210,4e+05,19516561,16692152,11203595,5245773,48861771,34823169,36926010,44402303,17736447,30116697,39028230,61484688.2625,76245344.0625,83434259.6224,58089177.7644,17485461.3951,23021487.5779,5024035.14,76425432.64,62905186.7011,65511782.4277,76820400.5974,80065826.6094,16503773.7744,11906217.6393
"R&D","System Development & Demonstration (6.5)","AD25","R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT)","Other via Platform Portfolio",3906000,87952000,124449127,112364240,91913220,4349768,2687083,15147719,11247760,2275791,299290,1172825,982665,496256,,,6101722,7157562,0,,,11600,-137599.9063,-93718.71,296894.11,,,,,,
"Services","PAMS","AD26","R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",502000,41636000,38311952,40702214,29617256,45593528,52201414,58316198,10179759,18067900,63176168,52263477,53869169,8424828,880937,933648,234574,283555,85119,,70089.2397,-2402.8799,,,,0,,,,,
"R&D","Operational Systems Development (6.7)","AD27","R&D- DEFENSE OTHER: SERVICES (COMMERCIALIZED)","Other via Platform Portfolio",,,,,,15305132,74390,,,,,,,,,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AD31","R&D- DEFENSE OTHER: SUBSISTENCE (BASIC RESEARCH)","Other via Platform Portfolio",,,,,,,,,,,,,,560767,,,,,,,,,,,,,,,,209285,216155
"R&D","Applied Research (6.2)","AD32","R&D- DEFENSE OTHER: SUBSISTENCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,352354,0,,,
"R&D","Advanced Technology Development (6.3)","AD33","R&D- DEFENSE OTHER: SUBSISTENCE (ADVANCED DEVELOPMENT)","Other via Platform Portfolio",46000,,,,,,,,,,,,,,,70000,,,,,,,,,,,,,,,
