fiscal_year,parentid,ObligatedAmount,NumberOfActions,FreqCount
2011,DYNASIL CORPORATION OF AMERICA,1915202.9922,8451,17
2011,DYNATECH,235406.8187,7853,18
2011,DYNCORP INTERNATIONAL,2832129520.5134,8271,806
2011,DYNETICS,49339694.2847,8466,306
2011,DZSP 21,105439936.6234,2248,43
2011,EADS NV,465987909.5241,7219,259
2011,EAGLE CONSTRUCTION & ENVIRONME,67563.6001,2135,4
2011,EAGLE GROUP,20861,2,1
2011,EAGLE INDUSTRIES UNLIMITED,76442598.9294,7676,61
2011,EARL INDUSTRIES,124033350.2024,3548,494
2011,EARTH TECH,123590096.4219,4217,679
2011,EASTERN RESEARCH GROUP,4918432.6797,2171,42
2011,EASTMAN KODAK,-67327,1103,3
2011,EATONORAT,14106775.998,8022,332
2011,EBREX FOOD SERVICES SARL,27908897.9735,3368,837
2011,EBSCO INDUSTRIES,2925401.9452,6230,87
2011,EC AMERICA,42019384.2687,22985,722
2011,ECCI-C METAG JV,197452187.5,1851,39
2011,ECOLOGY & ENVIRONMENT,7925042.5444,4688,114
2011,EDAC TECHNOLOGIES,-2528.3101,1101,2
2011,EDAW,6612874.2597,2863,67
2011,EDO ACQUISITION II,11975150.5963,2006,50
2011,EDUCATION DEVELOPMENT CENTER,22625.2207,2472,5
2011,EG & G [URS],213654,3573,7
2011,EI KANE,2548653.3511,6890,113
2011,EITZEN MARATIME SERVICES ASA,78957209.66600001,5863,2277
2011,ELBIT SYSTEMS,97310622.00129999,6056,246
2011,ELECTRO SWITCH,143197.2374,2139,6
2011,ELECTRONIC CABLE SPECIALISTS,6132.5,4,2
2011,ELECTRONIC DATA SYSTEMS [HEWLETT PACKARD],16243.9799,3837,7
2011,ELECTROPHYSICS,394379.87509999995,2807,7
2011,ELLING HALVORSON,405987.2105,2135,6
2011,ELLIOTT AVIATION,374266,1101,2
2011,ELM CREEK PARTNERS,94848,2202,4
2011,ELMA ELECTRONIC,761911.3711,4185,30
2011,ELMHURST REASEARCH,5240050.5937,1706,8
2011,ELMHURST RESEARCH,566220.3985,2822,63
2011,EMC,31536886.7546,9352,175
2011,EMCON,6082,1103,4
2011,EMCOR COMPANY,216392185.1811,7168,983
2011,EMERGENT BIOSOLUTIONS,-90.1,2,1
2011,EMERSON CONSTRUCTION,690473.9823,1513,15
2011,EMR,576296.635,4586,21
2011,EMS TECHNOLOGIES,357641.7813,6546,14
2011,ENERGY CONVERSION DEVICES,0,2,1
2011,ENERTEK INTERNATIONAL,2577615.1581,8114,43
2011,ENFIELD ENTERPRISES,591372.8,2745,10
2011,ENGINEERED SUPPORT SYSTEMS,40050562.9824,2766,37
2011,ENGINEERED SYSTEMS,77219,3847,11
2011,ENGINEERING SUPPORT PERSONNEL,18870792.461099997,5608,73
2011,ENMRSH,3373315.5889999997,4593,31
2011,ENSCO,22294165.73,4997,64
2011,ENSIGN BICKFORD INDUSTRIES,-500,4,2
2011,ENSR INTERNATIONAL,2486181.1229,2248,46
2011,ENTERGY,4681415.4745000005,5334,34
2011,ENTRUST,25483.9395,1101,2
2011,ENVIRONMENTAL CHEMICAL,458190668.0272,4202,396
2011,ENVIRONMENTAL SYSTEMS RESEARCH,38560108.2133,13905,388
2011,EOD TECHNOLOGY,61155527.0893,6248,114
2011,EOIR TECHNOLOGIES,186591600.7043,5833,246
2011,EQM,9927099.2052,5887,101
2011,EQUIFAX,153290.4399,7964,20
2011,EQUITABLE RESOURCES,15362823,1702,3
2011,ERDAS,1565441.4832,4647,99
2011,ERINYS INTERNATIONAL / IRAQ,-1131283,2,1
2011,ESCGOV,9052671.7803,4942,11
2011,ESCO ELECTRONICS,148802652.1051,7403,235
2011,ESCO ENERGY,9821341.1437,2052,41
2011,ESCO TECH,3867097.6345,4641,54
2011,ESP,132594548.064,36,105
2011,ESSEX INDUSTRIES,18707614.908999998,6110,126
2011,EST GROUP,100901,6134,15
2011,ESTERLINE,40218275.4025,7550,92
2011,EVERETT SHIPYARD,1480906.375,3,15
2011,EVERGREEN INTERNATIONAL,189656560.1555,5223,96
2011,EWA,1637350.1443999999,2975,8
2011,EXECUTIVE CONSULTANTS' NETWORK,2475,2,1
2011,EXELIS,2930309.5,1702,6
2011,EXIDE ELECTRONICS,43703501.273,12737,1647
2011,EXODYNE,3960618,2472,5
2011,EXPAMENT,33705,1101,2
2011,EXPRESS SCRIPTS,424912066.6114,441,132
2011,EXXON MOBIL,321201884.228,1380,47
2011,EyakTek,220445457.9203,8871,959
2011,F5 NETWORKS,37566.5596,1103,3
2011,FAIRBANKS SCALES,23300.3613,3163,9
2011,FALCON SECURITY,25825,1103,3
2011,FATIGUE TECHNOLOGY,7635302.0968,8797,335
2011,FED-CONSULTING,153036,1101,2
2011,FEDERAL RADIO SERIVCES,7956,1101,2
2011,FEDERAL REPUBLIC OF GERMANY,196615926.0116,2492,508
2011,FEDERAL SIGNAL,334677.25899999996,7423,19
2011,FEDERAL WAREHOUSE COMPANY,740.82,2,1
2011,FEDERATED SOFTWARE GROUP,1156375.34,1103,3
2011,FEDEX,1577675345.076,27192,2312
2011,FEMCO,0,1,1
2011,FERGUSON ENTERPRISES,8386087.3798,3581,490
2011,FIBER MATERIALS,14e5,1101,2
2011,FIELD SUPPORT,779991.5041,3161,8
2011,FINCANTIERI MARINE GROUP,233294.9492,3575,22
2011,FINMECCANICA,942436414.1728,14922,2542
2011,FIRST CAPITOL OF CHICAGO,464116.5095,2550,20
2011,FIRST COAST TECHNICAL INSTITUT,60850,1101,6
2011,FIRST DATA,1336731,2747,8
2011,FIRST KUWAITI GENERAL TRADING & CONTRACTING COMPANY,0,1,1
2011,FLAD & ASSOCI,-5030,2,1
2011,FLIGHTLINE ELECTRONICS,3614507.6313,1437,30
2011,FLIR SYSTEMS,199972121.8144,7367,509
2011,FLORIDA INTERNATIONAL UNIVERSI,199713.73020000002,4074,9
2011,FLUOR,2724945618.8936996,3406,330
2011,FMC,7478608.96,1392,34
2011,FOCUS TECHNOLOGIES,32818.3095,1102,5
2011,FORCE 3,70357978.7092,16090,585
2011,FORCE PROTECTION,466679207.4178,5220,936
2011,FORD MOTOR COMPANY,112050,1101,2
2011,Foreign Contractor,3864738086.8132,15112,37158
2011,FOREIGN UTILITY CONSOLIDATED REPORTING,281361671.2741,5786,130
2011,FORMAC INTERNATIONAL,74448,2803,5
2011,FORMATION,2211945.4414,2975,9
2011,FOSS MARITIME COMPANY,220092.1601,3161,8
2011,FOSTER FUELS,91850888.5988,4499,181
2011,FOUNDATION HOLDINGS,-3468572.1125,2137,5
2011,FOUR POINTS TECHNOLOGY,38715696.331,21130,456
2011,FUGRO,2321379,848,18
2011,FUJI PHOTO FILM USA,7607634.7084,2814,66
2011,Fujitsu,435786.8071,5780,14
2011,FUTRON,918630.7862,6509,31
2011,G4S PLC,76647131.289,6906,159
2011,GA TELESIS,2649128,1103,3
2011,GALE ASSOCIATES,1308273.4531,3161,9
2011,GANNETT,183777.3667,414,14
2011,GANNETT FLEMING AFFILIATES,12463628.6395,9015,103
2011,GARLAND INDUSTRIES,736791,2803,5
2011,GARNER MULTIMEDIA,0,2,1
2011,GARTNER,17962423.3396,22435,188
2011,GARY WILLIAMS ENERGY,81657462.25,2135,11
2011,GATEWAY,2546617.7356000002,2813,204
2011,GAZPROM NEFT AERO KYRGYZSTAN [Joint Venture],347479840,2,2
2011,GC INVESTMENT,265290.2734,4718,43
2011,GE ROLLS-ROYCE FIGHTER ENGINE TEAM [GE/ROLLS ROYCE],88332149,541,15
2011,GENCORP,74500286.7263,10118,115
2011,GENE LOGIC COMPANY,-2892,2,1
2011,GENERAL,6746426.8593,2983,21
2011,GENERAL ATOMICS,1967591005.618,11432,669
2011,GENERAL COMMUNICATIONS,974979.0869,4887,61
2011,GENERAL DYNAMICS,18309090410.9457,38592,16479
2011,GENERAL ELECTRIC,2550144117.0936,17850,5508
2011,GENERAL MILLS,198524240.5,512,12
2011,GENERAL MOTORS,14467108.8884,3855,205
2011,GENERAL TECHNOLOGY,7868.1001,1101,2
2011,GENEVAORA,105737.6915,1704,4
2011,GENSLER,88808.04,2135,4
2011,GEO MARINE,16682460.7342,6855,153
2011,GEOMETRICS,854083,1704,4
2011,GEONEX,82929.2607,1018,20
2011,GEORGE G SHARP,37511656.3389,1498,133
2011,GEORGE WASHINGTON UNIVERSITY,9155469.2344,7832,80
2011,GEORGIA INSTITUTE OF TECHNOLOGY,185466996.0797,11571,641
2011,"GEOSEMBLE TECHNOLOGIES, INC [STAKE]",187433,2,1
2011,GERBER SCIENTIFIC,777745.6261,1333,41
2011,GESTALT,-56618.9988,2803,5
2011,GETINGE,3166005.53,9648,96
2011,GHM,104600,1706,5
2011,Gilbane Building Company,353693689.8965,5267,540
2011,GILBERT ASSOCIATES,11867991.1533,6524,141
2011,GILEAD SCIENCES,26588.1602,2,1
2011,GILL GROUP,12398081.5735,7801,740
2011,GIOIA ENTERPRISES INTERNATIONA,5113931.625,2743,6
2011,GLAXOSMITHKLINE,419014.3692,1433,25
2011,GLOBAL AVIATION,2363389,3358,9
2011,GLOBAL CONTAINER LINE,0,3,3
2011,GLOBAL CROSSING,131385.9735,3161,7
2011,GLOBAL INSIGHT,276930,2141,7
2011,GLOBAL KNOWLEDGE,751072.7801,6316,28
2011,GLOBAL LINGUIST SOLUTIONS,282082457.6054,1851,37
2011,GLOBAL MARITIME SERVICES,9057085,2248,48
2011,GLOBAL STRATEGIES GROUP,184803624.0544,1717,482
2011,GLOBAL TECHNOLOGY RESOURCES,31834393.2725,4073,166
2011,GLOBALSIM,1045735.5819999999,4174,8
2011,GLOBECOMM SYSTEMS,89661964.25,1842,24
2011,GOLDBELT,56149150.4182,7730,171
2011,GOMEZ & ASSOCIATE,57705,4675,10
2011,GOODRICH,416281732.68119997,7142,1895
2011,GOODWILL INDUS,79138171.01020001,4994,96
2011,GORDON N STOWE & ASSOCIATES,11249,2135,4
2011,GOVERNMENT ACQUISITIONS,186938.8802,2142,16
2011,GOVERNMENT OF CANADA,87413.5098,4,2
2011,GOVPLACE,215162.1232,3654,22
2011,GP STRATEGIES,6700521.4262,6932,48
2011,GPC CONSOLIDATED REPORTING,431342691.8439,8838,752
2011,GRACON,13632003.4195,3384,97
2011,GRANITE CONSTRUCTION COMPANY,87544296.0151,7581,71
2011,GRANT THORNTON,9971513.4573,3444,19
2011,GRAYBAR,110515610.37099999,10742,4931
2011,GRD CONSTRUCTION CONSULTANT,22500,2,1
2011,GREAT LAKES DREDGE DOCK,264594211.438,652,165
2011,GREENLAND CONTRACTORS I/S,246341302.7014,2616,55
2011,GRIMCOM,68494743.6828,5467,125
2011,GRINNELL,-945,1702,3
2011,GRUNLEY CONSTRUCTION CO,131115,2137,5
2011,GS CALTEX [Joint Venture Chevron/GS Group],107374160.2871,3358,21
2011,GT MACHINING & FABRICATING,295579,1490,26
2011,GTE [VERIZON],1209319.4697,4381,50
2011,GTS DURATEK,11685134.2033,1414,249
2011,GTSI,117142026.58070001,15128,567
2011,GULFSTREAM HOLDINGS,-1067119.8204,5060,12
2011,GZA GEOENVIRONMENTAL TECHNOLOGIES,145640,1702,4
2011,"HAAS TCM, INC , KEMFAST AEROSPACE GROUP",11092457.8396,3972,656
2011,HALIFAX,42673.1992,2,1
2011,HALLIBURTON,-1854218.4901,2591,29
2011,HAMILTON PRODUCTS,1423796.2769,9514,261
2011,HAMILTON SUNDSTRAND,-21086.9219,2204,5
2011,HAMPDEN ENGINE,405364.2861,143,12
2011,HANSON GROUP,975587.03,2091,43
2011,HARDING SECURITY ASSOCIATES,85428888.0156,5383,38
2011,HARPER CONSTRUCTION COMPANY,243013292.9248,3157,70
2011,HARPER INDUSTRIES,29072845.75,3756,115
2011,HARRIS,1435150870.8249,26367,7175
2011,HARSCO,202237.8799,4176,9
2011,HARTMAN WALSH,758152.5219,1934,35
2011,HARZA ENGINEERING,-54028.7508,1101,2
2011,HASKELL COMPANY,144942826.4782,1888,38
2011,HAWAIIAN ELECT,12e3,2,1
2011,HAYES SEAY MATTERN & MATTERN,492742.38190000004,4016,37
2011,HDR,138714935.1808,4984,848
2011,HEALTH NET,2962852975.8458,6041,315
2011,HEICO,4929316.1201,6650,50
2011,HELLFIRE SYSTEMS,50875007.8891,90,106
2011,HELLMUTH OBATA & KASSABAUM,28909523.4063,4074,12
2011,HENSEL PHELPS CONSTRUCTION,632739527.5938001,6747,510
2011,HERCULES,53553.7007,2743,6
2011,HERLEY INDUSTRIES,6506745,8933,90
2011,HERMAN MILLER,62274101.8164,14717,1207
2011,HEROUX DEVTEK,0,1,1
2011,HERSTAL GROUP,60828128.519499995,7094,242
2011,HESCO BASTION,103732215.4704,1356,120
2011,HESS,23134334.5175,3643,77
2011,HEWLETT PACKARD,1927599573.1128001,25169,3529
2011,HEXAGON AB,32805710.3446,5735,373
2011,HIGHLAND ACQUISITION,489436.2798,6877,14
2011,HIGHMARK,585688418.9844,2248,50
2011,HILLENBRAND IND,4339510.408,6016,76
2011,HILLER INVESTMENTS,3682973.2751,5985,192
2011,HISPANIC ASSOC OF COLLEGES &,103200,2743,6
2011,HITACHI,4451488.4146,7689,40
2011,HITACHI ZOSEN,950920.9023,1101,2
2011,HMC GROUP,156.06,1101,2
2011,HMD,7705027.1808,2744,62
2011,HNTB,13644200.6474,3443,103
2011,HOCHTIEF AG,121352778.6816,3754,45
2011,HOFMANN MONDIAL,392095.8403,5497,15
2011,HOLLYFRONTIER,25758380,2,2
2011,HOLMAN CONSTRUCTION & GENERAL,53462.4702,1702,3
2011,HOLMES TUCKER INTERNATIONAL,4337961.504,3141,79
2011,HOMESTEAD VILLAGE,0,1,1
2011,HONCAD,476057.0083,2973,7
2011,HONEYWELL,1424989501.8086,19425,8234
2011,HR STAFF MANAGEMENT,435179.6093,1490,27
2011,HSU DEVELOPMENT COMPANY,9025714.0391,414,16
2011,HUGHES,-4283,2977,9
2011,HUMANA,3439895340.8193,4671,505
2011,HUNT COMPANIES,2290340.625,3161,8
2011,HUSKY ENERGY,49324302,1101,7
2011,HYDRO MECHANICAL,16820,2,1
2011,HYDROGEOLOGIC,37092799.702700004,6315,176
2011,Hydroid,8238191.6017000005,3244,36
2011,HYPERION SOFTWARE,5154021.0912999995,3827,76
2011,HYUNDAI,32133801.7813,2135,11
2011,I&S ACQUISITION CORPORATION,191035889.1215,336,127
2011,IAP WORLDWIDE SERVICES,173745523.0468,383,141
2011,IBM,454660271.6569,24804,1152
2011,ICARO INTERNATIONAL SERVICES SA,123646878,3,14
2011,ICF INTERNATIONAL,3575354.7989,3239,16
2011,ICF KAISER INTERNATIONAL,10637431.2718,6432,67
2011,ICMA,77266.2398,2135,5
2011,"ICON SYSTEMS, INC , SM CONSULTING",6564760.0849,3418,81
2011,ICX TECHNOLOGIES,347e3,2,1
2011,IDEDGE,10656.530200000001,4,2
2011,iGOV,78760942.3258,3951,211
2011,IHI,5369690.8744,2870,24
2011,IKON,1441922.1476,8523,83
2011,IL KWANG INDUSTRIAL,10021214.248,2473,52
2011,IL state government,15798.479500000001,4,2
2011,ILC INDUSTRIES,12672819.2656,3447,39
2011,ILEX ENGINEERING,13911.6897,1702,3
2011,ILLINOIS TOOL WORKS,1119919.5196,3904,25
2011,IMMIXGROUP,145443645.7394,35966,1318
2011,IMO INDUSTRIES,8651259.0855,6271,306
2011,IMT DEFENSE,12746586.0518,2472,7
2011,IN Q TEL,15312137.4072,10481,40
2011,INDYNE,209757615.7559,8147,110
2011,INFOPRO,6278429.103499999,1844,45
2011,INFORMATION HANDLING SERVICES,18475524.5217,5283,173
2011,INGENESIS,7079386.081599999,6593,95
2011,INNOVATIVE LOGISTICS TECHNIQUES,8807657.5721,13533,114
2011,Innovative Technical Solutions [Gilbane Building Company],1234381.5488999998,2745,7
2011,INSIGHT ENTERPRISES,16347546.5475,18606,261
2011,INSTITUTE FOR DEFENSE ANALYSES,159335318.0287,1380,24
2011,INSTRUMENTARIUM,3088782.472,3760,77
2011,INTEGRA LIFE SC,1315357.9988,7724,115
2011,INTEGRAL SYSTEMS,29005737.952099998,5378,114
2011,INTEGRAL TECHN,4495217,3238,7
2011,INTEGRATED RESOURCES,1281308.6953,5060,12
2011,INTEL,27480,1103,3
2011,INTELLIGENCE ENTERPRISE SOLUTI,2803364.151,7911,67
2011,INTELLIGENT DECISIONS,56065503.0049,20440,581
2011,INTELLIGENT SOFTWARE,191170931.7185,2864,128
2011,INTERAD,85848.7,2803,5
2011,INTERFACE,242315.4386,6736,16
2011,INTERMAGNETICS GENERAL,-3034.96,1704,4
2011,INTERNATIONAL DATA GROUP,55600,4,2
2011,INTERNATIONAL PAPER COMPANY,2213652.3008,7086,24
2011,INTERNATIONAL SHIPHOLDING,70566953.8593,3474,115
2011,INTERNATIONAL SOS,47170463.6363,3293,164
2011,INTERNATIONAL SYSTEMS MARKETING,2035269.1920999999,8222,46
2011,INTERNATIONAL TECHNOLOGY,33951950.5313,2743,6
2011,INTERPUBLIC GROUP OF COMPANIES,238658236.7253,4051,405
2011,INTERTEK TESTING SERVICES,205827.8906,2805,7
2011,INTUIT,128148,1702,3
2011,INTUITIVE,155772922.87330002,4717,362
2011,INVISION TECHNOLOGIES [GENERAL ELECTRIC],0,1702,3
2011,IOWA STATE UNIVERSITY,3313952.0162,3840,37
2011,IPSEN INTERNATIONAL,181494.59960000002,4447,10
2011,IRIDIUM COMMUNICATIONS,77245801,3358,9
2011,IROBOT,74267041.75659999,10088,158
2011,IRON MOUNTAIN,860671.0117,9786,68
2011,ISO,1253473.2132,6139,50
2011,ISRAEL AIRCRAFT INDUSTRIES,20149836.7969,4179,20
2011,ISYS,1933360.431,7608,18
2011,IT GROUP,128024,2973,7
2011,IT RESEARCH INSTITUTE,66348708.9146,3240,207
2011,ITEL SOLUTIONS,-761821.5904,2743,6
2011,ITOCHU,14030.1699,2,1
2011,ITT,3548041804.0188,20153,3667
2011,IVEY MECHANICA,0,1,1
2011,J & J WORLDWIDE SERVICES,202072900.3629,2870,677
2011,J.E. DUNN CONSTRUCTION GROUP,126046650.9883,3502,100
2011,JA JONES CONSTRUCTION [PHILLIP HOLZMANN AG],-1525826.5683,1704,4
2011,JACOBS ENGINEERING GROUP,1010093222.4658,17298,3094
2011,JAMES G DAVIS CONSTRUCTION,-7711.02,2,1
2011,JAMES W SEWALL,259083,1702,3
2011,JAPAN MINISTRY OF DEFENSE,175885506.5913,3,10
2011,JAS W GLOVER HOLDING COMPANY,5e3,3,4
2011,JAVELIN [LOCKHEED MARTIN/TEXAS INSTRUMENTS/RAYTHEON],254788875.5059,2655,118
2011,JAY HENGES ENTERPRISES,842533.6457,7628,17
2011,JBT HOLDING,6497711,2,4
2011,JCAHO,540092.834,3164,18
2011,JEANNE BUSSARD,1120186.3036,6594,15
2011,JEOL,2004606.0581999999,5594,57
2011,JET INDUSTRIAL ELECTRONICS,439855,1103,5
2011,JIER SHIN KOREA,23613282.5,2135,8
2011,JJMA,148162099.1573,3101,1132
2011,JJMA HOLDINGS,17353536.526100002,1747,32
2011,JOHN MILNER ASSOCIATS,181332.2,2472,7
2011,JOHN Q HAMMONS HOTELS,56420,1101,2
2011,JOHNS HOPKINS UNIVERSITY,1101374909.1743999,18236,1351
2011,JOHNSON & JOHNSON,3132299.3893999998,3983,41
2011,JOHNSON CONTROLS,584825910.7601,15929,2079
2011,JOINT VENTURE [Boeing/UTC],121430869.1562,1842,18
2011,JOINT VENTURE [ITT/NORTHROP],6199049.0625,1102,21
2011,JOINT VENTURE [THALES/RAYTHEON],113324896.56019999,4390,171
2011,JOINT VENTURE [URS/BERGER],133184472.8799,5204,109
2011,JOINT VENTURE [UT-BATTELLE],4170,2,1
2011,JONES & STOKES ASSOCIATES,546448.2404,2952,39
2011,JONES LANG LASALLE,16933448.7792,2847,54
2011,JORGE SCIENTIFIC,103072606.77250001,3444,65
2011,JVYS [YULISTA/SES],480166616.2037,1308,230
2011,JW CHILDS EQUITY PARTNERS,70660,2135,5
2011,K TECHNOLOGY,-3093.8301,2,1
2011,KAISER AEROPSACE & ELECTRONICS,3426125.7695999998,5419,26
2011,KAISER HILL,15e3,1101,2
2011,KALITTA CHARTERS,4690861.0313,1242,23
2011,KAMAN,92707295.1622,14207,388
2011,KANE COMPANY,5530,2,1
2011,KAWASAKI HEAVY INDUSTRIES,41303.4295,2137,5
2011,KCI HOLDINGS,1721145.0238,1542,30
2011,KCI KONECRANES,31735.32040000001,4880,12
2011,KE ENTERPRISES,969.68,1101,2
2011,KEANE,35943925.7257,11080,153
2011,KELLOGG BROWN & ROOT,2252195886.97,3618,546
2011,"KELLY AEROSPACE, INC [BUSINESS]; LIMCO PIEDMONT, INC [BUSINESS]",39836.6401,2135,4
2011,KELLY AVIATION CENTER [Joint Venture Lockheed Martin/Rolls Royce],474534847.917,6252,107
2011,KELLY SERVICES,359161.3064,1704,4
2011,KENNETH SUDOL & ASSOCIATES,14400,2,1
2011,KEYSTONE PEER REVIEW ORGANIZATION,4914157.8894,3358,30
2011,KFORCE,21733097.965,11931,79
2011,KIEWET,3424270.5704,2017,46
2011,KIEWIT,-98808728.7236,4761,143
2011,Kiewit & Traylor Bros,9563758.625,2287,44
2011,KILOHANA,745564,2472,6
2011,KIMBALL,23013194.77,11369,391
2011,KIPPER TOOL COMPANY,103032883.0202,9792,559
2011,KIRBYORAT,485385.55720000004,2976,17
2011,KLA TENCOR,60888.04,1101,2
2011,KLEINFELDER,167627,2135,6
2011,KNIGHT PROTECTIVE SERVICES,96272.15,1101,2
2011,KNOLL,53150169.5864,13587,754
2011,KNOWLEDGE ANALYSIS TECHNOLOGIE,4e5,2135,4
2011,KNOWLEDGE SHARING SYSTEMS,53778,2,1
2011,KOC HOLDING,342325139,2135,12
2011,KOMATSU,1014617.5987000001,7138,69
2011,KONE HOLDINGS,2257310.7105,6427,142
2011,KONGSBERG GRUPPEN,348074090.79069996,4733,313
2011,KONIAG DEVELOPMENT,366378.06190000003,654,31
2011,KONTRON AG,3336335.9896,3459,53
2011,KOR ELECTRONICS,17262118.4561,5252,49
2011,KOREA ELECTRIC POWER,41123945.0984,3293,107
2011,KPMG,27565457.1098,7681,68
2011,KRAFT FOODS,406864005.5158,2309,48
2011,KRIMA CONSTRUCTION,-2060423.7197,2843,66
2011,KUWAIT PETROLEUM,886795523,3161,17
2011,KWAJALEIN RANGE SERVICES [Joint Venture - Bechtel/Lockheed/Chugach],132749950.4531,1016,19
2011,L3 COMMUNICATIONS,7097893605.791201,19809,14226
2011,LABEL MASTER,38821.5684,4,2
2011,LAKESHORE TOLTEST,551683761.3758,5482,630
2011,LANDSTAR CARRIER GROUP,6187.5,2,1
2011,LANE INDUSTRIES,39437908.104,6971,106
2011,LAPI,26529310.9745,242,120
2011,LARSON DAVIS I,-79243.5113,1704,4
2011,LASON,73926.76,1105,4
2011,LAW ENGINEERING & ENVIRONMENTAL SERVICES,17475,1702,3
2011,LAWGIBB GROUP,-306434.8261,2472,5
2011,LAYNE WESTERN,-1631.4,2,1
2011,LB & B ASSOCIATES,51906922.3181,12209,954
2011,LB FOSTER COMPANY,396136.3085,282,12
2011,LEADING TECHNOLOGY COMPOSITES,873816.5425,2137,5
2011,LEARNING TREE INTERNATIONAL,137437.8398,3406,7
2011,LECHMOTOREN GMBH,5322883.597,3733,95
2011,LECROY,493019.1609,2758,33
2011,LEGEND TECHNIC,0,2,2
2011,LEXMARK INTERNATIONAL,6208499.8048,4470,171
2011,LFC HOLDINGS,545001.7925,8213,100
2011,LG EVERIST,-142447.7031,1101,2
2011,LHI,214493097.3891,130,114
2011,LIEBERT,76473,5633,13
2011,LIFE CYCLE ENGINEERING,71225259.0775,4232,269
2011,LINEAR INDUSTRIES,41383.5195,1101,2
2011,LIONEL HENDERSON &,7439867.6953,2743,6
2011,LIRBY,303197.7276,3161,8
2011,LITTON [NORTHROP GRUMMAN],-570770.8598,5204,28
2011,LJB,246413.8536,3284,22
2011,LM&O,83246362.4805,2171,44
2011,LOCKHEED MARTIN,34342047256.0615,27288,20448
2011,LOGIAN,571413.5313,3161,10
2011,LOGICON [NORTHROP GRUMMAN],-116513.1484,2,1
2011,LOGIS TECH,19640552.3521,5391,50
2011,LOGISTICS MANAGEMENT INSTITUTE,52467493.2077,12897,270
2011,LONG FENCE COMPANY,23836.0605,2,1
2011,LONGBOW [LOCKHEED MARTIN/NORTHROP GRUMMAN],106715724.2159,5592,100
2011,LORAL SPACE,24954492.6406,3582,28
2011,LSI,128806.0469,3358,9
2011,LUCENT TECHNOLOGIES,1306598.914,1107,6
2011,LUKE & ASSOCIATES,115416334.4657,4336,1010
2011,LUSTER NATIONA,-9e3,2,1
2011,LYKES LINES,80742187,1107,50
2011,LYNDEN,36035286.134,3359,107
2011,M.C. DEAN,157113408.82900003,9294,567
2011,MA MORTENSON COMPANY,116165853.8086,913,186
2011,MACAULAY BROWN,156084561.6532,10936,750
2011,MACQUARIE GROUP [TAURUS AEROSPACE GROUP],479.21,2135,8
2011,MACRO INTERNATIONAL,2246519.6216,4880,13
2011,MACTEC,120070058.09920001,6184,243
2011,MAGELLAN AEROSPACE,1023393,2416,48
2011,MAGELLAN HEALTH SERVICE,1813320,2,1
2011,MAIN ELECTRIC,194512,1702,3
2011,MANAGEMENT ANALYSIS COMPANY,227987.66280000002,3844,8
2011,MANAGEMENT CONCEPTS,1932286.9302,5394,26
2011,"MANAGEMENT CONSULTING, INC.",29876032.3611,12840,591
2011,MANCOM MANUFACTURING,180835.5156,2,1
2011,MANHATTAN TORCON A JOINT VENTURE,9674046,1805,32
2011,Mansfield Oil,41552508.4451,1383,76
2011,MANSON CONSTRUCTION,169038237.1186,3444,137
2011,MANTECH INTL A,1622829320.4333,20704,1394
2011,MAPCO INC,14208201.3563,6474,174
2011,MARCONI,21630.1802,4337,8
2011,MARITIME HELICOPTER SUPPORT [Lockheed Martin/Sikorsky Joint Venture],290954350.5,282,15
2011,MARRIOTT,6799940.3691,8994,317
2011,MARSH & MCLENNAN COMPANIES,27325,6,3
2011,MARTEK POWER,56261,2979,19
2011,MARTIN'S POINT HEALTH CARE,271256891.0601,2091,39
2011,MASON & HANGER,12805302.5995,2527,181
2011,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,951341058.0915,9246,156
2011,MASSEY CONSTRUCTION,14862.1299,1101,2
2011,MASTER SOLUTIONS,0,2,1
2011,MATCOM,-30,2135,4
2011,MATHEMATICA,2060806,1702,3
2011,MAXIMUS,1816359.2504,4459,19
2011,MBB OF AMERICA,23017889.3881,3471,65
2011,MC VAC ENVIRONMENTAL,50350,412,14
2011,MCBRIDE & ASSOCIATED,0,2,1
2011,MCC DEVELOPMEN,50017548.0517,4426,99
2011,MCCARTHY BUSH,116e5,2,1
2011,MCDERMOTT INTERNATIONAL,504082.2895,6594,17
2011,MCI/WORLDCOM [VERIZON],2672047.5061000003,8298,18
2011,MCKESSON,774445735.3981,8947,5822
2011,MCLANE ADVANCED TECHNOLOGIES,11805706.0523,1544,28
2011,MCMUA,52049.0391,2135,4
2011,MCMUNN ASSOCIATES,347862.1905,1109,6
2011,MCNEIL TECHNOLOGIES,59052242.4324,7433,159
2011,MCR FEDERAL,13263316.850300001,8470,86
2011,MDA,3990020.3125,5520,24
2011,MEDAPHIS,-134892.1074,4,2
2011,MEDICINE,9648272.0062,3539,68
2011,Medimmune,18120598.386,2492,509
2011,MEDQUEST,44312.1395,4445,9
2011,MEGGITT CORP USA,97733035.2622,6801,1021
2011,MEI TECHNOLOGIES,15160231.172400001,6729,44
2011,MERCK,529695.7256,2483,28
2011,MERCURY AIR GROUP,2517702.9111,3518,85
2011,MERCURY COMPUTER SYSTEMS,1245721.1016,4955,32
2011,MERISTAR HOSPITALITY,86852.4604,2477,16
