Year,Global.Vendor.Name,Number.of.Actions,Dollars.Obligated,ParentID_M,ObligatedAmount,NumberOfActions,FreqCount,Rank,Diff_Amount,Diff_Action,Diff_Freq
2012,NORTHROP GRUMMAN CORPORATION,9303,9601779899.09,NORTHROP GRUMMAN,11407112729.2781,12076,12582,5,-1805332830.188099,-2773,-3279
2012,UNITED TECHNOLOGIES CORPORATION,13139,7919026356.63,UNITED TECH,7817389359.6605,12087,12325,6,101636996.96950054,1052,814
2012,HUNTINGTON INGALLS INDUSTRIES  INC.,5961,7303499779.25,HUNTINGTON INGALLS INCORPORATED,5613053705.1972,2596,2616,9,1690446074.0528002,3365,3345
2012,L-3 COMMUNICATIONS HOLDINGS  INC.,9957,6450543108.19,L3 COMMUNICATIONS,6651523480.376,9685,10244,7,-200980372.18600082,272,-287
2012,BAE SYSTEMS PLC,10860,5923669976.83,BAE SYSTEMS PLC [SURVEILLANCE & ATTACK BUSINESS],NA,NA,NA,NA,NA,NA,NA
2012,SAIC  INC.,27727,5074425484.56,SAIC,5138643887.5979,27389,27863,10,-64218403.03789997,338,-136
2012,HUMANA INC.,469,3472009744.53,HUMANA,3469699661.7329,428,418,11,2310082.797100067,41,51
2012,TRIWEST HEALTHCARE ALLIANCE CORP.,156,3007680036.02,TRIWEST HEALTHCARE ALLIANCE,3007674882.0563,155,151,12,5153.9636998176575,1,5
2012,HEALTH NET  INC.,174,2933235963.44,HEALTH NET,2933235934.7548,173,174,13,28.685200214385986,1,0
2012,BELL BOEING JOINT PROJECT OFFICE,1463,2894515026.58,BELL BOEING JOINT PROJECT OFFICE [BELL/BOEING],2920483997.3831,1456,1474,14,-25968970.80310011,7,-11
2012,ROYAL DUTCH SHELL PLC,273,2872160303.24,ROYAL DUTCH SHELL,2835392823.1602,30,61,15,36767480.07979965,243,212
2012,VERITAS CAPITAL FUND II L.P.  THE,893,2844120574.02,VERITAS CAPITAL FUND,NA,NA,NA,NA,NA,NA,NA
2012,SUPREME GROUP HOLDING SARL,31132,2828098273.75,SUPREME GROUP,2829853561.7941,31138,31150,16,-1755288.0440998077,-6,-18
2012,BOOZ ALLEN HAMILTON HOLDING CORPORATION,4948,2554884653.91,BOOZ ALLEN HAMILTON,2605555735.6311,4862,5040,19,-50671081.72110033,86,-92
2012,GENERAL ELECTRIC COMPANY,5712,2546185594.12,GENERAL ELECTRIC,2497582591.6626,5074,5202,22,48603002.457399845,638,510
2012,BECHTEL GROUP  INC.,169,2440952667.6,BECHTEL,2528857211.4105,171,190,20,-87904543.81050014,-2,-21
2012,GENERAL ATOMIC TECHNOLOGIES CORPORATION,641,2425113676.31,GENERAL ATOMICS,2430315227.0467,650,671,23,-5201550.736700058,-9,-30
2012,UNITED LAUNCH ALLIANCE  L.L.C.,75,2385416135.13,UNITED LAUNCH ALLIANCE,2382436246.333,80,81,24,2979888.7969999313,-5,-6
2012,URS CORPORATION,3161,2375023303.05,URS,2131584639.0188,2997,3162,27,243438664.03120017,164,-1
2012,TEXTRON INC.,6410,2345603970.35,TEXTRON,2319030921.0508,6646,6753,25,26573049.299200058,-236,-343
2012,ITT CORPORATION,2875,2105156501.03,ITT,1895996783.1864,1761,1868,29,209159717.84360003,1114,1007
2012,COMPUTER SCIENCES CORPORATION,3296,2071935354.38,COMPUTER SCIENCES,2274761370.8432,3973,4109,26,-202826016.4632001,-677,-813
2012,BP P.L.C.,181,1962557873.45,BP GLOBAL,2511953999.2568,84,173,21,-549396125.8068001,97,8
2012,CACI INTERNATIONAL INC,3185,1938596999.89,CACI,1963359145.6527,3230,3384,28,-24762145.762699842,-45,-199
2012,FLUOR CORPORATION,344,1849685186.65,FLUOR,1835337776.2152,265,292,31,14347410.434800148,79,52
2012,MANTECH INTERNATIONAL CORPORATION,1417,1743676681.04,MANTECH INTL A,1627071617.6277,1168,1221,32,116605063.41229987,249,196
2012,HONEYWELL INTERNATIONAL INC.,8432,1569702837.61,HONEYWELL,1573311884.4866,7609,7793,33,-3609046.876600027,823,639
2012,VALERO ENERGY CORPORATION,36,1565153533.26,VALERO ENERGY,1565153511.75,15,36,34,21.509999990463257,21,0
2012,OSHKOSH CORPORATION,3585,1539072922.21,OSHKOSH,1464648970.1675,2842,2948,35,74423952.04250002,743,637
2012,HEWLETT-PACKARD COMPANY,16645,1453481706.4,HEWLETT PACKARD,1839075397.3125,21205,3197,30,-385593690.9124999,-4560,13448
2012,AMERISOURCEBERGEN CORPORATION,67125,1434885833.4,AMERISOURCEBERGEN,1432959676.9745,67068,67073,37,1926156.4255001545,57,52
2012,HARRIS CORPORATION,6624,1431620405.05,HARRIS,1425928577.1554,6549,6654,39,5691827.894599915,75,-30
2012,ALLIANT TECHSYSTEMS INC.,1296,1411987084.14,ALLIANT TECHSYSTEMS OPERATIONS,NA,NA,NA,NA,NA,NA,NA
2012,FEDEX CORPORATION,7807590,1344670059.95,FEDEX,1344647944.3763,7807536,2018,40,22115.573699951172,54,7805572
2012,A.P. MOLLER - MARSK A/S,35665,1234817421.73,AP Moller MAERSK,1234301435.9045,35521,366,41,515985.82550001144,144,35299
2012,NAVISTAR INTERNATIONAL CORPORATION,1069,1212952915.82,Navistar International,1186687371.7966,1036,1068,43,26265544.02339983,33,1
2012,REFINERY ASSOCIATES OF TEXAS  INC,34,1193417102.68,REFINERY ASSOCIATES OF TEXAS,1193417055.8805,4,34,42,46.79949998855591,30,0
2012,SIERRA NEVADA CORPORATION,673,1169842201.43,SIERRA NEVADA,1169359250.6494,632,657,44,482950.78060007095,41,16
2012,WORLD FUEL CAYMAN HOLDING COMPANY I,14,1151706246.34,WORLD FUEL SERVICES CORPORATION,1428410315.1876,19,54,38,-276704068.8476,-5,-40
2012,ROCKWELL COLLINS  INC.,2344,1047769150.16,ROCKWELL COLLINS,1084138205.883,2177,2251,45,-36369055.72299993,167,93
2012,COMPUTERSHARE LIMITED,85,1040711454,NA,NA,NA,NA,NA,NA,NA,NA
2012,ATLANTIC DIVING SUPPLY  INC.,5524,980394966.76,ATLANTIC DIVING SUPPLY,980412761.6574,5485,5530,48,-17794.897400021553,39,-6
2012,JACOBS ENGINEERING GROUP INC.,3121,975252565.04,JACOBS ENGINEERING GROUP,955452474.298,2953,3042,51,19800090.741999984,168,79
2012,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,166,964808160.03,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,964808162.7514,164,164,50,-2.721400022506714,2,2
2012,CARDINAL HEALTH  INC.,53714,964640674.51,CARDINAL HEALTH,972357882.953,53940,53956,49,-7717208.442999959,-226,-242
2012,FINMECCANICA SPA,2554,908471969.11,PARAVANT COMPUTER SYSTEMS [FINMECCANICA SPA],NA,NA,NA,NA,NA,NA,NA
2012,MCDONNELL DOUGLAS HELICOPTER COMPANY,98,888494479.13,MCDONNELL DOUGLAS [BOEING],NA,NA,NA,NA,NA,NA,NA
2012,ROLLS-ROYCE GROUP PLC,1573,871057782.06,ROLLS ROYCE,877911720.7218,1562,1625,53,-6853938.661800027,11,-52
2012,MISSION ESSENTIAL PERSONNEL  LLC,161,847343739.94,MISSION ESSENTIAL PERSONNEL,847343739.8643,148,161,55,0.07570004463195801,13,0
2012,THE AEROSPACE CORPORATION,19,829346402.3,THE AEROSPACE,829346402.3125,19,19,56,-0.01250004768371582,0,0
2012,RED STAR ENTERPRISES LTD,24,809198793.39,RED STAR ENTERPRISES,809198783,8,25,57,10.389999985694885,16,-1
2012,WORLD FUEL SERVICES CORP,67,782736075.52,WORLD FUEL SERVICES CORPORATION,1428410315.1876,19,54,38,-645674239.6675999,48,13
2012,THE MITRE CORPORATION,180,779376189.16,THE MITRE,784898111.7177,224,224,58,-5521922.557700038,-44,-44
2012,ABU DHABI NATIONAL OIL COMPANY FOR DISTRIBUTION,7,736652277.45,ABU DHABI NATIONAL OIL COMPANY FOR DISTRIBUTION,NA,NA,NA,NA,NA,NA,NA
2012,JOHNS HOPKINS UNIVERSITY,1445,715290709.59,JOHNS HOPKINS UNIVERSITY,1033283595.4306,1436,1459,47,-317992885.8406,9,-14
2012,GOVERNMENT OF CANADA,1453,673910683.92,GOVERNMENT OF CANADA,NA,NA,NA,NA,NA,NA,NA
2012,ALION SCIENCE AND TECHNOLOGY CORPORATION,1070,668814486.18,ALION SCIENCE & TECHNOLOGY,725068189.3938,1047,1083,61,-56253703.21380007,23,-13
2012,KUWAIT PETORLEUM CORPORATION .,10,637950475.24,KUWAIT PETROLEUM,672081360.86,8,18,63,-34130885.620000005,2,-8
2012,PCCP CONSTRUCTORS  A JOINT VENTURE,1,6295e5,PCCP CONSTRUCTORS JV,629500032,1,1,65,-32,0,0
2012,DELL INC.,5265,606612072.12,DELL,606828749.8879,5263,5290,66,-216677.76789999008,2,-25
2012,GOODRICH CORPORATION,2414,592605351.92,GOODRICH,447109469.307,1761,1820,85,145495882.61299998,653,594
2012,HELLFIRE SYSTEMS  LLC,135,581133052.43,HELLFIRE SYSTEMS,NA,NA,NA,NA,NA,NA,NA
2012,HENSEL PHELPS CONSTRUCTION CO,358,580839732.54,HENSEL PHELPS CONSTRUCTION,580426561.2759,343,354,67,413171.26409995556,15,4
2012,NEPTUNE ORIENT LINES LIMITED,27878,579107381.69,NA,NA,NA,NA,NA,NA,NA,NA
2012,WORLD AIRWAYS  INC.,438,558273605.82,WORLD AIRWAYS,NA,NA,NA,NA,NA,NA,NA
2012,BP  PRODUCTS NORTH AMERICA INC,2,552521276.24,NA,NA,NA,NA,NA,NA,NA,NA
2012,BATTELLE MEMORIAL INSTITUTE INC,1470,519359759.72,BATTELLE,332539419.3917,1390,1445,115,186820340.3283,80,25
2012,S-OIL CORPORATION,4,512275493.77,S-OIL,512275504.5,2,4,71,-10.730000019073486,2,0
2012,KBR  INC.,641,507237068.22,NA,NA,NA,NA,NA,NA,NA,NA
2012,EXXON MOBIL CORPORATION,34,505480097.83,EXXON MOBIL,506003468.0313,23,49,72,-523370.201300025,11,-15
2012,CHEVRON CORPORATION,118,501025003.97,CHEVRON,480251899.2276,74,102,77,20773104.74240005,44,16
2012,CATERPILLAR INC.,3177,477182356.62,CATERPILLAR,476677071.2518,3079,1418,78,505285.3682000041,98,1759
2012,INTERNATIONAL BUSINESS MACHINES CORPORATION,879,470981355.25,IBM,465826993.4885,857,898,81,5154361.761500001,22,-19
2012,TESORO CORPORATION,43,462994477.17,TESORO,503778933.0651,59,102,74,-40784455.8951,-16,-59
2012,UNITED PARCEL SERVICE  INC.,1553505,453928007.29,UPS,453940529.9273,1553467,595,82,-12522.637299954891,38,1552910
2012,CUBIC CORPORATION,752,450965151.3,CUBIC,450622822.3486,693,753,83,342328.9514000416,59,-1
2012,AAR CORP.,2084,442948966.44,AAR,435908967.5168,2018,2043,86,7039998.923200011,66,41
2012,EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS N.V.,522,436767707.31,NA,NA,NA,NA,NA,NA,NA,NA
2012,AC FIRST  LLC,71,431780103.76,AC FIRST [Joint Venture - AECOM & CACI],431780098.6985,70,72,88,5.061500012874603,1,-1
2012,PETROMAX  LLC,25,426618728.4,PETROMAX,426618733,5,25,90,-4.600000023841858,20,0
2012,JVYS,199,424773164.19,JVYS [YULISTA/SES],424773166.478,199,199,91,-2.287999987602234,0,0
2012,TOTAL SA,128,418221662.59,TOTAL SA,391126887.5454,27,41,102,27094775.04459995,101,87
2012,KRAFT FOODS INC.,47734,417838384.84,KRAFT FOODS,416233207.2403,43697,48,93,1605177.599699974,4037,47686
2012,SERCO GROUP PLC,1665,414902931.05,SERCO GROUP PLC,421206416.5399,1621,1706,92,-6303485.489899993,44,-41
2012,EXPRESS SCRIPTS  INC.,71,408314787.96,EXPRESS SCRIPTS,482697247.5875,83,83,76,-74382459.6275,-12,-12
2012,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,11,407768038.23,MOTOR OILCORINTH REFINERIES SA,407768028.1055,5,11,94,10.124500036239624,6,0
2012,MENLO WORLDWIDE GOVERNMENT SERVICES  LLC,427545,407388533.61,NA,NA,NA,NA,NA,NA,NA,NA
2012,PATRIOT TEAM,396,402967355.88,PATRIOT TEAM,402967357.3114,391,396,96,-1.4314000010490417,5,0
2012,TYSON FOODS  INC.,58064,402085661.3,TYSON FOODS,402085660.8209,58022,144,97,0.47909998893737793,42,57920
2012,ACCENTURE PUBLIC LIMITED COMPANY,221,401212993.33,ACCENTURE,398611136.61,218,223,100,2601856.719999969,3,-2
2012,GILBANE  INC.,526,390169389.18,Gilbane Building Company,396117519.4231,499,533,101,-5948130.2430999875,27,-7
2012,HIGHMARK INC.,31,388354170.99,HIGHMARK,388354173.5381,26,31,104,-2.548099994659424,5,0
2012,NANA REGIONAL CORPORATION  INC.,1602,387302675.74,NANA REGIONAL,NA,NA,NA,NA,NA,NA,NA
2012,CHUGACH ALASKA CORPORATION,1954,381288976.52,CHUGACH ALASKA,NA,NA,NA,NA,NA,NA,NA
2012,THE SHAW GROUP INC,909,377766102.66,SHAW GROUP INC,389132609.162,763,892,103,-11366506.501999974,146,17
2012,CH2M HILL COMPANIES  LTD.,1286,370903805.01,CH2M HILL,402010257.2564,1378,1460,98,-31106452.2464,-92,-174
2011,LOCKHEED MARTIN CORPORATION,19894,35618519057.24,LOCKHEED MARTIN,34342047256.0615,50550,20448,1,1276471801.1784973,-30656,-554
2011,THE BOEING COMPANY,16471,20182377057.65,BOEING,20663190307.185,32327,16321,2,-480813249.53499985,-15856,150
2011,GENERAL DYNAMICS CORPORATION,16819,18609879373.09,GENERAL DYNAMICS,18309090410.9457,39921,16479,3,300788962.14429855,-23102,340
2011,RAYTHEON COMPANY,11066,13912183770.11,RAYTHEON,14292132108.5789,33386,11537,5,-379948338.4688988,-22320,-471
2011,NORTHROP GRUMMAN CORPORATION,14065,13820550376.42,NORTHROP GRUMMAN,17397801640.0581,36629,18349,4,-3577251263.6381016,-22564,-4284
2011,UNITED TECHNOLOGIES CORPORATION,13984,7243757842.7,UNITED TECH,7117123830.6586,27023,12830,7,126634012.04139996,-13039,1154
2011,L-3 COMMUNICATIONS HOLDINGS  INC.,13611,6745896871.84,L3 COMMUNICATIONS,7097893605.7912,29736,14226,8,-351996733.95119953,-16125,-615
2011,BAE SYSTEMS PLC,12971,6597273756.48,BAE SYSTEMS PLC [SURVEILLANCE & ATTACK BUSINESS],NA,NA,NA,NA,NA,NA,NA
2011,SAIC  INC.,22530,5198428455.47,SAIC,5358623547.2301,45351,22926,9,-160195091.7600994,-22821,-396
2011,OSHKOSH CORPORATION,3833,4931605344.63,OSHKOSH,4739954189.9536,6067,3095,10,191651154.67640018,-2234,738
2011,ITT CORPORATION,3796,3489467786.11,ITT,3548041804.0188,8215,3667,12,-58574017.90879965,-4419,129
2011,HUMANA INC.,566,3444340269.22,HUMANA,3439895340.8193,6013,505,13,4444928.4006996155,-5447,61
2011,HUNTINGTON INGALLS INDUSTRIES  INC.,3413,3224824988.21,HUNTINGTON INGALLS INCORPORATED,NA,NA,NA,NA,NA,NA,NA
2011,TRIWEST HEALTHCARE ALLIANCE CORP.,226,3093464842.27,TRIWEST HEALTHCARE ALLIANCE,3092661655.4871,1751,226,14,803186.7828998566,-1525,0
2011,HEALTH NET  INC.,315,2962852964.44,HEALTH NET,2962852975.8458,629,315,16,-11.405799865722656,-314,0
2011,VERITAS CAPITAL FUND II L.P.  THE,764,2916831366.42,VERITAS CAPITAL FUND,NA,NA,NA,NA,NA,NA,NA
2011,COMPUTER SCIENCES CORPORATION,3946,2844015035.23,COMPUTER SCIENCES,3028731142.3335,17538,4274,15,-184716107.1034999,-13592,-328
2011,FLUOR CORPORATION,327,2722386098.35,FLUOR,2724945618.8937,635,330,18,-2559520.543700218,-308,-3
2011,GENERAL ELECTRIC COMPANY,6294,2698752082.17,GENERAL ELECTRIC,2550144117.0936,11999,5508,22,148607965.07640028,-5705,786
2011,BELL BOEING JOINT PROJECT OFFICE,1586,2665731454.92,BELL BOEING JOINT PROJECT OFFICE [BELL/BOEING],2697027190.5681,4381,1615,19,-31295735.6480999,-2795,-29
2011,BOOZ ALLEN HAMILTON HOLDING CORPORATION,5821,2615384287.15,BOOZ ALLEN HAMILTON,2666217373.109,21727,5889,20,-50833085.95900011,-15906,-68
2011,TEXTRON INC.,5193,2497942719.86,TEXTRON,2445627002.4552,10914,5497,23,52315717.40479994,-5721,-304
2011,BECHTEL GROUP  INC.,142,2490062003.99,BECHTEL,2600001093.442,321,168,21,-109939089.45200014,-179,-26
2011,URS CORPORATION,3801,2308223991.02,URS,2001426675.6644,7229,3711,27,306797315.3555999,-3428,90
2011,KBR  INC.,612,2264495718.07,NA,NA,NA,NA,NA,NA,NA,NA
2011,CACI INTERNATIONAL INC,3535,2245440396.17,CACI,2267370551.1189,7314,3729,24,-21930154.948899746,-3779,-194
2011,SUPREME GROUP HOLDING SARL,28234,2032630151.76,SUPREME GROUP,2221494224.1437,58043,27568,26,-188864072.38370013,-29809,666
2011,GENERAL ATOMIC TECHNOLOGIES CORPORATION,659,1953819954.02,GENERAL ATOMICS,1967591005.618,2875,669,28,-13771051.59800005,-2216,-10
2011,HEWLETT-PACKARD COMPANY,18666,1866351315.64,HEWLETT PACKARD,1927599573.1128,42433,3529,29,-61248257.47279978,-23767,15137
2011,MANTECH INTERNATIONAL CORPORATION,1623,1708063537.79,MANTECH INTL A,1622829320.4333,3892,1394,30,85234217.35669994,-2269,229
2011,ALLIANT TECHSYSTEMS INC.,1207,1589132106.79,ALLIANT TECHSYSTEMS OPERATIONS,NA,NA,NA,NA,NA,NA,NA
2011,FEDEX CORPORATION,7600567,1577425449.95,FEDEX,1577675345.076,25545,2312,31,-249895.12599992752,7575022,7598255
2011,BP P.L.C.,174,1465532600.87,BP GLOBAL,1449347597.9244,222,164,33,16185002.945599794,-48,10
2011,HONEYWELL INTERNATIONAL INC.,8899,1454709820.73,HONEYWELL,1424989501.8086,18157,8234,35,29720318.92140007,-9258,665
2011,HARRIS CORPORATION,7290,1441721145.11,HARRIS,1435150870.8249,15068,7175,34,6570274.285099983,-7778,115
2011,NAVISTAR INTERNATIONAL CORPORATION,1196,1400272332.79,Navistar International,1400254494.7731,2753,1196,36,17838.01690006256,-1557,0
2011,EVERGREEN INTERNATIONAL AIRLINES,1022,1399685373.38,EVERGREEN INTERNATIONAL,NA,NA,NA,NA,NA,NA,NA
2011,AMERISOURCEBERGEN CORPORATION,63998,1373186899.09,AMERISOURCEBERGEN,1370316953.2541,127849,63926,39,2869945.83589983,-63851,72
2011,COMPUTERSHARE LIMITED,34,1365024559,NA,NA,NA,NA,NA,NA,NA,NA
2011,ATLANTIC DIVING SUPPLY  INC.,7695,1174096313.17,ATLANTIC DIVING SUPPLY,1174104494.9011,9805,4348,40,-8181.731099843979,-2110,3347
2011,MACANDREWS & FORBES HOLDINGS INC.,1071,1171578559.21,MACANDREWS AMG HOLDING,NA,NA,NA,NA,NA,NA,NA
2011,ROLLS-ROYCE GROUP PLC,1479,1042793495.4,ROLLS ROYCE,1037752957.6211,2986,1519,44,5040537.778900027,-1507,-40
2011,ROCKWELL COLLINS  INC.,2254,1042051893.28,ROCKWELL COLLINS,1169176218.9788,4294,2196,42,-127124325.69880009,-2040,58
2011,JACOBS ENGINEERING GROUP INC.,3210,1033395197.94,JACOBS ENGINEERING GROUP,1010093222.4658,7551,3094,46,23301975.47420001,-4341,116
2011,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,163,956741061.95,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,951341058.0915,312,156,48,5400003.858500004,-149,7
2011,GOVERNMENT OF CANADA,1483,937198303.88,GOVERNMENT OF CANADA,NA,NA,NA,NA,NA,NA,NA
2011,VALERO ENERGY CORPORATION,39,905295800.78,VALERO ENERGY,905295794.6934,52,39,50,6.086599946022034,-13,0
2011,ROYAL DUTCH SHELL PLC,161,894503823.08,ROYAL DUTCH SHELL,862125607.875,49,34,54,32378215.205000043,112,127
2011,CARDINAL HEALTH  INC.,49124,894346338.63,CARDINAL HEALTH,899636912.5146,99213,49864,51,-5290573.884600043,-50089,-740
2011,THE AEROSPACE CORPORATION,20,886148712.78,THE AEROSPACE,886148713.5,40,20,53,-0.7200000286102295,-20,0
2011,CERBERUS CAPITAL MANAGEMENT  L.P.,1590,877347032.3,CERBERUS,NA,NA,NA,NA,NA,NA,NA
2011,SIERRA NEVADA CORPORATION,591,835349773.81,SIERRA NEVADA,834226249.6327,1128,584,55,1123524.1772999763,-537,7
2011,FINMECCANICA SPA,2927,826901172.89,PARAVANT COMPUTER SYSTEMS [FINMECCANICA SPA],NA,NA,NA,NA,NA,NA,NA
2011,JOHNS HOPKINS UNIVERSITY,1309,814260758.97,JOHNS HOPKINS UNIVERSITY,1101374909.1744,2694,1351,43,-287114150.20440006,-1385,-42
2011,KUWAIT PETORLEUM CORPORATION,15,805182602.8,KUWAIT PETROLEUM,886795523,25,17,52,-81612920.20000005,-10,-2
2011,A.P. MOLLER - MARSK A/S,10193,800455271.51,AP Moller MAERSK,800445378.8793,7736,361,56,9892.63069999218,2457,9832
2011,THE MITRE CORPORATION,166,788314689.79,THE MITRE,792750737.7867,449,225,57,-4436047.996700048,-283,-59
2011,MCKESSON CORPORATION,5862,773977881.43,MCKESSON,774445735.3981,11640,5822,59,-467853.96810007095,-5778,40
2011,WYLE LABORATORIES  INC.,1264,749447875.33,WYLE LABORATORIES,674042925.2719,2234,1128,66,75404950.05809999,-970,136
2011,MISSION ESSENTIAL PERSONNEL  LLC,140,690149597.57,MISSION ESSENTIAL PERSONNEL,690149610.4538,265,140,63,-12.88379991054535,-125,0
2011,CBY DESIGN BUILDERS A JOINT VENTURE OF CDM  BRASFIELD & GORRIE  AND YATES CONSTR,1,674998555.36,CBY DESIGN BUILDERS,674998528,2,1,65,27.360000014305115,-1,0
2011,DELL INC.,6742,673236810.11,DELL,675253121.01,21811,6827,64,-2016310.8999999762,-15069,-85
2011,MCDONNELL DOUGLAS HELICOPTER COMPANY,112,647284558.97,MCDONNELL DOUGLAS [BOEING],NA,NA,NA,NA,NA,NA,NA
2011,VERIZON COMMUNICATIONS INC.,25677,645143533.45,VERIZON,730423200.4432,254342,12413,62,-85279666.99319994,-228665,13264
2011,ANHAM FZCO,10800,638281632.37,ANHAM,737045013.2727,25459,11070,61,-98763380.90269995,-14659,-270
2011,HENSEL PHELPS CONSTRUCTION CO,512,632896959.52,HENSEL PHELPS CONSTRUCTION,632739527.5938,1009,510,67,157431.92620003223,-497,2
2011,WORLD FUEL CAYMAN HOLDING COMPANY I,43,613457641.99,WORLD FUEL SERVICES CORPORATION,767911769.9561,102,73,60,-154454127.96609998,-59,-30
2011,UNITED PARCEL SERVICE  INC.,1302090,598182285.27,UPS,598238385.8492,16642,717,68,-56100.57920002937,1285448,1301373
2011,HIGHMARK INC.,50,585688408.07,HIGHMARK,585688418.9844,93,50,69,-10.914399981498718,-43,0
2011,GOODRICH CORPORATION,2488,543945782.17,GOODRICH,416281732.6812,3729,1895,90,127664049.48879993,-1241,593
2011,HAWKER BEECHCRAFT  INC,327,535356458.69,HAWKER BEECHCRAFT,NA,NA,NA,NA,NA,NA,NA
2011,UNITED LAUNCH ALLIANCE  L.L.C.,18,534909599.12,UNITED LAUNCH ALLIANCE,779135768.3838,60,30,58,-244226169.26380002,-42,-12
2011,NATIONAL FUEL INC,57,531100680.53,NATIONAL FUEL,531100674.5468,91,58,73,5.983199954032898,-34,-1
2011,CHUGACH ALASKA CORPORATION,2595,512749601.61,CHUGACH ALASKA,363029929.7447,5393,1397,105,149719671.8653,-2798,1198
2011,NANA REGIONAL CORPORATION  INC.,1968,505921033.29,NANA REGIONAL,NA,NA,NA,NA,NA,NA,NA
2011,JVYS,231,480948349.53,JVYS [YULISTA/SES],480166616.2037,460,230,76,781733.3262999654,-229,1
2011,KELLY AVIATION CENTER  L.P,107,474534846.9,KELLY AVIATION CENTER [Joint Venture Lockheed Martin/Rolls Royce],474534847.917,200,107,78,-1.0170000195503235,-93,0
2011,AAR CORP.,2275,474498359.28,AAR,460172143.5849,4406,2224,81,14326215.69509995,-2131,51
2011,EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS N.V.,557,471395127.65,NA,NA,NA,NA,NA,NA,NA,NA
2011,AT&T INC.,9819,469109390.92,AT&T,478615506.6148,117000,6658,77,-9506115.69479996,-107181,3161
2011,SERCO GROUP PLC,1798,458998041.96,SERCO GROUP PLC,502228356.2727,8981,1829,74,-43230314.31270003,-7183,-31
2011,ENVIRONMENTAL CHEMICAL CORPORATION,405,457872179.66,ENVIRONMENTAL CHEMICAL,458190668.0272,3483,396,83,-318488.36719995737,-3078,9
2011,CHEVRON CORPORATION,94,451063095.45,CHEVRON,554877229.3471,183,110,71,-103814133.89710003,-89,-16
2011,INTERNATIONAL BUSINESS MACHINES CORPORATION,1147,445644922.27,IBM,454660271.6569,2264,1152,84,-9015349.386900008,-1117,-5
2011,ACCENTURE PUBLIC LIMITED COMPANY,261,431832855.87,ACCENTURE,418827146.766,449,230,89,13005709.104000032,-188,31
2011,CUBIC CORPORATION,677,426063050.29,CUBIC,438588855.1649,1308,683,85,-12525804.874899983,-631,-6
2011,EXPRESS SCRIPTS  INC.,144,425093990.89,EXPRESS SCRIPTS,424912066.6114,264,132,87,181924.2785999775,-120,12
2011,NEPTUNE ORIENT LINES LIMITED,8265,421275676.11,NA,NA,NA,NA,NA,NA,NA,NA
2011,CATERPILLAR INC.,2235,415203847.65,CATERPILLAR,413333588.4408,3861,1450,93,1870259.209199965,-1626,785
2011,TYSON FOODS  INC.,62870,415179488.07,TYSON FOODS,415179486.7099,72677,159,91,1.360099971294403,-9807,62711
2011,THE CHARLES STARK DRAPER LABORATORY INC,145,414073474.32,CHARLES STARK DRAPER LABORATORY,414073474.3252,677,145,92,-0.005200028419494629,-532,0
2011,KRAFT FOODS INC.,48668,408387904.62,KRAFT FOODS,406864005.5158,7967,48,95,1523899.1042000055,40701,48620
2011,GLOBAL FLEET SALES INC.,50,407458214.73,NA,NA,NA,NA,NA,NA,NA,NA
2011,GROUPE CGI INC,734,404178606.53,CGI GROUP,301943317.2498,1307,668,123,102235289.28019994,-573,66
2011,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,23,395618687.48,MOTOR OILCORINTH REFINERIES SA,395618680.1397,33,23,98,7.340300023555756,-10,0
2011,BATTELLE MEMORIAL INSTITUTE INC,1743,391075904.79,BATTELLE,384770275.8142,3382,1721,100,6305628.975800037,-1639,22
2011,ARTEL  INC.,191,381510998.93,ARTEL,381505244.5535,403,202,101,5754.37650001049,-212,-11
2011,OWENS & MINOR  INC.,18173,378693385.71,OWENS & MINOR,378693385.6517,36827,18655,102,0.0582999587059021,-18654,-482
2011,ROSOBORONEXPORT FGUP,4,377499442.37,ROSOBORONEXPORT FGUP,375051456,6,3,103,2447986.370000005,-2,1
2011,QINETIQ GROUP PLC,1174,376716622.76,QINETIQ GROUP,286932744.1167,1839,945,127,89783878.6433,-665,229
2010,LOCKHEED MARTIN CORPORATION,17999,29054980517.559998,LOCKHEED MARTIN,28574797596.7767,17808,18305,1,480182920.7832985,191,-306
2010,THE BOEING COMPANY,13382,18047585923.45,BOEING,18051950183.1922,13517,13807,2,-4364259.742198944,-135,-425
2010,NORTHROP GRUMMAN CORPORATION,17068,15574347189.300001,NORTHROP GRUMMAN,16042728555.8599,18107,18717,3,-468381366.5598984,-1039,-1649
2010,GENERAL DYNAMICS CORPORATION,16452,14558853585.3,GENERAL DYNAMICS,14933423860.9998,17762,17307,4,-374570275.6998005,-1310,-855
2010,RAYTHEON COMPANY,10417,14511228999.31,RAYTHEON,14405131254.3989,10723,11078,5,106097744.91110039,-306,-661
