ParentID,contract_award_unique_key,PricingMechanism,ProductOrServiceCodeText,CompetitionClassification,ClassifyNumberOfOffers,anycommercial,Vehicle,Action_Obligation_OMB25_GDP23,baseandexercisedoptionsvalue,baseandalloptionsvalue,MinOfsigneddate
BOEING,CONT_AWD_NNC09CA32C_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Other Exception),No competition,N,DCA,538476.3547147666,394381.08,394381.08,2009-09-28
BOEING,CONT_AWD_NNC11TA80T_8000_NNC10BA05B_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),Competition with single offer,One Offer,N,MULTIPLE AWARD IDC,520557.8246101398,393891,393891,2011-09-29
BOEING,CONT_AWD_NNM05AB21C_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,DCA,503940.43080759095,339908,339908,2005-05-02
BOEING,CONT_AWD_NNC16CA25C_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),5-9 Offers,N,DCA,498642.4199814206,401708,401708,2016-05-09
BOEING,CONT_AWD_NNL05AC56T_8000_NNL04AA11B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,N,MULTIPLE AWARD IDC,489209.7570011824,325699,325699,2005-08-02
BOEING,CONT_AWD_NNJ08TA53C_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),3-4 Offers,N,DCA,485310.42964110035,349899,349899,2008-03-31
BOEING,CONT_AWD_80LARC19F0018_8000_NNL16AA04B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers,Two Offers,N,MULTIPLE AWARD IDC,481131.69536913175,410878,410878,2018-11-26
BOEING,CONT_AWD_NNL07AE07P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (ENGINEERING DEVELOPMENT),No Competition (Only One Source Exception),No competition,Y,PO,479530.3758976746,338700,338700,2007-06-11
BOEING,CONT_AWD_NNC16CA38C_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Competition with single offer,One Offer,N,DCA,475407.0520459282,387391,387391,2016-09-19
BOEING,CONT_AWD_NNL07AC58P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (ENGINEERING DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,PO,453646.77881423413,320418,320418,2007-04-17
BOEING,CONT_AWD_NNL06AJ71P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (ENGINEERING DEVELOPMENT),No Competition (Unlabeled Exception),No competition,Y,PO,451194.9272415666,310148,310148,2006-09-27
BOEING,CONT_AWD_NNL06AA09T_8000_NNL04AA11B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,N,MULTIPLE AWARD IDC,447975.2684740806,302658,302658,2005-11-03
BOEING,CONT_AWD_NNL15AB19T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,438063.3480209177,51548,51548,2015-04-14
BOEING,CONT_AWD_NNL12AD05T_8000_NNL08AA16B_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,N,BOA,414003.93069331977,315887,315887,2012-09-28
BOEING,CONT_AWD_NNL13AB65T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Competition with single offer,One Offer,N,MULTIPLE AWARD IDC,401786.10503967153,312493,312493,2013-05-24
BOEING,CONT_AWD_NNC16CA22C_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),10-24 Offers,N,DCA,399778.03061796667,325937,3246314,2016-07-19
BOEING,CONT_AWD_NNL16AB02T_8000_NNL16AA04B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,387174.41169701604,311909,311909,2016-06-24
BOEING,CONT_AWD_LERC0199606DNAS296006_8000_-NONE-_-NONE-,Cost Plus Incentive,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),Competition with single offer,One Offer,N,DCA,386229.97529251815,58026212,83789042,2003-10-01
BOEING,CONT_AWD_LERC0200001DNAS300104_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,DCA,367753.31701688434,218748,218748,2000-01-24
BOEING,CONT_AWD_NNL04AB90T_8000_NAS100086_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),10-24 Offers,N,SINGLE AWARD IDC,364641.85366622347,239723,239723,2004-05-11
BOEING,CONT_AWD_NNL13AC55T_8000_NNL13AA03B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers,3-4 Offers,N,MULTIPLE AWARD IDC,356589.4340515826,281208,281208,2013-09-16
BOEING,CONT_AWD_NNC08CA93C_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,DCA,355474.99745705514,257684,304684,2008-08-18
BOEING,CONT_AWD_NNC13TB01T_8000_NNC10BA05B_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),Limited Competition with multiple offers,Two Offers,N,MULTIPLE AWARD IDC,355063.6537971921,280863,280863,2013-11-26
BOEING,CONT_AWD_NNL04AD34T_8000_NAS100086_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),10-24 Offers,N,SINGLE AWARD IDC,354005.14716626867,232185,232185,2004-09-23
BOEING,CONT_AWD_NNL06AD93P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (ENGINEERING DEVELOPMENT),No Competition (Unlabeled Exception),No competition,Y,PO,349064.04562354245,239944,239944,2006-04-27
BOEING,CONT_AWD_NNL16AB36T_8000_NNL16AA04B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,344576.6326928537,284785,284785,2016-09-28
BOEING,CONT_AWD_DEAC0303SF22720_8900_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ENGINEERING DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,DCA,341555.885137586,0,0,2003-02-15
BOEING,CONT_AWD_0002_9700_SPRRA110D0074_9700,Firm Fixed Price,MISC ELECTRIC POWER & DISTRIB EQ,No Competition (Only One Source Exception),No competition,Y,SINGLE AWARD IDC,338935.06799126865,254000,254000,2011-06-23
BOEING,CONT_AWD_NNL11AD25T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,332029.09790045343,239798,239798,2011-09-27
BOEING,CONT_AWD_80GRC018C0019_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Competition with single offer,One Offer,N,DCA,325665.3584607115,270421,270421,2018-04-30
BOEING,CONT_AWD_LARC0199911DNAS199150_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),25-99 Offers,N,DCA,322915.7078228293,0,0,1999-11-15
BOEING,CONT_AWD_NNL12AB38T_8000_NNL06AA04B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Competition with single offer,One Offer,N,MULTIPLE AWARD IDC,318311.46089724574,249900,249900,2012-03-14
BOEING,CONT_AWD_80LARC20F0012_8000_NNL16AA04B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,312204.991230844,269749,269749,2019-11-21
BOEING,CONT_AWD_NND06AA56T_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,DCA,302941.55371432914,208153.59,208153.59,2006-01-13
BOEING,CONT_AWD_NNM05AA97C_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,DCA,298040.2795195312,199998,199998,2005-03-31
BOEING,CONT_AWD_NNL07AD15P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (ENGINEERING DEVELOPMENT),No Competition (Only One Source Exception),No competition,Y,PO,281460.4036860281,198800,198800,2007-05-15
BOEING,CONT_AWD_NNL07AD56T_8000_NNL04AA11B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,N,MULTIPLE AWARD IDC,280651.98371367034,198229,198229,2007-07-23
BOEING,CONT_AWD_NNL15AC10T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers,3-4 Offers,N,MULTIPLE AWARD IDC,278188.35579503636,232084,232084,2015-09-01
BOEING,CONT_AWD_LARC0199409DNAS120267_8000_-NONE-_-NONE-,Cost No Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),Two Offers,N,DCA,276149.17509860784,0,0,2000-02-15
BOEING,CONT_AWD_NNL10AB34T_8000_NNL10AA00B_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),10-24 Offers,N,SINGLE AWARD IDC,270384.7776662851,198641,198641,2010-06-14
BOEING,CONT_AWD_NNL12AQ02T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,268783.00696240744,286199,286199,2012-02-24
BOEING,CONT_AWD_NNL08AD08T_8000_NNL04AA11B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,N,MULTIPLE AWARD IDC,265407.2205395645,193296,193296,2008-08-07
BOEING,CONT_AWD_NNL07AB42P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (ENGINEERING DEVELOPMENT),No Competition (Only One Source Exception),No competition,Y,PO,264187.68273547705,186600,186600,2007-02-01
BOEING,CONT_AWD_NNL06AA01T_8000_NNL04AA11B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,N,MULTIPLE AWARD IDC,259794.81183733637,178581,178581,2005-11-01
BOEING,CONT_AWD_NNL13AA03C_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),10-24 Offers,N,DCA,253469.1144624491,198000,198000,2012-11-07
BOEING,CONT_AWD_NNC13TA51T_8000_NNC10BA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),Competition with single offer,One Offer,N,MULTIPLE AWARD IDC,249809.54311614163,198949,198949,2013-08-12
BOEING,CONT_AWD_NNH12CE64T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,246483.42664517582,195233,195233,2012-02-29
BOEING,CONT_AWD_NND07BO07T_8000_NND07AA08B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,SINGLE AWARD IDC,244372.61784854022,173694.2,173694.2,2007-09-04
BOEING,CONT_AWD_NND08AA04P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (ENGINEERING DEVELOPMENT),Competition with single offer,One Offer,Y,PO,237315.9526365959,171100,171100,2007-10-09
BOEING,CONT_AWD_NNL10AD07T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,227371.21252038682,177823,177823,2010-09-28
BOEING,CONT_AWD_ARC00199501DNAS214116_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),Two Offers,N,DCA,211017.01206695754,0,0,2000-03-12
BOEING,CONT_AWD_NNL07AB48P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (ENGINEERING DEVELOPMENT),No Competition (Only One Source Exception),No competition,Y,PO,204618.03240806444,144525,144525,2007-01-12
BOEING,CONT_AWD_NNC16JA11T_8000_NNC15BA11B_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Limited Competition with multiple offers,Two Offers,N,MULTIPLE AWARD IDC,202939.8234547046,163489,163489,2016-09-02
BOEING,CONT_AWD_NNC16JA09T_8000_NNC15BA11B_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Limited Competition with multiple offers,3-4 Offers,N,MULTIPLE AWARD IDC,201108.89758448894,162014,162014,2016-05-16
BOEING,CONT_AWD_NNL06AB63T_8000_NNL04AA11B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,N,MULTIPLE AWARD IDC,200787.76538259484,138020,138020,2006-04-28
BOEING,CONT_AWD_NNL05AE79P_8000_-NONE-_-NONE-,Labor Hours,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Unlabeled Exception),No competition,N,PO,200364.82993478558,133396,133396,2005-05-23
BOEING,CONT_AWD_NNL08AD73T_8000_NNL04AA11B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,N,MULTIPLE AWARD IDC,196919.7833116079,146587,146587,2008-09-26
BOEING,CONT_AWD_NNC11TA29T_8000_NNC10BA05B_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),Competition with single offer,One Offer,N,MULTIPLE AWARD IDC,189686.21175234183,142152,142152,2011-07-11
BOEING,CONT_AWD_NNL04AD35T_8000_NAS100086_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),10-24 Offers,N,SINGLE AWARD IDC,188660.42950441287,121980,121980,2004-09-24
BOEING,CONT_AWD_LERC0200104DNAS301123_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Other Exception),No competition,N,DCA,188454.50913034182,0,0,2001-04-15
BOEING,CONT_AWD_NNL04AC29T_8000_NAS100086_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),10-24 Offers,N,SINGLE AWARD IDC,185248.6154511671,119690,119690,2004-06-30
BOEING,CONT_AWD_NNL13AA15P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Limited Competition with multiple offers,25-99 Offers,N,PO,176357.23087926538,137003,137003,2012-12-10
BOEING,CONT_AWD_NNC10TA79T_8000_NNC10BA05B_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,171268.23900948273,125824,125824,2010-09-20
BOEING,CONT_AWD_MSFC0199901DNAS899095_8000_-NONE-_-NONE-,Cost Plus Incentive,R&D- SPACE: FLIGHT (BASIC RESEARCH),Full Competition (Multiple Offers),10-24 Offers,N,DCA,168117.33913767638,0,0,2000-03-15
BOEING,CONT_AWD_NNL04AA29C_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),25-99 Offers,N,DCA,162694.9950622089,105118,105118,2004-02-09
BOEING,CONT_AWD_NNL08AB11T_8000_NNL08AA16B_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,N,BOA,159375.8781253511,114010,114010,2008-03-27
BOEING,CONT_AWD_NNL04AB05T_8000_NAS100086_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),10-24 Offers,N,SINGLE AWARD IDC,155736.3704898265,100622,100622,2004-02-20
BOEING,CONT_AWD_80LARC18F0066_8000_NNL16AA04B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,155282.7845292872,130032,130032,2018-03-20
BOEING,CONT_AWD_NNL04AA30C_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),25-99 Offers,N,DCA,152851.38912796692,98758,98758,2004-02-02
BOEING,CONT_AWD_NNM05AA96C_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,DCA,148078.56223053025,99904,99904,2005-03-29
BOEING,CONT_AWD_NNL11AB51T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers,Two Offers,N,MULTIPLE AWARD IDC,146948.0308590571,116615,116615,2011-03-30
BOEING,CONT_AWD_NNL11AD26T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,140175.6545690299,108513,108513,2011-09-29
BOEING,CONT_AWD_NNC10TA71T_8000_NNC10BA05B_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,135299.2409182952,99399,99399,2010-08-24
BOEING,CONT_AWD_LERC0199909BC79714J_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,Y,PO,132703.5131905597,0,0,2000-05-15
BOEING,CONT_AWD_NNL08AD38T_8000_NNL04AA11B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,N,MULTIPLE AWARD IDC,130535.13185393026,97929,97929,2008-09-15
BOEING,CONT_AWD_NNL08AA09T_8000_NNL04AA11B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,N,MULTIPLE AWARD IDC,128476.84739595088,95645,95645,2007-11-08
BOEING,CONT_AWD_0001_9700_FA881414D0007_9700,Firm Fixed Price,SPACE TRANSP & LAUNCH,Limited Competition with multiple offers,10-24 Offers,Y,MULTIPLE AWARD IDC,126239.29225593976,99858,99858,2014-07-10
BOEING,CONT_AWD_NNL13AB59T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Follow on to competed action),No competition,N,MULTIPLE AWARD IDC,119941.7018868611,95000,95000,2013-05-10
BOEING,CONT_AWD_NNC11TA81T_8000_NNC10BA05B_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),Competition with single offer,One Offer,N,MULTIPLE AWARD IDC,115159.1941051751,86301,86301,2011-09-27
BOEING,CONT_AWD_ARC00199809DNAS298076_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),Two Offers,N,DCA,109276.27043948964,0,0,2000-02-15
BOEING,CONT_AWD_NNL14AB07T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,95362.28012911246,81433,81433,2014-05-09
BOEING,CONT_AWD_NNL11AC16T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,91488.88277710427,70636,70636,2011-06-06
BOEING,CONT_AWD_DFRC0200005BE4342D_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ENGINEERING DEVELOPMENT),No Competition (Unlabeled Exception),No competition,N,PO,84058.66956883819,50000,50000,2000-05-15
BOEING,NA,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),10-24 Offers,N,NA,84058.66956883819,0,30000000,2000-05-01
BOEING,CONT_AWD_NNL11AB72T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,81656.69266877056,76907,76907,2011-04-26
BOEING,CONT_AWD_NNL05AB29T_8000_NNL04AA11B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,N,MULTIPLE AWARD IDC,70928.87342334437,47222,47222,2005-04-01
BOEING,CONT_AWD_LERC0199309BNAS324862_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),5-9 Offers,N,PO,69486.49724165107,0,0,2002-07-15
BOEING,CONT_AWD_NNC04CA35C_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),No Competition (Other Exception),No competition,N,DCA,68157.68467393304,44037,44037,2003-12-19
BOEING,CONT_AWD_LARC0198605DNAS118224_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),Two Offers,N,DCA,67246.93565507056,0,0,2000-02-15
BOEING,CONT_AWD_0003_9700_FA881414D0007_9700,Firm Fixed Price,SPACE TRANSP & LAUNCH,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,Y,MULTIPLE AWARD IDC,62065.28373612433,50000,50000,2015-12-22
BOEING,CONT_AWD_NNC05QA79P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (ADVANCED DEVELOPMENT),Competition with single offer,One Offer,N,PO,60201.37323297704,40080,40080,2005-08-15
BOEING,CONT_AWD_NNA14AC01P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),Limited Competition with multiple offers,5-9 Offers,N,PO,54927.70743684358,43449,43449,2014-08-15
BOEING,CONT_AWD_LERC0200102BC76133N_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Unlabeled Exception),No competition,Y,PO,51125.21800098362,29584,29584,2001-02-15
BOEING,CONT_AWD_MSFC0200107BH34402D_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (BASIC RESEARCH),Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,N,PO,50883.01731696804,0,0,2001-07-15
