fiscal_year	fiscal_quarter_YTD	contractingofficeagencyid	ProductOrServiceCode	PlatformPortfolio	ProjectID	VehicleClassification	CompetitionClassification	ClassifyNumberOfOffers	anycommercial	PricingUCA	VendorSize	fundedbyforeignentity	PlaceISOalpha3	pop_state_code	VendorISOalpha3	VendorStateCode	OriginISOalpha3	placeofmanufacture	EntityID	parentid	IsEntityTraditional	SumOfobligatedAmount	SumOfNumberOfActions	NumberOfRecords
2013	NULL	8000	AR11	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5		USA	AL	USA	AL	USA	C	683750	BOEING	1	594226985.0000	20	20
2013	NULL	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	10-24 Offers	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	2	2
2013	NULL	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	10-24 Offers	N	Other CB	Large: Big 5		USA	PA	USA	PA	USA	C	683750	BOEING	1	0.0000	1	1
2013	NULL	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	10-24 Offers	N	Other CB	Large: Big 5	X	USA	PA	USA	PA	USA	C	683750	BOEING	1	198000.0000	1	1
2013	NULL	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	200000.0000	6	6
2013	NULL	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5		USA	AZ	USA	AZ	USA	C	683750	BOEING	1	1021000.0000	6	6
2013	NULL	8000	AR11	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	5-9 Offers	N	Other CB	Large: Big 5		USA	MO	USA	MO	USA	C	683750	BOEING	1	922468.0000	4	4
2013	NULL	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Large: Big 5		USA	MO	USA	MO	USA		683750	BOEING	1	0.0000	1	1
2013	NULL	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Large: Big 5		USA	MO	USA	MO	USA	C	683750	BOEING	1	715444.0000	3	3
2013	NULL	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	Two Offers	N	FFP	Large: Big 5 (Small Subsidiary)		USA	CT	USA	CT	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2013	NULL	8000	AR11	Space Systems	NULL	DCA	Limited Competition with multiple offers	Two Offers	N	FFP	Large: Big 5 (Small Subsidiary)	X	USA	CT	USA	CT	USA	C	665531	NORTHROP GRUMMAN	1	199994.0000	1	1
2013	NULL	8000	AR11	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5		USA	AL	USA	AL	USA		683750	BOEING	1	0.0000	1	1
2013	NULL	8000	AR11	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	6837980.0000	8	8
2013	NULL	8000	AR11	Space Systems	NULL	DCA	No Competition (Other Exception)	No competition	N	Other CB	Large: Big 5		USA	AZ	USA	AZ	USA		683750	BOEING	1	0.0000	1	1
2013	NULL	8000	AR11	Space Systems	NULL	DCA	No Competition (Other Exception)	No competition	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA		665531	NORTHROP GRUMMAN	1	-9851.0000	5	5
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Competition with single offer	One Offer	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	C	683750	BOEING	1	292080.0000	6	6
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	3-4 Offers	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	C	683750	BOEING	1	4744220.0000	6	6
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	3-4 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	281208.0000	1	1
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	-14825.0000	1	1
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	C	683750	BOEING	1	-2179.0000	3	3
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Large: Big 5		USA	WA	USA	WA	USA	C	683750	BOEING	1	0.0000	2	2
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	1926711.0000	3	3
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	3-4 Offers	N	Other CB	Large: Big 5	NULL	NULL	NULL	USA	CA	NULL	NULL	683750	BOEING	1	0.0000	NULL	2
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	3-4 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	-3249.4900	1	1
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	NULL	NULL	NULL	USA	CA	NULL	NULL	683750	BOEING	1	0.0000	NULL	1
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	D	665531	NORTHROP GRUMMAN	1	-1251.7600	1	1
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA		683750	BOEING	1	-7380.0000	1	1
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Follow on to competed action)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	95000.0000	1	1
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	C	683750	BOEING	1	1460843.0000	16	16
2013	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	8311435.0000	14	14
2013	NULL	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	100+ Offers	N	FFP	Large: Big 5 (Small Subsidiary)		USA	NM	USA	NM	USA	C	665531	NORTHROP GRUMMAN	0	124999.0000	1	1
2013	NULL	8000	AR11	Space Systems	NULL	PO	Limited Competition with multiple offers	Two Offers	N	FFP	Large: Big 5 (Small Subsidiary)	X	USA	CT	USA	CT	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	2	2
2013	NULL	8000	AR11	Space Systems	NULL	PO	No Competition (Other Exception)	No competition	Y	FFP	Large: Big 5		USA	CA	USA	CA	USA	C	683750	BOEING	1	29975.0000	1	1
2013	NULL	8000	AR12	Space Systems	NULL	PO	Limited Competition with multiple offers	25-99 Offers	N	FFP	Large: Big 5		USA	CA	USA	CA	USA	C	683750	BOEING	1	137003.0000	2	2
2013	NULL	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	10-24 Offers	N	NULL	Large: Big 5	NULL	NULL	NULL	USA	MO	NULL	NULL	683750	BOEING	1	0.0000	NULL	1
2013	NULL	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	10-24 Offers	N	Other CB	Large: Big 5		USA	MO	USA	MO	USA	C	683750	BOEING	1	324646.0000	3	3
2013	NULL	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Combination/Other	Large: Big 5		USA	MO	USA	MO	NULL	D	683750	BOEING	1	1500.0000	1	1
2013	NULL	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5		MAR		USA	MO	USA	C	683750	BOEING	1	0.0000	1	1
2013	NULL	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5		USA	MO	USA	MO	NULL	D	683750	BOEING	1	-41699.7000	1	1
2013	NULL	8000	AR13	Space Systems	NULL	NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	10-24 Offers	N	NULL	Large: Big 5	NULL	NULL	NULL	USA	CA	NULL	NULL	665531	NORTHROP GRUMMAN	1	0.0000	NULL	3
2013	NULL	8000	AR13	Space Systems	NULL	MULTIPLE AWARD IDC	Competition with single offer	One Offer	N	FFP	Large: Big 5		USA	PA	USA	WA	USA	C	683750	BOEING	1	0.0000	3	3
2013	NULL	8000	AR13	Space Systems	NULL	MULTIPLE AWARD IDC	Competition with single offer	One Offer	N	FFP	Large: Big 5	X	USA	AZ	USA	WA	USA	C	683750	BOEING	1	0.0000	1	1
2013	NULL	8000	AR13	Space Systems	NULL	MULTIPLE AWARD IDC	Competition with single offer	One Offer	N	Other CB	Large: Big 5		USA	CA	USA	WA	USA	C	683750	BOEING	1	198949.0000	1	1
2013	NULL	8000	AR14	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	FFP	Large: Big 5		USA	CA	USA	CA	USA	C	683750	BOEING	1	459397.0000	3	3
2013	NULL	8000	AR15	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	50000.0000	2	2
2013	NULL	8000	AR16	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large: Big 5		USA	MO	USA	MO	USA	C	683750	BOEING	1	0.0000	3	3
2013	NULL	8000	AR16	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large: Big 5		USA	MO	USA	MO	USA	C	683750	BOEING	1	235496.2400	1	1
2013	NULL	8000	AR17	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	FFP	Large		USA	CA	USA	CA	USA	C	671884	SPACEX	NULL	5000000.0000	2	2
2013	NULL	8000	AR17	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	FFP	Large	X	USA	CA	USA	CA	USA	C	671884	SPACEX	NULL	3100000.0000	2	2
2013	NULL	8000	AR17	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	FFP	Large: Big 5	X	USA	TX	USA	TX	USA	C	683750	BOEING	1	8100000.0000	5	5
2013	NULL	8000	AR21	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Incentive	Large: Big 5		USA	VA	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	-19209.6200	1	1
2013	NULL	8000	AR22	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	100+ Offers	N	FFP	Large: Big 5		USA	WA	USA	CA	USA	C	683750	BOEING	1	59767.0000	1	1
2013	NULL	8000	AR22	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	5-9 Offers	N	FFP	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	0.0000	1	1
2013	NULL	8000	AR22	Space Systems	NULL	DCA	No Competition (Unlabeled Exception)	No competition	N	FFP	Large		RUS		RUS		RUS	B	669769	RUSSIA SPACE AGENCY	0	16222160.0000	7	7
2013	NULL	8000	AR22	Space Systems	NULL	DCA	No Competition (Unlabeled Exception)	No competition	N	FFP	Large	X	RUS		RUS		RUS	B	669769	RUSSIA SPACE AGENCY	0	268779103.0000	3	3
2013	NULL	8000	AR24	Space Systems	NULL	DCA	No Competition (Other Exception)	No competition	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA		665531	NORTHROP GRUMMAN	1	-45345.3200	1	1
2013	NULL	8000	AR31	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	C	683750	BOEING	NULL	0.0000	1	1
2013	NULL	8000	AR32	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	FFP	Large: Big 5		USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	1999946.0000	4	4
2013	NULL	8000	AR34	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	325376135.0000	14	14
2013	NULL	8000	AR35	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	4405000.0000	6	6
2013	NULL	8000	AR35	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	-2033.0000	4	4
2013	NULL	8000	AR44	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Incentive	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	133480331.8200	19	19
2013	NULL	8000	AR62	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	TX	USA	TX	USA		683750	BOEING	1	673088788.0274	113	113
2013	NULL	8000	AR91	Space Systems	NULL	PO	Competition with single offer	One Offer	Y	FFP	Large: Big 5 (Small Subsidiary)		USA	AL	USA	CT	USA	C	665531	NORTHROP GRUMMAN	1	21037.0000	2	2
2013	NULL	8000	AR91	Space Systems	NULL	PO	Competition with single offer	One Offer	Y	FFP	Large: Big 5 (Small Subsidiary)	X	USA	AL	USA	CT	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2013	NULL	8000	V126	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	Y	FFP	Large: Big 5 JV		USA	CO	USA	CO	USA	C	675013	UNITED LAUNCH ALLIANCE	1	361336.0000	3	3
2013	NULL	8000	V126	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	Y	FFP	Large: Big 5 JV		USA	FL	USA	CO	USA	C	675013	UNITED LAUNCH ALLIANCE	1	101699452.0000	19	19
2013	NULL	8000	V126	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	3-4 Offers	N	FFP	Large (Small Subsidiary)	NULL	NULL	NULL	USA	CA	NULL	NULL	671884	SPACEX	NULL	323337816.1000	NULL	13
2013	NULL	8000	V126	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	Y	FFP	Large (Small Subsidiary)	NULL	NULL	NULL	USA	CA	NULL	NULL	671884	SPACEX	NULL	23205888.0000	NULL	12
2013	NULL	8000	V126	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	Y	FFP	Large: Big 5 JV	NULL	NULL	NULL	USA	CO	NULL	NULL	675013	UNITED LAUNCH ALLIANCE	1	193481745.0000	NULL	36
2013	NULL	9763	1810	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	D	683750	BOEING	1	-1068789.6800	1	1
2013	NULL	9763	5841	Space Systems	62	DCA	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5		USA	CA	USA	CA	USA	D	665531	NORTHROP GRUMMAN	1	-43622.0000	1	1
2013	NULL	9763	AC22	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	FFP	Large: Big 5 JV		USA	CO	USA	CO	USA	C	675013	UNITED LAUNCH ALLIANCE	1	-2986442.4300	1	1
2013	NULL	9763	AC22	Space Systems	62	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5		USA	CA	USA	CA	NULL		683750	BOEING	1	-500000.0000	1	1
2013	NULL	9763	AC24	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Combination/Other	Large: Big 5		USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	-702525.0000	1	1
2013	NULL	9763	AC25	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5		USA	CO	USA	CO	NULL		665531	NORTHROP GRUMMAN	1	-62103.3000	5	5
2013	NULL	9763	AC25	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5		USA	CO	USA	CO	USA	C	665531	NORTHROP GRUMMAN	1	-107622.7000	4	4
2013	NULL	9763	AC25	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5		USA	MO	USA	MO	USA	C	683750	BOEING	1	-186574.0600	1	1
2013	NULL	9763	AC25	Space Systems	1325	DCA	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5		USA	CA	USA	CA	USA	C	683750	BOEING	1	0.0000	2	2
2013	NULL	9763	AC26	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5		USA	TX	USA	TX	USA	C	683750	BOEING	1	-346211.5900	1	1
2013	NULL	9763	J018	Space Systems	72	DCA	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5 JV		USA	CO	USA	CO	USA	D	675013	UNITED LAUNCH ALLIANCE	1	-1601806.8500	1	1
2013	NULL	9763	V126	Space Systems	NULL	MULTIPLE AWARD IDC	Competition with single offer	One Offer	N	FFP	Large		USA	CA	USA	CA	USA	C	671884	SPACEX	NULL	0.0000	1	1
2013	NULL	9763	V126	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	FFP	Large		USA	CA	USA	CA	USA	C	671884	SPACEX	NULL	0.0000	1	1
2013	NULL	9763	V126	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	3-4 Offers	N	FFP	Large	X	NULL	NULL	USA	CA	NULL	NULL	671884	SPACEX	NULL	0.0000	NULL	1
2013	NULL	97AE	AR33	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	2	2
2014	NULL	1700	1680	Space Systems	1325	DCA	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5		USA	OK	USA	WA	USA	D	683750	BOEING	1	3925149.0000	1	1
2014	NULL	1700	AC21	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5		USA	MO	USA	MO	USA	C	683750	BOEING	1	0.0000	3	3
2014	NULL	2100	AC23	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Incentive	Large: Big 5	X	USA	CO	USA	CO	USA	C	665531	NORTHROP GRUMMAN	1	3838961.0000	8	8
2014	NULL	2100	AC23	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5		USA	CA	USA	CA	NULL	D	665531	NORTHROP GRUMMAN	1	546494.4100	10	10
2014	NULL	2100	AC23	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CO	USA	CO	USA	C	665531	NORTHROP GRUMMAN	1	3303636.4000	4	4
2014	NULL	2100	AC23	Space Systems	NULL	MULTIPLE AWARD IDC	Competition with single offer	One Offer	N	Other CB	Large: Big 5		USA	AL	USA	AL	USA	C	665531	NORTHROP GRUMMAN	1	-406.2200	1	1
2014	NULL	2100	AC23	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	3-4 Offers	N	FFP	Large: Big 5	X	COL		USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	-543438.8700	3	3
2014	NULL	2100	AC23	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	3-4 Offers	N	FFP	Large: Big 5	X	USA	AZ	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2014	NULL	2100	AC23	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	FFP	Large: Big 5	X	MEX		USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	-703841.9100	2	2
2014	NULL	2100	AC23	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	FFP	Large: Big 5	X	MEX		USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	-149938.8400	5	5
2014	NULL	2100	AC23	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	FFP	Large: Big 5	X	PER		USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	8106.4000	1	1
2014	NULL	2100	AC23	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	10-24 Offers	N	FFP	Large: Big 5	NULL	NULL	NULL	USA	VA	NULL	NULL	665531	NORTHROP GRUMMAN	1	0.0000	NULL	3
2014	NULL	2100	AC23	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Follow on to competed action)	No competition	N	Other CB	Large: Big 5		USA	AL	USA	AL	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2014	NULL	2100	AC26	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Incentive	Large: Big 5	X	USA	AL	USA	AL	USA	C	665531	NORTHROP GRUMMAN	1	196325558.0000	14	14
2014	NULL	2100	AC26	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Incentive	Large: Big 5	X	USA	VA	USA	AL	USA	C	665531	NORTHROP GRUMMAN	1	1886616.0000	1	1
2014	NULL	5700	1810	Space Systems	62	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	FFP	Large: Big 5		USA	CA	USA	CA	USA	D	683750	BOEING	1	67794534.0000	20	20
2014	NULL	5700	1810	Space Systems	72	DCA	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5 JV		USA	CO	USA	CO	USA	D	675013	UNITED LAUNCH ALLIANCE	1	80217014.7500	17	17
2014	NULL	5700	1810	Space Systems	72	DCA	No Competition (Only One Source Exception)	No competition	N	Incentive	Large: Big 5 JV		USA	CO	USA	CO	USA	D	675013	UNITED LAUNCH ALLIANCE	1	8893582.2500	7	7
2014	NULL	5700	1810	Space Systems	72	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5 JV		USA	CO	USA	CO	USA	D	675013	UNITED LAUNCH ALLIANCE	1	0.0000	1	1
2014	NULL	5700	1810	Space Systems	1325	DCA	No Competition (Only One Source Exception)	No competition	N	Incentive	Large: Big 5		USA	CA	USA	CA	USA	D	683750	BOEING	1	911873.0000	2	2
2014	NULL	5700	1810	Space Systems	1325	DCA	No Competition (Only One Source Exception)	No competition	N	UCA	Large: Big 5		USA	CA	USA	CA	USA	D	683750	BOEING	1	-33820725.0200	10	10
2014	NULL	5700	1820	Space Systems	617	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5		USA	MD	USA	MD	USA	D	665531	NORTHROP GRUMMAN	1	6705349.0000	8	8
2014	NULL	5700	1820	Space Systems	622	DCA	No Competition (Other Exception)	No competition	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	D	665531	NORTHROP GRUMMAN	1	154000.0000	4	4
2014	NULL	5700	5825	Space Systems	62	DCA	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5		USA	CA	USA	CA	USA	D	683750	BOEING	1	0.0000	4	4
2014	NULL	5700	AC21	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5		USA	NM	USA	NM	USA	C	683750	BOEING	1	360000.0000	2	2
2014	NULL	5700	AC21	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	5-9 Offers	N	Other CB	Large: Big 5 (Small Subsidiary)		USA	NM	USA	NM	USA	C	665531	NORTHROP GRUMMAN	0	199674.0000	3	3
2014	NULL	5700	AC21	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5		USA	NM	USA	NM	USA	C	683750	BOEING	1	0.0000	1	1
2014	NULL	5700	AC21	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5		USA	CO	USA	CO	USA	C	665531	NORTHROP GRUMMAN	1	1800000.0000	5	5
2014	NULL	5700	AC21	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	10-24 Offers	N	Other CB	Large: Big 5		USA	NM	USA	NM	NULL		683750	BOEING	1	3398.7000	1	1
2014	NULL	5700	AC22	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	10-24 Offers	N	FFP	Large: Big 5		USA	CA	USA	CA	USA	C	683750	BOEING	1	5994935.0000	6	6
2014	NULL	5700	AC22	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	10-24 Offers	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	C	683750	BOEING	1	2028869.0000	4	4
2014	NULL	5700	AC22	Space Systems	NULL	PO	Limited Competition with multiple offers	10-24 Offers	N	FFP	Large: Big 5 (Small Subsidiary)		USA	NM	USA	NM	USA	C	665531	NORTHROP GRUMMAN	0	149925.0000	1	1
2014	NULL	5700	AC22	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	10-24 Offers	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	1089908.0000	2	2
2014	NULL	5700	AC22	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	10-24 Offers	N	Other CB	Large: Big 5	X	NULL	NULL	USA	CA	NULL	NULL	665531	NORTHROP GRUMMAN	1	0.0000	NULL	3
2014	NULL	5700	AC22	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5	X	NULL	NULL	USA	CA	NULL	NULL	665531	NORTHROP GRUMMAN	1	0.0000	NULL	1
2014	NULL	5700	AC22	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	1551459.0000	1	1
2014	NULL	5700	AC22	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	3-4 Offers	N	Other CB	Large: Big 5 (Small Subsidiary)		USA	NM	USA	NM	USA	C	665531	NORTHROP GRUMMAN	0	11093263.0000	56	56
2014	NULL	5700	AC22	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	3-4 Offers	N	Other CB	Large: Big 5 (Small Subsidiary)	X	NULL	NULL	USA	NM	NULL	NULL	665531	NORTHROP GRUMMAN	0	0.0000	NULL	4
