fiscal_year	contractingofficeagencyid	ProductOrServiceCode	PlatformPortfolio	ProjectID	majorprogramcode	VehicleClassification	CompetitionClassification	ClassifyNumberOfOffers	informationtechnologycommercialitemcategory	commercialitemacquisitionprocedures	commercialitemtestprogram	PricingUCA	VendorSize	fundedbyforeignentity	PlaceISOalpha3	pop_state_code	placeofperformancezipcode	VendorISOalpha3	VendorStateCode	OriginISOalpha3	placeofmanufacture	IsSiliconValley	majorprogramcode	IsZipTraditionalSiliconValley	EntityText	EntityID	SumOfobligatedAmount	SumOfnumberOfActions
2018	1700	1265	Electronics, Comms, & Sensors	1843		BOA	No Competition (Only One Source Exception)	No competition	Z	D	NULL	Other CB	Large: Big 6	X	USA	FL	337022455	USA	FL	USA	D	0		NULL	RAYTHEON	668856	0.0000	1
2018	1700	1265	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	5-9 Offers	Z	D	N	Incentive	Large: Big 6	X	USA	FL	337774444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	0.0000	1
2018	1700	1265	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	N	Other CB	Large: Big 6	A	USA	FL	337104628	USA	FL	USA	D	0		NULL	RAYTHEON	668856	36562560.0000	8
2018	1700	1265	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	N	Other CB	Large: Big 6	X	USA	FL	337104628	USA	FL	USA	D	0		NULL	RAYTHEON	668856	50987729.0000	16
2018	1700	1265	Electronics, Comms, & Sensors	1843		SINGLE AWARD IDC	Competition with single offer	One Offer	Z	D	N	FFP	Small	X	USA	PA	175438902	USA	PA	USA	D	NULL		NULL	121724546	246240	-2286.7200	3
2018	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	N	FFP	Large	X	USA	PA	159047424	USA	PA	USA	D	NULL	CEC	NULL	FINMECCANICA SPA	687152	12914372.0000	7
2018	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	No Competition (Only One Source Exception)	No competition	Z	D	N	Other CB	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL	CEC	NULL	FINMECCANICA SPA	687152	1121869.0000	7
2018	1700	3590	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	N	FFP	Large	A	USA	PA	159047224	USA	PA	USA	D	NULL		NULL	FINMECCANICA SPA	687152	453671.3438	1
2018	1700	3590	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	N	FFP	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL		NULL	FINMECCANICA SPA	687152	17439159.5938	8
2018	1700	3590	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	N	FFP	Large: Big 6	X	USA	FL	337771230	USA	FL	USA	D	0		NULL	RAYTHEON	668856	0.0000	1
2018	1700	3590	Electronics, Comms, & Sensors	1843		SINGLE AWARD IDC	Competition with single offer	One Offer	Z	D	N	FFP	Small	A	USA	PA	175438902	USA	PA	USA	D	NULL		NULL	121724546	246240	47500.0000	1
2018	1700	R425	Electronics, Comms, & Sensors	1843		MULTIPLE AWARD IDC	Limited Competition with multiple offers	Two Offers	Z	D	N	Other CB	Small	X	USA	CA	930434307	USA	CA	USA	C	NULL		NULL	154692367	308297	202596.0000	3
2018	9763	3590	Electronics, Comms, & Sensors	1843		SINGLE AWARD IDC	Competition with single offer	One Offer	Z	D	N	FFP	Small	A	USA	PA	175438902	USA	PA	USA	D	NULL		NULL	121724546	246240	0.0000	1
2018	9763	R425	Electronics, Comms, & Sensors	1843		MULTIPLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	Z	D	N	Other CB	Small	X	USA	CA	930412046	USA	CA	USA	C	NULL		NULL	141934278	321322	0.0000	1
2019	1700	1265	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	5-9 Offers	Z	D	0	Incentive	Large: Big 6	X	USA	FL	337774444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	132840.0000	2
2019	1700	1265	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	Other CB	Large: Big 6	A	USA	FL	337104628	USA	FL	USA	D	0		NULL	RAYTHEON	668856	2736874.0000	1
2019	1700	1265	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	Other CB	Large: Big 6	X	USA	FL	337104628	USA	FL	USA	D	0		NULL	RAYTHEON	668856	55606799.0000	15
2019	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Competition with single offer	One Offer	Z	D	0	Incentive	Large: Big 6	A	USA	FL	337104628	USA	FL	USA	D	0	CEC	NULL	RAYTHEON	668856	7130069.0000	1
2019	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Competition with single offer	One Offer	Z	D	0	Incentive	Large: Big 6	X	USA	FL	337104628	USA	FL	USA	D	0	CEC	NULL	RAYTHEON	668856	12007862.0000	3
2019	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	0	FFP	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL	CEC	NULL	FINMECCANICA SPA	687152	5238372.0000	5
2019	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	0	FFP	Large	X	USA	PA	159047424	USA	PA	USA	D	NULL	CEC	NULL	FINMECCANICA SPA	687152	120873.9609	1
2019	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	Other CB	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL	CEC	NULL	FINMECCANICA SPA	687152	1107386.0000	5
2019	1700	3590	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	0	FFP	Large	A	USA	PA	159047224	USA	PA	USA	D	NULL		NULL	FINMECCANICA SPA	687152	10504535.0000	1
2019	1700	3590	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	0	FFP	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL		NULL	FINMECCANICA SPA	687152	10173824.8574	9
2019	1700	3590	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	FFP	Large: Big 6	X	USA	FL	337771230	USA	FL	USA	D	0		NULL	RAYTHEON	668856	0.0000	2
2019	1700	3590	Electronics, Comms, & Sensors	1843		SINGLE AWARD IDC	Competition with single offer	One Offer	Z	D	0	FFP	Small	A	USA	PA	175438902	USA	PA	USA	D	NULL		NULL	121724546	246240	-500.0000	1
2019	1700	3590	Electronics, Comms, & Sensors	1843		SINGLE AWARD IDC	Competition with single offer	One Offer	Z	D	0	FFP	Small	X	USA	PA	175438902	USA	PA	USA	D	NULL		NULL	121724546	246240	8930.0000	1
2019	5700	AD23	Other R&D and Knowledge Based	2255		SINGLE AWARD IDC	No Competition (Other Exception)	No competition	Z	D	0	Other CB	Medium >1B	X	USA	GA	303185775	USA	GA	USA	C	NULL		NULL	GEORGIA INSTITUTE OF TECHNOLOGY	649631	499939.0000	2
2019	5700	AD91	Other R&D and Knowledge Based	2255		SINGLE AWARD IDC	No Competition (Other Exception)	No competition	Z	D	0	Other CB	Medium >1B	X	USA	GA	303185775	USA	GA	USA	C	NULL		NULL	GEORGIA INSTITUTE OF TECHNOLOGY	649631	1692795.0000	3
2019	9763	1265	Electronics, Comms, & Sensors	1843		SINGLE AWARD IDC	Competition with single offer	One Offer	Z	D	0	FFP	Small	X	USA	PA	175438902	USA	PA	USA	D	NULL		NULL	121724546	246240	-1.9200	1
2019	9763	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	0	FFP	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL	CEC	NULL	FINMECCANICA SPA	687152	0.0000	1
2020	1700	1265	Electronics, Comms, & Sensors	1843		BOA	No Competition (Only One Source Exception)	No competition	Z	D	NULL	Other CB	Large: Big 6	X	USA	FL	337022455	USA	FL	USA	D	0		NULL	RAYTHEON	668856	0.0000	1
2020	1700	1265	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	5-9 Offers	Z	D	0	Incentive	Large: Big 6	X	USA	FL	337774444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	119014.5000	3
2020	1700	1265	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	0	FFP	Large: Big 6	X	USA	FL	337701444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	31996108.0000	2
2020	1700	1265	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	0	FFP	Large: Big 6	X	USA	FL	337771444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	0.0000	1
2020	1700	1265	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	Other CB	Large: Big 6	A	USA	FL	337104628	USA	FL	USA	D	0		NULL	RAYTHEON	668856	846106.0000	1
2020	1700	1265	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	Other CB	Large: Big 6	A	USA	FL	337771444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	522649.3750	2
2020	1700	1265	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	Other CB	Large: Big 6	X	USA	FL	337104628	USA	FL	USA	D	0		NULL	RAYTHEON	668856	992550.0000	7
2020	1700	1265	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	Other CB	Large: Big 6	X	USA	FL	337771444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	-2162952.0000	2
2020	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Competition with single offer	One Offer	Z	D	0	Incentive	Large: Big 6	A	USA	FL	337104628	USA	FL	USA	D	0	CEC	NULL	RAYTHEON	668856	18989470.0000	3
2020	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Competition with single offer	One Offer	Z	D	0	Incentive	Large: Big 6	X	USA	FL	337104628	USA	FL	USA	D	0	CEC	NULL	RAYTHEON	668856	60167668.7500	9
2020	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	0	FFP	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL	CEC	NULL	FINMECCANICA SPA	687152	3064206.0000	5
2020	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	0	UCA	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL	CEC	NULL	FINMECCANICA SPA	687152	6391800.0000	1
2020	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	Other CB	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL	CEC	NULL	FINMECCANICA SPA	687152	1122159.0000	6
2020	1700	3590	Electronics, Comms, & Sensors	1843		BOA	No Competition (Only One Source Exception)	No competition	Z	D	NULL	Other CB	Large: Big 6	X	USA	FL	337771444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	0.0000	3
2020	1700	3590	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	0	FFP	Large	A	USA	PA	159047224	USA	PA	USA	D	NULL		NULL	FINMECCANICA SPA	687152	6634643.5000	4
2020	1700	3590	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	0	FFP	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL		NULL	FINMECCANICA SPA	687152	12353688.0000	4
2020	1700	5962	Electronics, Comms, & Sensors	1843	CEC	DCA	Limited Competition with multiple offers	3-4 Offers	Z	A	1	FFP	Small	X	USA	MA	018401835	USA	MA	USA	D	NULL	CEC	NULL	198722316	393874	2633925.0000	2
2020	5700	7630	Facilities and Construction	2254		DCA	Competition with single offer	One Offer	Z	A	0	FFP	Small	X	USA	DC	203301690	USA	CA	USA	D	NULL		NULL	079275791	1166668	1389801.5000	2
2020	5700	AC64	Electronics, Comms, & Sensors	2255		DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	Other CB	Large: Big 6	X	USA	AZ	857569367	USA	AZ	USA	C	0		NULL	RAYTHEON	668856	3695494.0000	4
2020	5700	AC67	Aircraft	2255		DCA	No Competition (Other Exception)	No competition	Z	D	0	FFP	Small	X	USA	CA	926121603	USA	CA	USA	C	NULL		NULL	080788349	1171865	11915000.0000	5
2020	5700	AC67	Aircraft	2255		DCA	No Competition (Other Exception)	No competition	Z	D	0	FFP	Small	X	USA	MA	018017222	USA	CA	USA	C	NULL		NULL	080788349	1171865	0.0000	1
2020	5700	AD23	Electronics, Comms, & Sensors	2255		SINGLE AWARD IDC	No Competition (Other Exception)	No competition	Z	D	0	Other CB	Medium >1B	X	USA	GA	303185775	USA	GA	USA	C	NULL		NULL	GEORGIA INSTITUTE OF TECHNOLOGY	649631	1591682.0000	5
2020	5700	AD23	Other R&D and Knowledge Based	2255		SINGLE AWARD IDC	No Competition (Other Exception)	No competition		D	0	Other CB	Medium >1B	X	USA	GA	303185775	USA	GA	USA	C	NULL		NULL	GEORGIA INSTITUTE OF TECHNOLOGY	649631	500000.0000	1
2020	5700	AD23	Other R&D and Knowledge Based	2255		SINGLE AWARD IDC	No Competition (Other Exception)	No competition	Z	D	0	Other CB	Medium >1B	X	USA	GA	303185775	USA	GA	USA	C	NULL		NULL	GEORGIA INSTITUTE OF TECHNOLOGY	649631	121875.8906	3
2020	5700	AD91	Other R&D and Knowledge Based	2255		SINGLE AWARD IDC	No Competition (Other Exception)	No competition	Z	D	0	Other CB	Medium >1B	X	USA	GA	303185775	USA	GA	USA	C	NULL		NULL	GEORGIA INSTITUTE OF TECHNOLOGY	649631	0.0000	1
2020	5700	AD92	Electronics, Comms, & Sensors	2255		DCA	Competition with single offer	One Offer	Z	D	0	FFP	Small	X	USA	CA	926121603	USA	CA	USA	C	NULL		NULL	080788349	1171865	13000000.0000	6
2020	5700	AD93	Other R&D and Knowledge Based	2255		DCA	Full Competition (Multiple Offers)	25-99 Offers		D	0	FFP	Medium >1B	X	USA	CA	920647103	USA	CA	USA	C	NULL		NULL	GENERAL ATOMICS	649310	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		DCA	Full Competition (Multiple Offers)	25-99 Offers	Z	D	0	FFP	Medium >1B	X	USA	CA	920647103	USA	CA	USA	C	NULL		NULL	GENERAL ATOMICS	649310	1109798.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		DCA	Full Competition (Multiple Offers)	5-9 Offers	Z	D	0	FFP	Small	X	USA	CA	941582411	USA	CA	USA	C	NULL		NULL	080259147	1169066	587282.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	AZ	850343442	USA	AZ	USA	C	NULL		NULL	HONEYWELL	653876	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	CA	921271874	USA	CA	USA	C	0		NULL	BAE SYSTEMS	683233	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	CO	803012734	USA	CO	USA	C	NULL		NULL	BALL CORP	683268	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	IA	524980505	USA	IA	USA	C	NULL		NULL	UNITED TECH	675069	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	MO	631463002	USA	MO	USA	C	NULL		NULL	WORLD WIDE TECHNOLOGY	677067	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	TX	754023119	USA	TX	USA	C	0		NULL	L3 COMMUNICATIONS	658914	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	TX	786827000	USA	TX	USA	C	NULL		NULL	DELL	685736	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	VA	201514206	USA	VA	USA	C	NULL		NULL	CACI	684093	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	VA	201905660	USA	VA	USA	C	NULL		NULL	LEIDOS	659358	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	VA	201905856	USA	VA	USA	C	NULL		NULL	SAIC	669996	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	VA	221023830	USA	VA	USA	C	NULL		NULL	BOOZ ALLEN HAMILTON	683783	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	VA	221242542	USA	VA	USA	C	NULL		NULL	AT & T	683053	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	VA	222031807	USA	VA	USA	C	NULL		NULL	UNITEDHEALTHCARE	1155422	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large: Big 6	X	USA	FL	329042322	USA	FL	USA	C	0		NULL	NORTHROP GRUMMAN	665531	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large: Big 6	X	USA	MN	554311908	USA	MN	USA	C	0		NULL	GENERAL DYNAMICS	649342	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large: Big 6	X	USA	MO	631341939	USA	MO	USA	C	NULL		NULL	BOEING	683750	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large: Big 6	X	USA	TX	761083619	USA	TX	USA	C	0		NULL	LOCKHEED MARTIN	659846	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium <1B	X	USA	AL	358062969	USA	AL	USA	C	NULL		NULL	008382293	141057	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium <1B	X	USA	CA	900243957	USA	CA	USA	C	NULL		NULL	159016877	351510	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium <1B	X	USA	CA	943012550	USA	CA	USA	C	NULL		NULL	362130952	935462	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium <1B	X	USA	CA	945011171	USA	CA	USA	C	NULL		NULL	WIND RIVER SYSTEMS	676888	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium <1B	X	USA	FL	336062837	USA	FL	USA	C	NULL		NULL	117100499	1197422	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium <1B	X	USA	MA	018101008	USA	CA	USA	C	NULL		NULL	106760549	256584	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium <1B	X	USA	MA	018864105	USA	MA	USA	C	NULL		NULL	147951230	334896	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium <1B	X	USA	VA	201513856	USA	VA	USA	C	NULL		NULL	079445471	1193923	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium <1B	X	USA	VA	201905631	USA	VA	USA	C	NULL		NULL	107939233	269922	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium <1B	X	USA	VA	201914373	USA	VA	USA	C	NULL		NULL	117419678	1198724	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium <1B	X	USA	VA	221025154	USA	VA	USA	C	NULL		NULL	ALION SCIENCE & TECHNOLOGY	682320	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium >1B	X	USA	CA	911240001	USA	CA	USA	C	NULL		NULL	PARSONS	666932	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium >1B	X	USA	FL	336342411	USA	FL	USA	C	NULL		NULL	CAE	684104	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	CA	920091602	USA	CA	USA	C	NULL		NULL	VIASAT	675875	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	CA	920143951	USA	CA	USA	C	NULL		NULL	080243169	1169009	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	CA	941582411	USA	CA	USA	C	NULL		NULL	080259147	1169066	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	CO	802063847	USA	CO	USA	C	NULL		NULL	116948199	1196955	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	FL	329011822	USA	FL	USA	C	NULL		NULL	038379579	131368	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	FL	334324833	USA	FL	USA	C	NULL		NULL	080452390	1169948	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	MO	631052226	USA	MO	USA	C	NULL		NULL	079205644	210744	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	NH	030496129	USA	NH	USA	C	NULL		NULL	179492566	324443	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	NY	100166635	USA	NY	USA	C	NULL		NULL	782414408	469339	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	NY	112051095	USA	NY	USA	C	NULL		NULL	081066403	1174050	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	NY	135024324	USA	NY	USA	C	NULL		NULL	111305843	204936	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	OH	453731460	USA	OH	USA	C	NULL		NULL	081210384	1195544	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	VA	201551967	USA	VA	USA	C	NULL		NULL	080622114	1170896	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	VA	222032142	USA	VA	USA	C	NULL		NULL	969712186	672372	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	WA	984243435	USA	WA	USA	C	NULL		NULL	080709870	1194951	0.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	AZ	850343442	USA	AZ	USA	C	NULL		NULL	HONEYWELL	653876	2800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	CA	921271874	USA	CA	USA	C	0		NULL	BAE SYSTEMS	683233	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	CO	803012734	USA	CO	USA	C	NULL		NULL	BALL CORP	683268	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	IA	524980505	USA	IA	USA	C	NULL		NULL	UNITED TECH	675069	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	MO	631463002	USA	MO	USA	C	NULL		NULL	WORLD WIDE TECHNOLOGY	677067	1275.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	TX	754023119	USA	TX	USA	C	0		NULL	L3 COMMUNICATIONS	658914	2475.0000	1
