"CSIScontractID","Action_Obligation","IsClosed","IsTerminated","LastCurrentCompletionDate","MinOfSignedDate","MaxBoostDate","MinOfEffectiveDate","IsComplete","StartFiscal_Year","topContractingOfficeAgencyID","topContractingOfficeID","topProductOrServiceCode","topPrincipalNAICScode","AgencyID","Customer","SubCustomer","UnmodifiedDays","qDuration","qLowCeiling","qHighCeiling","UnmodifiedContractObligatedAmount","UnmodifiedBase","UnmodifiedCeiling","UnmodifiedCurrentCompletionDate","UnmodifiedUltimateCompletionDate","UnmodifiedLastDateToOrder","IsModified","ChangeOrderBaseAndAllOptionsValue","SumOfisNewWork","NewWorkBaseAndAllOptionsValue","qNChg","pChangeOrderUnmodifiedBaseAndAll","CBre","qCRais","PlaceCountryISO3","UnmodifiedPlaceCountryISO3","AnyPlaceInternational","PlatformPortfolio","UnmodifiedPlatformPortfolio","ProductOrServiceArea","UnmodifiedProductOrServiceArea","SimpleArea","UnmodifiedSimpleArea","ObligatedAmountIsProducts","ObligatedAmountIsServices","ObligatedAmountIsRnD","UnmodifiedNumberOfOffersReceived","UnmodifiedIsFullAndOpen","UnmodifiedIsSomeCompetition","UnmodifiedIsOnlyOneSource","UnmodifiedIsUrgency","IsFullAndOpen","IsSomeCompetition","ObligatedAmountIsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","IsIDV","Offr","Comp","EffComp","Urg","Veh","IsIncentive","FxCb","Fee","IsUCA","UnmodifiedIsUCA","UCA","SumOfisChangeOrder","ChangeOrderCeilingGrowth","ChangeOrderCeilingRescision","SteadyScopeCeilingModification","AdminCeilingModification","EndingCeilingModification","OtherCeilingModification","ContractBaseAndAllOptionsValue","n_CBre","IsParentCSIScontractID","p_ChangeOrderCeilingGrowth","qGrowth","Why_Outlier","n_CBre_test","p_CBre_test","qp_CBre"
24832142,61977.6006,0,0,2010-11-30,2009-12-29,2010-01-20,2009-12-29,1,2010,"2100","W912KN","R409","541330","2100","Defense","Army",337,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",5164.7998,5164.7998,5164.7998,2010-11-30,2010-11-30,NA,TRUE,56812.8008,0,0,"   1",11.000000580855,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,61977.6006,NA,13,0,1,NA,0,0,1,61977.6006,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,56812.8008,0,0,0,0,0,61977.6006,56813.8008,NA,11.999806962508,"[10.00,  Inf]","Obligations at least half Orig+CRai",56812.8008,11.000000580855,"[      10,20440194]"
3032747,61036.0794,0,0,2013-12-15,2011-11-07,2013-10-21,2011-11-07,1,2012,"1700","N00104","5985","334220","1700","Defense","Navy",270.958333333333,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",1278.25,1278.25,1278.25,2012-08-03,2012-08-03,NA,TRUE,50481.8594,0,0,"   1",39.4929469196167,"Ceiling Breach","[ 0.150,   Inf]","GBR","GBR","Any International","Ships & Submarines","Ships & Submarines","Electronics & Communications","Electronics & Communications","Products","Products",61036.0794,NA,NA,1,0,0,0,1,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Urgency Except.","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,50481.8594,0,0,9275.97,0,0,61036.0794,50482.8594,NA,40.4921646000391,"[10.00,  Inf]","Obligations at least half Orig+CRai",50481.8594,39.4929469196167,"[      10,20440194]"
24798426,67372768.5,1,0,2011-02-28,2009-09-29,2010-11-09,2009-09-27,1,2009,"2100","W912DY","N059","541512","2100","Defense","Army",579,"(~1 year,~2 years]","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",564995,564995,564995,2011-04-30,2011-04-30,NA,TRUE,73779046,0,0,"[   3,3316]",130.583537907415,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ERS","ERS","Services","Services",NA,67372768.5,NA,1,0,1,0,0,0,1,67372768.5,0,NA,"IDV","1","Comp.","1 Offer","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",4,73779046,0,0,0,-6971272.5,0,67372768.5,73779047,NA,131.583536137488,"[10.00,  Inf]","Obligations at least half Orig+CRai",73779046,130.583537907415,"[      10,20440194]"
63747959,86950.9091,0,0,2015-11-05,2015-10-06,2015-10-06,2015-10-06,1,2016,"97AS","SPE4A6","6830","325120","97AS","Defense","DLA",17,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",7.37,7.37,7.37,2015-10-22,2015-10-22,NA,TRUE,86943.5391,0,0,"   1",11796.9523880597,"Ceiling Breach","[ 0.150,   Inf]","ARE","ARE","Any International","Other Products","Other Products","Other","Other","Products","Products",86950.9091,NA,NA,2,1,1,NA,0,1,1,86950.9091,NA,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","Other Fee",NA,NA,NA,1,86943.5391,0,0,0,0,0,86950.9091,86944.5391,NA,11797.8167028494,"[10.00,  Inf]","Obligations at least half Orig+CRai",86943.5391,11796.9523880597,"[      10,20440194]"
66058818,51559.4609,0,0,2016-12-21,2015-12-22,2016-03-04,2015-12-22,1,2016,"1700","N00104","4820","332919","1700","Defense","Navy",366,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",1560,1560,1560,2016-12-21,2016-12-21,NA,TRUE,50519.4609,0,0,"   1",32.3842698076923,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",51559.4609,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,1,50519.4609,0,0,-520,0,0,51559.4609,50000.4609,NA,33.3836287820513,"[10.00,  Inf]","Obligations at least half Orig+CRai",49999.4609,32.050936474359,"[      10,20440194]"
4292631,1141198.5625,0,0,2012-09-30,2011-09-26,2012-04-11,2011-10-01,1,2011,"97AS","SP4510","8415","315299","97AS","Defense","DLA",371,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,2012-09-30,2012-09-30,NA,TRUE,849491.5,0,0,"   2",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other Products","Other Products","Clothing & Subsistence","Clothing & Subsistence","Products","Products",1141198.5625,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,849491.5,0,291707.0625,0,0,0,1141198.5625,849492.5,NA,Inf,"[10.00,  Inf]","No Unmodified Ceiling",849491.5,NA,NA
14357016,1327463.4681,0,0,2014-08-15,2011-09-28,2014-06-04,2011-09-28,1,2011,"1700","N00164","5810","315999","1700","Defense","Navy",3,"[0 months,~2 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",37554.8594,37554.8594,37554.8594,2011-09-30,2015-09-30,NA,TRUE,981798.4031,3,308110.2056,"   2",26.1430456347282,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","Electronics & Communications","Electronics & Communications","Products","Products",1327463.4681,NA,NA,1,0,1,0,0,0,1,1327463.4681,0,NA,"IDV","1","Comp.","1 Offer","Not Urgency","FSS/GWAC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,981798.4031,0,308110.2056,0,0,0,1327463.4681,981799.4031,NA,27.1430190070156,"[10.00,  Inf]","Obligations at least half Orig+CRai",981798.4031,26.1430456347282,"[      10,20440194]"
25876483,13474,0,0,2013-11-15,2013-04-09,2013-04-09,2013-04-06,1,2013,"1700","N40085","Y1GD","236220","1700","Defense","Navy",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,NA,TRUE,13474,0,0,"   1",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction",NA,"FRS&C",NA,"Services",NA,NA,13474,NA,1,NA,0,NA,0,0,0,NA,0,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,13474,0,0,0,0,0,13474,13475,NA,Inf,"[10.00,  Inf]","No Unmodified Ceiling",13474,NA,NA
60383818,116574.7,0,0,2015-11-30,2015-08-19,2015-09-24,2015-08-19,1,2015,"1700","N32205","J998","336611","1700","Defense","Navy",37,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",6075.3,6075.3,6075.3,2015-09-24,2015-09-24,NA,TRUE,110499.4,0,0,"[   3,3316]",18.1883034582654,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","ERS","ERS","Services","Services",NA,116574.7,NA,6,0,1,0,0,0,1,116574.7,0,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",5,110499.4,0,0,0,0,0,116574.7,110500.4,NA,19.1881388573404,"[10.00,  Inf]","Obligations at least half Orig+CRai",110499.4,18.1883034582654,"[      10,20440194]"
9999800,681908.5656,0,0,2009-02-01,2008-04-11,2008-09-20,2008-04-10,1,2008,"5700","FA4801","D316","517110","5700","Defense","Air Force",24,"[0 months,~2 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",26142,26142,26142,2008-05-04,2008-05-04,NA,TRUE,651575.8555,2,4190.7101,"[   3,3316]",24.9244838000153,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ICT","ICT","Services","Services",NA,681908.5656,NA,5,0,1,NA,0,0,1,681908.5656,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",5,870559.4024,-218983.5469,4190.7101,0,0,0,681908.5656,870560.4024,NA,34.3011400198914,"[10.00,  Inf]","Obligations at least half Orig+CRai",651575.8555,24.9244838000153,"[      10,20440194]"
19291547,706496,0,0,2011-02-14,2010-11-17,2011-02-02,2010-11-16,1,2011,"1700","N63394","R425","541330","1700","Defense","Navy",3,"[0 months,~2 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",61000,63434,63434,2010-11-19,2010-11-19,NA,TRUE,646400,0,0,"   1",10.1901188637009,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,706496,NA,1,1,1,NA,0,1,1,706496,NA,NA,"IDV","1","Comp.","1 Offer","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Fixed Fee",0,0,"Not UCA",1,646400,0,0,0,0,0,709834,646401,NA,11.1901030992843,"[10.00,  Inf]","Obligations at least half Orig+CRai",646400,10.1901188637009,"[      10,20440194]"
3029296,40203,0,0,2012-03-30,2011-08-18,2011-12-21,2011-08-18,1,2011,"1700","N00104","4730","332919","1700","Defense","Navy",57,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",3200,3200,3200,2011-10-13,2011-10-13,NA,TRUE,35603,0,0,"   1",11.1259375,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",40203,NA,NA,1,0,1,1,0,0,1,40203,1,0,"def_detail/Pur","1","Comp.","1 Offer","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",NA,1,"UCA",1,35603,0,0,1400,0,0,40203,35604,NA,12.125625,"[10.00,  Inf]","Obligations at least half Orig+CRai",35603,11.1259375,"[      10,20440194]"
7974171,90580660.4689,0,0,2015-03-31,2009-10-27,2015-02-06,2009-10-27,1,2010,"2100","W56HZV","J023","541330","2100","Defense","Army",370,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,1,2010-10-31,2010-10-31,NA,TRUE,2225853.5298,93,76571674.2666,"[   3,3316]",2225853.5298,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Land Vehicles","Land Vehicles","ERS","ERS","Services","Services",NA,100576774.0627,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Cost-Based","Fixed Fee",0,0,"Not UCA",3,2225853.5298,0,79646769.8091,8708037.13,0,0,90580661.4689,2225854.5298,NA,2225853.5298,"[10.00,  Inf]","Obligations at least half Orig+CRai",2225853.5298,2225853.5298,"[      10,20440194]"
25225073,18822,0,0,2013-07-31,2012-04-23,2013-04-04,2012-04-23,1,2012,"1700","N00104","3120","333613","1700","Defense","Navy",465,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",1000,1000,1000,2013-07-31,2013-07-31,NA,TRUE,17822,0,0,"   1",17.822,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",18822,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,17822,0,0,0,0,0,18822,17823,NA,18.821,"[10.00,  Inf]","Obligations at least half Orig+CRai",17822,17.822,"[      10,20440194]"
26396568,1550776.475,0,0,2014-09-30,2013-09-26,2014-05-07,2013-09-26,1,2013,"1700","N62649","J020","336611","1700","Defense","Navy",370,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,1,1,2014-09-30,2014-09-30,NA,TRUE,1550775.475,0,0,"[   3,3316]",1550775.475,"Ceiling Breach","[ 0.150,   Inf]","JPN","JPN","Any International","Ships & Submarines","Ships & Submarines","ERS","ERS","Services","Services",NA,1550776.475,NA,1,1,1,NA,0,1,1,1550776.475,NA,NA,"IDV","1","Comp.","1 Offer","Not Urgency","SINGLE AWARD IDC",1,"Cost-Based","Incentive",0,0,"Not UCA",5,1837590.52,-286815.045,0,0,0,0,1550776.475,1837591.52,NA,1837590.52,"[10.00,  Inf]","Obligations at least half Orig+CRai",1550775.475,1550775.475,"[      10,20440194]"
60869924,2274583,0,0,2016-12-21,2015-08-11,2016-09-16,2015-08-11,1,2015,"97ZS","H92254","R706","561990","97ZS","Defense","Other DoD",81,"[~2 months,~7 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",96361,96361,96361,2015-10-30,2015-10-30,NA,TRUE,2351504,1,0,"[   3,3316]",24.4030676310956,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other Services","Other Services","PAMS","PAMS","Services","Services",NA,2274583,NA,4,1,1,NA,0,1,1,2274583,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Fixed Fee",0,0,"Not UCA",6,2351504,0,-173282,0,0,0,2274583,2178223,NA,25.4030572534532,"[10.00,  Inf]","Obligations at least half Orig+CRai",2178222,22.6048089994915,"[      10,20440194]"
25882444,7691,0,0,2014-05-14,2014-04-15,2014-04-15,2014-04-10,1,2014,"1700","N62473","Y1JZ","236220","1700","Defense","Navy",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,NA,TRUE,7691,0,0,"   1",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction",NA,"FRS&C",NA,"Services",NA,NA,7691,NA,5,NA,1,NA,0,0,1,7691,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","BPA/BOA",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,7691,0,0,0,0,0,7691,7692,NA,Inf,"[10.00,  Inf]","No Unmodified Ceiling",7691,NA,NA
3173810,30030,0,0,2011-08-24,2011-05-05,2011-09-30,2011-04-07,1,2011,"1700","N00189","W028","532490","1700","Defense","Navy",112,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,2011-08-24,2011-08-24,NA,TRUE,30030,0,0,"   1",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Land Vehicles","Land Vehicles","ERS","ERS","Services","Services",NA,30030,NA,3,1,1,NA,0,1,1,30030,NA,NA,"def_detail/Pur","3-4","Comp.","2+ Offers","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,30030,0,0,0,0,0,30030,30031,NA,Inf,"[10.00,  Inf]","No Unmodified Ceiling",30030,NA,NA
9871581,909070.4375,0,0,2010-01-30,2008-05-08,2008-09-26,2008-05-08,1,2008,"5700","FA9401","R799","561210","5700","Defense","Air Force",127,"[~2 months,~7 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",26989,26989,26989,2008-09-11,2008-09-11,NA,TRUE,882081.4375,0,0,"   2",32.6829981659195,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,909070.4375,NA,1,0,0,0,0,0,0,NA,0,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","Award Fee",0,0,"Not UCA",2,882081.4375,0,0,0,0,0,909070.4375,882082.4375,NA,33.6829611137871,"[10.00,  Inf]","Obligations at least half Orig+CRai",882081.4375,32.6829981659195,"[      10,20440194]"
3010007,12628,0,0,2009-02-17,2008-06-20,2008-10-21,2008-06-20,1,2008,"1700","N00104","4820","332911","1700","Defense","Navy",243.041666666667,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",375,375,375,2009-02-17,2009-02-17,NA,TRUE,12253,0,0,"   1",32.6746666666667,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",12628,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,12253,0,0,0,0,0,12628,12254,NA,33.672,"[10.00,  Inf]","Obligations at least half Orig+CRai",12253,32.6746666666667,"[      10,20440194]"
27218951,70923.24,0,0,2014-07-11,2013-09-24,2014-03-10,2013-09-24,1,2013,"1700","N00104","1140","332994","1700","Defense","Navy",185,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",600,600,600,2014-03-27,2014-03-27,NA,TRUE,70323.24,0,0,"   2",117.2054,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Launchers & Munitions","Launchers & Munitions","Products","Products",70923.24,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",NA,1,"UCA",2,70323.24,0,0,0,0,0,70923.24,70324.24,NA,118.203733333333,"[10.00,  Inf]","Obligations at least half Orig+CRai",70323.24,117.2054,"[      10,20440194]"
25655359,8377344.0098,0,0,2015-12-30,2013-08-16,2015-02-05,2013-08-15,1,2013,"5700","FA3002","U006","611519","5700","Defense","Air Force",365,"[~7 months-~1 year]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",29045,29045,29045,2014-08-15,2014-08-15,NA,TRUE,8275469,1,266207,"   2",284.918884489585,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,8377344.0098,NA,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",NA,1,"UCA",2,8275469,0,1118930.2598,0,0,-1046100.25,8377344.0098,8275470,NA,285.918850060251,"[10.00,  Inf]","Obligations at least half Orig+CRai",8275469,284.918884489585,"[      10,20440194]"
3027324,38540,0,0,2012-01-19,2011-03-29,2012-01-19,2011-03-29,1,2011,"1700","N00104","4810","332912","1700","Defense","Navy",1,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",280,280,280,2011-03-29,2011-03-29,NA,TRUE,38260,0,0,"   1",136.642857142857,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",38540,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,38260,0,0,0,0,0,38540,38261,NA,137.639285714286,"[10.00,  Inf]","Obligations at least half Orig+CRai",38260,136.642857142857,"[      10,20440194]"
18846823,302670,0,0,2011-09-30,2010-03-03,2010-07-22,2010-02-01,1,2010,"1700","N00189","R425","541614","1700","Defense","Navy",335,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",3500,3500,3500,2011-01-31,2011-01-31,NA,TRUE,269672,0,0,"   1",77.0491428571429,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,302670,NA,1,1,1,NA,0,1,1,302670,NA,NA,"IDV","1","Comp.","1 Offer","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Fixed Fee",0,0,"Not UCA",1,269672,0,0,29498,0,0,302670,269673,NA,78.0488571428571,"[10.00,  Inf]","Obligations at least half Orig+CRai",269672,77.0491428571429,"[      10,20440194]"
66056780,25738.7109,0,0,2016-04-12,2015-10-21,2016-02-04,2015-10-21,1,2016,"1700","N00104","4320","333911","1700","Defense","Navy",91.0416666666667,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",1700,1700,1700,2016-01-19,2016-01-19,NA,TRUE,24038.7109,0,0,"   1",14.1404181764706,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",25738.7109,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,1,24038.7109,0,0,0,0,0,25738.7109,24039.7109,NA,15.1398299411765,"[10.00,  Inf]","Obligations at least half Orig+CRai",24038.7109,14.1404181764706,"[      10,20440194]"
24624282,3156182.9713,0,0,2015-03-23,2011-11-14,2014-09-24,2011-11-14,1,2012,"2100","W911QX","AD26","561110","2100","Defense","Army",199.958333333333,"[~2 months,~7 months)","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",192598.0313,192598.0313,192598.0313,2012-05-31,2012-05-31,NA,TRUE,2966161.7338,0,0,"[   3,3316]",15.4007894773325,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,3156182.9713,NA,1,0,0,0,0,0,0,NA,0,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Fixed Fee",0,0,"Not UCA",7,2966161.7338,0,0,0,0,0,3158759.7651,2966162.7338,NA,16.4007842851715,"[10.00,  Inf]","Obligations at least half Orig+CRai",2966161.7338,15.4007894773325,"[      10,20440194]"
24886855,625757.5068,0,0,2011-10-31,2008-11-12,2010-08-20,2008-11-12,1,2009,"2100","W912QR","C219","541330","2100","Defense","Army",31,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",10998.3896,10998.3896,10998.3896,2008-12-12,2008-12-12,NA,TRUE,304936.4063,2,309822.7109,"[   3,3316]",27.7255505024117,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,625757.5068,NA,30,1,1,NA,0,1,1,625757.5068,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",3,304936.4063,0,283689,0,0,26133.7109,625757.5068,304937.4063,NA,28.7254595800098,"[10.00,  Inf]","Obligations at least half Orig+CRai",304936.4063,27.7255505024117,"[      10,20440194]"
7911941,6330,0,0,2009-08-07,2009-07-09,2009-09-16,2009-07-09,1,2009,"2100","W25G1V","J059","811213","2100","Defense","Army",30,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",575,575,575,2009-08-07,2009-08-07,NA,TRUE,5755,0,0,"   2",10.0086956521739,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ERS","ERS","Services","Services",NA,6330,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,6330,-575,0,0,0,0,6330,6331,NA,12.0069565217391,"[10.00,  Inf]","Obligations at least half Orig+CRai",5755,10.0086956521739,"[      10,20440194]"
19254301,46430.6201,0,0,2012-03-30,2011-08-04,2011-09-08,2011-08-04,1,2011,"1700","N62478","F999","562910","1700","Defense","Navy",240,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",4400,4400,4400,2012-03-30,2012-03-30,NA,TRUE,54622,0,0,"   1",12.4140909090909,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,46430.6201,NA,5,0,1,NA,0,0,1,46430.6201,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Award Fee",0,0,"Not UCA",1,54622,0,-12591.3799,0,0,0,46430.6201,42031.6201,NA,13.4138636363636,"[10.00,  Inf]","Obligations at least half Orig+CRai",42030.6201,9.55241365909091,"[       5,      10)"
26328193,1175914.19,0,0,2015-06-30,2013-01-28,2015-03-27,2013-01-28,1,2013,"2100","W912QR","C219","541330","2100","Defense","Army",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,NA,TRUE,35709.59,3,0,"   1",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction",NA,"PAMS",NA,"Services",NA,NA,1175914.19,NA,5,NA,1,NA,0,1,1,1175914.19,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,35709.59,0,0,0,0,0,35709.59,35710.59,NA,Inf,"[10.00,  Inf]","No Unmodified Ceiling",35709.59,NA,NA
