fiscal_year	contractingofficeagencyid	ContractingOfficeID	ContractingOfficeName	ContractingAgencyText	fundingrequestingagencyid	fundingrequestingofficeid	ProductOrServiceCode	PlatformPortfolio	ProjectID	majorprogramcode	VehicleClassification	CompetitionClassification	ClassifyNumberOfOffers	informationtechnologycommercialitemcategory	commercialitemacquisitionprocedures	commercialitemtestprogram	PricingUCA	VendorSize	fundedbyforeignentity	PlaceISOalpha3	pop_state_code	placeofperformancezipcode	VendorISOalpha3	VendorStateCode	OriginISOalpha3	placeofmanufacture	IsSiliconValley	majorprogramcode	IsZipTraditionalSiliconValley	EntityText	EntityID	vendorname	EntityVendorName	descriptionofcontractrequirement	contract_transaction_unique_key	contract_award_unique_key	obligatedAmount	numberOfActions
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Large	X	USA	WA	980528300	USA	WA	USA	C	NULL		NULL	MICROSOFT	662617	MICROSOFT CORPORATION	MICROSOFT	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_9700_FA861221F0596_0_FA861221D0096_0	CONT_AWD_FA861221F0596_9700_FA861221D0096_9700	2060.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	VA	201911545	USA	VA	USA	C	NULL		NULL	933888141	663197	GLOBAL INFOTEK, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_9700_FA861221F0647_0_FA861221D0143_0	CONT_AWD_FA861221F0647_9700_FA861221D0143_9700	1980.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	VA	NULL		NULL		NULL	933888141	663197	GLOBAL INFOTEK, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0143_0_-NONE-_-NONE-	CONT_IDV_FA861221D0143_9700	0.0000	NULL
2020	5700	FA8650	FA8650  USAF AFMC AFRL/RQK	DEPT OF THE AIR FORCE	5700	F4FBGL	AJ12	Electronics, Comms, & Sensors	2255		SINGLE AWARD IDC	Competition with single offer	One Offer	Z	D	0	Other CB	Medium <1B	X	USA	DC	204180007	USA	DC	USA	C	NULL		NULL	NATIONAL ACADEMY OF SCIENCES	664030	NATIONAL ACADEMY OF SCIENCES	NATIONAL ACADEMY OF SCIENCES	ADVANCED BATTLE MANAGEMENT SYSTEM STUDY	9700_9700_FA865020F9314_0_FA955016D0001_0	CONT_AWD_FA865020F9314_9700_FA955016D0001_9700	815114.0000	1
2021	5700	FA8650	FA8650  USAF AFMC AFRL/RQK	DEPT OF THE AIR FORCE	5700	F4FBGL	AJ12	Electronics, Comms, & Sensors	2255		SINGLE AWARD IDC	Competition with single offer	One Offer	Z	D	N	Other CB	Medium <1B	X	USA	DC	204180007	USA	DC	USA	C	NULL		NULL	NATIONAL ACADEMY OF SCIENCES	664030	NATIONAL ACADEMY OF SCIENCES	NATIONAL ACADEMY OF SCIENCES	ADVANCED BATTLE MANAGEMENT SYSTEM STUDY	9700_9700_FA865020F9314_P00001_FA955016D0001_0	CONT_AWD_FA865020F9314_9700_FA955016D0001_9700	0.0000	1
2021	1700	M68909	SUPPLY OFFICER	DEPT OF THE NAVY	1700	M92840	R425	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers	3-4 Offers	Z	D	N	FFP	Small	X	USA	CA	920550001	USA	NC	USA	C	NULL		NULL	968936380	664654	LUMBEE TRIBE ENTERPRISES, LLC	NULL	JADC2 SERVICES	9700_9700_M6890921F7625_0_M6890920D7605_0	CONT_AWD_M6890921F7625_9700_M6890920D7605_9700	1962045.5000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large: Big 6	X	USA	FL	329042322	USA	FL	USA	C	0		NULL	NORTHROP GRUMMAN	665531	NORTHROP GRUMMAN SYSTEMS CORPORATION	NORTHROP GRUMMAN	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0518_P00001_FA861220D0018_0	CONT_AWD_FA861220F0518_9700_FA861220D0018_9700	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large: Big 6	X	USA	FL	329042322	USA	FL	USA	C	0		NULL	NORTHROP GRUMMAN	665531	NORTHROP GRUMMAN SYSTEMS CORPORATION	NORTHROP GRUMMAN	POST AWARD CONFERENCE	9700_9700_FA861220F0518_0_FA861220D0018_0	CONT_AWD_FA861220F0518_9700_FA861220D0018_9700	3800.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large: Big 6	X	NULL			USA	NM	NULL		0		NULL	NORTHROP GRUMMAN	665531	A-TECH CORPORATION	NORTHROP GRUMMAN	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0109_0_-NONE-_-NONE-	CONT_IDV_FA861221D0109_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Large: Big 6	X	USA	NM	871233353	USA	NM	USA	C	0		NULL	NORTHROP GRUMMAN	665531	A-TECH CORPORATION	NORTHROP GRUMMAN	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0611_0_FA861221D0109_0	CONT_AWD_FA861221F0611_9700_FA861221D0109_9700	3750.0000	1
2021	9763	S3500A	DCMA ALBUQUERQUE	DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)	5700	FA8612	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large: Big 6	X	NULL			USA	NM	NULL		0		NULL	NORTHROP GRUMMAN	665531	A-TECH CORPORATION	NORTHROP GRUMMAN	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0109_ARZ999_-NONE-_-NONE-	CONT_IDV_FA861221D0109_9700	0.0000	NULL
2021	1700	N00024	NAVSEA HQ	DEPT OF THE NAVY	1700	N00024	AC32	Ships & Submarines	2256		SINGLE AWARD IDC	No Competition (Other Exception)	No competition	Z	D	N	Other CB	Large	X	USA	PA	168021503	USA	PA	USA	C	NULL		NULL	PENNSYLVANIA STATE UNIVERSITY	667256	PENNSYLVANIA STATE UNIVERSITY, THE	PENNSYLVANIA STATE UNIVERSITY	PROJECT CONVERGENCE 21-22 GCSS-ARMY INTEGRATION SUUPPORT	9700_9700_N0002421F8357_0_N0002418D6401_0	CONT_AWD_N0002421F8357_9700_N0002418D6401_9700	500000.0000	1
2021	5700	FA8650	FA8650  USAF AFMC AFRL/RQK	DEPT OF THE AIR FORCE	5700	F4FBGK	AC64	Electronics, Comms, & Sensors	2255		DCA	No Competition (Only One Source Exception)	No competition	Z	D	N	Other CB	Large: Big 6	X	USA	AZ	857569367	USA	AZ	USA	C	0		NULL	RAYTHEON	668856	RAYTHEON COMPANY	RAYTHEON	ADVANCED BATTLE MANAGMENT SYSTEMS (ABMS) COUNTER CRUISE MISSILE (C-CM) EXPERIMENTATION PROGRAM	9700_-NONE-_FA865020C9310_P00005_-NONE-_0	CONT_AWD_FA865020C9310_9700_-NONE-_-NONE-	386000.0000	1
2021	5700	FA8650	FA8650  USAF AFMC AFRL/RQK	DEPT OF THE AIR FORCE	5700	F4FBGK	AC64	Electronics, Comms, & Sensors	2255		DCA	No Competition (Only One Source Exception)	No competition	Z	D	N	Other CB	Large: Big 6	X	USA	AZ	857569367	USA	AZ	USA	C	0		NULL	RAYTHEON	668856	RAYTHEON COMPANY	RAYTHEON	ADVANCED BATTLE MANAGMENT SYSTEMS (ABMS) COUNTER CRUISE MISSILE (C-CM) EXPERIMENTATION PROGRAM	9700_-NONE-_FA865020C9310_P00006_-NONE-_0	CONT_AWD_FA865020C9310_9700_-NONE-_-NONE-	2204534.0000	1
2021	5700	FA8650	FA8650  USAF AFMC AFRL/RQK	DEPT OF THE AIR FORCE	5700	F4FBGK	AC64	Electronics, Comms, & Sensors	2255		DCA	No Competition (Only One Source Exception)	No competition	Z	D	N	Other CB	Large: Big 6	X	USA	AZ	857569367	USA	AZ	USA	C	0		NULL	RAYTHEON	668856	RAYTHEON COMPANY	RAYTHEON	ADVANCED BATTLE MANAGEMENT SYSTEM (ABMS)DEMONSTRATION PROGRAM	9700_-NONE-_FA865020C9310_P00004_-NONE-_0	CONT_AWD_FA865020C9310_9700_-NONE-_-NONE-	324608.0000	1
2021	5700	FA8650	FA8650  USAF AFMC AFRL/RQK	DEPT OF THE AIR FORCE	5700	F4FBGK	AC64	Electronics, Comms, & Sensors	2255		DCA	No Competition (Only One Source Exception)	No competition	Z	D	N	Other CB	Large: Big 6	X	USA	AZ	857569367	USA	AZ	USA	C	0		NULL	RAYTHEON	668856	RAYTHEON COMPANY	RAYTHEON	ADVANCED BATTLE MANAGEMENT SYSTEM (ABMS) COUNTER CRUISE MISSILE (C-CM) EXPERIMENTATION PROGRAM	9700_-NONE-_FA865020C9310_P00007_-NONE-_0	CONT_AWD_FA865020C9310_9700_-NONE-_-NONE-	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large: Big 6	X	USA	TX	750711300	USA	TX	USA	C	0		NULL	RAYTHEON	668856	RAYTHEON COMPANY	RAYTHEON	POST AWARD CONFERENCE	9700_9700_FA861220F0522_0_FA861220D0022_0	CONT_AWD_FA861220F0522_9700_FA861220D0022_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large: Big 6	X	USA	TX	750711300	USA	TX	USA	C	0		NULL	RAYTHEON	668856	RAYTHEON COMPANY	RAYTHEON	ADMINISTRATIVE MODFICATION	9700_9700_FA861220F0522_P00001_FA861220D0022_0	CONT_AWD_FA861220F0522_9700_FA861220D0022_9700	0.0000	1
2020	5700	FA8650	FA8650  USAF AFMC AFRL/RQK	DEPT OF THE AIR FORCE	5700	F4FBGK	AC64	Electronics, Comms, & Sensors	2255		DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	Other CB	Large: Big 6	X	USA	AZ	857569367	USA	AZ	USA	C	0		NULL	RAYTHEON	668856	RAYTHEON COMPANY	RAYTHEON	ADVANCED BATTLE MANAGMENT SYSTEMS (ABMS) COUNTER CRUISE MISSILE (C-CM) EXPERIMENTATION PROGRAM	9700_-NONE-_FA865020C9310_P00003_-NONE-_0	CONT_AWD_FA865020C9310_9700_-NONE-_-NONE-	102406.0000	1
2020	5700	FA8650	FA8650  USAF AFMC AFRL/RQK	DEPT OF THE AIR FORCE	5700	F4FBGK	AC64	Electronics, Comms, & Sensors	2255		DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	Other CB	Large: Big 6	X	USA	AZ	857569367	USA	AZ	USA	C	0		NULL	RAYTHEON	668856	RAYTHEON COMPANY	RAYTHEON	AIM-9X SIDEWINDER SUPPORT IN ADVANCED BATTLE MANAGEMENT SYSTEM (ABMS) COUNTER CRUISE MISSILE (C-CM) EXPERIMENTATION PROG	9700_-NONE-_FA865020C9310_0_-NONE-_0	CONT_AWD_FA865020C9310_9700_-NONE-_-NONE-	515000.0000	1
2020	5700	FA8650	FA8650  USAF AFMC AFRL/RQK	DEPT OF THE AIR FORCE	5700	F4FBGK	AC64	Electronics, Comms, & Sensors	2255		DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	Other CB	Large: Big 6	X	USA	AZ	857569367	USA	AZ	USA	C	0		NULL	RAYTHEON	668856	RAYTHEON COMPANY	RAYTHEON	ABMS C-CM EXPERIMENTATION PROGRAM	9700_-NONE-_FA865020C9310_P00002_-NONE-_0	CONT_AWD_FA865020C9310_9700_-NONE-_-NONE-	1700370.0000	1
2020	5700	FA8650	FA8650  USAF AFMC AFRL/RQK	DEPT OF THE AIR FORCE	5700	F4FBGK	AC64	Electronics, Comms, & Sensors	2255		DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	Other CB	Large: Big 6	X	USA	AZ	857569367	USA	AZ	USA	C	0		NULL	RAYTHEON	668856	RAYTHEON COMPANY	RAYTHEON	AIM-9X SIDEWINDER SUPPORT IN ADVANCED BATTLE MANAGEMENT SYSTEM (ABMS) COUNTER CRUISE MISSILE (C-CM) EXPERIMENTATION PROG	9700_-NONE-_FA865020C9310_P00001_-NONE-_0	CONT_AWD_FA865020C9310_9700_-NONE-_-NONE-	1377718.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	NH	037432247	USA	NH	USA	C	NULL		NULL	RED RIVER	668906	RED RIVER TECHNOLOGY LLC	RED RIVER	PROGRAM OVERVIEW	9700_9700_FA861220F0573_0_FA861220D0073_0	CONT_AWD_FA861220F0573_9700_FA861220D0073_9700	1000.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MD	NULL		NULL		NULL	963243097	669483	DEFENSE ARCHITECTURE SYSTEMS, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0120_0_-NONE-_-NONE-	CONT_IDV_FA861221D0120_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MD	207592410	USA	MD	USA	C	NULL		NULL	963243097	669483	DEFENSE ARCHITECTURE SYSTEMS, INC.	NULL	POST AWARD CONFERENCE	9700_9700_FA861221F0622_0_FA861221D0120_0	CONT_AWD_FA861221F0622_9700_FA861221D0120_9700	1500.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large	X	NULL			USA	IN	NULL		NULL		NULL	ROLLS ROYCE	669552	ROLLS-ROYCE NORTH AMERICAN TECHNOLOGIES INC.	ROLLS ROYCE	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0169_0_-NONE-_-NONE-	CONT_IDV_FA861221D0169_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Large	X	USA	IN	462414812	USA	IN	USA	C	NULL		NULL	ROLLS ROYCE	669552	ROLLS-ROYCE NORTH AMERICAN TECHNOLOGIES INC.	ROLLS ROYCE	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_9700_FA861221F0673_0_FA861221D0169_0	CONT_AWD_FA861221F0673_9700_FA861221D0169_9700	3242.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	VA	201905856	USA	VA	USA	C	NULL		NULL	SAIC	669996	SCIENCE APPLICATIONS INTERNATIONAL CORPORATION	SAIC	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0543_P00001_FA861220D0043_0	CONT_AWD_FA861220F0543_9700_FA861220D0043_9700	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	VA	201905856	USA	VA	USA	C	NULL		NULL	SAIC	669996	SCIENCE APPLICATIONS INTERNATIONAL CORPORATION	SAIC	PROGRAM OVERVIEW	9700_9700_FA861220F0543_0_FA861220D0043_0	CONT_AWD_FA861220F0543_9700_FA861220D0043_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	NY	132122558	USA	NY	USA	C	NULL		NULL	SRC MANAGEMENT	672078	SRC, INC.	SRC MANAGEMENT	PROGRAM OVERVIEW	9700_9700_FA861220F0560_0_FA861220D0060_0	CONT_AWD_FA861220F0560_9700_FA861220D0060_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	VA	222032142	USA	VA	USA	C	NULL		NULL	969712186	672372	APOGEE RESEARCH, LLC	NULL	PROGRAM OVERVIEW	9700_9700_FA861220F0502_0_FA861220D0002_0	CONT_AWD_FA861220F0502_9700_FA861220D0002_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	VA	222032142	USA	VA	USA	C	NULL		NULL	969712186	672372	APOGEE RESEARCH, LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0502_P00001_FA861220D0002_0	CONT_AWD_FA861220F0502_9700_FA861220D0002_9700	0.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium >1B	X	USA	MD	214013400	USA	MD	USA	C	NULL		NULL	TETRA TECH	673273	TELECOMMUNICATION SYSTEMS, INC.	TETRA TECH	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0616_0_FA861221D0114_0	CONT_AWD_FA861221F0616_9700_FA861221D0114_9700	2760.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium >1B	X	NULL			USA	MD	NULL		NULL		NULL	TETRA TECH	673273	TELECOMMUNICATION SYSTEMS, INC.	TETRA TECH	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0114_0_-NONE-_-NONE-	CONT_IDV_FA861221D0114_9700	0.0000	NULL
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	IA	524980505	USA	IA	USA	C	NULL		NULL	UNITED TECH	675069	ROCKWELL COLLINS, INC.	UNITED TECH	ADVANCED BATTLE MANAGEMENT POST AWARD CONFERENCE	9700_9700_FA861220F0509_0_FA861220D0009_0	CONT_AWD_FA861220F0509_9700_FA861220D0009_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	IA	524980505	USA	IA	USA	C	NULL		NULL	UNITED TECH	675069	ROCKWELL COLLINS, INC.	UNITED TECH	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0509_P00001_FA861220D0009_0	CONT_AWD_FA861220F0509_9700_FA861220D0009_9700	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	CA	920091602	USA	CA	USA	C	NULL		NULL	VIASAT	675875	VIASAT, INC.	VIASAT	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0527_P00001_FA861220D0027_0	CONT_AWD_FA861220F0527_9700_FA861220D0027_9700	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	CA	920091602	USA	CA	USA	C	NULL		NULL	VIASAT	675875	VIASAT, INC.	VIASAT	POST AWARD CONFERENCE	9700_9700_FA861220F0527_0_FA861220D0027_0	CONT_AWD_FA861220F0527_9700_FA861220D0027_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	MO	631463002	USA	MO	USA	C	NULL		NULL	WORLD WIDE TECHNOLOGY	677067	WORLD WIDE TECHNOLOGY, LLC	WORLD WIDE TECHNOLOGY	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0503_P00001_FA861220D0003_0	CONT_AWD_FA861220F0503_9700_FA861220D0003_9700	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	MO	631463002	USA	MO	USA	C	NULL		NULL	WORLD WIDE TECHNOLOGY	677067	WORLD WIDE TECHNOLOGY, LLC	WORLD WIDE TECHNOLOGY	ADVANCED BATTLE MANAGEMENT SYSTEM POST AWARD CONFERENCE	9700_9700_FA861220F0503_0_FA861220D0003_0	CONT_AWD_FA861220F0503_9700_FA861220D0003_9700	1275.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MA	NULL		NULL		NULL	964928464	682946	SYSTEMS & TECHNOLOGY RESEARCH LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0163_0_-NONE-_-NONE-	CONT_IDV_FA861221D0163_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MA	018016369	USA	MA	USA	C	NULL		NULL	964928464	682946	SYSTEMS & TECHNOLOGY RESEARCH LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_9700_FA861221F0667_0_FA861221D0163_0	CONT_AWD_FA861221F0667_9700_FA861221D0163_9700	3783.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large	X	USA	CA	921271874	USA	CA	USA	C	0		NULL	BAE SYSTEMS	683233	BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.	BAE SYSTEMS	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0504_P00001_FA861220D0004_0	CONT_AWD_FA861220F0504_9700_FA861220D0004_9700	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	CA	921271874	USA	CA	USA	C	0		NULL	BAE SYSTEMS	683233	BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.	BAE SYSTEMS	ADVANCED BATTLE MANAGEMENT SYSTEM POST AWARD CONFERENCE	9700_9700_FA861220F0504_0_FA861220D0004_0	CONT_AWD_FA861220F0504_9700_FA861220D0004_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Large: Big 6	X	USA	MO	631341939	USA	MO	USA	C	NULL		NULL	BOEING	683750	BOEING COMPANY, THE	BOEING	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0505_P00001_FA861220D0005_0	CONT_AWD_FA861220F0505_9700_FA861220D0005_9700	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large: Big 6	X	USA	MO	631341939	USA	MO	USA	C	NULL		NULL	BOEING	683750	BOEING COMPANY, THE	BOEING	ADVANCED BATTLE MANAGEMENT SYSTEM PREAWARD CONFERENCE	9700_9700_FA861220F0505_0_FA861220D0005_0	CONT_AWD_FA861220F0505_9700_FA861220D0005_9700	3800.0000	1
