"CSIScontractID","Action_Obligation","IsClosed","IsTerminated","LastCurrentCompletionDate","MinOfSignedDate","MaxBoostDate","MinOfEffectiveDate","IsComplete","StartFiscal_Year","topContractingOfficeAgencyID","topContractingOfficeID","topProductOrServiceCode","topPrincipalNAICScode","AgencyID","Customer","SubCustomer","UnmodifiedDays","qDuration","qLowCeiling","qHighCeiling","UnmodifiedContractObligatedAmount","UnmodifiedBase","UnmodifiedCeiling","UnmodifiedCurrentCompletionDate","UnmodifiedUltimateCompletionDate","UnmodifiedLastDateToOrder","IsModified","ChangeOrderBaseAndAllOptionsValue","SumOfisNewWork","NewWorkBaseAndAllOptionsValue","qNChg","pChangeOrderUnmodifiedBaseAndAll","CBre","qCRais","PlaceCountryISO3","UnmodifiedPlaceCountryISO3","AnyPlaceInternational","PlatformPortfolio","UnmodifiedPlatformPortfolio","ProductOrServiceArea","UnmodifiedProductOrServiceArea","SimpleArea","UnmodifiedSimpleArea","ObligatedAmountIsProducts","ObligatedAmountIsServices","ObligatedAmountIsRnD","UnmodifiedNumberOfOffersReceived","UnmodifiedIsFullAndOpen","UnmodifiedIsSomeCompetition","UnmodifiedIsOnlyOneSource","UnmodifiedIsUrgency","IsFullAndOpen","IsSomeCompetition","ObligatedAmountIsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","IsIDV","Offr","Comp","EffComp","Urg","Veh","IsIncentive","FxCb","Fee","IsUCA","UnmodifiedIsUCA","UCA","SumOfisChangeOrder","ChangeOrderCeilingGrowth","ChangeOrderCeilingRescision","SteadyScopeCeilingModification","AdminCeilingModification","EndingCeilingModification","OtherCeilingModification","p_CBre","Why_Outlier","p_ChangeOrderCeilingGrowth"
14094281,146453.19,1,0,2013-09-30,2011-09-23,2013-08-08,2011-10-01,1,2011,"2100","W912P9","R699","561320","2100","Defense","Army",191,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",10000,10000,10000,2012-03-31,2012-03-31,NA,TRUE,130000,0,0,"[   3,3316]",13,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,146453.19,NA,4,0,1,0,0,0,1,146453.19,0,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","FSS/GWAC",0,"Cost-Based","Other Fee",0,0,"Not UCA",5,130000,0,15000,0,-8546.81,0,13.9999,"Obligations at least half Orig+CRai",13.9999
28552894,25455,0,0,2014-05-30,2014-05-06,2014-06-06,2014-05-06,1,2014,"2100","W912P9","S201","561720","2100","Defense","Army",25,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",656.8,656.8,656.8,2014-05-30,2014-05-30,NA,TRUE,24798.2,0,0,"   1",37.756090133983,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,25455,NA,3,0,1,NA,0,0,1,25455,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,24798.2,0,0,0,0,0,38.7545676004872,"Obligations at least half Orig+CRai",38.7545676004872
18183270,257027,1,0,2010-10-26,2007-04-01,2007-12-20,2007-03-30,1,2007,"97AK","HC1013","D399","541519","97AK","Defense","Other DoD",29,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",7427,7427,7427,2007-04-29,2007-04-29,NA,TRUE,280603,0,0,"   1",37.7814730039047,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors",NA,"ICT","Services","Services",-28855,285882,NA,3,1,1,NA,0,1,1,257027,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,280603,0,0,-28855,0,0,38.7813383600377,"Obligations at least half Orig+CRai",38.7813383600377
24778328,111802.95,0,0,2014-04-04,2012-03-28,2013-03-26,2012-03-28,1,2012,"2100","W912DQ","C211","541310","2100","Defense","Army",365,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",5000,5000,5000,2013-03-27,2013-03-27,NA,TRUE,106802.95,0,0,"   1",21.36059,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,111802.95,NA,38,0,1,NA,0,0,1,111802.95,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,1,106802.95,0,0,0,0,0,22.36039,"Obligations at least half Orig+CRai",22.36039
24799198,2413889,0,0,2013-07-31,2010-09-19,2012-09-14,2010-09-20,1,2010,"2100","W912DY","N059","541512","2100","Defense","Army",102.041666666667,"[~2 months,~7 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",57421,57421,57421,2010-12-29,2010-12-29,NA,TRUE,2356468,1,0,"[   3,3316]",41.0384354156145,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ERS","ERS","Services","Services",NA,2413889,NA,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",6,2356468,0,0,0,0,0,42.0384180003831,"Obligations at least half Orig+CRai",42.0384180003831
60529813,6632.25,0,0,2016-01-26,2015-03-11,2015-04-15,2015-03-11,1,2015,"97AS","SP4500","S222","562211","97AS","Defense","DLA",322.041666666667,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",152.25,152.25,152.25,2016-01-26,2016-01-26,NA,TRUE,6480,0,0,"   1",42.5615763546798,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,6632.25,NA,7,0,1,NA,0,0,1,6632.25,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,6480,0,0,0,0,0,43.5550082101806,"Obligations at least half Orig+CRai",43.5550082101806
28238284,290213.4,1,0,2014-09-02,2014-08-14,2014-08-15,2014-08-13,1,2014,"2100","W912ES","Y1KB","237990","2100","Defense","Army",5,"[0 months,~2 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",25800,25800,25800,2014-08-18,2014-08-18,NA,TRUE,288654.25,0,0,"   1",11.1881492248062,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,290213.4,NA,2,0,1,NA,0,0,1,290213.4,NA,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,288654.25,0,0,0,-24240.85,0,12.1881104651163,"Obligations at least half Orig+CRai",12.1881104651163
26315952,7854,0,0,2013-12-15,2013-10-17,2014-03-17,2013-10-17,1,2014,"2100","W9128A","Y1JZ","236220","2100","Defense","Army",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,NA,TRUE,7854,0,0,"   2",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction",NA,"FRS&C",NA,"Services",NA,NA,7854,NA,2,NA,1,NA,0,0,1,7854,0,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,7854,0,0,0,0,0,Inf,"No Unmodified Ceiling",Inf
18194285,2408.9099,0,0,2011-09-07,2011-06-17,2011-09-08,2011-06-17,1,2011,"97AK","HC1013","D399","517110","97AK","Defense","Other DoD",15,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,2011-07-01,2011-07-01,NA,TRUE,2408.9099,0,0,"   1",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ICT","ICT","Services","Services",NA,2408.9099,NA,2,1,1,NA,0,1,1,2408.9099,NA,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,2408.9099,0,0,0,0,0,Inf,"No Unmodified Ceiling",Inf
1434214,0,1,0,NA,2007-09-11,2009-08-25,2007-09-11,1,2007,"5700",NA,"AC17","541511","5700","Defense","Air Force",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,2008-08-29,TRUE,7250000,0,0,"   2",Inf,"Ceiling Breach","[ 0.150,   Inf]",NA,NA,"Any International","Aircraft","Aircraft","R&D","R&D","R&D","R&D",NA,NA,0,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,7250000,0,0,0,0,0,Inf,"No Unmodified Ceiling",Inf
24887533,1372086.7305,0,0,2010-06-09,2008-09-05,2009-07-01,2008-09-05,1,2008,"2100","W912QR","C219","541330","2100","Defense","Army",2,"[0 months,~2 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",55581.6992,55581.6992,55581.6992,2008-09-06,2008-09-06,NA,TRUE,1566722.5821,1,0,"[   3,3316]",28.1877417324442,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,1372086.7305,NA,1,0,0,1,0,0,0,NA,1,1,"IDV","1","No Comp.","No Comp.","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",3,1566722.5821,0,0,0,0,0,29.1877237409107,"Obligations at least half Orig+CRai",29.1877237409107
25655572,205981.43,0,0,2014-06-12,2013-01-23,2014-04-08,2013-01-23,1,2013,"5700","FA3089","Y1AZ","236220","5700","Defense","Air Force",259.958333333333,"[~7 months-~1 year]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",15000,15000,15000,2013-10-09,2013-10-09,NA,TRUE,168931,0,0,"   1",11.2620666666667,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,205981.43,NA,31,0,1,NA,0,0,1,205981.43,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,168931,0,0,22050.43,0,0,12.262,"Obligations at least half Orig+CRai",12.262
24504770,7092483.8106,1,0,2012-01-04,2010-06-01,2011-09-29,2010-06-01,1,2010,"2100","W15P7T","R425","541712","2100","Defense","Army",30,"[0 months,~2 months)","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",1e+05,1e+05,1e+05,2010-06-30,2010-06-30,NA,TRUE,3272164,6,3853530,"[   3,3316]",32.72164,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","PAMS","PAMS","Services","Services",NA,7142476.67,NA,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Other Fee",0,0,"Not UCA",4,3272164,0,3803537.1406,0,-83217.33,0,33.72163,"Obligations at least half Orig+CRai",33.72163
10090818,936007.7629,0,0,2011-06-29,2010-03-19,2010-09-28,2010-03-19,1,2010,"5700","FA8770","D302","541512","5700","Defense","Air Force",103,"[~2 months,~7 months)","[1.0e+06,3.0e+07)","[1.0e+06,1.0e+07)",446984.7188,446984.7188,8349450,2010-06-29,2014-12-29,NA,TRUE,289097216,2,2890972,"   1",34.6247017468216,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ICT","ICT","Services","Services",NA,936007.7629,NA,4,1,1,NA,0,1,1,936007.7629,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,289097216,0,2890972,0,0,0,35.6247016270533,">=$250M, Insepect",35.6247016270533
8184888,7858,0,0,2007-09-29,2007-09-20,2007-09-27,2007-09-20,1,2007,"2100","W9124B","9150","424710","2100","Defense","Army",1,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",690,690,690,2007-09-20,2007-09-20,NA,TRUE,7168,0,0,"   1",10.3884057971014,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other Products","Other Products","Fuels","Fuels","Products","Products",7858,NA,NA,1,1,1,NA,0,1,1,7858,NA,NA,"def_detail/Pur","1","Comp.","1 Offer","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,7168,0,0,0,0,0,11.3869565217391,"Obligations at least half Orig+CRai",11.3869565217391
24539962,1219794.2227,0,0,2009-09-30,2007-07-17,2008-02-21,2007-07-17,1,2007,"2100","W52P1J","F110","562910","2100","Defense","Army",76,"[~2 months,~7 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",40671.8008,40671.8008,40671.8008,2007-09-30,2011-09-19,NA,TRUE,871073.875,2,529678.5,"   1",21.4171454881831,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,1219794.2227,NA,1,0,0,0,0,0,0,NA,0,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,871073.875,0,529678.5,-221629.9531,0,0,22.4171209011232,"Obligations at least half Orig+CRai",22.4171209011232
25046100,200567.8714,0,0,2011-01-21,2010-06-21,2010-12-21,2010-06-17,1,2010,"2100","W91WMC","D301","541513","2100","Defense","Army",36,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",288.49,288.49,288.49,2010-07-26,2010-07-26,NA,TRUE,200279.3814,0,0,"   2",694.233357828694,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ICT","ICT","Services","Services",NA,200567.8714,NA,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","FFP or No Fee",0,0,"Not UCA",2,200279.3814,0,0,0,0,0,695.229891504038,"Obligations at least half Orig+CRai",695.229891504038
24540647,588618,0,0,2012-09-30,2010-03-26,2010-09-23,2010-03-26,1,2010,"2100","W52P1J","F110","562910","2100","Defense","Army",281.041666666667,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",8674,8674,8674,2010-12-31,2010-12-31,NA,TRUE,426022,2,224821,"   2",49.1148259165322,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,588618,NA,1,0,0,0,0,0,0,NA,0,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,426022,0,153922,0,0,0,50.1147106294674,"Obligations at least half Orig+CRai",50.1147106294674
19159757,84487,0,0,2014-03-01,2012-08-10,2012-09-12,2012-08-10,1,2012,"1700","N69450","C219","562910","1700","Defense","Navy",52,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",5200,5200,5200,2012-09-30,2012-09-30,NA,TRUE,79287,0,0,"   1",15.2475,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,84487,NA,5,1,1,NA,0,1,1,84487,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Award Fee",NA,NA,NA,1,79287,0,0,0,0,0,16.2473076923077,"Obligations at least half Orig+CRai",16.2473076923077
7903081,45988,0,0,2010-02-11,2007-11-29,2010-01-21,2007-11-29,1,2008,"2100","W25G1V","J059","334511","2100","Defense","Army",153.958333333333,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",2500,2500,2500,2008-04-30,2008-04-30,NA,TRUE,36916,0,0,"[   3,3316]",14.7664,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ERS","ERS","Services","Services",NA,45988,NA,NA,0,1,NA,0,0,1,45988,NA,NA,"def_detail/Pur",NA,"Comp.",NA,"Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",3,36916,0,6572,0,0,0,15.766,"Obligations at least half Orig+CRai",15.766
60632410,2899.22,0,0,2016-06-21,2015-08-05,2015-08-27,2015-08-05,1,2015,"97AS","SP4500","S222","562211","97AS","Defense","DLA",322,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",153.25,153.25,153.25,2016-06-21,2016-06-21,NA,TRUE,2745.97,0,0,"   1",17.9182381729201,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,2899.22,NA,4,0,1,NA,0,0,1,2899.22,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,2745.97,0,0,0,0,0,18.9117128874388,"Obligations at least half Orig+CRai",18.9117128874388
3016609,17401.7207,0,0,2010-03-12,2008-12-09,2009-10-21,2008-12-09,1,2009,"1700","N00104","4820","332911","1700","Defense","Navy",273.958333333333,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",400,400,400,2009-09-08,2009-09-08,NA,TRUE,17001.7207,0,0,"   1",42.50430175,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",17401.7207,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,17001.7207,0,0,0,0,0,43.50180175,"Obligations at least half Orig+CRai",43.50180175
26390973,168893.018,0,0,2014-08-31,2013-09-13,2013-09-23,2013-09-12,1,2013,"1700","M67004","R706","811310","1700","Defense","Navy",353,"[~7 months-~1 year]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",36058,36058,36058,2014-08-31,2014-08-31,NA,TRUE,217306.1875,0,0,"[   3,3316]",6.02657350657274,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other Services","Other Services","PAMS","PAMS","Services","Services",NA,250879.3774,NA,5,1,1,NA,0,1,1,250879.3774,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Fixed Fee",0,0,"Not UCA",4,689600.0625,-472293.875,-84471.1695,0,0,0,20.1247174690776,"At Least 1/2 After Change Order Rescision",20.1247174690776
7936895,125532205.7441,0,0,2016-07-31,2012-05-03,2015-05-01,2012-05-03,1,2012,"2100","W31P4Q","R425","541330","2100","Defense","Army",296.041666666667,"[~7 months-~1 year]","[1.0e+06,3.0e+07)","[1.0e+06,1.0e+07)",3978851,3978851,3978851.01,2013-02-22,2013-02-22,NA,TRUE,95529501.16,38,29106787.655,"[   3,3316]",24.0093184992117,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ordnance and Missiles","Ordnance and Missiles","PAMS","PAMS","Services","Services",NA,126175868.1816,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Cost-Based","Fixed Fee",0,0,"Not UCA",110,96614837.26,-1085336.1,28951521.655,-942665.8209,0,0,25.2820945084848,"Obligations at least half Orig+CRai",25.2820945084848
19254309,1725897.4219,0,0,2014-09-15,2012-07-16,2013-07-11,2012-07-16,1,2012,"1700","N62478","F999","562910","1700","Defense","Navy",791,"(~2 years+]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",17900,17900,17900,2014-09-14,2014-09-14,NA,TRUE,1652412,1,99315,"   1",92.3135195530726,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,1758763,NA,5,0,1,NA,0,0,1,1758763,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Award Fee",0,0,"Not UCA",1,1652412,0,55585.4219,0,0,0,93.3134636871508,"Obligations at least half Orig+CRai",93.3134636871508
24506710,328934,0,0,2013-07-22,2012-04-26,2012-10-22,2012-04-26,1,2012,"2100","W15P7T","5820","334220","2100","Defense","Army",305.041666666667,"[~7 months-~1 year]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",16059,16059,16059,2013-02-24,2013-02-24,NA,TRUE,312875,0,0,"   1",19.4828445108662,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","Electronics & Communications","Electronics & Communications","Products","Products",328934,NA,NA,1,0,0,0,0,0,0,NA,0,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,312875,0,0,0,0,0,20.4827822404882,"Obligations at least half Orig+CRai",20.4827822404882
26396571,194466.84,0,0,2014-09-30,2013-09-27,2016-01-13,2013-09-27,1,2013,"1700","N62649","J020","336611","1700","Defense","Navy",369,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,1,1,2014-09-30,2014-09-30,NA,TRUE,194465.84,0,0,"[   3,3316]",194465.84,"Ceiling Breach","[ 0.150,   Inf]","JPN","JPN","Any International","Ships & Submarines","Ships & Submarines","ERS","ERS","Services","Services",NA,194466.84,NA,1,1,1,NA,0,1,1,194466.84,NA,NA,"IDV","1","Comp.","1 Offer","Not Urgency","SINGLE AWARD IDC",1,"Cost-Based","Incentive",0,0,"Not UCA",3,194465.84,0,0,0,0,0,194465.84,"Obligations at least half Orig+CRai",194465.84
18783169,10935,0,0,2010-08-15,2010-03-08,2010-07-29,2010-03-09,1,2010,"1700","N00164","6105","811310","1700","Defense","Navy",31.9583333333333,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",690,690,690,2010-04-08,2010-04-08,NA,TRUE,10245,0,0,"   2",14.8478260869565,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","Engines & Power Plants","Engines & Power Plants","Products","Products",10935,NA,NA,4,0,1,NA,0,0,1,10935,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,10245,0,0,0,0,0,15.8463768115942,"Obligations at least half Orig+CRai",15.8463768115942
60350393,780000,0,0,2015-09-30,2014-11-12,2015-06-29,2014-10-01,1,2015,"2100","W91QVN","S114","221310","2100","Defense","Army",322.958333333333,"[~7 months-~1 year]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",20000,20000,20000,2015-09-30,2015-09-30,NA,TRUE,240000,0,0,"   1",12,"Ceiling Breach","[ 0.150,   Inf]","KOR","KOR","Any International","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,780000,NA,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,240000,0,520000,0,0,0,12.99995,"Obligations at least half Orig+CRai",12.99995
19128833,212846,0,0,2013-12-31,2007-05-16,2007-06-26,2007-05-16,1,2007,"1700","N62470","C219","562910","1700","Defense","Navy",15,"[0 months,~2 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",0,18660,18660,2007-05-30,2007-05-30,NA,TRUE,712846,3,0,"   2",38.201822079314,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,212846,NA,7,1,1,NA,0,1,1,212846,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",NA,"Combination or Other","Combination",0,0,"Not UCA",2,712846,0,-5e+05,0,0,0,39.201768488746,"At Least 1/2 After Steady Scope Rescision",39.201768488746
60921545,2220.8,0,0,2015-11-29,2015-01-12,2015-03-03,2015-01-12,1,2015,"97AS","SP4500","S222","562211","97AS","Defense","DLA",322,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",180,180,180,2015-11-29,2015-11-29,NA,TRUE,3160,1,-1119.2,"[   3,3316]",17.5555555555556,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,2220.8,NA,6,0,1,NA,0,0,1,2220.8,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,3,3200,-40,-1119.2,0,0,0,18.7722222222222,"Obligations at least half Orig+CRai",18.7722222222222
3031921,6467,0,0,2013-01-07,2011-11-21,2012-08-07,2011-11-21,1,2012,"1700","N00104","6680","334514","1700","Defense","Navy",120.958333333333,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",570,570,570,2012-03-20,2012-03-20,NA,TRUE,5897,0,0,"   1",10.3456140350877,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",6467,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",1,1,"UCA",1,5897,0,0,0,0,0,11.3438596491228,"Obligations at least half Orig+CRai",11.3438596491228
25049632,161965.877,0,0,2007-09-30,2006-11-01,2008-06-16,2006-10-30,1,2007,"2100","W91YU0","6550","325412","2100","Defense","Army",333.958333333333,"[~7 months-~1 year]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",15866,15866,15866,2007-09-30,2007-09-30,NA,TRUE,160693.7969,0,0,"   1",10.1281858628514,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other Products","Other Products","Clothing & Subsistence","Clothing & Subsistence","Products","Products",161965.877,NA,NA,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,160693.7969,0,-14593.9199,0,0,0,11.1281228349931,"Obligations at least half Orig+CRai",11.1281228349931
