fiscal_year	Customer	PlatformPortfolio	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	IsEntityAbove2018constant10ThousandThreshold	EntityCount	AllContractorCount	numberOfActions	ObligatedAmount
2016	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	28	42	325	5573508.8691
2017	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	41	41	248	2097056.9826
2002	Defense	Other Products	L	Large Vendor	PID	1	0	0	1	1	1	4	4	407	16877896.0000
2018	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	31	31	70	142892.9379
2005	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	21	29	160	156396556.0000
2016	Defense	Space Systems	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	29	29	275	73234786.8951
2002	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	262	546	3916	637134297.3126
2019	Defense	Ordnance and Missiles	B	Big Five	PID	1	1	1	1	1	1	5	5	5052	19697325371.0921
2019	Defense	Aircraft	J	Large: Big 5 JV	PID	1	0	1	1	1	1	3	3	5561	1840078282.1709
2013	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	25	28	92	1905594.2899
2012	Defense	Ordnance and Missiles	L	Large Vendor	PID	1	1	1	1	1	1	55	55	2632	2651644252.4354
2011	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	1	1	1	1	1	1	3	3	349	72115798.5539
1994	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	9	9	9	-88808.0000
1996	Defense	Missile Defense	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	5	5	8	764557.0000
1991	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	0	8	8	NULL	-516000.0000
1992	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	5	5	NULL	648183.0000
1990	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	1	1	NULL	124000.0000
1995	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	328	328	442	37901532.0000
1992	Defense	Other Services	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	22	22	NULL	267517054.0000
1996	Defense	Aircraft	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	1	15	15	15	413100.0000
1998	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	109	155	496	114612568.0000
1992	Defense	Land Vehicles	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	34	34	NULL	39721097.0000
1999	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	54	54	55	1531104.0000
2004	Defense	Aircraft	M	Medium Vendor	PID	1	0	0	0	1	1	1	1	1	31876.0000
1991	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	207	428	2	1428479596.0000
1990	Defense	Ships & Submarines	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	1	76	76	NULL	114409000.0000
1992	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	Duns	NULL	NULL	0	1	1	1	488	488	NULL	48601272.0000
1991	Defense	Space Systems	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	20	20	NULL	347643000.0000
1999	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	19	19	29	2599748.0000
2006	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	17	17	1	603.1800
2005	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	1	1	1	27540.0000
2014	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	7	7	0	0.0000
2008	Defense	Other Products	L	Large Vendor	Duns	1	1	1	1	1	1	1	1	1	1200.0000
2015	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	1	0	0	0	0	1	1	3	3594.0000
2003	Defense	Other Services	U	Unlabeled Vendor	Name	1	0	0	0	0	0	1	1	1	-905967.0000
2017	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	27	27	32	-75199.6501
2004	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	11	11	15	3503.0000
2007	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	1	1	0	0	0	0	15	15	28	19075.5800
2013	Defense	Other Products	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	25	25	36	32223.7100
2013	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	23	23	55	491292.5200
2008	Defense	Other Services	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	57	59	114	1150940.8815
2012	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	35	39	147	5615352.9556
2014	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	67	67	94	317809.4400
2004	Defense	Space Systems	M	Medium Vendor	PID	1	0	1	1	1	1	6	6	35	22068831.0000
2014	Defense	Space Systems	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	8	8	21	4551782.2000
2003	Defense	Land Vehicles	S	Always Small Vendor	PID	1	0	1	1	1	1	11	11	27	5241285.0000
2001	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	4	4	9	56225.0000
2011	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	136	136	1804	147546735.9046
2012	Defense	Other Products	M	Medium Vendor	PID	1	0	1	1	1	1	22	22	597	459601832.5661
2008	Defense	Other Products	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	310	422	3184	59150376.1112
2001	Defense	Other Services	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	272	272	561	52425870.0000
2019	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	9	9	NULL	0.0000
2003	Defense	Other Products	M	Medium Vendor	PID	1	1	1	1	1	1	14	14	2484	675649636.0000
2018	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	181	263	3358	1147448971.4118
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	5136	5136	21691	493940644.0762
2014	Defense	Other Products	L	Large Vendor	PID	1	1	1	1	1	1	89	89	158655	9046749388.9845
2013	Defense	Other R&D and Knowledge Based	L	Large Vendor	PID	1	1	1	1	1	1	100	100	21763	10517320024.1674
2008	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	153	200	1723	978081851.4944
2007	Defense	Other Products	M	Medium Vendor	PID	1	0	1	1	1	1	17	17	595	211255704.4391
1991	Defense	Aircraft	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	1	2	2	NULL	1568978.0000
1995	Defense	Land Vehicles	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	1	1	1	80400.0000
2014	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	2	2	3	702733.0000
1994	Defense	Other Services	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	85	119	819	226182497.0000
1994	Defense	Facilities and Construction	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	39	39	233	82871909.0000
1990	Defense	Ships & Submarines	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	1	299	299	NULL	33994000.0000
1996	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	0	3	3	7	-91362.0000
1998	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	2	2	3	-30913.0000
2014	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	2	2	2	8590.2300
2005	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	2	2	2	7000.0000
2018	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	0	1	1	1	9935.0000
2018	Defense	Ships & Submarines	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	2	2	2	5521.2102
2002	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	1	1	1	3458.0000
2019	Defense	Ordnance and Missiles	S	Always Small Vendor	PID	1	0	0	1	1	1	2	2	2	0.0000
2007	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	5	5	6	33559.0000
2011	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	6	6	10	5311.1899
2014	Defense	Land Vehicles	U	Unlabeled Vendor	Duns	1	1	1	1	1	1	1	1	3	0.0000
2016	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	2	2	0	0.0000
2010	Defense	Land Vehicles	M	Medium Vendor	PID	1	1	0	1	1	1	2	2	19	187122.0000
2010	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	6	6	0	0.0000
2010	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	86	86	148	417463.4690
2008	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	6	6	7	34879.3999
2016	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	3	3	0	0.0000
2016	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	6	6	13	307090.5452
2010	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	16	17	20	76810.6699
2007	Defense	Other Services	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	4	4	0	0.0000
2003	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	10	10	24	2429.0000
2019	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	18	18	69	1226092.7896
2012	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	6	6	15	206014.3515
2013	Defense	Other Services	L	Large Vendor	PID	1	0	0	1	1	1	2	2	5	-1191594.0000
2016	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	Duns	1	0	0	0	1	0	4	4	8	3854.7998
2018	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	22	22	43	432659.8400
2015	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	120	120	36702	139156145.1096
2003	Defense	Other Services	L	Large Vendor	PID	1	1	1	1	1	1	50	50	3369	4389085204.7393
2005	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	51	51	3533	3189955306.1250
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	135	171	980	25856194.6677
2012	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	757	757	2041	15209766.1431
2008	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	52	52	63	411748.5903
2007	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	3428	3428	19654	510185895.0366
2015	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	327	864	11124	1210191940.9967
2007	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	1	1	1	1	1	6	6	938	201163076.3572
2011	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	31	31	176	20349216.2183
2004	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	82	82	583	19044664.5698
2008	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	140	140	2461	27173824.5672
2018	Defense	Other Products	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	1	1	1	3456.3000
1997	Defense	Other Products	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	18	18	19	528561.0000
1991	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	10	10	NULL	11977714.0000
1995	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	8	8	24	6939717.0000
1992	Defense	Ordnance and Missiles	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	4	4	NULL	500656.0000
1997	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	1	1	1	228840.0000
2018	Defense	Facilities and Construction	M	Medium Vendor	Duns	1	1	1	1	1	1	1	1	1	525648.0000
2008	Defense	Missile Defense	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	1	1	1	0.0000
1991	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	192	363	NULL	648741920.0000
1999	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	124	124	133	3489598.0000
1992	Defense	Other Products	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	330	330	NULL	97735681.0000
1993	Defense	Land Vehicles	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	1	88	88	NULL	99869290.0000
1999	Defense	Other Services	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	22	22	61	7190681.0000
2013	Defense	Facilities and Construction	J	Large: Big 5 JV	PID	1	0	1	1	1	1	1	1	17	8182254.3900
2015	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	8	11	18	352733.1500
2012	Defense	Space Systems	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	1	1	1	8000.0000
2017	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	0	0.0000
2011	Defense	Ships & Submarines	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	0	0.0000
2013	Defense	Facilities and Construction	L	Large Vendor	PID	1	0	0	0	1	0	1	1	1	5000.0000
2007	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	6	6	3	15757.0000
2020	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	17	17	193	2622485.6013
2015	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	10	10	0	0.0000
2014	Defense	Other Services	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	16	16	0	0.0000
2001	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	2	2	3	40043.0000
2011	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	2	2	3	1378.8398
2004	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	21	30	186	8227309.0000
2019	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	76	82	191	5848034.7208
2008	Defense	Aircraft	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	12	13	33	10443338.4063
2005	Defense	Space Systems	S	Always Small Vendor	PID	1	0	1	1	1	1	15	15	111	31181661.5625
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PID	1	1	1	1	1	1	1	1	10	12092495.5200
2016	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	1	1	1	75145.0000
2003	Defense	Other Services	S	Always Small Vendor	PID	1	0	1	1	1	1	26	26	356	150697669.0000
2011	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	17	17	148	30873624.1866
2016	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	32	42	461	5701038.2843
2005	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	29	29	73	117305.0000
2015	Defense	Other Services	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	108	108	231	676747.0705
2010	Defense	Other Services	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	82	82	216	193856.5402
2013	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	479	479	9853	837678335.6211
2015	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	175	414	6479	359617157.9642
2020	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	172	279	1434	408154395.6935
2016	Defense	Aircraft	M	Medium Vendor	PID	1	1	1	1	1	1	22	22	1980	581433774.9090
2002	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	67	67	840	29851878.0000
2005	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	409	409	666	2198849.0000
1997	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	93	127	894	183328360.0000
1992	Defense	Space Systems	N	Sometimes Small Vendor	Duns	NULL	NULL	0	1	1	1	2	2	NULL	662621.0000
2003	Defense	Other Services	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	1	1	1	5242.0000
2016	Defense	Other Products	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	3	3	0	0.0000
2012	Defense	Aircraft	M	Medium Vendor	PID	1	1	0	0	1	1	1	1	4	6101.2000
2005	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	2	2	2	11255.0000
2004	Defense	Missile Defense	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	1	1	1	7727.0000
1999	Defense	Aircraft	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	26	26	93	58366514.0000
2003	Defense	Other Services	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	17	21	47	439826.0000
2019	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	2	2	2	7491.0000
2007	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	5	5	6	24626.1401
2010	Defense	Aircraft	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	1	1	0	0.0000
2003	Defense	Other Products	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	3	3	2	4843.0000
2004	Defense	NULL	S	Always Small Vendor	PID	1	0	1	1	1	1	1	1	3	669312.0000
2003	Defense	Ships & Submarines	M	Medium Vendor	PID	1	0	0	1	1	1	4	4	9	649910.0000
2020	Defense	Ships & Submarines	J	Large: Big 5 JV	PID	1	0	1	1	1	1	1	1	14	749606.0606
2005	Defense	Other Services	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	1	1	10	9021588.0000
2011	Defense	Missile Defense	S	Always Small Vendor	PID	1	0	1	1	1	1	7	7	20	1216328.8750
2004	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	NULL	1	1	2	5902.2402
2003	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	32	32	55	242514.0000
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	32	33	99	4677537.5302
2013	Defense	Other Services	S	Always Small Vendor	PID	1	0	1	1	1	1	12	12	855	349514651.3044
2008	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	104	104	231	13371427.9839
2013	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	44	44	214	1194039.3102
2019	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	2	2	NULL	0.0000
2020	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	23	23	122	291654.5313
2016	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	61	61	617	376251947.4695
2011	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	1031	1031	1597	6569269.2317
2004	Defense	Aircraft	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	15	17	69	5338663.0000
2003	Defense	Facilities and Construction	L	Large Vendor	Duns	1	1	1	1	1	1	1	1	204	172367748.0000
2002	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	57	73	335	22106856.0000
2016	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	65	65	305	59569244.8972
2020	Defense	Other Products	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	85	88	6656	16517801.7300
2004	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	32	36	161	40314439.0000
2007	Defense	Ships & Submarines	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	12	428	34921290.3123
2001	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	9	9	11	297010.0000
2002	Defense	Other Products	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	245	245	752	47290516.0000
2005	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	404	404	793	10547.0000
2001	Defense	Facilities and Construction	M	Medium Vendor	PID	1	1	1	1	1	1	31	31	1742	614995470.0000
2004	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	246	287	1001	30932441.0000
2019	Defense	Other Products	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	1657	1657	116566	347943959.3394
2015	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	284	284	714	4462820.4315
2018	Defense	Other Services	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	158	158	481	517068.2801
2006	Defense	Other Products	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	27	29	1447	528284248.0000
1993	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	46	46	5	1403256630.0000
1993	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	6	6	NULL	719035.0000
1991	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	7	7	NULL	969000.0000
1994	Defense	Other Products	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	10	10	10	268897.0000
1991	Defense	Facilities and Construction	M	Medium Vendor	PID	NULL	NULL	0	0	1	1	1	1	NULL	26000.0000
1995	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	1	1	2	-308726.0000
2011	Defense	Aircraft	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	1	1	0	0.0000
2005	Defense	Land Vehicles	S	Always Small Vendor	PID	1	0	0	0	1	1	1	1	1	15000.0000
2013	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	1	1	0	0.0000
2015	Defense	Aircraft	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	1	1	2	-6315.0000
1991	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	577	577	NULL	1206730538.0000
1992	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	1	518	518	NULL	384706638.0000
2008	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	6	6	11	68211.0000
2015	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	1	0	0	0	0	3	3	4	-3000.0000
2015	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PID	1	0	0	0	1	1	3	3	5	54450.0005
2004	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	0	0.0000
2013	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	1	2	0	0.0000
2000	Defense	Other Products	M	Medium Vendor	PID	NULL	NULL	0	0	0	0	1	1	0	0.0000
2011	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	7	7	10	-81072.7700
2016	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	11	11	0	0.0000
2013	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	11	12	0	0.0000
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	14	14	1	11600.0000
2011	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	8	8	0	0.0000
2018	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	1	1	0	0	1	0	1	1	27	43369.6001
2018	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PID	1	0	0	0	1	0	3	3	5	-7549.8201
2017	Defense	Space Systems	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	69	69	109	9988912.5608
2014	Defense	Other Products	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	15	17	43	106752.8700
2011	Defense	Other Services	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	11	11	23	69974.7397
2006	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	1	1	0	0	1	0	1	1	5	8788.0000
2005	Defense	Other Products	L	Large Vendor	Duns	1	1	1	1	1	1	1	1	10	4592.0000
2019	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	37	39	120	795904.6422
2001	Defense	NULL	L	Large Vendor	PID	1	0	1	1	1	1	2	2	4	164939.8125
2010	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	99	99	233	1756136.3161
2005	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	12	12	52	414203.0000
2002	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	1	0	0	1	1	1	25	25	51	4032122.0000
2016	Defense	Facilities and Construction	M	Medium Vendor	Duns	1	1	0	0	0	0	6	6	10	3927.4299
2007	Defense	Other Services	S	Always Small Vendor	PID	1	0	1	1	1	1	26	26	383	163616956.1399
2007	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	104	104	169	66043.5800
2006	Defense	Other Services	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	39	43	145	7340153.0000
2006	Defense	NULL	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	4	4	4	-485487.0000
2007	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	194	194	545	3224212.8394
2011	Defense	Ships & Submarines	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	29	35	230	57695717.0499
2019	Defense	Other Services	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	20	20	278	1613353.0461
