contract_award_unique_key	NY Judgement	reasons																			
CONT_AWD_0012_9700_N0038311D002M_9700	O	"F414 FS PBL awarded in July 2011 (4year), F414 DCS PBL awarded in january 2011 (3year) (https://www.dau.edu/sites/default/files/Migrated/CopDocuments/Component%20USN%20F414%20Engine.pdf)"																			
CONT_AWD_0005_9700_N0038310D001M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0007_9700_N0038310D001M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0008_9700_N0038310D001M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0003_9700_N0038310D001M_9700	O	PBL transaction description																			
CONT_AWD_0018_9700_N0038304D014M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0019_9700_N0038304D014M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0020_9700_N0038304D014M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0001_9700_N0038310D001M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0002_9700_N0038310D001M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0022_9700_N0038304D014M_9700	O	PBL transaction description																			
CONT_AWD_0002_9700_N0038313D001M_9700	O	ZBL code																			
CONT_AWD_0007_9700_N0038313D001M_9700	O	ZBL code																			
CONT_AWD_0005_9700_N0038313D001M_9700	O	ZBL code																			
CONT_AWD_0006_9700_N0038313D001M_9700	O	ZBL code																			
CONT_AWD_0003_9700_N0038313D001M_9700	O	ZBL code																			
CONT_AWD_0004_9700_N0038313D001M_9700	O	ZBL code																			
CONT_AWD_0001_9700_N0038310D027G_9700	O	ZBL code																			
CONT_AWD_0017_9700_N0038304D014M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0002_9700_N0001914D0028_9700	O	description word 'performance-based'																			
CONT_AWD_0002_9700_N0038311D002M_9700	O	"F414 PBL, same company"																			
CONT_AWD_0014_9700_N0038304D014M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0015_9700_N0038304D014M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0016_9700_N0038304D014M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0009_9700_N0038312D003M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0002_9700_N0038310D027G_9700	O	ZBL code																			
CONT_AWD_0003_9700_N0038310D027G_9700	O	ZBL code																			
CONT_AWD_0001_9700_N0038315D004M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0002_9700_N0038315D004M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0003_9700_N0038315D004M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0004_9700_N0038315D004M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0013_9700_N0038310D001M_9700	O	PBL transaction description																			
CONT_AWD_0006_9700_N0038311D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_0010_9700_N0038315D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_0005_9700_N0038305D007G_9700	O	ZBL code																			
CONT_AWD_0019_9700_FA851914D0001_9700	O	description word 'performance based logistics'																			
CONT_AWD_0001_9700_N0038316D007P_9700	O	rockwellcollins article																			
CONT_AWD_N0038323F0W90_9700_N0038320DW901_9700	O	"description includes ""PBL"" and ""pop"""																			
CONT_AWD_0015_9700_N0038312D003M_9700	O	PBL transaction description																			
CONT_AWD_N0038320F0US1_9700_N0038319DUS01_9700	O	"F404 PBL award, same recipient"																			
CONT_AWD_N0038322F0W90_9700_N0038320DW901_9700	O	"description includes ""PBL"" and ""period of performance"""																			
CONT_AWD_0017_9700_FA851914D0001_9700	O	description word 'performance based logistics'																			
CONT_AWD_0006_9700_N0038317D002C_9700	O	"F404 PBL award, same recipient"																			
CONT_AWD_FA851916F0025_9700_FA851914D0007_9700	O	description word 'performance based logistics'																			
CONT_AWD_0018_9700_FA851914D0001_9700	O	description word 'performance based logistics'																			
CONT_AWD_FA851719F0049_9700_FA852215D0001_9700	O	description word 'performance based logistics'																			
CONT_AWD_0003_9700_FA853509D0003_9700	O	PBL transaction description																			
CONT_AWD_FA851916F0026_9700_FA851914D0007_9700	O	description word 'performance based logistics'																			
CONT_AWD_0016_9700_N0038312D003M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0003_9700_N0038312D003M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0004_9700_N0038312D003M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0005_9700_N0038312D003M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0001_9700_FA852214D0003_9700	O	ZBL code																			
CONT_AWD_0001_9700_N0001914D0028_9700	O	description word 'performance-based'																			
CONT_AWD_N0038320F0US3_9700_N0038319DUS01_9700	O	"F404 PBL award, same recipient"																			
CONT_AWD_N6833520F0577_9700_N6833516D0022_9700	O	description word 'performance based logistics'																			
CONT_AWD_N0038321F0VX1_9700_N0038320DVX01_9700	O	description word 'performance based logistics'																			
CONT_AWD_SP470319F0004_9700_SP470317A0001_9700	O	"description includes ""PBL"" and ""period of performance"""																			
CONT_AWD_N6600119F0619_9700_N6600118D0174_9700	O	description word 'performance based logistics'																			
CONT_AWD_FA851916F0028_9700_FA851914D0007_9700	O	description word 'performance based logistics'																			
CONT_AWD_0012_9700_N0038312D003M_9700	O	PBL transaction description																			
CONT_AWD_FA851916F0023_9700_FA851914D0007_9700	O	description word 'performance based logistics'																			
CONT_AWD_N0038321F0VP0_9700_N0038319DVP01_9700	O	description word 'performance based logistics'																			
CONT_AWD_FA851916F0024_9700_FA851914D0007_9700	O	description word 'performance based logistics'																			
CONT_AWD_0026_9700_N6600114D0041_9700	O	description word 'performance based logistics'																			
CONT_AWD_0008_9700_N0038312D003M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0004_9700_N0038310D001M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0004_9700_N0038306D035D_9700	O	ZBL code																			
CONT_AWD_0014_9700_N0038306D035D_9700	O	ZBL code																			
CONT_AWD_N0038324F0VX1_9700_N0038320DVX01_9700	O	description word 'performance based logistics'																			
CONT_AWD_0006_9700_N0038310D001M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0006_9700_N0038312D003M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0007_9700_N0038312D003M_9700	O	description word 'performance based logistics'																			
CONT_AWD_0006_9700_N6600114D0041_9700	O	description word 'performance based logistics'																			
CONT_AWD_0173_9700_N6600112D0156_9700	O	description word 'performance based logistics'																			
CONT_AWD_1644_9700_N6600107D0029_9700	O	PBL transaction description																			
CONT_AWD_N0038318F0MC1_9700_N0038315D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_0037_9700_N6600114D0041_9700	O	description word 'performance based logistics'																			
CONT_AWD_SP470319F0005_9700_SP470317A0002_9700	O	"description includes ""PBL"" and ""period of performance"""																			
CONT_AWD_N6523622V7503_9700_-NONE-_-NONE-	O	description word 'performance based logistics'																			
CONT_AWD_GL98_9700_FA810405G0003_9700	O	"F404 PBL award, same recipient"																			
CONT_AWD_N0038319F0U50_9700_N0038319DU501_9700	O	#REF!																			
CONT_AWD_N0038323F0ZV0_9700_N0038322DZV01_9700	O	#REF!																			
CONT_AWD_N0038322F0ZV0_9700_N0038322DZV01_9700	O	#REF!																			
CONT_AWD_N0038320F0W20_9700_N0038320DW201_9700	O	#REF!																			
CONT_AWD_N0038325F0NE1_9700_N0038325DNE01_9700	O	#REF!																			
CONT_AWD_N0038322F0W20_9700_N0038320DW201_9700	O	#REF!																			
CONT_AWD_N0038323F0W20_9700_N0038320DW201_9700	O	#REF!																			
CONT_AWD_N0038324F0W20_9700_N0038320DW201_9700	O	#REF!																			
CONT_AWD_N0038319F0BG1_9700_N0038317DBG01_9700	O	#REF!																			
CONT_AWD_N0038321F0W80_9700_N0038320DW801_9700	O	#REF!																			
CONT_AWD_N0038323F0W80_9700_N0038320DW801_9700	O	#REF!																			
CONT_AWD_N0038324F0TH1_9700_N0038322DTH01_9700	O	#REF!																			
CONT_AWD_SPRHA123F0101_9700_SPRHA122D0001_9700	O	#REF!																			
CONT_AWD_N0038321F0WP2_9700_N0038320DWP01_9700	O	#REF!																			
CONT_AWD_N0038320F0WP0_9700_N0038320DWP01_9700	O	#REF!																			
CONT_AWD_N0038322F0W80_9700_N0038320DW801_9700	O	#REF!																			
CONT_AWD_N0038325F0NE0_9700_N0038325DNE01_9700	O	#REF!																			
CONT_AWD_N0038320F0WB0_9700_N0038320DWB01_9700	O	#REF!																			
CONT_AWD_N0038323F0SS0_9700_N0038322DSS01_9700	O	#REF!																			
CONT_AWD_N0038324F0SS1_9700_N0038322DSS01_9700	O	#REF!																			
CONT_AWD_N0038321F0PV0_9700_N0038318DPV01_9700	O	#REF!																			
CONT_AWD_N0038320F0PV0_9700_N0038318DPV01_9700	O	#REF!																			
CONT_AWD_N0038322F0WB0_9700_N0038320DWB01_9700	O	#REF!																			
CONT_AWD_N0038323F0AP0_9700_N0038323DAP01_9700	O	#REF!																			
CONT_AWD_N0038321F0WB0_9700_N0038320DWB01_9700	O	#REF!																			
CONT_AWD_N0038323F0WB0_9700_N0038320DWB01_9700	O	#REF!																			
CONT_AWD_N0038324F0W90_9700_N0038320DW901_9700	O	#REF!																			
CONT_AWD_0002_9700_N0010414DZD00_9700	O	#REF!																			
CONT_AWD_N0038324F0AP0_9700_N0038323DAP01_9700	O	#REF!																			
CONT_AWD_N0038323F0W90_9700_N0038320DW901_9700	O	#REF!																			
CONT_AWD_N0038322F0W90_9700_N0038320DW901_9700	O	#REF!																			
CONT_AWD_SP470319F0004_9700_SP470317A0001_9700	O	#REF!																			
CONT_AWD_SP470319F0005_9700_SP470317A0002_9700	O	#REF!																			
CONT_AWD_N0001921C0011_9700_-NONE-_-NONE-																					
CONT_AWD_N0038319F0U50_9700_N0038319DU501_9700	O	"description includes ""PBL"" and ""period of performance"""																			
CONT_AWD_W58RGZ17C0018_9700_-NONE-_-NONE-	O	description word 'performance based logistics'																			
CONT_AWD_W58RGZ19C0024_9700_-NONE-_-NONE-	O	PBL transaction description																			
CONT_AWD_W58RGZ08C0016_9700_-NONE-_-NONE-																					
CONT_AWD_N0038322F0W00_9700_N0038320DW001_9700	O	description word 'performance based logistics'																			
CONT_AWD_N0038323F0W00_9700_N0038320DW001_9700	O	description word 'performance based logistics'																			
CONT_AWD_N0038321F0W00_9700_N0038320DW001_9700	O	description word 'performance based logistics'																			
CONT_AWD_0012_9700_N0001909D0008_9700																					
CONT_AWD_N0038323F0ZV0_9700_N0038322DZV01_9700	O	"description includes ""PBL"" and ""period of performance"""																			
CONT_AWD_N0038325F0W00_9700_N0038320DW001_9700	O	2020-2027 PBL (https://www.navy.mil/Press-Office/Press-Releases/display-pressreleases/Article/2236705/naval-supply-signs-23-billion-uh-60-renewal-contract/)																			
CONT_AWD_N0038324F0W00_9700_N0038320DW001_9700	O	2020-2027 PBL (https://www.navy.mil/Press-Office/Press-Releases/display-pressreleases/Article/2236705/naval-supply-signs-23-billion-uh-60-renewal-contract/)																			
CONT_AWD_N0038322F0ZV0_9700_N0038322DZV01_9700	O	"description includes ""PBL"" and ""pop"""																			
CONT_AWD_W58RGZ11C0025_9700_-NONE-_-NONE-	O	description word 'performance based logistics'																			
CONT_AWD_N0038319F0ME0_9700_N0038315D008F_9700																					
CONT_AWD_N0038318F0ME0_9700_N0038315D008F_9700																					
CONT_AWD_SD86_9700_F3365799D0028_9700	O	description word 'performance-based'																			
CONT_AWD_N0038320F0W00_9700_N0038320DW001_9700	O	description word 'performance based logistics'																			
CONT_AWD_W58RGZ21C0016_9700_-NONE-_-NONE-	O	description word 'performance based logistics'																			
CONT_AWD_SPRBL119F0055_9700_SPRBL115D0017_9700	O	ZBL code																			
CONT_AWD_W56HZV23F0110_9700_W56HZV19D0054_9700																					
CONT_AWD_SD83_9700_F3365799D0028_9700	O	description word 'performance-based'																			
CONT_AWD_SPRPA120FCD01_9700_SPE4AX19D9410_9700	O	"DoD Contracts Annoucement on Jan.18, 2019 (Bell Boeing Joint Project Office, California, Maryland, has been awarded an estimated $143,863,184 firm-fixed-price requirements contract for performance based logistics and engineering support for the V-22 platform. This was a sole-source acquisition using justification 10 U.S. Code 2304 (c)(1), as stated in Federal Acquisition Regulation 6.302-1. This is an 11-month base contract with four one-year option periods. https://www.defense.gov/News/Contracts/Contract/Article/1736461/)"																			
CONT_AWD_W56HZV24F0155_9700_W56HZV24D0031_9700																					
CONT_AWD_SPRPA122FCD01_9700_SPE4AX19D9410_9700	O	"DoD Contracts Annoucement on Jan.18, 2019 (Bell Boeing Joint Project Office, California, Maryland, has been awarded an estimated $143,863,184 firm-fixed-price requirements contract for performance based logistics and engineering support for the V-22 platform. This was a sole-source acquisition using justification 10 U.S. Code 2304 (c)(1), as stated in Federal Acquisition Regulation 6.302-1. This is an 11-month base contract with four one-year option periods. https://www.defense.gov/News/Contracts/Contract/Article/1736461/)"																			
CONT_AWD_SPRPA121FCD01_9700_SPE4AX19D9410_9700	O	"DoD Contracts Annoucement on Jan.18, 2019 (Bell Boeing Joint Project Office, California, Maryland, has been awarded an estimated $143,863,184 firm-fixed-price requirements contract for performance based logistics and engineering support for the V-22 platform. This was a sole-source acquisition using justification 10 U.S. Code 2304 (c)(1), as stated in Federal Acquisition Regulation 6.302-1. This is an 11-month base contract with four one-year option periods. https://www.defense.gov/News/Contracts/Contract/Article/1736461/)"																			
CONT_AWD_N0038319F0VP0_9700_N0038319DVP01_9700	O	description word 'performance based logistics'																			
CONT_AWD_W58RGZ24C0028_9700_-NONE-_-NONE-	O	description word 'performance based logistics'																			
CONT_AWD_N0038322F0U02_9700_N0038319DU001_9700																					
CONT_AWD_0005_9700_N0038304D028N_9700																					
CONT_AWD_SPE4AX19F0903_9700_SPE4AX15D9412_9700																					
CONT_AWD_N0038320F0W20_9700_N0038320DW201_9700	O	"description includes ""PBL"" and ""period of performance"""																			
CONT_AWD_0001_9700_N0038315D008F_9700	O	"H60 tip-to-tail, same company"																			
CONT_AWD_SPRPA123FCD01_9700_SPE4AX19D9410_9700	O	"DoD Contracts Annoucement on Jan.18, 2019 (Bell Boeing Joint Project Office, California, Maryland, has been awarded an estimated $143,863,184 firm-fixed-price requirements contract for performance based logistics and engineering support for the V-22 platform. This was a sole-source acquisition using justification 10 U.S. Code 2304 (c)(1), as stated in Federal Acquisition Regulation 6.302-1. This is an 11-month base contract with four one-year option periods. https://www.defense.gov/News/Contracts/Contract/Article/1736461/)"																			
CONT_AWD_N0038323F0DM0_9700_N0038323DDM01_9700	O	"F414 PBL, same company"																			
CONT_AWD_SPRPA119FCD01_9700_SPE4AX19D9410_9700	O	"DoD Contracts Annoucement on Jan.18, 2019 (Bell Boeing Joint Project Office, California, Maryland, has been awarded an estimated $143,863,184 firm-fixed-price requirements contract for performance based logistics and engineering support for the V-22 platform. This was a sole-source acquisition using justification 10 U.S. Code 2304 (c)(1), as stated in Federal Acquisition Regulation 6.302-1. This is an 11-month base contract with four one-year option periods. https://www.defense.gov/News/Contracts/Contract/Article/1736461/)"																			
CONT_AWD_N0038325F0NE1_9700_N0038325DNE01_9700	O	"DoD Contracts Annoucement on Nov. 21, 2024 (Raytheon Co., Marlborough, Massachusetts, is being awarded $185,800,634 for a ceiling-price, delivery order (N00383-25-F-0NE1) under a previously awarded performance based contract (N00383-25-D-NE01) for the repair, upgrade, or replacement of 160 parts in two of the 13 major subsystems of the Aegis Weapon System / https://www.defense.gov/News/Contracts/Contract/Article/3974996/ )"																			
CONT_AWD_0013_9700_N0001909D0008_9700																					
CONT_AWD_N0038321F0W20_9700_N0038320DW201_9700																					
CONT_AWD_SPE4AX18F2013_9700_SPE4AX15D9412_9700																					
CONT_AWD_N0038322F0W20_9700_N0038320DW201_9700	O	"description includes ""PBL"" and ""period of performance"""																			
CONT_AWD_N0038323F0W20_9700_N0038320DW201_9700	O	"description includes ""PBL"" and ""pop"""																			
CONT_AWD_SPRPA123F0022_9700_SPRPA114D002U_9700																					
CONT_AWD_SPRPA125F0008_9700_SPE4AX20D9001_9700																					
CONT_AWD_N0038324F0W20_9700_N0038320DW201_9700	O	"description includes ""PBL"" and ""pop"""																			
CONT_AWD_N0038324F0ZN1_9700_N0038321DZN01_9700	O	"F414 PBL, same company"																			
CONT_AWD_W31P4Q16C0028_9700_-NONE-_-NONE-	O	PBL transaction description																			
CONT_AWD_SPRPA120F0013_9700_SPRPA114D002U_9700																					
CONT_AWD_0018_9700_SPE4AX15D9412_9700																					
CONT_AWD_N0038322F0P63_9700_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038321F0ZN0_9700_N0038321DZN01_9700	O	"F414 PBL, same company"																			
CONT_AWD_W58RGZ14C0003_9700_-NONE-_-NONE-	O	ZBL code																			
CONT_AWD_SPE4AX20F5866_9700_SPE4AX20D9445_9700																					
CONT_AWD_SPRPA122F0041_9700_SPRPA114D002U_9700																					
CONT_AWD_0001_9700_N0038317DBG01_9700																					
CONT_AWD_SPRPA120F0009_9700_SPRPA114D002U_9700																					
CONT_AWD_SPRPA124F0027_9700_SPRPA114D002U_9700																					
CONT_AWD_SPE4A224F2130_9700_SPE4AX21D9416_9700																					
CONT_AWD_SPE4AX20F1125_9700_SPE4AX15D9412_9700																					
CONT_AWD_SPRPA122F0009_9700_SPE4AX20D9001_9700																					
CONT_AWD_SPRPA121F0002_9700_SPE4AX20D9001_9700																					
CONT_AWD_SPRPA123F0006_9700_SPE4AX20D9001_9700																					
CONT_AWD_0005_9700_N0038311D003F_9700	O	ZBL code																			
CONT_AWD_SPRBL124F0013_9700_SPRBL115D0017_9700	O	ZBL code																			
CONT_AWD_SPE4AX24F1403_9700_SPE4AX20D9445_9700																					
CONT_AWD_N0038323F0TH1_9700_N0038322DTH01_9700																					
CONT_AWD_SPE4AX24F4901_9700_SPE4AX23D9420_9700																					
CONT_AWD_SPE4AX23F1225_9700_SPE4AX20D9445_9700																					
CONT_AWD_SPRPA124F0011_9700_SPE4AX20D9001_9700																					
CONT_AWD_SPRPA120F0006_9700_SPE4AX20D9001_9700																					
CONT_AWD_N0038322F0P62_9700_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_AWD_SPRPA121F0017_9700_SPRPA114D002U_9700																					
CONT_AWD_SPE4AX22F1140_9700_SPE4AX15D9412_9700																					
CONT_AWD_SPRPA120F0010_9700_SPRPA114D002U_9700																					
CONT_AWD_N0038320F0P64_9700_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_AWD_SPE4AX20F5910_9700_SPE4AX15D9412_9700																					
CONT_AWD_N0038322F0TH1_9700_N0038322DTH01_9700																					
CONT_AWD_SPE4A522F3610_9700_SPE4AX20D9002_9700																					
CONT_AWD_SPRPA121F0007_9700_SPRPA114D002U_9700																					
CONT_AWD_N0038319F0BG3_9700_N0038317DBG01_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038319F0BG1_9700_N0038317DBG01_9700	O	"description includes ""PBL"" and ""pop"""																			
CONT_AWD_N0038319F0BG4_9700_N0038317DBG01_9700																					
CONT_AWD_0009_9700_N0038311D001M_9700	O	"F404 PBL award, same recipient"																			
CONT_AWD_SPRPA124F0046_9700_SPRPA122D0001_9700																					
CONT_AWD_SPRHA124F0072_9700_SPRHA122D0001_9700																					
CONT_AWD_SPE4AX23F4868_9700_SPE4AX23D9420_9700																					
CONT_AWD_SPRPA123F0026_9700_SPRPA122D0001_9700																					
CONT_AWD_N0038319F0P61_9700_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038320F0P63_9700_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038321F0P60_9700_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038321F0P62_9700_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038321F0P63_9700_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038319F0P63_9700_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038320F0P60_9700_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038318F0BG2_9700_N0038317DBG01_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038318F0BG4_9700_N0038317DBG01_9700	O	"F414 PBL, same company"																			
CONT_AWD_SPRPA123F0016_9700_SPRPA114D002U_9700																					
CONT_AWD_N0038318F0BG0_9700_N0038317DBG01_9700																					
CONT_AWD_N0038319F0P62_9700_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038318F0BG3_9700_N0038317DBG01_9700	O	"F414 PBL, same company"																			
CONT_AWD_0005_9700_N0038314D001M_9700	O	ZBL code																			
CONT_AWD_0010_9700_N0038314D001M_9700																					
CONT_AWD_SD93_9700_F3365799D0028_9700	O	description word 'performance based logistics'																			
CONT_AWD_SPRPA121F0028_9700_SPRPA121D9004_9700																					
CONT_AWD_SD96_9700_F3365799D0028_9700																					
CONT_AWD_0008_9700_N0038311D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_0005_9700_N0038311D001M_9700	O	"F414 FS PBL awarded in July 2011 (4year), F414 DCS PBL awarded in january 2011 (3year) (https://www.dau.edu/sites/default/files/Migrated/CopDocuments/Component%20USN%20F414%20Engine.pdf)"																			
CONT_AWD_SD08_9700_FA861614D6060_9700	O	description word 'performance based logistics'																			
CONT_AWD_0004_9700_N0038314D001M_9700	O	ZBL code																			
CONT_AWD_0001_9700_N0038314D001M_9700	O	ZBL code																			
CONT_AWD_0003_9700_N0038314D001M_9700	O	ZBL code																			
CONT_AWD_0002_9700_N0038314D001M_9700	O	ZBL code																			
CONT_AWD_0007_9700_N0038314D001M_9700																					
CONT_AWD_0008_9700_N0038314D001M_9700																					
CONT_AWD_0011_9700_N0038314D001M_9700																					
CONT_AWD_SPE4AX22F1148_9700_SPE4AX21D9416_9700																					
CONT_AWD_SPE4A521F3331_9700_SPE4AX19D9400_9700																					
CONT_AWD_SD05_9700_FA861614D6060_9700	O	description word 'performance-based'																			
CONT_AWD_0010_9700_N0038307D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038319F0P60_9700_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_AWD_SD1G_9700_F3365799D0028_9700	O	description word 'performance based logistics'																			
CONT_AWD_N0038320F0W80_9700_N0038320DW801_9700																					
CONT_AWD_SPRPA120F0018_9700_SPRPA120D005U_9700																					
CONT_AWD_0006_9700_N0038314D001M_9700																					
CONT_AWD_SPRPA121F0010_9700_SPRPA114D002U_9700																					
CONT_AWD_0007_9700_N0038311D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038318F0BG1_9700_N0038317DBG01_9700																					
CONT_AWD_SPE4A523F3052_9700_SPE4AX20D9002_9700																					
CONT_AWD_SD1F_9700_F3365799D0028_9700	O	description word 'performance-based'																			
CONT_AWD_N0038321F0W80_9700_N0038320DW801_9700	O	"description includes ""PBL"" and ""pop"""																			
CONT_AWD_0001_9700_W15P7T07DN201_9700	O	description word 'performance based logistics'																			
CONT_AWD_0015_9700_N0038307D001M_9700																					
CONT_AWD_FA811017F0003_9700_FA861614D6060_9700	O	description word 'performance-based'																			
CONT_AWD_0012_9700_N0038307D001M_9700																					
CONT_AWD_0002_9700_N0038309D010F_9700	O	"H60 tip-to-tail, same company"																			
CONT_AWD_SD14_9700_FA861614D6060_9700	O	description word 'performance-based'																			
CONT_AWD_0001_9700_N0038309D010F_9700																					
CONT_AWD_0002_9700_N0038311D001M_9700																					
CONT_AWD_0001_9700_N0038311D001M_9700																					
CONT_AWD_SPE4AX22F1166_9700_SPE4AX20D9445_9700																					
CONT_AWD_SD1B_9700_F3365799D0028_9700	O	description word 'performance based logistics'																			
CONT_AWD_N0038323F0W80_9700_N0038320DW801_9700	O	"description includes ""PBL"" and ""pop"""																			
CONT_AWD_SPRPA124F0052_9700_SPRPA120D9401_9700																					
CONT_AWD_N0038324F0TH1_9700_N0038322DTH01_9700	O	"description includes ""PBL"" and ""period performance"""																			
CONT_AWD_SD02_9700_FA861614D6060_9700	O	description word 'performance based logistics'																			
CONT_AWD_SPRPA123F0024_9700_SPRPA120D9401_9700																					
CONT_AWD_SPRPA122F0043_9700_SPRPA120D9401_9700																					
CONT_AWD_0127_9700_N6833509D0006_9700																					
CONT_AWD_SPRPA120F0016_9700_SPRPA120D9401_9700																					
CONT_AWD_SPRPA121F0025_9700_SPRPA120D9401_9700																					
CONT_AWD_N0038321F0P61_9700_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_AWD_0013_9700_N0038315D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_FA811019F0003_9700_FA861614D6060_9700	O	description word 'performance-based'																			
CONT_AWD_0004_9700_N0038311D001M_9700																					
CONT_AWD_SD90_9700_F3365799D0028_9700	O	description word 'performance based logistics'																			
CONT_AWD_SPRHA123F0101_9700_SPRHA122D0001_9700	O	"description includes ""PBL"" and ""pop"""																			
CONT_AWD_N0038318F0MC0_9700_N0038315D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038321F0WP2_9700_N0038320DWP01_9700	O	"description includes ""PBL"" and ""pop"""																			
CONT_AWD_0013_9700_N0038307D001M_9700																					
CONT_AWD_0008_9700_N0038315D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_0006_9700_N0038315D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_0007_9700_N0038315D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_0014_9700_N0038315D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_0001_9700_N0038315D001M_9700																					
CONT_AWD_0004_9700_N0038315D001M_9700																					
CONT_AWD_0003_9700_N0038315D001M_9700																					
CONT_AWD_0002_9700_N0038315D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038320F0WP0_9700_N0038320DWP01_9700	O	"description includes ""PBL"" and ""pop"""																			
CONT_AWD_0008_9700_N0038307D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038322F0W80_9700_N0038320DW801_9700	O	"description includes ""PBL"" and ""pop"""																			
CONT_AWD_N0038318F0N91_9700_N0038318DN901_9700	O	"F414 PBL, same company"																			
CONT_AWD_SD1R_9700_F3365799D0028_9700	O	description word 'performance-based'																			
CONT_AWD_N0038320F0P62_9700_N0038318DP601_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038325F0NE0_9700_N0038325DNE01_9700	O	"description includes ""PBL"" and ""pop"""																			
CONT_AWD_N0038318F0N90_9700_N0038318DN901_9700	O	"F414 PBL, same company"																			
CONT_AWD_SPRHA124F0064_9700_SPRHA122D0001_9700																					
CONT_AWD_SPRMM120FDK02_9700_SPRMM118GDK01_9700																					
CONT_AWD_0020_9700_N0038311D002M_9700																					
CONT_AWD_0005_9700_N0010414DZD00_9700																					
CONT_AWD_0016_9700_N0038311D001M_9700																					
CONT_AWD_0030_9700_N0038303D011M_9700																					
CONT_AWD_0034_9700_N0038303D011M_9700																					
CONT_AWD_0026_9700_N0038303D011M_9700	O	"F404 PBL award, same recipient"																			
CONT_AWD_0040_9700_N0038303D011M_9700	O	"F404 PBL award, same recipient"																			
CONT_AWD_0009_9700_N0038307D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_0011_9700_N0038307D001M_9700	O	"F414 PBL, same company"																			
CONT_AWD_N0038318F0MF0_9700_N0038316D001F_9700	O	ZBL code																			
CONT_AWD_SPE4A524F3871_9700_SPE4AX20D9002_9700																					
CONT_AWD_SD99_9700_F3365799D0028_9700	O	description word 'performance based logistics'																			
CONT_AWD_0011_9700_N0038311D002M_9700	O	"F414 FS PBL awarded in July 2011 (4year), F414 DCS PBL awarded in january 2011 (3year) (https://www.dau.edu/sites/default/files/Migrated/CopDocuments/Component%20USN%20F414%20Engine.pdf)"																			
CONT_AWD_SD13_9700_FA861614D6060_9700	O	description word 'performance-based'																			
