"","Filename","Geographic.area.name","X.","X1997.NAICS.code","Meaning.of.1997.NAICS.code","X..1","Meaning.of.Type.of.operation.or.tax.status.code","X..2","Year","Number.of.establishments","Value.of.sales..shipments..receipts..revenue..or.business.done...1.000.","Annual.payroll...1.000.","Paid.employees.for.pay.period.including.March.12..number.","X2002.NAICS.code","Meaning.of.2002.NAICS.code","Number.of.paid.employees.for.pay.period.including.March.12","Relative.standard.error.of.estimate.of.number.of.establishments....","Relative.standard.error.of.estimate.of.the.value.of.business.done","Relative.standard.error.of.estimate.of.total.payroll....","Relative.standard.error.of.estimate.of.total.number.of.employees....","X2007.NAICS.code","Meaning.of.2007.NAICS.code","Number.of.paid.employees.for.period.including.March.12"
"2193","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","20,300","33,426,431","5,834,947",NA,NA,NA,NA,NA,NA,NA,NA,"44132","Tire dealers","171,755"
"2194","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","20,127","29,501,396","5,582,498",NA,NA,NA,NA,NA,NA,NA,NA,"44132","Tire dealers","173,907"
"2195","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","20,300","33,426,431","5,834,947",NA,NA,NA,NA,NA,NA,NA,NA,"441320","Tire dealers","171,755"
"2196","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","20,127","29,501,396","5,582,498",NA,NA,NA,NA,NA,NA,NA,NA,"441320","Tire dealers","173,907"
"2197","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","51,635","89,057,513","11,485,414",NA,NA,NA,NA,NA,NA,NA,NA,"442","Furniture and home furnishings stores","424,651"
"2198","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","65,144","108,220,081","14,882,633",NA,NA,NA,NA,NA,NA,NA,NA,"442","Furniture and home furnishings stores","557,477"
"2199","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","23,657","48,783,521","6,354,196",NA,NA,NA,NA,NA,NA,NA,NA,"4421","Furniture stores","191,149"
"2200","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","28,834","58,172,947","7,975,034",NA,NA,NA,NA,NA,NA,NA,NA,"4421","Furniture stores","266,374"
"2201","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","23,657","48,783,521","6,354,196",NA,NA,NA,NA,NA,NA,NA,NA,"44211","Furniture stores","191,149"
"2202","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","28,834","58,172,947","7,975,034",NA,NA,NA,NA,NA,NA,NA,NA,"44211","Furniture stores","266,374"
"2203","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","23,657","48,783,521","6,354,196",NA,NA,NA,NA,NA,NA,NA,NA,"442110","Furniture stores","191,149"
"2204","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","28,834","58,172,947","7,975,034",NA,NA,NA,NA,NA,NA,NA,NA,"442110","Furniture stores","266,374"
"2205","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","27,978","40,273,992","5,131,218",NA,NA,NA,NA,NA,NA,NA,NA,"4422","Home furnishings stores","233,502"
"2206","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","36,310","50,047,134","6,907,599",NA,NA,NA,NA,NA,NA,NA,NA,"4422","Home furnishings stores","291,103"
"2207","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","11,373","14,743,653","2,160,056",NA,NA,NA,NA,NA,NA,NA,NA,"44221","Floor covering stores","60,418"
"2208","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","14,534","21,174,151","3,219,963",NA,NA,NA,NA,NA,NA,NA,NA,"44221","Floor covering stores","89,420"
"2209","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","11,373","14,743,653","2,160,056",NA,NA,NA,NA,NA,NA,NA,NA,"442210","Floor covering stores","60,418"
"2210","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","14,534","21,174,151","3,219,963",NA,NA,NA,NA,NA,NA,NA,NA,"442210","Floor covering stores","89,420"
"2211","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","16,605","25,530,339","2,971,162",NA,NA,NA,NA,NA,NA,NA,NA,"44229","Other home furnishings stores","173,084"
"2212","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","21,776","28,872,983","3,687,636",NA,NA,NA,NA,NA,NA,NA,NA,"44229","Other home furnishings stores","201,683"
"2213","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","1,720","972,900","160,761",NA,NA,NA,NA,NA,NA,NA,NA,"442291","Window treatment stores","6,004"
"2214","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","2,652","1,546,007","259,954",NA,NA,NA,NA,NA,NA,NA,NA,"442291","Window treatment stores","9,626"
"2215","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","14,885","24,557,439","2,810,401",NA,NA,NA,NA,NA,NA,NA,NA,"442299","All other home furnishings stores","167,080"
"2216","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","19,124","27,326,976","3,427,682",NA,NA,NA,NA,NA,NA,NA,NA,"442299","All other home furnishings stores","192,057"
"2217","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","46,789","100,846,140","9,956,881",NA,NA,NA,NA,NA,NA,NA,NA,"443","Electronics and appliance stores","415,669"
"2218","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","50,803","109,014,992","11,219,666",NA,NA,NA,NA,NA,NA,NA,NA,"443","Electronics and appliance stores","486,483"
"2219","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","46,789","100,846,140","9,956,881",NA,NA,NA,NA,NA,NA,NA,NA,"4431","Electronics and appliance stores","415,669"
"2220","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","50,803","109,014,992","11,219,666",NA,NA,NA,NA,NA,NA,NA,NA,"4431","Electronics and appliance stores","486,483"
"2221","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","36,411","71,947,316","7,278,995",NA,NA,NA,NA,NA,NA,NA,NA,"44311","Appliance, television, and other electronics stores","306,797"
"2222","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","38,387","85,145,069","8,647,513",NA,NA,NA,NA,NA,NA,NA,NA,"44311","Appliance, television, and other electronics stores","379,419"
"2223","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","8,305","16,168,378","1,902,325",NA,NA,NA,NA,NA,NA,NA,NA,"443111","Household appliance stores","62,233"
"2224","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","9,336","17,501,247","2,091,185",NA,NA,NA,NA,NA,NA,NA,NA,"443111","Household appliance stores","70,045"
"2225","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","28,106","55,778,938","5,376,670",NA,NA,NA,NA,NA,NA,NA,NA,"443112","Radio, television, and other electronics stores","244,564"
"2226","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","27,435 (r)","63,569,800 (r)","6,077,004 (r)",NA,NA,NA,NA,NA,NA,NA,NA,"443112","Radio, television, and other electronics stores","295,158 (r)"
"2227","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","9,336","26,184,842","2,358,789",NA,NA,NA,NA,NA,NA,NA,NA,"44312","Computer and software stores","99,923"
"2228","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","10,428","19,972,963","2,158,114",NA,NA,NA,NA,NA,NA,NA,NA,"44312","Computer and software stores","92,777"
"2229","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","9,336","26,184,842","2,358,789",NA,NA,NA,NA,NA,NA,NA,NA,"443120","Computer and software stores","99,923"
"2230","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","10,428","19,972,963","2,158,114",NA,NA,NA,NA,NA,NA,NA,NA,"443120","Computer and software stores","92,777"
"2231","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","1,042","2,713,982","319,097",NA,NA,NA,NA,NA,NA,NA,NA,"44313","Camera and photographic supplies stores","8,949"
"2232","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","1,988","3,896,960","414,039",NA,NA,NA,NA,NA,NA,NA,NA,"44313","Camera and photographic supplies stores","14,287"
"2233","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","1,042","2,713,982","319,097",NA,NA,NA,NA,NA,NA,NA,NA,"443130","Camera and photographic supplies stores","8,949"
"2234","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","1,988","3,896,960","414,039",NA,NA,NA,NA,NA,NA,NA,NA,"443130","Camera and photographic supplies stores","14,287"
"2235","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","78,282","279,139,970","33,541,585",NA,NA,NA,NA,NA,NA,NA,NA,"444","Building material and garden equipment and supplies dealers","1,144,716"
"2236","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","91,070","318,320,271","37,709,991",NA,NA,NA,NA,NA,NA,NA,NA,"444","Building material and garden equipment and supplies dealers","1,331,322"
"2237","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","60,384","240,354,992","29,619,935",NA,NA,NA,NA,NA,NA,NA,NA,"4441","Building material and supplies dealers","997,558"
"2238","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","70,818","281,870,986","33,571,408",NA,NA,NA,NA,NA,NA,NA,NA,"4441","Building material and supplies dealers","1,164,426"
"2239","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","6,552","D","D",NA,NA,NA,NA,NA,NA,NA,NA,"44411","Home centers","m"
"2240","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","6,953","134,821,247","13,507,517",NA,NA,NA,NA,NA,NA,NA,NA,"44411","Home centers","579,442"
"2241","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","6,552","D","D",NA,NA,NA,NA,NA,NA,NA,NA,"444110","Home centers","m"
"2242","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","6,953","134,821,247","13,507,517",NA,NA,NA,NA,NA,NA,NA,NA,"444110","Home centers","579,442"
"2243","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","6,986","D","D",NA,NA,NA,NA,NA,NA,NA,NA,"44412","Paint and wallpaper stores","k"
"2244","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","7,860","10,052,960","1,262,492",NA,NA,NA,NA,NA,NA,NA,NA,"44412","Paint and wallpaper stores","35,491"
"2245","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","6,986","D","D",NA,NA,NA,NA,NA,NA,NA,NA,"444120","Paint and wallpaper stores","k"
"2246","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","7,860","10,052,960","1,262,492",NA,NA,NA,NA,NA,NA,NA,NA,"444120","Paint and wallpaper stores","35,491"
"2247","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","15,454","20,420,397","3,075,560",NA,NA,NA,NA,NA,NA,NA,NA,"44413","Hardware stores","133,953"
"2248","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","16,454","20,130,557","3,160,537",NA,NA,NA,NA,NA,NA,NA,NA,"44413","Hardware stores","143,738"
"2249","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","15,454","20,420,397","3,075,560",NA,NA,NA,NA,NA,NA,NA,NA,"444130","Hardware stores","133,953"
"2250","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","16,454","20,130,557","3,160,537",NA,NA,NA,NA,NA,NA,NA,NA,"444130","Hardware stores","143,738"
"2251","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","31,392","79,638,296","10,409,928",NA,NA,NA,NA,NA,NA,NA,NA,"44419","Other building material dealers","254,720"
"2252","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","39,551","116,866,222","15,640,862",NA,NA,NA,NA,NA,NA,NA,NA,"44419","Other building material dealers","405,755"
"2253","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","31,392","79,638,296","10,409,928",NA,NA,NA,NA,NA,NA,NA,NA,"444190","Other building material dealers","254,720"
"2254","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","39,551","116,866,222","15,640,862",NA,NA,NA,NA,NA,NA,NA,NA,"444190","Other building material dealers","405,755"
"2255","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","7,127","25,249,389","2,945,045",NA,NA,NA,NA,NA,NA,NA,NA,"4441901","Retail lumber yards","77,807"
"2256","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","10,015","42,451,784","4,982,611",NA,NA,NA,NA,NA,NA,NA,NA,"4441901","Retail lumber yards","140,358"
"2257","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","24,265","54,388,907","7,464,883",NA,NA,NA,NA,NA,NA,NA,NA,"4441902","All other building material dealers","176,913"
"2258","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","29,536","74,414,438","10,658,251",NA,NA,NA,NA,NA,NA,NA,NA,"4441902","All other building material dealers","265,397"
"2259","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","17,898","38,784,978","3,921,650",NA,NA,NA,NA,NA,NA,NA,NA,"4442","Lawn and garden equipment and supplies stores","147,158"
"2260","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","20,252","36,449,285","4,138,583",NA,NA,NA,NA,NA,NA,NA,NA,"4442","Lawn and garden equipment and supplies stores","166,896"
"2261","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","3,970","5,746,619","726,614",NA,NA,NA,NA,NA,NA,NA,NA,"44421","Outdoor power equipment stores","23,860"
"2262","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","4,357","5,740,482","739,473",NA,NA,NA,NA,NA,NA,NA,NA,"44421","Outdoor power equipment stores","25,882"
"2263","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","3,970","5,746,619","726,614",NA,NA,NA,NA,NA,NA,NA,NA,"444210","Outdoor power equipment stores","23,860"
"2264","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","4,357","5,740,482","739,473",NA,NA,NA,NA,NA,NA,NA,NA,"444210","Outdoor power equipment stores","25,882"
"2265","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","13,928","33,038,359","3,195,036",NA,NA,NA,NA,NA,NA,NA,NA,"44422","Nursery, garden center, and farm supply stores","123,298"
"2266","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","15,895","30,708,803","3,399,110",NA,NA,NA,NA,NA,NA,NA,NA,"44422","Nursery, garden center, and farm supply stores","141,014"
"2267","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","13,928","33,038,359","3,195,036",NA,NA,NA,NA,NA,NA,NA,NA,"444220","Nursery, garden center, and farm supply stores","123,298"
"2268","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","15,895","30,708,803","3,399,110",NA,NA,NA,NA,NA,NA,NA,NA,"444220","Nursery, garden center, and farm supply stores","141,014"
"2269","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","147,579","620,023,564","60,538,990",NA,NA,NA,NA,NA,NA,NA,NA,"445","Food and beverage stores","2,864,650"
"2270","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","146,084","539,207,574","54,655,594",NA,NA,NA,NA,NA,NA,NA,NA,"445","Food and beverage stores","2,827,162"
"2271","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","92,849","559,837,908","55,064,797",NA,NA,NA,NA,NA,NA,NA,NA,"4451","Grocery stores","2,571,578"
"2272","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","90,391","487,107,416","49,896,890",NA,NA,NA,NA,NA,NA,NA,NA,"4451","Grocery stores","2,551,212"
"2273","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","66,343","537,322,180","53,157,832",NA,NA,NA,NA,NA,NA,NA,NA,"44511","Supermarkets and other grocery (except convenience) stores","2,457,196"
"2274","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","64,881","466,225,948","48,088,532",NA,NA,NA,NA,NA,NA,NA,NA,"44511","Supermarkets and other grocery (except convenience) stores","2,432,425"
"2275","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","66,343","537,322,180","53,157,832",NA,NA,NA,NA,NA,NA,NA,NA,"445110","Supermarkets and other grocery (except convenience) stores","2,457,196"
"2276","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","64,881","466,225,948","48,088,532",NA,NA,NA,NA,NA,NA,NA,NA,"445110","Supermarkets and other grocery (except convenience) stores","2,432,425"
"2277","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","26,506","22,515,728","1,906,965",NA,NA,NA,NA,NA,NA,NA,NA,"44512","Convenience stores","114,382"
