CSIStransactionID	CSIScontractID	fiscal_year	Customer	SubCustomer	ServicesCategory	PlatformPortfolio	ProductOrServiceCodeText	VendorSize	CompetitionClassification	ClassifyNumberOfOffers	includesMOSA	projectname	obligatedAmount	numberOfActions
38145104	26819895	1993	Defense	Other DoD	ICT	Electronics, Comms, & Sensors	IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	41047.0000	NULL
77292505	66100913	2019	Defense	Navy	Products	Ships & Submarines	HOUSEHOLD FURNISHINGS	Medium <1B	Limited Competition with multiple offers	3-4 Offers	1	SSN 774 	-41.4200	1
89034963	82609830	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-886753.6875	1
89034949	82609830	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	114000.0000	1
89034952	82609830	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	122896.8672	1
89034955	82609830	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	8191.0000	1
89034960	82609830	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	480939.2500	1
89034948	82609830	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	0.0000	1
89034962	82609830	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-2265513.7500	1
89034954	82609830	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	17697.9609	1
89034951	82609830	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	602821.1875	1
89034950	82609830	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	350100.0000	1
89034947	82609830	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	4195800.0000	1
89034961	82609830	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-221656.9375	1
89034958	82609830	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	49706.5703	1
89035219	82609894	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	0.0000	1
89035050	82609853	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	286689.0000	1
89035218	82609894	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	314797.8750	1
89035215	82609894	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	3247536.0000	1
89035220	82609894	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	121601.8438	1
89035051	82609853	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-11000.0000	1
89035217	82609894	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	25000.0000	1
89035342	82609949	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	No Competition (Other Exception)	No competition	1	LCS 	57360.2188	1
87060014	77265159	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-7161.1401	1
89034916	82609822	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	16010.4404	1
89034917	82609822	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	2040.6801	1
89034914	82609822	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	55494.0000	1
89034915	82609822	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	14957.0996	1
89035007	82609840	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	38788.7383	1
89035009	82609840	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	-61825.1797	1
89035006	82609840	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	0.0000	1
89035008	82609840	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	-157428.0156	1
89035005	82609840	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	1070917.0000	1
89035317	82609931	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	-162446.7656	1
89035316	82609931	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	382670.0000	1
89035338	82609945	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	No Competition (Other Exception)	No competition	1	LCS 	-2394.7900	1
89035158	82609885	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	496351.5625	1
89035155	82609885	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	5359.3999	1
89035160	82609885	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	0.0000	1
89035157	82609885	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	50361.6914	1
89035337	82609945	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	No Competition (Other Exception)	No competition	1	LCS 	22261.0000	1
89035159	82609885	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	107797.6563	1
89035156	82609885	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-87298.7422	1
89034918	82609823	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	550052.0000	1
89034989	82609836	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	No Competition (Other Exception)	No competition	1	LCS 	0.0000	1
89034991	82609836	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	No Competition (Other Exception)	No competition	1	LCS 	0.0000	1
89035335	82609943	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	No Competition (Other Exception)	No competition	1	LCS 	6461.3301	1
89034988	82609836	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	No Competition (Other Exception)	No competition	1	LCS 	0.0000	1
89034992	82609836	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	No Competition (Other Exception)	No competition	1	LCS 	0.0000	1
89034985	82609836	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	No Competition (Other Exception)	No competition	1	LCS 	110000.0000	1
89035334	82609943	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	No Competition (Other Exception)	No competition	1	LCS 	244943.6563	1
89034990	82609836	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	No Competition (Other Exception)	No competition	1	LCS 	0.0000	1
89034987	82609836	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	No Competition (Other Exception)	No competition	1	LCS 	0.0000	1
89035333	82609943	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	No Competition (Other Exception)	No competition	1	LCS 	363099.7813	1
87060080	77265182	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-12925.0000	1
87060032	77265165	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-982.0600	1
87060029	77265165	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-2610.7800	1
89034928	82609825	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-604.8000	1
87060033	77265165	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-3808.0000	1
87060027	77265165	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	68200.6172	1
89034927	82609825	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	19985.0000	1
87060031	77265165	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	23475.0000	1
87060028	77265165	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	63109.5781	1
87060026	77265165	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	60224.9688	1
89035340	82609947	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	No Competition (Other Exception)	No competition	1	LCS 	14336.6104	1
89035187	82609889	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	57679.8516	1
89035193	82609889	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	54418.3008	1
89035181	82609889	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	40498.0000	1
89035184	82609889	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-110032.7031	1
89035189	82609889	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	1879.1000	1
89035191	82609889	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-5505.0498	1
89035188	82609889	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	0.0000	1
89035185	82609889	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	3628.2500	1
89035182	82609889	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	295769.1563	1
89035192	82609889	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-15372.5498	1
89035180	82609889	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	938878.0000	1
89035183	82609889	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	116762.4531	1
89035186	82609889	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	111000.0000	1
89035002	82609839	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	35337.0391	1
89035004	82609839	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	-19425.0000	1
89035001	82609839	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	0.0000	1
89035000	82609839	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	652748.0000	1
89035003	82609839	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	-5131.3999	1
87060035	77265167	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-364808.7813	1
87060034	77265167	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	-24421.0293	1
89035262	82609908	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	0.0000	1
89035263	82609908	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	0.0000	1
89035261	82609908	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	546801.0000	1
89035324	82609936	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	179124.0000	1
89035042	82609849	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	196248.4063	1
89035044	82609849	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	0.0000	1
89035041	82609849	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	1208795.0000	1
89035043	82609849	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	Two Offers	1	LCS 	0.0000	1
89035027	82609844	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	0.0000	1
89035024	82609844	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	1087971.0000	1
89035026	82609844	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	234038.4531	1
89035028	82609844	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	0.0000	1
89035025	82609844	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Limited Competition with multiple offers	3-4 Offers	1	LCS 	0.0000	1
87060058	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	0.0000	1
87060056	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	-48213.7500	1
87060053	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	773352.5000	1
87060050	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	8186.0000	1
87060047	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	181069.4844	1
87060044	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	69045.3906	1
87060041	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	49576.0703	1
87060061	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	281746.9375	1
87060038	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	-201037.8750	1
87060055	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	343753.7500	1
87060052	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	159394.0938	1
87060051	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	93683.2734	1
87060037	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	2506959.0000	1
87060048	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	865707.0625	1
87060045	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	80920.3203	1
87060057	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	159216.9844	1
87060046	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	153330.4531	1
87060043	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	65736.3438	1
87060049	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	40906.3711	1
87060040	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	352313.6250	1
87060060	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	2691.2000	1
87060054	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	316841.8438	1
87060042	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	-8158.4399	1
87060039	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	185263.2031	1
87060059	77265172	2020	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Large: Big 6	Competition with single offer	One Offer	1	LCS 	-231379.5938	1
88987534	82575220	2020	Defense	Navy	Products	Ships & Submarines	UNDERWATER MINE AND COMPONENTS, INERT	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	19914240.0000	1
86600535	66054976	2020	Defense	Navy	Products	Ships & Submarines	UNDERWATER MINE AND COMPONENTS, INERT	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	0.0000	1
86600534	66054976	2020	Defense	Navy	Products	Ships & Submarines	UNDERWATER MINE AND COMPONENTS, INERT	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	17978.9004	1
86600531	66054976	2020	Defense	Other DoD	Products	Ships & Submarines	UNDERWATER MINE AND COMPONENTS, INERT	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	0.0000	1
86600532	66054976	2020	Defense	Navy	Products	Ships & Submarines	UNDERWATER MINE AND COMPONENTS, INERT	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	-194185.8281	1
86600533	66054976	2020	Defense	Navy	Products	Ships & Submarines	UNDERWATER MINE AND COMPONENTS, INERT	Large	No Competition (Only One Source Exception)	No competition	1	LCS 	266624.8125	1
36440694	18801863	2013	Defense	Navy	PAMS	Ships & Submarines	SYSTEMS ENGINEERING SERVICES	Large	Competition with single offer	One Offer	1	LCS 	15886.0000	1
35867791	18801863	2013	Defense	Navy	PAMS	Ships & Submarines	SYSTEMS ENGINEERING SERVICES	Large	Competition with single offer	One Offer	1	LCS 	2713082.0000	1
34736462	18801863	2013	Defense	Navy	PAMS	Ships & Submarines	SYSTEMS ENGINEERING SERVICES	Large	Competition with single offer	One Offer	1	LCS 	2706780.0000	1
36437520	18801863	2013	Defense	Navy	PAMS	Ships & Submarines	SYSTEMS ENGINEERING SERVICES	Large	Competition with single offer	One Offer	1	LCS 	-87742.1500	1
35671897	18801863	2013	Defense	Navy	PAMS	Ships & Submarines	SYSTEMS ENGINEERING SERVICES	Large	Competition with single offer	One Offer	1	LCS 	1520022.0000	1
34311187	18801863	2013	Defense	Navy	PAMS	Ships & Submarines	SYSTEMS ENGINEERING SERVICES	Large	Competition with single offer	One Offer	1	LCS 	0.0000	1
35248167	18801863	2013	Defense	Navy	PAMS	Ships & Submarines	SYSTEMS ENGINEERING SERVICES	Large	Competition with single offer	One Offer	1	LCS 	536318.0000	1
35884287	18801863	2013	Defense	Navy	PAMS	Ships & Submarines	SYSTEMS ENGINEERING SERVICES	Large	Competition with single offer	One Offer	1	LCS 	0.0000	1
43023808	61173474	2015	Defense	Navy	Products	Ships & Submarines	FLOATING DRYDOCKS	Medium <1B	No Competition (Only One Source Exception)	No competition	1	LCS 	2378659.0000	1
43022565	61173475	2015	Defense	Navy	Products	Ships & Submarines	COMBAT SHIPS AND LANDING VESSELS	Medium <1B	No Competition (Only One Source Exception)	No competition	1	LCS 	2249197.0000	1
43127053	61173473	2015	Defense	Navy	Products	Ships & Submarines	COMBAT SHIPS AND LANDING VESSELS	Medium <1B	No Competition (Only One Source Exception)	No competition	1	LCS 	478583.0000	1
43027611	61173477	2015	Defense	Navy	Products	Ships & Submarines	COMBAT SHIPS AND LANDING VESSELS	Medium <1B	No Competition (Only One Source Exception)	No competition	1	LCS 	10742991.0000	1
92884460	63036030	2018	Defense	Navy	Products	Ships & Submarines	SHIP AND BOAT PROPULSION COMPONENTS	Large	No Competition (Only One Source Exception)	No competition	1	SSN 774 	0.0000	1
44200642	62233307	2015	Defense	Navy	Products	Aircraft	RADIO & TV EQ AIRBORNE	Medium <1B	Limited Competition with multiple offers	3-4 Offers	1	BAMS 	750000.0000	1
44201663	62233307	2015	Defense	Navy	Products	Aircraft	RADIO & TV EQ AIRBORNE	Medium <1B	Limited Competition with multiple offers	3-4 Offers	1	BAMS 	0.0000	1
