fiscal_year	fiscal_quarter_YTD	contract_transaction_unique_key	contract_award_unique_key	signeddate	contractingofficeagencyid	ProductOrServiceCode	PlatformPortfolio	ProjectID	VehicleClassification	CompetitionClassification	ClassifyNumberOfOffers	anycommercial	PricingUCA	VendorSize	fundedbyforeignentity	PlaceISOalpha3	pop_state_code	VendorISOalpha3	VendorStateCode	OriginISOalpha3	placeofmanufacture	AnyCommercial	typeofcontractpricing	IsLetterContract	ProductOrServiceCode	claimantprogramcode	principalnaicscode	ProjectID	EntityID	parentid	IsEntityTraditional	obligatedAmount	baseandexercisedoptionsvalue	baseandalloptionsvalue	numberOfActions
2008	NULL	8000_8000_NNC08E336T_3_NNC06BA07B_0	CONT_AWD_NNC08E336T_8000_NNC06BA07B_8000	2008-09-16	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	4901.2500	0.0000	0.0000	1
2008	NULL	8000_8000_NNC08E336T_0_NNC06BA07B_0	CONT_AWD_NNC08E336T_8000_NNC06BA07B_8000	2008-09-04	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	10920.1602	49282.0000	49282.0000	1
2008	NULL	8000_8000_NNC08E339T_3_NNC06BA07B_0	CONT_AWD_NNC08E339T_8000_NNC06BA07B_8000	2008-09-29	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	MD	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	-9385.0000	-9385.0000	1
2008	NULL	8000_8000_NNC08E339T_1_NNC06BA07B_0	CONT_AWD_NNC08E339T_8000_NNC06BA07B_8000	2008-09-15	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	29000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E186T_17_NNC06BA07B_0	CONT_AWD_NNC07E186T_8000_NNC06BA07B_8000	2008-08-20	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	10000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E186T_19_NNC06BA07B_0	CONT_AWD_NNC07E186T_8000_NNC06BA07B_8000	2008-08-25	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	60000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E186T_18_NNC06BA07B_0	CONT_AWD_NNC07E186T_8000_NNC06BA07B_8000	2008-08-20	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	10000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E186T_9_NNC06BA07B_0	CONT_AWD_NNC07E186T_8000_NNC06BA07B_8000	2007-12-26	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	70000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E186T_11_NNC06BA07B_0	CONT_AWD_NNC07E186T_8000_NNC06BA07B_8000	2008-03-25	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	77500.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E189T_36_NNC06BA07B_0	CONT_AWD_NNC07E189T_8000_NNC06BA07B_8000	2008-08-25	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	74000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E189T_15_NNC06BA07B_0	CONT_AWD_NNC07E189T_8000_NNC06BA07B_8000	2008-02-21	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	-46349.0000	-46349.0000	1
2008	NULL	8000_8000_NNC07E189T_32_NNC06BA07B_0	CONT_AWD_NNC07E189T_8000_NNC06BA07B_8000	2008-07-23	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	MD	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	41000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E190T_8_NNC06BA07B_0	CONT_AWD_NNC07E190T_8000_NNC06BA07B_8000	2008-04-01	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	108651.0000	108651.0000	1
2008	NULL	8000_8000_NNC07E191T_8_NNC06BA07B_0	CONT_AWD_NNC07E191T_8000_NNC06BA07B_8000	2008-01-07	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	-1583.0000	-1583.0000	1
2008	NULL	8000_8000_NNC07E195T_10_NNC06BA07B_0	CONT_AWD_NNC07E195T_8000_NNC06BA07B_8000	2008-07-09	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	30000.0000	30000.0000	30000.0000	1
2008	NULL	8000_8000_NNC07E195T_9_NNC06BA07B_0	CONT_AWD_NNC07E195T_8000_NNC06BA07B_8000	2008-04-01	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E196T_9_NNC06BA07B_0	CONT_AWD_NNC07E196T_8000_NNC06BA07B_8000	2008-02-13	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	-105000.0000	-105000.0000	1
2008	NULL	8000_8000_NNC07E198T_6_NNC06BA07B_0	CONT_AWD_NNC07E198T_8000_NNC06BA07B_8000	2008-08-18	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	17061.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E200T_8_NNC06BA07B_0	CONT_AWD_NNC07E200T_8000_NNC06BA07B_8000	2008-09-30	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	MD	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	-48999.0000	-48999.0000	1
2008	NULL	8000_8000_NNC07E204T_9_NNC06BA07B_0	CONT_AWD_NNC07E204T_8000_NNC06BA07B_8000	2008-05-02	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	71000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E210T_2_NNC06BA07B_0	CONT_AWD_NNC07E210T_8000_NNC06BA07B_8000	2008-01-18	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	11278.0000	11278.0000	11278.0000	1
2008	NULL	8000_8000_NNC07E211T_9_NNC06BA07B_0	CONT_AWD_NNC07E211T_8000_NNC06BA07B_8000	2008-04-02	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	20533.0000	20533.0000	1
2008	NULL	8000_8000_NNC07E216T_10_NNC06BA07B_0	CONT_AWD_NNC07E216T_8000_NNC06BA07B_8000	2008-08-22	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	10472.0000	10472.0000	1
2008	NULL	8000_8000_NNC07E218T_6_NNC06BA07B_0	CONT_AWD_NNC07E218T_8000_NNC06BA07B_8000	2008-07-23	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	MD	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	50000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E218T_7_NNC06BA07B_0	CONT_AWD_NNC07E218T_8000_NNC06BA07B_8000	2008-08-28	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	30000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E219T_6_NNC06BA07B_0	CONT_AWD_NNC07E219T_8000_NNC06BA07B_8000	2008-06-17	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	6000.0000	773.0000	773.0000	1
2008	NULL	8000_8000_NNC07E220T_3_NNC06BA07B_0	CONT_AWD_NNC07E220T_8000_NNC06BA07B_8000	2008-05-22	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	-36170.0000	-36170.0000	1
2008	NULL	8000_8000_NNC07E224T_13_NNC06BA07B_0	CONT_AWD_NNC07E224T_8000_NNC06BA07B_8000	2008-09-04	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	480000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E225T_5_NNC06BA07B_0	CONT_AWD_NNC07E225T_8000_NNC06BA07B_8000	2008-07-23	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	MD	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	50000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E225T_3_NNC06BA07B_0	CONT_AWD_NNC07E225T_8000_NNC06BA07B_8000	2008-04-03	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	50000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E225T_2_NNC06BA07B_0	CONT_AWD_NNC07E225T_8000_NNC06BA07B_8000	2008-04-02	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	149468.0000	149468.0000	1
2008	NULL	8000_8000_NNC07E230T_3_NNC06BA07B_0	CONT_AWD_NNC07E230T_8000_NNC06BA07B_8000	2008-02-21	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	61000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E232T_4_NNC06BA07B_0	CONT_AWD_NNC07E232T_8000_NNC06BA07B_8000	2008-04-07	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	40000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E233T_6_NNC06BA07B_0	CONT_AWD_NNC07E233T_8000_NNC06BA07B_8000	2008-03-31	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	3000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E234T_12_NNC06BA07B_0	CONT_AWD_NNC07E234T_8000_NNC06BA07B_8000	2008-02-13	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	400000.0000	186638.0000	186638.0000	1
2008	NULL	8000_8000_NNC07E234T_11_NNC06BA07B_0	CONT_AWD_NNC07E234T_8000_NNC06BA07B_8000	2008-02-06	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	352000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E234T_14_NNC06BA07B_0	CONT_AWD_NNC07E234T_8000_NNC06BA07B_8000	2008-07-11	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	-150000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E238T_2_NNC06BA07B_0	CONT_AWD_NNC07E238T_8000_NNC06BA07B_8000	2007-11-28	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	13167.5195	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E240T_2_NNC06BA07B_0	CONT_AWD_NNC07E240T_8000_NNC06BA07B_8000	2008-05-23	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	-2818.0000	-2818.0000	1
2008	NULL	8000_8000_NNC07E244T_4_NNC06BA07B_0	CONT_AWD_NNC07E244T_8000_NNC06BA07B_8000	2008-04-03	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	23548.0000	23548.0000	1
2008	NULL	8000_8000_NNC07E246T_3_NNC06BA07B_0	CONT_AWD_NNC07E246T_8000_NNC06BA07B_8000	2007-12-18	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	309163.0000	309163.0000	1
2008	NULL	8000_8000_NNC07E248T_8_NNC06BA07B_0	CONT_AWD_NNC07E248T_8000_NNC06BA07B_8000	2008-04-03	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	106419.0000	106419.0000	1
2008	NULL	8000_8000_NNC07E248T_11_NNC06BA07B_0	CONT_AWD_NNC07E248T_8000_NNC06BA07B_8000	2008-05-09	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	71247.0000	71247.0000	1
2008	NULL	8000_8000_NNC07E249T_2_NNC06BA07B_0	CONT_AWD_NNC07E249T_8000_NNC06BA07B_8000	2008-04-03	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	26099.0000	26099.0000	1
2008	NULL	8000_8000_NNC07E251T_10_NNC06BA07B_0	CONT_AWD_NNC07E251T_8000_NNC06BA07B_8000	2008-07-25	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	250000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E252T_2_NNC06BA07B_0	CONT_AWD_NNC07E252T_8000_NNC06BA07B_8000	2008-02-01	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	-35199.0000	-35199.0000	1
2008	NULL	8000_8000_NNC07E255T_4_NNC06BA07B_0	CONT_AWD_NNC07E255T_8000_NNC06BA07B_8000	2008-09-21	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	70661.0000	70661.0000	1
2008	NULL	8000_8000_NNC07E256T_12_NNC06BA07B_0	CONT_AWD_NNC07E256T_8000_NNC06BA07B_8000	2008-06-11	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	30000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E258T_12_NNC06BA07B_0	CONT_AWD_NNC07E258T_8000_NNC06BA07B_8000	2008-09-30	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	MD	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC07E258T_8_NNC06BA07B_0	CONT_AWD_NNC07E258T_8000_NNC06BA07B_8000	2008-06-25	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	70000.0000	70000.0000	70000.0000	1
2008	NULL	8000_8000_NNC07E261T_2_NNC06BA07B_0	CONT_AWD_NNC07E261T_8000_NNC06BA07B_8000	2008-04-03	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	17226.0000	17226.0000	1
2008	NULL	8000_8000_NNC07E263T_6_NNC06BA07B_0	CONT_AWD_NNC07E263T_8000_NNC06BA07B_8000	2008-08-27	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	22000.0000	22000.0000	22000.0000	1
2008	NULL	8000_8000_NNC07E265T_7_NNC06BA07B_0	CONT_AWD_NNC07E265T_8000_NNC06BA07B_8000	2008-08-11	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	40000.0000	24284.0000	24284.0000	1
2008	NULL	8000_8000_NNC07E268T_5_NNC06BA07B_0	CONT_AWD_NNC07E268T_8000_NNC06BA07B_8000	2008-05-22	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	-46000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC08E269T_2_NNC06BA07B_0	CONT_AWD_NNC08E269T_8000_NNC06BA07B_8000	2007-12-17	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	30000.0000	0.0000	0.0000	1
2008	NULL	8000_8000_NNC08E270T_0_NNC06BA07B_0	CONT_AWD_NNC08E270T_8000_NNC06BA07B_8000	2007-10-24	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	40793.0000	40793.0000	40793.0000	1
2008	NULL	8000_8000_NNC08E270T_3_NNC06BA07B_0	CONT_AWD_NNC08E270T_8000_NNC06BA07B_8000	2008-08-27	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	-12272.0000	-12272.0000	1
2008	NULL	8000_8000_NNC08E270T_2_NNC06BA07B_0	CONT_AWD_NNC08E270T_8000_NNC06BA07B_8000	2008-04-03	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	13828.0000	13828.0000	1
2008	NULL	8000_8000_NNC08E272T_5_NNC06BA07B_0	CONT_AWD_NNC08E272T_8000_NNC06BA07B_8000	2008-09-15	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	10000.0000	10000.0000	10000.0000	1
2008	NULL	8000_8000_NNC08E274T_0_NNC06BA07B_0	CONT_AWD_NNC08E274T_8000_NNC06BA07B_8000	2007-11-26	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	OH	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	45000.0000	45000.0000	45000.0000	1
2008	NULL	8000_8000_NNC08E277T_1_NNC06BA07B_0	CONT_AWD_NNC08E277T_8000_NNC06BA07B_8000	2008-09-24	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Medium >1B (Small Subsidiary)	X	USA	MD	USA	MD	NULL		N	R	0	AR12		541710	NULL	682981	ARTIC SLOPE REGIONAL	1	0.0000	8511.0000	8511.0000	1
