fiscal_year	Customer	SubCustomer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	IsEntityAbove2018constant10ThousandThreshold	EntityCount	AllContractorCount	numberOfActions	ObligatedAmount
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	2	2	9	38202.4302
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	17	17	36	239701.5395
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	65	65	273	8883351.2490
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	107	107	973	243504678.3798
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	1	1	1	4603.2002
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	3	3	6	21177.9902
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	28	28	58	1763572.4335
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	106	106	530	48651121.6077
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	1	1	1	146010.0000
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	2	2	17	104760.0000
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	25	31	109	4487460.6740
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	58	78	586	122517956.4816
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	3	3	10	14027.6504
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	7	8	14	187037.0839
2010	Defense	DISA	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	62	71	319	117944752.1868
2010	Defense	DISA	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	1	1	12	79386.0000
2010	Defense	DISA	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	4	4	17	1065170.3281
2010	Defense	DISA	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	33	33	638	392735643.0039
2010	Defense	DISA	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	2	2	20	21449.4397
2010	Defense	DISA	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	80	80	6613	835082860.4313
2010	Defense	DISA	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	0	0.0000
2010	Defense	DISA	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	2	2	3	6350.0000
2010	Defense	DISA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	21	21	33	128782.6299
2010	Defense	DISA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	73	73	125	1372457.3802
2010	Defense	DISA	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	96	96	212	9005044.4657
2010	Defense	DISA	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	184	184	898	231302453.2575
2010	Defense	DISA	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	1	1	1	7226.8799
2010	Defense	DISA	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	6	6	9	580232.9610
2010	Defense	DISA	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	16	16	61	4053076.2716
2010	Defense	DISA	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	3	3	4	4848.0000
2010	Defense	DISA	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	4	4	6	23507.0100
2010	Defense	DISA	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	5	5	5	198408.0000
2010	Defense	DISA	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	11	12	118	36509417.0459
2010	Defense	DISA	S	Always Small Vendor	PID	1	0	1	1	1	1	8	8	37	5191122.3689
2010	Defense	DLA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	14	5644	96411102.0013
2010	Defense	DLA	B	Big Five	PID	1	1	1	1	1	1	5	5	14231	1129370861.5355
2010	Defense	DLA	J	Large: Big 5 JV	PID	1	0	1	1	1	1	1	1	3	46965.0000
2010	Defense	DLA	J	Large: Big 5 JV	PID	1	1	1	1	1	1	1	1	323	63172388.3371
2010	Defense	DLA	L	Large Vendor	Duns	1	1	1	1	1	1	1	1	3	0.0000
2010	Defense	DLA	L	Large Vendor	PID	NULL	NULL	0	1	1	1	1	1	0	0.0000
2010	Defense	DLA	L	Large Vendor	PID	1	0	0	1	1	1	1	1	1	-1017.9700
2010	Defense	DLA	L	Large Vendor	PID	1	0	1	1	1	1	28	28	99429	4595878634.8093
2010	Defense	DLA	L	Large Vendor	PID	1	1	1	1	1	1	109	109	129595	13445716320.8873
2010	Defense	DLA	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	3	3	0	0.0000
2010	Defense	DLA	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	0	0.0000
2010	Defense	DLA	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	1	26300.0000
2010	Defense	DLA	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	24	24	0	0.0000
2010	Defense	DLA	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	10	10	0	0.0000
2010	Defense	DLA	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	10	10	13	-195762.1192
2010	Defense	DLA	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	28	28	36	197520.4600
2010	Defense	DLA	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	55	55	385	3510824.2704
2010	Defense	DLA	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	92	92	1026	26035947.3854
2010	Defense	DLA	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	62	62	4578	322808895.0866
2010	Defense	DLA	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	4	4	4	7607.0000
2010	Defense	DLA	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	14	14	187	161745.8900
2010	Defense	DLA	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	30	30	104	872425.6702
2010	Defense	DLA	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	51	51	376	15447890.6928
2010	Defense	DLA	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	64	64	1531	340241620.2236
2010	Defense	DLA	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	0	0.0000
2010	Defense	DLA	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	6	9	0	0.0000
2010	Defense	DLA	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	3	3	0	0.0000
2010	Defense	DLA	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	2	2	2	3405.0000
2010	Defense	DLA	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	10	10	11	60309.7500
2010	Defense	DLA	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	9	9	46	396433.0097
2010	Defense	DLA	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	30	31	135	6895941.2792
2010	Defense	DLA	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	50	64	6063	355657698.5580
2010	Defense	DLA	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	2	2	3	21863.0000
2010	Defense	DLA	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	5	5	143	680607.6346
2010	Defense	DLA	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	28	31	2528	27164226.0324
2010	Defense	DLA	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	41	46	754	139547100.3541
2010	Defense	DLA	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	1	1	0	0.0000
2010	Defense	DLA	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	1	1	0	0.0000
2010	Defense	DLA	M	Medium Vendor	PID	1	0	0	0	1	0	1	1	1	5499.0000
2010	Defense	DLA	M	Medium Vendor	PID	1	0	0	0	1	1	4	4	7	93152.5000
2010	Defense	DLA	M	Medium Vendor	PID	1	0	0	1	1	1	3	3	2	-3600.2000
2010	Defense	DLA	M	Medium Vendor	PID	1	0	1	1	1	1	29	29	354	434371275.2727
2010	Defense	DLA	M	Medium Vendor	PID	1	1	0	1	1	1	3	3	76	2643088.0000
2010	Defense	DLA	M	Medium Vendor	PID	1	1	1	1	1	1	24	24	26285	2998880510.4294
2010	Defense	DLA	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	2	2	8	467456.0369
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	0	0.0000
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	0	0.0000
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	1	1	2	0.0000
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	33	33	120	392218.7998
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	174	174	1291	9865949.8039
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	739	739	39291	663066262.9160
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	563	563	35651	1261917852.0987
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	4	4	11	50667.3601
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	36	36	88	796295.1817
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	166	166	2579	50122842.0059
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	279	279	8718	461730601.3756
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	8	9	25	117677.1494
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	39	43	132	1213690.2506
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	199	256	5371	98892942.3891
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	335	579	23834	1094091570.3144
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	0	1	1	1	4100.0000
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	4	5	13	149112.3992
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	55	74	1622	39843140.1720
2010	Defense	DLA	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	285	661	20970	1008874425.3044
2010	Defense	DLA	N	Sometimes Small Vendor	PID	1	0	0	0	1	0	1	1	2	0.0000
2010	Defense	DLA	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	1	1	4	44846.0000
2010	Defense	DLA	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	27	27	2012	40876395.3467
2010	Defense	DLA	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	107	107	7962	1517331893.3766
2010	Defense	DLA	N	Sometimes Small Vendor	PID	1	1	0	0	1	1	1	1	2	8570.7998
2010	Defense	DLA	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	6	6	186	3384825.3409
2010	Defense	DLA	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	149	149	15574	1463684963.5588
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	21	21	0	0.0000
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	0	0.0000
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	2	2	0	0.0000
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	96	96	0	0.0000
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	25	25	0	0.0000
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	85	85	167	106787.5804
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	558	558	1349	4878226.7489
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	1308	1308	6865	58839071.6259
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	2250	2250	38862	743608060.7633
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	817	817	15840	1487712375.0329
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	1	1	0	0	0	0	3	3	4	1155.0000
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	1	1	0	0	1	0	1	1	1	4904.0000
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	13	13	26	301371.7305
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	45	45	493	10059611.6233
2010	Defense	DLA	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	57	57	846	95871838.3548
2010	Defense	DLA	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	3	4	0	0.0000
2010	Defense	DLA	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	4	4	0	0.0000
2010	Defense	DLA	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	5	5	5	34343.3000
2010	Defense	DLA	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	15	15	49	227532.2900
2010	Defense	DLA	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	62	64	334	3031673.1701
2010	Defense	DLA	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	138	162	3021	61394552.4925
2010	Defense	DLA	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	74	93	1158	235558827.8741
2010	Defense	DLA	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	1	1	1	3	61251.5996
2010	Defense	DLA	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	5	6	98	3609558.1311
2010	Defense	DLA	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	6	7	63	7813032.6812
2010	Defense	DLA	S	Always Small Vendor	PID	NULL	NULL	0	0	0	0	1	1	0	0.0000
2010	Defense	DLA	S	Always Small Vendor	PID	1	0	0	0	1	1	1	1	7	34150.0000
2010	Defense	DLA	S	Always Small Vendor	PID	1	0	0	1	1	1	4	4	32	2162293.1802
2010	Defense	DLA	S	Always Small Vendor	PID	1	0	1	1	1	1	15	15	246	131641201.8109
2010	Defense	DLA	S	Always Small Vendor	PID	1	1	1	1	1	1	2	2	8	378347325.2500
2010	Defense	MDA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	2	12	4563451.5000
2010	Defense	MDA	B	Big Five	PID	1	1	1	1	1	1	5	5	1233	4468285306.9904
2010	Defense	MDA	L	Large Vendor	PID	1	0	1	1	1	1	3	3	8	7374700.4586
2010	Defense	MDA	L	Large Vendor	PID	1	1	1	1	1	1	23	23	649	314289232.9278
2010	Defense	MDA	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	1	1	1	-1049.0000
2010	Defense	MDA	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	5	5	7	380000.0000
2010	Defense	MDA	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	8	8	14	415441.2798
2010	Defense	MDA	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	1	1	5	2194479.0000
2010	Defense	MDA	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	1	1	1	7500.0000
2010	Defense	MDA	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	6	6	36	8087233.2607
2010	Defense	MDA	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	1	1	2	345000.0000
2010	Defense	MDA	M	Medium Vendor	PID	1	0	1	1	1	1	5	5	83	27484571.4492
2010	Defense	MDA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	2	2	3	-2869.0000
2010	Defense	MDA	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	7	7	13	181766.9004
2010	Defense	MDA	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	45	45	179	64061776.2623
2010	Defense	MDA	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	2	2	2	72304.0000
2010	Defense	MDA	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	13	13	28	2519533.2843
2010	Defense	MDA	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	17	19	115	29734053.9321
2010	Defense	MDA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	2	2	5	81985.0703
2010	Defense	MDA	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	9	10	24	5989892.1778
2010	Defense	MDA	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	19	19	422	239941615.9740
2010	Defense	MDA	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	1	1	2	7987.2598
2010	Defense	MDA	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	17	17	190	84848488.1763
2010	Defense	MDA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	1	1	3	5845.0000
2010	Defense	MDA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	1	1	1	2390.0000
2010	Defense	MDA	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	45	45	67	5234325.5389
2010	Defense	MDA	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	129	129	364	74972278.4786
2010	Defense	MDA	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	1	1	1	18987.0000
2010	Defense	MDA	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	4	4	15	511953.6461
2010	Defense	MDA	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	1	1	2	159831.5313
2010	Defense	MDA	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	3	3	8	2966684.6953
2010	Defense	MDA	S	Always Small Vendor	PID	1	0	0	1	1	1	1	1	2	27683.5000
2010	Defense	MDA	S	Always Small Vendor	PID	1	0	1	1	1	1	4	4	72	12188017.2417
2010	Defense	MilitaryHealth	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	1	60743.0000
2010	Defense	MilitaryHealth	L	Large Vendor	PID	1	0	1	1	1	1	4	4	683	7004082467.3347
2010	Defense	MilitaryHealth	L	Large Vendor	PID	1	1	1	1	1	1	8	8	50	270631751.4457
2010	Defense	MilitaryHealth	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	1	1	5	1235605.1201
2010	Defense	MilitaryHealth	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	3	3	9	8221755.0000
2010	Defense	MilitaryHealth	M	Medium Vendor	PID	1	0	1	1	1	1	8	8	278	913136698.1017
2010	Defense	MilitaryHealth	M	Medium Vendor	PID	1	1	1	1	1	1	1	1	1	1643008.0000
2010	Defense	MilitaryHealth	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	4	4	7	3322.2401
2010	Defense	MilitaryHealth	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	5	5	15	189335.9800
2010	Defense	MilitaryHealth	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	4	4	6	350861.5303
2010	Defense	MilitaryHealth	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	2	2	5	90071.0000
2010	Defense	MilitaryHealth	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	2	2	2	39207.0000
2010	Defense	MilitaryHealth	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	3	3	175	2713365810.6270
2010	Defense	MilitaryHealth	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	9	9	26	1731644.9751
2010	Defense	MilitaryHealth	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	2	2	3	26721.9704
2010	Defense	MilitaryHealth	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	3	3	4	-44925.0000
2010	Defense	MilitaryHealth	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	6	6	10	2737505.9180
2010	Defense	MilitaryHealth	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	1	1	1	38504.9297
2010	Defense	Navy	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	37	2398	358638191.8010
2010	Defense	Navy	B	Big Five	PID	1	1	1	1	1	1	5	5	23000	31701389007.8708
2010	Defense	Navy	J	Large: Big 5 JV	PID	1	0	1	1	1	1	2	2	17	343118187.5656
2010	Defense	Navy	J	Large: Big 5 JV	PID	1	1	1	1	1	1	2	2	997	2776784182.4227
2010	Defense	Navy	L	Large Vendor	Duns	1	1	1	1	1	1	1	1	2	-13930.4902
2010	Defense	Navy	L	Large Vendor	PID	1	0	0	1	1	1	3	3	8	659450.0376
2010	Defense	Navy	L	Large Vendor	PID	1	0	1	1	1	1	56	56	2551	4283967518.7631
2010	Defense	Navy	L	Large Vendor	PID	1	1	0	1	1	1	1	1	8	-108230.6299
2010	Defense	Navy	L	Large Vendor	PID	1	1	1	1	1	1	126	126	60013	19841612283.2286
2010	Defense	Navy	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	16	16	0	0.0000
2010	Defense	Navy	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	0	0.0000
2010	Defense	Navy	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	6	6	0	0.0000
2010	Defense	Navy	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	36	36	0	0.0000
2010	Defense	Navy	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	30	30	0	0.0000
2010	Defense	Navy	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	90	90	127	178968.1899
2010	Defense	Navy	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	254	254	410	1531286.5496
2010	Defense	Navy	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	363	363	763	6153087.2727
2010	Defense	Navy	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	400	400	1325	40948765.7608
2010	Defense	Navy	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	357	357	4213	2379612329.7821
2010	Defense	Navy	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	178	178	449	432024.2327
2010	Defense	Navy	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	186	186	456	1434603.3453
2010	Defense	Navy	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	350	350	1837	10730077.3178
2010	Defense	Navy	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	651	651	4802	90159723.9591
2010	Defense	Navy	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	327	327	6207	549265857.9880
2010	Defense	Navy	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	0	0.0000
2010	Defense	Navy	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	1	1	1	0	0.0000
2010	Defense	Navy	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	3	3	0	0.0000
2010	Defense	Navy	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	7	7	0	0.0000
2010	Defense	Navy	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	11	11	16	14881.4600
2010	Defense	Navy	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	25	26	45	113533.7295
2010	Defense	Navy	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	69	72	158	1301869.3195
2010	Defense	Navy	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	113	132	378	10066650.1541
2010	Defense	Navy	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	151	199	1637	520385694.3592
2010	Defense	Navy	M	Medium Vendor	PDuns-2+	1	1	0	0	0	0	21	21	34	30875.7101
2010	Defense	Navy	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	25	25	73	152642.6294
2010	Defense	Navy	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	66	67	272	627869.2036
2010	Defense	Navy	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	116	127	1137	21346138.3372
2010	Defense	Navy	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	118	165	2182	431337907.4942
2010	Defense	Navy	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	1	1	0	0.0000
2010	Defense	Navy	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	1	1	0	0.0000
2010	Defense	Navy	M	Medium Vendor	PID	1	0	0	0	1	0	3	3	3	14860.7402
2010	Defense	Navy	M	Medium Vendor	PID	1	0	0	0	1	1	10	10	18	112374.1816
2010	Defense	Navy	M	Medium Vendor	PID	1	0	0	1	1	1	16	16	81	1244735.0503
2010	Defense	Navy	M	Medium Vendor	PID	1	0	1	1	1	1	116	116	2426	1410089388.5570
2010	Defense	Navy	M	Medium Vendor	PID	1	1	0	0	1	1	3	3	10	39687.9297
2010	Defense	Navy	M	Medium Vendor	PID	1	1	0	1	1	1	2	2	11	323587.7266
2010	Defense	Navy	M	Medium Vendor	PID	1	1	1	1	1	1	34	34	2590	812711857.7784
2010	Defense	Navy	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	4	3	3398	44625548.3749
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	0	0.0000
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	0	0.0000
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	31	31	181	114189.4692
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	146	146	394	1014858.6105
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	606	606	3730	16005307.0597
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	1386	1386	10461	160381505.4873
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	1402	1402	21871	3046201328.2272
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	0	0	2	2	4	528.6900
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	34	34	65	217397.2512
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	164	164	793	3722569.3236
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	459	459	3894	71380583.3060
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	664	664	13254	904265971.0780
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	13	15	36	37882.0202
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	23	30	59	174208.3095
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	124	161	821	4181408.8573
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	461	648	4079	71275368.7118
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	644	1222	13615	1627994841.8056
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	0	0	1	1	5	3787.8501
2010	Defense	Navy	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	0	3	3	6	18667.9497
