assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation.x,total_obligated_amount.x,total_outlayed_amount_for_overall_award,indirect_cost_federal_share_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_from_COVID.19_supplementals_for_overall_award,obligated_amount_from_COVID.19_supplementals_for_overall_award,outlayed_amount_from_IIJA_supplemental_for_overall_award,obligated_amount_from_IIJA_supplemental_for_overall_award,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,Funding_Agency_Name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,prime_award_transaction_recipient_county_fips_code,recipient_county_name,prime_award_transaction_recipient_state_fips_code,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,prime_award_transaction_recipient_cd_original,prime_award_transaction_recipient_cd_current,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,primary_place_of_performance_county_name,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,prime_award_transaction_place_of_performance_cd_original,prime_award_transaction_place_of_performance_cd_current,primary_place_of_performance_foreign_location,cfda_number,cfda_title,funding_opportunity_number,funding_opportunity_goals_text,assistance_type_code,assistance_type_description,transaction_description,prime_award_base_transaction_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,last_modified_date,USAspending_file_name,federal_action_obligation.y,total_obligated_amount.y,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space Technology,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,AnyTag
7300_16S5488115390002_16S54881153900022016MAR142_59.016_-NONE-,ASST_NON_16S5488115390002_7300,16S5488115390002,NA,16S54881153900022016MAR1245,SAI NOT AVAILABLE,72000,0,NA,NA,8000,0,0,0,0,0,NA,NA,NA,NA,NA,2016-03-14,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E97XDFLWJDJ9,192518004,R & H INDUSTRIES,BEST ELECTRIC DBA R & H INDUSTRIES,NA,NA,NA,NA,USA,UNITED STATES,15305 S. NORMANDIE AVE.,NA,00000,GARDENA,06037,LOS ANGELES,06,CA,CALIFORNIA,90247,0000,CA-31,CA-43,NA,NA,NA,NA,USA,UNITED STATES,06**071,SAN BERNARDINO,06071,SAN BERNARDINO,06,CALIFORNIA,924150000,CA-31,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,"INSTALL EMERGENCY GENERATOR, FENCE, GATE FOR SHERIFF SUPPLEMENTAL OFFICE SPACE IN SAN BERNARDINO","INSTALL EMERGENCY GENERATOR, FENCE, GATE FOR SHERIFF SUPPLEMENTAL OFFICE SPACE IN SAN BERNARDINO",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16S5488115390002_7300/,2016-04-06,FY2016_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E2715957620005_16E27159576200052016MAR458_59.016_-NONE-,ASST_NON_16E2715957620005_7300,16E2715957620005,NA,16E27159576200052016MAR568,SAI NOT AVAILABLE,72000,0,NA,NA,8000,0,0,0,0,0,NA,NA,NA,NA,NA,2016-03-09,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DBJKZUK9ZG31,858730869,DLE CONSTRUCTION,D.L.E. CONSTRUCTION INCORPORATED,NA,NA,NA,NA,USA,UNITED STATES,1020 SOUTH WILLOW AVENUE,NA,00000,WEST COVINA,06037,LOS ANGELES,06,CA,CALIFORNIA,91790,0000,CA-31,CA-31,NA,NA,NA,NA,USA,UNITED STATES,06**071,COLTON,06071,SAN BERNARDINO,06,CALIFORNIA,923240000,CA-31,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,SHERIFFS OFFICE SPACE PROJECT - PHASE 1,SHERIFFS OFFICE SPACE PROJECT - PHASE 1,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E2715957620005_7300/,2016-04-06,FY2016_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E5625328660009_16E56253286600092016FEB256_59.016_-NONE-,ASST_NON_16E5625328660009_7300,16E5625328660009,NA,16E56253286600092016FEB256,SAI NOT AVAILABLE,18000,18000,NA,NA,2000,2000,0,0,0,0,NA,NA,NA,NA,NA,2016-02-04,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WZRHJJXGXBM1,962390626,"MARK-VII ENTERPRISES, INC.","MARK VII ENTERPRISES, INC.",NA,NA,NA,NA,USA,UNITED STATES,4028 HAMILTON ST.,NA,00000,OMAHA,31055,DOUGLAS,31,NE,NEBRASKA,68131,0000,NE-02,NE-02,NA,NA,NA,NA,USA,UNITED STATES,31**055,OMAHA,31055,DOUGLAS,31,NEBRASKA,681370000,NE-02,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,CONSTRUCTION OF A NEW PROGRAM SPACE FOR AIR FORCE JROTC PROGRAM WITHIN EXISTING SPACE AT MILLAR SOUTH HS,CONSTRUCTION OF A NEW PROGRAM SPACE FOR AIR FORCE JROTC PROGRAM WITHIN EXISTING SPACE AT MILLAR SOUTH HS,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E5625328660009_7300/,2016-03-14,FY2016_073_Assistance_Full_20230909_1.csv,18000,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E0506317720001_16E05063177200012016FEB354_59.016_-NONE-,ASST_NON_16E0506317720001_7300,16E0506317720001,NA,16E05063177200012016FEB354,SAI NOT AVAILABLE,180000,180000,NA,NA,20000,20000,0,0,0,0,NA,NA,NA,NA,NA,2016-02-03,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QE7MS6J8NK85,808559418,BEDD GROUP LLC,"BEDD GROUP, LLC",NA,NA,NA,NA,USA,UNITED STATES,"1744 TAYLOR STREET, NW",NA,00000,WASHINGTON,11001,DISTRICT OF COLUMBIA,11,DC,DISTRICT OF COLUMBIA,20011,0000,DC-01,DC-98,NA,NA,NA,NA,USA,UNITED STATES,11**001,WASHINGTON,11001,DISTRICT OF COLUMBIA,11,DIST. OF COLUMBIA,200320000,DC-01,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,"CONSTRUCTION/SPACE ALTERATIONS FOR EOC/ITOC, DOC A ENTERPRISE OPERATIONS CENTER (EOC), INFORMATION TECHNOLOGY OPERATIONS CENTER","CONSTRUCTION/SPACE ALTERATIONS FOR EOC/ITOC, DOC A ENTERPRISE OPERATIONS CENTER (EOC), INFORMATION TECHNOLOGY OPERATIONS CENTER",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E0506317720001_7300/,2016-03-14,FY2016_073_Assistance_Full_20230909_1.csv,180000,180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E9120914430016_16E91209144300162016JAN48_59.016_-NONE-,ASST_NON_16E9120914430016_7300,16E9120914430016,NA,16E91209144300162016JAN753,SAI NOT AVAILABLE,5600,0,NA,NA,2400,0,0,0,0,0,NA,NA,NA,NA,NA,2016-01-22,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C5LRKM5LSKY8,927078071,HBHANSEN CONSTRUCTION INC,"HB HANSEN CONSTRUCTION, INC.",NA,NA,NA,NA,USA,UNITED STATES,P.O. BOX 266,NA,00000,LYNDEN,53073,WHATCOM,53,WA,WASHINGTON,98264,0000,WA-01,WA-01,NA,NA,NA,NA,USA,UNITED STATES,53**073,NA,53073,WHATCOM,53,WASHINGTON,000000000,WA-01,NA,NA,59.016,PREFERRED SURETY BOND,NA,NA,09,NA,"INTERIOR RENO OF OFFICE SPACE, ELEC.","INTERIOR RENO OF OFFICE SPACE, ELEC.",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E9120914430016_7300/,2016-02-03,FY2016_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E9120914430016_16E91209144300162016JAN753_59.016_-NONE-,ASST_NON_16E9120914430016_7300,16E9120914430016,NA,16E91209144300162016JAN753,SAI NOT AVAILABLE,-5600,0,NA,NA,-2400,0,0,0,0,0,NA,NA,NA,NA,NA,2016-01-22,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C5LRKM5LSKY8,927078071,HBHANSEN CONSTRUCTION INC,"HB HANSEN CONSTRUCTION, INC.",NA,NA,NA,NA,USA,UNITED STATES,P.O. BOX 266,NA,00000,LYNDEN,53073,WHATCOM,53,WA,WASHINGTON,98264,0000,WA-01,WA-01,NA,NA,NA,NA,USA,UNITED STATES,53**073,NA,53073,WHATCOM,53,WASHINGTON,000000000,WA-01,NA,NA,59.016,PREFERRED SURETY BOND,NA,NA,09,NA,"INTERIOR RENO OF OFFICE SPACE, ELEC.","INTERIOR RENO OF OFFICE SPACE, ELEC.",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E9120914430016_7300/,2016-02-03,FY2016_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E2714640270010_16E27146402700102016JAN595_59.016_-NONE-,ASST_NON_16E2714640270010_7300,16E2714640270010,NA,16E27146402700102016JAN595,SAI NOT AVAILABLE,32180,32180,NA,NA,3576,3576,0,0,0,0,NA,NA,NA,NA,NA,2016-01-21,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ZBJGMLDARNT7,961866410,DIXON CONTRACTING GROUP LLC,"DIXON CONTRACTING GROUP, LLC",NA,NA,NA,NA,USA,UNITED STATES,539 ROYAL OAK DRIVE,NA,00000,PASS CHRISTIAN,28045,HANCOCK,28,MS,MISSISSIPPI,39571,0000,MS-04,MS-04,NA,NA,NA,NA,USA,UNITED STATES,28**047,BILOXI,28047,HARRISON,28,MISSISSIPPI,395340000,MS-04,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,RENOVATE LEGAL SPACES SABLICH CENTER,RENOVATE LEGAL SPACES SABLICH CENTER,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E2714640270010_7300/,2016-02-03,FY2016_073_Assistance_Full_20230909_1.csv,32180,32180,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E2028042400012_16E20280424000122016JAN124_59.016_-NONE-,ASST_NON_16E2028042400012_7300,16E2028042400012,NA,16E20280424000122016JAN124,SAI NOT AVAILABLE,-22500,0,NA,NA,-2500,0,0,0,0,0,NA,NA,NA,NA,NA,2016-01-18,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,071801487,"NEZHONI CONSTRUCTION, LLC","NEZHONI CONSTRUCTION, LLC",NA,NA,NA,NA,USA,UNITED STATES,PO BOX 991,NA,00000,KAYSVILLE,49011,DAVIS,49,UT,UTAH,84037,0000,UT-02,UT-01,NA,NA,NA,NA,USA,UNITED STATES,08**069,FORT COLLINS,08069,LARIMER,08,COLORADO,805210000,CO-02,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,FLOOD REPAIR AT LIONS OPEN SPACE REPAIRING BANK RIPRAP,FLOOD REPAIR AT LIONS OPEN SPACE REPAIRING BANK RIPRAP,NON,NA,R,SMALL BUSINESS,NA,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E2028042400012_7300/,2016-02-03,FY2016_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E2028042400012_16E20280424000122016JAN60_59.016_-NONE-,ASST_NON_16E2028042400012_7300,16E2028042400012,NA,16E20280424000122016JAN124,SAI NOT AVAILABLE,22500,0,NA,NA,2500,0,0,0,0,0,NA,NA,NA,NA,NA,2016-01-11,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,071801487,"NEZHONI CONSTRUCTION, LLC","NEZHONI CONSTRUCTION, LLC",NA,NA,NA,NA,USA,UNITED STATES,PO BOX 991,NA,00000,KAYSVILLE,49011,DAVIS,49,UT,UTAH,84037,0000,UT-02,UT-01,NA,NA,NA,NA,USA,UNITED STATES,08**069,FORT COLLINS,08069,LARIMER,08,COLORADO,805210000,CO-02,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,FLOOD REPAIR AT LIONS OPEN SPACE REPAIRING BANK RIPRAP,FLOOD REPAIR AT LIONS OPEN SPACE REPAIRING BANK RIPRAP,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E2028042400012_7300/,2016-02-03,FY2016_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E9433139380012_16E94331393800122016JAN61_59.016_-NONE-,ASST_NON_16E9433139380012_7300,16E9433139380012,NA,16E94331393800122016JAN61,SAI NOT AVAILABLE,20000,20000,NA,NA,5000,5000,0,0,0,0,NA,NA,NA,NA,NA,2016-01-05,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WX6TJFGC9JW5,071729216,"HM CONSTRUCTION, INC.",HM CONSTRUCTION,NA,NA,NA,NA,USA,UNITED STATES,2129 DRAKE LANE,NA,00000,HERCULES,06013,CONTRA COSTA,06,CA,CALIFORNIA,94547,0000,CA-05,CA-08,NA,NA,NA,NA,USA,UNITED STATES,06**055,YOUNTVILLE,06055,NAPA,06,CALIFORNIA,945990000,CA-05,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,"UPGRADE AND REMODEL OF EXISTING OFFICE SPACES  IN THE TOWN OF YOUNTVILLE, CA","UPGRADE AND REMODEL OF EXISTING OFFICE SPACES  IN THE TOWN OF YOUNTVILLE, CA",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E9433139380012_7300/,2016-02-03,FY2016_073_Assistance_Full_20230909_1.csv,20000,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E2724851790011_16E27248517900112015DEC559_59.016_-NONE-,ASST_NON_16E2724851790011_7300,16E2724851790011,NA,16E27248517900112015DEC559,SAI NOT AVAILABLE,-20000,0,NA,NA,-5000,0,0,0,0,0,NA,NA,NA,NA,NA,2015-12-18,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041545788,"PHAROS ENTERPRISES, LLC","PHAROS ENTERPRISES, LLC",NA,NA,NA,NA,USA,UNITED STATES,879 UPPER MAIN STREET,NA,00000,SOUTH AMBOY,34023,MIDDLESEX,34,NJ,NEW JERSEY,08879,0000,NJ-07,NJ-06,NA,NA,NA,NA,USA,UNITED STATES,34**027,BASKING RIDGE,34027,MORRIS,34,NEW JERSEY,079200000,NJ-07,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,LIBRARY SPACE REORGANIZATION PROJECT,LIBRARY SPACE REORGANIZATION PROJECT,NON,NA,R,SMALL BUSINESS,NA,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E2724851790011_7300/,2016-01-15,FY2016_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E2724572480002_16E27245724800022015DEC27_59.016_-NONE-,ASST_NON_16E2724572480002_7300,16E2724572480002,NA,16E27245724800022015DEC27,SAI NOT AVAILABLE,42160,42160,NA,NA,10540,10540,0,0,0,0,NA,NA,NA,NA,NA,2015-12-15,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ZZHEPP4ECJA4,963303578,MARK LUKE CONSTRUCTION LLC,"MARK LUKE CONSTRUCTION, LLC",NA,NA,NA,NA,USA,UNITED STATES,4603 N. CLIFF AVE,NA,00000,SIOUX FALLS,46099,MINNEHAHA,46,SD,SOUTH DAKOTA,57104,0000,SD-01,SD-00,NA,NA,NA,NA,USA,UNITED STATES,46**083,SIOUX FALLS,46083,LINCOLN,46,SOUTH DAKOTA,571080000,SD-01,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,WASHINGTON PAVILION KIRBY SCIENCE DISCOVER CENTER AIR & SPACE PROJECT,WASHINGTON PAVILION KIRBY SCIENCE DISCOVER CENTER AIR & SPACE PROJECT,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E2724572480002_7300/,2016-01-15,FY2016_073_Assistance_Full_20230909_1.csv,42160,42160,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E2724851790011_16E27248517900112015DEC487_59.016_-NONE-,ASST_NON_16E2724851790011_7300,16E2724851790011,NA,16E27248517900112015DEC559,SAI NOT AVAILABLE,20000,0,NA,NA,5000,0,0,0,0,0,NA,NA,NA,NA,NA,2015-12-03,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,041545788,"PHAROS ENTERPRISES, LLC","PHAROS ENTERPRISES, LLC",NA,NA,NA,NA,USA,UNITED STATES,879 UPPER MAIN STREET,NA,00000,SOUTH AMBOY,34023,MIDDLESEX,34,NJ,NEW JERSEY,08879,0000,NJ-07,NJ-06,NA,NA,NA,NA,USA,UNITED STATES,34**027,BASKING RIDGE,34027,MORRIS,34,NEW JERSEY,079200000,NJ-07,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,LIBRARY SPACE REORGANIZATION PROJECT,LIBRARY SPACE REORGANIZATION PROJECT,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E2724851790011_7300/,2016-01-15,FY2016_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E2029141020004_16E20291410200042015NOV336_59.016_-NONE-,ASST_NON_16E2029141020004_7300,16E2029141020004,NA,16E20291410200042015NOV336,SAI NOT AVAILABLE,78429,78429,NA,NA,33612,33612,0,0,0,0,NA,NA,NA,NA,NA,2015-11-11,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HVVAE2M8FYT9,362736873,WMB FINANCIAL SOLUTIONS,WMB FINANCIAL SOLUTIONS DBA WMB GENERAL CONTR,NA,NA,NA,NA,USA,UNITED STATES,2352 MARKET STREET,NA,00000,SAN FRANCISCO,06075,SAN FRANCISCO,06,CA,CALIFORNIA,94114,0000,CA-12,CA-11,NA,NA,NA,NA,USA,UNITED STATES,06**075,NA,06075,SAN FRANCISCO,06,CALIFORNIA,000000000,CA-12,NA,NA,59.016,PREFERRED SURETY BOND,NA,NA,09,NA,GS-09-P-16-WH-C-7000 DOL SOL SPACE REOCONFIR,GS-09-P-16-WH-C-7000 DOL SOL SPACE REOCONFIR,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E2029141020004_7300/,2015-12-09,FY2016_073_Assistance_Full_20230909_1.csv,78429,78429,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E0107788800003_16E01077888000032015NOV238_59.016_-NONE-,ASST_NON_16E0107788800003_7300,16E0107788800003,NA,16E01077888000032015NOV238,SAI NOT AVAILABLE,16000,16000,NA,NA,4000,4000,0,0,0,0,NA,NA,NA,NA,NA,2015-11-02,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ZCGRJZGXCP73,784725553,THINK PAVERS HARDSCAPING LLC,"THINK PAVERS HARDSCAPING, INC.",NA,NA,NA,NA,USA,UNITED STATES,405 HELMS AVE,NA,00000,SWEDESBORO,34015,GLOUCESTER,34,NJ,NEW JERSEY,08085,0000,NJ-02,NJ-02,NA,NA,NA,NA,USA,UNITED STATES,34**009,STONE HARBOR,34009,CAPE MAY,34,NEW JERSEY,082470000,NJ-02,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,CAPE MAY COUNTY OPEN SPACE PROGRAM-CHELSEA PARK RECREATION IMPROVEMENTS,CAPE MAY COUNTY OPEN SPACE PROGRAM-CHELSEA PARK RECREATION IMPROVEMENTS,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E0107788800003_7300/,2015-12-09,FY2016_073_Assistance_Full_20230909_1.csv,16000,16000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E2029141020001_16E20291410200012015OCT297_59.016_-NONE-,ASST_NON_16E2029141020001_7300,16E2029141020001,NA,16E20291410200012015OCT297,SAI NOT AVAILABLE,1469782,2480222,NA,NA,629907,742178,0,0,0,0,NA,NA,NA,NA,NA,2015-10-28,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HVVAE2M8FYT9,362736873,WMB FINANCIAL SOLUTIONS,WMB FINANCIAL SOLUTIONS DBA WMB GENERAL CONTR,NA,NA,NA,NA,USA,UNITED STATES,2352 MARKET STREET,NA,00000,SAN FRANCISCO,06075,SAN FRANCISCO,06,CA,CALIFORNIA,94114,0000,CA-12,CA-11,NA,NA,NA,NA,USA,UNITED STATES,06**075,NA,06075,SAN FRANCISCO,06,CALIFORNIA,000000000,CA-12,NA,NA,59.016,PREFERRED SURETY BOND,NA,NA,09,NA,RELOCATE AND RENOVATE OFFICE SPACE,RELOCATE AND RENOVATE OFFICE SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E2029141020001_7300/,2015-11-10,FY2016_073_Assistance_Full_20230909_1.csv,2480222,4960444,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
