Fiscal Year,Contracting Department ID,Contracting Department Name,Product or Service Code,Product or Service Description,Base and All Options Value (Total Contract Value),Base and Exercised Options Value,Dollars Obligated,Number of Actions,Number of Records
2018,9700,DEPT OF DEFENSE,AB91,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (BASIC RESEARCH),$0.00 ,$0.00 ,$0.00 ,2,2
2018,9700,DEPT OF DEFENSE,AB92,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$43,313,558.06 ","$3,363,544.06 ","$3,353,392.01 ",19,19
2018,9700,DEPT OF DEFENSE,AB93,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,1,1
2018,9700,DEPT OF DEFENSE,AB94,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ENGINEERING DEVELOPMENT),"$10,142,301.92 ","$10,409,938.92 ","$9,189,312.99 ",60,60
2018,9700,DEPT OF DEFENSE,AB95,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),"$3,845,805.67 ","$3,845,805.67 ","$7,984,172.48 ",11,11
2018,9700,DEPT OF DEFENSE,AB97,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (COMMERCIALIZED),"$249,999.95 ","$1,572,985.26 ","$1,572,985.26 ",4,4
2018,9700,DEPT OF DEFENSE,AC11,R&D- DEFENSE SYSTEM: AIRCRAFT (BASIC RESEARCH),"$39,649,055.24 ","$45,051,020.50 ","$60,040,435.38 ",314,314
2018,9700,DEPT OF DEFENSE,AC12,R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$1,017,502,695.78 ","$447,478,177.63 ","$360,525,332.45 ",1544,1544
2018,9700,DEPT OF DEFENSE,AC13,R&D- DEFENSE SYSTEM: AIRCRAFT (ADVANCED DEVELOPMENT),"$728,795,936.75 ","$269,841,423.02 ","$263,675,885.96 ",444,444
2018,9700,DEPT OF DEFENSE,AC14,R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT),"$1,407,245,856.10 ","$1,246,860,480.26 ","$1,097,133,323.17 ",400,400
2018,9700,DEPT OF DEFENSE,AC15,R&D- DEFENSE SYSTEM: AIRCRAFT (OPERATIONAL SYSTEMS DEVELOPMENT),"$1,355,814,807.36 ","$1,118,719,039.79 ","$1,071,925,249.22 ",544,544
2018,9700,DEPT OF DEFENSE,AC16,R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT),"$108,407,738.43 ","$47,387,904.21 ","$46,158,350.02 ",48,48
2018,9700,DEPT OF DEFENSE,AC17,R&D- DEFENSE SYSTEM: AIRCRAFT (COMMERCIALIZED),"$659,599.36 ","$659,599.36 ","($14,865,439.65)",56,56
2018,9700,DEPT OF DEFENSE,AC21,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH),"$701,829,083.32 ","$482,850,864.60 ","$369,028,889.78 ",676,676
2018,9700,DEPT OF DEFENSE,AC22,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$1,037,121,144.67 ","$564,605,774.57 ","$570,039,330.88 ",2019,2019
2018,9700,DEPT OF DEFENSE,AC23,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT),"$4,537,265,011.85 ","$2,105,233,340.90 ","$983,230,466.23 ",1666,1666
2018,9700,DEPT OF DEFENSE,AC24,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ENGINEERING DEVELOPMENT),"$5,712,014,204.42 ","$4,301,503,291.45 ","$1,061,545,971.86 ",746,746
2018,9700,DEPT OF DEFENSE,AC25,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (OPERATIONAL SYSTEMS DEVELOPMENT),"$2,261,158,132.28 ","$1,204,593,654.11 ","$677,049,388.56 ",338,338
2018,9700,DEPT OF DEFENSE,AC26,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (MANAGEMENT/SUPPORT),"$514,237,837.88 ","$264,686,797.04 ","$304,249,593.01 ",205,205
2018,9700,DEPT OF DEFENSE,AC27,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (COMMERCIALIZED),"$85,924,221.00 ","$89,400,906.00 ","$408,187,282.08 ",40,40
2018,9700,DEPT OF DEFENSE,AC31,R&D- DEFENSE SYSTEM: SHIPS (BASIC RESEARCH),"$66,418,410.03 ","$113,008,860.02 ","$110,997,408.25 ",30,30
2018,9700,DEPT OF DEFENSE,AC32,R&D- DEFENSE SYSTEM: SHIPS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$85,532,325.09 ","$111,717,224.52 ","$109,158,526.29 ",991,991
2018,9700,DEPT OF DEFENSE,AC33,R&D- DEFENSE SYSTEM: SHIPS (ADVANCED DEVELOPMENT),"$2,016,956.00 ","$10,246,037.57 ","$57,545,059.73 ",68,68
2018,9700,DEPT OF DEFENSE,AC34,R&D- DEFENSE SYSTEM: SHIPS (ENGINEERING DEVELOPMENT),"$196,092,507.42 ","$100,072,647.90 ","$89,344,426.76 ",426,426
2018,9700,DEPT OF DEFENSE,AC35,R&D- DEFENSE SYSTEM: SHIPS (OPERATIONAL SYSTEMS DEVELOPMENT),"$502,214,590.48 ","$504,424,652.48 ","$434,818,115.60 ",88,88
2018,9700,DEPT OF DEFENSE,AC36,R&D- DEFENSE SYSTEM: SHIPS (MANAGEMENT/SUPPORT),$0.00 ,$0.00 ,$0.00 ,1,1
2018,9700,DEPT OF DEFENSE,AC37,R&D- DEFENSE SYSTEM: SHIPS (COMMERCIALIZED),"$1,556,006.58 ","$1,556,006.58 ","$266,926.42 ",22,22
2018,9700,DEPT OF DEFENSE,AC41,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (BASIC RESEARCH),"$62,304,199.63 ","$87,116,855.10 ","$77,715,149.85 ",49,49
2018,9700,DEPT OF DEFENSE,AC42,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$1,234,347.91 ","$1,234,347.91 ","$1,234,338.67 ",23,23
2018,9700,DEPT OF DEFENSE,AC43,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ADVANCED DEVELOPMENT),"$1,515,887.92 ","$1,515,887.92 ","$1,515,887.92 ",25,25
2018,9700,DEPT OF DEFENSE,AC44,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ENGINEERING DEVELOPMENT),"$2,076,665,464.42 ","$192,872,973.88 ","$203,349,165.04 ",73,73
2018,9700,DEPT OF DEFENSE,AC45,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (OPERATIONAL SYSTEMS DEVELOPMENT),"($41,696.87)","($41,696.87)","($41,696.87)",4,4
2018,9700,DEPT OF DEFENSE,AC46,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (MANAGEMENT/SUPPORT),($6.91),($6.91),($6.91),3,3
2018,9700,DEPT OF DEFENSE,AC47,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (COMMERCIALIZED),"$56,985.73 ","$56,985.73 ","$56,985.73 ",1,1
2018,9700,DEPT OF DEFENSE,AC51,R&D- DEFENSE SYSTEM: WEAPONS (BASIC RESEARCH),"$140,643,274.40 ","$46,672,724.84 ","$38,009,198.34 ",279,243
2018,9700,DEPT OF DEFENSE,AC52,R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$1,430,194,033.12 ","$205,421,975.97 ","$204,235,450.34 ",1164,1138
2018,9700,DEPT OF DEFENSE,AC53,R&D- DEFENSE SYSTEM: WEAPONS (ADVANCED DEVELOPMENT),"$14,519,280,115.88 ","$180,400,547.37 ","$195,742,773.16 ",398,398
2018,9700,DEPT OF DEFENSE,AC54,R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT),"$88,273,524.94 ","$64,173,662.69 ","$54,593,841.91 ",186,186
2018,9700,DEPT OF DEFENSE,AC55,R&D- DEFENSE SYSTEM: WEAPONS (OPERATIONAL SYSTEMS DEVELOPMENT),"$87,936,272.57 ","$18,867,287.24 ","$31,060,984.57 ",38,38
2018,9700,DEPT OF DEFENSE,AC56,R&D- DEFENSE SYSTEM: WEAPONS (MANAGEMENT/SUPPORT),"$475,461,058.25 ","$200,185,807.75 ","$108,916,601.39 ",92,92
2018,9700,DEPT OF DEFENSE,AC57,R&D- DEFENSE SYSTEM: WEAPONS (COMMERCIALIZED),"$7,695,984.54 ","$7,695,984.54 ","$10,500,075.12 ",59,59
2018,9700,DEPT OF DEFENSE,AC61,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH),"$2,143,214,480.02 ","$2,093,347,608.56 ","$1,707,661,605.53 ",2042,2042
2018,9700,DEPT OF DEFENSE,AC62,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$2,682,708,982.01 ","$663,587,227.49 ","$568,619,151.50 ",1679,1679
2018,9700,DEPT OF DEFENSE,AC63,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT),"$5,235,489,399.93 ","$1,384,334,586.78 ","$1,094,874,506.53 ",1333,1333
2018,9700,DEPT OF DEFENSE,AC64,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT),"$9,989,113,346.32 ","$1,183,260,452.27 ","$858,898,476.96 ",877,877
2018,9700,DEPT OF DEFENSE,AC65,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),"$532,839,503.24 ","$516,614,291.67 ","$457,126,967.22 ",1088,1088
2018,9700,DEPT OF DEFENSE,AC66,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (MANAGEMENT/SUPPORT),"$7,597,158.89 ","$16,446,705.95 ","$13,987,729.48 ",37,37
2018,9700,DEPT OF DEFENSE,AC67,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED),"$225,460,533.02 ","$188,541,757.54 ","$188,820,878.20 ",435,435
2018,9700,DEPT OF DEFENSE,AC91,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (BASIC RESEARCH),"$100,817.00 ","$100,817.00 ","$410,817.00 ",9,9
2018,9700,DEPT OF DEFENSE,AC92,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$50,255,324.92 ","$48,297,418.04 ","$10,407,196.24 ",28,28
2018,9700,DEPT OF DEFENSE,AC93,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ADVANCED DEVELOPMENT),"$1,473,266,779,328.30 ","$84,270,877.25 ","$47,471,193.51 ",527,527
2018,9700,DEPT OF DEFENSE,AC94,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ENGINEERING DEVELOPMENT),"$63,290,925.23 ","$13,148,001.05 ","$9,551,908.09 ",31,31
2018,9700,DEPT OF DEFENSE,AC95,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (OPERATIONAL SYSTEMS DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,1,1
2018,9700,DEPT OF DEFENSE,AC96,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (MANAGEMENT/SUPPORT),"$2,000.00 ","$2,000.00 ","$2,000.00 ",2,2
2018,9700,DEPT OF DEFENSE,AC97,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (COMMERCIALIZED),"$7,345,790.34 ","$7,345,790.34 ","$7,345,790.34 ",15,15
2018,9700,DEPT OF DEFENSE,AD11,R&D- DEFENSE OTHER: AMMUNITION (BASIC RESEARCH),"$2,930,524.58 ","$3,018,974.79 ","$3,205,410.15 ",32,32
2018,9700,DEPT OF DEFENSE,AD12,R&D- DEFENSE OTHER: AMMUNITION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,"$295,415.21 ",5,5
2018,9700,DEPT OF DEFENSE,AD13,R&D- DEFENSE OTHER: AMMUNITION (ADVANCED DEVELOPMENT),"$196,169.00 ","$196,169.00 ","$196,169.00 ",2,2
2018,9700,DEPT OF DEFENSE,AD14,R&D- DEFENSE OTHER: AMMUNITION (ENGINEERING DEVELOPMENT),"$24,499,203.83 ","$24,482,195.83 ","$24,280,840.57 ",27,27
2018,9700,DEPT OF DEFENSE,AD15,R&D- DEFENSE OTHER: AMMUNITION (OPERATIONAL SYSTEMS DEVELOPMENT),$0.00 ,$0.00 ,"($6,253.95)",2,2
2018,9700,DEPT OF DEFENSE,AD17,R&D- DEFENSE OTHER: AMMUNITION (COMMERCIALIZED),"$84,999.94 ","$84,999.94 ","$482,650.93 ",4,4
2018,9700,DEPT OF DEFENSE,AD21,R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),"$194,163,619.05 ","$123,247,251.12 ","$191,221,283.71 ",595,595
2018,9700,DEPT OF DEFENSE,AD22,R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$1,597,109,564.58 ","$248,458,489.19 ","$213,956,072.57 ",527,527
2018,9700,DEPT OF DEFENSE,AD23,R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT),"$154,942,504.46 ","$113,841,870.69 ","$98,945,067.99 ",332,332
2018,9700,DEPT OF DEFENSE,AD24,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),"$3,652,647,562.28 ","$1,287,738,572.40 ","$1,012,376,435.18 ",2220,2220
2018,9700,DEPT OF DEFENSE,AD25,R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT),"$4,394,591,960.74 ","$78,399,982.36 ","$79,274,151.94 ",8023,8023
2018,9700,DEPT OF DEFENSE,AD26,R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT),"$930,211,373.82 ","$124,552,498.17 ","$106,720,333.84 ",385,385
2018,9700,DEPT OF DEFENSE,AD27,R&D- DEFENSE OTHER: SERVICES (COMMERCIALIZED),"$20,363,986.00 ","$17,058,116.75 ","$12,077,994.55 ",59,59
2018,9700,DEPT OF DEFENSE,AD31,R&D- DEFENSE OTHER: SUBSISTENCE (BASIC RESEARCH),"$197,865.00 ","$197,865.00 ","$197,865.00 ",2,2
2018,9700,DEPT OF DEFENSE,AD32,R&D- DEFENSE OTHER: SUBSISTENCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,3,3
2018,9700,DEPT OF DEFENSE,AD34,R&D- DEFENSE OTHER: SUBSISTENCE (ENGINEERING DEVELOPMENT),"$472,623.50 ","$82,676.50 ","$67,926.50 ",3,3
2018,9700,DEPT OF DEFENSE,AD35,R&D- DEFENSE OTHER: SUBSISTENCE (OPERATIONAL SYSTEMS DEVELOPMENT),$0.00 ,$0.00 ,"$3,000.10 ",3,3
2018,9700,DEPT OF DEFENSE,AD36,R&D- DEFENSE OTHER: SUBSISTENCE (MANAGEMENT/SUPPORT),"$13,000.00 ","$13,000.00 ","$13,000.00 ",1,1
2018,9700,DEPT OF DEFENSE,AD41,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (BASIC RESEARCH),"($66,081.20)","$1,324,722.61 ","$599,899.58 ",16,16
2018,9700,DEPT OF DEFENSE,AD42,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$1,294,242.00 ","$613,040.30 ","$437,738.30 ",4,4
2018,9700,DEPT OF DEFENSE,AD43,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ADVANCED DEVELOPMENT),"$63,262,613.00 ","$14,296,417.00 ","$4,967,607.38 ",22,22
2018,9700,DEPT OF DEFENSE,AD44,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ENGINEERING DEVELOPMENT),"($1,378.00)","$997,478.00 ","$249,095.00 ",7,7
2018,9700,DEPT OF DEFENSE,AD45,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (OPERATIONAL SYSTEMS DEVELOPMENT),"$5,562,251.00 ","$1,499,040.00 ","$1,393,226.94 ",10,10
2018,9700,DEPT OF DEFENSE,AD47,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (COMMERCIALIZED),"$994,474.37 ","$1,211,571.43 ","$1,211,571.43 ",4,4
2018,9700,DEPT OF DEFENSE,AD51,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (BASIC RESEARCH),"$23,766.93 ","$23,766.93 ","$23,766.93 ",1,1
2018,9700,DEPT OF DEFENSE,AD52,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$737,637.52 ","$737,637.52 ","$4,496,643.27 ",25,25
2018,9700,DEPT OF DEFENSE,AD61,R&D- DEFENSE OTHER: CONSTRUCTION (BASIC RESEARCH),"($61,728.99)","$648,146.71 ","$648,146.71 ",9,9
2018,9700,DEPT OF DEFENSE,AD62,R&D- DEFENSE OTHER: CONSTRUCTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$3,947,572.59 ","$5,194,820.44 ","$4,510,962.00 ",18,18
2018,9700,DEPT OF DEFENSE,AD63,R&D- DEFENSE OTHER: CONSTRUCTION (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,1,1
2018,9700,DEPT OF DEFENSE,AD65,R&D- DEFENSE OTHER: CONSTRUCTION (OPERATIONAL SYSTEMS DEVELOPMENT),"$39,645.00 ","$888,377.78 ","$1,390,746.69 ",4,4
2018,9700,DEPT OF DEFENSE,AD66,R&D- DEFENSE OTHER: CONSTRUCTION (MANAGEMENT/SUPPORT),"$217,200.00 ","$217,200.00 ","$217,200.00 ",2,2
2018,9700,DEPT OF DEFENSE,AD91,R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH),"$226,437,684.40 ","$207,747,456.75 ","$227,787,805.08 ",1244,1244
2018,9700,DEPT OF DEFENSE,AD92,R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$2,938,192,907.15 ","$1,836,707,273.05 ","$1,769,841,376.18 ",5284,5284
2018,9700,DEPT OF DEFENSE,AD93,R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),"$7,164,623,384.25 ","$1,964,502,659.52 ","$1,466,876,786.51 ",2573,2573
2018,9700,DEPT OF DEFENSE,AD94,R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT),"$1,029,866,752.28 ","$351,104,496.70 ","$332,556,149.66 ",506,506
2018,9700,DEPT OF DEFENSE,AD95,R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),"$84,898,975.86 ","$94,519,671.51 ","$169,426,554.21 ",309,309
2018,9700,DEPT OF DEFENSE,AD96,R&D- DEFENSE OTHER: OTHER (MANAGEMENT/SUPPORT),"$22,559,990,134.96 ","$132,532,310.42 ","$132,842,229.36 ",435,435
2018,9700,DEPT OF DEFENSE,AD97,R&D- DEFENSE OTHER: OTHER (COMMERCIALIZED),"$31,768,758.17 ","$31,343,168.61 ","$30,942,041.01 ",54,54
2018,9700,DEPT OF DEFENSE,AE15,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (OPERATIONAL SYSTEMS DEVELOPMENT),"$149,949.00 ","$90,000.00 ","$90,000.00 ",1,1
2018,9700,DEPT OF DEFENSE,AE21,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (BASIC RESEARCH),"$2,380,967.84 ","$810,616.44 ","$810,616.44 ",3,3
2018,9700,DEPT OF DEFENSE,AE22,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,"$2,577,918.21 ",2,2
2018,9700,DEPT OF DEFENSE,AE23,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (ADVANCED DEVELOPMENT),"$204,962.00 ","$204,962.00 ","$204,962.00 ",5,5
2018,9700,DEPT OF DEFENSE,AE24,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (ENGINEERING DEVELOPMENT),"$148,489.35 ","$178,489.35 ","$178,489.35 ",8,8
2018,9700,DEPT OF DEFENSE,AE31,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (BASIC RESEARCH),"$386,250.92 ","$386,250.92 ","$384,377.22 ",7,7
2018,9700,DEPT OF DEFENSE,AE32,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$7,376,705.57 ","$7,376,705.57 ","$8,816,705.57 ",24,24
2018,9700,DEPT OF DEFENSE,AE33,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (ADVANCED DEVELOPMENT),"$22,664,008.66 ","$23,236,928.66 ","$26,630,179.66 ",72,72
2018,9700,DEPT OF DEFENSE,AE34,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (ENGINEERING DEVELOPMENT),"$44,369,262.95 ","$9,462,262.95 ","$9,462,262.95 ",85,85
2018,9700,DEPT OF DEFENSE,AE35,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (OPERATIONAL SYSTEMS DEVELOPMENT),"($256,655.00)","($256,655.00)","($1,090,390.21)",16,16
2018,9700,DEPT OF DEFENSE,AE36,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (MANAGEMENT/SUPPORT),"$50,190.00 ","$50,190.00 ","$50,190.00 ",1,1
2018,9700,DEPT OF DEFENSE,AE37,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (COMMERCIALIZED),"$101,262,176.85 ","$23,831,360.85 ","$43,607,215.90 ",76,76
2018,9700,DEPT OF DEFENSE,AE92,R&D- ECONOMIC GROWTH: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$9,463,243.00 ","$6,526,397.00 ","$1,395,747.00 ",4,4
2018,9700,DEPT OF DEFENSE,AE93,R&D- ECONOMIC GROWTH: OTHER (ADVANCED DEVELOPMENT),"$238,051.00 ","$238,051.00 ","$238,051.00 ",1,1
2018,9700,DEPT OF DEFENSE,AF11,R&D- EDUCATION: EDUCATIONAL (BASIC RESEARCH),"$1,679,654.29 ","$3,076,856.79 ","$3,076,856.79 ",11,11
2018,9700,DEPT OF DEFENSE,AF12,R&D- EDUCATION: EDUCATIONAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$681,466.86 ","$686,066.86 ","$256,070.86 ",5,5
2018,9700,DEPT OF DEFENSE,AF13,R&D- EDUCATION: EDUCATIONAL (ADVANCED DEVELOPMENT),"$2,507,728.26 ","$853,313.95 ","$461,633.95 ",3,3
2018,9700,DEPT OF DEFENSE,AF14,R&D- EDUCATION: EDUCATIONAL (ENGINEERING DEVELOPMENT),"$14,585,288.06 ","$14,585,288.06 ","$14,585,288.06 ",15,15
2018,9700,DEPT OF DEFENSE,AF15,R&D- EDUCATION: EDUCATIONAL (OPERATIONAL SYSTEMS DEVELOPMENT),"$9,194,882.38 ","$7,066,171.14 ","$6,666,129.25 ",11,11
2018,9700,DEPT OF DEFENSE,AF16,R&D- EDUCATION: EDUCATIONAL (MANAGEMENT/SUPPORT),"$16,856.00 ","$6,624.00 ","($64,940.53)",5,5
2018,9700,DEPT OF DEFENSE,AF17,R&D- EDUCATION: EDUCATIONAL (COMMERCIALIZED),$0.00 ,$0.00 ,$0.00 ,1,1
2018,9700,DEPT OF DEFENSE,AG22,R&D- ENERGY: GAS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$2,998,020.00 ","$887,525.00 ","$800,000.00 ",1,1
2018,9700,DEPT OF DEFENSE,AG31,R&D- ENERGY: GEOTHERMAL (BASIC RESEARCH),"$183,340.00 ","$183,340.00 ","$183,340.00 ",2,2
2018,9700,DEPT OF DEFENSE,AG46,R&D- ENERGY: WIND (MANAGEMENT/SUPPORT),"$248,118.51 ","$248,118.51 ","$248,118.51 ",3,3
2018,9700,DEPT OF DEFENSE,AG82,R&D- ENERGY: CONSERVATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,2,2
2018,9700,DEPT OF DEFENSE,AG83,R&D- ENERGY: CONSERVATION (ADVANCED DEVELOPMENT),"$14,619,058.13 ","$12,605,307.13 ","$12,368,738.49 ",19,19
2018,9700,DEPT OF DEFENSE,AG84,R&D- ENERGY: CONSERVATION (ENGINEERING DEVELOPMENT),$0.00 ,$0.00 ,"$216,614.00 ",5,5
2018,9700,DEPT OF DEFENSE,AG91,R&D- ENERGY: OTHER (BASIC RESEARCH),"$9,837,607.50 ","$9,837,607.50 ","$10,958,908.22 ",47,47
2018,9700,DEPT OF DEFENSE,AG92,R&D- ENERGY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$3,493,940.63 ","$874,961.28 ","$2,205,015.47 ",8,8
2018,9700,DEPT OF DEFENSE,AG93,R&D- ENERGY: OTHER (ADVANCED DEVELOPMENT),"$1,666,044.70 ","$871,052.76 ","$871,052.76 ",8,8
2018,9700,DEPT OF DEFENSE,AG94,R&D- ENERGY: OTHER (ENGINEERING DEVELOPMENT),"$2,770,535.68 ","$8,267,919.80 ","$8,274,269.73 ",7,7
2018,9700,DEPT OF DEFENSE,AG95,R&D- ENERGY: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),"$4,378,365.00 ","$4,378,365.00 ","$4,378,365.00 ",4,4
2018,9700,DEPT OF DEFENSE,AH12,R&D- ENVIRON PROTECTION: POLLUTION CONTROL/ABATEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$1,546,251.40 ","$1,267,998.40 ","$2,227,553.73 ",13,13
2018,9700,DEPT OF DEFENSE,AH14,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (ENGINEERING DEVELOPMENT),"$199,924.00 ","$199,924.00 ","$199,924.00 ",1,1
2018,9700,DEPT OF DEFENSE,AH26,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (MANAGEMENT/SUPPORT),"$3,136.00 ","$232,534.36 ","$89,473.17 ",3,3
2018,9700,DEPT OF DEFENSE,AH31,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (BASIC RESEARCH),"($27,172.52)","($27,172.52)","$141,841.48 ",2,2
2018,9700,DEPT OF DEFENSE,AH32,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$31,796.75 ","$31,796.75 ","$31,796.75 ",5,5
2018,9700,DEPT OF DEFENSE,AH33,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (ADVANCED DEVELOPMENT),"($10,000.00)","$356,091.00 ","$356,091.00 ",7,7
