announcement date,service,awarding agency,announced amount,contract type,relatedUniqueAwardKey,Parent Award Unique Key,equipment,announcement
,,,,,CONT_AWD_5050_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPE4A619F395A_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPE4AX18F4201_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPE4AX18F4771_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPE4AX18F5065_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPE4AX19F2172_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPE4AX19F2830_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPE7L123F082S_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118F0001_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118F0003_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118F0004_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118F0005_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118F0LB0_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118F0LB1_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118F0LB2_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118F0LB3_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118F0LB4_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118F0LB5_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118F0LB6_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118F0LB7_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118F0LB8_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118FLB00_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118FLB01_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118FLB02_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118FLB03_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118FLB04_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118FLB05_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA118FLB06_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA119F0003_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA119F0004_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA119F0007_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA119F0013_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA119F0LB0_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA119F0LB1_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA119F0LB9_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA120F0009_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA120F0010_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA120F0013_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA120F0LB1_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA120F0LB4_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA120F0LB6_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA120FLB00_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA120FLB01_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA120FLB04_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA121F0007_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA121F0010_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA121F0017_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA121F0LB2_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA121FLB00_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA121FLB01_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA122F0024_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA122F0027_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA122F0041_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA122F0LB1_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA123F0010_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA123F0012_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA123F0016_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA123F0021_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA123F0022_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA123F0LB1_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA124F0022_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA124F0027_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRRA120F0041_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRRA120F0204_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRWA116F0075_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRWA116F0076_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRWA117F0045_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRWA117F0074_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRWA117F0084_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRWA118F0021_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRWA118F0102_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRWA119F0009_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRWA119F0078_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRWA120F0010_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRWA121F0004_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRWA121F0066_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRWA122F0042_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRWA124F0042_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_TH01_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_TH02_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_TH04_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_TH05_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_TH06_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_TH11_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_TH13_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_TH14_9700_SPRPA114D002U_9700,CONT_IDV_SPRPA114D002U_9700,,
,,,,,CONT_AWD_SPRPA121F0028_9700_SPRPA121D9004_9700,CONT_IDV_SPRPA121D9004_9700,,
12/16/2019,Army,Lockheed Martin Corp.,"$64,736,518 ",modification,CONT_AWD_W58RGZ16C0008_9700_-NONE-_-NONE-,,"Modernized Target Acquisition Designation Sight Pilot Night Vision Sensor Performance Based Logistics program sustainment, support elements, system components, test equipment and the supply retrograde infrastructure","Lockheed Martin Corp., Orlando, Florida, was awarded a $64,736,518 modification (P00031) to contract W58RGZ-16-C-0008 for the Modernized Target Acquisition Designation Sight Pilot Night Vision Sensor Performance Based Logistics program sustainment, support elements, system components, test equipment and the supply retrograde infrastructure.  Work will be performed in Orlando, Florida, with an estimated completion date of Dec. 31, 2020.  Fiscal 2020 Army working capital funds in the amount of $64,736,518 were obligated at the time of the award.  U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity."
11/29/2019,DLA,Bell Boeing Joint Project Office,"$218,749,892 ","modification, firm-fixed-price",CONT_AWD_SPRPA120FCD01_9700_SPE4AX19D9410_9700,CONT_IDV_SPE4AX19D9410_9700,V-22 platform,"Bell Boeing Joint Project Office, California, Maryland, has been awarded a maximum $218,749,892 modification (P00006) exercising the first one-year option period of a one-year base contract (SPRPA1-20-F-CD01) with four one-year option periods for performance based logistics and engineering support for the V-22 platform.  This is a firm-fixed-price requirements contract.  Locations of performance are Texas and Pennsylvania, with a Nov. 30, 2020, performance completion date.  Using customers are Navy, Air Force, Marine Corps and Foreign Military Sales to Japan.  Type of appropriation is fiscal 2020 through 2021 Air Force, U.S. Special Operations Command, Navy and FMS appropriated funds.  The contracting activity is the Defense Logistics Agency Aviation, Philadelphia, Pennsylvania."
11/29/2019,Navy,W.R. Systems,,"modification, indefinite-delivery/indefinite-quantity, cost-plus-fixed-fee, with provisions for firm-fixed-price task orders",???,,,
11/27/2019,Navy,"United Technologies Corp., Pratt & Whitney Military Engines","$521,996,409 ",,CONT_AWD_N0001917C0010_9700_-NONE-_-NONE-,,"F-35 Lightning II F135 propulsion system for the Navy, Air Force, Marine Corps, non-Department of Defense (DoD) participants and foreign military sales (FMS) customers","United Technologies Corp., Pratt & Whitney Military Engines, East Hartford, Connecticut, is awarded a $521,996,409 undefinitized contract modification (P00070) to a previously awarded cost-plus-incentive-fee, cost-plus-fixed-fee and fixed-price-incentive-firm-target contract (N00019-17-C-0010). This modification provides performance based logistics sustainment in support of the F-35 Lightning II F135 propulsion system for the Navy, Air Force, Marine Corps, non-Department of Defense (DoD) participants and foreign military sales (FMS) customers. Work will be performed in East Hartford, Connecticut (73%); Oklahoma City, Oklahoma (18%); Camari, Italy (3%); Eglin Air Force Base, Florida (2%); Edwards Air Force Base, California (1%); Hill Air Force Base, Utah (1%); Luke Air Force Base, Arizona (1%); and Marine Corps Air Station Beaufort, South Carolina (1%), and is expected to be completed in November 2020. Fiscal 2020 operation and maintenance (Air Force) funds for $72,261,440 will be obligated at time of award, all of which will expire at the end of the current fiscal year. This modification combines purchases for the Air Force ($179,272,654; 34%); Marine Corps ($134,605,633; 26%); Navy ($29,758,385; 6%); non-DoD participants ($124,483,008; 24%), and FMS customers ($53,876,729; 10%) under the FMS Program.  The Naval Air Systems Command, Patuxent River, Maryland, is the contracting activity."
11/20/2019,Navy,Lockheed Martin Corp.,"$86,346,780 ",firm-fixed price,CONT_AWD_N0038320F0WB0_9700_N0038320DWB01_9700,CONT_IDV_N0038320DWB01_9700,MK-41 Vertical Launch System,"Lockheed Martin Corp., Baltimore, Maryland, is awarded an $86,346,780 for an undefinitized contract action, ceiling-priced, indefinite-delivery, firm-fixed price, performance-based logistics requirements contract for the repair, upgrade or replacement of the MK-41 Vertical Launch System.  Work will be performed in Ventura, California (65%); various contractor supplier locations throughout the U.S. (23%); and various contractor divisions located in Clearwater, Florida; Baltimore, Maryland; and La Mesa, Mexico (collectively 12% as breakdown cannot be determined at this time).  This contract includes a five-year base period with no options.  Work is expected to be completed by November 2024.  Annual working capital funds (Navy) in the amount of $17,583,191 will be issued for delivery order (N00383-20-F-0WB0) that will be awarded concurrently with the contract and funds will not expire at the end of the current fiscal year.  One company was solicited for this sole-source requirement under authority 10 U.S. Code 2304 (c)(1) and Federal Acquisition Regulation 6.302-1, with one offer received.  Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-20-D-WB01)."
,,,,,CONT_AWD_N0038321F0WB0_9700_N0038320DWB01_9700,CONT_IDV_N0038320DWB01_9700,,
,,,,,CONT_AWD_N0038322F0WB0_9700_N0038320DWB01_9700,CONT_IDV_N0038320DWB01_9700,,
,,,,,CONT_AWD_N0038323F0WB0_9700_N0038320DWB01_9700,CONT_IDV_N0038320DWB01_9700,,
,,,,,CONT_AWD_N0038324F0WB0_9700_N0038320DWB01_9700,CONT_IDV_N0038320DWB01_9700,,
11/14/2019,Navy,Raytheon Co.,"$209,636,983 ",,CONT_AWD_N0038320F0W80_9700_N0038320DW801_9700,CONT_IDV_N0038320DW801_9700,361 NIINs within two of the 13 major subsystems of the Aegis Weapon System: the MK99 fire control system and the Army Navy Joint Electronics Type Designation Systems Water/Surface Ship Radar Surveillance and Control (AN-SPY-i) Transmitter Group,"Raytheon Co., Marlborough, Massachusetts, is awarded $209,636,983 for a ceiling-priced, indefinite-delivery, performance-based logistics requirements contract for the repair, upgrade or replacement of 361 NIINs within two of the 13 major subsystems of the Aegis Weapon System: the MK99 fire control system and the Army Navy Joint Electronics Type Designation Systems Water/Surface Ship Radar Surveillance and Control (AN-SPY-i) Transmitter Group. Work will be performed in Chesapeake, Virginia (70%); and Marlborough, Massachusetts (30%). This contract includes a five-year base period with no options. Work is expected to be completed by November 2024. Annual working capital funds (Navy) in the amount of $34,290,659 will be issued for delivery order (N00383-20-F-0W80) that will be awarded concurrently with the contract and will initially be obligated at the time of award as an undefinitized contract action with a commitment of $11,430,220 for a year's period of performance. Funds will not expire at the end of the current fiscal year. One firm was solicited for this non-competitive requirement under authority 10 U.S. Code 2304 (c)(1) and Federal Acquisition Regulation 6.302-1, with one offer received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-20-D-W801)."
,,,,,CONT_AWD_N0038321F0W80_9700_N0038320DW801_9700,CONT_IDV_N0038320DW801_9700,,
,,,,,CONT_AWD_N0038321F0W81_9700_N0038320DW801_9700,CONT_IDV_N0038320DW801_9700,,
,,,,,CONT_AWD_N0038321F0W82_9700_N0038320DW801_9700,CONT_IDV_N0038320DW801_9700,,
,,,,,CONT_AWD_N0038321F0W83_9700_N0038320DW801_9700,CONT_IDV_N0038320DW801_9700,,
,,,,,CONT_AWD_N0038322F0W80_9700_N0038320DW801_9700,CONT_IDV_N0038320DW801_9700,,
,,,,,CONT_AWD_N0038322F0W81_9700_N0038320DW801_9700,CONT_IDV_N0038320DW801_9700,,
,,,,,CONT_AWD_N0038323F0W80_9700_N0038320DW801_9700,CONT_IDV_N0038320DW801_9700,,
,,,,,CONT_AWD_N0038323F0W81_9700_N0038320DW801_9700,CONT_IDV_N0038320DW801_9700,,
,,,,,CONT_AWD_N0038324F0W80_9700_N0038320DW801_9700,CONT_IDV_N0038320DW801_9700,,
10/30/2019,Army,The Boeing Co.,"$62,294,566 ",modification,CONT_AWD_W58RGZ19C0024_9700_-NONE-_-NONE-,,AH-64D/E Apache Attack helicopter,"The Boeing Co., Mesa, Arizona, was awarded a $62,294,566 modification (PZ0005) to contract W58RGZ-19-C-0024 for performance-based logistics support for the AH-64D/E Apache Attack helicopter.  Work will be performed in Mesa, Arizona, with an estimated completion date of April 30, 2024.  Fiscal 2019 Army working capital funds in the amount of $62,294,566 were obligated at the time of the award.  U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity."
10/18/2019,Navy,General Electric,"$61,151,029 ",firm-fixed-price,????,,"Stores Management System (SMS) AYQ-9, AN/AYQ-13C, and AN/AYQ-13B; the Stores Management Upgrade System (SMUG) AYK-22; and the Communication Set Controller (CSC) C-10382/A and C-12658/A","General Electric, Grand Rapids, Michigan, is awarded $61,151,029 for a firm-fixed-price, indefinite-delivery, performance-based logistics requirements contract for repair, upgrade, or replacement, required availability, required reliability, configuration management, inventory management and obsolescence management in support of the Stores Management System (SMS) AYQ-9, AN/AYQ-13C, and AN/AYQ-13B; the Stores Management Upgrade System (SMUG) AYK-22; and the Communication Set Controller (CSC) C-10382/A and C-12658/A. This contract includes a five-year base period with no options. Work will be performed in Clearwater, Florida, and is expected to be completed by October 2024. Annual working capital funds (Navy) will be obligated as individual task orders are issued and funds will not expire at the end of the current fiscal year. One firm offer was solicited for this non-competitive requirement under authority 10 U.S. Code 2304 (c)(1) and Federal Acquisition Regulation 6.302-1, with one offer received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-20-F-VX01)."
9/5/2019,Army,General Atomics Aeronautical Systems Inc.,"$29,316,074 ",modification,CONT_AWD_W58RGZ19C0027_9700_-NONE-_-NONE-,,MQ-1C Gray Eagle unmanned aircraft system,"General Atomics Aeronautical Systems Inc., Poway, California, was awarded a $29,316,074 modification (P00016) to contract W58RGZ-19-C-0027 for performance based logistics support services for the MQ-1C Gray Eagle unmanned aircraft system. Work will be performed in Poway, California, with an estimated completion date of Sept. 4, 2020. Fiscal 2019 operations and maintenance, Army funds in the amount of $6,469,479 were obligated at the time of the award. U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity."
8/30/2019,Navy,Raytheon,"$246,495,123 ",,CONT_AWD_N0038319F0VP0_9700_N0038319DVP01_9700,CONT_IDV_N0038319DVP01_9700,"Close-In Weapon System, Land-based Phalanx Weapon System, Rolling Airframe Missile (RAM) and SeaRAM.","Raytheon, Tucson, Arizona, is awarded $246,495,123 for an undefinitized contract action, performance-based logistics requirements contract for repair, upgrade, or replacement, required availability, required reliability, configuration management, inventory management and obsolescence management in support of the Close-In Weapon System, Land-based Phalanx Weapon System, Rolling Airframe Missile (RAM) and SeaRAM.  This contract includes a two-year base period with one three-year option, which if exercised, will bring the contract ceiling value to $466,395,931.  Work will be performed in Louisville, Kentucky, and work is expected to be completed by August 2021; if the option is exercised, work will be completed by August 2024.  Annual working capital funds (Navy) will be obligated as individual task orders are issued and funds will not expire at the end of the current fiscal year.  One firm was solicited for this non-competitive requirement under authority 10 U.S. Code 2304 (c)(1) and Federal Acquisition Regulation 6.302-1, with one offer received.  Naval Supply Systems Command, Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-19-D-VP01)."
,,,,,CONT_AWD_N0038321F0VP0_9700_N0038319DVP01_9700,CONT_IDV_N0038319DVP01_9700,,
8/30/2019,Navy,Honeywell International Inc. Defense & Space,"$11,465,688 ",modification,CONT_AWD_0002_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700," auxiliary power units used on F/A-18 A-G models, P-3, and C-2 aircrafts along with providing coverage for the main fuel controls and electronic control unit used on the F/A-18 and the P-3 engine driven compressor","Honeywell International Inc. Defense & Space, Tempe, Arizona, is awarded $11,465,688 for modification P00006 under a previously awarded performance-based logistics requirements contract (N00383-12-D-003D) for repair, replacement and program support for auxiliary power units used on F/A-18 A-G models, P-3, and C-2 aircrafts along with providing coverage for the main fuel controls and electronic control unit used on the F/A-18 and the P-3 engine driven compressor.  This modification includes a four-month period of performance and will bring the total estimated value of the contract to approximately $260,000,000.  Work will be performed in Jacksonville, Florida (50%); Cherry Point, North Carolina (39%); and various contractor facilities (11%).  Work is expected to be completed by December 2019.  Fiscal 2019 working capital funds (Navy) will be obligated as individual task orders are issued, and funds will not expire before the end of the current fiscal year.  This contract includes support for the Australian F/A-18 Super Hornet under the Foreign Military Sales program, and represents less than one percent of the estimated contract value.  One firm was solicited for this non-competitive requirement in accordance with Federal Acquisition Regulation 6.302-1, and one offer was received.  Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity."
,,,,,CONT_AWD_0003_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0004_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0006_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0007_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0008_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0009_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0010_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0011_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0012_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0013_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0014_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0016_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0017_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0018_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0019_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0020_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0021_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0022_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_0023_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_N0038318F0MZ0_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_N0038318F0MZ1_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_N0038319F0MZ0_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_N0038319F0MZ1_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
,,,,,CONT_AWD_N0038319F0MZ2_9700_N0038312D003D_9700,CONT_IDV_N0038312D003D_9700,,
8/9/2019,Navy,Lockheed Martin Corp.,"$176,339,634 ",firm-fixed-price,CONT_AWD_N0038319F0VM0_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,"1,672 different head-of-family part numbers in support of the AEGIS SPY-1 Weapon System","Lockheed Martin Corp., Moorestown, New Jersey, is awarded a $176,339,634 firm-fixed-priced, performance-based logistics contract for the repair of 1,672 different head-of-family part numbers in support of the AEGIS SPY-1 Weapon System.  The contract is a five-year contract with no option periods.  Work will be performed in Moorestown, New Jersey, and is expected to be completed by August 2024.  No funds are obligated at the time of award.  Working capital funds (Navy) will be obligated as individual task orders are issued and funds will not expire at the end of the current fiscal year.  One company was solicited for this sole-source, non-competitive requirement pursuant to the authority set forth in 10 U.S. Code 2304(c)(1) and in accordance with Federal Acquisition Regulation 6.302-1, with one offer received.  Naval Supply Systems Command, Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-19-D-VM01)."
,,,,,CONT_AWD_N0038320F0VM0_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,,
,,,,,CONT_AWD_N0038321F0VM0_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,,
,,,,,CONT_AWD_N0038321F0VM1_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,,
,,,,,CONT_AWD_N0038321F0VM2_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,,
,,,,,CONT_AWD_N0038321F0VM3_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,,
,,,,,CONT_AWD_N0038322F0VM0_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,,
,,,,,CONT_AWD_N0038322F0VM1_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,,
,,,,,CONT_AWD_N0038322F0VM2_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,,
,,,,,CONT_AWD_N0038322F0VM3_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,,
,,,,,CONT_AWD_N0038322F0VM4_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,,
,,,,,CONT_AWD_N0038323F0VM0_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,,
,,,,,CONT_AWD_N0038323F0VM1_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,,
,,,,,CONT_AWD_N0038324F0VM0_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,,
,,,,,CONT_AWD_N0038324F0VM1_9700_N0038319DVM01_9700,CONT_IDV_N0038319DVM01_9700,,
