"ProductOrServiceCode","ProductOrServiceCodeText","ProductServiceOrRnDarea","ProductServiceOrRnDarea.sum","Commercial","Unlabeled","Not IT","Non-Commercial","Non-Developmental","NA"
"J071","MAINT-REP OF FURNITURE","ERS","Services (Non-R&D)",NA,NA,1973.16495659037,NA,NA,NA
"J072","MAINT-REP OF HOUSEHOLD FURNISHINGS","ERS","Services (Non-R&D)",NA,NA,4563.00456300456,NA,NA,NA
"J073","MAINT-REP OF FOOD PREP-SERVING EQ","ERS","Services (Non-R&D)",NA,NA,704138.392710351,NA,NA,NA
"J074","MAINT-REP OF OFFICE MACHINES","ERS","Services (Non-R&D)",NA,62041.7598287304,71676.0948219615,NA,NA,NA
"J075","MAINT-REP OF OFFICE SUPPLIES","ERS","Services (Non-R&D)",NA,NA,2297975.43924138,NA,NA,NA
"J085","MAINT-REP OF TOILETRIES","ERS","Services (Non-R&D)",NA,NA,231304.240552241,NA,NA,NA
"J099","MAINT-REP OF MISC EQ","ERS","Services (Non-R&D)",14930.8187516178,16256.1609075925,25122768.4497288,NA,NA,NA
"K039","MOD OF MATERIALS HANDLING EQ","ERS","Services (Non-R&D)",NA,NA,25628.6600068894,NA,NA,NA
"K051","MOD OF HAND TOOLS","ERS","Services (Non-R&D)",NA,NA,4431.71635475603,NA,NA,NA
"K058","MOD OF COMMUNICATION EQ","ICT","Services (Non-R&D)",NA,NA,338788.068049167,NA,NA,NA
"K063","MOD OF ALARM & SIGNAL SYSTEM","ERS","Services (Non-R&D)",NA,NA,65064.5126086455,NA,NA,NA
"K070","MOD OF ADP EQ & SUPPLIES","ICT","Services (Non-R&D)",1018458.99362915,NA,NA,NA,NA,NA
"K071","MOD OF FURNITURE","ERS","Services (Non-R&D)",11056.3233685496,NA,NA,NA,NA,NA
"K099","MOD OF MISC EQ","ERS","Services (Non-R&D)",NA,NA,38372.0497024682,NA,NA,NA
"L010","TECH REP SVCS/WEAPONS","PAMS","Services (Non-R&D)",NA,0,NA,NA,NA,NA
"L053","TECH REP SVCS/HARDWARE & ABRASIVES","PAMS","Services (Non-R&D)",20326.8298744874,NA,NA,NA,NA,NA
"L058","TECH REP SVCS/COMMUNICATION EQ","ICT","Services (Non-R&D)",31925.8986600825,372085.638998682,49898.272406412,NA,NA,NA
"L059","TECH REP SVCS/ELECT-ELCT EQ","PAMS","Services (Non-R&D)",NA,24694.5424925333,5159961.16427865,NA,NA,NA
"L060","TECH REP SVCS/FIBER OPTICS MAT","ICT","Services (Non-R&D)",NA,NA,731536.276512404,NA,NA,NA
"L069","TECH REP SVCS/TRAINING AIDS-DEVICES","PAMS","Services (Non-R&D)",NA,NA,64970.6988004254,NA,NA,NA
"L070","TECH REP SVCS/ADP EQ & SUPPLIES","ICT","Services (Non-R&D)",27929864.4981261,108612.794394378,NA,3387935.39160045,76327.4336283186,NA
"L071","TECH REP SVCS/FURNITURE","PAMS","Services (Non-R&D)",60843.4561061731,NA,NA,NA,NA,NA
"L075","TECH REP SVCS/OFFICE SUPPLIES","PAMS","Services (Non-R&D)",NA,NA,232788.869931017,NA,NA,NA
"L099","TECH REP SVCS /MISC EQ","PAMS","Services (Non-R&D)",7874707.00560926,30215853.3765179,1221423.67053235,NA,NA,NA
"M112","OPER OF GOVT CONF SPACE & FAC","FRS&C","Services (Non-R&D)",NA,83414.4306965105,NA,NA,NA,NA
"M199","OPER OF GOVT MISC BLDGS","FRS&C","Services (Non-R&D)",1020883.35088335,NA,34841118.4136275,NA,NA,NA
"M1AA","OPERATION OF OFFICE BUILDINGS","FRS&C","Services (Non-R&D)",NA,NA,3847440.34388382,NA,NA,NA
"M1BG","OPERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES","FRS&C","Services (Non-R&D)",NA,NA,1490467.23228598,NA,NA,NA
"N012","INSTALL OF FIRE CONT EQ","ERS","Services (Non-R&D)",NA,0,9786.37068862633,NA,NA,NA
"N035","INSTALL OF SERVICE & TRADE EQ","ERS","Services (Non-R&D)",NA,NA,58459.6821464783,NA,NA,NA
"N040","INSTALL OF ROPE-CABLE-CHAIN","ERS","Services (Non-R&D)",NA,NA,708870.941053929,NA,NA,NA
"N041","INSTALL OF REFRIGERATION - AC EQ","ERS","Services (Non-R&D)",NA,NA,527869.20569276,NA,NA,NA
"N042","INSTALL OF FIRE-RESCUE-SAFETY EQ","ERS","Services (Non-R&D)",NA,36429.512516469,7553.40732784342,NA,NA,NA
"N045","INSTALL OF PLUMBING-HEATING EQ","ERS","Services (Non-R&D)",NA,77404.4795783926,73846.079097117,NA,NA,NA
"N058","INSTALL OF COMMUNICATION EQ","ICT","Services (Non-R&D)",231352.07913653,1156170.73444703,10699387.2903934,NA,NA,NA
"N059","INSTALL OF ELECT-ELCT EQ","ERS","Services (Non-R&D)",1454051.52887882,55154.1501976285,1971693.73820956,NA,NA,NA
"N060","INSTALL OF FIBER OPTICS MATERIAL","ICT","Services (Non-R&D)",712822.188238565,NA,5269772.08434696,NA,NA,NA
"N061","INSTALL OF POWER DISTRIBUTION EQ","ERS","Services (Non-R&D)",NA,NA,949655.466863626,NA,NA,NA
"N063","INSTALL OF ALARM & SIGNAL SYSTEM","ERS","Services (Non-R&D)",NA,0,1384799.6528801,NA,NA,NA
"N069","INSTALL OF TRAINING AIDS-DEVICES","ERS","Services (Non-R&D)",NA,NA,26846.1948023822,NA,NA,NA
"N070","INSTALL OF ADP EQ & SUPPLIES","ICT","Services (Non-R&D)",38767986.972304,1234338.60342556,NA,6213562.19695119,NA,NA
"N071","INSTALL OF FURNITURE","ERS","Services (Non-R&D)",412017.19794391,815888.882344251,5379140.20104733,NA,NA,NA
"N074","INSTALL OF OFFICE MACHINES","ERS","Services (Non-R&D)",NA,110972.33201581,NA,NA,NA,NA
"N078","INSTALL OF RECREATIONAL EQ","ERS","Services (Non-R&D)",NA,NA,187632.018277677,NA,NA,NA
"N099","INSTALL OF MISC EQ","ERS","Services (Non-R&D)",NA,0,1675423.81579964,NA,NA,NA
"P999","OTHER SALVAGE SERVICES","ERS","Services (Non-R&D)",NA,NA,0,NA,NA,NA
"Q403","EVALUATION AND SCREENING","MED","Services (Non-R&D)",NA,NA,80388.65591136,NA,NA,NA
"Q526","MEDICAL- MEDICAL/PSYCHIATRIC CONSULTATION","MED","Services (Non-R&D)",NA,5695.65217391304,NA,NA,NA,NA
"Q999","MEDICAL- OTHER","MED","Services (Non-R&D)",202909.488565238,813825.421584868,186663.151252261,NA,NA,NA
"R401","PERSONAL CARE SERVICES","PAMS","Services (Non-R&D)",NA,534707.354372306,NA,NA,NA,NA
"R402","REAL ESTATE BROKERAGE SERVICES","PAMS","Services (Non-R&D)",NA,NA,13434.1886888804,NA,NA,NA
"R405","OPERATIONS RESEARCH & QUANTITATIVE","PAMS","Services (Non-R&D)",NA,4131448.62490576,978250.532342356,NA,NA,NA
"R406","POLICY REVIEW/DEVELOPMENT SERVICES","PAMS","Services (Non-R&D)",NA,-16420.2898550725,3267376.90022813,NA,NA,NA
"R407","PROGRAM EVALUATION SERVICES","PAMS","Services (Non-R&D)",NA,551373.628877585,30063.7518568124,NA,NA,NA
"R408","PROGRAM MANAGEMENT/SUPPORT SERVICES","PAMS","Services (Non-R&D)",43851700.9041277,72963814.5080478,313947975.137274,1300932.5411683,NA,NA
"R409","PROGRAM REVIEW/DEVELOPMENT SERVICES","PAMS","Services (Non-R&D)",139027.463193658,563679.196987591,12350.5495514607,NA,NA,NA
"R410","SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT","PAMS","Services (Non-R&D)",NA,250716,67506951.1404453,NA,NA,NA
"R411","PROF SVCS/REAL PROPERTY APPRAISALS","PAMS","Services (Non-R&D)",NA,232876.164222439,NA,NA,NA,NA
"R413","SPECIFICATIONS DEVELOPMENT SERVICES","PAMS","Services (Non-R&D)",NA,NA,4725654.57366007,NA,NA,NA
"R414","SYSTEMS ENGINEERING SERVICES","PAMS","Services (Non-R&D)",30458760.5720845,64766642.7358228,112961755.244306,17912586.2990019,NA,NA
"R415","PROF SVCS/TECH SHARING-UTIL","PAMS","Services (Non-R&D)",20577770.129884,604030485.302025,380013096.720426,12917408.5418308,NA,NA
"R418","LEGAL SERVICES","PAMS","Services (Non-R&D)",NA,10979.1906038555,63741.4274415583,NA,NA,NA
"R419","EDUCATIONAL SERVICES","PAMS","Services (Non-R&D)",3551328.78917098,313850.805770597,21379003.4052853,7078142.69535674,NA,NA
"R420","CERTIFICATIONS & ACCREDIT PROD & IN","PAMS","Services (Non-R&D)",NA,NA,33844.7379776013,NA,NA,NA
"R421","TECHNICAL ASSISTANCE","PAMS","Services (Non-R&D)",7922045.81440023,17107319.5749667,19312165.3821199,114904.019692087,NA,NA
"R422","MARKET RESEARCH & PUBLIC OPINION SE","PAMS","Services (Non-R&D)",NA,46327.5162547181,605809.79794584,NA,NA,NA
"R423","INTELLIGENCE SERVICES","PAMS","Services (Non-R&D)",NA,NA,1042069.56587208,NA,NA,NA
"R425","ENGINEERING AND TECHNICAL SERVICES","PAMS","Services (Non-R&D)",56508803.4893258,285417949.249101,4611513416.80887,12328808.8829992,NA,NA
"R426","COMMUNICATIONS SERVICES","PAMS","Services (Non-R&D)",76858562.2148083,249662704.278913,643326342.820198,58653333.1477572,NA,NA
"R427","PROF SVCS/WEATHER RPT-OBSERV","PAMS","Services (Non-R&D)",NA,NA,5733.45360243545,NA,NA,NA
"R428","INDUSTRIAL HYGIENICS","PAMS","Services (Non-R&D)",NA,NA,267723.362221678,NA,NA,NA
"R429","SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT","PAMS","Services (Non-R&D)",NA,NA,7055.8799,NA,NA,NA
"R430","SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING","PAMS","Services (Non-R&D)",NA,1722528.82211637,24625079.676068,NA,NA,NA
"R431","SUPPORT- PROFESSIONAL: HUMAN RESOURCES","PAMS","Services (Non-R&D)",NA,NA,20837.3283895282,NA,NA,NA
"R499","OTHER PROFESSIONAL SERVICES","PAMS","Services (Non-R&D)",49894412.731477,123182754.844068,211285723.873439,32130985.0676961,NA,NA
"R602","COURIER AND MESSENGER SERVICES","PAMS","Services (Non-R&D)",-179689.213495882,-53704.8748353096,308675.098706231,98205.4167737949,NA,NA
"R603","SUPPORT- ADMINISTRATIVE: TRANSCRIPTION","PAMS","Services (Non-R&D)",NA,1704519.26786697,2661461.84072327,NA,NA,NA
"R604","MAILING AND DISTRIBUTION SERVICES","PAMS","Services (Non-R&D)",13240.2503610977,5967.29920038191,19861.590065274,NA,NA,NA
"R606","COURT REPORTING SERVICES","PAMS","Services (Non-R&D)",1212.03360747284,-2224.31077694236,45644.6713857947,NA,NA,NA
"R608","ADMIN SVCS/TRANSLATION-SIGN LANGUAG","PAMS","Services (Non-R&D)",NA,500.346103353622,2601551.27769735,NA,NA,NA
"R610","PERSONAL PROPERTY MANAGEMENT SERVIC","PAMS","Services (Non-R&D)",NA,0,5837.74675012037,NA,NA,NA
"R611","CREDIT REPORTING SERVICES","PAMS","Services (Non-R&D)",63911.6930153932,10183.8376101111,111398.63095952,NA,NA,NA
"R612","INFORMATION RETRIEVAL","PAMS","Services (Non-R&D)",NA,NA,8765.56578234976,NA,NA,NA
"R614","PAPER SHREDDING SERVICES","PAMS","Services (Non-R&D)",NA,7245.05928853755,18545.9518501445,NA,NA,NA
"R615","SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION","PAMS","Services (Non-R&D)",NA,NA,9250,NA,NA,NA
"R699","OTHER ADMINISTRATIVE SUPPORT SVCS","PAMS","Services (Non-R&D)",2423433.92747817,5117895.32798055,16207919.2978364,NA,NA,NA
"R701","ADVERTISING SERVICES","PAMS","Services (Non-R&D)",NA,-43011.8577075099,36903.8938991716,NA,NA,NA
"R702","DATA COLLECTION SERVICES","PAMS","Services (Non-R&D)",723911.314939701,633794.539687608,3944423.65697008,NA,NA,NA
"R703","ACCOUNTING SERVICES","PAMS","Services (Non-R&D)",8249.19441460795,124662.051406469,21827666.5248475,0,NA,NA
"R704","AUDITING SERVICES","PAMS","Services (Non-R&D)",1206403.54566183,30115833.5841655,49340124.6755335,-469526.541513664,NA,NA
"R706","LOGISTICS SUPPORT SERVICES","PAMS","Services (Non-R&D)",24739.3942855351,-14806.2932554275,13284778.8325827,NA,NA,NA
"R707","MGT SVCS/CONTRACT & PROCUREMENT SUP","PAMS","Services (Non-R&D)",44224.5927495396,1569526.36715096,37080129.6558076,NA,NA,NA
"R708","PUBLIC RELATIONS SERVICES","PAMS","Services (Non-R&D)",479242.267773308,NA,NA,NA,NA,NA
"R710","FINANCIAL SERVICES","PAMS","Services (Non-R&D)",NA,NA,5609907.23354056,NA,NA,NA
"R799","OTHER MANAGEMENT SUPPORT SERVICES","PAMS","Services (Non-R&D)",101718462.879584,28816602.002566,216191315.109378,5118329.61907688,NA,NA
"S111","GAS SERVICES","FRS&C","Services (Non-R&D)",12104.4202308295,6346571.24834006,NA,NA,NA,NA
"S112","ELECTRIC SERVICES","FRS&C","Services (Non-R&D)",923596.344275965,12223.8733890034,3861784.43372323,NA,NA,NA
"S113","TELEPHONE AND-OR COMMUNICATIONS SER","ICT","Services (Non-R&D)",291535654.797253,140010739.262865,77511440.677959,33664723.8306809,NA,NA
"S119","OTHER UTILITIES","FRS&C","Services (Non-R&D)",NA,113950.912997235,2010039.82835607,NA,NA,NA
"S201","CUSTODIAL JANITORIAL SERVICES","FRS&C","Services (Non-R&D)",3307774.94927696,4175603.63609487,19925406.8237359,NA,NA,NA
"S203","FOOD SERVICES","FRS&C","Services (Non-R&D)",47671.8113931227,-1974.0009629273,13035.471802438,NA,NA,NA
"S206","GUARD SERVICES","FRS&C","Services (Non-R&D)",2860320.01513372,33099863.5573901,58768120.4020667,NA,NA,NA
"S208","HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING","FRS&C","Services (Non-R&D)",13705.1016680872,56636.3589796577,573421.731051388,NA,NA,NA
"S211","HOUSEKEEPING- SURVEILLANCE","FRS&C","Services (Non-R&D)",575231.817284545,624045.755935023,1381144.24247359,NA,NA,NA
"S214","CARPET LAYING AND CLEANING","FRS&C","Services (Non-R&D)",NA,NA,46758.0458870324,NA,NA,NA
"S215","HOUSEKEEPING- WAREHOUSING/STORAGE","FRS&C","Services (Non-R&D)",195249.032834121,NA,14104.0902885844,NA,NA,NA
"S216","FACILITIES OPERATIONS SUPPORT SVCS","FRS&C","Services (Non-R&D)",429478.339789844,10116197.2910337,53610998.9530686,NA,NA,NA
"S218","HOUSEKEEPING- SNOW REMOVAL/SALT","FRS&C","Services (Non-R&D)",66775.4430210939,-18379.8331103294,267041.697602434,NA,NA,NA
"T001","ARTS/GRAPHICS SERVICES","PAMS","Services (Non-R&D)",NA,2503.25680476654,2237410.46899307,NA,NA,NA
"T003","CATALOGING SERVICES","PAMS","Services (Non-R&D)",22949.572949573,20621.0881078479,22302.1840315073,NA,NA,NA
"T006","FILM/VIDEO TAPE PRODUCTION SERVICES","PAMS","Services (Non-R&D)",34063.2636437687,NA,154000,NA,NA,NA
"T011","PHOTO/MAP/PRINT/PUBLICATION- PRINT/BINDING","PAMS","Services (Non-R&D)",NA,NA,1303236.36456749,NA,NA,NA
"T012","PHOTO/MAP/PRINT/PUBLICATION- REPRODUCTION","PAMS","Services (Non-R&D)",NA,18114.3878462913,208444.957022726,NA,NA,NA
"T016","AUDIO/VISUAL SERVICES","PAMS","Services (Non-R&D)",308683.605922003,3810284.83066958,994618.985183011,NA,NA,NA
"T099","OTHER PHOTO MAPPING PRINTING SVC","PAMS","Services (Non-R&D)",NA,NA,44636.0076355635,NA,NA,NA
"U001","EDUCATION/TRAINING- LECTURES","PAMS","Services (Non-R&D)",NA,NA,450.295250221177,NA,NA,NA
"U004","EDUCATION/TRAINING- SCIENTIFIC/MANAGEMENT","PAMS","Services (Non-R&D)",NA,NA,11442.7099275584,NA,NA,NA
"U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES","PAMS","Services (Non-R&D)",NA,143357.124643942,1144772.49333371,NA,NA,NA
"U006","EDUCATION/TRAINING- VOCATIONAL/TECHNICAL","PAMS","Services (Non-R&D)",NA,15319.800842589,132858.696291929,NA,NA,NA
"U008","EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT","PAMS","Services (Non-R&D)",1046669.24966732,4619158.74853827,15775067.8804321,NA,NA,NA
"U009","EDUCATION SERVICES","PAMS","Services (Non-R&D)",NA,1218458.49802372,4275540.47953158,NA,NA,NA
"U010","CERT & ACCREDIATIONS FOR EDUCATIONA","PAMS","Services (Non-R&D)",NA,52490.1185770751,1498614.83046686,NA,NA,NA
"U011","AIDS TRAINING","PAMS","Services (Non-R&D)",NA,46747.5287192281,NA,NA,NA,NA
"U012","EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING","PAMS","Services (Non-R&D)",25216618.6220637,-16252.157771299,-2341.24518454082,496535.87528496,NA,NA
"U014","EDUCATION/TRAINING- SECURITY","PAMS","Services (Non-R&D)",NA,NA,18654.8609886305,NA,NA,NA
"U099","EDUCATION/TRAINING- OTHER","PAMS","Services (Non-R&D)",1984922.63501973,6132262.97296389,8830220.06032172,NA,NA,NA
"V001","GBL & GTR PROCUREMENTS","ERS","Services (Non-R&D)",NA,NA,21887.0872441472,NA,NA,NA
"V002","MOTOR POOL OPERATIONS","ERS","Services (Non-R&D)",NA,NA,1344.89254415947,NA,NA,NA
"V003","PACKING/CRATING SERVICES","ERS","Services (Non-R&D)",NA,101900.961938323,8683.61379639575,NA,NA,NA
"V111","AIR FREIGHT","ERS","Services (Non-R&D)",76374.3090133419,98636.2863938331,11000,NA,NA,NA
"V112","MOTOR FREIGHT","ERS","Services (Non-R&D)",NA,558850.477852641,181831.037311027,NA,NA,NA
"V119","OTHER CARGO AND FREIGHT SERVICES","ERS","Services (Non-R&D)",174234.31984795,497798.583528565,2314619.36969113,NA,NA,NA
"V121","AIR CHARTER FOR THINGS","ERS","Services (Non-R&D)",NA,NA,13885.920218715,NA,NA,NA
"V122","MOTOR CHARTER FOR THINGS","ERS","Services (Non-R&D)",4826.25482625483,NA,NA,NA,NA,NA
"V212","MOTOR PASSENGER SERVICES","PAMS","Services (Non-R&D)",NA,NA,1386232.14648634,NA,NA,NA
"V222","PASSENGER MOTOR CHARTER SERVICE","PAMS","Services (Non-R&D)",NA,0,5858299.93008791,NA,NA,NA
"V231","LODGING - HOTEL/MOTEL","PAMS","Services (Non-R&D)",336155.090132841,NA,366934.911898927,NA,NA,NA
"V251","CIVILIAN PERSONNEL RECRUITMENT","PAMS","Services (Non-R&D)",NA,NA,9360.00936000936,NA,NA,NA
"V301","RELOCATION SERVICES","PAMS","Services (Non-R&D)",32709.460158883,88198.8599721817,168538.787330695,NA,NA,NA
"V999","OTHER TRAVEL SVCS","PAMS","Services (Non-R&D)",NA,8687.6037278182,1397823.1839588,NA,NA,NA
"W023","LEASE OR RENTAL OF EQUIPMENT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES","ERS","Services (Non-R&D)",1575.36698890082,6280.74145402022,56994.8225164604,NA,NA,NA
"W025","LEASE OR RENTAL OF EQUIPMENT- VEHICULAR EQUIPMENT COMPONENTS","ERS","Services (Non-R&D)",NA,NA,42735.9171882523,NA,NA,NA
"W036","LEASE OR RENTAL OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY","ERS","Services (Non-R&D)",NA,26642.9512516469,NA,NA,NA,NA
"W041","LEASE OR RENTAL OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","ERS","Services (Non-R&D)",NA,NA,49592.0408364215,NA,NA,NA
"W053","LEASE OR RENTAL OF EQUIPMENT- HARDWARE AND ABRASIVES","ERS","Services (Non-R&D)",NA,-5968.37944664032,NA,NA,NA,NA
"W058","LEASE OR RENTAL OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT","ICT","Services (Non-R&D)",117657335.680751,22257604.3861024,7391804.54191298,276656177.277508,NA,NA
"W059","LEASE OR RENTAL OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS","ERS","Services (Non-R&D)",NA,NA,1950068.10128186,NA,NA,NA
"W060","LEASE OR RENTAL OF EQUIPMENT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES","ICT","Services (Non-R&D)",NA,NA,18687.5236895105,NA,NA,NA
"W062","LEASE OR RENTAL OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS","ERS","Services (Non-R&D)",NA,NA,241147.440337251,NA,NA,NA
"W063","LEASE OR RENTAL OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","ERS","Services (Non-R&D)",NA,NA,1672.5699,NA,NA,NA
"W067","LEASE OR RENTAL OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT","ERS","Services (Non-R&D)",NA,NA,296207.65,NA,NA,NA
"W070","LEASE OR RENTAL OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT","ICT","Services (Non-R&D)",16010290.4541368,10902.7836078131,NA,2030.57039890642,NA,NA
"W071","LEASE OR RENTAL OF EQUIPMENT- FURNITURE","ERS","Services (Non-R&D)",211189.041556389,678404.917927879,582639.254028323,NA,NA,NA
"W074","LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT","ERS","Services (Non-R&D)",0,340903.108608731,1370939.18360199,NA,NA,NA
"W078","LEASE OR RENTAL OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT","ERS","Services (Non-R&D)",NA,NA,4706.1701873732,NA,NA,NA
"W099","LEASE OR RENTAL OF EQUIPMENT- MISCELLANEOUS","ERS","Services (Non-R&D)",2106.40346653828,17661.3965744401,10550.1046928257,NA,NA,NA
"X111","LEASE/RENTAL OF OFFICE BUILDINGS","FRS&C","Services (Non-R&D)",NA,NA,3590.73359073359,NA,NA,NA
"X112","LEASE-RENT OF CONF SPACE & FAC","FRS&C","Services (Non-R&D)",-402.924891670679,18876.9630218758,539383.166294226,NA,NA,NA
"X174","LEASE-RENT OF OPEN STORAGE FAC","FRS&C","Services (Non-R&D)",1257.82378430429,NA,8906.61146962133,NA,NA,NA
"X179","LEASE-RENT OF OTHER WAREHOUSE BLDGS","FRS&C","Services (Non-R&D)",406481.020857623,-122729.887147999,448776.771482433,NA,NA,NA
"X1AB","LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES","FRS&C","Services (Non-R&D)",NA,NA,765993.013128288,NA,NA,NA
"X1AZ","LEASE/RENTAL OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS","FRS&C","Services (Non-R&D)",NA,NA,1946234.1382251,NA,NA,NA
"X1NZ","LEASE/RENTAL OF OTHER UTILITIES","FRS&C","Services (Non-R&D)",NA,NA,29609.668976719,NA,NA,NA
"X292","LEASE-RENT OF EXHIBIT (NON-BLDG)","FRS&C","Services (Non-R&D)",NA,10462.4505928854,NA,NA,NA,NA
"X299","LEASE-RENT OF ALL OTH NON-BLDG FACS","FRS&C","Services (Non-R&D)",NA,5818.18181818182,NA,NA,NA,NA
"X300","LEASE-RENT OF RESTORATION","FRS&C","Services (Non-R&D)",NA,23544.6646755362,NA,NA,NA,NA
"Y111","CONSTRUCTION OF OFFICE BUILDINGS","FRS&C","Services (Non-R&D)",NA,NA,920552.789928117,NA,NA,NA
"Y127","CONSTRUCT/ELCT & COMM SYSTEM FAC","FRS&C","Services (Non-R&D)",NA,21676257.4725427,NA,NA,NA,NA
"Y152","CONSTRUCT/MAINT BLDGS","FRS&C","Services (Non-R&D)",NA,NA,10640.8783352483,NA,NA,NA
"Y164","CONSTRUCTION OF DINING FACILITIES","FRS&C","Services (Non-R&D)",NA,NA,15761.685057086,NA,NA,NA
"Y199","CONSTRUCT/MISC BLDGS","FRS&C","Services (Non-R&D)",NA,NA,201332.618212197,NA,NA,NA
"Y1AA","CONSTRUCTION OF OFFICE BUILDINGS","FRS&C","Services (Non-R&D)",NA,NA,500581.556321047,NA,NA,NA
"Y1JZ","CONSTRUCTION OF MISCELLANEOUS BUILDINGS","FRS&C","Services (Non-R&D)",NA,NA,73244.9190492594,NA,NA,NA
"Y1NB","CONSTRUCTION OF HEATING AND COOLING PLANTS","FRS&C","Services (Non-R&D)",NA,NA,2912367.73454661,NA,NA,NA
"Y224","CONSTRUCT/PARKING FACILITIES","FRS&C","Services (Non-R&D)",NA,NA,128050.08270147,NA,NA,NA
"Y292","CONSTRUCT/EXHIBIT (NON-BLDG)","FRS&C","Services (Non-R&D)",NA,NA,34057.6462363235,NA,NA,NA
"Y299","CONTRUCT/ALL OTHER NON-BLDG FACS","FRS&C","Services (Non-R&D)",511.555127587867,NA,201142.832830408,NA,NA,NA
"Z111","MAINT-REP-ALT/OFFICE BLDGS","FRS&C","Services (Non-R&D)",0,357253.247510154,3437044.17428309,NA,NA,NA
"Z112","MAINT-REP-ALT/CONF SPACE & FAC","FRS&C","Services (Non-R&D)",NA,7859.02503293808,NA,NA,NA,NA
"Z127","MAINT-REP-ALT/ELCT & COMM SYS FAC","FRS&C","Services (Non-R&D)",131896.290392531,173659.824091512,200757.667985934,NA,NA,NA
"Z169","MAINT-REP-ALT/OTHER RESIDENTIAL BLD","FRS&C","Services (Non-R&D)",NA,NA,7118.98794605562,NA,NA,NA
"Z179","MAINT-REP-ALT/OTHER WAREHOUSE BLDGS","FRS&C","Services (Non-R&D)",433.529917806175,3438.8541165142,-1359.50138422545,NA,NA,NA
"Z199","MAINT-REP-ALT/MISC BLDGS","FRS&C","Services (Non-R&D)",0,0,606726.762826832,NA,NA,NA
"Z1AA","MAINTENANCE OF OFFICE BUILDINGS","FRS&C","Services (Non-R&D)",NA,309152.127333946,2801036.47090218,NA,NA,NA
"Z1BG","MAINTENANCE OF ELECTRONIC AND COMMUNICATIONS FACILITIES","FRS&C","Services (Non-R&D)",NA,NA,467144.244678621,NA,NA,NA
"Z1NB","MAINTENANCE OF HEATING AND COOLING PLANTS","FRS&C","Services (Non-R&D)",NA,NA,303822.536127028,NA,NA,NA
"Z299","MAINT, REP/ALTER/ALL OTHER","FRS&C","Services (Non-R&D)",NA,NA,35625.2282966029,NA,NA,NA
"Z2AA","REPAIR OR ALTERATION OF OFFICE BUILDINGS","FRS&C","Services (Non-R&D)",NA,0,1271192.06555969,NA,NA,NA
"Z2AB","REPAIR OR ALTERATION OF CONFERENCE SPACE AND FACILITIES","FRS&C","Services (Non-R&D)",NA,NA,381994.005103659,NA,NA,NA
"Z2BG","REPAIR OR ALTERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES","FRS&C","Services (Non-R&D)",NA,NA,21518.2124273033,NA,NA,NA
"Z2GZ","REPAIR OR ALTERATION OF OTHER WAREHOUSE BUILDINGS","FRS&C","Services (Non-R&D)",NA,NA,32437.7081180388,NA,NA,NA
"Z2JZ","REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS","FRS&C","Services (Non-R&D)",NA,NA,97444.5046020574,NA,NA,NA
"Z300","MAINT, REP-ALT/RESTORATION","FRS&C","Services (Non-R&D)",NA,0,30724.6707011709,NA,NA,NA
NA,NA,"Unlabeled","Unlabeled",NA,NA,NA,NA,NA,0
